,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHARLOTTE_ACTION,TORONTO_SCORE,CHARLOTTE_SCORE
0,1,11:40.0,O. Anunoby misses 2-pt layup from 2 ft,,0,0
1,1,11:35.0,,Defensive rebound by D. Graham,0,0
2,1,11:22.0,,M. Bridges makes 2-pt layup from 2 ft (assist by P. Washington),0,2
3,1,11:11.0,K. Lowry misses 3-pt jump shot from 30 ft,,0,2
4,1,11:08.0,,Defensive rebound by M. Bridges,0,2
5,1,11:03.0,,T. Rozier misses 3-pt jump shot from 26 ft,0,2
6,1,11:01.0,Defensive rebound by T. Davis,,0,2
7,1,10:49.0,S. Ibaka misses 2-pt layup from 3 ft,,0,2
8,1,10:45.0,Offensive rebound by T. Davis,,0,2
9,1,10:45.0,T. Davis makes 2-pt layup at rim,,2,2
10,1,10:38.0,,Turnover by P. Washington (lost ball; steal by K. Lowry),2,2
11,1,10:30.0,O. Anunoby makes 2-pt layup from 2 ft,,4,2
12,1,10:21.0,,Shooting foul by K. Lowry (drawn by D. Graham),4,2
13,1,10:21.0,,D. Graham makes free throw 1 of 2,4,3
14,1,10:21.0,,D. Graham makes free throw 2 of 2,4,4
15,1,9:58.0,T. Davis misses 2-pt jump shot from 8 ft,,4,4
16,1,9:55.0,,Defensive rebound by M. Bridges,4,4
17,1,9:53.0,,Turnover by D. Graham (bad pass),4,4
18,1,9:36.0,S. Ibaka misses 2-pt layup from 4 ft,,4,4
19,1,9:36.0,Offensive rebound by Team,,4,4
20,1,9:31.0,P. McCaw makes 2-pt jump shot from 21 ft (assist by K. Lowry),,6,4
21,1,9:14.0,,D. Graham makes 3-pt jump shot from 26 ft (assist by T. Rozier),6,7
22,1,9:04.0,Personal foul by D. Graham (drawn by K. Lowry),,6,7
23,1,8:45.0,Turnover by Team (shot clock),,6,7
24,1,8:30.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by P. Washington),6,10
25,1,8:16.0,Turnover by K. Lowry (bad pass),,6,10
26,1,8:03.0,,P. Washington makes 2-pt layup from 2 ft (assist by B. Biyombo),6,12
27,1,7:44.0,S. Ibaka misses 2-pt jump shot from 17 ft,,6,12
28,1,7:41.0,,Defensive rebound by B. Biyombo,6,12
29,1,7:34.0,,D. Graham makes 3-pt jump shot from 27 ft,6,15
30,1,7:18.0,T. Davis makes 3-pt jump shot from 25 ft (assist by P. McCaw),,9,15
31,1,7:07.0,,Turnover by M. Bridges (traveling),9,15
32,1,6:53.0,Def 3 sec tech foul by Team,,9,15
33,1,6:53.0,,Charlotte full timeout,9,15
34,1,6:53.0,R. Hollis-Jefferson enters the game for P. McCaw,,9,15
35,1,6:53.0,,D. Bacon enters the game for M. Bridges,9,15
36,1,6:53.0,K. Lowry makes technical free throw,,10,15
37,1,6:38.0,K. Lowry misses 2-pt jump shot from 13 ft,,10,15
38,1,6:35.0,,Defensive rebound by D. Graham,10,15
39,1,6:32.0,,B. Biyombo makes 2-pt dunk from 2 ft (assist by D. Graham),10,17
40,1,6:22.0,Shooting foul by B. Biyombo (drawn by R. Hollis-Jefferson),,10,17
41,1,6:22.0,R. Hollis-Jefferson makes free throw 1 of 2,,11,17
42,1,6:22.0,R. Hollis-Jefferson makes free throw 2 of 2,,12,17
43,1,6:02.0,,Personal foul by S. Ibaka (drawn by D. Graham),12,17
44,1,6:02.0,,M. Monk enters the game for B. Biyombo,12,17
45,1,6:02.0,,C. Zeller enters the game for T. Rozier,12,17
46,1,5:54.0,,C. Zeller makes 2-pt layup from 3 ft (assist by D. Bacon),12,19
47,1,5:54.0,Violation by Team (def goaltending),,12,19
48,1,5:43.0,T. Davis makes 2-pt dunk from 1 ft (assist by K. Lowry),,14,19
49,1,5:43.0,Shooting foul by C. Zeller (drawn by T. Davis),,14,19
50,1,5:43.0,O. Brissett enters the game for O. Anunoby,,14,19
51,1,5:43.0,T. Davis makes free throw 1 of 1,,15,19
52,1,5:18.0,,D. Graham misses 3-pt jump shot from 31 ft,15,19
53,1,5:13.0,Defensive rebound by O. Brissett,,15,19
54,1,5:08.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,17,19
55,1,4:52.0,Violation by Team (kicked ball),,17,19
56,1,4:44.0,,Turnover by M. Monk (bad pass),17,19
57,1,4:29.0,T. Davis makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,20,19
58,1,4:14.0,,D. Graham misses 2-pt layup from 6 ft,20,19
59,1,4:11.0,Defensive rebound by S. Ibaka,,20,19
60,1,4:02.0,Shooting foul by M. Monk (drawn by K. Lowry),,20,19
61,1,4:02.0,K. Lowry makes free throw 1 of 3,,21,19
62,1,4:02.0,K. Lowry makes free throw 2 of 3,,22,19
63,1,4:02.0,C. Boucher enters the game for S. Ibaka,,22,19
64,1,4:02.0,,M. Bridges enters the game for P. Washington,22,19
65,1,4:02.0,K. Lowry makes free throw 3 of 3,,23,19
66,1,3:40.0,,M. Monk makes 2-pt dunk from 2 ft (assist by M. Bridges),23,21
67,1,3:28.0,C. Boucher misses 3-pt jump shot from 26 ft,,23,21
68,1,3:24.0,,Defensive rebound by C. Zeller,23,21
69,1,3:14.0,,D. Bacon misses 2-pt layup from 3 ft,23,21
70,1,3:11.0,,Offensive rebound by C. Zeller,23,21
71,1,3:07.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by C. Zeller),23,24
72,1,2:58.0,Toronto full timeout,,23,24
73,1,2:58.0,,T. Rozier enters the game for D. Graham,23,24
74,1,2:54.0,Shooting foul by C. Zeller (drawn by R. Hollis-Jefferson),,23,24
75,1,2:54.0,R. Hollis-Jefferson makes free throw 1 of 2,,24,24
76,1,2:54.0,R. Hollis-Jefferson makes free throw 2 of 2,,25,24
77,1,2:34.0,,M. Monk misses 3-pt jump shot from 27 ft (block by C. Boucher),25,24
78,1,2:33.0,Defensive rebound by T. Davis,,25,24
79,1,2:33.0,Personal foul by M. Bridges (drawn by T. Davis),,25,24
80,1,2:33.0,T. Davis makes free throw 1 of 2,,26,24
81,1,2:33.0,P. McCaw enters the game for K. Lowry,,26,24
82,1,2:33.0,T. Davis makes free throw 2 of 2,,27,24
83,1,2:15.0,,T. Rozier misses 3-pt jump shot from 27 ft,27,24
84,1,2:09.0,,Offensive rebound by M. Bridges,27,24
85,1,2:09.0,,M. Bridges misses 2-pt layup from 1 ft,27,24
86,1,2:08.0,Defensive rebound by C. Boucher,,27,24
87,1,2:08.0,M. Thomas enters the game for T. Davis,,27,24
88,1,1:49.0,M. Thomas misses 2-pt jump shot from 15 ft,,27,24
89,1,1:46.0,Offensive rebound by M. Thomas,,27,24
90,1,1:46.0,M. Thomas misses 2-pt layup at rim (block by M. Bridges),,27,24
91,1,1:46.0,,Defensive rebound by D. Bacon,27,24
92,1,1:46.0,,Personal foul by O. Brissett (drawn by D. Bacon),27,24
93,1,1:46.0,,Instant Replay (Request: Ruling Stands),27,24
94,1,1:32.0,,Personal foul by O. Brissett (drawn by C. Zeller),27,24
95,1,1:32.0,,C. Zeller makes free throw 1 of 2,27,25
