,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MEMPHIS_ACTION,PORTLAND_SCORE,MEMPHIS_SCORE
0,1,11:46.0,D. Lillard misses 2-pt jump shot from 11 ft,,0,0
1,1,11:43.0,,Defensive rebound by K. Anderson,0,0
2,1,11:33.0,,J. Valančiūnas misses 2-pt jump shot from 11 ft,0,0
3,1,11:30.0,Defensive rebound by C. Anthony,,0,0
4,1,11:24.0,D. Lillard misses 2-pt layup from 1 ft,,0,0
5,1,11:21.0,,Defensive rebound by K. Anderson,0,0
6,1,11:19.0,,J. Morant makes 2-pt layup from 1 ft,0,2
7,1,11:02.0,C. Anthony makes 2-pt jump shot from 11 ft,,2,2
8,1,10:46.0,,J. Jackson misses 2-pt hook shot from 6 ft,2,2
9,1,10:42.0,Defensive rebound by C. Anthony,,2,2
10,1,10:37.0,C. Anthony misses 2-pt jump shot from 17 ft (block by K. Anderson),,2,2
11,1,10:35.0,,Defensive rebound by K. Anderson,2,2
12,1,10:25.0,,Shooting foul by C. Anthony (drawn by J. Valančiūnas),2,2
13,1,10:25.0,,J. Valančiūnas misses free throw 1 of 2,2,2
14,1,10:25.0,,Offensive rebound by Team,2,2
15,1,10:25.0,,J. Valančiūnas misses free throw 2 of 2,2,2
16,1,10:20.0,Defensive rebound by Team,,2,2
17,1,10:14.0,T. Ariza misses 3-pt jump shot from 23 ft,,2,2
18,1,10:10.0,,Defensive rebound by J. Jackson,2,2
19,1,9:59.0,,J. Valančiūnas makes 2-pt jump shot from 2 ft (assist by J. Morant),2,4
20,1,9:48.0,D. Lillard makes 3-pt jump shot from 29 ft,,5,4
21,1,9:32.0,,J. Morant makes 2-pt layup from 5 ft,5,6
22,1,9:23.0,Shooting foul by J. Valančiūnas (drawn by D. Lillard),,5,6
23,1,9:23.0,D. Lillard makes free throw 1 of 2,,6,6
24,1,9:23.0,D. Lillard makes free throw 2 of 2,,7,6
25,1,9:13.0,,D. Brooks misses 2-pt jump shot from 14 ft,7,6
26,1,9:10.0,Defensive rebound by C. Anthony,,7,6
27,1,9:06.0,C. McCollum misses 3-pt jump shot from 26 ft,,7,6
28,1,9:02.0,,Defensive rebound by J. Valančiūnas,7,6
29,1,8:53.0,,J. Morant misses 2-pt jump shot from 5 ft,7,6
30,1,8:50.0,,Offensive rebound by J. Morant,7,6
31,1,8:48.0,,J. Morant makes 2-pt layup at rim,7,8
32,1,8:41.0,Personal foul by D. Brooks (drawn by D. Lillard),,7,8
33,1,8:32.0,Turnover by H. Whiteside (lost ball; steal by J. Jackson),,7,8
34,1,8:28.0,,Personal foul by D. Lillard (drawn by J. Jackson),7,8
35,1,8:22.0,,Turnover by J. Morant (bad pass; steal by C. Anthony),7,8
36,1,8:13.0,C. Anthony misses 2-pt layup from 2 ft (block by J. Valančiūnas),,7,8
37,1,8:10.0,,Defensive rebound by K. Anderson,7,8
38,1,8:07.0,,D. Brooks misses 2-pt layup from 1 ft,7,8
39,1,8:04.0,Defensive rebound by C. McCollum,,7,8
40,1,7:59.0,C. McCollum makes 2-pt jump shot from 18 ft,,9,8
41,1,7:45.0,,D. Brooks misses 2-pt jump shot from 5 ft,9,8
42,1,7:43.0,Defensive rebound by C. Anthony,,9,8
43,1,7:36.0,C. Anthony misses 2-pt jump shot from 21 ft,,9,8
44,1,7:33.0,,Defensive rebound by J. Jackson,9,8
45,1,7:26.0,,K. Anderson misses 3-pt jump shot from 25 ft,9,8
46,1,7:23.0,Defensive rebound by D. Lillard,,9,8
47,1,7:18.0,C. McCollum misses 2-pt layup from 1 ft,,9,8
48,1,7:14.0,Offensive rebound by C. Anthony,,9,8
49,1,7:13.0,C. Anthony misses 2-pt layup from 3 ft (block by J. Valančiūnas),,9,8
50,1,7:13.0,,Defensive rebound by D. Brooks,9,8
51,1,7:03.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Morant),9,11
52,1,6:42.0,C. Anthony misses 3-pt jump shot from 23 ft,,9,11
53,1,6:39.0,Offensive rebound by D. Lillard,,9,11
54,1,6:37.0,C. McCollum misses 3-pt jump shot from 26 ft,,9,11
55,1,6:35.0,Offensive rebound by C. Anthony,,9,11
56,1,6:24.0,C. Anthony misses 2-pt jump shot from 19 ft,,9,11
57,1,6:20.0,,Defensive rebound by J. Valančiūnas,9,11
58,1,6:14.0,,J. Morant misses 2-pt layup from 1 ft,9,11
59,1,6:11.0,Defensive rebound by D. Lillard,,9,11
60,1,6:07.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by D. Lillard),,12,11
61,1,6:06.0,,Memphis full timeout,12,11
62,1,5:56.0,,Turnover by D. Brooks (bad pass; steal by T. Ariza),12,11
63,1,5:52.0,Shooting foul by D. Brooks (drawn by C. McCollum),,12,11
64,1,5:52.0,C. McCollum makes free throw 1 of 2,,13,11
65,1,5:52.0,,D. Melton enters the game for D. Brooks,13,11
66,1,5:52.0,C. McCollum makes free throw 2 of 2,,14,11
67,1,5:39.0,,Turnover by J. Jackson (bad pass; steal by C. McCollum),14,11
68,1,5:35.0,C. McCollum makes 2-pt layup from 1 ft (assist by D. Lillard),,16,11
69,1,5:20.0,,Turnover by K. Anderson (out of bounds lost ball),16,11
70,1,5:20.0,G. Trent enters the game for C. Anthony,,16,11
71,1,5:20.0,,T. Jones enters the game for J. Morant,16,11
72,1,5:01.0,D. Lillard makes 2-pt layup from 1 ft (assist by H. Whiteside),,18,11
73,1,4:57.0,,Memphis full timeout,18,11
74,1,4:57.0,,B. Clarke enters the game for J. Valančiūnas,18,11
75,1,4:46.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by T. Jones),18,14
76,1,4:26.0,G. Trent misses 3-pt jump shot from 22 ft,,18,14
77,1,4:23.0,,Defensive rebound by B. Clarke,18,14
78,1,4:19.0,,B. Clarke misses 2-pt jump shot from 11 ft,18,14
79,1,4:18.0,,Offensive rebound by B. Clarke,18,14
80,1,4:18.0,,J. Jackson enters the game for K. Anderson,18,14
81,1,4:11.0,,D. Melton makes 3-pt jump shot from 22 ft (assist by T. Jones),18,17
82,1,3:58.0,Shooting foul by T. Jones (drawn by H. Whiteside),,18,17
83,1,3:58.0,H. Whiteside misses free throw 1 of 2,,18,17
84,1,3:58.0,Offensive rebound by Team,,18,17
85,1,3:58.0,A. Simons enters the game for C. McCollum,,18,17
86,1,3:58.0,H. Whiteside misses free throw 2 of 2,,18,17
87,1,3:53.0,,Defensive rebound by B. Clarke,18,17
88,1,3:47.0,,T. Jones makes 2-pt jump shot from 9 ft,18,19
89,1,3:32.0,Turnover by D. Lillard (lost ball; steal by B. Clarke),,18,19
90,1,3:28.0,,B. Clarke makes 2-pt dunk at rim (assist by T. Jones),18,21
91,1,3:28.0,Portland full timeout,,18,21
92,1,3:28.0,C. Anthony enters the game for T. Ariza,,18,21
93,1,3:06.0,A. Simons misses 2-pt jump shot from 11 ft,,18,21
94,1,3:04.0,,Defensive rebound by Team,18,21
95,1,2:49.0,,J. Jackson makes 2-pt jump shot from 8 ft (assist by J. Jackson),18,23
96,1,2:40.0,D. Lillard misses 2-pt layup from 1 ft (block by J. Jackson),,18,23
97,1,2:40.0,Offensive rebound by Team,,18,23
98,1,2:40.0,C. Swanigan enters the game for H. Whiteside,,18,23
99,1,2:35.0,G. Trent makes 2-pt jump shot from 8 ft,,20,23
100,1,2:24.0,,D. Melton makes 2-pt layup from 3 ft,20,25
101,1,2:07.0,D. Lillard makes 2-pt layup from 1 ft (assist by C. Swanigan),,22,25
102,1,1:58.0,,Shooting foul by C. Anthony (drawn by J. Jackson),22,25
103,1,1:58.0,,J. Jackson makes free throw 1 of 2,22,26
104,1,1:58.0,,J. Jackson makes free throw 2 of 2,22,27
105,1,1:48.0,Personal foul by J. Jackson (drawn by D. Lillard),,22,27
106,1,1:48.0,D. Lillard makes free throw 1 of 2,,23,27
107,1,1:48.0,D. Lillard makes free throw 2 of 2,,24,27
108,1,1:38.0,,Shooting foul by C. Swanigan (drawn by D. Melton),24,27
109,1,1:38.0,,D. Melton misses free throw 1 of 2,24,27
110,1,1:38.0,,Offensive rebound by Team,24,27
111,1,1:38.0,,D. Melton misses free throw 2 of 2,24,27
112,1,1:36.0,Defensive rebound by C. Swanigan,,24,27
113,1,1:26.0,D. Lillard misses 2-pt dunk from 1 ft (block by J. Jackson),,24,27
114,1,1:22.0,,Defensive rebound by B. Clarke,24,27
115,1,1:18.0,,B. Clarke makes 2-pt layup from 1 ft (assist by D. Melton),24,29
116,1,1:18.0,,Shooting foul by C. Swanigan (drawn by B. Clarke),24,29
117,1,1:18.0,W. Gabriel enters the game for C. Swanigan,,24,29
118,1,1:18.0,,G. Dieng enters the game for J. Jackson,24,29
119,1,1:18.0,,J. Morant enters the game for T. Jones,24,29
120,1,1:18.0,,B. Clarke misses free throw 1 of 1,24,29
121,1,1:16.0,Defensive rebound by W. Gabriel,,24,29
122,1,0:56.0,C. Anthony misses 2-pt layup from 3 ft,,24,29
123,1,0:51.0,Offensive rebound by C. Anthony,,24,29
124,1,0:51.0,C. Anthony misses 2-pt layup from 1 ft,,24,29
125,1,0:51.0,,Defensive rebound by B. Clarke,24,29
126,1,0:47.0,,B. Clarke makes 2-pt layup at rim (assist by J. Jackson),24,31
127,1,0:30.0,G. Trent misses 3-pt jump shot from 26 ft,,24,31
128,1,0:27.0,Offensive rebound by C. Anthony,,24,31
129,1,0:18.0,C. Anthony misses 2-pt jump shot from 15 ft,,24,31
130,1,0:14.0,,Defensive rebound by J. Jackson,24,31
131,1,0:11.0,,Turnover by D. Melton (step out of bounds),24,31
132,1,0:11.0,C. McCollum enters the game for W. Gabriel,,24,31
133,1,0:00.0,A. Simons makes 3-pt jump shot from 25 ft (assist by D. Lillard),,27,31
134,2,11:46.0,,G. Dieng makes 3-pt jump shot from 23 ft (assist by B. Clarke),27,34
135,2,11:29.0,A. Simons makes 3-pt jump shot from 26 ft,,30,34
136,2,11:17.0,,J. Morant makes 2-pt jump shot from 13 ft (assist by G. Dieng),30,36
137,2,11:02.0,C. McCollum makes 2-pt jump shot from 21 ft,,32,36
138,2,10:47.0,,G. Dieng misses 3-pt jump shot from 23 ft,32,36
139,2,10:46.0,Defensive rebound by A. Simons,,32,36
140,2,10:28.0,Turnover by C. Anthony (bad pass; steal by B. Clarke),,32,36
141,2,10:24.0,,D. Melton makes 2-pt dunk from 2 ft (assist by J. Morant),32,38
142,2,10:00.0,C. McCollum misses 3-pt jump shot from 26 ft,,32,38
143,2,9:58.0,,Defensive rebound by G. Dieng,32,38
144,2,9:58.0,,D. Brooks enters the game for D. Melton,32,38
145,2,9:36.0,,J. Morant misses 2-pt dunk from 6 ft (block by C. Swanigan),32,38
146,2,9:34.0,,Offensive rebound by J. Morant,32,38
147,2,9:32.0,,B. Clarke makes 2-pt layup at rim (assist by J. Morant),32,40
148,2,9:21.0,G. Trent misses 3-pt jump shot from 27 ft,,32,40
149,2,9:19.0,Offensive rebound by C. Anthony,,32,40
150,2,9:19.0,Shooting foul by G. Dieng (drawn by C. Anthony),,32,40
151,2,9:19.0,C. Anthony makes free throw 1 of 2,,33,40
152,2,9:19.0,T. Ariza enters the game for G. Trent,,33,40
153,2,9:19.0,C. Anthony makes free throw 2 of 2,,34,40
154,2,9:07.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by J. Morant),34,42
155,2,8:53.0,C. McCollum makes 2-pt layup from 1 ft (assist by C. Swanigan),,36,42
156,2,8:39.0,,G. Dieng makes 2-pt dunk from 1 ft (assist by J. Morant),36,44
157,2,8:26.0,T. Ariza makes 2-pt layup from 1 ft (assist by C. McCollum),,38,44
158,2,8:10.0,,B. Clarke makes 2-pt dunk at rim (assist by J. Morant),38,46
159,2,8:10.0,Portland full timeout,,38,46
160,2,8:10.0,D. Lillard enters the game for A. Simons,,38,46
161,2,8:10.0,H. Whiteside enters the game for C. Swanigan,,38,46
162,2,7:56.0,Turnover by H. Whiteside (lost ball; steal by G. Dieng),,38,46
163,2,7:47.0,,J. Jackson makes 2-pt layup from 1 ft,38,48
164,2,7:24.0,D. Lillard misses 3-pt jump shot from 26 ft,,38,48
165,2,7:19.0,,Defensive rebound by J. Jackson,38,48
166,2,7:16.0,,D. Brooks makes 3-pt jump shot from 26 ft,38,51
167,2,7:00.0,D. Lillard makes 2-pt layup from 1 ft,,40,51
168,2,6:47.0,,D. Brooks misses 2-pt jump shot from 3 ft,40,51
169,2,6:45.0,Defensive rebound by T. Ariza,,40,51
170,2,6:41.0,T. Ariza misses 3-pt jump shot from 26 ft,,40,51
171,2,6:37.0,,Defensive rebound by J. Jackson,40,51
172,2,6:30.0,,G. Dieng misses 2-pt jump shot from 10 ft,40,51
173,2,6:28.0,,Offensive rebound by G. Dieng,40,51
174,2,6:26.0,,G. Dieng makes 2-pt layup from 7 ft,40,53
175,2,6:08.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),,43,53
176,2,5:55.0,,Shooting foul by D. Lillard (drawn by B. Clarke),43,53
177,2,5:55.0,,B. Clarke makes free throw 1 of 2,43,54
178,2,5:55.0,,K. Anderson enters the game for G. Dieng,43,54
179,2,5:55.0,,J. Valančiūnas enters the game for J. Jackson,43,54
180,2,5:55.0,,B. Clarke misses free throw 2 of 2,43,54
181,2,5:53.0,Defensive rebound by T. Ariza,,43,54
182,2,5:48.0,Personal foul by D. Brooks (drawn by D. Lillard),,43,54
183,2,5:48.0,,J. Jackson enters the game for D. Brooks,43,54
184,2,5:48.0,,D. Melton enters the game for B. Clarke,43,54
185,2,5:44.0,C. McCollum misses 3-pt jump shot from 25 ft,,43,54
186,2,5:43.0,,Defensive rebound by K. Anderson,43,54
187,2,5:26.0,,J. Morant misses 2-pt jump shot from 10 ft,43,54
188,2,5:21.0,,Offensive rebound by J. Morant,43,54
189,2,5:21.0,,J. Morant makes 2-pt layup at rim,43,56
190,2,5:08.0,D. Lillard makes 2-pt jump shot from 20 ft,,45,56
191,2,4:55.0,,Personal foul by H. Whiteside (drawn by J. Valančiūnas),45,56
192,2,4:55.0,,Technical foul by H. Whiteside,45,56
