,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DETROIT_ACTION,PHOENIX_SCORE,DETROIT_SCORE
381,4,1:23.0,,B. Brown misses 2-pt layup from 5 ft (block by M. Bridges),106,114
382,4,1:22.0,,Offensive rebound by Team,106,114
383,4,1:22.0,,Instant Replay (Challenge: Ruling Stands),106,114
384,4,0:53.0,,R. Jackson misses 3-pt jump shot from 27 ft,106,114
385,4,0:51.0,Defensive rebound by D. Ayton,,106,114
386,4,0:47.0,M. Bridges misses 3-pt jump shot from 26 ft,,106,114
387,4,0:43.0,,Defensive rebound by T. Snell,106,114
388,4,0:38.0,,Personal foul by M. Bridges (drawn by R. Jackson),106,114
389,4,0:37.0,,Personal foul by K. Oubre (drawn by C. Wood),106,114
390,4,0:37.0,,C. Wood makes free throw 1 of 2,106,115
391,4,0:37.0,,C. Wood makes free throw 2 of 2,106,116
392,4,0:37.0,Phoenix full timeout,,106,116
393,4,0:37.0,,L. Galloway enters the game for R. Jackson,106,116
394,4,0:33.0,R. Rubio makes 2-pt layup from 3 ft (assist by D. Booker),,108,116
395,4,0:32.0,,Turnover by A. Drummond (bad pass),108,116
396,4,0:32.0,,Instant Replay (Request: Ruling Stands),108,116
397,4,0:30.0,Turnover by R. Rubio (bad pass; steal by A. Drummond),,108,116
398,4,0:06.0,,Turnover by Team (shot clock),108,116
