,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PORTLAND_ACTION,CHARLOTTE_SCORE,PORTLAND_SCORE
123,2,9:03.0,,Defensive rebound by A. Tolliver,30,30
124,2,8:52.0,,C. McCollum makes 2-pt jump shot from 16 ft,30,32
125,2,8:37.0,M. Monk misses 3-pt jump shot from 25 ft,,30,32
126,2,8:35.0,,Defensive rebound by A. Simons,30,32
127,2,8:31.0,,C. McCollum misses 3-pt jump shot from 25 ft,30,32
128,2,8:27.0,Defensive rebound by P. Washington,,30,32
129,2,8:21.0,M. Bridges misses 3-pt jump shot from 24 ft,,30,32
130,2,8:20.0,,Defensive rebound by A. Tolliver,30,32
131,2,8:04.0,,C. Anthony makes 2-pt layup from 1 ft,30,34
132,2,8:04.0,Charlotte full timeout,,30,34
133,2,8:04.0,N. Batum enters the game for D. Bacon,,30,34
134,2,8:04.0,,J. Hoard enters the game for A. Tolliver,30,34
135,2,7:52.0,Shooting foul by A. Simons (drawn by M. Bridges),,30,34
136,2,7:52.0,M. Bridges makes free throw 1 of 2,,31,34
137,2,7:52.0,,K. Bazemore enters the game for A. Simons,31,34
138,2,7:52.0,M. Bridges makes free throw 2 of 2,,32,34
139,2,7:34.0,,C. Anthony makes 2-pt layup from 1 ft,32,36
140,2,7:27.0,Personal foul by C. McCollum (drawn by M. Monk),,32,36
141,2,7:14.0,Shooting foul by J. Hoard (drawn by T. Rozier),,32,36
142,2,7:14.0,T. Rozier misses free throw 1 of 2,,32,36
143,2,7:14.0,Offensive rebound by Team,,32,36
144,2,7:14.0,T. Rozier makes free throw 2 of 2,,33,36
145,2,7:03.0,,C. McCollum makes 3-pt jump shot from 25 ft,33,39
146,2,6:40.0,M. Bridges misses 2-pt jump shot from 20 ft,,33,39
147,2,6:37.0,Offensive rebound by N. Batum,,33,39
148,2,6:37.0,N. Batum makes 2-pt layup at rim,,35,39
149,2,6:16.0,,Shooting foul by P. Washington (drawn by C. Anthony),35,39
150,2,6:16.0,,C. Anthony makes free throw 1 of 2,35,40
151,2,6:16.0,D. Graham enters the game for T. Rozier,,35,40
152,2,6:16.0,C. Zeller enters the game for P. Washington,,35,40
153,2,6:16.0,,C. Anthony makes free throw 2 of 2,35,41
154,2,6:03.0,Personal foul by G. Trent (drawn by C. Zeller),,35,41
155,2,5:50.0,M. Bridges misses 2-pt hook shot from 9 ft,,35,41
156,2,5:49.0,Offensive rebound by C. Zeller,,35,41
157,2,5:44.0,C. Zeller makes 2-pt layup from 2 ft,,37,41
158,2,5:39.0,,C. McCollum makes 2-pt layup from 1 ft,37,43
159,2,5:38.0,Charlotte full timeout,,37,43
160,2,5:38.0,,D. Lillard enters the game for C. Anthony,37,43
161,2,5:38.0,,H. Whiteside enters the game for C. McCollum,37,43
162,2,5:21.0,Turnover by M. Monk (bad pass; steal by K. Bazemore),,37,43
163,2,5:15.0,,J. Hoard makes 2-pt layup from 2 ft (assist by K. Bazemore),37,45
164,2,5:15.0,,Shooting foul by N. Batum (drawn by J. Hoard),37,45
165,2,5:15.0,,J. Hoard makes free throw 1 of 1,37,46
166,2,5:03.0,D. Graham misses 3-pt jump shot from 26 ft,,37,46
167,2,4:58.0,,Defensive rebound by H. Whiteside,37,46
168,2,4:49.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by D. Lillard),37,49
169,2,4:36.0,C. Zeller misses 2-pt jump shot from 11 ft,,37,49
170,2,4:33.0,,Defensive rebound by H. Whiteside,37,49
171,2,4:27.0,,G. Trent makes 3-pt jump shot from 25 ft (assist by D. Lillard),37,52
172,2,4:15.0,Turnover by D. Graham (lost ball; steal by K. Bazemore),,37,52
173,2,4:15.0,,Personal take foul by D. Graham (drawn by D. Lillard),37,52
174,2,4:15.0,T. Rozier enters the game for M. Monk,,37,52
175,2,3:58.0,,Turnover by H. Whiteside (lost ball; steal by N. Batum),37,52
176,2,3:56.0,N. Batum makes 2-pt dunk from 1 ft,,39,52
177,2,3:56.0,Away from play foul by H. Whiteside (drawn by C. Zeller),,39,52
178,2,3:56.0,C. Zeller misses free throw 1 of 1,,39,52
179,2,3:54.0,,Defensive rebound by H. Whiteside,39,52
180,2,3:38.0,,G. Trent misses 3-pt jump shot from 24 ft,39,52
181,2,3:35.0,Defensive rebound by N. Batum,,39,52
182,2,3:24.0,M. Bridges misses 2-pt hook shot from 4 ft,,39,52
183,2,3:22.0,,Defensive rebound by H. Whiteside,39,52
184,2,3:09.0,,H. Whiteside misses 2-pt jump shot from 12 ft,39,52
185,2,3:05.0,Defensive rebound by N. Batum,,39,52
186,2,2:56.0,Personal foul by K. Bazemore (drawn by T. Rozier),,39,52
187,2,2:56.0,T. Rozier makes free throw 1 of 2,,40,52
188,2,2:56.0,,C. Anthony enters the game for J. Hoard,40,52
189,2,2:56.0,,C. McCollum enters the game for G. Trent,40,52
190,2,2:56.0,T. Rozier makes free throw 2 of 2,,41,52
191,2,2:46.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by C. McCollum),41,55
192,2,2:32.0,N. Batum misses 3-pt jump shot from 25 ft,,41,55
193,2,2:29.0,,Defensive rebound by C. Anthony,41,55
194,2,2:18.0,,D. Lillard misses 3-pt jump shot from 32 ft,41,55
195,2,2:16.0,Defensive rebound by N. Batum,,41,55
196,2,2:10.0,T. Rozier makes 2-pt layup from 1 ft (assist by N. Batum),,43,55
197,2,1:48.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by C. Anthony),43,58
198,2,1:33.0,C. Zeller misses 3-pt jump shot from 25 ft,,43,58
199,2,1:29.0,,Defensive rebound by K. Bazemore,43,58
200,2,1:25.0,,D. Lillard makes 2-pt layup at rim (assist by K. Bazemore),43,60
201,2,1:05.0,D. Graham makes 3-pt jump shot from 27 ft (assist by M. Bridges),,46,60
202,2,0:44.0,,H. Whiteside misses 2-pt hook shot from 2 ft,46,60
203,2,0:40.0,Defensive rebound by D. Graham,,46,60
204,2,0:36.0,D. Graham misses 3-pt jump shot from 29 ft,,46,60
205,2,0:34.0,,Defensive rebound by D. Lillard,46,60
206,2,0:30.0,,Personal foul by T. Rozier (drawn by D. Lillard),46,60
207,2,0:30.0,M. Williams enters the game for M. Bridges,,46,60
208,2,0:17.0,,C. Anthony makes 2-pt jump shot from 15 ft,46,62
209,2,0:01.0,M. Williams misses 3-pt jump shot from 25 ft,,46,62
210,2,0:01.0,Offensive rebound by D. Graham,,46,62
211,2,0:00.0,D. Graham misses 2-pt layup from 2 ft,,46,62
212,2,0:00.0,Offensive rebound by Team,,46,62
213,3,11:43.0,M. Bridges misses 3-pt jump shot from 25 ft,,46,62
214,3,11:38.0,Offensive rebound by M. Bridges,,46,62
215,3,11:34.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by D. Graham),,49,62
216,3,11:12.0,,Turnover by H. Whiteside (lost ball; steal by P. Washington),49,62
217,3,11:03.0,P. Washington makes 3-pt jump shot from 26 ft (assist by D. Graham),,52,62
218,3,10:50.0,,C. Anthony misses 3-pt jump shot from 25 ft,52,62
219,3,10:48.0,Defensive rebound by C. Zeller,,52,62
220,3,10:43.0,P. Washington misses 2-pt layup from 3 ft (block by H. Whiteside),,52,62
221,3,10:43.0,Offensive rebound by Team,,52,62
222,3,10:38.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by P. Washington),,55,62
223,3,10:22.0,,Turnover by K. Bazemore (bad pass; steal by P. Washington),55,62
224,3,10:17.0,Turnover by M. Bridges (traveling),,55,62
225,3,9:54.0,,C. Anthony misses 2-pt jump shot from 17 ft,55,62
226,3,9:51.0,Defensive rebound by T. Rozier,,55,62
227,3,9:44.0,D. Graham makes 3-pt jump shot from 28 ft (assist by T. Rozier),,58,62
228,3,9:43.0,,Portland full timeout,58,62
229,3,9:32.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),58,65
230,3,9:09.0,D. Graham misses 2-pt jump shot from 7 ft,,58,65
231,3,9:05.0,,Defensive rebound by D. Lillard,58,65
232,3,8:58.0,,K. Bazemore misses 3-pt jump shot from 29 ft,58,65
233,3,8:56.0,Defensive rebound by C. Zeller,,58,65
234,3,8:48.0,C. Zeller makes 2-pt dunk at rim (assist by D. Graham),,60,65
235,3,8:47.0,Violation by Team (delay of game),,60,65
236,3,8:32.0,,D. Lillard misses 2-pt jump shot from 19 ft,60,65
237,3,8:29.0,Defensive rebound by M. Bridges,,60,65
238,3,8:24.0,Personal foul by H. Whiteside (drawn by C. Zeller),,60,65
239,3,8:16.0,P. Washington makes 2-pt layup from 2 ft (assist by D. Graham),,62,65
240,3,8:16.0,Shooting foul by C. Anthony (drawn by P. Washington),,62,65
241,3,8:16.0,P. Washington makes free throw 1 of 1,,63,65
242,3,8:06.0,,H. Whiteside makes 2-pt dunk from 2 ft (assist by C. Anthony),63,67
243,3,7:49.0,D. Graham makes 3-pt jump shot from 25 ft,,66,67
244,3,7:34.0,,C. McCollum makes 2-pt jump shot from 22 ft (assist by D. Lillard),66,69
245,3,7:19.0,P. Washington misses 3-pt jump shot from 25 ft,,66,69
246,3,7:16.0,,Defensive rebound by H. Whiteside,66,69
247,3,7:08.0,,Shooting foul by D. Graham (drawn by D. Lillard),66,69
248,3,7:08.0,,D. Lillard makes free throw 1 of 2,66,70
249,3,7:08.0,N. Batum enters the game for M. Bridges,,66,70
250,3,7:08.0,,D. Lillard misses free throw 2 of 2,66,70
251,3,7:05.0,Defensive rebound by P. Washington,,66,70
252,3,6:55.0,T. Rozier makes 3-pt jump shot from 26 ft (assist by D. Graham),,69,70
253,3,6:42.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by C. McCollum),69,73
254,3,6:27.0,P. Washington makes 3-pt jump shot from 25 ft (assist by D. Graham),,72,73
255,3,6:06.0,,Shooting foul by C. Zeller (drawn by K. Bazemore),72,73
256,3,6:06.0,,K. Bazemore makes free throw 1 of 2,72,74
257,3,6:06.0,W. Hernangómez enters the game for C. Zeller,,72,74
258,3,6:06.0,,K. Bazemore makes free throw 2 of 2,72,75
259,3,5:44.0,T. Rozier misses 3-pt jump shot from 28 ft,,72,75
260,3,5:40.0,,Defensive rebound by C. McCollum,72,75
261,3,5:34.0,,C. Anthony misses 3-pt jump shot from 23 ft,72,75
262,3,5:31.0,Defensive rebound by W. Hernangómez,,72,75
263,3,5:22.0,Charlotte full timeout,,72,75
264,3,5:22.0,D. Bacon enters the game for D. Graham,,72,75
265,3,5:09.0,T. Rozier misses 2-pt jump shot from 14 ft (block by C. McCollum),,72,75
266,3,5:06.0,,Defensive rebound by C. Anthony,72,75
267,3,5:03.0,,C. McCollum makes 2-pt jump shot from 2 ft (assist by C. Anthony),72,77
268,3,4:49.0,N. Batum makes 2-pt layup from 1 ft,,74,77
269,3,4:49.0,,Violation by Team (def goaltending),74,77
270,3,4:39.0,,C. McCollum misses 2-pt jump shot from 22 ft,74,77
271,3,4:37.0,,Offensive rebound by Team,74,77
272,3,4:30.0,,C. McCollum misses 2-pt jump shot from 20 ft,74,77
273,3,4:30.0,Defensive rebound by T. Rozier,,74,77
274,3,4:13.0,W. Hernangómez makes 2-pt jump shot from 13 ft (assist by D. Bacon),,76,77
275,3,3:55.0,,Shooting foul by D. Bacon (drawn by H. Whiteside),76,77
276,3,3:55.0,,H. Whiteside misses free throw 1 of 2,76,77
277,3,3:55.0,,Offensive rebound by Team,76,77
278,3,3:55.0,,J. Hoard enters the game for C. Anthony,76,77
279,3,3:55.0,,A. Simons enters the game for C. McCollum,76,77
280,3,3:55.0,,H. Whiteside makes free throw 2 of 2,76,78
281,3,3:46.0,Shooting foul by J. Hoard (drawn by T. Rozier),,76,78
282,3,3:46.0,T. Rozier makes free throw 1 of 2,,77,78
283,3,3:46.0,T. Rozier makes free throw 2 of 2,,78,78
284,3,3:30.0,,A. Simons misses 3-pt jump shot from 28 ft,78,78
285,3,3:27.0,Defensive rebound by P. Washington,,78,78
286,3,3:18.0,D. Bacon misses 2-pt layup from 2 ft,,78,78
287,3,3:16.0,,Defensive rebound by H. Whiteside,78,78
288,3,3:08.0,,D. Lillard misses 3-pt jump shot from 29 ft,78,78
289,3,3:06.0,,Offensive rebound by J. Hoard,78,78
290,3,3:04.0,,J. Hoard misses 2-pt layup from 2 ft,78,78
291,3,3:02.0,Defensive rebound by N. Batum,,78,78
292,3,2:46.0,W. Hernangómez misses 2-pt jump shot from 9 ft,,78,78
293,3,2:43.0,,Defensive rebound by D. Lillard,78,78
294,3,2:41.0,,Offensive foul by D. Lillard (drawn by N. Batum),78,78
295,3,2:41.0,,Turnover by D. Lillard (offensive foul),78,78
296,3,2:41.0,D. Graham enters the game for T. Rozier,,78,78
297,3,2:41.0,M. Williams enters the game for P. Washington,,78,78
298,3,2:41.0,,A. Tolliver enters the game for K. Bazemore,78,78
299,3,2:41.0,,G. Trent enters the game for H. Whiteside,78,78
300,3,2:30.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by D. Graham),,80,78
301,3,2:30.0,,Portland full timeout,80,78
302,3,2:07.0,,A. Simons misses 3-pt jump shot from 25 ft,80,78
303,3,2:04.0,,Offensive rebound by A. Tolliver,80,78
304,3,2:01.0,,G. Trent misses 2-pt jump shot from 17 ft,80,78
305,3,1:58.0,,Offensive rebound by A. Tolliver,80,78
306,3,1:54.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by G. Trent),80,81
307,3,1:37.0,W. Hernangómez makes 2-pt layup from 1 ft,,82,81
308,3,1:27.0,,D. Lillard makes 2-pt layup from 2 ft,82,83
309,3,1:13.0,D. Graham makes 3-pt jump shot from 25 ft,,85,83
310,3,1:02.0,,D. Lillard makes 2-pt jump shot from 15 ft,85,85
311,3,1:02.0,,Shooting foul by D. Bacon (drawn by D. Lillard),85,85
312,3,1:02.0,,D. Lillard makes free throw 1 of 1,85,86
313,3,0:54.0,Personal foul by A. Tolliver (drawn by W. Hernangómez),,85,86
314,3,0:48.0,D. Graham makes 3-pt jump shot from 26 ft,,88,86
315,3,0:48.0,Shooting foul by A. Simons (drawn by D. Graham),,88,86
316,3,0:48.0,D. Graham makes free throw 1 of 1,,89,86
317,3,0:28.0,,D. Lillard misses 3-pt jump shot from 24 ft,89,86
318,3,0:26.0,,Offensive rebound by G. Trent,89,86
319,3,0:25.0,,Shooting foul by W. Hernangómez (drawn by G. Trent),89,86
320,3,0:25.0,,G. Trent makes free throw 1 of 2,89,87
321,3,0:25.0,,K. Bazemore enters the game for A. Simons,89,87
322,3,0:25.0,,H. Whiteside enters the game for A. Tolliver,89,87
323,3,0:25.0,,G. Trent makes free throw 2 of 2,89,88
324,3,0:05.0,D. Graham misses 3-pt jump shot from 27 ft,,89,88
325,3,0:03.0,,Defensive rebound by G. Trent,89,88
326,3,0:00.0,,D. Lillard makes 3-pt jump shot from 46 ft (assist by G. Trent),89,91
327,3,0:00.0,,Instant Replay (Request: Ruling Stands),89,91
328,4,11:45.0,,C. McCollum misses 2-pt jump shot from 7 ft,89,91
329,4,11:43.0,Defensive rebound by N. Batum,,89,91
330,4,11:25.0,P. Washington misses 2-pt hook shot from 5 ft,,89,91
331,4,11:23.0,,Defensive rebound by G. Trent,89,91
332,4,11:15.0,,A. Tolliver misses 3-pt jump shot from 25 ft,89,91
333,4,11:14.0,Defensive rebound by D. Bacon,,89,91
334,4,11:01.0,P. Washington makes 3-pt jump shot from 25 ft (assist by M. Williams),,92,91
335,4,10:44.0,,Portland full timeout,92,91
336,4,10:36.0,,Turnover by C. McCollum (traveling),92,91
337,4,10:20.0,Personal foul by A. Tolliver (drawn by D. Graham),,92,91
338,4,10:20.0,T. Rozier enters the game for N. Batum,,92,91
339,4,10:11.0,T. Rozier misses 3-pt jump shot from 24 ft,,92,91
340,4,10:09.0,,Defensive rebound by C. McCollum,92,91
341,4,10:04.0,,C. McCollum misses 2-pt jump shot from 3 ft,92,91
342,4,10:04.0,,Offensive rebound by A. Tolliver,92,91
343,4,10:03.0,,A. Tolliver makes 2-pt layup at rim,92,93
344,4,10:03.0,,Shooting foul by P. Washington (drawn by A. Tolliver),92,93
345,4,10:03.0,,A. Tolliver misses free throw 1 of 1,92,93
346,4,9:59.0,,Offensive rebound by G. Trent,92,93
347,4,9:54.0,,C. Anthony misses 3-pt jump shot from 25 ft,92,93
348,4,9:51.0,Defensive rebound by P. Washington,,92,93
349,4,9:37.0,M. Williams misses 3-pt jump shot from 22 ft,,92,93
350,4,9:35.0,,Defensive rebound by A. Tolliver,92,93
351,4,9:26.0,,A. Tolliver makes 2-pt layup from 1 ft (assist by C. McCollum),92,95
352,4,9:26.0,Charlotte full timeout,,92,95
353,4,9:26.0,W. Hernangómez enters the game for M. Williams,,92,95
354,4,9:11.0,Personal foul by A. Simons (drawn by D. Graham),,92,95
355,4,8:59.0,T. Rozier misses 2-pt layup from 2 ft,,92,95
356,4,8:57.0,Offensive rebound by W. Hernangómez,,92,95
357,4,8:57.0,W. Hernangómez makes 2-pt dunk from 1 ft,,94,95
358,4,8:37.0,,A. Tolliver makes 2-pt hook shot from 3 ft (assist by C. Anthony),94,97
359,4,8:19.0,P. Washington misses 2-pt layup from 1 ft,,94,97
360,4,8:17.0,,Defensive rebound by C. Anthony,94,97
361,4,8:10.0,,G. Trent misses 2-pt jump shot from 10 ft,94,97
362,4,8:08.0,,Offensive rebound by A. Tolliver,94,97
363,4,8:03.0,,A. Simons misses 2-pt jump shot from 3 ft,94,97
364,4,8:02.0,Defensive rebound by W. Hernangómez,,94,97
365,4,7:41.0,T. Rozier misses 2-pt layup from 1 ft,,94,97
366,4,7:39.0,,Defensive rebound by A. Simons,94,97
367,4,7:30.0,,C. Anthony makes 2-pt jump shot from 18 ft,94,99
368,4,7:10.0,D. Graham misses 3-pt jump shot from 26 ft,,94,99
369,4,7:07.0,,Defensive rebound by C. McCollum,94,99
370,4,6:58.0,,A. Tolliver makes 3-pt jump shot from 29 ft (assist by C. Anthony),94,102
371,4,6:40.0,P. Washington misses 3-pt jump shot from 26 ft,,94,102
372,4,6:38.0,,Defensive rebound by G. Trent,94,102
373,4,6:31.0,,C. McCollum misses 3-pt jump shot from 26 ft,94,102
374,4,6:27.0,,Offensive rebound by C. McCollum,94,102
375,4,6:19.0,,C. McCollum misses 2-pt layup from 1 ft (block by P. Washington),94,102
376,4,6:16.0,Defensive rebound by P. Washington,,94,102
377,4,6:13.0,D. Bacon makes 3-pt jump shot from 25 ft (assist by D. Graham),,97,102
378,4,6:13.0,N. Batum enters the game for D. Graham,,97,102
379,4,6:13.0,M. Williams enters the game for W. Hernangómez,,97,102
380,4,6:13.0,C. Zeller enters the game for P. Washington,,97,102
381,4,6:13.0,,D. Lillard enters the game for G. Trent,97,102
382,4,5:44.0,,A. Tolliver makes 2-pt layup from 1 ft (assist by D. Lillard),97,104
