,QUARTER,TIME_REMAINING,INDIANA_ACTION,DENVER_ACTION,INDIANA_SCORE,DENVER_SCORE
373,4,6:14.0,,T. Craig enters the game for P. Dozier,91,93
374,4,6:14.0,,J. Grant enters the game for J. Hernangómez,91,93
375,4,6:14.0,,N. Jokić enters the game for M. Plumlee,91,93
376,4,6:14.0,,M. Morris enters the game for M. Porter,91,93
377,4,6:02.0,D. McDermott makes 2-pt layup from 5 ft (assist by D. Sabonis),,93,93
378,4,5:39.0,,Shooting foul by J. Holiday (drawn by T. Craig),93,93
379,4,5:39.0,,T. Craig makes free throw 1 of 2,93,94
380,4,5:39.0,T. Warren enters the game for J. Holiday,,93,94
381,4,5:39.0,,T. Craig makes free throw 2 of 2,93,95
382,4,5:26.0,D. McDermott misses 3-pt jump shot from 26 ft,,93,95
383,4,5:22.0,,Defensive rebound by N. Jokić,93,95
384,4,5:09.0,,Turnover by T. Craig (back court),93,95
385,4,5:09.0,Indiana full timeout,,93,95
386,4,5:02.0,Personal foul by T. Craig (drawn by M. Brogdon),,93,95
387,4,4:56.0,M. Brogdon misses 3-pt jump shot from 26 ft,,93,95
388,4,4:52.0,Offensive rebound by D. Sabonis,,93,95
389,4,4:51.0,D. Sabonis makes 2-pt layup from 3 ft,,95,95
390,4,4:29.0,,J. Grant makes 2-pt layup from 2 ft (assist by W. Barton),95,97
391,4,4:13.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by D. Sabonis),,98,97
392,4,3:48.0,,T. Craig misses 3-pt jump shot from 23 ft,98,97
393,4,3:45.0,Defensive rebound by D. McDermott,,98,97
394,4,3:45.0,Indiana full timeout,,98,97
395,4,3:33.0,M. Brogdon misses 2-pt layup from 2 ft,,98,97
396,4,3:32.0,Offensive rebound by D. Sabonis,,98,97
397,4,3:19.0,M. Brogdon misses 2-pt layup from 4 ft,,98,97
398,4,3:15.0,Offensive rebound by D. Sabonis,,98,97
399,4,3:15.0,D. Sabonis misses 2-pt layup from 1 ft,,98,97
400,4,3:14.0,Offensive rebound by D. Sabonis,,98,97
401,4,3:08.0,T. Warren misses 2-pt layup from 3 ft,,98,97
402,4,3:05.0,Offensive rebound by D. Sabonis,,98,97
403,4,3:05.0,D. Sabonis makes 2-pt layup from 2 ft,,100,97
404,4,2:42.0,,N. Jokić misses 2-pt jump shot from 15 ft,100,97
405,4,2:38.0,,Offensive rebound by J. Grant,100,97
406,4,2:37.0,,J. Grant makes 2-pt layup from 3 ft,100,99
407,4,2:16.0,D. Sabonis makes 2-pt jump shot from 12 ft (assist by T. McConnell),,102,99
408,4,1:57.0,,Personal foul by D. Sabonis (drawn by N. Jokić),102,99
409,4,1:57.0,M. Turner enters the game for T. McConnell,,102,99
410,4,1:57.0,,M. Plumlee enters the game for M. Morris,102,99
411,4,1:47.0,,W. Barton misses 2-pt layup from 6 ft,102,99
412,4,1:45.0,,Offensive rebound by Team,102,99
413,4,1:45.0,Loose ball foul by D. McDermott (drawn by M. Plumlee),,102,99
414,4,1:45.0,,M. Plumlee misses free throw 1 of 2,102,99
415,4,1:45.0,,Offensive rebound by Team,102,99
416,4,1:45.0,,M. Plumlee misses free throw 2 of 2,102,99
417,4,1:45.0,Defensive rebound by Team,,102,99
418,4,1:45.0,,Loose ball foul by N. Jokić (drawn by M. Turner),102,99
419,4,1:30.0,D. Sabonis makes 2-pt hook shot from 6 ft (assist by D. McDermott),,104,99
420,4,1:28.0,,Denver full timeout,104,99
421,4,1:28.0,,M. Beasley enters the game for T. Craig,104,99
422,4,1:20.0,,Shooting foul by D. Sabonis (drawn by N. Jokić),104,99
423,4,1:20.0,,N. Jokić makes free throw 1 of 2,104,100
424,4,1:20.0,,T. Craig enters the game for M. Beasley,104,100
425,4,1:20.0,,N. Jokić makes free throw 2 of 2,104,101
426,4,1:08.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by D. Sabonis),,107,101
427,4,1:02.0,,W. Barton makes 2-pt jump shot from 9 ft,107,103
428,4,1:02.0,,Shooting foul by M. Brogdon (drawn by W. Barton),107,103
429,4,1:02.0,,W. Barton makes free throw 1 of 1,107,104
430,4,0:43.0,M. Brogdon makes 2-pt dunk from 2 ft,,109,104
431,4,0:36.0,,Personal foul by M. Turner (drawn by M. Plumlee),109,104
