,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MILWAUKEE_ACTION,PHOENIX_SCORE,MILWAUKEE_SCORE
122,1,0:11.0,Offensive rebound by D. Ayton,,24,29
123,1,0:10.0,D. Ayton makes 2-pt layup from 1 ft,,26,29
124,1,0:02.0,,Personal foul by D. Ayton (drawn by G. Antetokounmpo),26,29
125,1,0:02.0,,G. Antetokounmpo makes free throw 1 of 2,26,30
126,1,0:02.0,,W. Matthews enters the game for D. DiVincenzo,26,30
127,1,0:02.0,,G. Antetokounmpo misses free throw 2 of 2,26,30
128,1,0:00.0,Defensive rebound by K. Oubre,,26,30
129,2,11:45.0,K. Oubre makes 2-pt jump shot from 15 ft,,28,30
130,2,11:35.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),28,32
131,2,11:13.0,C. Diallo makes 2-pt layup from 1 ft (assist by J. Carter),,30,32
132,2,11:05.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft,30,35
133,2,10:50.0,C. Diallo makes 2-pt jump shot from 16 ft (assist by T. Johnson),,32,35
134,2,10:39.0,,B. Lopez misses 2-pt hook shot from 7 ft,32,35
135,2,10:36.0,Defensive rebound by J. Carter,,32,35
136,2,10:30.0,K. Oubre misses 3-pt jump shot from 26 ft,,32,35
137,2,10:27.0,,Defensive rebound by K. Middleton,32,35
138,2,10:25.0,,Personal foul by K. Oubre (drawn by K. Middleton),32,35
139,2,10:21.0,,K. Middleton makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),32,37
140,2,10:09.0,T. Johnson misses 2-pt jump shot from 16 ft,,32,37
141,2,10:07.0,,Defensive rebound by K. Middleton,32,37
142,2,10:05.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,32,39
143,2,10:05.0,,Shooting foul by J. Carter (drawn by G. Antetokounmpo),32,39
144,2,10:05.0,E. Okobo enters the game for T. Johnson,,32,39
145,2,10:05.0,,G. Antetokounmpo misses free throw 1 of 1,32,39
146,2,10:01.0,,Offensive rebound by K. Middleton,32,39
147,2,9:54.0,,Turnover by G. Antetokounmpo (3 sec),32,39
148,2,9:42.0,C. Diallo misses 2-pt layup from 3 ft (block by B. Lopez),,32,39
149,2,9:42.0,Offensive rebound by Team,,32,39
150,2,9:38.0,Personal foul by K. Middleton (drawn by K. Oubre),,32,39
151,2,9:25.0,K. Oubre misses 2-pt jump shot from 10 ft (block by B. Lopez),,32,39
152,2,9:21.0,,Defensive rebound by E. Bledsoe,32,39
153,2,9:09.0,,B. Lopez makes 2-pt jump shot from 13 ft (assist by E. Bledsoe),32,41
154,2,8:51.0,C. Diallo makes 2-pt layup from 2 ft (assist by E. Okobo),,34,41
155,2,8:40.0,,Turnover by K. Korver (bad pass),34,41
156,2,8:40.0,D. Booker enters the game for J. Carter,,34,41
157,2,8:40.0,,E. İlyasova enters the game for G. Antetokounmpo,34,41
158,2,8:21.0,T. Owens misses 2-pt jump shot from 17 ft,,34,41
159,2,8:17.0,,Defensive rebound by K. Middleton,34,41
160,2,8:07.0,,K. Middleton misses 3-pt jump shot from 27 ft,34,41
161,2,8:04.0,,Offensive rebound by E. Bledsoe,34,41
162,2,8:01.0,,B. Lopez misses 3-pt jump shot from 27 ft,34,41
163,2,7:58.0,Defensive rebound by K. Oubre,,34,41
164,2,7:56.0,K. Oubre misses 2-pt layup from 7 ft (block by K. Middleton),,34,41
165,2,7:55.0,Offensive rebound by T. Owens,,34,41
166,2,7:52.0,T. Owens misses 2-pt layup from 4 ft,,34,41
167,2,7:50.0,,Defensive rebound by E. İlyasova,34,41
168,2,7:44.0,,Turnover by K. Korver (bad pass),34,41
169,2,7:44.0,,W. Matthews enters the game for K. Korver,34,41
170,2,7:28.0,C. Diallo misses 2-pt dunk from 2 ft,,34,41
171,2,7:26.0,Offensive rebound by T. Owens,,34,41
172,2,7:25.0,T. Owens makes 2-pt layup from 2 ft,,36,41
173,2,7:18.0,,Shooting foul by K. Oubre (drawn by K. Middleton),36,41
174,2,7:18.0,,K. Middleton makes free throw 1 of 3,36,42
175,2,7:18.0,,K. Middleton makes free throw 2 of 3,36,43
176,2,7:18.0,D. Ayton enters the game for C. Diallo,,36,43
177,2,7:18.0,M. Bridges enters the game for T. Owens,,36,43
178,2,7:18.0,,K. Middleton makes free throw 3 of 3,36,44
179,2,7:04.0,D. Booker makes 2-pt jump shot from 15 ft,,38,44
180,2,6:54.0,,E. Bledsoe makes 2-pt layup at rim,38,46
181,2,6:54.0,,Shooting foul by E. Okobo (drawn by E. Bledsoe),38,46
182,2,6:54.0,,Milwaukee full timeout,38,46
183,2,6:54.0,,E. Bledsoe misses free throw 1 of 1,38,46
184,2,6:51.0,Defensive rebound by D. Ayton,,38,46
185,2,6:33.0,K. Oubre misses 3-pt jump shot from 24 ft,,38,46
186,2,6:30.0,,Defensive rebound by K. Middleton,38,46
187,2,6:29.0,,E. İlyasova makes 2-pt layup from 3 ft (assist by K. Middleton),38,48
188,2,6:29.0,Violation by Team (def goaltending),,38,48
189,2,6:15.0,D. Ayton makes 2-pt hook shot from 3 ft (assist by E. Okobo),,40,48
190,2,6:04.0,,B. Lopez misses 3-pt jump shot from 23 ft,40,48
191,2,5:59.0,,Offensive rebound by E. İlyasova,40,48
192,2,5:59.0,,E. İlyasova misses 2-pt layup from 1 ft,40,48
193,2,5:59.0,Defensive rebound by D. Ayton,,40,48
194,2,5:49.0,M. Bridges makes 2-pt layup from 2 ft (assist by D. Booker),,42,48
195,2,5:31.0,,W. Matthews misses 3-pt jump shot from 26 ft,42,48
196,2,5:27.0,Defensive rebound by D. Booker,,42,48
197,2,5:25.0,Personal foul by E. İlyasova (drawn by D. Booker),,42,48
198,2,5:25.0,,D. DiVincenzo enters the game for K. Middleton,42,48
199,2,5:20.0,M. Bridges misses 2-pt jump shot from 11 ft,,42,48
200,2,5:18.0,,Defensive rebound by Team,42,48
201,2,5:02.0,,E. Bledsoe makes 2-pt layup from 1 ft,42,50
202,2,4:41.0,K. Oubre misses 2-pt layup from 3 ft,,42,50
203,2,4:39.0,,Defensive rebound by B. Lopez,42,50
204,2,4:32.0,,B. Lopez makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),42,53
205,2,4:32.0,Phoenix full timeout,,42,53
206,2,4:32.0,,G. Antetokounmpo enters the game for E. Bledsoe,42,53
207,2,4:32.0,,P. Connaughton enters the game for E. İlyasova,42,53
208,2,4:16.0,D. Booker makes 2-pt jump shot from 11 ft,,44,53
209,2,4:05.0,,W. Matthews misses 2-pt layup from 10 ft,44,53
210,2,4:02.0,Defensive rebound by D. Ayton,,44,53
211,2,3:45.0,D. Ayton makes 2-pt hook shot from 4 ft (assist by K. Oubre),,46,53
212,2,3:29.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),46,55
213,2,3:16.0,Personal foul by W. Matthews (drawn by D. Booker),,46,55
214,2,3:16.0,J. Carter enters the game for K. Oubre,,46,55
215,2,3:16.0,,R. Lopez enters the game for B. Lopez,46,55
216,2,3:03.0,J. Carter misses 3-pt jump shot from 30 ft,,46,55
217,2,3:00.0,,Defensive rebound by W. Matthews,46,55
218,2,2:45.0,,R. Lopez misses 2-pt jump shot from 8 ft,46,55
219,2,2:42.0,,Offensive rebound by P. Connaughton,46,55
220,2,2:40.0,,P. Connaughton makes 3-pt jump shot from 27 ft,46,58
221,2,2:32.0,Personal foul by W. Matthews (drawn by D. Booker),,46,58
222,2,2:32.0,C. Diallo enters the game for M. Bridges,,46,58
223,2,2:29.0,Personal foul by W. Matthews (drawn by D. Booker),,46,58
224,2,2:29.0,D. Booker makes free throw 1 of 2,,47,58
225,2,2:29.0,D. Booker makes free throw 2 of 2,,48,58
226,2,2:17.0,,Personal foul by D. Ayton (drawn by D. DiVincenzo),48,58
227,2,2:17.0,,D. DiVincenzo misses free throw 1 of 2,48,58
228,2,2:17.0,,Offensive rebound by Team,48,58
229,2,2:17.0,K. Oubre enters the game for D. Ayton,,48,58
230,2,2:17.0,,K. Middleton enters the game for W. Matthews,48,58
231,2,2:17.0,,D. DiVincenzo makes free throw 2 of 2,48,59
232,2,1:59.0,D. Booker misses 3-pt jump shot from 28 ft,,48,59
233,2,1:56.0,,Defensive rebound by R. Lopez,48,59
234,2,1:53.0,,Shooting foul by C. Diallo (drawn by G. Antetokounmpo),48,59
235,2,1:53.0,,G. Antetokounmpo makes free throw 1 of 2,48,60
236,2,1:53.0,M. Bridges enters the game for J. Carter,,48,60
237,2,1:53.0,,G. Antetokounmpo misses free throw 2 of 2,48,60
238,2,1:49.0,Defensive rebound by C. Diallo,,48,60
239,2,1:43.0,K. Oubre misses 2-pt jump shot from 8 ft,,48,60
240,2,1:39.0,,Defensive rebound by P. Connaughton,48,60
241,2,1:36.0,,Turnover by G. Antetokounmpo (lost ball; steal by M. Bridges),48,60
242,2,1:18.0,D. Booker makes 2-pt jump shot from 13 ft,,50,60
243,2,1:03.0,,D. DiVincenzo makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),50,62
244,2,0:51.0,D. Booker misses 2-pt jump shot from 14 ft,,50,62
245,2,0:48.0,,Defensive rebound by P. Connaughton,50,62
246,2,0:46.0,,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by K. Middleton),50,64
247,2,0:46.0,,Shooting foul by M. Bridges (drawn by G. Antetokounmpo),50,64
248,2,0:46.0,,G. Antetokounmpo misses free throw 1 of 1,50,64
249,2,0:43.0,Defensive rebound by D. Booker,,50,64
250,2,0:40.0,Shooting foul by P. Connaughton (drawn by D. Booker),,50,64
251,2,0:40.0,D. Booker makes free throw 1 of 2,,51,64
252,2,0:40.0,,K. Korver enters the game for R. Lopez,51,64
253,2,0:40.0,D. Booker makes free throw 2 of 2,,52,64
254,2,0:34.0,,Offensive foul by G. Antetokounmpo (drawn by M. Bridges),52,64
255,2,0:34.0,,Turnover by G. Antetokounmpo (offensive foul),52,64
256,2,0:34.0,,R. Lopez enters the game for K. Korver,52,64
257,2,0:32.0,Offensive foul by E. Okobo (drawn by P. Connaughton),,52,64
258,2,0:32.0,Turnover by E. Okobo (offensive foul),,52,64
259,2,0:28.0,,K. Middleton makes 3-pt jump shot from 28 ft (assist by R. Lopez),52,67
260,2,0:03.0,Turnover by D. Booker (bad pass; steal by R. Lopez),,52,67
261,2,0:00.0,,K. Middleton misses 2-pt jump shot from 18 ft,52,67
262,2,0:00.0,,Offensive rebound by Team,52,67
263,3,11:40.0,D. Ayton misses 2-pt layup from 3 ft,,52,67
264,3,11:37.0,,Defensive rebound by B. Lopez,52,67
265,3,11:32.0,,Shooting foul by K. Oubre (drawn by W. Matthews),52,67
266,3,11:32.0,,W. Matthews makes free throw 1 of 2,52,68
267,3,11:32.0,,W. Matthews makes free throw 2 of 2,52,69
268,3,11:21.0,M. Bridges misses 3-pt jump shot from 27 ft,,52,69
269,3,11:18.0,,Defensive rebound by E. Bledsoe,52,69
270,3,11:14.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,52,69
271,3,11:11.0,,Offensive rebound by G. Antetokounmpo,52,69
272,3,11:11.0,,G. Antetokounmpo misses 2-pt layup at rim,52,69
273,3,11:10.0,,Offensive rebound by G. Antetokounmpo,52,69
274,3,11:09.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,52,71
275,3,11:05.0,Shooting foul by B. Lopez (drawn by D. Booker),,52,71
276,3,11:05.0,D. Booker makes free throw 1 of 2,,53,71
277,3,11:05.0,D. Booker makes free throw 2 of 2,,54,71
278,3,10:52.0,,W. Matthews misses 3-pt jump shot from 25 ft,54,71
279,3,10:49.0,Defensive rebound by K. Oubre,,54,71
280,3,10:47.0,K. Oubre makes 2-pt jump shot from 23 ft,,56,71
281,3,10:37.0,,G. Antetokounmpo misses 2-pt layup from 6 ft (block by M. Bridges),56,71
282,3,10:37.0,Defensive rebound by Team,,56,71
283,3,10:26.0,D. Booker misses 2-pt jump shot from 15 ft,,56,71
284,3,10:24.0,,Defensive rebound by G. Antetokounmpo,56,71
285,3,10:13.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,56,71
286,3,10:08.0,Defensive rebound by D. Booker,,56,71
287,3,9:57.0,D. Ayton misses 2-pt dunk from 2 ft,,56,71
288,3,9:54.0,Offensive rebound by D. Ayton,,56,71
289,3,9:54.0,D. Ayton makes 2-pt layup from 1 ft,,58,71
290,3,9:34.0,,B. Lopez misses 2-pt hook shot from 8 ft,58,71
291,3,9:32.0,Defensive rebound by E. Okobo,,58,71
292,3,9:31.0,Shooting foul by W. Matthews (drawn by D. Booker),,58,71
293,3,9:31.0,D. Booker makes free throw 1 of 2,,59,71
294,3,9:31.0,,P. Connaughton enters the game for W. Matthews,59,71
295,3,9:31.0,D. Booker makes free throw 2 of 2,,60,71
296,3,9:22.0,,K. Middleton misses 3-pt jump shot from 27 ft,60,71
297,3,9:18.0,Defensive rebound by K. Oubre,,60,71
298,3,9:13.0,K. Oubre misses 3-pt jump shot from 27 ft,,60,71
299,3,9:10.0,,Defensive rebound by G. Antetokounmpo,60,71
300,3,9:05.0,,Turnover by G. Antetokounmpo (bad pass; steal by E. Okobo),60,71
301,3,8:58.0,,Violation by Team (kicked ball),60,71
302,3,8:52.0,M. Bridges misses 2-pt layup from 3 ft (block by B. Lopez),,60,71
303,3,8:50.0,,Defensive rebound by P. Connaughton,60,71
304,3,8:50.0,,Shooting foul by E. Okobo (drawn by G. Antetokounmpo),60,71
305,3,8:50.0,,G. Antetokounmpo makes free throw 1 of 2,60,72
306,3,8:50.0,,G. Antetokounmpo makes free throw 2 of 2,60,73
307,3,8:38.0,D. Ayton misses 2-pt jump shot from 17 ft,,60,73
308,3,8:33.0,,Defensive rebound by G. Antetokounmpo,60,73
309,3,8:28.0,,G. Antetokounmpo misses 2-pt layup from 4 ft,60,73
310,3,8:26.0,,Offensive rebound by G. Antetokounmpo,60,73
311,3,8:24.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,60,73
312,3,8:23.0,,Offensive rebound by G. Antetokounmpo,60,73
313,3,8:17.0,,B. Lopez makes 2-pt dunk from 3 ft (assist by G. Antetokounmpo),60,75
314,3,8:03.0,D. Ayton makes 2-pt jump shot from 13 ft (assist by M. Bridges),,62,75
315,3,7:47.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton),62,77
316,3,7:36.0,D. Booker makes 2-pt layup from 1 ft (assist by E. Okobo),,64,77
317,3,7:36.0,Shooting foul by B. Lopez (drawn by D. Booker),,64,77
318,3,7:36.0,,Milwaukee full timeout,64,77
319,3,7:36.0,D. Booker makes free throw 1 of 1,,65,77
320,3,7:27.0,,Personal foul by M. Bridges (drawn by G. Antetokounmpo),65,77
321,3,7:25.0,,Personal foul by E. Okobo (drawn by K. Middleton),65,77
322,3,7:21.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),65,79
323,3,7:01.0,D. Ayton misses 2-pt layup from 5 ft (block by G. Antetokounmpo),,65,79
324,3,7:01.0,Offensive rebound by Team,,65,79
325,3,7:01.0,J. Carter enters the game for E. Okobo,,65,79
326,3,6:56.0,J. Carter makes 3-pt jump shot from 26 ft (assist by D. Ayton),,68,79
327,3,6:41.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,68,79
328,3,6:38.0,Defensive rebound by J. Carter,,68,79
329,3,6:31.0,Turnover by D. Booker (bad pass),,68,79
330,3,6:31.0,,E. İlyasova enters the game for G. Antetokounmpo,68,79
331,3,6:18.0,,E. Bledsoe makes 2-pt layup from 2 ft,68,81
332,3,6:05.0,Shooting foul by E. İlyasova (drawn by K. Oubre),,68,81
333,3,6:05.0,K. Oubre makes free throw 1 of 2,,69,81
334,3,6:05.0,C. Diallo enters the game for M. Bridges,,69,81
335,3,6:05.0,K. Oubre makes free throw 2 of 2,,70,81
336,3,5:50.0,,P. Connaughton misses 3-pt jump shot from 29 ft,70,81
337,3,5:47.0,Defensive rebound by D. Booker,,70,81
338,3,5:41.0,Turnover by D. Ayton (off goaltending),,70,81
339,3,5:31.0,,E. İlyasova misses 2-pt layup from 4 ft (block by D. Ayton),70,81
340,3,5:27.0,Defensive rebound by J. Carter,,70,81
341,3,5:20.0,J. Carter misses 2-pt jump shot from 16 ft,,70,81
342,3,5:17.0,,Defensive rebound by P. Connaughton,70,81
343,3,5:05.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by P. Connaughton),70,83
344,3,4:55.0,D. Ayton makes 2-pt jump shot from 14 ft (assist by D. Booker),,72,83
345,3,4:43.0,,Turnover by K. Middleton (lost ball; steal by K. Oubre),72,83
346,3,4:40.0,K. Oubre misses 2-pt layup from 4 ft (block by P. Connaughton),,72,83
347,3,4:33.0,,Defensive rebound by E. Bledsoe,72,83
348,3,4:30.0,,Turnover by E. Bledsoe (lost ball; steal by J. Carter),72,83
349,3,4:28.0,Offensive foul by D. Booker (drawn by E. İlyasova),,72,83
350,3,4:28.0,Turnover by D. Booker (offensive foul),,72,83
351,3,4:28.0,,D. DiVincenzo enters the game for E. Bledsoe,72,83
352,3,4:28.0,,K. Korver enters the game for K. Middleton,72,83
353,3,4:15.0,,B. Lopez misses 2-pt jump shot from 14 ft,72,83
354,3,4:12.0,Defensive rebound by K. Oubre,,72,83
355,3,4:05.0,K. Oubre misses 2-pt layup from 8 ft (block by B. Lopez),,72,83
356,3,3:59.0,Offensive rebound by C. Diallo,,72,83
357,3,3:58.0,D. Ayton misses 2-pt layup from 10 ft,,72,83
358,3,3:51.0,Offensive rebound by D. Ayton,,72,83
359,3,3:51.0,D. Ayton makes 2-pt hook shot from 3 ft,,74,83
360,3,3:41.0,,D. DiVincenzo misses 2-pt layup from 3 ft,74,83
361,3,3:38.0,Defensive rebound by D. Booker,,74,83
362,3,3:35.0,Turnover by D. Booker (bad pass; steal by D. DiVincenzo),,74,83
363,3,3:32.0,,D. DiVincenzo makes 2-pt dunk from 1 ft,74,85
364,3,3:32.0,Phoenix full timeout,,74,85
365,3,3:32.0,,R. Lopez enters the game for B. Lopez,74,85
366,3,3:16.0,K. Oubre misses 2-pt jump shot from 6 ft,,74,85
367,3,3:15.0,Offensive rebound by D. Ayton,,74,85
368,3,3:15.0,D. Ayton misses 2-pt layup from 1 ft,,74,85
369,3,3:15.0,Offensive rebound by D. Ayton,,74,85
370,3,3:15.0,D. Ayton misses 2-pt layup from 1 ft,,74,85
371,3,3:15.0,Offensive rebound by D. Ayton,,74,85
372,3,3:15.0,Turnover by D. Ayton (step out of bounds),,74,85
373,3,2:58.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by K. Korver),74,88
374,3,2:39.0,D. Ayton misses 2-pt jump shot from 10 ft,,74,88
