,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW ORLEANS_ACTION,TORONTO_SCORE,NEW ORLEANS_SCORE
383,4,10:16.0,,J. Hayes makes 2-pt layup at rim,100,82
384,4,10:16.0,,Shooting foul by T. Davis (drawn by J. Hayes),100,82
385,4,10:16.0,,Technical foul by P. Siakam,100,82
386,4,10:16.0,Technical foul by K. Williams,,100,82
387,4,10:16.0,,J. Hayes misses free throw 1 of 1,100,82
388,4,10:08.0,Defensive rebound by P. Siakam,,100,82
389,4,10:08.0,Offensive foul by T. Davis (drawn by J. Hayes),,100,82
390,4,10:08.0,Turnover by T. Davis (offensive foul),,100,82
391,4,10:08.0,,Technical foul by T. Davis,100,82
392,4,10:08.0,,E. Moore makes technical free throw,100,83
393,4,9:56.0,,F. Jackson makes 2-pt jump shot from 11 ft (assist by N. Alexander-Walker),100,85
394,4,9:42.0,Personal foul by K. Williams (drawn by M. Gasol),,100,85
395,4,9:42.0,N. Powell enters the game for T. Davis,,100,85
396,4,9:31.0,M. Thomas misses 3-pt jump shot from 28 ft,,100,85
397,4,9:26.0,,Defensive rebound by J. Hayes,100,85
398,4,9:16.0,,F. Jackson misses 2-pt jump shot from 13 ft,100,85
399,4,9:13.0,Defensive rebound by M. Miller,,100,85
400,4,9:04.0,M. Gasol misses 3-pt jump shot from 27 ft,,100,85
401,4,9:01.0,,Defensive rebound by N. Alexander-Walker,100,85
402,4,8:56.0,,N. Alexander-Walker makes 3-pt jump shot from 25 ft,100,88
403,4,8:53.0,Toronto full timeout,,100,88
404,4,8:53.0,O. Anunoby enters the game for P. Siakam,,100,88
405,4,8:53.0,F. VanVleet enters the game for M. Thomas,,100,88
406,4,8:53.0,,J. Hart enters the game for F. Jackson,100,88
407,4,8:29.0,F. VanVleet misses 3-pt jump shot from 26 ft,,100,88
408,4,8:27.0,,Defensive rebound by E. Moore,100,88
409,4,8:20.0,,Personal foul by M. Miller (drawn by N. Alexander-Walker),100,88
410,4,8:10.0,,J. Hart misses 3-pt jump shot from 25 ft,100,88
411,4,8:06.0,Defensive rebound by N. Powell,,100,88
412,4,7:58.0,O. Anunoby misses 2-pt layup from 2 ft,,100,88
413,4,7:55.0,,Defensive rebound by J. Hayes,100,88
414,4,7:47.0,,J. Hayes misses 2-pt layup from 2 ft,100,88
415,4,7:44.0,Defensive rebound by F. VanVleet,,100,88
416,4,7:42.0,Shooting foul by N. Alexander-Walker (drawn by F. VanVleet),,100,88
417,4,7:42.0,F. VanVleet misses free throw 1 of 2,,100,88
418,4,7:42.0,Offensive rebound by Team,,100,88
419,4,7:42.0,F. VanVleet makes free throw 2 of 2,,101,88
420,4,7:31.0,,N. Alexander-Walker makes 2-pt layup from 2 ft,101,90
421,4,7:07.0,N. Powell makes 2-pt layup from 2 ft (assist by F. VanVleet),,103,90
422,4,6:53.0,,E. Moore makes 2-pt jump shot from 4 ft,103,92
423,4,6:48.0,Turnover by F. VanVleet (traveling),,103,92
424,4,6:48.0,P. Siakam enters the game for M. Miller,,103,92
425,4,6:38.0,,Shooting foul by F. VanVleet (drawn by J. Hayes),103,92
426,4,6:38.0,,J. Hayes misses free throw 1 of 2,103,92
427,4,6:38.0,,Offensive rebound by Team,103,92
428,4,6:38.0,,J. Hayes misses free throw 2 of 2,103,92
429,4,6:35.0,Defensive rebound by M. Gasol,,103,92
430,4,6:22.0,Shooting foul by J. Hart (drawn by F. VanVleet),,103,92
431,4,6:22.0,,New Orleans full timeout,103,92
432,4,6:22.0,,Instant Replay (Challenge: Stands),103,92
433,4,6:22.0,F. VanVleet makes free throw 1 of 2,,104,92
434,4,6:22.0,,J. Holiday enters the game for J. Hart,104,92
435,4,6:22.0,,B. Ingram enters the game for K. Williams,104,92
436,4,6:22.0,F. VanVleet makes free throw 2 of 2,,105,92
437,4,6:07.0,,Personal foul by P. Siakam (drawn by B. Ingram),105,92
438,4,5:59.0,,Turnover by N. Alexander-Walker (lost ball; steal by F. VanVleet),105,92
439,4,5:54.0,N. Powell misses 2-pt layup from 3 ft (block by B. Ingram),,105,92
440,4,5:50.0,,Defensive rebound by E. Moore,105,92
441,4,5:47.0,,E. Moore misses 3-pt jump shot from 25 ft,105,92
442,4,5:44.0,Defensive rebound by M. Gasol,,105,92
443,4,5:28.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,108,92
444,4,5:17.0,,Personal foul by M. Gasol (drawn by N. Alexander-Walker),108,92
445,4,5:17.0,,N. Alexander-Walker makes free throw 1 of 2,108,93
446,4,5:17.0,,N. Alexander-Walker makes free throw 2 of 2,108,94
447,4,4:54.0,M. Gasol misses 3-pt jump shot from 24 ft,,108,94
448,4,4:51.0,,Defensive rebound by B. Ingram,108,94
449,4,4:41.0,,B. Ingram makes 2-pt layup from 1 ft,108,96
450,4,4:36.0,O. Anunoby makes 3-pt jump shot from 24 ft (assist by P. Siakam),,111,96
451,4,4:24.0,,J. Hayes makes 2-pt dunk from 1 ft (assist by E. Moore),111,98
452,4,4:08.0,O. Anunoby misses 2-pt layup from 2 ft,,111,98
453,4,4:07.0,Offensive rebound by Team,,111,98
454,4,4:07.0,Toronto full timeout,,111,98
455,4,4:07.0,Offensive foul by P. Siakam (drawn by B. Ingram),,111,98
456,4,4:07.0,Turnover by P. Siakam (offensive foul),,111,98
457,4,3:53.0,,N. Alexander-Walker misses 2-pt jump shot from 14 ft,111,98
458,4,3:50.0,Defensive rebound by N. Powell,,111,98
459,4,3:39.0,P. Siakam makes 2-pt layup from 2 ft,,113,98
460,4,3:19.0,,J. Holiday misses 3-pt jump shot from 25 ft,113,98
461,4,3:17.0,Defensive rebound by O. Anunoby,,113,98
462,4,3:04.0,Shooting foul by B. Ingram (drawn by N. Powell),,113,98
463,4,3:04.0,N. Powell makes free throw 1 of 2,,114,98
464,4,3:04.0,N. Powell misses free throw 2 of 2,,114,98
465,4,3:02.0,,Defensive rebound by J. Hayes,114,98
466,4,2:48.0,,N. Alexander-Walker misses 3-pt jump shot from 25 ft,114,98
467,4,2:45.0,Defensive rebound by P. Siakam,,114,98
468,4,2:32.0,P. Siakam makes 2-pt layup from 2 ft,,116,98
469,4,2:32.0,Shooting foul by N. Alexander-Walker (drawn by P. Siakam),,116,98
470,4,2:32.0,C. Boucher enters the game for M. Gasol,,116,98
471,4,2:32.0,,F. Jackson enters the game for J. Holiday,116,98
472,4,2:32.0,,K. Williams enters the game for B. Ingram,116,98
473,4,2:32.0,P. Siakam makes free throw 1 of 1,,117,98
474,4,2:21.0,,E. Moore makes 2-pt jump shot from 8 ft (assist by N. Alexander-Walker),117,100
475,4,1:59.0,P. Siakam makes 2-pt jump shot from 10 ft,,119,100
476,4,1:52.0,,K. Williams misses 3-pt jump shot from 26 ft,119,100
477,4,1:49.0,Defensive rebound by C. Boucher,,119,100
478,4,1:32.0,C. Boucher misses 3-pt jump shot from 23 ft,,119,100
479,4,1:29.0,,Defensive rebound by N. Alexander-Walker,119,100
480,4,1:22.0,,K. Williams makes 2-pt layup from 2 ft (assist by N. Alexander-Walker),119,102
481,4,1:10.0,F. VanVleet misses 3-pt jump shot from 26 ft,,119,102
482,4,1:06.0,Offensive rebound by C. Boucher,,119,102
483,4,1:03.0,Shooting foul by K. Williams (drawn by C. Boucher),,119,102
484,4,1:03.0,C. Boucher makes free throw 1 of 2,,120,102
485,4,1:03.0,T. Davis enters the game for O. Anunoby,,120,102
486,4,1:03.0,S. Johnson enters the game for N. Powell,,120,102
487,4,1:03.0,M. Miller enters the game for P. Siakam,,120,102
488,4,1:03.0,M. Thomas enters the game for F. VanVleet,,120,102
489,4,1:03.0,C. Boucher makes free throw 2 of 2,,121,102
490,4,0:55.0,,E. Moore misses 2-pt jump shot from 13 ft,121,102
491,4,0:52.0,Defensive rebound by C. Boucher,,121,102
492,4,0:41.0,Shooting foul by E. Moore (drawn by C. Boucher),,121,102
493,4,0:41.0,C. Boucher makes free throw 1 of 2,,122,102
494,4,0:41.0,C. Boucher misses free throw 2 of 2,,122,102
495,4,0:39.0,,Defensive rebound by K. Williams,122,102
496,4,0:27.0,,K. Williams misses 2-pt layup from 2 ft (block by C. Boucher),122,102
497,4,0:27.0,,Offensive rebound by E. Moore,122,102
498,4,0:26.0,,E. Moore makes 2-pt jump shot from 1 ft,122,104
499,4,0:03.0,S. Johnson misses 2-pt layup from 3 ft,,122,104
500,4,0:01.0,Offensive rebound by C. Boucher,,122,104
501,4,0:00.0,C. Boucher misses 2-pt layup from 2 ft (block by J. Hayes),,122,104
502,4,0:00.0,,Defensive rebound by E. Moore,122,104
