,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,LA LAKERS_ACTION,NEW ORLEANS_SCORE,LA LAKERS_SCORE
0,1,11:41.0,,A. Davis makes 2-pt dunk from 2 ft (assist by L. James),0,2
1,1,11:26.0,L. Ball makes 3-pt jump shot from 25 ft (assist by J. Redick),,3,2
2,1,11:08.0,,A. Davis makes 2-pt layup from 2 ft (assist by L. James),3,4
3,1,11:06.0,B. Ingram misses 2-pt dunk from 2 ft (block by J. McGee),,3,4
4,1,11:06.0,Offensive rebound by Team,,3,4
5,1,11:00.0,B. Ingram misses 2-pt layup from 3 ft (block by A. Davis),,3,4
6,1,10:59.0,Offensive rebound by B. Ingram,,3,4
7,1,10:59.0,Personal foul by A. Davis (drawn by B. Ingram),,3,4
8,1,10:56.0,L. Ball makes 3-pt jump shot from 27 ft (assist by J. Redick),,6,4
9,1,10:40.0,,D. Green misses 2-pt layup from 1 ft (block by D. Favors),6,4
10,1,10:37.0,Defensive rebound by B. Ingram,,6,4
11,1,10:34.0,J. Holiday misses 3-pt jump shot from 25 ft,,6,4
12,1,10:31.0,,Defensive rebound by L. James,6,4
13,1,10:24.0,,A. Davis makes 2-pt layup from 2 ft (assist by L. James),6,6
14,1,10:14.0,J. Redick makes 2-pt layup from 2 ft (assist by D. Favors),,8,6
15,1,10:04.0,,Turnover by L. James (out of bounds lost ball),8,6
16,1,9:54.0,B. Ingram misses 3-pt jump shot from 25 ft,,8,6
17,1,9:51.0,,Defensive rebound by D. Green,8,6
18,1,9:49.0,,Personal foul by D. Favors (drawn by A. Davis),8,6
19,1,9:44.0,,D. Green makes 2-pt layup at rim (assist by L. James),8,8
20,1,9:25.0,L. Ball misses 3-pt jump shot from 28 ft,,8,8
21,1,9:23.0,,Defensive rebound by A. Davis,8,8
22,1,9:10.0,,Shooting foul by L. Ball (drawn by L. James),8,8
23,1,9:10.0,,L. James makes free throw 1 of 2,8,9
24,1,9:10.0,,L. James misses free throw 2 of 2,8,9
25,1,9:08.0,Defensive rebound by Team,,8,9
26,1,9:02.0,B. Ingram misses 2-pt jump shot from 20 ft,,8,9
27,1,8:59.0,,Defensive rebound by A. Davis,8,9
28,1,8:42.0,,D. Green makes 3-pt jump shot from 23 ft (assist by L. James),8,12
29,1,8:30.0,B. Ingram makes 2-pt layup from 2 ft,,10,12
30,1,8:15.0,,L. James makes 2-pt layup from 3 ft,10,14
31,1,8:07.0,B. Ingram misses 3-pt jump shot from 28 ft,,10,14
32,1,8:07.0,Offensive rebound by Team,,10,14
33,1,7:54.0,D. Favors makes 2-pt jump shot from 3 ft,,12,14
34,1,7:39.0,,D. Green makes 3-pt jump shot from 26 ft (assist by A. Davis),12,17
35,1,7:27.0,D. Favors misses 2-pt jump shot from 9 ft,,12,17
36,1,7:24.0,,Defensive rebound by A. Davis,12,17
37,1,7:17.0,,J. McGee misses 2-pt layup from 2 ft (block by B. Ingram),12,17
38,1,7:17.0,,Offensive rebound by Team,12,17
39,1,7:16.0,,Shooting foul by D. Favors (drawn by L. James),12,17
40,1,7:16.0,J. Hayes enters the game for D. Favors,,12,17
41,1,7:16.0,,L. James makes free throw 1 of 2,12,18
42,1,7:16.0,,L. James misses free throw 2 of 2,12,18
43,1,7:15.0,Defensive rebound by Team,,12,18
44,1,7:15.0,,Loose ball foul by J. McGee (drawn by J. Hayes),12,18
45,1,7:03.0,L. Ball misses 2-pt jump shot from 21 ft,,12,18
46,1,7:00.0,,Defensive rebound by D. Green,12,18
47,1,6:50.0,,Shooting foul by B. Ingram (drawn by A. Davis),12,18
48,1,6:50.0,,LA Lakers full timeout,12,18
49,1,6:50.0,,A. Davis makes free throw 1 of 2,12,19
50,1,6:50.0,,A. Davis makes free throw 2 of 2,12,20
51,1,6:41.0,Turnover by L. Ball (bad pass; steal by J. McGee),,12,20
52,1,6:38.0,,J. McGee misses 2-pt layup from 4 ft (block by J. Hayes),12,20
53,1,6:38.0,Defensive rebound by Team,,12,20
54,1,6:38.0,,Loose ball foul by J. McGee (drawn by B. Ingram),12,20
55,1,6:28.0,J. Holiday makes 2-pt layup from 2 ft (assist by J. Hayes),,14,20
56,1,6:28.0,,Violation by Team (def goaltending),14,20
57,1,6:17.0,,Personal foul by L. Ball (drawn by A. Bradley),14,20
58,1,6:17.0,,A. Bradley makes free throw 1 of 2,14,21
59,1,6:17.0,E. Moore enters the game for L. Ball,,14,21
60,1,6:17.0,,A. Bradley makes free throw 2 of 2,14,22
61,1,6:03.0,Turnover by B. Ingram (bad pass; steal by A. Davis),,14,22
62,1,5:54.0,,A. Davis misses 2-pt jump shot from 20 ft,14,22
63,1,5:53.0,,Offensive rebound by D. Green,14,22
64,1,5:46.0,,J. McGee makes 2-pt layup from 3 ft,14,24
65,1,5:37.0,B. Ingram misses 2-pt layup from 2 ft,,14,24
66,1,5:35.0,,Defensive rebound by A. Davis,14,24
67,1,5:30.0,,A. Davis makes 2-pt dunk from 1 ft (assist by D. Green),14,26
68,1,5:23.0,New Orleans full timeout,,14,26
69,1,5:12.0,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Hayes),,17,26
70,1,4:49.0,,Turnover by Team (shot clock),17,26
71,1,4:37.0,Personal foul by D. Green (drawn by B. Ingram),,17,26
72,1,4:37.0,,K. Caldwell-Pope enters the game for A. Bradley,17,26
73,1,4:37.0,,K. Kuzma enters the game for J. McGee,17,26
74,1,4:24.0,B. Ingram misses 3-pt jump shot from 32 ft,,17,26
75,1,4:23.0,Offensive rebound by Team,,17,26
76,1,4:23.0,Turnover by Team (shot clock),,17,26
77,1,4:12.0,,Shooting foul by E. Moore (drawn by K. Caldwell-Pope),17,26
78,1,4:12.0,,K. Caldwell-Pope makes free throw 1 of 2,17,27
79,1,4:12.0,,K. Caldwell-Pope makes free throw 2 of 2,17,28
80,1,3:59.0,B. Ingram misses 2-pt jump shot from 16 ft,,17,28
81,1,3:57.0,Offensive rebound by J. Hayes,,17,28
82,1,3:55.0,Turnover by J. Hayes (lost ball; steal by D. Green),,17,28
83,1,3:48.0,,K. Kuzma makes 3-pt jump shot from 24 ft (assist by L. James),17,31
84,1,3:34.0,J. Hayes makes 2-pt dunk from 1 ft (assist by B. Ingram),,19,31
85,1,3:19.0,,D. Green makes 3-pt jump shot from 24 ft (assist by L. James),19,34
86,1,3:07.0,J. Holiday misses 3-pt jump shot from 26 ft,,19,34
87,1,3:05.0,,Defensive rebound by L. James,19,34
88,1,3:00.0,,D. Green makes 3-pt jump shot from 22 ft (assist by L. James),19,37
89,1,2:47.0,B. Ingram makes 2-pt layup from 2 ft,,21,37
90,1,2:31.0,,K. Kuzma misses 2-pt jump shot from 11 ft,21,37
91,1,2:30.0,,Offensive rebound by A. Davis,21,37
92,1,2:29.0,,A. Davis makes 2-pt dunk from 1 ft,21,39
93,1,2:23.0,Personal foul by K. Caldwell-Pope (drawn by J. Holiday),,21,39
94,1,2:23.0,J. Holiday makes free throw 1 of 2,,22,39
95,1,2:23.0,J. Hart enters the game for B. Ingram,,22,39
96,1,2:23.0,,R. Rondo enters the game for L. James,22,39
97,1,2:23.0,J. Holiday makes free throw 2 of 2,,23,39
98,1,2:20.0,,Turnover by R. Rondo (out of bounds lost ball),23,39
