,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PORTLAND_ACTION,SACRAMENTO_SCORE,PORTLAND_SCORE
37,1,7:06.0,,H. Whiteside misses 2-pt hook shot from 7 ft,16,7
38,1,7:04.0,Defensive rebound by N. Bjelica,,16,7
39,1,6:48.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,16,7
40,1,6:47.0,,Defensive rebound by C. McCollum,16,7
41,1,6:41.0,,Shooting foul by B. Bogdanović (drawn by C. McCollum),16,7
42,1,6:41.0,,C. McCollum makes free throw 1 of 2,16,8
43,1,6:41.0,,C. McCollum misses free throw 2 of 2,16,8
44,1,6:39.0,Defensive rebound by H. Giles,,16,8
45,1,6:31.0,D. Fox makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,18,8
46,1,6:19.0,,Turnover by D. Lillard (bad pass; steal by H. Giles),18,8
47,1,6:10.0,H. Giles misses 2-pt hook shot from 4 ft (block by H. Whiteside),,18,8
48,1,6:10.0,Offensive rebound by Team,,18,8
49,1,6:08.0,Turnover by D. Fox (bad pass; steal by C. McCollum),,18,8
50,1,6:03.0,,C. McCollum makes 2-pt layup from 1 ft (assist by D. Lillard),18,10
51,1,5:56.0,H. Giles makes 2-pt dunk at rim (assist by D. Fox),,20,10
52,1,5:47.0,,Personal foul by H. Giles (drawn by D. Lillard),20,10
53,1,5:47.0,K. Bazemore enters the game for N. Bjelica,,20,10
54,1,5:47.0,R. Holmes enters the game for H. Giles,,20,10
55,1,5:41.0,,Turnover by C. McCollum (lost ball; steal by D. Fox),20,10
56,1,5:35.0,K. Bazemore makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),,23,10
57,1,5:21.0,,Turnover by H. Whiteside (bad pass; steal by K. Bazemore),23,10
58,1,5:13.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by K. Bazemore),,26,10
59,1,5:09.0,,Portland full timeout,26,10
60,1,5:09.0,C. Joseph enters the game for D. Fox,,26,10
61,1,4:52.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Lillard),26,12
62,1,4:33.0,B. Bogdanović makes 2-pt jump shot from 3 ft,,28,12
63,1,4:25.0,,D. Lillard misses 3-pt jump shot from 26 ft,28,12
64,1,4:25.0,,Offensive rebound by Team,28,12
65,1,4:25.0,Loose ball foul by R. Holmes (drawn by H. Whiteside),,28,12
66,1,4:25.0,,M. Hezonja enters the game for C. Anthony,28,12
67,1,4:25.0,,G. Trent enters the game for C. McCollum,28,12
68,1,4:15.0,,G. Trent makes 2-pt jump shot from 16 ft (assist by D. Lillard),28,14
69,1,3:56.0,H. Barnes makes 2-pt jump shot from 10 ft,,30,14
70,1,3:38.0,,Personal foul by R. Holmes (drawn by G. Trent),30,14
71,1,3:38.0,,G. Trent makes free throw 1 of 2,30,15
72,1,3:38.0,,G. Trent makes free throw 2 of 2,30,16
73,1,3:17.0,R. Holmes misses 2-pt jump shot from 14 ft,,30,16
74,1,3:13.0,Offensive rebound by H. Barnes,,30,16
75,1,3:05.0,K. Bazemore makes 3-pt jump shot from 26 ft,,33,16
76,1,2:48.0,,M. Hezonja misses 2-pt jump shot from 3 ft,33,16
77,1,2:47.0,Defensive rebound by K. Bazemore,,33,16
78,1,2:38.0,H. Barnes misses 3-pt jump shot from 25 ft,,33,16
79,1,2:37.0,Offensive rebound by R. Holmes,,33,16
80,1,2:35.0,R. Holmes misses 2-pt hook shot from 1 ft (block by H. Whiteside),,33,16
81,1,2:35.0,Offensive rebound by R. Holmes,,33,16
82,1,2:30.0,R. Holmes makes 2-pt layup from 1 ft,,35,16
83,1,2:18.0,,Turnover by T. Ariza (bad pass),35,16
84,1,2:18.0,N. Bjelica enters the game for H. Barnes,,35,16
85,1,2:18.0,B. Hield enters the game for B. Bogdanović,,35,16
86,1,2:18.0,,W. Gabriel enters the game for T. Ariza,35,16
87,1,2:18.0,,A. Simons enters the game for H. Whiteside,35,16
88,1,2:15.0,Personal foul by A. Simons (drawn by K. Bazemore),,35,16
89,1,2:04.0,N. Bjelica misses 3-pt jump shot from 25 ft,,35,16
90,1,2:01.0,,Defensive rebound by M. Hezonja,35,16
91,1,1:55.0,,M. Hezonja makes 2-pt layup from 3 ft,35,18
92,1,1:55.0,,C. McCollum enters the game for D. Lillard,35,18
93,1,1:33.0,R. Holmes makes 2-pt hook shot from 9 ft (assist by K. Bazemore),,37,18
94,1,1:23.0,,Shooting foul by K. Bazemore (drawn by C. McCollum),37,18
95,1,1:23.0,,C. McCollum makes free throw 1 of 2,37,19
96,1,1:23.0,,C. McCollum makes free throw 2 of 2,37,20
97,1,1:05.0,K. Bazemore misses 2-pt jump shot from 17 ft,,37,20
98,1,1:01.0,Offensive rebound by R. Holmes,,37,20
99,1,1:00.0,Turnover by R. Holmes (lost ball; steal by W. Gabriel),,37,20
100,1,0:53.0,,C. McCollum misses 3-pt jump shot from 26 ft,37,20
101,1,0:50.0,,Offensive rebound by W. Gabriel,37,20
102,1,0:50.0,,W. Gabriel misses 2-pt layup from 1 ft,37,20
103,1,0:49.0,,Offensive rebound by A. Simons,37,20
104,1,0:47.0,,Turnover by A. Simons (bad pass; steal by B. Hield),37,20
105,1,0:41.0,Shooting foul by C. McCollum (drawn by R. Holmes),,37,20
106,1,0:41.0,R. Holmes misses free throw 1 of 2,,37,20
107,1,0:41.0,Offensive rebound by Team,,37,20
108,1,0:41.0,D. Fox enters the game for N. Bjelica,,37,20
109,1,0:41.0,R. Holmes makes free throw 2 of 2,,38,20
110,1,0:33.0,,Personal foul by C. Joseph (drawn by C. McCollum),38,20
111,1,0:33.0,,C. McCollum misses free throw 1 of 2,38,20
112,1,0:33.0,,Offensive rebound by Team,38,20
113,1,0:33.0,B. Bogdanović enters the game for C. Joseph,,38,20
114,1,0:33.0,,C. McCollum makes free throw 2 of 2,38,21
115,1,0:28.0,B. Hield misses 3-pt jump shot from 25 ft,,38,21
116,1,0:26.0,,Defensive rebound by C. McCollum,38,21
117,1,0:22.0,,G. Trent makes 3-pt jump shot from 24 ft (assist by C. McCollum),38,24
118,1,0:03.0,Shooting foul by A. Simons (drawn by D. Fox),,38,24
119,1,0:03.0,D. Fox makes free throw 1 of 2,,39,24
120,1,0:03.0,C. Joseph enters the game for B. Bogdanović,,39,24
121,1,0:03.0,D. Fox makes free throw 2 of 2,,40,24
122,1,0:00.0,,G. Trent misses 2-pt jump shot from 21 ft,40,24
123,1,0:00.0,,Offensive rebound by Team,40,24
124,2,11:40.0,,A. Simons misses 2-pt hook shot from 2 ft,40,24
125,2,11:38.0,Defensive rebound by H. Giles,,40,24
126,2,11:22.0,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),,43,24
127,2,11:11.0,,G. Trent makes 3-pt jump shot from 26 ft (assist by C. McCollum),43,27
128,2,10:49.0,B. Hield misses 2-pt jump shot from 12 ft,,43,27
129,2,10:47.0,,Defensive rebound by W. Gabriel,43,27
130,2,10:33.0,,G. Trent misses 3-pt jump shot from 27 ft,43,27
131,2,10:33.0,Defensive rebound by Team,,43,27
132,2,10:33.0,,Loose ball foul by W. Gabriel (drawn by N. Bjelica),43,27
133,2,10:22.0,N. Bjelica makes 3-pt jump shot from 31 ft (assist by D. Fox),,46,27
134,2,10:05.0,,M. Hezonja misses 3-pt jump shot from 32 ft,46,27
135,2,10:01.0,Defensive rebound by H. Giles,,46,27
136,2,9:51.0,Turnover by N. Bjelica (palming),,46,27
137,2,9:51.0,C. Joseph enters the game for K. Bazemore,,46,27
138,2,9:37.0,,C. McCollum makes 2-pt jump shot from 18 ft,46,29
139,2,9:22.0,B. Hield makes 3-pt jump shot from 25 ft (assist by N. Bjelica),,49,29
140,2,9:04.0,,A. Simons misses 3-pt jump shot from 23 ft,49,29
141,2,9:02.0,,Offensive rebound by C. McCollum,49,29
142,2,9:00.0,,C. McCollum makes 2-pt jump shot from 7 ft,49,31
143,2,8:42.0,D. Fox makes 2-pt jump shot from 8 ft,,51,31
144,2,8:29.0,,M. Hezonja makes 2-pt layup from 2 ft (assist by C. McCollum),51,33
145,2,8:12.0,B. Hield makes 3-pt jump shot from 25 ft,,54,33
146,2,7:55.0,,A. Simons misses 2-pt layup from 5 ft (block by C. Joseph),54,33
147,2,7:52.0,,Offensive rebound by A. Simons,54,33
148,2,7:52.0,,A. Simons makes 2-pt layup from 2 ft,54,35
149,2,7:40.0,H. Giles makes 2-pt jump shot from 14 ft (assist by B. Hield),,56,35
150,2,7:30.0,,M. Hezonja makes 3-pt jump shot from 26 ft,56,38
151,2,7:17.0,Turnover by N. Bjelica (lost ball; steal by M. Hezonja),,56,38
152,2,7:13.0,,M. Hezonja makes 2-pt layup from 1 ft,56,40
153,2,7:12.0,Sacramento full timeout,,56,40
154,2,7:12.0,H. Barnes enters the game for N. Bjelica,,56,40
155,2,7:12.0,B. Bogdanović enters the game for D. Fox,,56,40
156,2,7:12.0,R. Holmes enters the game for H. Giles,,56,40
157,2,7:12.0,,C. Anthony enters the game for W. Gabriel,56,40
158,2,7:12.0,,D. Lillard enters the game for C. McCollum,56,40
159,2,6:52.0,H. Barnes misses 2-pt jump shot from 11 ft,,56,40
160,2,6:50.0,Offensive rebound by B. Hield,,56,40
161,2,6:50.0,B. Hield makes 2-pt layup from 1 ft,,58,40
162,2,6:44.0,,Shooting foul by C. Joseph (drawn by D. Lillard),58,40
163,2,6:44.0,,D. Lillard misses free throw 1 of 2,58,40
164,2,6:44.0,,Offensive rebound by Team,58,40
165,2,6:44.0,,D. Lillard makes free throw 2 of 2,58,41
166,2,6:28.0,C. Joseph misses 3-pt jump shot from 23 ft,,58,41
167,2,6:24.0,,Defensive rebound by C. Anthony,58,41
168,2,6:15.0,,D. Lillard makes 2-pt layup at rim (assist by C. Anthony),58,43
169,2,5:55.0,B. Hield makes 3-pt jump shot from 26 ft (assist by H. Barnes),,61,43
170,2,5:39.0,,D. Lillard misses 3-pt jump shot from 25 ft,61,43
171,2,5:36.0,Defensive rebound by B. Bogdanović,,61,43
172,2,5:31.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,61,43
173,2,5:28.0,,Defensive rebound by D. Lillard,61,43
174,2,5:21.0,,G. Trent makes 2-pt jump shot from 13 ft,61,45
175,2,5:03.0,C. Joseph misses 2-pt jump shot from 4 ft,,61,45
176,2,5:02.0,,Defensive rebound by C. Anthony,61,45
177,2,4:55.0,,A. Simons misses 2-pt layup from 2 ft,61,45
178,2,4:53.0,Defensive rebound by R. Holmes,,61,45
179,2,4:48.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Hield),,64,45
180,2,4:47.0,,Portland full timeout,64,45
181,2,4:47.0,K. Bazemore enters the game for B. Hield,,64,45
182,2,4:47.0,D. Fox enters the game for C. Joseph,,64,45
183,2,4:47.0,,T. Ariza enters the game for M. Hezonja,64,45
184,2,4:47.0,,C. McCollum enters the game for A. Simons,64,45
185,2,4:47.0,,H. Whiteside enters the game for G. Trent,64,45
186,2,4:27.0,,C. Anthony misses 2-pt layup from 1 ft (block by R. Holmes),64,45
187,2,4:26.0,Defensive rebound by K. Bazemore,,64,45
188,2,4:12.0,H. Barnes makes 3-pt jump shot from 27 ft (assist by D. Fox),,67,45
189,2,3:54.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by T. Ariza),67,48
190,2,3:37.0,D. Fox misses 2-pt jump shot from 13 ft,,67,48
191,2,3:33.0,Offensive rebound by R. Holmes,,67,48
192,2,3:33.0,R. Holmes misses 2-pt layup at rim,,67,48
193,2,3:32.0,,Defensive rebound by D. Lillard,67,48
194,2,3:29.0,,Personal foul by R. Holmes (drawn by D. Lillard),67,48
195,2,3:14.0,,T. Ariza misses 3-pt jump shot from 25 ft,67,48
196,2,3:11.0,Defensive rebound by K. Bazemore,,67,48
197,2,3:03.0,R. Holmes makes 2-pt layup from 2 ft (assist by K. Bazemore),,69,48
198,2,2:40.0,,T. Ariza misses 2-pt layup from 2 ft,69,48
199,2,2:39.0,Defensive rebound by K. Bazemore,,69,48
200,2,2:29.0,B. Bogdanović makes 2-pt jump shot from 8 ft,,71,48
201,2,2:15.0,,C. McCollum makes 3-pt jump shot from 27 ft (assist by C. Anthony),71,51
202,2,2:13.0,Sacramento full timeout,,71,51
203,2,2:13.0,H. Giles enters the game for R. Holmes,,71,51
204,2,1:59.0,H. Barnes misses 2-pt layup from 3 ft,,71,51
205,2,1:57.0,,Defensive rebound by T. Ariza,71,51
206,2,1:48.0,,D. Lillard misses 3-pt jump shot from 23 ft,71,51
207,2,1:47.0,,Offensive rebound by H. Whiteside,71,51
208,2,1:45.0,,H. Whiteside makes 2-pt dunk from 1 ft,71,53
209,2,1:31.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Fox),,74,53
210,2,1:03.0,,T. Ariza misses 3-pt jump shot from 25 ft,74,53
211,2,1:03.0,,Offensive rebound by Team,74,53
212,2,1:03.0,Loose ball foul by H. Barnes (drawn by C. Anthony),,74,53
213,2,0:58.0,,D. Lillard misses 3-pt jump shot from 25 ft,74,53
214,2,0:56.0,Defensive rebound by H. Giles,,74,53
215,2,0:45.0,D. Fox misses 3-pt jump shot from 25 ft,,74,53
216,2,0:42.0,,Defensive rebound by T. Ariza,74,53
217,2,0:26.0,,Shooting foul by B. Bogdanović (drawn by C. Anthony),74,53
218,2,0:26.0,,C. Anthony misses free throw 1 of 2,74,53
219,2,0:26.0,,Offensive rebound by Team,74,53
220,2,0:26.0,N. Bjelica enters the game for K. Bazemore,,74,53
221,2,0:26.0,B. Hield enters the game for H. Giles,,74,53
222,2,0:26.0,,C. Anthony makes free throw 2 of 2,74,54
223,2,0:03.0,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by D. Fox),,77,54
224,2,0:00.0,,Turnover by H. Whiteside (bad pass; steal by B. Hield),77,54
225,2,0:00.0,B. Hield misses 2-pt jump shot from 11 ft,,77,54
226,2,0:00.0,Offensive rebound by Team,,77,54
227,3,11:44.0,,Shooting foul by H. Giles (drawn by T. Ariza),77,54
228,3,11:44.0,,T. Ariza makes free throw 1 of 2,77,55
229,3,11:44.0,,T. Ariza makes free throw 2 of 2,77,56
230,3,11:29.0,N. Bjelica misses 2-pt hook shot from 5 ft,,77,56
231,3,11:27.0,,Defensive rebound by H. Whiteside,77,56
232,3,11:17.0,,Turnover by H. Whiteside (3 sec),77,56
233,3,11:17.0,Sacramento full timeout,,77,56
234,3,11:17.0,A. Len enters the game for H. Giles,,77,56
235,3,11:08.0,N. Bjelica misses 3-pt jump shot from 26 ft,,77,56
236,3,11:06.0,,Defensive rebound by T. Ariza,77,56
237,3,10:58.0,,D. Lillard misses 3-pt jump shot from 29 ft,77,56
238,3,10:55.0,Defensive rebound by D. Fox,,77,56
239,3,10:46.0,D. Fox misses 2-pt jump shot from 19 ft,,77,56
240,3,10:43.0,,Defensive rebound by H. Whiteside,77,56
241,3,10:34.0,,C. McCollum makes 2-pt jump shot from 2 ft,77,58
242,3,10:09.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,77,58
243,3,10:06.0,,Defensive rebound by T. Ariza,77,58
244,3,9:58.0,,T. Ariza misses 3-pt jump shot from 25 ft,77,58
245,3,9:56.0,Defensive rebound by A. Len,,77,58
246,3,9:49.0,A. Len misses 2-pt jump shot from 12 ft,,77,58
247,3,9:46.0,,Defensive rebound by H. Whiteside,77,58
248,3,9:36.0,,C. McCollum misses 2-pt jump shot from 21 ft,77,58
249,3,9:32.0,,Offensive rebound by C. Anthony,77,58
250,3,9:32.0,,C. Anthony misses 2-pt dunk at rim,77,58
251,3,9:32.0,Defensive rebound by N. Bjelica,,77,58
252,3,9:27.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Fox),,80,58
253,3,9:03.0,,C. Anthony makes 2-pt jump shot from 14 ft,80,60
254,3,8:50.0,Offensive foul by A. Len (drawn by C. McCollum),,80,60
255,3,8:50.0,Turnover by A. Len (offensive foul),,80,60
256,3,8:50.0,,Technical foul by A. Len,80,60
257,3,8:50.0,Technical foul by C. McCollum,,80,60
258,3,8:31.0,,D. Lillard misses 2-pt layup from 2 ft,80,60
259,3,8:27.0,Defensive rebound by D. Fox,,80,60
260,3,8:21.0,D. Fox misses 3-pt jump shot from 25 ft,,80,60
261,3,8:19.0,,Defensive rebound by C. McCollum,80,60
262,3,8:13.0,,C. McCollum misses 2-pt jump shot from 8 ft,80,60
263,3,8:13.0,Defensive rebound by Team,,80,60
264,3,8:13.0,,Loose ball foul by H. Whiteside (drawn by A. Len),80,60
265,3,7:57.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),,83,60
266,3,7:44.0,,Shooting foul by H. Barnes (drawn by C. Anthony),83,60
267,3,7:44.0,,C. Anthony makes free throw 1 of 2,83,61
268,3,7:44.0,,C. Anthony makes free throw 2 of 2,83,62
269,3,7:35.0,Turnover by B. Bogdanović (bad pass; steal by D. Lillard),,83,62
270,3,7:32.0,,D. Lillard misses 2-pt layup from 1 ft,83,62
271,3,7:31.0,Defensive rebound by B. Bogdanović,,83,62
272,3,7:24.0,Personal foul by C. McCollum (drawn by B. Bogdanović),,83,62
273,3,7:19.0,D. Fox misses 2-pt layup from 2 ft (block by H. Whiteside),,83,62
274,3,7:17.0,,Defensive rebound by D. Lillard,83,62
275,3,7:02.0,,D. Lillard misses 2-pt layup from 1 ft,83,62
276,3,7:01.0,Defensive rebound by D. Fox,,83,62
277,3,6:53.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by N. Bjelica),,86,62
278,3,6:34.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by T. Ariza),86,64
279,3,6:18.0,D. Fox misses 2-pt jump shot from 21 ft,,86,64
280,3,6:16.0,Offensive rebound by A. Len,,86,64
281,3,6:08.0,Shooting foul by C. Anthony (drawn by N. Bjelica),,86,64
282,3,6:08.0,N. Bjelica makes free throw 1 of 3,,87,64
283,3,6:08.0,N. Bjelica makes free throw 2 of 3,,88,64
284,3,6:08.0,C. Joseph enters the game for D. Fox,,88,64
285,3,6:08.0,N. Bjelica makes free throw 3 of 3,,89,64
286,3,5:43.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by C. McCollum),89,67
287,3,5:28.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,89,67
288,3,5:26.0,,Defensive rebound by H. Whiteside,89,67
289,3,5:18.0,,C. McCollum misses 3-pt jump shot from 23 ft,89,67
290,3,5:16.0,Defensive rebound by A. Len,,89,67
291,3,5:08.0,Turnover by N. Bjelica (traveling),,89,67
292,3,5:08.0,K. Bazemore enters the game for N. Bjelica,,89,67
293,3,5:08.0,R. Holmes enters the game for A. Len,,89,67
294,3,4:44.0,,C. McCollum makes 2-pt hook shot from 3 ft,89,69
295,3,4:35.0,Shooting foul by D. Lillard (drawn by R. Holmes),,89,69
296,3,4:35.0,R. Holmes makes free throw 1 of 2,,90,69
297,3,4:35.0,R. Holmes misses free throw 2 of 2,,90,69
298,3,4:33.0,,Defensive rebound by H. Whiteside,90,69
299,3,4:24.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by C. McCollum),90,71
300,3,4:24.0,,Shooting foul by K. Bazemore (drawn by H. Whiteside),90,71
301,3,4:24.0,,H. Whiteside makes free throw 1 of 1,90,72
302,3,3:58.0,B. Bogdanović misses 2-pt jump shot from 5 ft,,90,72
303,3,3:57.0,,Defensive rebound by H. Whiteside,90,72
304,3,3:46.0,Violation by Team (kicked ball),,90,72
305,3,3:46.0,B. Hield enters the game for B. Bogdanović,,90,72
306,3,3:46.0,,G. Trent enters the game for C. Anthony,90,72
307,3,3:38.0,,Turnover by C. McCollum (bad pass; steal by K. Bazemore),90,72
308,3,3:33.0,Turnover by K. Bazemore (bad pass; steal by D. Lillard),,90,72
309,3,3:29.0,,G. Trent misses 3-pt jump shot from 25 ft,90,72
310,3,3:26.0,Defensive rebound by K. Bazemore,,90,72
311,3,3:14.0,R. Holmes misses 2-pt hook shot from 7 ft,,90,72
312,3,3:12.0,,Defensive rebound by T. Ariza,90,72
313,3,3:06.0,,Personal foul by R. Holmes (drawn by D. Lillard),90,72
314,3,3:06.0,,Portland full timeout,90,72
315,3,3:06.0,,M. Hezonja enters the game for C. McCollum,90,72
316,3,3:01.0,,Personal foul by C. Joseph (drawn by D. Lillard),90,72
317,3,3:01.0,,D. Lillard misses free throw 1 of 2,90,72
318,3,3:01.0,,Offensive rebound by Team,90,72
319,3,3:01.0,,D. Lillard makes free throw 2 of 2,90,73
320,3,2:36.0,K. Bazemore misses 3-pt jump shot from 25 ft,,90,73
321,3,2:33.0,Offensive rebound by R. Holmes,,90,73
322,3,2:33.0,R. Holmes misses 2-pt layup from 1 ft,,90,73
323,3,2:31.0,Offensive rebound by H. Barnes,,90,73
324,3,2:22.0,H. Barnes misses 2-pt jump shot from 12 ft,,90,73
325,3,2:21.0,,Defensive rebound by Team,90,73
326,3,2:11.0,,M. Hezonja makes 3-pt jump shot from 26 ft (assist by D. Lillard),90,76
327,3,1:54.0,C. Joseph makes 2-pt jump shot from 13 ft,,92,76
328,3,1:37.0,,D. Lillard misses 3-pt jump shot from 25 ft,92,76
329,3,1:36.0,Defensive rebound by R. Holmes,,92,76
330,3,1:25.0,B. Hield makes 3-pt jump shot from 26 ft,,95,76
331,3,1:14.0,,Personal foul by K. Bazemore (drawn by H. Whiteside),95,76
332,3,1:14.0,,H. Whiteside makes free throw 1 of 2,95,77
333,3,1:14.0,,A. Simons enters the game for T. Ariza,95,77
334,3,1:14.0,,H. Whiteside makes free throw 2 of 2,95,78
335,3,1:03.0,B. Hield misses 3-pt jump shot from 27 ft,,95,78
336,3,0:59.0,,Defensive rebound by H. Whiteside,95,78
337,3,0:53.0,,M. Hezonja misses 2-pt jump shot from 3 ft,95,78
338,3,0:52.0,Defensive rebound by R. Holmes,,95,78
339,3,0:36.0,Personal foul by A. Simons (drawn by R. Holmes),,95,78
340,3,0:36.0,R. Holmes makes free throw 1 of 2,,96,78
341,3,0:36.0,R. Holmes makes free throw 2 of 2,,97,78
342,3,0:29.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by D. Lillard),97,80
343,3,0:29.0,,Shooting foul by R. Holmes (drawn by H. Whiteside),97,80
344,3,0:29.0,N. Bjelica enters the game for R. Holmes,,97,80
345,3,0:29.0,,H. Whiteside misses free throw 1 of 1,97,80
346,3,0:27.0,Defensive rebound by H. Barnes,,97,80
347,3,0:09.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by C. Joseph),,100,80
348,3,0:00.0,,H. Whiteside misses 2-pt jump shot from 9 ft,100,80
349,3,0:00.0,,Offensive rebound by Team,100,80
350,4,11:45.0,B. Hield makes 2-pt layup from 1 ft (assist by K. Bazemore),,102,80
351,4,11:35.0,,Turnover by M. Hezonja (bad pass; steal by D. Fox),102,80
352,4,11:25.0,K. Bazemore makes 2-pt dunk at rim (assist by D. Fox),,104,80
353,4,11:06.0,,C. McCollum misses 3-pt jump shot from 25 ft,104,80
354,4,11:04.0,Defensive rebound by B. Hield,,104,80
355,4,10:52.0,Personal foul by G. Trent (drawn by D. Fox),,104,80
356,4,10:39.0,Turnover by C. Joseph (lost ball; steal by A. Simons),,104,80
357,4,10:30.0,,A. Simons makes 2-pt dunk from 2 ft (assist by M. Hezonja),104,82
358,4,10:11.0,Shooting foul by C. McCollum (drawn by D. Fox),,104,82
359,4,10:11.0,D. Fox makes free throw 1 of 2,,105,82
360,4,10:11.0,D. Fox makes free throw 2 of 2,,106,82
361,4,9:53.0,,W. Gabriel misses 3-pt jump shot from 25 ft,106,82
362,4,9:51.0,Defensive rebound by K. Bazemore,,106,82
363,4,9:38.0,Shooting foul by M. Hezonja (drawn by D. Fox),,106,82
364,4,9:38.0,D. Fox makes free throw 1 of 2,,107,82
365,4,9:38.0,,T. Ariza enters the game for W. Gabriel,107,82
366,4,9:38.0,,D. Lillard enters the game for M. Hezonja,107,82
367,4,9:38.0,,H. Whiteside enters the game for A. Simons,107,82
368,4,9:38.0,D. Fox makes free throw 2 of 2,,108,82
369,4,9:24.0,,Turnover by C. McCollum (lost ball; steal by K. Bazemore),108,82
370,4,9:19.0,Turnover by H. Giles (lost ball; steal by C. McCollum),,108,82
371,4,9:19.0,,Personal take foul by B. Hield (drawn by C. McCollum),108,82
372,4,9:03.0,,G. Trent makes 2-pt jump shot from 18 ft,108,84
373,4,8:48.0,Shooting foul by G. Trent (drawn by D. Fox),,108,84
374,4,8:48.0,D. Fox makes free throw 1 of 2,,109,84
375,4,8:48.0,D. Fox makes free throw 2 of 2,,110,84
376,4,8:34.0,,D. Lillard makes 2-pt layup from 1 ft,110,86
377,4,8:12.0,Turnover by B. Hield (back court),,110,86
378,4,8:08.0,,Personal foul by D. Fox (drawn by C. McCollum),110,86
379,4,8:08.0,H. Barnes enters the game for K. Bazemore,,110,86
