,QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
0,1,11:37.0,A. Holiday misses 3-pt jump shot from 26 ft,,0,0
1,1,11:35.0,,Defensive rebound by D. Jones,0,0
2,1,11:20.0,,B. Fernando makes 2-pt hook shot from 10 ft (assist by K. Huerter),0,2
3,1,11:02.0,Personal foul by B. Fernando (drawn by D. Sabonis),,0,2
4,1,10:49.0,A. Holiday misses 2-pt jump shot from 19 ft,,0,2
5,1,10:46.0,,Defensive rebound by D. Jones,0,2
6,1,10:34.0,,K. Huerter misses 2-pt jump shot from 16 ft,0,2
7,1,10:32.0,Defensive rebound by M. Turner,,0,2
8,1,10:23.0,M. Turner misses 3-pt jump shot from 27 ft,,0,2
9,1,10:20.0,,Defensive rebound by D. Jones,0,2
10,1,10:07.0,,K. Huerter makes 2-pt jump shot from 11 ft (assist by D. Jones),0,4
11,1,9:52.0,D. Sabonis misses 3-pt jump shot from 26 ft,,0,4
12,1,9:50.0,,Defensive rebound by D. Jones,0,4
13,1,9:42.0,,B. Fernando misses 3-pt jump shot from 25 ft,0,4
14,1,9:39.0,Defensive rebound by T. Warren,,0,4
15,1,9:28.0,D. Sabonis makes 2-pt hook shot from 10 ft,,2,4
16,1,9:11.0,,D. Jones makes 2-pt layup from 4 ft (assist by K. Huerter),2,6
17,1,9:00.0,Shooting foul by K. Huerter (drawn by J. Lamb),,2,6
18,1,9:00.0,J. Lamb makes free throw 1 of 2,,3,6
19,1,9:00.0,J. Lamb makes free throw 2 of 2,,4,6
20,1,8:47.0,,Shooting foul by D. Sabonis (drawn by B. Fernando),4,6
21,1,8:47.0,,B. Fernando makes free throw 1 of 2,4,7
22,1,8:47.0,,B. Fernando makes free throw 2 of 2,4,8
23,1,8:34.0,T. Warren makes 2-pt hook shot from 11 ft (assist by A. Holiday),,6,8
24,1,8:26.0,,T. Young makes 2-pt jump shot from 5 ft,6,10
25,1,8:12.0,Personal foul by T. Young (drawn by A. Holiday),,6,10
26,1,8:09.0,Turnover by T. Warren (bad pass; steal by T. Young),,6,10
27,1,8:04.0,,T. Young makes 2-pt layup from 3 ft,6,12
28,1,7:52.0,J. Lamb misses 3-pt jump shot from 26 ft,,6,12
29,1,7:49.0,,Defensive rebound by D. Jones,6,12
30,1,7:43.0,,T. Young makes 2-pt jump shot from 17 ft,6,14
31,1,7:35.0,Indiana full timeout,,6,14
32,1,7:29.0,Shooting foul by D. Jones (drawn by M. Turner),,6,14
33,1,7:29.0,M. Turner makes free throw 1 of 2,,7,14
34,1,7:29.0,M. Turner misses free throw 2 of 2,,7,14
35,1,7:26.0,Offensive rebound by D. Sabonis,,7,14
36,1,7:16.0,D. Sabonis makes 2-pt hook shot from 9 ft,,9,14
37,1,7:01.0,,Personal foul by T. Warren (drawn by D. Hunter),9,14
38,1,7:01.0,,A. Len enters the game for D. Jones,9,14
39,1,6:56.0,Violation by Team (kicked ball),,9,14
40,1,6:45.0,,K. Huerter makes 3-pt jump shot from 27 ft (assist by B. Fernando),9,17
41,1,6:33.0,M. Turner misses 2-pt jump shot from 14 ft,,9,17
42,1,6:30.0,,Defensive rebound by A. Len,9,17
43,1,6:30.0,,Personal foul by D. Sabonis (drawn by T. Young),9,17
44,1,6:30.0,J. Holiday enters the game for D. Sabonis,,9,17
45,1,6:30.0,,V. Carter enters the game for B. Fernando,9,17
46,1,6:19.0,,Shooting foul by J. Lamb (drawn by A. Len),9,17
47,1,6:19.0,,A. Len makes free throw 1 of 2,9,18
48,1,6:19.0,,A. Len makes free throw 2 of 2,9,19
49,1,6:08.0,T. Warren misses 2-pt jump shot from 17 ft,,9,19
50,1,6:05.0,,Defensive rebound by V. Carter,9,19
51,1,5:47.0,,V. Carter misses 3-pt jump shot from 25 ft,9,19
52,1,5:42.0,Defensive rebound by J. Holiday,,9,19
53,1,5:34.0,M. Turner misses 3-pt jump shot from 26 ft,,9,19
54,1,5:31.0,,Defensive rebound by K. Huerter,9,19
55,1,5:23.0,,Shooting foul by A. Holiday (drawn by T. Young),9,19
56,1,5:23.0,,T. Young misses free throw 1 of 2,9,19
57,1,5:23.0,,Offensive rebound by Team,9,19
58,1,5:23.0,,D. Bembry enters the game for D. Hunter,9,19
59,1,5:23.0,,T. Young makes free throw 2 of 2,9,20
60,1,5:10.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by J. Lamb),,12,20
61,1,4:58.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by T. Young),12,23
62,1,4:48.0,J. Lamb misses 2-pt layup from 6 ft,,12,23
63,1,4:44.0,,Defensive rebound by K. Huerter,12,23
64,1,4:41.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),12,25
65,1,4:25.0,A. Holiday makes 2-pt jump shot from 9 ft,,14,25
66,1,3:59.0,,T. Young makes 3-pt jump shot from 25 ft,14,28
67,1,3:59.0,T. McConnell enters the game for A. Holiday,,14,28
68,1,3:59.0,E. Sumner enters the game for J. Lamb,,14,28
69,1,3:43.0,Turnover by T. McConnell (bad pass; steal by D. Bembry),,14,28
70,1,3:39.0,,D. Bembry makes 2-pt dunk from 1 ft,14,30
71,1,3:33.0,Indiana full timeout,,14,30
72,1,3:15.0,Turnover by T. Warren (lost ball; steal by D. Bembry),,14,30
73,1,3:00.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by D. Bembry),14,33
74,1,2:47.0,J. Holiday misses 2-pt jump shot from 13 ft,,14,33
75,1,2:45.0,,Defensive rebound by D. Bembry,14,33
76,1,2:26.0,,V. Carter misses 2-pt hook shot from 6 ft,14,33
77,1,2:20.0,,Offensive rebound by A. Len,14,33
78,1,2:20.0,,A. Len makes 2-pt layup at rim,14,35
79,1,2:13.0,T. Warren makes 2-pt jump shot from 14 ft (assist by M. Turner),,16,35
80,1,1:44.0,,T. Young makes 3-pt jump shot from 26 ft (assist by A. Len),16,38
81,1,1:29.0,M. Turner makes 3-pt jump shot from 26 ft (assist by T. McConnell),,19,38
82,1,1:05.0,,K. Huerter misses 3-pt jump shot from 26 ft,19,38
83,1,1:00.0,Defensive rebound by E. Sumner,,19,38
84,1,0:58.0,Shooting foul by V. Carter (drawn by M. Turner),,19,38
85,1,0:58.0,M. Turner makes free throw 1 of 2,,20,38
86,1,0:58.0,D. McDermott enters the game for T. Warren,,20,38
87,1,0:58.0,M. Turner makes free throw 2 of 2,,21,38
88,1,0:42.0,,K. Huerter misses 2-pt layup from 10 ft,21,38
89,1,0:40.0,Defensive rebound by J. Holiday,,21,38
90,1,0:38.0,Shooting foul by D. Bembry (drawn by J. Holiday),,21,38
91,1,0:38.0,J. Holiday makes free throw 1 of 2,,22,38
92,1,0:38.0,J. Holiday makes free throw 2 of 2,,23,38
93,1,0:30.0,,Shooting foul by E. Sumner (drawn by T. Young),23,38
94,1,0:30.0,,T. Young makes free throw 1 of 2,23,39
95,1,0:30.0,,D. Hunter enters the game for K. Huerter,23,39
96,1,0:30.0,,T. Young makes free throw 2 of 2,23,40
97,1,0:12.0,M. Turner makes 2-pt jump shot from 10 ft (assist by J. Holiday),,25,40
98,1,0:12.0,Shooting foul by V. Carter (drawn by M. Turner),,25,40
99,1,0:12.0,M. Turner makes free throw 1 of 1,,26,40
100,1,0:03.0,,T. Young makes 3-pt jump shot from 28 ft,26,43
101,1,0:00.0,J. Holiday misses 3-pt jump shot from 52 ft,,26,43
102,1,0:00.0,Offensive rebound by Team,,26,43
103,2,11:41.0,,B. Fernando misses 2-pt jump shot from 19 ft,26,43
104,2,11:38.0,,Offensive rebound by B. Goodwin,26,43
105,2,11:36.0,,B. Goodwin makes 2-pt layup from 2 ft,26,45
106,2,11:27.0,Personal foul by D. Bembry (drawn by D. McDermott),,26,45
107,2,11:12.0,D. McDermott misses 2-pt layup from 3 ft (block by D. Bembry),,26,45
108,2,11:09.0,,Defensive rebound by B. Fernando,26,45
109,2,10:56.0,,D. Bembry misses 3-pt jump shot from 23 ft,26,45
110,2,10:54.0,Defensive rebound by E. Sumner,,26,45
111,2,10:48.0,E. Sumner misses 2-pt layup from 2 ft,,26,45
112,2,10:47.0,Offensive rebound by D. Sabonis,,26,45
113,2,10:38.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,29,45
114,2,10:21.0,,D. Hunter misses 3-pt jump shot from 26 ft,29,45
115,2,10:21.0,Defensive rebound by Team,,29,45
116,2,10:10.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by T. McConnell),,32,45
117,2,9:53.0,,A. Crabbe misses 2-pt jump shot from 19 ft,32,45
118,2,9:51.0,,Offensive rebound by Team,32,45
119,2,9:43.0,,B. Fernando makes 2-pt dunk from 4 ft (assist by A. Crabbe),32,47
120,2,9:28.0,Personal foul by A. Crabbe (drawn by D. Sabonis),,32,47
121,2,9:18.0,D. McDermott misses 3-pt jump shot from 25 ft,,32,47
122,2,9:14.0,,Defensive rebound by A. Crabbe,32,47
123,2,9:04.0,,D. Bembry misses 3-pt jump shot from 26 ft,32,47
124,2,9:02.0,Defensive rebound by D. Sabonis,,32,47
125,2,8:54.0,D. Sabonis makes 2-pt dunk from 2 ft (assist by T. McConnell),,34,47
126,2,8:53.0,,Atlanta full timeout,34,47
127,2,8:53.0,,K. Huerter enters the game for D. Bembry,34,47
128,2,8:36.0,,B. Goodwin makes 2-pt jump shot from 14 ft,34,49
129,2,8:20.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by T. McConnell),,37,49
130,2,8:02.0,,Turnover by A. Crabbe (bad pass; steal by D. Sabonis),37,49
131,2,7:58.0,J. Holiday makes 2-pt dunk from 2 ft (assist by D. Sabonis),,39,49
132,2,7:34.0,,B. Goodwin misses 2-pt jump shot from 15 ft,39,49
133,2,7:32.0,Defensive rebound by J. Holiday,,39,49
134,2,7:28.0,Turnover by T. McConnell (bad pass),,39,49
135,2,7:28.0,,T. Young enters the game for B. Goodwin,39,49
136,2,7:20.0,,Personal foul by E. Sumner (drawn by T. Young),39,49
137,2,7:20.0,A. Holiday enters the game for E. Sumner,,39,49
138,2,7:20.0,,D. Bembry enters the game for D. Hunter,39,49
139,2,7:08.0,,K. Huerter misses 3-pt jump shot from 27 ft,39,49
140,2,7:05.0,,Offensive rebound by B. Fernando,39,49
141,2,7:03.0,,T. Young makes 3-pt jump shot from 30 ft (assist by B. Fernando),39,52
142,2,6:40.0,Turnover by D. Sabonis (lost ball; steal by D. Bembry),,39,52
143,2,6:24.0,,A. Crabbe misses 2-pt jump shot from 10 ft,39,52
144,2,6:22.0,,Offensive rebound by Team,39,52
145,2,6:22.0,J. Lamb enters the game for J. Holiday,,39,52
146,2,6:22.0,T. Warren enters the game for T. McConnell,,39,52
147,2,6:20.0,,Turnover by T. Young (bad pass),39,52
148,2,6:07.0,A. Holiday makes 2-pt layup from 3 ft,,41,52
149,2,5:44.0,,T. Young makes 3-pt jump shot from 30 ft (assist by B. Fernando),41,55
150,2,5:30.0,D. Sabonis makes 2-pt layup from 2 ft (assist by A. Holiday),,43,55
151,2,5:30.0,Shooting foul by B. Fernando (drawn by D. Sabonis),,43,55
152,2,5:30.0,,D. Jones enters the game for B. Fernando,43,55
153,2,5:30.0,D. Sabonis makes free throw 1 of 1,,44,55
154,2,5:19.0,,Shooting foul by A. Holiday (drawn by T. Young),44,55
155,2,5:19.0,,T. Young makes free throw 1 of 2,44,56
156,2,5:19.0,,T. Young makes free throw 2 of 2,44,57
157,2,5:01.0,A. Holiday misses 2-pt layup from 4 ft,,44,57
158,2,4:57.0,Offensive rebound by D. Sabonis,,44,57
159,2,4:57.0,D. Sabonis misses 2-pt layup from 1 ft,,44,57
160,2,4:56.0,,Defensive rebound by T. Young,44,57
161,2,4:51.0,,K. Huerter misses 2-pt layup from 2 ft,44,57
162,2,4:48.0,Defensive rebound by D. Sabonis,,44,57
163,2,4:32.0,Offensive foul by J. Lamb (drawn by T. Young),,44,57
164,2,4:32.0,Turnover by J. Lamb (offensive foul),,44,57
165,2,4:32.0,J. Holiday enters the game for D. McDermott,,44,57
166,2,4:21.0,,T. Young makes 2-pt jump shot from 11 ft,44,59
167,2,4:09.0,T. Warren misses 3-pt jump shot from 23 ft,,44,59
168,2,4:07.0,Offensive rebound by D. Sabonis,,44,59
