,QUARTER,TIME_REMAINING,DALLAS_ACTION,ATLANTA_ACTION,DALLAS_SCORE,ATLANTA_SCORE
67,1,5:46.0,,T. Young makes free throw 2 of 2,18,15
68,1,5:46.0,,J. Teague enters the game for T. Graham,18,15
69,1,5:33.0,M. Kleber misses 2-pt layup from 2 ft (block by D. Dedmon),,18,15
70,1,5:30.0,Offensive rebound by M. Kleber,,18,15
71,1,5:29.0,M. Kleber misses 2-pt layup from 2 ft,,18,15
72,1,5:28.0,,Defensive rebound by C. Reddish,18,15
73,1,5:28.0,J. Jackson enters the game for M. Kidd-Gilchrist,,18,15
74,1,5:19.0,,K. Huerter misses 3-pt jump shot from 23 ft,18,15
75,1,5:16.0,Defensive rebound by C. Lee,,18,15
76,1,5:09.0,S. Curry makes 2-pt layup from 5 ft,,20,15
77,1,4:56.0,,T. Young misses 2-pt layup from 1 ft (block by C. Lee),20,15
78,1,4:54.0,Defensive rebound by M. Kleber,,20,15
79,1,4:49.0,S. Curry makes 3-pt jump shot from 28 ft,,23,15
80,1,4:47.0,,Atlanta full timeout,23,15
81,1,4:47.0,J. Barea enters the game for M. Kleber,,23,15
82,1,4:47.0,B. Marjanović enters the game for D. Wright,,23,15
83,1,4:47.0,,V. Carter enters the game for T. Young,23,15
84,1,4:36.0,,C. Reddish makes 2-pt layup from 3 ft (assist by D. Dedmon),23,17
85,1,4:25.0,S. Curry misses 2-pt jump shot from 10 ft,,23,17
86,1,4:22.0,,Defensive rebound by D. Dedmon,23,17
87,1,4:10.0,,K. Huerter misses 2-pt layup from 1 ft (block by B. Marjanović),23,17
88,1,4:08.0,Defensive rebound by J. Barea,,23,17
89,1,4:03.0,S. Curry makes 2-pt layup from 2 ft (assist by J. Barea),,25,17
90,1,4:03.0,Shooting foul by J. Teague (drawn by S. Curry),,25,17
91,1,4:03.0,S. Curry makes free throw 1 of 1,,26,17
92,1,3:55.0,,J. Teague misses 3-pt jump shot from 26 ft,26,17
93,1,3:51.0,Defensive rebound by J. Barea,,26,17
94,1,3:40.0,Personal foul by J. Teague (drawn by J. Jackson),,26,17
95,1,3:40.0,,B. Goodwin enters the game for J. Teague,26,17
96,1,3:31.0,S. Curry misses 2-pt layup from 3 ft,,26,17
97,1,3:27.0,Offensive rebound by B. Marjanović,,26,17
98,1,3:27.0,B. Marjanović makes 2-pt dunk at rim,,28,17
99,1,3:19.0,,Shooting foul by B. Marjanović (drawn by C. Reddish),28,17
100,1,3:19.0,,C. Reddish makes free throw 1 of 2,28,18
101,1,3:19.0,,C. Reddish makes free throw 2 of 2,28,19
102,1,3:09.0,J. Barea makes 2-pt jump shot from 8 ft,,30,19
103,1,2:49.0,,D. Dedmon misses 2-pt jump shot from 12 ft,30,19
104,1,2:46.0,Defensive rebound by B. Marjanović,,30,19
105,1,2:34.0,B. Marjanović misses 2-pt jump shot from 11 ft,,30,19
106,1,2:32.0,,Defensive rebound by K. Huerter,30,19
107,1,2:25.0,,K. Huerter misses 2-pt jump shot from 12 ft,30,19
108,1,2:21.0,Defensive rebound by J. Barea,,30,19
109,1,2:16.0,J. Barea misses 2-pt jump shot from 10 ft,,30,19
110,1,2:14.0,,Defensive rebound by D. Dedmon,30,19
111,1,2:01.0,,B. Goodwin misses 3-pt jump shot from 24 ft,30,19
112,1,1:59.0,Defensive rebound by J. Jackson,,30,19
113,1,1:37.0,J. Jackson misses 3-pt jump shot from 26 ft,,30,19
114,1,1:33.0,,Defensive rebound by D. Dedmon,30,19
115,1,1:27.0,,D. Dedmon misses 3-pt jump shot from 25 ft,30,19
116,1,1:24.0,Defensive rebound by J. Jackson,,30,19
117,1,1:12.0,Turnover by J. Barea (bad pass; steal by K. Huerter),,30,19
118,1,1:08.0,,B. Goodwin makes 2-pt layup from 1 ft (assist by K. Huerter),30,21
119,1,1:06.0,Dallas full timeout,,30,21
120,1,1:06.0,T. Hardaway enters the game for S. Curry,,30,21
121,1,1:06.0,M. Kleber enters the game for B. Marjanović,,30,21
122,1,1:06.0,,B. Fernando enters the game for D. Dedmon,30,21
123,1,1:06.0,,T. Graham enters the game for K. Huerter,30,21
124,1,1:06.0,,T. Young enters the game for C. Reddish,30,21
125,1,0:53.0,T. Hardaway makes 2-pt jump shot from 10 ft,,32,21
126,1,0:53.0,Shooting foul by B. Goodwin (drawn by T. Hardaway),,32,21
127,1,0:53.0,T. Hardaway makes free throw 1 of 1,,33,21
128,1,0:40.0,,T. Young misses 2-pt layup from 1 ft (block by M. Kleber),33,21
129,1,0:39.0,,Offensive rebound by Team,33,21
130,1,0:37.0,,T. Graham misses 2-pt layup from 1 ft,33,21
131,1,0:32.0,,Offensive rebound by T. Graham,33,21
132,1,0:30.0,,B. Goodwin misses 3-pt jump shot from 25 ft,33,21
133,1,0:26.0,Defensive rebound by J. Barea,,33,21
134,1,0:08.0,J. Barea makes 2-pt jump shot from 11 ft,,35,21
135,1,0:00.0,,T. Graham misses 3-pt jump shot from 23 ft,35,21
136,1,0:00.0,,Offensive rebound by Team,35,21
137,2,11:42.0,Violation by Team (kicked ball),,35,21
138,2,11:39.0,,J. Collins makes 3-pt jump shot from 27 ft (assist by B. Fernando),35,24
139,2,11:27.0,Shooting foul by T. Young (drawn by C. Lee),,35,24
140,2,11:27.0,C. Lee makes free throw 1 of 2,,36,24
141,2,11:27.0,C. Lee misses free throw 2 of 2,,36,24
142,2,11:25.0,,Defensive rebound by J. Collins,36,24
143,2,11:15.0,,J. Collins makes 3-pt jump shot from 25 ft (assist by T. Young),36,27
144,2,10:59.0,J. Barea misses 3-pt jump shot from 25 ft,,36,27
145,2,10:56.0,Offensive rebound by J. Barea,,36,27
146,2,10:55.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Barea),,39,27
147,2,10:30.0,,B. Fernando makes 2-pt hook shot from 7 ft (assist by T. Graham),39,29
148,2,10:20.0,M. Kleber makes 3-pt jump shot from 25 ft (assist by J. Barea),,42,29
149,2,10:13.0,,Personal foul by C. Lee (drawn by J. Teague),42,29
150,2,10:10.0,,Personal foul by T. Hardaway (drawn by T. Young),42,29
151,2,10:03.0,,B. Fernando makes 2-pt dunk from 1 ft (assist by T. Young),42,31
152,2,9:51.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by J. Barea),,45,31
153,2,9:41.0,,J. Teague makes 2-pt layup at rim,45,33
154,2,9:27.0,J. Barea makes 2-pt layup from 1 ft,,47,33
155,2,9:18.0,,T. Young makes 2-pt jump shot from 13 ft,47,35
156,2,9:03.0,Personal foul by T. Graham (drawn by M. Kleber),,47,35
157,2,9:03.0,,C. Reddish enters the game for J. Teague,47,35
158,2,8:55.0,Personal foul by C. Reddish (drawn by T. Hardaway),,47,35
159,2,8:47.0,Turnover by J. Barea (lost ball; steal by J. Collins),,47,35
160,2,8:40.0,,Turnover by T. Young (bad pass; steal by C. Lee),47,35
161,2,8:31.0,J. Jackson makes 2-pt dunk from 2 ft (assist by C. Lee),,49,35
162,2,8:29.0,,Atlanta full timeout,49,35
163,2,8:29.0,D. Finney-Smith enters the game for J. Barea,,49,35
164,2,8:29.0,D. Wright enters the game for M. Kleber,,49,35
165,2,8:29.0,,K. Huerter enters the game for B. Fernando,49,35
166,2,8:15.0,,C. Reddish misses 3-pt jump shot from 26 ft,49,35
167,2,8:15.0,,Offensive rebound by Team,49,35
168,2,8:15.0,Loose ball foul by J. Jackson (drawn by J. Collins),,49,35
169,2,8:06.0,,J. Collins misses 2-pt layup from 4 ft,49,35
170,2,8:03.0,Defensive rebound by C. Lee,,49,35
171,2,7:58.0,D. Wright makes 2-pt layup from 1 ft,,51,35
172,2,7:47.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),51,37
173,2,7:27.0,Shooting foul by C. Reddish (drawn by J. Jackson),,51,37
174,2,7:27.0,J. Jackson misses free throw 1 of 2,,51,37
175,2,7:27.0,Offensive rebound by Team,,51,37
176,2,7:27.0,J. Jackson makes free throw 2 of 2,,52,37
177,2,7:12.0,,C. Reddish makes 2-pt layup from 3 ft (assist by T. Graham),52,39
178,2,6:51.0,T. Hardaway makes 2-pt layup from 3 ft,,54,39
179,2,6:40.0,,J. Collins makes 2-pt layup from 3 ft (assist by K. Huerter),54,41
180,2,6:40.0,,Shooting foul by T. Hardaway (drawn by J. Collins),54,41
181,2,6:40.0,S. Curry enters the game for T. Hardaway,,54,41
182,2,6:40.0,,J. Collins makes free throw 1 of 1,54,42
183,2,6:29.0,C. Lee misses 3-pt jump shot from 23 ft,,54,42
184,2,6:25.0,,Defensive rebound by T. Young,54,42
185,2,6:12.0,,T. Young misses 2-pt jump shot from 9 ft,54,42
186,2,6:08.0,Defensive rebound by J. Jackson,,54,42
187,2,6:04.0,D. Wright makes 3-pt jump shot from 24 ft (assist by S. Curry),,57,42
188,2,5:45.0,,Personal foul by C. Lee (drawn by J. Collins),57,42
189,2,5:45.0,,J. Collins makes free throw 1 of 2,57,43
190,2,5:45.0,M. Kleber enters the game for J. Jackson,,57,43
191,2,5:45.0,,D. Dedmon enters the game for T. Graham,57,43
192,2,5:45.0,,J. Collins misses free throw 2 of 2,57,43
193,2,5:42.0,Defensive rebound by D. Finney-Smith,,57,43
194,2,5:22.0,C. Lee misses 3-pt jump shot from 26 ft,,57,43
195,2,5:18.0,,Defensive rebound by D. Dedmon,57,43
196,2,5:14.0,,K. Huerter makes 3-pt jump shot from 23 ft (assist by C. Reddish),57,46
197,2,4:48.0,D. Wright makes 2-pt layup from 1 ft,,59,46
198,2,4:36.0,,J. Collins makes 2-pt layup from 4 ft (assist by T. Young),59,48
199,2,4:35.0,Dallas full timeout,,59,48
200,2,4:35.0,T. Hardaway enters the game for C. Lee,,59,48
201,2,4:11.0,D. Finney-Smith misses 2-pt jump shot from 6 ft,,59,48
202,2,4:09.0,,Defensive rebound by C. Reddish,59,48
203,2,4:08.0,,Shooting foul by D. Wright (drawn by C. Reddish),59,48
204,2,4:08.0,,C. Reddish makes free throw 1 of 2,59,49
205,2,4:08.0,,C. Reddish makes free throw 2 of 2,59,50
206,2,3:57.0,T. Hardaway makes 2-pt jump shot from 7 ft (assist by D. Wright),,61,50
207,2,3:40.0,,C. Reddish makes 2-pt jump shot from 17 ft (assist by J. Collins),61,52
208,2,3:19.0,T. Hardaway misses 3-pt jump shot from 23 ft,,61,52
209,2,3:16.0,,Defensive rebound by J. Collins,61,52
210,2,3:14.0,,Shooting foul by D. Finney-Smith (drawn by C. Reddish),61,52
211,2,3:14.0,,C. Reddish misses free throw 1 of 2,61,52
212,2,3:14.0,,Offensive rebound by Team,61,52
213,2,3:14.0,J. Barea enters the game for D. Wright,,61,52
214,2,3:14.0,,C. Reddish makes free throw 2 of 2,61,53
215,2,3:03.0,Turnover by T. Hardaway (lost ball; steal by K. Huerter),,61,53
216,2,2:57.0,,C. Reddish makes 2-pt layup from 4 ft (assist by K. Huerter),61,55
217,2,2:57.0,,Shooting foul by M. Kleber (drawn by C. Reddish),61,55
218,2,2:57.0,,C. Reddish makes free throw 1 of 1,61,56
219,2,2:43.0,S. Curry misses 3-pt jump shot from 30 ft,,61,56
220,2,2:38.0,Offensive rebound by M. Kleber,,61,56
221,2,2:35.0,T. Hardaway misses 2-pt layup from 7 ft (block by J. Collins),,61,56
222,2,2:33.0,,Defensive rebound by C. Reddish,61,56
223,2,2:25.0,,Turnover by T. Young (bad pass; steal by S. Curry),61,56
224,2,2:20.0,J. Barea misses 3-pt jump shot from 23 ft,,61,56
225,2,2:16.0,,Defensive rebound by K. Huerter,61,56
226,2,2:05.0,,C. Reddish misses 3-pt jump shot from 25 ft,61,56
227,2,2:03.0,Defensive rebound by S. Curry,,61,56
228,2,1:57.0,S. Curry makes 2-pt layup from 1 ft,,63,56
229,2,1:33.0,,Offensive foul by C. Reddish (drawn by T. Hardaway),63,56
230,2,1:33.0,,Turnover by C. Reddish (offensive foul),63,56
231,2,1:33.0,,T. Graham enters the game for C. Reddish,63,56
232,2,1:10.0,J. Barea misses 3-pt jump shot from 22 ft,,63,56
233,2,1:06.0,,Defensive rebound by D. Dedmon,63,56
234,2,0:55.0,,K. Huerter misses 3-pt jump shot from 27 ft,63,56
235,2,0:52.0,Defensive rebound by Team,,63,56
236,2,0:52.0,Technical foul by D. Dedmon,,63,56
237,2,0:52.0,S. Curry makes technical free throw,,64,56
238,2,0:52.0,,Loose ball foul by D. Dedmon (drawn by T. Hardaway),64,56
239,2,0:52.0,T. Hardaway makes free throw 1 of 2,,65,56
240,2,0:52.0,,V. Carter enters the game for D. Dedmon,65,56
241,2,0:52.0,T. Hardaway makes free throw 2 of 2,,66,56
242,2,0:52.0,D. Wright enters the game for J. Barea,,66,56
243,2,0:34.0,,T. Young makes 2-pt layup from 1 ft,66,58
244,2,0:28.0,T. Hardaway misses 3-pt jump shot from 28 ft,,66,58
245,2,0:24.0,,Defensive rebound by J. Collins,66,58
246,2,0:02.0,,T. Young misses 3-pt jump shot from 28 ft,66,58
247,2,0:02.0,,Offensive rebound by Team,66,58
248,3,11:41.0,,K. Huerter misses 3-pt jump shot from 27 ft,66,58
249,3,11:37.0,Defensive rebound by T. Hardaway,,66,58
250,3,11:25.0,M. Kleber makes 2-pt dunk from 1 ft (assist by T. Hardaway),,68,58
251,3,11:17.0,,C. Reddish misses 2-pt layup from 4 ft,68,58
252,3,11:13.0,,Offensive rebound by C. Reddish,68,58
253,3,11:13.0,,C. Reddish misses 2-pt layup at rim,68,58
254,3,11:11.0,,Offensive rebound by C. Reddish,68,58
255,3,11:11.0,,C. Reddish makes 2-pt layup at rim,68,60
256,3,10:52.0,Offensive foul by M. Kleber (drawn by T. Young),,68,60
257,3,10:52.0,Turnover by M. Kleber (offensive foul),,68,60
258,3,10:32.0,,D. Dedmon makes 2-pt layup from 4 ft (assist by K. Huerter),68,62
259,3,10:06.0,S. Curry misses 2-pt jump shot from 7 ft,,68,62
260,3,10:03.0,,Defensive rebound by D. Dedmon,68,62
261,3,9:44.0,,T. Young misses 3-pt jump shot from 28 ft,68,62
262,3,9:41.0,Defensive rebound by S. Curry,,68,62
263,3,9:30.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,68,62
264,3,9:28.0,Offensive rebound by Team,,68,62
265,3,9:28.0,,Loose ball foul by D. Dedmon (drawn by M. Kleber),68,62
266,3,9:14.0,T. Hardaway misses 3-pt jump shot from 28 ft,,68,62
267,3,9:10.0,,Defensive rebound by J. Collins,68,62
268,3,9:06.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),68,64
269,3,8:48.0,D. Wright misses 2-pt jump shot from 8 ft,,68,64
270,3,8:46.0,Offensive rebound by D. Finney-Smith,,68,64
271,3,8:46.0,D. Finney-Smith makes 2-pt layup from 1 ft,,70,64
272,3,8:46.0,Shooting foul by D. Dedmon (drawn by D. Finney-Smith),,70,64
273,3,8:46.0,,T. Graham enters the game for D. Dedmon,70,64
274,3,8:46.0,D. Finney-Smith misses free throw 1 of 1,,70,64
275,3,8:44.0,,Defensive rebound by J. Collins,70,64
276,3,8:29.0,,C. Reddish misses 3-pt jump shot from 24 ft,70,64
277,3,8:26.0,Defensive rebound by T. Hardaway,,70,64
278,3,8:15.0,S. Curry makes 2-pt layup from 2 ft (assist by M. Kleber),,72,64
279,3,7:57.0,,Turnover by J. Collins (traveling),72,64
280,3,7:37.0,M. Kleber misses 3-pt jump shot from 23 ft,,72,64
281,3,7:33.0,,Defensive rebound by C. Reddish,72,64
282,3,7:28.0,,C. Reddish misses 2-pt dunk from 2 ft (block by M. Kleber),72,64
283,3,7:24.0,Defensive rebound by D. Wright,,72,64
284,3,7:23.0,S. Curry misses 3-pt jump shot from 26 ft,,72,64
285,3,7:20.0,Offensive rebound by Team,,72,64
286,3,7:14.0,D. Wright makes 2-pt layup from 1 ft (assist by D. Finney-Smith),,74,64
287,3,7:12.0,,Atlanta full timeout,74,64
288,3,7:12.0,J. Jackson enters the game for D. Finney-Smith,,74,64
289,3,6:59.0,,C. Reddish misses 2-pt layup from 2 ft (block by M. Kleber),74,64
290,3,6:59.0,,Offensive rebound by Team,74,64
291,3,6:51.0,,T. Graham makes 3-pt jump shot from 23 ft (assist by C. Reddish),74,67
292,3,6:37.0,S. Curry makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,77,67
293,3,6:23.0,,K. Huerter misses 2-pt jump shot from 9 ft,77,67
294,3,6:20.0,Defensive rebound by J. Jackson,,77,67
295,3,6:13.0,Turnover by S. Curry (bad pass; steal by C. Reddish),,77,67
296,3,6:07.0,,T. Young makes 2-pt layup from 1 ft,77,69
297,3,5:45.0,S. Curry misses 3-pt jump shot from 26 ft,,77,69
298,3,5:42.0,,Defensive rebound by J. Collins,77,69
299,3,5:28.0,,K. Huerter misses 3-pt jump shot from 23 ft,77,69
300,3,5:24.0,Defensive rebound by J. Jackson,,77,69
301,3,5:15.0,Turnover by S. Curry (bad pass),,77,69
302,3,5:15.0,Loose ball foul by S. Curry (drawn by C. Reddish),,77,69
303,3,5:15.0,D. Finney-Smith enters the game for S. Curry,,77,69
304,3,5:15.0,C. Lee enters the game for M. Kleber,,77,69
305,3,5:15.0,,J. Teague enters the game for K. Huerter,77,69
306,3,5:04.0,,Shooting foul by C. Lee (drawn by J. Teague),77,69
307,3,5:04.0,,J. Teague misses free throw 1 of 2,77,69
308,3,5:04.0,,Offensive rebound by Team,77,69
309,3,5:04.0,,J. Teague makes free throw 2 of 2,77,70
310,3,4:56.0,J. Jackson misses 3-pt jump shot from 25 ft,,77,70
311,3,4:50.0,,Defensive rebound by J. Collins,77,70
312,3,4:46.0,,T. Young makes 2-pt jump shot from 3 ft,77,72
313,3,4:30.0,J. Jackson makes 2-pt layup from 1 ft (assist by D. Finney-Smith),,79,72
314,3,4:10.0,,J. Teague misses 3-pt jump shot from 25 ft,79,72
315,3,4:07.0,,Offensive rebound by T. Graham,79,72
316,3,4:07.0,,Shooting foul by D. Finney-Smith (drawn by T. Graham),79,72
317,3,4:07.0,,T. Graham misses free throw 1 of 2,79,72
318,3,4:07.0,,Offensive rebound by Team,79,72
319,3,4:07.0,,T. Graham misses free throw 2 of 2,79,72
320,3,4:05.0,Defensive rebound by J. Jackson,,79,72
321,3,3:59.0,C. Lee misses 3-pt jump shot from 23 ft,,79,72
322,3,3:54.0,Offensive rebound by D. Finney-Smith,,79,72
323,3,3:54.0,Shooting foul by T. Graham (drawn by D. Finney-Smith),,79,72
324,3,3:54.0,D. Finney-Smith makes free throw 1 of 2,,80,72
325,3,3:54.0,J. Barea enters the game for D. Wright,,80,72
326,3,3:54.0,,B. Goodwin enters the game for T. Young,80,72
327,3,3:54.0,D. Finney-Smith makes free throw 2 of 2,,81,72
328,3,3:44.0,,C. Reddish misses 3-pt jump shot from 24 ft,81,72
329,3,3:40.0,Defensive rebound by T. Hardaway,,81,72
330,3,3:31.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by C. Lee),,84,72
331,3,3:13.0,,J. Teague misses 2-pt layup from 1 ft (block by D. Finney-Smith),84,72
332,3,3:12.0,,Offensive rebound by J. Collins,84,72
333,3,3:12.0,,Shooting foul by C. Lee (drawn by J. Collins),84,72
334,3,3:12.0,,J. Collins makes free throw 1 of 2,84,73
335,3,3:12.0,,K. Huerter enters the game for C. Reddish,84,73
336,3,3:12.0,,J. Collins misses free throw 2 of 2,84,73
337,3,3:10.0,Defensive rebound by J. Jackson,,84,73
338,3,2:54.0,D. Finney-Smith makes 2-pt layup from 1 ft (assist by T. Hardaway),,86,73
339,3,2:37.0,,Turnover by J. Teague (bad pass; steal by C. Lee),86,73
340,3,2:27.0,T. Hardaway misses 3-pt jump shot from 26 ft,,86,73
341,3,2:24.0,,Defensive rebound by T. Graham,86,73
342,3,2:11.0,,J. Collins makes 2-pt layup from 4 ft (assist by B. Goodwin),86,75
343,3,2:10.0,Dallas full timeout,,86,75
344,3,2:10.0,S. Curry enters the game for D. Finney-Smith,,86,75
345,3,2:10.0,M. Kidd-Gilchrist enters the game for T. Hardaway,,86,75
346,3,2:10.0,,V. Carter enters the game for J. Collins,86,75
347,3,2:10.0,,B. Fernando enters the game for T. Graham,86,75
348,3,1:51.0,Turnover by J. Barea (bad pass),,86,75
349,3,1:43.0,,B. Goodwin misses 3-pt jump shot from 27 ft,86,75
350,3,1:41.0,Defensive rebound by C. Lee,,86,75
351,3,1:24.0,J. Barea misses 3-pt jump shot from 25 ft,,86,75
352,3,1:21.0,,Defensive rebound by K. Huerter,86,75
353,3,1:03.0,,V. Carter misses 2-pt jump shot from 16 ft,86,75
354,3,0:59.0,Defensive rebound by J. Barea,,86,75
355,3,0:51.0,Turnover by S. Curry (bad pass; steal by K. Huerter),,86,75
356,3,0:45.0,,J. Teague misses 2-pt jump shot from 7 ft,86,75
357,3,0:42.0,,Offensive rebound by B. Fernando,86,75
358,3,0:35.0,,B. Goodwin misses 2-pt layup from 9 ft (block by J. Barea),86,75
359,3,0:35.0,,Offensive rebound by Team,86,75
360,3,0:28.0,,J. Teague makes 2-pt jump shot from 10 ft,86,77
361,3,0:21.0,Personal foul by V. Carter (drawn by J. Barea),,86,77
362,3,0:08.0,J. Barea misses 2-pt layup from 2 ft,,86,77
363,3,0:05.0,Offensive rebound by M. Kidd-Gilchrist,,86,77
364,3,0:05.0,Turnover by M. Kidd-Gilchrist (bad pass),,86,77
365,3,0:01.0,,B. Goodwin misses 3-pt jump shot from 26 ft,86,77
366,3,0:00.0,Defensive rebound by C. Lee,,86,77
367,4,11:42.0,J. Jackson misses 2-pt layup from 2 ft,,86,77
368,4,11:40.0,,Defensive rebound by B. Fernando,86,77
369,4,11:26.0,,Turnover by C. Reddish (bad pass; steal by S. Curry),86,77
370,4,11:15.0,J. Barea misses 2-pt layup from 3 ft,,86,77
371,4,11:12.0,,Defensive rebound by B. Fernando,86,77
372,4,11:08.0,,Turnover by T. Young (bad pass),86,77
373,4,11:01.0,J. Barea makes 2-pt layup from 1 ft (assist by S. Curry),,88,77
374,4,10:54.0,,C. Reddish misses 3-pt jump shot from 23 ft,88,77
375,4,10:52.0,Defensive rebound by S. Curry,,88,77
376,4,10:40.0,Personal foul by C. Reddish (drawn by M. Kleber),,88,77
377,4,10:29.0,Shooting foul by V. Carter (drawn by J. Jackson),,88,77
378,4,10:29.0,J. Jackson makes free throw 1 of 2,,89,77
379,4,10:29.0,J. Jackson makes free throw 2 of 2,,90,77
380,4,10:08.0,,J. Teague makes 2-pt jump shot from 9 ft (assist by T. Young),90,79
381,4,9:55.0,Turnover by J. Barea (bad pass; steal by C. Reddish),,90,79
382,4,9:52.0,,C. Reddish makes 2-pt dunk from 1 ft,90,81
383,4,9:26.0,C. Lee misses 3-pt jump shot from 25 ft,,90,81
384,4,9:23.0,,Defensive rebound by V. Carter,90,81
385,4,9:17.0,,J. Teague misses 2-pt jump shot from 8 ft,90,81
