,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MILWAUKEE_ACTION,WASHINGTON_SCORE,MILWAUKEE_SCORE
124,1,0:00.0,Offensive rebound by Team,,28,42
125,2,11:46.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by T. Brown),,31,42
126,2,11:29.0,,E. Bledsoe makes 2-pt jump shot from 12 ft,31,44
127,2,11:29.0,,Shooting foul by G. Payton (drawn by E. Bledsoe),31,44
128,2,11:29.0,,E. Bledsoe makes free throw 1 of 1,31,45
129,2,11:19.0,Personal foul by P. Connaughton (drawn by D. Bertāns),,31,45
130,2,11:10.0,A. Pasečņiks makes 2-pt dunk from 2 ft (assist by I. Smith),,33,45
131,2,10:50.0,,P. Connaughton misses 3-pt jump shot from 25 ft,33,45
132,2,10:46.0,,Offensive rebound by B. Lopez,33,45
133,2,10:44.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,33,45
134,2,10:42.0,,Offensive rebound by E. Bledsoe,33,45
135,2,10:42.0,,E. Bledsoe misses 2-pt layup at rim,33,45
136,2,10:42.0,,Offensive rebound by E. Bledsoe,33,45
137,2,10:42.0,,E. Bledsoe makes 2-pt layup at rim,33,47
138,2,10:42.0,,Shooting foul by G. Payton (drawn by E. Bledsoe),33,47
139,2,10:42.0,,W. Matthews enters the game for D. DiVincenzo,33,47
140,2,10:42.0,,E. Bledsoe makes free throw 1 of 1,33,48
141,2,10:25.0,T. Brown misses 2-pt layup from 5 ft,,33,48
142,2,10:25.0,Offensive rebound by T. Brown,,33,48
143,2,10:25.0,Shooting foul by K. Korver (drawn by T. Brown),,33,48
144,2,10:25.0,T. Brown makes free throw 1 of 2,,34,48
145,2,10:25.0,T. Brown makes free throw 2 of 2,,35,48
146,2,10:11.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by B. Lopez),35,51
147,2,10:03.0,Personal foul by W. Matthews (drawn by D. Bertāns),,35,51
148,2,10:03.0,,K. Middleton enters the game for P. Connaughton,35,51
149,2,9:53.0,G. Payton misses 3-pt jump shot from 24 ft,,35,51
150,2,9:50.0,,Defensive rebound by W. Matthews,35,51
151,2,9:48.0,,Personal foul by T. Brown (drawn by E. Bledsoe),35,51
152,2,9:44.0,,K. Middleton makes 2-pt jump shot from 8 ft (assist by E. Bledsoe),35,53
153,2,9:37.0,I. Smith makes 2-pt jump shot from 18 ft,,37,53
154,2,9:25.0,,E. Bledsoe makes 2-pt layup from 4 ft,37,55
155,2,9:11.0,D. Bertāns misses 2-pt jump shot from 12 ft,,37,55
156,2,9:07.0,,Defensive rebound by K. Middleton,37,55
157,2,8:52.0,,E. Bledsoe makes 2-pt jump shot from 7 ft,37,57
158,2,8:52.0,Washington full timeout,,37,57
159,2,8:52.0,B. Beal enters the game for A. Pasečņiks,,37,57
160,2,8:52.0,T. Bryant enters the game for G. Payton,,37,57
161,2,8:29.0,B. Beal misses 2-pt jump shot from 15 ft,,37,57
162,2,8:26.0,,Defensive rebound by K. Middleton,37,57
163,2,8:20.0,,K. Korver misses 3-pt jump shot from 27 ft,37,57
164,2,8:16.0,Defensive rebound by D. Bertāns,,37,57
165,2,8:09.0,B. Beal makes 2-pt jump shot from 7 ft,,39,57
166,2,8:00.0,,K. Korver misses 3-pt jump shot from 30 ft,39,57
167,2,7:57.0,Defensive rebound by T. Bryant,,39,57
168,2,7:43.0,I. Smith misses 2-pt jump shot from 17 ft,,39,57
169,2,7:40.0,,Defensive rebound by E. Bledsoe,39,57
170,2,7:34.0,,E. Bledsoe makes 2-pt jump shot from 21 ft,39,59
171,2,7:23.0,B. Beal misses 2-pt jump shot from 16 ft,,39,59
172,2,7:23.0,Offensive rebound by T. Bryant,,39,59
173,2,7:19.0,T. Bryant makes 2-pt layup from 3 ft,,41,59
174,2,7:16.0,,Offensive foul by E. Bledsoe (drawn by I. Smith),41,59
175,2,7:16.0,,Turnover by E. Bledsoe (offensive foul),41,59
176,2,7:16.0,,D. DiVincenzo enters the game for K. Korver,41,59
177,2,7:06.0,Offensive foul by T. Bryant (drawn by W. Matthews),,41,59
178,2,7:06.0,Turnover by T. Bryant (offensive foul),,41,59
179,2,6:59.0,,Shooting foul by I. Smith (drawn by E. Bledsoe),41,59
180,2,6:59.0,,E. Bledsoe makes free throw 1 of 2,41,60
181,2,6:59.0,,E. Bledsoe makes free throw 2 of 2,41,61
182,2,6:45.0,T. Bryant makes 2-pt layup from 1 ft (assist by B. Beal),,43,61
183,2,6:29.0,,B. Lopez makes 3-pt jump shot from 23 ft (assist by K. Middleton),43,64
184,2,6:19.0,T. Bryant misses 2-pt jump shot from 8 ft,,43,64
185,2,6:16.0,,Defensive rebound by K. Middleton,43,64
186,2,6:13.0,,K. Middleton makes 2-pt jump shot from 16 ft,43,66
187,2,5:55.0,T. Bryant misses 3-pt jump shot from 27 ft,,43,66
188,2,5:50.0,,Defensive rebound by E. Bledsoe,43,66
189,2,5:46.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),43,69
190,2,5:46.0,Washington full timeout,,43,69
191,2,5:46.0,I. Bonga enters the game for T. Bryant,,43,69
192,2,5:46.0,I. Mahinmi enters the game for I. Smith,,43,69
193,2,5:46.0,,G. Hill enters the game for E. Bledsoe,43,69
194,2,5:46.0,,E. İlyasova enters the game for D. DiVincenzo,43,69
195,2,5:26.0,T. Brown makes 3-pt jump shot from 27 ft (assist by I. Mahinmi),,46,69
196,2,5:12.0,,W. Matthews misses 2-pt layup from 3 ft (block by D. Bertāns),46,69
197,2,5:12.0,,Offensive rebound by Team,46,69
198,2,5:01.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by K. Middleton),46,72
199,2,4:57.0,Offensive foul by I. Bonga (drawn by E. İlyasova),,46,72
200,2,4:57.0,Turnover by I. Bonga (offensive foul),,46,72
201,2,4:40.0,,K. Middleton makes 3-pt jump shot from 26 ft,46,75
202,2,4:28.0,B. Beal misses 2-pt jump shot from 18 ft,,46,75
203,2,4:24.0,Offensive rebound by I. Mahinmi,,46,75
204,2,4:22.0,I. Mahinmi misses 2-pt layup from 2 ft,,46,75
205,2,4:20.0,Offensive rebound by I. Mahinmi,,46,75
206,2,4:19.0,I. Mahinmi makes 2-pt layup from 1 ft,,48,75
207,2,4:08.0,,K. Middleton makes 3-pt jump shot from 28 ft,48,78
208,2,4:03.0,Turnover by D. Bertāns (lost ball; steal by E. İlyasova),,48,78
209,2,3:58.0,,Personal foul by I. Bonga (drawn by K. Middleton),48,78
210,2,3:58.0,,K. Middleton makes free throw 1 of 2,48,79
211,2,3:58.0,I. Smith enters the game for D. Bertāns,,48,79
212,2,3:58.0,,D. DiVincenzo enters the game for B. Lopez,48,79
213,2,3:58.0,,R. Lopez enters the game for W. Matthews,48,79
214,2,3:58.0,,K. Middleton makes free throw 2 of 2,48,80
215,2,3:46.0,B. Beal makes 3-pt jump shot from 27 ft (assist by I. Smith),,51,80
216,2,3:33.0,,Turnover by K. Middleton (bad pass; steal by I. Smith),51,80
217,2,3:28.0,I. Bonga makes 2-pt layup from 1 ft (assist by T. Brown),,53,80
218,2,3:19.0,,Personal foul by T. Brown (drawn by K. Middleton),53,80
219,2,3:19.0,,K. Middleton makes free throw 1 of 2,53,81
220,2,3:19.0,,K. Middleton makes free throw 2 of 2,53,82
221,2,3:06.0,B. Beal misses 3-pt jump shot from 26 ft,,53,82
222,2,3:03.0,,Defensive rebound by K. Middleton,53,82
223,2,3:00.0,,Turnover by K. Middleton (bad pass; steal by B. Beal),53,82
224,2,2:57.0,Shooting foul by G. Hill (drawn by B. Beal),,53,82
225,2,2:57.0,B. Beal makes free throw 1 of 2,,54,82
226,2,2:57.0,B. Beal makes free throw 2 of 2,,55,82
227,2,2:42.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,55,82
228,2,2:40.0,Defensive rebound by I. Smith,,55,82
229,2,2:29.0,B. Beal misses 2-pt layup from 2 ft (block by R. Lopez),,55,82
230,2,2:25.0,,Defensive rebound by K. Middleton,55,82
231,2,2:19.0,,E. İlyasova misses 3-pt jump shot from 26 ft,55,82
232,2,2:17.0,,Offensive rebound by D. DiVincenzo,55,82
233,2,2:12.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by D. DiVincenzo),55,84
234,2,2:06.0,T. Brown makes 2-pt layup from 3 ft (assist by I. Smith),,57,84
235,2,1:48.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by G. Hill),57,86
236,2,1:32.0,Personal foul by D. DiVincenzo (drawn by B. Beal),,57,86
237,2,1:32.0,B. Beal makes free throw 1 of 2,,58,86
238,2,1:32.0,D. Bertāns enters the game for T. Brown,,58,86
239,2,1:32.0,,K. Korver enters the game for K. Middleton,58,86
240,2,1:32.0,B. Beal makes free throw 2 of 2,,59,86
241,2,1:18.0,,D. DiVincenzo misses 2-pt layup from 2 ft,59,86
242,2,1:17.0,,Offensive rebound by G. Hill,59,86
243,2,1:13.0,,E. İlyasova misses 2-pt layup from 1 ft (block by B. Beal),59,86
244,2,1:13.0,,Offensive rebound by Team,59,86
245,2,1:07.0,,R. Lopez makes 2-pt hook shot from 9 ft,59,88
246,2,1:01.0,I. Smith makes 2-pt jump shot from 18 ft,,61,88
247,2,0:49.0,,Turnover by G. Hill (bad pass),61,88
248,2,0:32.0,Shooting foul by D. DiVincenzo (drawn by B. Beal),,61,88
249,2,0:32.0,B. Beal makes free throw 1 of 2,,62,88
250,2,0:32.0,G. Payton enters the game for I. Bonga,,62,88
251,2,0:32.0,B. Beal makes free throw 2 of 2,,63,88
252,2,0:26.0,,G. Hill misses 3-pt jump shot from 27 ft,63,88
253,2,0:24.0,Defensive rebound by I. Mahinmi,,63,88
254,2,0:02.0,G. Payton misses 3-pt jump shot from 28 ft,,63,88
255,2,0:02.0,,Defensive rebound by D. DiVincenzo,63,88
256,3,11:47.0,I. Thomas misses 2-pt jump shot from 14 ft,,63,88
257,3,11:44.0,,Defensive rebound by E. İlyasova,63,88
258,3,11:31.0,,Turnover by E. Bledsoe (bad pass; steal by T. Bryant),63,88
259,3,11:27.0,B. Beal makes 2-pt dunk from 1 ft (assist by T. Bryant),,65,88
260,3,11:26.0,,Technical foul by B. Beal,65,88
261,3,11:26.0,,K. Middleton makes technical free throw,65,89
262,3,11:15.0,,B. Lopez makes 2-pt dunk from 2 ft (assist by E. Bledsoe),65,91
263,3,10:51.0,I. Thomas makes 2-pt jump shot from 17 ft (assist by B. Beal),,67,91
264,3,10:42.0,,Personal foul by I. Mahinmi (drawn by E. Bledsoe),67,91
265,3,10:30.0,,K. Middleton misses 2-pt jump shot from 16 ft,67,91
266,3,10:29.0,,Offensive rebound by Team,67,91
267,3,10:29.0,,Offensive foul by E. İlyasova (drawn by I. Bonga),67,91
268,3,10:29.0,,Turnover by E. İlyasova (offensive foul),67,91
269,3,10:14.0,Shooting foul by W. Matthews (drawn by B. Beal),,67,91
270,3,10:14.0,B. Beal makes free throw 1 of 2,,68,91
271,3,10:14.0,B. Beal makes free throw 2 of 2,,69,91
272,3,9:59.0,,K. Middleton makes 3-pt jump shot from 28 ft,69,94
273,3,9:39.0,I. Bonga makes 3-pt jump shot from 24 ft (assist by B. Beal),,72,94
274,3,9:25.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,72,94
275,3,9:23.0,Defensive rebound by I. Mahinmi,,72,94
276,3,9:19.0,B. Beal misses 2-pt jump shot from 10 ft,,72,94
277,3,9:13.0,Offensive rebound by I. Bonga,,72,94
278,3,9:13.0,I. Bonga makes 2-pt layup at rim,,74,94
279,3,9:00.0,,Personal foul by I. Bonga (drawn by E. İlyasova),74,94
280,3,8:47.0,,E. Bledsoe misses 2-pt layup from 3 ft (block by I. Mahinmi),74,94
281,3,8:43.0,Defensive rebound by I. Thomas,,74,94
282,3,8:39.0,I. Bonga misses 3-pt jump shot from 24 ft,,74,94
283,3,8:36.0,Offensive rebound by T. Bryant,,74,94
284,3,8:34.0,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Bryant),,77,94
285,3,8:34.0,,Milwaukee full timeout,77,94
286,3,8:16.0,,W. Matthews misses 2-pt jump shot from 3 ft,77,94
287,3,8:16.0,Defensive rebound by I. Thomas,,77,94
288,3,8:16.0,Technical foul by W. Matthews,,77,94
289,3,8:16.0,B. Beal makes technical free throw,,78,94
290,3,7:59.0,Turnover by B. Beal (lost ball; steal by E. Bledsoe),,78,94
291,3,7:59.0,,Shooting foul by I. Bonga (drawn by E. Bledsoe),78,94
292,3,7:59.0,,E. Bledsoe makes free throw 1 of 2,78,95
293,3,7:59.0,T. Brown enters the game for I. Bonga,,78,95
294,3,7:59.0,,E. Bledsoe makes free throw 2 of 2,78,96
295,3,7:47.0,Shooting foul by E. Bledsoe (drawn by I. Thomas),,78,96
296,3,7:47.0,I. Thomas makes free throw 1 of 2,,79,96
297,3,7:47.0,I. Thomas misses free throw 2 of 2,,79,96
298,3,7:42.0,,Defensive rebound by E. Bledsoe,79,96
299,3,7:31.0,,K. Middleton makes 2-pt jump shot from 19 ft,79,98
300,3,7:20.0,Turnover by B. Beal (bad pass; steal by E. İlyasova),,79,98
301,3,7:15.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by W. Matthews),79,100
302,3,7:06.0,T. Brown makes 2-pt jump shot from 11 ft (assist by B. Beal),,81,100
303,3,6:46.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,81,100
304,3,6:43.0,Defensive rebound by T. Brown,,81,100
305,3,6:34.0,Offensive foul by I. Mahinmi (drawn by K. Middleton),,81,100
306,3,6:34.0,Turnover by I. Mahinmi (offensive foul),,81,100
307,3,6:26.0,,Personal foul by I. Thomas (drawn by E. Bledsoe),81,100
308,3,6:26.0,,P. Connaughton enters the game for E. İlyasova,81,100
309,3,6:22.0,,Personal foul by B. Beal (drawn by W. Matthews),81,100
310,3,6:22.0,,W. Matthews misses free throw 1 of 2,81,100
311,3,6:22.0,,Offensive rebound by Team,81,100
312,3,6:22.0,,W. Matthews makes free throw 2 of 2,81,101
313,3,6:12.0,B. Beal misses 2-pt jump shot from 13 ft,,81,101
314,3,6:09.0,,Defensive rebound by P. Connaughton,81,101
315,3,5:49.0,,E. Bledsoe misses 2-pt jump shot from 3 ft (block by T. Bryant),81,101
316,3,5:47.0,Defensive rebound by T. Bryant,,81,101
317,3,5:39.0,T. Bryant makes 2-pt jump shot from 13 ft,,83,101
318,3,5:18.0,,K. Middleton misses 2-pt jump shot from 16 ft,83,101
319,3,5:15.0,Defensive rebound by I. Thomas,,83,101
320,3,5:02.0,I. Thomas makes 3-pt jump shot from 30 ft (assist by T. Bryant),,86,101
321,3,4:46.0,,Personal foul by T. Brown (drawn by K. Middleton),86,101
322,3,4:46.0,,K. Middleton makes free throw 1 of 2,86,102
323,3,4:46.0,,D. DiVincenzo enters the game for E. Bledsoe,86,102
324,3,4:46.0,,G. Hill enters the game for W. Matthews,86,102
325,3,4:46.0,,K. Middleton makes free throw 2 of 2,86,103
326,3,4:38.0,I. Thomas misses 2-pt jump shot from 12 ft,,86,103
327,3,4:35.0,,Defensive rebound by B. Lopez,86,103
328,3,4:27.0,,K. Middleton misses 3-pt jump shot from 28 ft,86,103
329,3,4:26.0,Defensive rebound by Team,,86,103
330,3,4:26.0,,R. Lopez enters the game for B. Lopez,86,103
331,3,4:13.0,B. Beal makes 2-pt jump shot from 15 ft,,88,103
332,3,3:59.0,,Personal foul by T. Bryant (drawn by K. Middleton),88,103
333,3,3:59.0,,K. Middleton makes free throw 1 of 2,88,104
334,3,3:59.0,D. Bertāns enters the game for I. Mahinmi,,88,104
335,3,3:59.0,,K. Middleton makes free throw 2 of 2,88,105
336,3,3:46.0,B. Beal misses 2-pt jump shot from 15 ft,,88,105
337,3,3:44.0,Offensive rebound by T. Bryant,,88,105
338,3,3:44.0,T. Bryant makes 2-pt layup at rim,,90,105
339,3,3:44.0,Violation by Team (delay of game),,90,105
340,3,3:28.0,,P. Connaughton makes 3-pt jump shot from 23 ft (assist by K. Middleton),90,108
341,3,3:14.0,I. Thomas misses 2-pt jump shot from 14 ft,,90,108
342,3,3:14.0,Offensive rebound by T. Bryant,,90,108
343,3,3:14.0,Shooting foul by G. Hill (drawn by T. Bryant),,90,108
344,3,3:14.0,T. Bryant makes free throw 1 of 2,,91,108
345,3,3:14.0,,Milwaukee full timeout,91,108
346,3,3:14.0,T. Bryant makes free throw 2 of 2,,92,108
347,3,3:06.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by D. DiVincenzo),92,110
348,3,2:44.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by B. Beal),,95,110
349,3,2:25.0,,K. Middleton misses 2-pt jump shot from 20 ft,95,110
350,3,2:22.0,Defensive rebound by T. Brown,,95,110
351,3,2:11.0,B. Beal makes 2-pt jump shot from 16 ft,,97,110
352,3,1:55.0,,Personal foul by B. Beal (drawn by G. Hill),97,110
353,3,1:55.0,,G. Hill makes free throw 1 of 2,97,111
354,3,1:55.0,,K. Korver enters the game for K. Middleton,97,111
355,3,1:55.0,,G. Hill makes free throw 2 of 2,97,112
356,3,1:46.0,Personal foul by D. DiVincenzo (drawn by B. Beal),,97,112
357,3,1:37.0,T. Bryant misses 2-pt jump shot from 11 ft,,97,112
358,3,1:33.0,,Defensive rebound by K. Korver,97,112
359,3,1:22.0,,P. Connaughton misses 2-pt layup from 2 ft,97,112
360,3,1:19.0,,Offensive rebound by R. Lopez,97,112
361,3,1:17.0,,G. Hill misses 3-pt jump shot from 23 ft,97,112
362,3,1:14.0,Defensive rebound by T. Bryant,,97,112
363,3,1:12.0,B. Beal makes 2-pt dunk from 2 ft (assist by I. Thomas),,99,112
364,3,0:57.0,,D. DiVincenzo makes 2-pt jump shot from 20 ft,99,114
365,3,0:50.0,Personal foul by D. DiVincenzo (drawn by I. Thomas),,99,114
366,3,0:50.0,I. Thomas makes free throw 1 of 2,,100,114
367,3,0:50.0,G. Payton enters the game for B. Beal,,100,114
368,3,0:50.0,,E. Bledsoe enters the game for D. DiVincenzo,100,114
369,3,0:50.0,I. Thomas makes free throw 2 of 2,,101,114
370,3,0:37.0,,Turnover by G. Hill (lost ball; steal by D. Bertāns),101,114
371,3,0:32.0,T. Brown makes 3-pt jump shot from 25 ft (assist by G. Payton),,104,114
372,3,0:13.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),104,117
373,3,0:01.0,T. Bryant misses 3-pt jump shot from 26 ft,,104,117
374,3,0:01.0,Offensive rebound by Team,,104,117
375,4,11:37.0,,R. Lopez makes 2-pt layup from 1 ft (assist by E. Bledsoe),104,119
