,QUARTER,TIME_REMAINING,ORLANDO_ACTION,ATLANTA_ACTION,ORLANDO_SCORE,ATLANTA_SCORE
28,1,7:56.0,Defensive rebound by N. Vučević,,6,7
29,1,7:48.0,N. Vučević misses 3-pt jump shot from 25 ft,,6,7
30,1,7:44.0,,Defensive rebound by J. Collins,6,7
31,1,7:35.0,,J. Collins makes 2-pt jump shot from 6 ft (assist by T. Young),6,9
32,1,7:21.0,Turnover by M. Fultz (bad pass; steal by B. Fernando),,6,9
33,1,7:09.0,,T. Young makes 2-pt layup at rim,6,11
34,1,6:49.0,E. Fournier misses 3-pt jump shot from 26 ft,,6,11
35,1,6:46.0,,Defensive rebound by B. Fernando,6,11
36,1,6:34.0,,K. Huerter misses 2-pt layup from 6 ft,6,11
37,1,6:31.0,Defensive rebound by E. Fournier,,6,11
38,1,6:27.0,E. Fournier makes 2-pt layup from 2 ft,,8,11
39,1,6:24.0,,Atlanta full timeout,8,11
40,1,6:24.0,,C. Reddish enters the game for B. Fernando,8,11
41,1,6:05.0,,K. Huerter makes 3-pt jump shot from 28 ft (assist by T. Young),8,14
42,1,5:48.0,,Loose ball foul by C. Reddish (drawn by J. Ennis),8,14
43,1,5:48.0,T. Ross enters the game for J. Ennis,,8,14
44,1,5:41.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by M. Fultz),,10,14
45,1,5:20.0,,J. Collins misses 3-pt jump shot from 26 ft,10,14
46,1,5:17.0,Defensive rebound by A. Gordon,,10,14
47,1,5:11.0,A. Gordon makes 2-pt layup from 2 ft,,12,14
48,1,5:00.0,,D. Hunter misses 3-pt jump shot from 26 ft,12,14
49,1,4:57.0,Defensive rebound by N. Vučević,,12,14
50,1,4:46.0,T. Ross misses 3-pt jump shot from 26 ft,,12,14
51,1,4:42.0,,Defensive rebound by K. Huerter,12,14
52,1,4:35.0,,J. Collins makes 3-pt jump shot from 25 ft (assist by K. Huerter),12,17
53,1,4:23.0,T. Ross misses 2-pt jump shot from 16 ft,,12,17
54,1,4:20.0,Offensive rebound by N. Vučević,,12,17
55,1,4:17.0,E. Fournier makes 2-pt layup from 1 ft (assist by N. Vučević),,14,17
56,1,4:07.0,,Shooting foul by N. Vučević (drawn by T. Young),14,17
57,1,4:07.0,,T. Young makes free throw 1 of 2,14,18
58,1,4:07.0,M. Bamba enters the game for N. Vučević,,14,18
59,1,4:07.0,,B. Fernando enters the game for J. Collins,14,18
60,1,4:07.0,,T. Graham enters the game for K. Huerter,14,18
61,1,4:07.0,,J. Teague enters the game for D. Hunter,14,18
62,1,4:07.0,,T. Young makes free throw 2 of 2,14,19
63,1,3:57.0,Def 3 sec tech foul by Team,,14,19
64,1,3:57.0,E. Fournier makes technical free throw,,15,19
65,1,3:57.0,D. Augustin enters the game for E. Fournier,,15,19
66,1,3:57.0,M. Carter-Williams enters the game for M. Fultz,,15,19
67,1,3:49.0,M. Bamba misses 2-pt layup at rim (block by T. Young),,15,19
68,1,3:46.0,Offensive rebound by M. Bamba,,15,19
69,1,3:42.0,Turnover by Team (shot clock),,15,19
70,1,3:27.0,,C. Reddish makes 3-pt jump shot from 26 ft (assist by T. Graham),15,22
71,1,3:03.0,A. Gordon makes 2-pt dunk from 1 ft,,17,22
72,1,2:37.0,,B. Fernando misses 2-pt dunk from 1 ft (block by M. Bamba),17,22
73,1,2:37.0,Defensive rebound by Team,,17,22
74,1,2:37.0,Orlando full timeout,,17,22
75,1,2:37.0,J. Ennis enters the game for A. Gordon,,17,22
76,1,2:37.0,,B. Goodwin enters the game for T. Young,17,22
77,1,2:22.0,T. Ross makes 3-pt jump shot from 25 ft (assist by J. Ennis),,20,22
78,1,2:06.0,,J. Teague makes 2-pt jump shot from 11 ft,20,24
79,1,1:40.0,M. Carter-Williams misses 2-pt jump shot from 23 ft,,20,24
80,1,1:37.0,,Defensive rebound by B. Fernando,20,24
81,1,1:37.0,,Personal foul by J. Ennis (drawn by J. Teague),20,24
82,1,1:24.0,,B. Fernando makes 2-pt layup from 1 ft (assist by B. Goodwin),20,26
83,1,1:08.0,Personal foul by B. Goodwin (drawn by J. Ennis),,20,26
84,1,0:59.0,T. Ross makes 3-pt jump shot from 25 ft (assist by D. Augustin),,23,26
85,1,0:38.0,,J. Teague misses 2-pt layup from 4 ft (block by M. Bamba),23,26
86,1,0:37.0,,Offensive rebound by J. Teague,23,26
87,1,0:37.0,,Shooting foul by M. Carter-Williams (drawn by J. Teague),23,26
88,1,0:37.0,,J. Teague misses free throw 1 of 2,23,26
89,1,0:37.0,,Offensive rebound by Team,23,26
90,1,0:37.0,,J. Teague makes free throw 2 of 2,23,27
91,1,0:16.0,M. Bamba misses 3-pt jump shot from 25 ft (block by J. Teague),,23,27
92,1,0:12.0,Offensive rebound by M. Bamba,,23,27
93,1,0:11.0,M. Carter-Williams misses 3-pt jump shot from 25 ft (block by C. Reddish),,23,27
94,1,0:11.0,,Defensive rebound by B. Fernando,23,27
95,1,0:01.0,,C. Reddish misses 3-pt jump shot from 26 ft (block by M. Carter-Williams),23,27
96,1,0:01.0,,Offensive rebound by Team,23,27
97,2,11:49.0,Turnover by A. Gordon (lost ball; steal by J. Teague),,23,27
98,2,11:44.0,,B. Goodwin makes 2-pt layup from 1 ft (assist by J. Teague),23,29
99,2,11:31.0,M. Carter-Williams misses 2-pt jump shot from 10 ft,,23,29
100,2,11:27.0,,Defensive rebound by D. Jones,23,29
101,2,11:24.0,,Personal foul by M. Carter-Williams (drawn by B. Goodwin),23,29
102,2,11:15.0,,K. Huerter misses 2-pt jump shot from 13 ft,23,29
103,2,11:12.0,Defensive rebound by T. Ross,,23,29
104,2,11:07.0,T. Ross misses 2-pt jump shot from 12 ft,,23,29
105,2,11:05.0,Offensive rebound by M. Carter-Williams,,23,29
106,2,11:05.0,M. Carter-Williams misses 2-pt dunk from 1 ft,,23,29
107,2,11:04.0,,Defensive rebound by K. Huerter,23,29
108,2,10:50.0,,K. Huerter misses 3-pt jump shot from 26 ft,23,29
109,2,10:48.0,Defensive rebound by M. Bamba,,23,29
110,2,10:34.0,D. Augustin makes 2-pt jump shot from 7 ft,,25,29
111,2,10:34.0,Shooting foul by K. Huerter (drawn by D. Augustin),,25,29
112,2,10:34.0,D. Augustin makes free throw 1 of 1,,26,29
113,2,10:26.0,,Offensive foul by V. Carter (drawn by M. Carter-Williams),26,29
114,2,10:26.0,,Turnover by V. Carter (offensive foul),26,29
115,2,10:15.0,M. Bamba makes 3-pt jump shot from 25 ft (assist by D. Augustin),,29,29
116,2,10:00.0,,V. Carter makes 2-pt jump shot from 15 ft (assist by J. Teague),29,31
117,2,9:49.0,Shooting foul by D. Jones (drawn by M. Bamba),,29,31
118,2,9:49.0,M. Bamba makes free throw 1 of 2,,30,31
119,2,9:49.0,M. Bamba makes free throw 2 of 2,,31,31
120,2,9:39.0,,Shooting foul by M. Carter-Williams (drawn by J. Teague),31,31
121,2,9:39.0,,J. Teague makes free throw 1 of 2,31,32
122,2,9:39.0,E. Fournier enters the game for M. Carter-Williams,,31,32
123,2,9:39.0,,J. Teague makes free throw 2 of 2,31,33
124,2,9:19.0,A. Gordon misses 2-pt jump shot from 12 ft,,31,33
125,2,9:17.0,Offensive rebound by M. Bamba,,31,33
126,2,9:17.0,Shooting foul by D. Jones (drawn by M. Bamba),,31,33
127,2,9:17.0,M. Bamba makes free throw 1 of 2,,32,33
128,2,9:17.0,,J. Collins enters the game for D. Jones,32,33
129,2,9:17.0,M. Bamba makes free throw 2 of 2,,33,33
130,2,9:10.0,,B. Goodwin makes 2-pt jump shot from 6 ft (assist by J. Teague),33,35
131,2,9:01.0,D. Augustin misses 3-pt jump shot from 26 ft,,33,35
132,2,8:58.0,,Defensive rebound by J. Teague,33,35
133,2,8:53.0,,J. Teague misses 2-pt layup from 1 ft (block by M. Bamba),33,35
134,2,8:53.0,Defensive rebound by E. Fournier,,33,35
135,2,8:53.0,Personal foul by B. Goodwin (drawn by E. Fournier),,33,35
136,2,8:53.0,,D. Hunter enters the game for J. Teague,33,35
137,2,8:36.0,D. Augustin makes 3-pt jump shot from 23 ft,,36,35
138,2,8:15.0,,J. Collins misses 2-pt dunk from 3 ft (block by M. Bamba),36,35
139,2,8:11.0,Defensive rebound by T. Ross,,36,35
140,2,8:07.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by T. Ross),,39,35
141,2,8:03.0,,Atlanta full timeout,39,35
142,2,8:03.0,J. Ennis enters the game for A. Gordon,,39,35
143,2,8:03.0,,C. Reddish enters the game for V. Carter,39,35
144,2,8:03.0,,T. Young enters the game for B. Goodwin,39,35
145,2,7:56.0,,T. Young misses 3-pt jump shot from 27 ft,39,35
146,2,7:53.0,Defensive rebound by M. Bamba,,39,35
147,2,7:43.0,M. Bamba makes 3-pt jump shot from 26 ft (assist by D. Augustin),,42,35
148,2,7:25.0,,J. Collins misses 3-pt jump shot from 26 ft,42,35
149,2,7:23.0,Defensive rebound by M. Bamba,,42,35
150,2,7:16.0,D. Augustin misses 2-pt jump shot from 20 ft,,42,35
151,2,7:14.0,Offensive rebound by M. Bamba,,42,35
152,2,7:13.0,J. Ennis misses 2-pt layup from 2 ft,,42,35
153,2,7:10.0,,Defensive rebound by Team,42,35
154,2,7:10.0,M. Fultz enters the game for D. Augustin,,42,35
155,2,6:52.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),42,37
156,2,6:37.0,Shooting foul by J. Collins (drawn by T. Ross),,42,37
157,2,6:37.0,T. Ross makes free throw 1 of 3,,43,37
158,2,6:37.0,T. Ross makes free throw 2 of 3,,44,37
159,2,6:37.0,T. Ross makes free throw 3 of 3,,45,37
160,2,6:22.0,,T. Young makes 3-pt jump shot from 34 ft (assist by K. Huerter),45,40
161,2,6:02.0,M. Bamba makes 3-pt jump shot from 26 ft (assist by M. Fultz),,48,40
162,2,5:50.0,,T. Young makes 2-pt jump shot from 12 ft,48,42
163,2,5:50.0,,Shooting foul by M. Bamba (drawn by T. Young),48,42
164,2,5:50.0,,T. Young makes free throw 1 of 1,48,43
165,2,5:32.0,T. Ross misses 2-pt jump shot from 11 ft,,48,43
166,2,5:30.0,,Defensive rebound by K. Huerter,48,43
167,2,5:24.0,,D. Hunter misses 3-pt jump shot from 26 ft,48,43
168,2,5:21.0,Defensive rebound by T. Ross,,48,43
169,2,5:09.0,E. Fournier misses 3-pt jump shot from 26 ft,,48,43
170,2,5:07.0,,Defensive rebound by Team,48,43
171,2,5:07.0,Loose ball foul by J. Ennis (drawn by K. Huerter),,48,43
172,2,5:07.0,A. Gordon enters the game for M. Bamba,,48,43
173,2,5:07.0,N. Vučević enters the game for T. Ross,,48,43
174,2,4:58.0,,T. Young makes 2-pt jump shot from 13 ft,48,45
175,2,4:45.0,M. Fultz makes 2-pt layup from 1 ft,,50,45
176,2,4:32.0,,T. Young makes 3-pt jump shot from 29 ft,50,48
177,2,4:18.0,N. Vučević makes 2-pt layup from 1 ft (assist by A. Gordon),,52,48
178,2,4:17.0,,Atlanta full timeout,52,48
179,2,4:17.0,,T. Graham enters the game for K. Huerter,52,48
180,2,4:15.0,,Personal foul by M. Fultz (drawn by T. Young),52,48
181,2,4:15.0,,T. Young makes free throw 1 of 2,52,49
182,2,4:15.0,,T. Young makes free throw 2 of 2,52,50
183,2,3:59.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by M. Fultz),,54,50
184,2,3:39.0,,T. Young makes 2-pt layup from 3 ft,54,52
185,2,3:18.0,E. Fournier makes 2-pt jump shot from 14 ft (assist by M. Fultz),,56,52
186,2,3:12.0,,Personal foul by J. Ennis (drawn by C. Reddish),56,52
187,2,3:12.0,,C. Reddish makes free throw 1 of 2,56,53
188,2,3:12.0,T. Ross enters the game for J. Ennis,,56,53
189,2,3:12.0,,C. Reddish makes free throw 2 of 2,56,54
190,2,3:01.0,T. Ross misses 3-pt jump shot from 25 ft,,56,54
191,2,2:58.0,,Defensive rebound by D. Hunter,56,54
192,2,2:55.0,,C. Reddish makes 2-pt jump shot from 6 ft (assist by D. Hunter),56,56
193,2,2:34.0,T. Ross makes 3-pt jump shot from 26 ft (assist by A. Gordon),,59,56
194,2,2:11.0,,C. Reddish misses 2-pt jump shot from 13 ft,59,56
195,2,2:08.0,,Offensive rebound by T. Graham,59,56
196,2,2:07.0,,T. Young makes 3-pt jump shot from 34 ft (assist by T. Graham),59,59
197,2,1:54.0,Personal foul by T. Graham (drawn by N. Vučević),,59,59
198,2,1:54.0,N. Vučević misses free throw 1 of 2,,59,59
199,2,1:54.0,Offensive rebound by Team,,59,59
200,2,1:54.0,N. Vučević makes free throw 2 of 2,,60,59
201,2,1:44.0,,T. Young misses 2-pt jump shot from 20 ft,60,59
202,2,1:42.0,Defensive rebound by M. Fultz,,60,59
203,2,1:36.0,N. Vučević makes 2-pt layup from 2 ft (assist by M. Fultz),,62,59
204,2,1:36.0,Shooting foul by T. Graham (drawn by N. Vučević),,62,59
205,2,1:36.0,N. Vučević misses free throw 1 of 1,,62,59
206,2,1:34.0,,Defensive rebound by J. Collins,62,59
207,2,1:15.0,,T. Young misses 2-pt jump shot from 12 ft,62,59
208,2,1:13.0,Defensive rebound by N. Vučević,,62,59
209,2,1:06.0,T. Ross misses 3-pt jump shot from 25 ft,,62,59
210,2,1:02.0,,Defensive rebound by D. Hunter,62,59
211,2,0:57.0,,J. Collins makes 3-pt jump shot from 25 ft (assist by T. Young),62,62
212,2,0:40.0,M. Fultz misses 2-pt dunk from 1 ft,,62,62
213,2,0:39.0,Offensive rebound by Team,,62,62
214,2,0:39.0,M. Bamba enters the game for N. Vučević,,62,62
215,2,0:35.0,E. Fournier misses 3-pt jump shot from 23 ft,,62,62
216,2,0:32.0,,Defensive rebound by J. Collins,62,62
217,2,0:28.0,,Turnover by T. Young (bad pass; steal by E. Fournier),62,62
218,2,0:06.0,T. Ross misses 2-pt jump shot from 8 ft,,62,62
219,2,0:04.0,Offensive rebound by M. Bamba,,62,62
220,2,0:04.0,M. Bamba misses 2-pt layup from 1 ft,,62,62
221,2,0:04.0,Offensive rebound by M. Bamba,,62,62
222,2,0:04.0,M. Bamba makes 2-pt layup from 1 ft,,64,62
223,2,0:01.0,,Shooting foul by M. Bamba (drawn by T. Young),64,62
224,2,0:01.0,,T. Young makes free throw 1 of 2,64,63
225,2,0:01.0,,T. Young makes free throw 2 of 2,64,64
226,2,0:00.0,M. Fultz misses 3-pt jump shot from 65 ft,,64,64
227,2,0:00.0,Offensive rebound by Team,,64,64
228,3,11:42.0,N. Vučević misses 2-pt hook shot from 8 ft,,64,64
229,3,11:39.0,,Defensive rebound by B. Fernando,64,64
230,3,11:34.0,,K. Huerter makes 3-pt jump shot from 26 ft,64,67
231,3,11:21.0,J. Ennis misses 3-pt jump shot from 25 ft,,64,67
232,3,11:18.0,,Defensive rebound by D. Hunter,64,67
233,3,11:00.0,,T. Young makes 3-pt jump shot from 28 ft,64,70
234,3,10:39.0,J. Ennis makes 2-pt layup from 1 ft (assist by E. Fournier),,66,70
235,3,10:26.0,,J. Collins makes 3-pt jump shot from 26 ft (assist by T. Young),66,73
236,3,10:09.0,N. Vučević misses 2-pt jump shot from 8 ft,,66,73
237,3,10:07.0,,Defensive rebound by D. Hunter,66,73
238,3,10:03.0,,D. Hunter misses 2-pt layup from 3 ft,66,73
239,3,10:01.0,,Offensive rebound by J. Collins,66,73
240,3,10:01.0,,J. Collins misses 2-pt layup from 1 ft,66,73
241,3,10:00.0,Defensive rebound by A. Gordon,,66,73
242,3,9:53.0,E. Fournier makes 2-pt layup from 1 ft,,68,73
243,3,9:40.0,,T. Young misses 3-pt jump shot from 26 ft,68,73
244,3,9:36.0,Defensive rebound by J. Ennis,,68,73
245,3,9:28.0,N. Vučević misses 2-pt hook shot from 2 ft,,68,73
246,3,9:24.0,,Defensive rebound by D. Hunter,68,73
247,3,9:21.0,,B. Fernando makes 2-pt dunk from 1 ft (assist by T. Young),68,75
248,3,9:13.0,Orlando full timeout,,68,75
249,3,9:09.0,Turnover by E. Fournier (traveling),,68,75
250,3,9:02.0,,K. Huerter misses 3-pt jump shot from 26 ft,68,75
251,3,8:58.0,,Offensive rebound by D. Hunter,68,75
252,3,8:51.0,,Turnover by K. Huerter (bad pass; steal by E. Fournier),68,75
253,3,8:45.0,M. Fultz misses 2-pt jump shot from 10 ft,,68,75
254,3,8:43.0,Offensive rebound by A. Gordon,,68,75
255,3,8:43.0,A. Gordon makes 2-pt layup at rim,,70,75
256,3,8:24.0,,Turnover by K. Huerter (bad pass; steal by A. Gordon),70,75
257,3,8:20.0,A. Gordon makes 2-pt dunk from 1 ft,,72,75
258,3,8:20.0,,Atlanta full timeout,72,75
259,3,8:08.0,,D. Hunter misses 3-pt jump shot from 23 ft,72,75
260,3,8:05.0,Defensive rebound by A. Gordon,,72,75
261,3,7:48.0,Shooting foul by B. Fernando (drawn by A. Gordon),,72,75
262,3,7:48.0,A. Gordon makes free throw 1 of 2,,73,75
263,3,7:48.0,A. Gordon makes free throw 2 of 2,,74,75
264,3,7:37.0,,D. Hunter misses 3-pt jump shot from 23 ft,74,75
265,3,7:33.0,Defensive rebound by E. Fournier,,74,75
266,3,7:30.0,J. Ennis makes 2-pt layup from 1 ft (assist by E. Fournier),,76,75
267,3,7:09.0,,J. Collins misses 2-pt layup from 1 ft (block by A. Gordon),76,75
268,3,7:06.0,Defensive rebound by N. Vučević,,76,75
269,3,7:05.0,J. Ennis makes 2-pt layup from 1 ft (assist by E. Fournier),,78,75
270,3,7:05.0,Shooting foul by K. Huerter (drawn by J. Ennis),,78,75
271,3,7:05.0,,C. Reddish enters the game for B. Fernando,78,75
272,3,7:05.0,,J. Teague enters the game for K. Huerter,78,75
273,3,7:05.0,J. Ennis makes free throw 1 of 1,,79,75
274,3,6:53.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),79,77
275,3,6:35.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by N. Vučević),,82,77
276,3,6:18.0,,D. Hunter misses 2-pt layup from 4 ft,82,77
277,3,6:16.0,,Offensive rebound by J. Collins,82,77
278,3,6:16.0,,J. Collins makes 2-pt layup from 1 ft,82,79
279,3,5:53.0,E. Fournier misses 3-pt jump shot from 25 ft,,82,79
280,3,5:52.0,Offensive rebound by A. Gordon,,82,79
281,3,5:52.0,A. Gordon makes 2-pt layup at rim,,84,79
282,3,5:36.0,,J. Teague misses 3-pt jump shot from 25 ft,84,79
283,3,5:33.0,,Offensive rebound by C. Reddish,84,79
284,3,5:32.0,,C. Reddish misses 2-pt jump shot from 17 ft,84,79
285,3,5:32.0,,Offensive rebound by J. Collins,84,79
286,3,5:20.0,,J. Collins makes 2-pt dunk from 1 ft (assist by J. Teague),84,81
287,3,5:09.0,M. Fultz makes 2-pt layup from 3 ft,,86,81
288,3,4:55.0,,T. Young misses 2-pt jump shot from 10 ft,86,81
289,3,4:51.0,Defensive rebound by N. Vučević,,86,81
290,3,4:49.0,J. Ennis makes 2-pt layup from 4 ft (assist by M. Fultz),,88,81
291,3,4:36.0,,T. Young misses 3-pt jump shot from 23 ft,88,81
292,3,4:32.0,Defensive rebound by A. Gordon,,88,81
293,3,4:32.0,T. Ross enters the game for J. Ennis,,88,81
294,3,4:32.0,,B. Fernando enters the game for J. Collins,88,81
295,3,4:27.0,M. Fultz makes 2-pt layup from 6 ft (assist by E. Fournier),,90,81
296,3,4:21.0,,Shooting foul by M. Fultz (drawn by T. Young),90,81
297,3,4:21.0,,T. Young makes free throw 1 of 3,90,82
298,3,4:21.0,,T. Young makes free throw 2 of 3,90,83
299,3,4:21.0,,T. Graham enters the game for D. Hunter,90,83
300,3,4:21.0,,T. Young makes free throw 3 of 3,90,84
301,3,4:05.0,N. Vučević makes 2-pt jump shot from 6 ft (assist by A. Gordon),,92,84
302,3,3:53.0,,T. Young misses 2-pt layup from 1 ft,92,84
303,3,3:51.0,Defensive rebound by N. Vučević,,92,84
304,3,3:45.0,A. Gordon makes 3-pt jump shot from 23 ft (assist by T. Ross),,95,84
305,3,3:42.0,,Atlanta full timeout,95,84
306,3,3:42.0,D. Augustin enters the game for E. Fournier,,95,84
307,3,3:42.0,M. Carter-Williams enters the game for M. Fultz,,95,84
308,3,3:42.0,,J. Collins enters the game for T. Graham,95,84
309,3,3:42.0,,K. Huerter enters the game for T. Young,95,84
310,3,3:33.0,,K. Huerter misses 2-pt jump shot from 13 ft,95,84
311,3,3:30.0,Defensive rebound by N. Vučević,,95,84
312,3,3:24.0,A. Gordon misses 2-pt layup from 1 ft,,95,84
313,3,3:20.0,Offensive rebound by M. Carter-Williams,,95,84
314,3,3:20.0,A. Gordon makes 2-pt layup at rim (assist by M. Carter-Williams),,97,84
315,3,3:04.0,,K. Huerter misses 3-pt jump shot from 26 ft,97,84
316,3,3:02.0,Defensive rebound by N. Vučević,,97,84
317,3,2:48.0,N. Vučević misses 2-pt hook shot from 8 ft,,97,84
318,3,2:44.0,,Defensive rebound by B. Fernando,97,84
319,3,2:38.0,,J. Collins makes 2-pt layup from 1 ft (assist by J. Teague),97,86
320,3,2:22.0,T. Ross makes 2-pt jump shot from 14 ft,,99,86
321,3,2:01.0,,J. Teague makes 3-pt jump shot from 27 ft (assist by J. Collins),99,89
322,3,1:43.0,N. Vučević makes 2-pt hook shot from 3 ft (assist by T. Ross),,101,89
323,3,1:27.0,,C. Reddish makes 2-pt jump shot from 19 ft (assist by B. Fernando),101,91
324,3,1:00.0,A. Gordon misses 2-pt jump shot from 12 ft,,101,91
325,3,0:57.0,,Defensive rebound by B. Fernando,101,91
326,3,0:48.0,,K. Huerter misses 3-pt jump shot from 25 ft,101,91
327,3,0:45.0,Defensive rebound by D. Augustin,,101,91
328,3,0:34.0,N. Vučević misses 2-pt jump shot from 21 ft,,101,91
329,3,0:30.0,Offensive rebound by A. Gordon,,101,91
330,3,0:29.0,Shooting foul by J. Collins (drawn by A. Gordon),,101,91
331,3,0:29.0,A. Gordon makes free throw 1 of 2,,102,91
332,3,0:29.0,J. Ennis enters the game for N. Vučević,,102,91
333,3,0:29.0,,T. Young enters the game for B. Fernando,102,91
334,3,0:29.0,A. Gordon makes free throw 2 of 2,,103,91
335,3,0:11.0,,Personal foul by M. Carter-Williams (drawn by T. Young),103,91
336,3,0:09.0,,K. Huerter makes 2-pt dunk from 1 ft (assist by J. Collins),103,93
337,3,0:07.0,Turnover by T. Ross (bad pass; steal by C. Reddish),,103,93
338,3,0:05.0,,K. Huerter makes 2-pt layup from 1 ft (assist by C. Reddish),103,95
339,3,0:00.0,D. Augustin misses 3-pt jump shot from 35 ft,,103,95
340,3,0:00.0,Offensive rebound by Team,,103,95
341,4,11:50.0,,Personal foul by M. Carter-Williams (drawn by T. Young),103,95
342,4,11:48.0,,T. Young misses 3-pt jump shot from 36 ft,103,95
343,4,11:44.0,Defensive rebound by M. Bamba,,103,95
344,4,11:33.0,D. Augustin misses 2-pt jump shot from 17 ft,,103,95
345,4,11:32.0,Offensive rebound by Team,,103,95
346,4,11:32.0,,Loose ball foul by D. Jones (drawn by M. Bamba),103,95
347,4,11:20.0,M. Carter-Williams makes 2-pt dunk from 1 ft (assist by A. Gordon),,105,95
348,4,11:06.0,,C. Reddish misses 3-pt jump shot from 24 ft,105,95
349,4,11:06.0,,Offensive rebound by Team,105,95
350,4,11:06.0,Loose ball foul by M. Bamba (drawn by D. Jones),,105,95
351,4,10:53.0,,T. Young misses 2-pt jump shot from 21 ft,105,95
352,4,10:51.0,Defensive rebound by T. Ross,,105,95
353,4,10:48.0,Shooting foul by D. Jones (drawn by M. Bamba),,105,95
354,4,10:48.0,M. Bamba misses free throw 1 of 2,,105,95
355,4,10:48.0,Offensive rebound by Team,,105,95
356,4,10:48.0,M. Bamba misses free throw 2 of 2,,105,95
357,4,10:45.0,,Defensive rebound by J. Teague,105,95
358,4,10:35.0,,J. Teague makes 2-pt jump shot from 17 ft,105,97
359,4,10:10.0,T. Ross misses 2-pt jump shot from 19 ft,,105,97
360,4,10:09.0,,Defensive rebound by Team,105,97
361,4,10:04.0,,J. Teague misses 3-pt jump shot from 26 ft,105,97
362,4,10:00.0,Defensive rebound by T. Ross,,105,97
363,4,9:53.0,T. Ross misses 2-pt jump shot from 18 ft,,105,97
364,4,9:50.0,,Defensive rebound by D. Jones,105,97
365,4,9:46.0,,Shooting foul by T. Ross (drawn by T. Young),105,97
366,4,9:46.0,,T. Young makes free throw 1 of 2,105,98
367,4,9:46.0,,T. Young makes free throw 2 of 2,105,99
368,4,9:31.0,M. Carter-Williams misses 2-pt layup from 2 ft,,105,99
369,4,9:28.0,,Defensive rebound by D. Jones,105,99
370,4,9:25.0,,T. Young misses 2-pt jump shot from 4 ft,105,99
371,4,9:22.0,,Offensive rebound by D. Hunter,105,99
372,4,9:22.0,,Shooting foul by T. Ross (drawn by D. Hunter),105,99
373,4,9:22.0,,D. Hunter makes free throw 1 of 2,105,100
374,4,9:22.0,,D. Hunter makes free throw 2 of 2,105,101
375,4,9:08.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by A. Gordon),,108,101
376,4,8:52.0,,Shooting foul by M. Carter-Williams (drawn by T. Young),108,101
377,4,8:52.0,E. Fournier enters the game for M. Carter-Williams,,108,101
378,4,8:52.0,,T. Young misses free throw 1 of 2,108,101
379,4,8:52.0,,Offensive rebound by Team,108,101
380,4,8:52.0,,T. Young makes free throw 2 of 2,108,102
381,4,8:33.0,Turnover by D. Augustin (bad pass; steal by T. Young),,108,102
382,4,8:29.0,,C. Reddish makes 2-pt dunk from 2 ft (assist by J. Teague),108,104
383,4,8:13.0,Turnover by T. Ross (bad pass; steal by C. Reddish),,108,104
