,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,WASHINGTON_ACTION,BROOKLYN_SCORE,WASHINGTON_SCORE
0,1,11:44.0,,I. Bonga misses 3-pt jump shot from 25 ft,0,0
1,1,11:39.0,Defensive rebound by J. Allen,,0,0
2,1,11:26.0,Turnover by S. Dinwiddie (bad pass; steal by I. Mahinmi),,0,0
3,1,11:20.0,,R. Hachimura makes 3-pt jump shot from 26 ft (assist by S. Napier),0,3
4,1,11:03.0,Turnover by T. Prince (bad pass; steal by I. Mahinmi),,0,3
5,1,10:59.0,,R. Hachimura makes 3-pt jump shot from 24 ft (assist by B. Beal),0,6
6,1,10:55.0,Brooklyn full timeout,,0,6
7,1,10:39.0,Personal foul by S. Napier (drawn by J. Allen),,0,6
8,1,10:29.0,T. Prince makes 2-pt layup from 5 ft (assist by J. Harris),,2,6
9,1,10:09.0,,S. Napier misses 2-pt jump shot from 16 ft,2,6
10,1,10:05.0,,Offensive rebound by I. Mahinmi,2,6
11,1,10:05.0,,I. Mahinmi makes 2-pt layup at rim,2,8
12,1,9:54.0,T. Prince misses 3-pt jump shot from 26 ft,,2,8
13,1,9:49.0,,Defensive rebound by I. Bonga,2,8
14,1,9:35.0,,Turnover by B. Beal (lost ball; steal by C. LeVert),2,8
15,1,9:32.0,T. Prince makes 2-pt layup from 3 ft,,4,8
16,1,9:32.0,Shooting foul by S. Napier (drawn by T. Prince),,4,8
17,1,9:32.0,,I. Smith enters the game for S. Napier,4,8
18,1,9:32.0,T. Prince makes free throw 1 of 1,,5,8
19,1,9:12.0,,I. Mahinmi misses 2-pt hook shot from 7 ft,5,8
20,1,9:09.0,Defensive rebound by J. Allen,,5,8
21,1,9:01.0,Turnover by T. Prince (lost ball; steal by B. Beal),,5,8
22,1,8:57.0,,B. Beal makes 2-pt dunk from 1 ft,5,10
23,1,8:45.0,C. LeVert misses 2-pt jump shot from 14 ft,,5,10
24,1,8:42.0,,Defensive rebound by I. Mahinmi,5,10
25,1,8:37.0,,I. Smith makes 2-pt jump shot from 17 ft,5,12
26,1,8:24.0,T. Prince misses 3-pt jump shot from 27 ft,,5,12
27,1,8:19.0,,Defensive rebound by I. Bonga,5,12
28,1,8:15.0,,R. Hachimura makes 2-pt hook shot from 6 ft (assist by I. Bonga),5,14
29,1,8:02.0,C. LeVert misses 3-pt jump shot from 26 ft,,5,14
30,1,7:57.0,,Defensive rebound by B. Beal,5,14
31,1,7:53.0,,I. Smith misses 2-pt layup from 7 ft,5,14
32,1,7:50.0,Defensive rebound by T. Prince,,5,14
33,1,7:38.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by C. LeVert),,8,14
34,1,7:28.0,,B. Beal misses 2-pt jump shot from 12 ft,8,14
35,1,7:27.0,,Offensive rebound by I. Mahinmi,8,14
36,1,7:27.0,,I. Mahinmi misses 2-pt layup from 1 ft,8,14
37,1,7:27.0,,Offensive rebound by Team,8,14
38,1,7:19.0,,I. Smith misses 2-pt jump shot from 17 ft,8,14
39,1,7:16.0,Defensive rebound by J. Harris,,8,14
40,1,7:10.0,C. LeVert makes 3-pt jump shot from 25 ft,,11,14
41,1,6:51.0,,B. Beal makes 2-pt jump shot from 12 ft,11,16
42,1,6:39.0,Shooting foul by I. Mahinmi (drawn by J. Allen),,11,16
43,1,6:39.0,J. Allen misses free throw 1 of 2,,11,16
44,1,6:39.0,Offensive rebound by Team,,11,16
45,1,6:39.0,G. Temple enters the game for C. LeVert,,11,16
46,1,6:39.0,J. Allen misses free throw 2 of 2,,11,16
47,1,6:36.0,,Defensive rebound by R. Hachimura,11,16
48,1,6:20.0,,R. Hachimura misses 2-pt jump shot from 15 ft,11,16
49,1,6:17.0,Defensive rebound by S. Dinwiddie,,11,16
50,1,6:11.0,Offensive foul by J. Allen (drawn by I. Bonga),,11,16
51,1,6:11.0,Turnover by J. Allen (offensive foul),,11,16
52,1,6:01.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by I. Smith),11,19
53,1,5:47.0,J. Harris misses 2-pt layup from 4 ft,,11,19
54,1,5:41.0,Offensive rebound by J. Allen,,11,19
55,1,5:41.0,J. Allen makes 2-pt dunk at rim,,13,19
56,1,5:34.0,,Shooting foul by J. Allen (drawn by R. Hachimura),13,19
57,1,5:34.0,,R. Hachimura misses free throw 1 of 2,13,19
58,1,5:34.0,,Offensive rebound by Team,13,19
59,1,5:34.0,D. Jordan enters the game for J. Allen,,13,19
60,1,5:34.0,R. Kurucs enters the game for T. Prince,,13,19
61,1,5:34.0,,D. Bertāns enters the game for I. Bonga,13,19
62,1,5:34.0,,T. Bryant enters the game for I. Mahinmi,13,19
63,1,5:34.0,,R. Hachimura makes free throw 2 of 2,13,20
64,1,5:21.0,Shooting foul by T. Bryant (drawn by J. Harris),,13,20
65,1,5:21.0,J. Harris makes free throw 1 of 2,,14,20
66,1,5:21.0,J. Harris misses free throw 2 of 2,,14,20
67,1,5:18.0,,Defensive rebound by D. Bertāns,14,20
68,1,5:03.0,,B. Beal misses 2-pt layup from 3 ft,14,20
69,1,5:01.0,Defensive rebound by R. Kurucs,,14,20
70,1,4:53.0,G. Temple misses 3-pt jump shot from 23 ft,,14,20
71,1,4:50.0,,Defensive rebound by B. Beal,14,20
72,1,4:28.0,,R. Hachimura misses 2-pt jump shot from 12 ft,14,20
73,1,4:25.0,Defensive rebound by J. Harris,,14,20
74,1,4:18.0,J. Harris misses 3-pt jump shot from 27 ft,,14,20
75,1,4:14.0,,Defensive rebound by D. Bertāns,14,20
76,1,4:08.0,,Personal foul by G. Temple (drawn by T. Bryant),14,20
77,1,4:08.0,,J. Robinson enters the game for R. Hachimura,14,20
78,1,4:04.0,,B. Beal misses 3-pt jump shot from 26 ft,14,20
79,1,3:58.0,Defensive rebound by S. Dinwiddie,,14,20
80,1,3:52.0,R. Kurucs misses 2-pt layup from 5 ft,,14,20
81,1,3:50.0,,Defensive rebound by T. Bryant,14,20
82,1,3:47.0,,D. Bertāns makes 3-pt jump shot from 29 ft (assist by I. Smith),14,23
83,1,3:33.0,S. Dinwiddie misses 2-pt layup from 7 ft,,14,23
84,1,3:30.0,,Defensive rebound by T. Bryant,14,23
85,1,3:27.0,,J. Robinson makes 2-pt dunk from 1 ft (assist by B. Beal),14,25
86,1,3:09.0,J. Harris misses 2-pt layup from 6 ft,,14,25
87,1,3:06.0,,Defensive rebound by D. Bertāns,14,25
88,1,3:02.0,,D. Bertāns misses 3-pt jump shot from 28 ft,14,25
89,1,2:58.0,,Offensive rebound by T. Bryant,14,25
90,1,2:52.0,,I. Smith misses 3-pt jump shot from 27 ft,14,25
91,1,2:47.0,Defensive rebound by G. Temple,,14,25
92,1,2:41.0,Turnover by J. Harris (bad pass; steal by B. Beal),,14,25
93,1,2:33.0,,J. Robinson misses 2-pt dunk from 7 ft (block by G. Temple),14,25
94,1,2:33.0,,Offensive rebound by Team,14,25
95,1,2:33.0,,Washington full timeout,14,25
96,1,2:33.0,C. LeVert enters the game for S. Dinwiddie,,14,25
97,1,2:33.0,T. Luwawu-Cabarrot enters the game for J. Harris,,14,25
98,1,2:33.0,,I. Bonga enters the game for B. Beal,14,25
99,1,2:22.0,,Turnover by I. Smith (lost ball; steal by R. Kurucs),14,25
100,1,2:15.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,,14,25
101,1,2:11.0,Offensive rebound by D. Jordan,,14,25
102,1,2:06.0,Offensive foul by T. Luwawu-Cabarrot (drawn by I. Smith),,14,25
103,1,2:06.0,Turnover by T. Luwawu-Cabarrot (offensive foul),,14,25
104,1,1:51.0,,Personal foul by T. Luwawu-Cabarrot (drawn by J. Robinson),14,25
105,1,1:43.0,,I. Smith misses 2-pt jump shot from 18 ft,14,25
106,1,1:39.0,Defensive rebound by D. Jordan,,14,25
107,1,1:32.0,Turnover by R. Kurucs (traveling),,14,25
108,1,1:21.0,,J. Robinson misses 2-pt jump shot from 21 ft,14,25
109,1,1:18.0,,Offensive rebound by T. Bryant,14,25
110,1,1:16.0,,T. Bryant misses 3-pt jump shot from 27 ft,14,25
111,1,1:12.0,Defensive rebound by C. LeVert,,14,25
112,1,1:05.0,R. Kurucs misses 3-pt jump shot from 25 ft,,14,25
113,1,1:01.0,,Defensive rebound by T. Bryant,14,25
114,1,0:58.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by J. Robinson),14,28
115,1,0:49.0,C. LeVert makes 3-pt jump shot from 26 ft,,17,28
116,1,0:40.0,,T. Bryant misses 2-pt jump shot from 19 ft,17,28
117,1,0:36.0,Defensive rebound by D. Jordan,,17,28
118,1,0:30.0,C. LeVert misses 3-pt jump shot from 26 ft,,17,28
119,1,0:27.0,,Defensive rebound by T. Bryant,17,28
120,1,0:05.0,,I. Smith makes 3-pt jump shot from 26 ft (assist by D. Bertāns),17,31
121,1,0:00.0,,Instant Replay (Request: Ruling Stands),17,31
122,2,11:45.0,G. Temple makes 2-pt layup from 3 ft (assist by C. LeVert),,19,31
123,2,11:36.0,,Turnover by I. Smith (back court),19,31
124,2,11:36.0,,M. Wagner enters the game for T. Bryant,19,31
125,2,11:26.0,Personal foul by I. Smith (drawn by G. Temple),,19,31
126,2,11:23.0,Turnover by D. Jordan (bad pass),,19,31
127,2,11:04.0,,D. Bertāns misses 2-pt jump shot from 12 ft,19,31
128,2,11:01.0,Defensive rebound by R. Kurucs,,19,31
129,2,10:48.0,C. LeVert misses 2-pt layup from 3 ft,,19,31
130,2,10:45.0,Offensive rebound by C. LeVert,,19,31
131,2,10:45.0,C. LeVert makes 2-pt layup from 4 ft,,21,31
132,2,10:31.0,,Turnover by I. Bonga (bad pass; steal by C. LeVert),21,31
133,2,10:28.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by C. LeVert),,23,31
134,2,10:28.0,,Washington full timeout,23,31
135,2,10:19.0,,D. Bertāns makes 2-pt jump shot from 23 ft,23,33
136,2,10:05.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,23,33
137,2,10:02.0,Offensive rebound by Team,,23,33
138,2,10:02.0,Personal foul by M. Wagner (drawn by D. Jordan),,23,33
139,2,9:56.0,G. Temple misses 3-pt jump shot from 27 ft,,23,33
140,2,9:54.0,,Defensive rebound by Team,23,33
141,2,9:43.0,,D. Bertāns misses 3-pt jump shot from 27 ft,23,33
142,2,9:37.0,,Offensive rebound by I. Bonga,23,33
143,2,9:33.0,,I. Smith misses 2-pt jump shot from 18 ft,23,33
144,2,9:30.0,Defensive rebound by R. Kurucs,,23,33
145,2,9:16.0,T. Luwawu-Cabarrot misses 2-pt layup from 7 ft,,23,33
