,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHILADELPHIA_ACTION,MIAMI_SCORE,PHILADELPHIA_SCORE
0,1,11:41.0,M. Leonard misses 3-pt jump shot from 26 ft,,0,0
1,1,11:37.0,,Defensive rebound by J. Embiid,0,0
2,1,11:22.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Richardson),0,2
3,1,11:13.0,K. Nunn misses 3-pt jump shot from 25 ft,,0,2
4,1,11:10.0,,Defensive rebound by J. Embiid,0,2
5,1,10:49.0,,J. Richardson misses 3-pt jump shot from 26 ft (block by D. Robinson),0,2
6,1,10:44.0,Defensive rebound by B. Adebayo,,0,2
7,1,10:36.0,J. Butler misses 2-pt jump shot from 9 ft,,0,2
8,1,10:33.0,,Defensive rebound by J. Richardson,0,2
9,1,10:26.0,,J. Embiid misses 3-pt jump shot from 27 ft,0,2
10,1,10:23.0,Defensive rebound by B. Adebayo,,0,2
11,1,10:12.0,B. Adebayo misses 2-pt hook shot from 5 ft,,0,2
12,1,10:09.0,,Defensive rebound by J. Embiid,0,2
13,1,10:02.0,,B. Simmons misses 2-pt hook shot from 4 ft,0,2
14,1,10:00.0,,Offensive rebound by J. Embiid,0,2
15,1,9:59.0,,Shooting foul by J. Butler (drawn by J. Embiid),0,2
16,1,9:59.0,,J. Embiid makes free throw 1 of 2,0,3
17,1,9:59.0,,J. Embiid makes free throw 2 of 2,0,4
18,1,9:39.0,B. Adebayo makes 2-pt layup from 1 ft (assist by M. Leonard),,2,4
19,1,9:19.0,,J. Embiid makes 2-pt jump shot from 11 ft,2,6
20,1,8:54.0,Turnover by K. Nunn (bad pass; steal by J. Embiid),,2,6
21,1,8:49.0,,B. Simmons makes 2-pt layup from 2 ft,2,8
22,1,8:32.0,J. Butler makes 2-pt jump shot from 14 ft,,4,8
23,1,8:19.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by B. Simmons),4,11
24,1,8:00.0,K. Nunn misses 2-pt jump shot from 8 ft,,4,11
25,1,7:57.0,,Defensive rebound by J. Embiid,4,11
26,1,7:51.0,,T. Harris misses 2-pt layup from 4 ft,4,11
27,1,7:50.0,,Offensive rebound by J. Embiid,4,11
28,1,7:50.0,,J. Embiid misses 2-pt layup from 2 ft,4,11
29,1,7:48.0,,Offensive rebound by J. Embiid,4,11
30,1,7:48.0,,J. Embiid misses 2-pt layup at rim,4,11
31,1,7:46.0,Defensive rebound by M. Leonard,,4,11
32,1,7:39.0,Turnover by B. Adebayo (traveling),,4,11
33,1,7:36.0,,Turnover by T. Harris (traveling),4,11
34,1,7:18.0,B. Adebayo makes 2-pt hook shot from 6 ft (assist by J. Butler),,6,11
35,1,6:58.0,,T. Harris misses 3-pt jump shot from 27 ft,6,11
36,1,6:55.0,Defensive rebound by B. Adebayo,,6,11
37,1,6:42.0,J. Butler makes 2-pt jump shot from 4 ft,,8,11
38,1,6:25.0,,Philadelphia full timeout,8,11
39,1,6:25.0,,J. Ennis enters the game for J. Embiid,8,11
40,1,6:25.0,,M. Thybulle enters the game for J. Richardson,8,11
41,1,6:19.0,,Turnover by T. Harris (traveling),8,11
42,1,6:09.0,B. Adebayo makes 2-pt dunk at rim (assist by J. Butler),,10,11
43,1,5:54.0,,T. Harris makes 2-pt dunk from 1 ft,10,13
44,1,5:38.0,Def 3 sec tech foul by Team,,10,13
45,1,5:38.0,J. Butler misses technical free throw,,10,13
46,1,5:38.0,Offensive rebound by Team,,10,13
47,1,5:38.0,T. Herro enters the game for B. Adebayo,,10,13
48,1,5:38.0,D. Jones enters the game for K. Nunn,,10,13
49,1,5:26.0,Miami full timeout,,10,13
50,1,5:24.0,D. Robinson misses 3-pt jump shot from 30 ft,,10,13
51,1,5:20.0,Offensive rebound by M. Leonard,,10,13
52,1,5:13.0,D. Robinson misses 3-pt jump shot from 26 ft,,10,13
53,1,5:11.0,,Defensive rebound by J. Ennis,10,13
54,1,5:05.0,,M. Thybulle makes 3-pt jump shot from 25 ft (assist by B. Simmons),10,16
55,1,4:54.0,Turnover by J. Butler (bad pass; steal by M. Thybulle),,10,16
56,1,4:46.0,,B. Simmons makes 2-pt layup from 1 ft (assist by J. Ennis),10,18
57,1,4:28.0,J. Butler misses 2-pt jump shot from 11 ft,,10,18
58,1,4:27.0,Offensive rebound by Team,,10,18
59,1,4:24.0,T. Herro misses 2-pt jump shot from 19 ft,,10,18
60,1,4:21.0,,Defensive rebound by T. Harris,10,18
61,1,4:15.0,,B. Simmons misses 2-pt hook shot from 5 ft,10,18
62,1,4:13.0,Defensive rebound by J. Butler,,10,18
63,1,4:10.0,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Butler),,13,18
64,1,3:50.0,,T. Harris makes 2-pt jump shot from 8 ft (assist by A. Horford),13,20
65,1,3:33.0,M. Leonard misses 3-pt jump shot from 25 ft,,13,20
66,1,3:30.0,,Defensive rebound by T. Harris,13,20
67,1,3:25.0,,T. Harris makes 2-pt jump shot from 8 ft,13,22
68,1,3:25.0,,Shooting foul by D. Robinson (drawn by T. Harris),13,22
69,1,3:25.0,,T. Harris makes free throw 1 of 1,13,23
70,1,3:12.0,Personal foul by B. Simmons (drawn by J. Butler),,13,23
71,1,3:12.0,K. Olynyk enters the game for M. Leonard,,13,23
72,1,2:58.0,K. Olynyk misses 3-pt jump shot from 30 ft,,13,23
73,1,2:58.0,Offensive rebound by Team,,13,23
74,1,2:58.0,Turnover by Team (shot clock),,13,23
75,1,2:48.0,,A. Horford misses 2-pt jump shot from 19 ft,13,23
76,1,2:48.0,Defensive rebound by D. Robinson,,13,23
77,1,2:34.0,Turnover by J. Butler (bad pass; steal by M. Thybulle),,13,23
78,1,2:31.0,,M. Thybulle makes 2-pt dunk from 1 ft,13,25
79,1,2:16.0,K. Olynyk makes 2-pt layup from 1 ft (assist by T. Herro),,15,25
80,1,2:10.0,,J. Ennis misses 3-pt jump shot from 22 ft,15,25
81,1,2:06.0,Defensive rebound by K. Olynyk,,15,25
82,1,1:55.0,T. Herro misses 2-pt layup from 5 ft,,15,25
83,1,1:54.0,,Defensive rebound by A. Horford,15,25
84,1,1:51.0,,Shooting foul by D. Jones (drawn by B. Simmons),15,25
85,1,1:51.0,,B. Simmons makes free throw 1 of 2,15,26
86,1,1:51.0,B. Adebayo enters the game for J. Butler,,15,26
87,1,1:51.0,K. Nunn enters the game for D. Robinson,,15,26
88,1,1:51.0,,J. Embiid enters the game for T. Harris,15,26
89,1,1:51.0,,M. Scott enters the game for A. Horford,15,26
90,1,1:51.0,,B. Simmons makes free throw 2 of 2,15,27
91,1,1:36.0,Turnover by T. Herro (bad pass; steal by M. Scott),,15,27
92,1,1:32.0,,Turnover by M. Scott (bad pass),15,27
93,1,1:32.0,,R. Neto enters the game for B. Simmons,15,27
94,1,1:18.0,B. Adebayo makes 2-pt hook shot from 3 ft,,17,27
95,1,1:05.0,,M. Scott misses 3-pt jump shot from 26 ft,17,27
96,1,1:01.0,,Offensive rebound by J. Embiid,17,27
97,1,0:57.0,,M. Scott misses 3-pt jump shot from 23 ft,17,27
98,1,0:54.0,Defensive rebound by D. Jones,,17,27
99,1,0:47.0,K. Nunn makes 2-pt layup from 3 ft,,19,27
100,1,0:38.0,,M. Thybulle misses 3-pt jump shot from 26 ft,19,27
101,1,0:35.0,Defensive rebound by K. Olynyk,,19,27
102,1,0:17.0,T. Herro misses 3-pt jump shot from 26 ft,,19,27
103,1,0:14.0,,Defensive rebound by M. Scott,19,27
104,1,0:00.0,,Personal foul by B. Adebayo (drawn by R. Neto),19,27
105,1,0:00.0,,R. Neto makes free throw 1 of 2,19,28
106,1,0:00.0,,R. Neto makes free throw 2 of 2,19,29
107,2,11:38.0,,J. Embiid misses 2-pt jump shot from 16 ft,19,29
108,2,11:34.0,Defensive rebound by T. Herro,,19,29
109,2,11:18.0,B. Adebayo makes 2-pt jump shot from 6 ft (assist by T. Herro),,21,29
110,2,10:53.0,,F. Korkmaz makes 3-pt jump shot from 23 ft (assist by R. Neto),21,32
111,2,10:33.0,T. Herro makes 2-pt jump shot from 13 ft,,23,32
112,2,10:16.0,,R. Neto misses 3-pt jump shot from 26 ft,23,32
113,2,10:14.0,Defensive rebound by K. Nunn,,23,32
114,2,10:07.0,Turnover by K. Olynyk (bad pass; steal by R. Neto),,23,32
115,2,10:01.0,,J. Embiid misses 3-pt jump shot from 26 ft,23,32
116,2,9:58.0,Defensive rebound by K. Olynyk,,23,32
117,2,9:42.0,T. Herro makes 2-pt layup from 2 ft,,25,32
118,2,9:25.0,,T. Harris makes 2-pt jump shot from 11 ft (assist by R. Neto),25,34
119,2,9:19.0,B. Adebayo makes 2-pt layup from 2 ft (assist by K. Nunn),,27,34
120,2,9:09.0,,Shooting foul by K. Olynyk (drawn by T. Harris),27,34
121,2,9:09.0,,T. Harris makes free throw 1 of 2,27,35
122,2,9:09.0,,T. Harris makes free throw 2 of 2,27,36
123,2,8:54.0,K. Nunn misses 2-pt jump shot from 3 ft,,27,36
124,2,8:52.0,,Defensive rebound by J. Richardson,27,36
125,2,8:45.0,,Personal foul by T. Herro (drawn by T. Harris),27,36
126,2,8:45.0,,B. Simmons enters the game for R. Neto,27,36
127,2,8:38.0,,T. Harris misses 2-pt jump shot from 16 ft,27,36
128,2,8:34.0,Defensive rebound by T. Herro,,27,36
129,2,8:25.0,B. Adebayo makes 2-pt jump shot from 16 ft (assist by T. Herro),,29,36
130,2,8:03.0,,J. Richardson misses 2-pt jump shot from 8 ft (block by B. Adebayo),29,36
131,2,8:00.0,,Offensive rebound by J. Richardson,29,36
132,2,7:58.0,,J. Richardson makes 2-pt jump shot from 17 ft,29,38
133,2,7:51.0,T. Herro misses 3-pt jump shot from 26 ft,,29,38
134,2,7:48.0,,Defensive rebound by J. Embiid,29,38
135,2,7:40.0,,Personal foul by T. Herro (drawn by B. Simmons),29,38
136,2,7:40.0,J. Butler enters the game for B. Adebayo,,29,38
137,2,7:40.0,M. Leonard enters the game for K. Olynyk,,29,38
138,2,7:40.0,,A. Horford enters the game for J. Embiid,29,38
139,2,7:28.0,,F. Korkmaz makes 3-pt jump shot from 23 ft (assist by J. Richardson),29,41
140,2,7:28.0,Miami full timeout,,29,41
141,2,7:28.0,,J. Ennis enters the game for J. Richardson,29,41
142,2,7:05.0,Shooting foul by F. Korkmaz (drawn by J. Butler),,29,41
143,2,7:05.0,J. Butler makes free throw 1 of 2,,30,41
144,2,7:05.0,J. Butler makes free throw 2 of 2,,31,41
145,2,6:47.0,,Turnover by J. Ennis (bad pass),31,41
146,2,6:34.0,J. Butler makes 2-pt jump shot from 10 ft,,33,41
147,2,6:18.0,,T. Harris misses 3-pt jump shot from 26 ft,33,41
148,2,6:18.0,Defensive rebound by T. Herro,,33,41
149,2,6:01.0,Shooting foul by A. Horford (drawn by K. Nunn),,33,41
150,2,6:01.0,K. Nunn makes free throw 1 of 2,,34,41
151,2,6:01.0,,M. Thybulle enters the game for F. Korkmaz,34,41
152,2,6:01.0,K. Nunn makes free throw 2 of 2,,35,41
153,2,5:47.0,,Turnover by A. Horford (bad pass; steal by J. Butler),35,41
154,2,5:29.0,K. Nunn makes 2-pt layup from 2 ft (assist by T. Herro),,37,41
155,2,5:13.0,,J. Ennis makes 3-pt jump shot from 28 ft (assist by B. Simmons),37,44
156,2,5:02.0,M. Leonard misses 3-pt jump shot from 27 ft,,37,44
157,2,5:00.0,Offensive rebound by D. Jones,,37,44
158,2,5:00.0,D. Jones makes 2-pt layup from 3 ft,,39,44
159,2,5:00.0,Shooting foul by M. Thybulle (drawn by D. Jones),,39,44
160,2,5:00.0,D. Jones makes free throw 1 of 1,,40,44
161,2,4:49.0,,A. Horford makes 2-pt layup from 2 ft (assist by B. Simmons),40,46
162,2,4:34.0,K. Nunn makes 2-pt jump shot from 9 ft,,42,46
163,2,4:21.0,,Turnover by B. Simmons (bad pass; steal by T. Herro),42,46
164,2,4:15.0,Turnover by T. Herro (bad pass; steal by B. Simmons),,42,46
165,2,4:09.0,,B. Simmons misses 2-pt layup from 5 ft (block by M. Leonard),42,46
166,2,4:07.0,Defensive rebound by J. Butler,,42,46
167,2,4:05.0,Shooting foul by J. Ennis (drawn by K. Nunn),,42,46
168,2,4:05.0,K. Nunn makes free throw 1 of 2,,43,46
169,2,4:05.0,D. Robinson enters the game for T. Herro,,43,46
170,2,4:05.0,,J. Embiid enters the game for J. Ennis,43,46
171,2,4:05.0,,J. Richardson enters the game for T. Harris,43,46
172,2,4:05.0,,M. Scott enters the game for A. Horford,43,46
173,2,4:05.0,K. Nunn makes free throw 2 of 2,,44,46
174,2,3:56.0,,M. Scott misses 3-pt jump shot from 25 ft,44,46
175,2,3:52.0,Defensive rebound by J. Butler,,44,46
176,2,3:35.0,D. Jones makes 3-pt jump shot from 23 ft (assist by D. Robinson),,47,46
177,2,3:34.0,,Philadelphia full timeout,47,46
178,2,3:18.0,,Turnover by M. Thybulle (bad pass; steal by K. Nunn),47,46
179,2,3:12.0,J. Butler makes 2-pt layup from 1 ft (assist by K. Nunn),,49,46
180,2,2:57.0,,J. Richardson misses 2-pt jump shot from 8 ft,49,46
181,2,2:56.0,Defensive rebound by K. Nunn,,49,46
182,2,2:42.0,D. Robinson misses 3-pt jump shot from 23 ft,,49,46
183,2,2:38.0,Offensive rebound by M. Leonard,,49,46
184,2,2:35.0,Shooting foul by J. Richardson (drawn by D. Robinson),,49,46
185,2,2:35.0,D. Robinson makes free throw 1 of 2,,50,46
186,2,2:35.0,,T. Harris enters the game for M. Thybulle,50,46
187,2,2:35.0,D. Robinson makes free throw 2 of 2,,51,46
188,2,2:18.0,,T. Harris misses 3-pt jump shot from 23 ft,51,46
189,2,2:15.0,Defensive rebound by M. Leonard,,51,46
190,2,2:02.0,J. Butler misses 3-pt jump shot from 27 ft,,51,46
191,2,2:01.0,,Defensive rebound by Team,51,46
192,2,1:46.0,,M. Scott misses 3-pt jump shot from 26 ft,51,46
193,2,1:45.0,,Offensive rebound by B. Simmons,51,46
194,2,1:45.0,,B. Simmons misses 2-pt layup at rim,51,46
195,2,1:43.0,Defensive rebound by K. Nunn,,51,46
196,2,1:38.0,K. Nunn makes 3-pt jump shot from 26 ft,,54,46
197,2,1:17.0,,J. Richardson misses 3-pt jump shot from 27 ft,54,46
198,2,1:14.0,,Offensive rebound by J. Embiid,54,46
199,2,1:13.0,,J. Embiid makes 2-pt dunk from 2 ft,54,48
200,2,0:58.0,K. Nunn misses 3-pt jump shot from 27 ft,,54,48
201,2,0:58.0,,Defensive rebound by J. Embiid,54,48
202,2,0:50.0,,J. Richardson misses 3-pt jump shot from 23 ft,54,48
203,2,0:47.0,,Offensive rebound by T. Harris,54,48
204,2,0:45.0,,M. Scott misses 3-pt jump shot from 23 ft,54,48
205,2,0:43.0,Defensive rebound by J. Butler,,54,48
206,2,0:33.0,M. Leonard misses 2-pt dunk from 2 ft (block by B. Simmons),,54,48
207,2,0:33.0,,Defensive rebound by Team,54,48
208,2,0:21.0,,J. Richardson misses 3-pt jump shot from 26 ft,54,48
209,2,0:19.0,Defensive rebound by M. Leonard,,54,48
210,2,0:19.0,T. Herro enters the game for D. Jones,,54,48
211,2,0:19.0,,M. Thybulle enters the game for M. Scott,54,48
212,2,0:01.0,D. Robinson makes 2-pt layup from 1 ft (assist by K. Nunn),,56,48
213,3,11:48.0,,B. Simmons misses 2-pt layup from 2 ft,56,48
214,3,11:46.0,,Offensive rebound by J. Embiid,56,48
215,3,11:45.0,,J. Embiid makes 2-pt layup from 2 ft,56,50
216,3,11:30.0,D. Robinson makes 3-pt jump shot from 25 ft (assist by J. Butler),,59,50
217,3,11:16.0,,J. Richardson makes 2-pt jump shot from 20 ft,59,52
218,3,10:52.0,Turnover by M. Leonard (bad pass),,59,52
219,3,10:51.0,Loose ball foul by M. Leonard (drawn by J. Richardson),,59,52
220,3,10:45.0,,Offensive foul by B. Simmons (drawn by K. Nunn),59,52
221,3,10:45.0,,Turnover by B. Simmons (offensive foul),59,52
222,3,10:34.0,Turnover by J. Butler (bad pass; steal by A. Horford),,59,52
223,3,10:27.0,,Turnover by J. Richardson (bad pass; steal by J. Butler),59,52
224,3,10:27.0,Personal foul by J. Richardson (drawn by J. Butler),,59,52
225,3,10:08.0,J. Butler misses 2-pt jump shot from 19 ft,,59,52
226,3,10:05.0,,Defensive rebound by A. Horford,59,52
227,3,9:56.0,,A. Horford makes 2-pt layup from 1 ft (assist by J. Embiid),59,54
228,3,9:41.0,M. Leonard makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,62,54
229,3,9:16.0,,J. Richardson makes 2-pt jump shot from 9 ft (assist by A. Horford),62,56
230,3,8:55.0,K. Nunn makes 2-pt jump shot from 10 ft,,64,56
231,3,8:37.0,,J. Embiid misses 2-pt jump shot from 20 ft,64,56
232,3,8:34.0,Defensive rebound by J. Butler,,64,56
233,3,8:26.0,Shooting foul by J. Embiid (drawn by B. Adebayo),,64,56
234,3,8:26.0,B. Adebayo makes free throw 1 of 2,,65,56
235,3,8:26.0,B. Adebayo makes free throw 2 of 2,,66,56
236,3,8:14.0,,T. Harris misses 2-pt jump shot from 17 ft,66,56
237,3,8:11.0,,Offensive rebound by J. Embiid,66,56
238,3,8:11.0,,Shooting foul by M. Leonard (drawn by J. Embiid),66,56
239,3,8:11.0,,J. Embiid makes free throw 1 of 2,66,57
240,3,8:11.0,,J. Embiid makes free throw 2 of 2,66,58
241,3,7:53.0,B. Adebayo misses 2-pt layup from 2 ft (block by J. Embiid),,66,58
242,3,7:51.0,Offensive rebound by D. Robinson,,66,58
243,3,7:50.0,D. Robinson misses 3-pt jump shot from 26 ft,,66,58
244,3,7:48.0,,Defensive rebound by B. Simmons,66,58
245,3,7:42.0,,B. Simmons makes 2-pt layup from 1 ft,66,60
246,3,7:32.0,B. Adebayo misses 2-pt layup at rim (block by J. Embiid),,66,60
247,3,7:32.0,,Defensive rebound by J. Embiid,66,60
248,3,7:24.0,,J. Embiid misses 3-pt jump shot from 28 ft,66,60
249,3,7:22.0,Defensive rebound by D. Robinson,,66,60
250,3,7:12.0,K. Nunn makes 2-pt jump shot from 19 ft,,68,60
251,3,6:48.0,,A. Horford misses 3-pt jump shot from 26 ft,68,60
252,3,6:46.0,Defensive rebound by B. Adebayo,,68,60
253,3,6:30.0,K. Nunn misses 2-pt layup from 1 ft,,68,60
254,3,6:29.0,,Defensive rebound by J. Embiid,68,60
255,3,6:21.0,,B. Simmons makes 2-pt layup from 1 ft (assist by J. Richardson),68,62
256,3,6:05.0,M. Leonard makes 3-pt jump shot from 26 ft (assist by K. Nunn),,71,62
257,3,6:04.0,,Philadelphia full timeout,71,62
258,3,6:04.0,,J. Ennis enters the game for J. Embiid,71,62
259,3,5:42.0,,A. Horford makes 2-pt layup from 3 ft,71,64
260,3,5:26.0,Personal foul by J. Ennis (drawn by B. Adebayo),,71,64
261,3,5:11.0,K. Nunn makes 3-pt jump shot from 30 ft (assist by M. Leonard),,74,64
262,3,4:53.0,,T. Harris misses 2-pt jump shot from 19 ft,74,64
263,3,4:50.0,Defensive rebound by K. Nunn,,74,64
264,3,4:33.0,J. Butler misses 2-pt jump shot from 11 ft,,74,64
265,3,4:32.0,,Defensive rebound by Team,74,64
266,3,4:32.0,T. Herro enters the game for B. Adebayo,,74,64
267,3,4:32.0,D. Jones enters the game for K. Nunn,,74,64
268,3,4:16.0,,T. Harris makes 2-pt jump shot from 7 ft (assist by J. Richardson),74,66
269,3,3:58.0,T. Herro misses 2-pt jump shot from 18 ft,,74,66
270,3,3:56.0,,Defensive rebound by J. Ennis,74,66
271,3,3:56.0,,Personal foul by D. Jones (drawn by J. Ennis),74,66
272,3,3:49.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by T. Harris),74,69
273,3,3:48.0,Miami full timeout,,74,69
274,3,3:24.0,Turnover by Team (shot clock),,74,69
275,3,3:10.0,,J. Richardson misses 2-pt layup from 3 ft,74,69
276,3,3:07.0,Defensive rebound by J. Butler,,74,69
277,3,3:02.0,D. Jones misses 2-pt layup from 2 ft,,74,69
278,3,3:00.0,Offensive rebound by D. Jones,,74,69
279,3,2:59.0,D. Robinson misses 3-pt jump shot from 23 ft,,74,69
280,3,2:57.0,,Defensive rebound by Team,74,69
281,3,2:44.0,,A. Horford misses 2-pt jump shot from 2 ft,74,69
282,3,2:42.0,Defensive rebound by D. Robinson,,74,69
283,3,2:29.0,D. Jones misses 2-pt layup from 2 ft,,74,69
284,3,2:26.0,Offensive rebound by D. Jones,,74,69
285,3,2:15.0,D. Jones misses 3-pt jump shot from 24 ft,,74,69
286,3,2:11.0,,Defensive rebound by A. Horford,74,69
287,3,2:01.0,,J. Ennis misses 3-pt jump shot from 25 ft,74,69
288,3,1:58.0,Defensive rebound by T. Herro,,74,69
289,3,1:43.0,D. Jones misses 3-pt jump shot from 26 ft,,74,69
290,3,1:40.0,,Defensive rebound by B. Simmons,74,69
291,3,1:33.0,,Shooting foul by D. Jones (drawn by T. Harris),74,69
292,3,1:33.0,,T. Harris makes free throw 1 of 2,74,70
293,3,1:33.0,B. Adebayo enters the game for J. Butler,,74,70
294,3,1:33.0,K. Nunn enters the game for M. Leonard,,74,70
295,3,1:33.0,,J. Embiid enters the game for A. Horford,74,70
296,3,1:33.0,,F. Korkmaz enters the game for J. Richardson,74,70
297,3,1:33.0,,T. Harris misses free throw 2 of 2,74,70
298,3,1:30.0,Defensive rebound by T. Herro,,74,70
299,3,1:14.0,K. Nunn misses 2-pt layup from 2 ft,,74,70
300,3,1:14.0,Offensive rebound by B. Adebayo,,74,70
301,3,1:14.0,Shooting foul by F. Korkmaz (drawn by B. Adebayo),,74,70
302,3,1:14.0,B. Adebayo misses free throw 1 of 2,,74,70
303,3,1:14.0,Offensive rebound by Team,,74,70
304,3,1:14.0,,M. Scott enters the game for T. Harris,74,70
305,3,1:14.0,B. Adebayo makes free throw 2 of 2,,75,70
306,3,1:00.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,75,70
307,3,0:52.0,Defensive rebound by T. Herro,,75,70
308,3,0:45.0,T. Herro misses 2-pt jump shot from 13 ft,,75,70
309,3,0:40.0,Offensive rebound by B. Adebayo,,75,70
310,3,0:37.0,K. Nunn makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,78,70
311,3,0:32.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by B. Simmons),78,73
312,3,0:20.0,D. Robinson makes 2-pt layup from 2 ft (assist by B. Adebayo),,80,73
