,QUARTER,TIME_REMAINING,DETROIT_ACTION,WASHINGTON_ACTION,DETROIT_SCORE,WASHINGTON_SCORE
0,1,11:40.0,Turnover by A. Drummond (lost ball; steal by I. Mahinmi),,0,0
1,1,11:28.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),0,3
2,1,11:09.0,D. Rose makes 2-pt layup from 2 ft,,2,3
3,1,10:53.0,,B. Beal makes 3-pt jump shot from 26 ft,2,6
4,1,10:35.0,Turnover by S. Doumbouya (traveling),,2,6
5,1,10:15.0,,I. Mahinmi makes 2-pt hook shot from 11 ft (assist by I. Thomas),2,8
6,1,9:59.0,Turnover by A. Drummond (bad pass; steal by I. Bonga),,2,8
7,1,9:55.0,,Turnover by I. Bonga (lost ball; steal by A. Drummond),2,8
8,1,9:49.0,Personal foul by I. Mahinmi (drawn by A. Drummond),,2,8
9,1,9:35.0,D. Rose makes 3-pt jump shot from 23 ft (assist by B. Brown),,5,8
10,1,9:18.0,,I. Mahinmi makes 2-pt jump shot from 22 ft (assist by G. Payton),5,10
11,1,9:10.0,T. Snell makes 3-pt jump shot from 26 ft (assist by D. Rose),,8,10
12,1,8:54.0,,Shooting foul by B. Brown (drawn by B. Beal),8,10
13,1,8:54.0,,B. Beal makes free throw 1 of 2,8,11
14,1,8:54.0,,B. Beal makes free throw 2 of 2,8,12
15,1,8:44.0,Detroit full timeout,,8,12
16,1,8:32.0,S. Doumbouya misses 3-pt jump shot from 25 ft,,8,12
17,1,8:29.0,Offensive rebound by A. Drummond,,8,12
18,1,8:21.0,Turnover by A. Drummond (lost ball; steal by I. Mahinmi),,8,12
19,1,8:17.0,,G. Payton makes 2-pt layup from 3 ft,8,14
20,1,8:01.0,B. Brown makes 3-pt jump shot from 24 ft (assist by A. Drummond),,11,14
21,1,7:45.0,,B. Beal misses 2-pt jump shot from 16 ft,11,14
22,1,7:43.0,Defensive rebound by S. Doumbouya,,11,14
23,1,7:30.0,Turnover by B. Brown (bad pass; steal by G. Payton),,11,14
24,1,7:26.0,,G. Payton misses 2-pt jump shot from 10 ft,11,14
25,1,7:24.0,,Offensive rebound by G. Payton,11,14
26,1,7:24.0,,G. Payton misses 2-pt layup at rim,11,14
27,1,7:24.0,,Offensive rebound by I. Mahinmi,11,14
28,1,7:24.0,,I. Mahinmi makes 2-pt layup from 2 ft,11,16
29,1,7:24.0,,Shooting foul by B. Brown (drawn by I. Mahinmi),11,16
30,1,7:24.0,L. Galloway enters the game for B. Brown,,11,16
31,1,7:24.0,,I. Mahinmi makes free throw 1 of 1,11,17
32,1,7:16.0,D. Rose makes 2-pt layup from 1 ft,,13,17
33,1,6:57.0,,Turnover by G. Payton (bad pass),13,17
34,1,6:43.0,Personal foul by I. Thomas (drawn by A. Drummond),,13,17
35,1,6:37.0,T. Snell makes 3-pt jump shot from 26 ft (assist by L. Galloway),,16,17
36,1,6:10.0,,Personal foul by A. Drummond (drawn by B. Beal),16,17
37,1,6:10.0,,D. Bertāns enters the game for I. Bonga,16,17
38,1,6:05.0,,B. Beal misses 3-pt jump shot from 26 ft,16,17
39,1,6:02.0,Defensive rebound by L. Galloway,,16,17
