,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CHARLOTTE_ACTION,MEMPHIS_SCORE,CHARLOTTE_SCORE
100,1,0:44.0,Turnover by T. Jones (lost ball; steal by B. Biyombo),,24,27
101,1,0:41.0,,B. Biyombo makes 2-pt dunk at rim,24,29
102,1,0:26.0,K. Anderson makes 2-pt layup from 2 ft,,26,29
103,1,0:05.0,,D. Graham misses 3-pt jump shot from 25 ft,26,29
104,1,0:02.0,Defensive rebound by J. Valančiūnas,,26,29
105,1,0:00.0,M. Guduric misses 3-pt jump shot from 29 ft,,26,29
106,1,0:00.0,Offensive rebound by Team,,26,29
107,2,11:47.0,,Shooting foul by J. Valančiūnas (drawn by M. Monk),26,29
108,2,11:47.0,,M. Monk makes free throw 1 of 2,26,30
109,2,11:47.0,,M. Monk makes free throw 2 of 2,26,31
110,2,11:28.0,J. Morant makes 2-pt layup from 3 ft,,28,31
111,2,11:19.0,,Shooting foul by K. Anderson (drawn by M. Monk),28,31
112,2,11:19.0,,M. Monk misses free throw 1 of 2,28,31
113,2,11:19.0,,Offensive rebound by Team,28,31
114,2,11:19.0,,M. Monk makes free throw 2 of 2,28,32
115,2,11:05.0,S. Hill makes 3-pt jump shot from 26 ft (assist by J. Morant),,31,32
116,2,10:50.0,,M. Monk makes 2-pt jump shot from 6 ft,31,34
117,2,10:43.0,Offensive foul by J. Valančiūnas (drawn by D. Graham),,31,34
118,2,10:43.0,Turnover by J. Valančiūnas (offensive foul),,31,34
119,2,10:26.0,,C. Martin makes 2-pt layup from 2 ft,31,36
120,2,10:14.0,K. Anderson makes 2-pt layup from 2 ft (assist by J. Morant),,33,36
121,2,10:14.0,Shooting foul by M. Monk (drawn by K. Anderson),,33,36
122,2,10:14.0,J. Jackson enters the game for J. Valančiūnas,,33,36
123,2,10:14.0,K. Anderson makes free throw 1 of 1,,34,36
124,2,9:52.0,,C. Martin misses 3-pt jump shot from 23 ft,34,36
125,2,9:49.0,Defensive rebound by S. Hill,,34,36
126,2,9:37.0,S. Hill makes 3-pt jump shot from 27 ft (assist by J. Morant),,37,36
127,2,9:36.0,,Charlotte full timeout,37,36
128,2,9:36.0,,M. Bridges enters the game for B. Biyombo,37,36
129,2,9:36.0,,C. Zeller enters the game for M. Monk,37,36
130,2,9:25.0,,D. Graham misses 3-pt jump shot from 27 ft,37,36
131,2,9:23.0,,Offensive rebound by C. Martin,37,36
132,2,9:23.0,,Shooting foul by K. Anderson (drawn by C. Martin),37,36
133,2,9:23.0,,C. Martin makes free throw 1 of 2,37,37
134,2,9:23.0,J. Crowder enters the game for K. Anderson,,37,37
135,2,9:23.0,,C. Martin makes free throw 2 of 2,37,38
136,2,9:03.0,J. Morant makes 2-pt layup from 2 ft,,39,38
137,2,8:49.0,,C. Martin misses 3-pt jump shot from 25 ft,39,38
138,2,8:46.0,Defensive rebound by D. Brooks,,39,38
139,2,8:41.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Morant),,42,38
140,2,8:27.0,,Turnover by D. Graham (bad pass; steal by D. Brooks),42,38
141,2,8:27.0,Personal foul by D. Graham (drawn by D. Brooks),,42,38
142,2,8:27.0,,T. Rozier enters the game for D. Graham,42,38
143,2,8:15.0,J. Crowder misses 3-pt jump shot from 23 ft,,42,38
144,2,8:12.0,,Defensive rebound by T. Rozier,42,38
145,2,8:01.0,,M. Bridges misses 2-pt layup from 3 ft,42,38
146,2,7:57.0,,Offensive rebound by C. Zeller,42,38
147,2,7:57.0,,C. Zeller makes 2-pt layup at rim,42,40
148,2,7:41.0,D. Brooks makes 3-pt jump shot from 23 ft (assist by S. Hill),,45,40
149,2,7:31.0,,Shooting foul by J. Jackson (drawn by C. Zeller),45,40
150,2,7:31.0,,C. Zeller makes free throw 1 of 2,45,41
151,2,7:31.0,,C. Zeller makes free throw 2 of 2,45,42
152,2,7:18.0,J. Morant makes 2-pt layup from 2 ft,,47,42
153,2,7:18.0,Shooting foul by C. Zeller (drawn by J. Morant),,47,42
154,2,7:18.0,J. Morant misses free throw 1 of 1,,47,42
155,2,7:14.0,,Defensive rebound by C. Zeller,47,42
156,2,7:07.0,,Turnover by T. Rozier (out of bounds lost ball),47,42
157,2,7:07.0,B. Clarke enters the game for S. Hill,,47,42
158,2,6:47.0,Turnover by J. Morant (bad pass),,47,42
159,2,6:24.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Bridges),47,45
160,2,6:20.0,Personal foul by P. Washington (drawn by J. Jackson),,47,45
161,2,6:20.0,M. Guduric enters the game for D. Brooks,,47,45
162,2,6:20.0,,M. Monk enters the game for C. Martin,47,45
163,2,6:12.0,B. Clarke misses 3-pt jump shot from 25 ft,,47,45
164,2,6:10.0,,Defensive rebound by Team,47,45
165,2,5:56.0,,T. Rozier makes 3-pt jump shot from 24 ft (assist by M. Monk),47,48
166,2,5:40.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by J. Morant),,50,48
167,2,5:28.0,,C. Zeller misses 2-pt layup from 2 ft,50,48
168,2,5:26.0,Defensive rebound by J. Morant,,50,48
169,2,5:18.0,J. Jackson misses 3-pt jump shot from 25 ft,,50,48
170,2,5:16.0,,Defensive rebound by P. Washington,50,48
171,2,5:12.0,,M. Monk makes 2-pt dunk from 1 ft (assist by T. Rozier),50,50
172,2,5:12.0,Memphis full timeout,,50,50
173,2,5:12.0,T. Jones enters the game for J. Morant,,50,50
174,2,5:12.0,,D. Graham enters the game for P. Washington,50,50
175,2,4:48.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by T. Jones),,53,50
176,2,4:26.0,,T. Rozier misses 2-pt jump shot from 11 ft,53,50
177,2,4:21.0,Defensive rebound by J. Jackson,,53,50
178,2,4:15.0,Turnover by T. Jones (bad pass),,53,50
179,2,4:00.0,,T. Rozier makes 2-pt jump shot from 12 ft,53,52
180,2,3:40.0,M. Guduric misses 2-pt jump shot from 9 ft,,53,52
181,2,3:40.0,,Defensive rebound by Team,53,52
182,2,3:32.0,,Shooting foul by B. Clarke (drawn by C. Zeller),53,52
183,2,3:32.0,,C. Zeller misses free throw 1 of 2,53,52
184,2,3:32.0,,Offensive rebound by Team,53,52
185,2,3:32.0,S. Hill enters the game for B. Clarke,,53,52
186,2,3:32.0,,C. Zeller makes free throw 2 of 2,53,53
187,2,3:19.0,T. Jones misses 3-pt jump shot from 26 ft,,53,53
188,2,3:15.0,,Defensive rebound by M. Bridges,53,53
189,2,3:05.0,,Turnover by D. Graham (lost ball; steal by M. Guduric),53,53
190,2,3:00.0,Turnover by S. Hill (bad pass; steal by T. Rozier),,53,53
191,2,2:55.0,,T. Rozier makes 2-pt dunk from 1 ft,53,55
192,2,2:38.0,J. Crowder misses 3-pt jump shot from 26 ft,,53,55
193,2,2:33.0,,Defensive rebound by T. Rozier,53,55
194,2,2:18.0,,D. Graham misses 2-pt layup from 1 ft,53,55
195,2,2:18.0,Defensive rebound by T. Jones,,53,55
196,2,2:11.0,M. Guduric makes 3-pt jump shot from 25 ft (assist by T. Jones),,56,55
197,2,1:56.0,,Shooting foul by J. Jackson (drawn by M. Bridges),56,55
198,2,1:56.0,,M. Bridges makes free throw 1 of 2,56,56
199,2,1:56.0,D. Brooks enters the game for M. Guduric,,56,56
200,2,1:56.0,J. Morant enters the game for J. Jackson,,56,56
201,2,1:56.0,J. Valančiūnas enters the game for T. Jones,,56,56
202,2,1:56.0,,C. Martin enters the game for M. Monk,56,56
203,2,1:56.0,,M. Bridges makes free throw 2 of 2,56,57
204,2,1:40.0,S. Hill misses 2-pt jump shot from 5 ft,,56,57
205,2,1:36.0,Offensive rebound by J. Valančiūnas,,56,57
206,2,1:36.0,J. Valančiūnas makes 2-pt layup from 1 ft,,58,57
207,2,1:21.0,,D. Graham makes 3-pt jump shot from 23 ft (assist by M. Bridges),58,60
208,2,1:01.0,S. Hill misses 3-pt jump shot from 23 ft,,58,60
209,2,0:59.0,Offensive rebound by J. Crowder,,58,60
210,2,0:55.0,Turnover by J. Crowder (lost ball; steal by T. Rozier),,58,60
211,2,0:47.0,,T. Rozier misses 3-pt jump shot from 25 ft,58,60
212,2,0:44.0,,Offensive rebound by M. Bridges,58,60
213,2,0:44.0,,M. Bridges makes 2-pt dunk at rim,58,62
214,2,0:36.0,J. Valančiūnas makes 2-pt layup from 3 ft (assist by J. Morant),,60,62
215,2,0:23.0,,Personal foul by D. Brooks (drawn by C. Martin),60,62
216,2,0:23.0,,C. Martin makes free throw 1 of 2,60,63
217,2,0:23.0,,C. Martin makes free throw 2 of 2,60,64
218,2,0:03.0,D. Brooks makes 3-pt jump shot from 24 ft (assist by J. Morant),,63,64
219,2,0:00.0,,C. Martin misses 3-pt jump shot from 31 ft,63,64
220,2,0:00.0,,Offensive rebound by Team,63,64
221,3,11:38.0,,P. Washington makes 3-pt jump shot from 24 ft (assist by M. Bridges),63,67
222,3,11:21.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,66,67
223,3,11:08.0,,D. Graham misses 2-pt jump shot from 6 ft,66,67
224,3,11:05.0,,Offensive rebound by D. Graham,66,67
225,3,11:05.0,,D. Graham misses 2-pt layup from 1 ft,66,67
226,3,11:04.0,Defensive rebound by J. Jackson,,66,67
227,3,10:56.0,J. Morant makes 3-pt jump shot from 23 ft,,69,67
228,3,10:42.0,,Personal foul by J. Valančiūnas (drawn by T. Rozier),69,67
229,3,10:31.0,,D. Graham makes 2-pt jump shot from 21 ft (assist by P. Washington),69,69
230,3,10:20.0,J. Morant misses 3-pt jump shot from 27 ft,,69,69
231,3,10:18.0,,Defensive rebound by C. Zeller,69,69
232,3,10:03.0,,M. Bridges misses 2-pt layup from 5 ft,69,69
233,3,10:01.0,Defensive rebound by J. Valančiūnas,,69,69
234,3,9:58.0,Turnover by J. Morant (bad pass; steal by M. Bridges),,69,69
235,3,9:52.0,,T. Rozier makes 3-pt jump shot from 23 ft (assist by M. Bridges),69,72
236,3,9:35.0,D. Brooks makes 2-pt jump shot from 16 ft (assist by J. Jackson),,71,72
237,3,9:19.0,,T. Rozier makes 2-pt layup from 3 ft (assist by C. Zeller),71,74
238,3,9:10.0,Shooting foul by C. Zeller (drawn by J. Morant),,71,74
239,3,9:10.0,J. Morant makes free throw 1 of 2,,72,74
240,3,9:10.0,J. Morant makes free throw 2 of 2,,73,74
241,3,8:59.0,,D. Graham makes 3-pt jump shot from 26 ft (assist by T. Rozier),73,77
242,3,8:34.0,J. Morant misses 2-pt jump shot from 5 ft,,73,77
243,3,8:30.0,Offensive rebound by J. Valančiūnas,,73,77
244,3,8:30.0,J. Valančiūnas makes 2-pt layup at rim,,75,77
245,3,8:21.0,,T. Rozier makes 2-pt jump shot from 9 ft,75,79
246,3,8:08.0,Offensive foul by D. Brooks (drawn by P. Washington),,75,79
247,3,8:08.0,Turnover by D. Brooks (offensive foul),,75,79
248,3,7:52.0,,T. Rozier misses 2-pt jump shot from 10 ft,75,79
249,3,7:50.0,Defensive rebound by J. Crowder,,75,79
250,3,7:39.0,Personal foul by C. Zeller (drawn by J. Morant),,75,79
251,3,7:32.0,D. Brooks makes 2-pt jump shot from 15 ft (assist by J. Morant),,77,79
252,3,7:19.0,,D. Graham misses 3-pt jump shot from 27 ft,77,79
253,3,7:15.0,Defensive rebound by J. Jackson,,77,79
254,3,7:06.0,J. Morant makes 2-pt layup from 3 ft,,79,79
255,3,7:00.0,,D. Graham makes 2-pt layup from 2 ft,79,81
256,3,7:00.0,,Shooting foul by J. Crowder (drawn by D. Graham),79,81
257,3,7:00.0,,D. Graham makes free throw 1 of 1,79,82
258,3,6:42.0,D. Brooks misses 2-pt jump shot from 14 ft,,79,82
259,3,6:39.0,,Defensive rebound by P. Washington,79,82
260,3,6:35.0,,T. Rozier misses 3-pt jump shot from 25 ft,79,82
261,3,6:32.0,Defensive rebound by J. Jackson,,79,82
262,3,6:22.0,D. Brooks misses 2-pt jump shot from 12 ft,,79,82
263,3,6:21.0,Offensive rebound by D. Brooks,,79,82
264,3,6:21.0,Turnover by J. Crowder (out of bounds lost ball),,79,82
265,3,6:21.0,,Charlotte full timeout,79,82
266,3,6:21.0,B. Clarke enters the game for J. Morant,,79,82
267,3,6:21.0,T. Jones enters the game for J. Valančiūnas,,79,82
268,3,6:21.0,,M. Monk enters the game for D. Graham,79,82
269,3,6:07.0,,Turnover by T. Rozier (step out of bounds),79,82
270,3,5:55.0,D. Brooks misses 3-pt jump shot from 25 ft,,79,82
271,3,5:52.0,,Defensive rebound by T. Rozier,79,82
272,3,5:39.0,,C. Zeller makes 2-pt jump shot from 3 ft,79,84
273,3,5:26.0,T. Jones misses 2-pt jump shot from 11 ft,,79,84
274,3,5:24.0,,Defensive rebound by M. Monk,79,84
275,3,5:20.0,,C. Zeller makes 2-pt layup from 1 ft (assist by M. Monk),79,86
276,3,5:10.0,Turnover by J. Jackson (traveling),,79,86
277,3,5:10.0,K. Anderson enters the game for D. Brooks,,79,86
278,3,5:10.0,M. Guduric enters the game for J. Crowder,,79,86
279,3,5:10.0,,C. Martin enters the game for M. Bridges,79,86
280,3,4:57.0,,Turnover by C. Zeller (bad pass; steal by J. Jackson),79,86
281,3,4:52.0,Shooting foul by C. Zeller (drawn by K. Anderson),,79,86
282,3,4:52.0,K. Anderson misses free throw 1 of 2,,79,86
283,3,4:52.0,Offensive rebound by Team,,79,86
284,3,4:52.0,,M. Williams enters the game for C. Zeller,79,86
285,3,4:52.0,K. Anderson misses free throw 2 of 2,,79,86
286,3,4:48.0,,Defensive rebound by P. Washington,79,86
287,3,4:40.0,,Personal foul by T. Jones (drawn by P. Washington),79,86
288,3,4:37.0,,Personal foul by J. Jackson (drawn by T. Rozier),79,86
289,3,4:37.0,S. Hill enters the game for J. Jackson,,79,86
290,3,4:25.0,,T. Rozier makes 3-pt jump shot from 29 ft (assist by M. Monk),79,89
291,3,4:19.0,Memphis full timeout,,79,89
292,3,4:04.0,S. Hill misses 2-pt layup from 4 ft,,79,89
293,3,4:01.0,,Defensive rebound by M. Monk,79,89
294,3,3:53.0,,P. Washington misses 3-pt jump shot from 27 ft,79,89
295,3,3:50.0,Defensive rebound by M. Guduric,,79,89
296,3,3:44.0,S. Hill misses 3-pt jump shot from 24 ft,,79,89
297,3,3:41.0,,Defensive rebound by M. Williams,79,89
298,3,3:31.0,,Turnover by T. Rozier (traveling),79,89
299,3,3:22.0,Offensive foul by B. Clarke (drawn by T. Rozier),,79,89
300,3,3:22.0,Turnover by B. Clarke (offensive foul),,79,89
301,3,3:10.0,,P. Washington makes 2-pt dunk from 2 ft (assist by T. Rozier),79,91
302,3,2:56.0,B. Clarke makes 2-pt dunk from 2 ft (assist by K. Anderson),,81,91
303,3,2:41.0,,P. Washington misses 2-pt hook shot from 6 ft,81,91
304,3,2:39.0,Defensive rebound by B. Clarke,,81,91
305,3,2:33.0,M. Guduric makes 3-pt jump shot from 26 ft (assist by S. Hill),,84,91
306,3,2:32.0,,Charlotte full timeout,84,91
307,3,2:32.0,,B. Biyombo enters the game for T. Rozier,84,91
308,3,2:32.0,,D. Graham enters the game for P. Washington,84,91
309,3,2:12.0,,M. Monk misses 2-pt layup from 2 ft,84,91
310,3,2:11.0,,Offensive rebound by M. Monk,84,91
311,3,2:02.0,,M. Monk misses 2-pt layup from 3 ft (block by K. Anderson),84,91
312,3,1:58.0,Defensive rebound by K. Anderson,,84,91
313,3,1:54.0,M. Guduric makes 3-pt jump shot from 25 ft (assist by S. Hill),,87,91
314,3,1:40.0,,Turnover by C. Martin (lost ball; steal by K. Anderson),87,91
315,3,1:37.0,M. Guduric makes 2-pt dunk from 1 ft (assist by B. Clarke),,89,91
316,3,1:15.0,,M. Monk makes 3-pt jump shot from 27 ft (assist by C. Martin),89,94
317,3,0:56.0,B. Clarke makes 2-pt layup from 2 ft (assist by K. Anderson),,91,94
318,3,0:40.0,,M. Monk makes 2-pt layup from 3 ft,91,96
319,3,0:32.0,M. Guduric makes 2-pt layup from 1 ft (assist by B. Clarke),,93,96
320,3,0:32.0,Shooting foul by M. Monk (drawn by M. Guduric),,93,96
321,3,0:32.0,M. Guduric makes free throw 1 of 1,,94,96
322,3,0:17.0,,D. Graham misses 3-pt jump shot from 26 ft,94,96
323,3,0:14.0,Defensive rebound by S. Hill,,94,96
324,3,0:00.0,K. Anderson misses 2-pt layup from 2 ft,,94,96
325,3,0:00.0,Offensive rebound by B. Clarke,,94,96
326,3,0:00.0,B. Clarke misses 2-pt layup at rim,,94,96
327,3,0:00.0,,Defensive rebound by M. Monk,94,96
328,4,11:43.0,J. Morant makes 2-pt dunk from 1 ft (assist by S. Hill),,96,96
329,4,11:31.0,,D. Graham misses 2-pt jump shot from 15 ft,96,96
330,4,11:30.0,Defensive rebound by J. Valančiūnas,,96,96
331,4,11:08.0,M. Guduric makes 3-pt jump shot from 25 ft (assist by J. Morant),,99,96
332,4,10:53.0,,Turnover by D. Graham (bad pass; steal by K. Anderson),99,96
333,4,10:45.0,J. Valančiūnas misses 2-pt jump shot from 16 ft,,99,96
334,4,10:41.0,,Defensive rebound by M. Monk,99,96
335,4,10:39.0,,M. Monk misses 2-pt layup from 5 ft (block by M. Guduric),99,96
336,4,10:39.0,Defensive rebound by Team,,99,96
337,4,10:23.0,K. Anderson misses 3-pt jump shot from 23 ft,,99,96
338,4,10:19.0,,Defensive rebound by M. Monk,99,96
339,4,10:14.0,,C. Martin misses 3-pt jump shot from 23 ft,99,96
340,4,10:11.0,Defensive rebound by K. Anderson,,99,96
341,4,10:07.0,Turnover by M. Guduric (traveling),,99,96
342,4,10:07.0,,M. Bridges enters the game for M. Monk,99,96
343,4,9:53.0,,D. Graham misses 3-pt jump shot from 27 ft,99,96
344,4,9:48.0,Defensive rebound by K. Anderson,,99,96
345,4,9:38.0,J. Valančiūnas makes 2-pt jump shot from 6 ft,,101,96
346,4,9:24.0,,Turnover by M. Williams (bad pass; steal by K. Anderson),101,96
347,4,9:19.0,J. Morant makes 2-pt layup from 1 ft (assist by K. Anderson),,103,96
348,4,9:19.0,,Charlotte full timeout,103,96
349,4,9:19.0,,T. Rozier enters the game for B. Biyombo,103,96
350,4,9:19.0,,P. Washington enters the game for C. Martin,103,96
351,4,9:19.0,,C. Zeller enters the game for M. Williams,103,96
352,4,8:56.0,,D. Graham misses 3-pt jump shot from 28 ft,103,96
353,4,8:54.0,Defensive rebound by K. Anderson,,103,96
354,4,8:47.0,J. Morant makes 2-pt jump shot from 14 ft,,105,96
355,4,8:30.0,,M. Bridges misses 2-pt layup from 3 ft (block by J. Valančiūnas),105,96
356,4,8:29.0,Defensive rebound by Team,,105,96
357,4,8:29.0,,Violation by Team (delay of game),105,96
358,4,8:12.0,S. Hill misses 3-pt jump shot from 26 ft,,105,96
359,4,8:09.0,,Defensive rebound by T. Rozier,105,96
360,4,8:05.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by T. Rozier),105,98
361,4,7:48.0,Turnover by J. Morant (out of bounds lost ball),,105,98
362,4,7:34.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by M. Bridges),105,100
363,4,7:34.0,Memphis full timeout,,105,100
364,4,7:34.0,D. Brooks enters the game for K. Anderson,,105,100
365,4,7:34.0,B. Clarke enters the game for M. Guduric,,105,100
366,4,7:34.0,J. Crowder enters the game for S. Hill,,105,100
367,4,7:34.0,,M. Monk enters the game for D. Graham,105,100
368,4,7:28.0,Personal foul by M. Monk (drawn by D. Brooks),,105,100
369,4,7:14.0,B. Clarke makes 2-pt jump shot from 10 ft (assist by D. Brooks),,107,100
370,4,6:57.0,,T. Rozier misses 3-pt jump shot from 27 ft,107,100
371,4,6:53.0,Defensive rebound by J. Valančiūnas,,107,100
372,4,6:45.0,Turnover by B. Clarke (step out of bounds),,107,100
373,4,6:45.0,T. Jones enters the game for J. Morant,,107,100
374,4,6:26.0,,P. Washington misses 2-pt layup from 3 ft,107,100
375,4,6:24.0,Defensive rebound by B. Clarke,,107,100
376,4,6:14.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. Brooks),,109,100
377,4,6:02.0,,M. Monk misses 2-pt jump shot from 11 ft,109,100
378,4,5:59.0,Defensive rebound by J. Valančiūnas,,109,100
379,4,5:51.0,Offensive foul by J. Crowder (drawn by M. Bridges),,109,100
