,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DALLAS_ACTION,CLEVELAND_SCORE,DALLAS_SCORE
47,1,4:50.0,K. Love makes free throw 1 of 2,,15,17
48,1,4:50.0,J. Clarkson enters the game for D. Garland,,15,17
49,1,4:50.0,K. Love makes free throw 2 of 2,,16,17
50,1,4:36.0,,K. Porziņģis misses 2-pt layup from 3 ft,16,17
51,1,4:32.0,Defensive rebound by T. Thompson,,16,17
52,1,4:27.0,C. Sexton makes 2-pt layup from 1 ft,,18,17
53,1,4:11.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,18,17
54,1,4:08.0,Defensive rebound by Team,,18,17
55,1,4:08.0,L. Nance enters the game for K. Love,,18,17
56,1,3:51.0,T. Thompson misses 2-pt jump shot from 5 ft (block by K. Porziņģis),,18,17
57,1,3:50.0,Offensive rebound by T. Thompson,,18,17
58,1,3:50.0,T. Thompson makes 2-pt layup from 2 ft,,20,17
59,1,3:50.0,Shooting foul by K. Porziņģis (drawn by T. Thompson),,20,17
60,1,3:50.0,K. Porter enters the game for C. Osman,,20,17
61,1,3:50.0,,M. Kleber enters the game for T. Hardaway,20,17
62,1,3:50.0,,D. Wright enters the game for K. Porziņģis,20,17
63,1,3:50.0,T. Thompson misses free throw 1 of 1,,20,17
64,1,3:48.0,,Defensive rebound by M. Kleber,20,17
65,1,3:33.0,,L. Dončić makes 3-pt jump shot from 25 ft,20,20
66,1,3:10.0,T. Thompson makes 2-pt hook shot from 3 ft,,22,20
67,1,2:54.0,,Personal foul by K. Porter (drawn by D. Wright),22,20
68,1,2:54.0,Cleveland full timeout,,22,20
69,1,2:39.0,,D. Powell makes 2-pt layup from 2 ft (assist by L. Dončić),22,22
70,1,2:17.0,J. Clarkson misses 3-pt jump shot from 27 ft,,22,22
71,1,2:14.0,,Defensive rebound by L. Dončić,22,22
72,1,2:01.0,,D. Wright makes 2-pt jump shot from 4 ft (assist by L. Dončić),22,24
73,1,2:01.0,M. Dellavedova enters the game for C. Sexton,,22,24
74,1,2:01.0,K. Love enters the game for T. Thompson,,22,24
75,1,2:01.0,,J. Jackson enters the game for D. Finney-Smith,22,24
76,1,1:39.0,K. Porter makes 2-pt layup from 1 ft (assist by J. Clarkson),,24,24
77,1,1:27.0,,Turnover by L. Dončić (bad pass; steal by L. Nance),24,24
78,1,1:09.0,K. Love makes 2-pt jump shot from 4 ft (assist by M. Dellavedova),,26,24
79,1,0:54.0,,Personal foul by M. Dellavedova (drawn by L. Dončić),26,24
80,1,0:54.0,,J. Brunson enters the game for L. Dončić,26,24
81,1,0:54.0,,B. Marjanović enters the game for D. Powell,26,24
82,1,0:50.0,,D. Wright misses 2-pt jump shot from 12 ft,26,24
83,1,0:47.0,,Offensive rebound by D. Wright,26,24
84,1,0:45.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Brunson),26,27
85,1,0:32.0,K. Love misses 2-pt jump shot from 22 ft,,26,27
86,1,0:28.0,,Defensive rebound by D. Wright,26,27
87,1,0:10.0,,B. Marjanović makes 2-pt jump shot from 6 ft (assist by J. Brunson),26,29
88,1,0:04.0,Personal foul by B. Marjanović (drawn by L. Nance),,26,29
89,1,0:04.0,,K. Porziņģis enters the game for B. Marjanović,26,29
90,1,0:00.0,Instant Replay (Request: Ruling Stands),,26,29
91,2,11:46.0,,J. Jackson makes 3-pt jump shot from 27 ft (assist by D. Wright),26,32
92,2,11:34.0,Personal foul by J. Jackson (drawn by L. Nance),,26,32
93,2,11:26.0,M. Dellavedova misses 2-pt jump shot from 10 ft,,26,32
94,2,11:23.0,,Defensive rebound by J. Brunson,26,32
95,2,11:17.0,,J. Brunson misses 2-pt jump shot from 3 ft,26,32
96,2,11:16.0,,Offensive rebound by Team,26,32
97,2,11:16.0,,Away from play foul by K. Porter (drawn by J. Jackson),26,32
98,2,11:16.0,,Instant Replay (Request: Ruling Stands),26,32
99,2,11:16.0,,J. Jackson makes free throw 1 of 1,26,33
100,2,11:08.0,,B. Marjanović makes 2-pt jump shot from 6 ft (assist by D. Wright),26,35
101,2,10:54.0,L. Nance misses 3-pt jump shot from 25 ft,,26,35
102,2,10:51.0,,Defensive rebound by J. Jackson,26,35
103,2,10:39.0,,Personal foul by J. Clarkson (drawn by J. Jackson),26,35
104,2,10:29.0,,D. Wright misses 2-pt jump shot from 5 ft,26,35
105,2,10:26.0,Defensive rebound by M. Dellavedova,,26,35
106,2,10:16.0,M. Dellavedova misses 2-pt jump shot from 9 ft,,26,35
107,2,10:13.0,,Defensive rebound by M. Kleber,26,35
108,2,10:06.0,,D. Wright makes 2-pt layup from 2 ft,26,37
109,2,10:05.0,Cleveland full timeout,,26,37
110,2,10:05.0,D. Garland enters the game for M. Dellavedova,,26,37
111,2,10:05.0,C. Osman enters the game for L. Nance,,26,37
112,2,10:05.0,T. Thompson enters the game for K. Porter,,26,37
113,2,9:45.0,Turnover by K. Love (lost ball; steal by D. Wright),,26,37
114,2,9:42.0,,D. Wright misses 2-pt layup from 3 ft (block by C. Osman),26,37
115,2,9:39.0,,Offensive rebound by J. Jackson,26,37
116,2,9:38.0,,J. Jackson misses 2-pt layup at rim,26,37
117,2,9:36.0,Defensive rebound by T. Thompson,,26,37
118,2,9:22.0,D. Garland misses 2-pt jump shot from 12 ft,,26,37
119,2,9:19.0,,Defensive rebound by M. Kleber,26,37
120,2,9:14.0,,J. Brunson makes 2-pt jump shot from 9 ft,26,39
121,2,8:50.0,K. Love misses 2-pt hook shot from 9 ft,,26,39
122,2,8:50.0,Offensive rebound by T. Thompson,,26,39
123,2,8:48.0,T. Thompson misses 2-pt layup from 1 ft,,26,39
124,2,8:47.0,Offensive rebound by K. Love,,26,39
125,2,8:45.0,Turnover by K. Love (bad pass; steal by J. Jackson),,26,39
126,2,8:30.0,,B. Marjanović misses 2-pt jump shot from 9 ft,26,39
127,2,8:27.0,Defensive rebound by K. Love,,26,39
128,2,8:26.0,Personal take foul by M. Kleber (drawn by J. Clarkson),,26,39
129,2,8:26.0,,K. Porziņģis enters the game for B. Marjanović,26,39
130,2,8:19.0,C. Osman misses 2-pt jump shot from 6 ft,,26,39
131,2,8:16.0,,Defensive rebound by J. Brunson,26,39
132,2,8:12.0,,J. Brunson misses 2-pt layup from 3 ft,26,39
133,2,8:12.0,,Offensive rebound by D. Wright,26,39
134,2,8:12.0,,Shooting foul by T. Thompson (drawn by D. Wright),26,39
135,2,8:12.0,,D. Wright makes free throw 1 of 2,26,40
136,2,8:12.0,,D. Wright misses free throw 2 of 2,26,40
137,2,8:10.0,,Offensive rebound by Team,26,40
138,2,8:03.0,,D. Wright misses 2-pt layup from 2 ft,26,40
139,2,8:00.0,Defensive rebound by T. Thompson,,26,40
140,2,7:57.0,C. Osman makes 3-pt jump shot from 25 ft (assist by D. Garland),,29,40
141,2,7:38.0,,J. Brunson makes 2-pt jump shot from 7 ft,29,42
142,2,7:23.0,Turnover by D. Garland (bad pass),,29,42
143,2,7:14.0,,J. Jackson makes 2-pt jump shot from 11 ft,29,44
144,2,6:55.0,D. Garland misses 3-pt jump shot from 24 ft,,29,44
145,2,6:52.0,,Defensive rebound by M. Kleber,29,44
146,2,6:45.0,,K. Porziņģis misses 3-pt jump shot from 29 ft,29,44
147,2,6:43.0,,Offensive rebound by D. Wright,29,44
148,2,6:42.0,,D. Wright misses 3-pt jump shot from 24 ft,29,44
149,2,6:42.0,Defensive rebound by K. Love,,29,44
150,2,6:31.0,J. Clarkson misses 2-pt jump shot from 11 ft,,29,44
151,2,6:28.0,Offensive rebound by J. Clarkson,,29,44
152,2,6:26.0,J. Clarkson misses 2-pt hook shot from 6 ft,,29,44
153,2,6:26.0,,Defensive rebound by Team,29,44
154,2,6:26.0,C. Sexton enters the game for J. Clarkson,,29,44
155,2,6:26.0,,L. Dončić enters the game for J. Brunson,29,44
156,2,6:26.0,,T. Hardaway enters the game for J. Jackson,29,44
157,2,6:15.0,,M. Kleber misses 3-pt jump shot from 26 ft,29,44
158,2,6:11.0,Defensive rebound by T. Thompson,,29,44
159,2,5:51.0,T. Thompson misses 2-pt layup from 2 ft (block by K. Porziņģis),,29,44
160,2,5:48.0,,Defensive rebound by T. Hardaway,29,44
161,2,5:45.0,,M. Kleber makes 2-pt dunk from 2 ft (assist by T. Hardaway),29,46
162,2,5:44.0,Cleveland full timeout,,29,46
163,2,5:27.0,K. Love misses 3-pt jump shot from 27 ft,,29,46
164,2,5:24.0,,Defensive rebound by K. Porziņģis,29,46
165,2,5:03.0,,K. Porziņģis makes 2-pt jump shot from 20 ft (assist by L. Dončić),29,48
166,2,4:51.0,Turnover by C. Sexton (out of bounds lost ball),,29,48
167,2,4:51.0,L. Nance enters the game for K. Love,,29,48
168,2,4:51.0,,D. Finney-Smith enters the game for M. Kleber,29,48
169,2,4:51.0,,D. Powell enters the game for D. Wright,29,48
170,2,4:38.0,,L. Dončić misses 2-pt layup from 2 ft,29,48
171,2,4:34.0,Defensive rebound by C. Osman,,29,48
172,2,4:31.0,L. Nance makes 2-pt dunk from 2 ft (assist by D. Garland),,31,48
173,2,4:29.0,Violation by Team (delay of game),,31,48
174,2,4:14.0,,T. Hardaway makes 2-pt jump shot from 12 ft,31,50
175,2,4:03.0,T. Thompson makes 2-pt layup from 3 ft,,33,50
176,2,3:55.0,,L. Dončić makes 3-pt jump shot from 26 ft,33,53
177,2,3:32.0,D. Garland makes 3-pt jump shot from 23 ft (assist by T. Thompson),,36,53
178,2,3:18.0,,L. Dončić misses 3-pt jump shot from 27 ft,36,53
179,2,3:12.0,,Offensive rebound by D. Finney-Smith,36,53
180,2,3:06.0,,K. Porziņģis misses 2-pt jump shot from 6 ft,36,53
181,2,3:04.0,Defensive rebound by T. Thompson,,36,53
182,2,2:56.0,C. Sexton misses 2-pt layup from 3 ft (block by K. Porziņģis),,36,53
183,2,2:54.0,,Defensive rebound by D. Finney-Smith,36,53
184,2,2:43.0,,D. Powell makes 2-pt dunk from 2 ft (assist by L. Dončić),36,55
185,2,2:28.0,L. Nance makes 3-pt jump shot from 25 ft (assist by C. Osman),,39,55
186,2,2:10.0,,D. Powell makes 2-pt dunk from 1 ft (assist by T. Hardaway),39,57
187,2,1:48.0,Turnover by C. Osman (bad pass; steal by K. Porziņģis),,39,57
188,2,1:44.0,,K. Porziņģis misses 2-pt layup from 2 ft,39,57
189,2,1:42.0,,Offensive rebound by D. Finney-Smith,39,57
190,2,1:42.0,,D. Finney-Smith makes 2-pt layup at rim,39,59
191,2,1:32.0,C. Sexton misses 3-pt jump shot from 28 ft,,39,59
192,2,1:31.0,Offensive rebound by T. Thompson,,39,59
193,2,1:30.0,T. Thompson misses 2-pt layup from 1 ft,,39,59
194,2,1:29.0,,Defensive rebound by D. Finney-Smith,39,59
195,2,1:29.0,,Dallas full timeout,39,59
196,2,1:29.0,J. Clarkson enters the game for D. Garland,,39,59
197,2,1:15.0,,T. Hardaway makes 2-pt jump shot from 12 ft,39,61
198,2,1:00.0,J. Clarkson misses 2-pt jump shot from 11 ft,,39,61
199,2,0:58.0,,Defensive rebound by K. Porziņģis,39,61
200,2,0:44.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by L. Dončić),39,64
201,2,0:37.0,Personal foul by T. Hardaway (drawn by C. Sexton),,39,64
202,2,0:31.0,C. Osman makes 3-pt jump shot from 26 ft (assist by T. Thompson),,42,64
203,2,0:13.0,,L. Dončić makes 2-pt jump shot from 3 ft,42,66
204,2,0:02.0,C. Sexton misses 2-pt jump shot from 11 ft,,42,66
205,2,0:00.0,Offensive rebound by Team,,42,66
206,3,11:42.0,,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by L. Dončić),42,68
207,3,11:26.0,C. Osman misses 3-pt jump shot from 25 ft,,42,68
208,3,11:22.0,,Defensive rebound by D. Finney-Smith,42,68
209,3,11:11.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by T. Hardaway),42,71
210,3,10:49.0,D. Garland makes 2-pt jump shot from 9 ft (assist by C. Osman),,44,71
211,3,10:34.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by L. Dončić),44,74
212,3,10:19.0,Shooting foul by T. Hardaway (drawn by C. Sexton),,44,74
213,3,10:19.0,C. Sexton makes free throw 1 of 2,,45,74
214,3,10:19.0,C. Sexton makes free throw 2 of 2,,46,74
215,3,10:02.0,,L. Dončić makes 2-pt layup from 2 ft,46,76
216,3,10:02.0,,Shooting foul by K. Love (drawn by L. Dončić),46,76
217,3,10:02.0,,L. Dončić makes free throw 1 of 1,46,77
218,3,9:47.0,T. Thompson misses 2-pt dunk from 2 ft (block by K. Porziņģis),,46,77
219,3,9:45.0,,Defensive rebound by L. Dončić,46,77
220,3,9:40.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,46,77
221,3,9:36.0,,Offensive rebound by K. Porziņģis,46,77
222,3,9:36.0,,Turnover by K. Porziņģis (bad pass),46,77
223,3,9:36.0,L. Nance enters the game for K. Love,,46,77
224,3,9:19.0,C. Sexton makes 2-pt jump shot from 14 ft,,48,77
225,3,9:03.0,,L. Dončić makes 3-pt jump shot from 26 ft,48,80
226,3,8:52.0,D. Garland makes 3-pt jump shot from 25 ft,,51,80
227,3,8:37.0,,T. Hardaway misses 2-pt layup from 5 ft (block by T. Thompson),51,80
228,3,8:35.0,Defensive rebound by D. Garland,,51,80
229,3,8:35.0,Cleveland full timeout,,51,80
230,3,8:35.0,Instant Replay (Challenge: Ruling Stands),,51,80
231,3,8:35.0,,D. Wright enters the game for T. Hardaway,51,80
232,3,8:14.0,T. Thompson makes 2-pt hook shot from 3 ft,,53,80
233,3,8:00.0,,D. Powell misses 3-pt jump shot from 26 ft,53,80
234,3,7:57.0,Defensive rebound by C. Osman,,53,80
235,3,7:52.0,D. Garland makes 3-pt jump shot from 24 ft (assist by C. Osman),,56,80
236,3,7:33.0,,K. Porziņģis makes 2-pt dunk at rim (assist by L. Dončić),56,82
237,3,7:12.0,Shooting foul by D. Powell (drawn by C. Osman),,56,82
238,3,7:12.0,C. Osman makes free throw 1 of 2,,57,82
239,3,7:12.0,C. Osman makes free throw 2 of 2,,58,82
240,3,7:01.0,,K. Porziņģis makes 3-pt jump shot from 28 ft (assist by D. Powell),58,85
241,3,6:43.0,C. Osman misses 2-pt jump shot from 5 ft (block by D. Wright),,58,85
242,3,6:41.0,Offensive rebound by C. Osman,,58,85
243,3,6:40.0,,Violation by Team (kicked ball),58,85
244,3,6:27.0,T. Thompson misses 2-pt jump shot from 23 ft,,58,85
245,3,6:26.0,,Defensive rebound by K. Porziņģis,58,85
246,3,6:15.0,,Shooting foul by L. Nance (drawn by L. Dončić),58,85
247,3,6:15.0,,L. Dončić makes free throw 1 of 2,58,86
248,3,6:15.0,B. Knight enters the game for D. Garland,,58,86
249,3,6:15.0,K. Love enters the game for T. Thompson,,58,86
250,3,6:15.0,,L. Dončić makes free throw 2 of 2,58,87
251,3,6:00.0,Shooting foul by L. Dončić (drawn by C. Sexton),,58,87
252,3,6:00.0,C. Sexton makes free throw 1 of 2,,59,87
253,3,6:00.0,C. Sexton makes free throw 2 of 2,,60,87
254,3,5:39.0,,D. Wright makes 2-pt jump shot from 2 ft,60,89
255,3,5:24.0,C. Sexton misses 3-pt jump shot from 25 ft,,60,89
256,3,5:21.0,,Defensive rebound by L. Dončić,60,89
257,3,5:09.0,,L. Dončić makes 2-pt layup from 2 ft,60,91
258,3,4:55.0,C. Osman makes 2-pt layup from 1 ft,,62,91
259,3,4:35.0,,L. Dončić makes 3-pt jump shot from 28 ft (assist by D. Powell),62,94
260,3,4:16.0,C. Osman makes 3-pt jump shot from 27 ft (assist by C. Sexton),,65,94
261,3,4:08.0,,Personal take foul by C. Osman (drawn by L. Dončić),65,94
262,3,4:08.0,K. Porter enters the game for C. Osman,,65,94
263,3,4:08.0,,M. Kleber enters the game for D. Powell,65,94
264,3,4:08.0,,Dallas full timeout,65,94
265,3,4:08.0,,J. Jackson enters the game for D. Finney-Smith,65,94
266,3,3:59.0,,K. Porziņģis makes 2-pt dunk from 3 ft (assist by L. Dončić),65,96
267,3,3:44.0,B. Knight misses 3-pt jump shot from 25 ft,,65,96
268,3,3:41.0,,Defensive rebound by L. Dončić,65,96
269,3,3:36.0,,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by L. Dončić),65,99
270,3,3:22.0,K. Love misses 3-pt jump shot from 27 ft,,65,99
271,3,3:19.0,,Defensive rebound by K. Porziņģis,65,99
272,3,3:14.0,,L. Dončić misses 3-pt jump shot from 26 ft,65,99
273,3,3:10.0,Defensive rebound by C. Sexton,,65,99
274,3,3:10.0,J. Clarkson enters the game for C. Sexton,,65,99
275,3,3:02.0,B. Knight misses 3-pt jump shot from 28 ft,,65,99
276,3,2:59.0,,Defensive rebound by J. Jackson,65,99
277,3,2:48.0,,L. Dončić misses 3-pt jump shot from 23 ft,65,99
278,3,2:46.0,Defensive rebound by Team,,65,99
279,3,2:29.0,K. Love misses 2-pt layup from 3 ft (block by M. Kleber),,65,99
280,3,2:26.0,,Defensive rebound by J. Jackson,65,99
281,3,2:16.0,,M. Kleber makes 2-pt dunk from 3 ft (assist by L. Dončić),65,101
282,3,1:57.0,L. Nance makes 3-pt jump shot from 23 ft (assist by B. Knight),,68,101
283,3,1:39.0,,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by L. Dončić),68,104
284,3,1:29.0,Personal foul by D. Wright (drawn by B. Knight),,68,104
285,3,1:20.0,K. Porter misses 2-pt jump shot from 21 ft,,68,104
286,3,1:18.0,,Defensive rebound by Team,68,104
287,3,1:06.0,,L. Dončić makes 2-pt layup from 2 ft,68,106
288,3,1:06.0,,Shooting foul by L. Nance (drawn by L. Dončić),68,106
289,3,1:06.0,,B. Marjanović enters the game for K. Porziņģis,68,106
290,3,1:06.0,,L. Dončić makes free throw 1 of 1,68,107
291,3,1:03.0,Personal take foul by D. Wright (drawn by B. Knight),,68,107
292,3,1:03.0,B. Knight makes free throw 1 of 2,,69,107
293,3,1:03.0,,J. Brunson enters the game for L. Dončić,69,107
294,3,1:03.0,B. Knight misses free throw 2 of 2,,69,107
295,3,1:01.0,,Defensive rebound by J. Jackson,69,107
296,3,0:48.0,,Personal foul by K. Love (drawn by B. Marjanović),69,107
297,3,0:48.0,,B. Marjanović misses free throw 1 of 2,69,107
298,3,0:48.0,,Offensive rebound by Team,69,107
299,3,0:48.0,,B. Marjanović makes free throw 2 of 2,69,108
300,3,0:37.0,Turnover by B. Knight (lost ball; steal by M. Kleber),,69,108
301,3,0:27.0,,D. Wright makes 3-pt jump shot from 27 ft,69,111
302,3,0:03.0,Shooting foul by J. Jackson (drawn by K. Love),,69,111
303,3,0:03.0,K. Love makes free throw 1 of 2,,70,111
304,3,0:03.0,K. Love makes free throw 2 of 2,,71,111
305,3,0:00.0,,B. Marjanović misses 3-pt jump shot from 28 ft,71,111
306,3,0:00.0,,Offensive rebound by Team,71,111
307,4,11:43.0,K. Porter makes 2-pt jump shot from 20 ft,,73,111
308,4,11:24.0,,M. Kleber misses 2-pt jump shot from 8 ft,73,111
309,4,11:20.0,Defensive rebound by A. Žižić,,73,111
310,4,11:08.0,D. Garland misses 2-pt layup from 2 ft,,73,111
311,4,11:07.0,,Defensive rebound by J. Brunson,73,111
312,4,10:56.0,,J. Jackson misses 3-pt jump shot from 25 ft,73,111
313,4,10:52.0,Defensive rebound by A. Žižić,,73,111
314,4,10:47.0,Shooting foul by J. Brunson (drawn by C. Sexton),,73,111
315,4,10:47.0,C. Sexton makes free throw 1 of 2,,74,111
316,4,10:47.0,C. Sexton makes free throw 2 of 2,,75,111
317,4,10:29.0,,J. Brunson makes 2-pt layup from 1 ft,75,113
318,4,10:21.0,,Violation by Team (kicked ball),75,113
319,4,10:15.0,C. Sexton misses 2-pt jump shot from 11 ft,,75,113
320,4,10:13.0,,Defensive rebound by M. Kleber,75,113
321,4,9:54.0,,J. Barea misses 2-pt jump shot from 18 ft,75,113
322,4,9:51.0,Defensive rebound by K. Porter,,75,113
323,4,9:47.0,K. Porter misses 2-pt jump shot from 9 ft,,75,113
324,4,9:44.0,,Defensive rebound by B. Marjanović,75,113
325,4,9:29.0,,Turnover by J. Barea (bad pass; steal by A. Žižić),75,113
326,4,9:23.0,A. Žižić makes 2-pt hook shot from 3 ft (assist by C. Sexton),,77,113
327,4,8:59.0,,J. Barea misses 3-pt jump shot from 26 ft,77,113
328,4,8:58.0,Defensive rebound by Team,,77,113
329,4,8:58.0,,Loose ball foul by B. Marjanović (drawn by A. Žižić),77,113
330,4,8:46.0,A. Žižić makes 2-pt jump shot from 12 ft (assist by C. Sexton),,79,113
331,4,8:28.0,,Personal foul by A. McKinnie (drawn by M. Kleber),79,113
332,4,8:28.0,,R. Broekhoff enters the game for J. Brunson,79,113
333,4,8:28.0,,C. Lee enters the game for M. Kleber,79,113
334,4,8:24.0,,Personal foul by C. Sexton (drawn by J. Barea),79,113
335,4,8:19.0,,J. Barea makes 3-pt jump shot from 26 ft,79,116
336,4,8:11.0,C. Sexton misses 2-pt layup from 4 ft (block by J. Barea),,79,116
337,4,8:11.0,,Defensive rebound by C. Lee,79,116
338,4,7:59.0,,J. Jackson makes 2-pt jump shot from 5 ft (assist by B. Marjanović),79,118
339,4,7:39.0,Turnover by C. Sexton (lost ball; steal by B. Marjanović),,79,118
340,4,7:34.0,,Turnover by J. Barea (bad pass; steal by K. Porter),79,118
341,4,7:29.0,D. Garland makes 2-pt layup from 1 ft (assist by C. Sexton),,81,118
342,4,7:29.0,,Dallas full timeout,81,118
343,4,7:16.0,,R. Broekhoff misses 3-pt jump shot from 26 ft,81,118
344,4,7:12.0,Defensive rebound by A. McKinnie,,81,118
345,4,7:08.0,D. Garland makes 3-pt jump shot from 28 ft (assist by A. McKinnie),,84,118
346,4,6:55.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by J. Barea),84,121
347,4,6:37.0,D. Garland misses 2-pt jump shot from 19 ft,,84,121
348,4,6:34.0,,Defensive rebound by B. Marjanović,84,121
349,4,6:28.0,,J. Barea makes 2-pt layup from 1 ft,84,123
350,4,6:13.0,C. Sexton makes 2-pt layup from 3 ft,,86,123
351,4,6:02.0,,J. Jackson misses 2-pt jump shot from 14 ft,86,123
352,4,5:57.0,Defensive rebound by K. Porter,,86,123
353,4,5:55.0,Personal foul by C. Lee (drawn by C. Sexton),,86,123
354,4,5:55.0,D. Wade enters the game for C. Sexton,,86,123
355,4,5:50.0,D. Garland makes 2-pt jump shot from 14 ft,,88,123
356,4,5:29.0,,J. Barea makes 2-pt jump shot from 8 ft,88,125
357,4,5:14.0,D. Garland makes 2-pt jump shot from 13 ft (assist by K. Porter),,90,125
358,4,5:00.0,,C. Lee makes 2-pt layup from 1 ft (assist by J. Barea),90,127
359,4,4:44.0,A. McKinnie misses 2-pt jump shot from 7 ft,,90,127
360,4,4:41.0,,Defensive rebound by B. Marjanović,90,127
361,4,4:33.0,,R. Broekhoff misses 2-pt layup from 1 ft,90,127
362,4,4:32.0,Defensive rebound by K. Porter,,90,127
363,4,4:26.0,A. Žižić makes 2-pt layup from 2 ft (assist by K. Porter),,92,127
364,4,4:26.0,Shooting foul by C. Lee (drawn by A. Žižić),,92,127
365,4,4:26.0,A. Žižić makes free throw 1 of 1,,93,127
366,4,4:16.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by C. Lee),93,130
367,4,3:59.0,D. Wade makes 3-pt jump shot from 24 ft (assist by D. Garland),,96,130
368,4,3:32.0,,J. Barea misses 2-pt layup from 2 ft,96,130
369,4,3:31.0,,Offensive rebound by B. Marjanović,96,130
370,4,3:30.0,,B. Marjanović makes 2-pt layup from 1 ft,96,132
371,4,3:15.0,A. Žižić misses 2-pt jump shot from 7 ft,,96,132
372,4,3:12.0,,Defensive rebound by J. Jackson,96,132
373,4,2:56.0,,J. Jackson misses 3-pt jump shot from 23 ft,96,132
374,4,2:55.0,,Offensive rebound by Team,96,132
375,4,2:55.0,Loose ball foul by A. Žižić (drawn by B. Marjanović),,96,132
376,4,2:55.0,Cleveland full timeout,,96,132
