,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,OKLAHOMA CITY_ACTION,LA CLIPPERS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:33.0,,S. Adams misses 2-pt layup from 6 ft,0,0
1,1,11:31.0,Defensive rebound by P. Beverley,,0,0
2,1,11:22.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by P. George),,3,0
3,1,11:10.0,,C. Paul misses 2-pt jump shot from 14 ft,3,0
4,1,11:05.0,Defensive rebound by I. Zubac,,3,0
5,1,11:00.0,Turnover by P. George (bad pass; steal by D. Gallinari),,3,0
6,1,10:53.0,,D. Gallinari makes 3-pt jump shot from 25 ft,3,3
7,1,10:32.0,M. Morris misses 3-pt jump shot from 27 ft,,3,3
8,1,10:29.0,,Defensive rebound by S. Adams,3,3
9,1,10:14.0,,S. Adams makes 2-pt layup from 2 ft (assist by C. Paul),3,5
10,1,10:04.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Beverley),,6,5
11,1,10:04.0,Shooting foul by L. Dort (drawn by K. Leonard),,6,5
12,1,10:04.0,K. Leonard makes free throw 1 of 1,,7,5
13,1,9:54.0,,C. Paul misses 2-pt jump shot from 8 ft,7,5
14,1,9:53.0,Defensive rebound by P. George,,7,5
15,1,9:49.0,M. Morris misses 3-pt jump shot from 27 ft,,7,5
16,1,9:45.0,,Defensive rebound by D. Gallinari,7,5
17,1,9:34.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by S. Adams),7,8
18,1,9:12.0,M. Morris makes 2-pt jump shot from 15 ft (assist by I. Zubac),,9,8
19,1,8:59.0,,Personal foul by P. Beverley (drawn by L. Dort),9,8
20,1,8:48.0,,Turnover by D. Gallinari (bad pass; steal by I. Zubac),9,8
21,1,8:37.0,P. George makes 3-pt jump shot from 26 ft,,12,8
22,1,8:24.0,,S. Gilgeous-Alexander misses 2-pt layup from 5 ft,12,8
23,1,8:22.0,,Offensive rebound by S. Adams,12,8
24,1,8:08.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 15 ft,12,10
25,1,7:48.0,M. Morris makes 2-pt jump shot from 19 ft (assist by P. George),,14,10
26,1,7:33.0,,Turnover by C. Paul (bad pass; steal by P. George),14,10
27,1,7:33.0,Technical foul by C. Paul,,14,10
28,1,7:33.0,K. Leonard misses technical free throw,,14,10
29,1,7:33.0,Offensive rebound by Team,,14,10
30,1,7:33.0,,T. Ferguson enters the game for L. Dort,14,10
31,1,7:22.0,K. Leonard misses 2-pt jump shot from 17 ft,,14,10
32,1,7:19.0,Offensive rebound by I. Zubac,,14,10
33,1,7:10.0,P. Beverley misses 3-pt jump shot from 25 ft,,14,10
34,1,7:08.0,,Defensive rebound by S. Adams,14,10
35,1,6:55.0,,T. Ferguson misses 2-pt layup from 4 ft,14,10
36,1,6:49.0,Defensive rebound by M. Morris,,14,10
37,1,6:46.0,I. Zubac makes 2-pt dunk from 2 ft (assist by P. Beverley),,16,10
38,1,6:46.0,,Oklahoma City full timeout,16,10
39,1,6:46.0,R. Jackson enters the game for P. Beverley,,16,10
40,1,6:46.0,,N. Noel enters the game for S. Adams,16,10
41,1,6:35.0,,Turnover by C. Paul (bad pass),16,10
42,1,6:17.0,K. Leonard makes 2-pt jump shot from 12 ft,,18,10
43,1,5:58.0,,C. Paul makes 2-pt jump shot from 14 ft,18,12
44,1,5:39.0,I. Zubac makes 2-pt dunk from 1 ft (assist by P. George),,20,12
45,1,5:29.0,,Personal foul by P. George (drawn by S. Gilgeous-Alexander),20,12
46,1,5:29.0,,D. Schröder enters the game for C. Paul,20,12
47,1,5:23.0,,Personal foul by M. Morris (drawn by S. Gilgeous-Alexander),20,12
48,1,5:13.0,,D. Gallinari misses 2-pt jump shot from 12 ft,20,12
49,1,5:10.0,Defensive rebound by K. Leonard,,20,12
50,1,5:02.0,M. Morris misses 3-pt jump shot from 23 ft,,20,12
51,1,4:59.0,,Defensive rebound by S. Gilgeous-Alexander,20,12
52,1,4:53.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 14 ft,20,14
53,1,4:37.0,Turnover by K. Leonard (bad pass; steal by S. Gilgeous-Alexander),,20,14
54,1,4:30.0,,D. Gallinari misses 3-pt jump shot from 25 ft,20,14
55,1,4:25.0,Defensive rebound by K. Leonard,,20,14
56,1,4:20.0,Personal foul by T. Ferguson (drawn by K. Leonard),,20,14
57,1,4:20.0,M. Harrell enters the game for P. George,,20,14
58,1,4:20.0,L. Williams enters the game for I. Zubac,,20,14
59,1,4:11.0,M. Morris makes 2-pt jump shot from 17 ft,,22,14
60,1,3:59.0,,T. Ferguson misses 3-pt jump shot from 25 ft,22,14
61,1,3:59.0,Defensive rebound by Team,,22,14
62,1,3:45.0,M. Morris misses 3-pt jump shot from 25 ft,,22,14
63,1,3:42.0,,Defensive rebound by S. Gilgeous-Alexander,22,14
64,1,3:26.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,22,14
65,1,3:23.0,Defensive rebound by M. Morris,,22,14
66,1,3:17.0,M. Harrell makes 2-pt hook shot from 5 ft (assist by L. Williams),,24,14
67,1,3:02.0,,Turnover by D. Schröder (bad pass; steal by K. Leonard),24,14
68,1,2:59.0,K. Leonard makes 2-pt dunk from 2 ft,,26,14
69,1,2:43.0,,Shooting foul by M. Harrell (drawn by D. Gallinari),26,14
70,1,2:43.0,LA Clippers full timeout,,26,14
71,1,2:43.0,J. Green enters the game for K. Leonard,,26,14
72,1,2:43.0,L. Shamet enters the game for M. Morris,,26,14
73,1,2:43.0,,S. Adams enters the game for N. Noel,26,14
74,1,2:43.0,,D. Gallinari misses free throw 1 of 2,26,14
75,1,2:43.0,,Offensive rebound by Team,26,14
76,1,2:43.0,,D. Gallinari makes free throw 2 of 2,26,15
77,1,2:26.0,M. Harrell misses 2-pt layup from 9 ft,,26,15
78,1,2:24.0,,Defensive rebound by D. Gallinari,26,15
79,1,2:14.0,,D. Schröder misses 2-pt layup from 6 ft,26,15
80,1,2:12.0,Defensive rebound by L. Williams,,26,15
81,1,2:06.0,L. Williams makes 2-pt jump shot from 7 ft,,28,15
82,1,1:56.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,28,17
83,1,1:51.0,Shooting foul by T. Ferguson (drawn by L. Williams),,28,17
84,1,1:51.0,,L. Dort enters the game for T. Ferguson,28,17
85,1,1:51.0,,A. Nader enters the game for D. Gallinari,28,17
86,1,1:51.0,,C. Paul enters the game for S. Gilgeous-Alexander,28,17
87,1,1:51.0,L. Williams makes free throw 1 of 2,,29,17
88,1,1:51.0,L. Williams makes free throw 2 of 2,,30,17
89,1,1:32.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by A. Nader),30,20
90,1,1:14.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by M. Harrell),,33,20
91,1,1:03.0,,D. Schröder makes 2-pt layup from 1 ft,33,22
92,1,0:50.0,Turnover by R. Jackson (bad pass; steal by C. Paul),,33,22
93,1,0:46.0,,L. Dort makes 2-pt layup from 3 ft (assist by C. Paul),33,24
94,1,0:46.0,,Shooting foul by L. Shamet (drawn by L. Dort),33,24
95,1,0:46.0,,L. Dort makes free throw 1 of 1,33,25
96,1,0:46.0,Personal foul by D. Schröder (drawn by L. Williams),,33,25
97,1,0:46.0,L. Williams makes free throw 1 of 2,,34,25
98,1,0:46.0,L. Williams makes free throw 2 of 2,,35,25
99,1,0:37.0,,D. Schröder makes 2-pt layup from 2 ft (assist by C. Paul),35,27
100,1,0:27.0,L. Williams makes 3-pt jump shot from 25 ft,,38,27
101,1,0:06.0,,D. Schröder misses 2-pt jump shot from 11 ft,38,27
102,1,0:03.0,Defensive rebound by J. Green,,38,27
103,1,0:00.0,R. Jackson misses 3-pt jump shot from 30 ft,,38,27
104,1,0:00.0,Offensive rebound by Team,,38,27
105,2,11:49.0,L. Shamet misses 3-pt jump shot from 23 ft,,38,27
106,2,11:47.0,,Defensive rebound by L. Dort,38,27
107,2,11:42.0,,D. Schröder misses 2-pt jump shot from 10 ft,38,27
108,2,11:41.0,,Offensive rebound by S. Adams,38,27
109,2,11:41.0,,S. Adams misses 2-pt dunk at rim,38,27
110,2,11:39.0,,Offensive rebound by S. Adams,38,27
111,2,11:34.0,,L. Dort misses 3-pt jump shot from 24 ft,38,27
112,2,11:31.0,,Offensive rebound by S. Adams,38,27
113,2,11:20.0,,A. Nader makes 2-pt jump shot from 6 ft (assist by C. Paul),38,29
114,2,10:59.0,R. Jackson makes 2-pt jump shot from 6 ft,,40,29
115,2,10:40.0,,C. Paul misses 2-pt jump shot from 14 ft,40,29
116,2,10:37.0,Defensive rebound by R. Jackson,,40,29
117,2,10:31.0,Turnover by R. Jackson (bad pass; steal by A. Nader),,40,29
118,2,10:27.0,,D. Schröder makes 2-pt layup from 2 ft,40,31
119,2,10:27.0,,Shooting foul by J. Green (drawn by D. Schröder),40,31
120,2,10:27.0,,D. Schröder makes free throw 1 of 1,40,32
121,2,10:03.0,R. Jackson misses 3-pt jump shot from 25 ft,,40,32
122,2,10:00.0,,Defensive rebound by A. Nader,40,32
123,2,9:39.0,,A. Nader misses 2-pt jump shot from 5 ft,40,32
124,2,9:37.0,Defensive rebound by L. Shamet,,40,32
125,2,9:25.0,L. Shamet misses 3-pt jump shot from 23 ft,,40,32
126,2,9:22.0,,Defensive rebound by A. Nader,40,32
127,2,9:13.0,,C. Paul makes 2-pt jump shot from 14 ft,40,34
128,2,9:12.0,LA Clippers full timeout,,40,34
129,2,9:12.0,P. Beverley enters the game for R. Jackson,,40,34
130,2,9:12.0,P. George enters the game for L. Shamet,,40,34
131,2,9:12.0,,N. Noel enters the game for S. Adams,40,34
132,2,9:01.0,Shooting foul by A. Nader (drawn by M. Harrell),,40,34
133,2,9:01.0,M. Harrell misses free throw 1 of 2,,40,34
134,2,9:01.0,Offensive rebound by Team,,40,34
135,2,9:01.0,M. Harrell makes free throw 2 of 2,,41,34
136,2,8:45.0,,Shooting foul by P. Beverley (drawn by D. Schröder),41,34
137,2,8:45.0,,D. Schröder misses free throw 1 of 3,41,34
138,2,8:45.0,,Offensive rebound by Team,41,34
139,2,8:45.0,,D. Schröder misses free throw 2 of 3,41,34
140,2,8:45.0,,Offensive rebound by Team,41,34
141,2,8:45.0,,D. Schröder makes free throw 3 of 3,41,35
142,2,8:28.0,P. George misses 2-pt jump shot from 12 ft (block by A. Nader),,41,35
143,2,8:28.0,,Defensive rebound by Team,41,35
144,2,8:28.0,Loose ball foul by P. George (drawn by L. Dort),,41,35
145,2,8:28.0,Instant Replay (Request: Ruling Stands),,41,35
146,2,8:28.0,K. Leonard enters the game for L. Williams,,41,35
147,2,8:19.0,,A. Nader misses 3-pt jump shot from 25 ft,41,35
148,2,8:13.0,Defensive rebound by K. Leonard,,41,35
149,2,8:04.0,P. Beverley misses 3-pt jump shot from 25 ft,,41,35
150,2,8:02.0,,Defensive rebound by L. Dort,41,35
151,2,7:55.0,,D. Schröder misses 2-pt jump shot from 5 ft,41,35
152,2,7:53.0,Defensive rebound by J. Green,,41,35
153,2,7:44.0,M. Harrell makes 2-pt hook shot from 7 ft (assist by K. Leonard),,43,35
154,2,7:29.0,,C. Paul makes 3-pt jump shot from 23 ft,43,38
155,2,7:18.0,Personal foul by L. Dort (drawn by P. Beverley),,43,38
156,2,7:18.0,,T. Ferguson enters the game for L. Dort,43,38
157,2,7:18.0,,S. Gilgeous-Alexander enters the game for C. Paul,43,38
158,2,7:11.0,Turnover by K. Leonard (lost ball; steal by N. Noel),,43,38
159,2,7:04.0,,D. Schröder misses 2-pt jump shot from 15 ft,43,38
160,2,7:00.0,Defensive rebound by P. George,,43,38
161,2,6:45.0,P. George misses 2-pt jump shot from 10 ft,,43,38
162,2,6:43.0,,Defensive rebound by N. Noel,43,38
163,2,6:35.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft,43,40
164,2,6:08.0,K. Leonard misses 2-pt jump shot from 13 ft,,43,40
165,2,6:06.0,,Defensive rebound by A. Nader,43,40
166,2,5:57.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,43,42
167,2,5:34.0,J. Green misses 3-pt jump shot from 22 ft,,43,42
168,2,5:33.0,Offensive rebound by M. Harrell,,43,42
169,2,5:32.0,M. Harrell makes 2-pt dunk from 2 ft,,45,42
170,2,5:32.0,Shooting foul by N. Noel (drawn by M. Harrell),,45,42
171,2,5:32.0,M. Morris enters the game for J. Green,,45,42
172,2,5:32.0,,D. Gallinari enters the game for A. Nader,45,42
173,2,5:32.0,M. Harrell misses free throw 1 of 1,,45,42
174,2,5:29.0,,Defensive rebound by S. Gilgeous-Alexander,45,42
175,2,5:10.0,,N. Noel misses 2-pt jump shot from 14 ft,45,42
176,2,5:07.0,,Offensive rebound by T. Ferguson,45,42
177,2,4:56.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 19 ft,45,42
178,2,4:54.0,,Offensive rebound by N. Noel,45,42
179,2,4:54.0,,Turnover by Team (shot clock),45,42
180,2,4:54.0,I. Zubac enters the game for M. Harrell,,45,42
181,2,4:54.0,,S. Adams enters the game for N. Noel,45,42
182,2,4:35.0,K. Leonard makes 2-pt jump shot from 20 ft,,47,42
183,2,4:17.0,,D. Gallinari misses 2-pt jump shot from 14 ft,47,42
184,2,4:16.0,Defensive rebound by Team,,47,42
185,2,4:00.0,P. George makes 3-pt jump shot from 26 ft (assist by M. Morris),,50,42
186,2,3:42.0,,Turnover by D. Schröder (bad pass; steal by P. George),50,42
187,2,3:30.0,P. Beverley misses 3-pt jump shot from 23 ft,,50,42
188,2,3:30.0,Offensive rebound by Team,,50,42
189,2,3:30.0,,Loose ball foul by S. Adams (drawn by I. Zubac),50,42
190,2,3:19.0,K. Leonard makes 2-pt jump shot from 10 ft,,52,42
191,2,3:18.0,,Oklahoma City full timeout,52,42
192,2,3:18.0,L. Williams enters the game for P. Beverley,,52,42
193,2,3:06.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by K. Leonard),52,42
194,2,3:02.0,K. Leonard makes 2-pt layup from 2 ft,,54,42
195,2,2:50.0,,Personal foul by K. Leonard (drawn by S. Gilgeous-Alexander),54,42
196,2,2:50.0,,C. Paul enters the game for T. Ferguson,54,42
197,2,2:38.0,,D. Gallinari misses 2-pt jump shot from 9 ft (block by M. Morris),54,42
198,2,2:36.0,Defensive rebound by M. Morris,,54,42
199,2,2:30.0,I. Zubac makes 2-pt layup from 1 ft (assist by L. Williams),,56,42
200,2,2:30.0,Shooting foul by S. Adams (drawn by I. Zubac),,56,42
201,2,2:30.0,R. Jackson enters the game for P. George,,56,42
202,2,2:30.0,I. Zubac makes free throw 1 of 1,,57,42
203,2,2:15.0,,Shooting foul by I. Zubac (drawn by S. Adams),57,42
204,2,2:15.0,,S. Adams misses free throw 1 of 2,57,42
205,2,2:15.0,,Offensive rebound by Team,57,42
206,2,2:15.0,,S. Adams misses free throw 2 of 2,57,42
207,2,2:13.0,Defensive rebound by K. Leonard,,57,42
208,2,2:03.0,Turnover by R. Jackson (bad pass),,57,42
209,2,1:57.0,,Turnover by C. Paul (lost ball; steal by I. Zubac),57,42
210,2,1:47.0,K. Leonard makes 2-pt jump shot from 14 ft,,59,42
211,2,1:33.0,,D. Schröder makes 2-pt layup from 4 ft,59,44
212,2,1:21.0,K. Leonard misses 2-pt dunk from 3 ft (block by S. Gilgeous-Alexander),,59,44
213,2,1:19.0,,Defensive rebound by D. Schröder,59,44
214,2,1:03.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),59,47
215,2,0:37.0,K. Leonard misses 2-pt jump shot from 11 ft,,59,47
216,2,0:36.0,,Defensive rebound by S. Adams,59,47
217,2,0:18.0,,D. Schröder misses 3-pt jump shot from 26 ft,59,47
218,2,0:16.0,Defensive rebound by R. Jackson,,59,47
219,2,0:01.0,L. Williams misses 2-pt jump shot from 20 ft (block by S. Gilgeous-Alexander),,59,47
220,2,0:01.0,Offensive rebound by K. Leonard,,59,47
221,3,11:46.0,P. Beverley misses 3-pt jump shot from 26 ft,,59,47
222,3,11:42.0,,Defensive rebound by S. Gilgeous-Alexander,59,47
223,3,11:35.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,59,49
224,3,11:35.0,Violation by Team (def goaltending),,59,49
225,3,11:16.0,P. George makes 2-pt jump shot from 16 ft (assist by I. Zubac),,61,49
226,3,11:00.0,,C. Paul misses 2-pt jump shot from 17 ft,61,49
227,3,10:57.0,Defensive rebound by P. Beverley,,61,49
228,3,10:48.0,K. Leonard misses 2-pt jump shot from 14 ft,,61,49
229,3,10:45.0,,Defensive rebound by S. Adams,61,49
230,3,10:37.0,,S. Adams misses 2-pt jump shot from 11 ft,61,49
231,3,10:34.0,Defensive rebound by I. Zubac,,61,49
232,3,10:27.0,P. Beverley misses 2-pt jump shot from 15 ft,,61,49
233,3,10:24.0,,Defensive rebound by D. Gallinari,61,49
234,3,10:18.0,,Shooting foul by M. Morris (drawn by C. Paul),61,49
235,3,10:18.0,,C. Paul makes free throw 1 of 2,61,50
236,3,10:18.0,,C. Paul makes free throw 2 of 2,61,51
237,3,10:03.0,P. George makes 3-pt jump shot from 24 ft,,64,51
238,3,9:40.0,,L. Dort misses 3-pt jump shot from 26 ft,64,51
239,3,9:38.0,Defensive rebound by P. George,,64,51
240,3,9:29.0,P. George makes 2-pt jump shot from 15 ft,,66,51
241,3,9:01.0,,D. Gallinari misses 3-pt jump shot from 30 ft,66,51
242,3,9:01.0,,Offensive rebound by Team,66,51
243,3,9:01.0,,Turnover by Team (shot clock),66,51
244,3,8:48.0,M. Morris misses 3-pt jump shot from 23 ft,,66,51
245,3,8:46.0,,Defensive rebound by L. Dort,66,51
246,3,8:46.0,,Personal take foul by P. Beverley (drawn by L. Dort),66,51
247,3,8:32.0,,L. Dort misses 2-pt jump shot from 6 ft,66,51
248,3,8:30.0,Defensive rebound by K. Leonard,,66,51
249,3,8:20.0,K. Leonard misses 3-pt jump shot from 25 ft,,66,51
250,3,8:16.0,,Defensive rebound by C. Paul,66,51
251,3,8:13.0,,S. Adams makes 2-pt dunk from 1 ft (assist by C. Paul),66,53
252,3,7:59.0,Shooting foul by S. Adams (drawn by I. Zubac),,66,53
253,3,7:59.0,,Oklahoma City full timeout,66,53
254,3,7:59.0,I. Zubac makes free throw 1 of 2,,67,53
255,3,7:59.0,I. Zubac makes free throw 2 of 2,,68,53
256,3,7:49.0,,D. Gallinari misses 3-pt jump shot from 26 ft,68,53
257,3,7:47.0,Defensive rebound by I. Zubac,,68,53
258,3,7:39.0,Shooting foul by S. Adams (drawn by P. George),,68,53
259,3,7:39.0,P. George misses free throw 1 of 2,,68,53
260,3,7:39.0,Offensive rebound by Team,,68,53
261,3,7:39.0,,N. Noel enters the game for S. Adams,68,53
262,3,7:39.0,P. George makes free throw 2 of 2,,69,53
263,3,7:17.0,,N. Noel makes 2-pt jump shot from 7 ft (assist by L. Dort),69,55
264,3,7:02.0,Turnover by P. Beverley (bad pass; steal by N. Noel),,69,55
265,3,6:56.0,,N. Noel makes 2-pt jump shot from 7 ft (assist by C. Paul),69,57
266,3,6:40.0,P. George misses 2-pt jump shot from 22 ft,,69,57
267,3,6:38.0,,Defensive rebound by C. Paul,69,57
268,3,6:27.0,,D. Gallinari misses 3-pt jump shot from 27 ft,69,57
269,3,6:25.0,Defensive rebound by I. Zubac,,69,57
270,3,6:14.0,K. Leonard misses 2-pt jump shot from 16 ft,,69,57
271,3,6:11.0,,Defensive rebound by S. Gilgeous-Alexander,69,57
272,3,5:56.0,,C. Paul makes 3-pt jump shot from 25 ft,69,60
273,3,5:55.0,LA Clippers full timeout,,69,60
274,3,5:55.0,L. Williams enters the game for P. Beverley,,69,60
275,3,5:55.0,,D. Schröder enters the game for L. Dort,69,60
276,3,5:41.0,K. Leonard makes 3-pt jump shot from 25 ft,,72,60
277,3,5:18.0,,Shooting foul by P. George (drawn by D. Gallinari),72,60
278,3,5:18.0,,D. Gallinari misses free throw 1 of 2,72,60
279,3,5:18.0,,Offensive rebound by Team,72,60
280,3,5:18.0,M. Harrell enters the game for I. Zubac,,72,60
281,3,5:18.0,,D. Gallinari makes free throw 2 of 2,72,61
282,3,4:55.0,K. Leonard makes 2-pt jump shot from 11 ft,,74,61
283,3,4:43.0,,Turnover by N. Noel (bad pass; steal by L. Williams),74,61
284,3,4:41.0,Personal take foul by C. Paul (drawn by K. Leonard),,74,61
285,3,4:41.0,R. Jackson enters the game for P. George,,74,61
286,3,4:41.0,,T. Ferguson enters the game for S. Gilgeous-Alexander,74,61
287,3,4:27.0,R. Jackson misses 2-pt jump shot from 6 ft (block by N. Noel),,74,61
288,3,4:27.0,Offensive rebound by Team,,74,61
289,3,4:25.0,M. Harrell makes 2-pt dunk from 1 ft (assist by R. Jackson),,76,61
290,3,4:25.0,Shooting foul by N. Noel (drawn by M. Harrell),,76,61
291,3,4:25.0,M. Harrell makes free throw 1 of 1,,77,61
292,3,4:04.0,,T. Ferguson misses 3-pt jump shot from 26 ft,77,61
293,3,4:01.0,Defensive rebound by K. Leonard,,77,61
294,3,3:52.0,M. Morris makes 2-pt jump shot from 8 ft (assist by R. Jackson),,79,61
295,3,3:36.0,,C. Paul makes 2-pt jump shot from 17 ft,79,63
296,3,3:23.0,K. Leonard misses 2-pt jump shot from 9 ft,,79,63
297,3,3:22.0,,Defensive rebound by Team,79,63
298,3,3:22.0,Loose ball foul by M. Harrell (drawn by N. Noel),,79,63
299,3,3:22.0,,S. Adams enters the game for D. Gallinari,79,63
300,3,3:22.0,,A. Nader enters the game for N. Noel,79,63
301,3,3:22.0,LA Clippers full timeout,,79,63
302,3,3:22.0,J. Green enters the game for M. Harrell,,79,63
303,3,3:07.0,,D. Schröder misses 3-pt jump shot from 28 ft,79,63
304,3,3:04.0,Defensive rebound by M. Morris,,79,63
305,3,2:58.0,J. Green makes 3-pt jump shot from 25 ft (assist by L. Williams),,82,63
306,3,2:45.0,,C. Paul misses 3-pt jump shot from 25 ft,82,63
307,3,2:43.0,Defensive rebound by M. Morris,,82,63
308,3,2:35.0,K. Leonard misses 3-pt jump shot from 27 ft,,82,63
309,3,2:33.0,,Defensive rebound by A. Nader,82,63
310,3,2:22.0,,D. Schröder makes 2-pt layup from 3 ft (assist by C. Paul),82,65
311,3,1:53.0,L. Williams misses 3-pt jump shot from 27 ft,,82,65
312,3,1:53.0,Turnover by Team (shot clock),,82,65
313,3,1:53.0,Offensive rebound by Team,,82,65
314,3,1:53.0,L. Shamet enters the game for K. Leonard,,82,65
315,3,1:53.0,,S. Gilgeous-Alexander enters the game for C. Paul,82,65
316,3,1:43.0,,D. Schröder misses 2-pt layup from 2 ft,82,65
317,3,1:41.0,Defensive rebound by J. Green,,82,65
318,3,1:36.0,L. Williams misses 3-pt jump shot from 26 ft,,82,65
319,3,1:30.0,,Defensive rebound by S. Adams,82,65
320,3,1:17.0,,D. Schröder makes 2-pt jump shot from 17 ft (assist by S. Gilgeous-Alexander),82,67
321,3,0:59.0,L. Williams makes 2-pt layup from 2 ft,,84,67
322,3,0:50.0,,Offensive foul by S. Gilgeous-Alexander (drawn by L. Williams),84,67
323,3,0:50.0,,Turnover by S. Gilgeous-Alexander (offensive foul),84,67
324,3,0:31.0,J. Green makes 3-pt jump shot from 26 ft (assist by L. Williams),,87,67
325,3,0:14.0,,Shooting foul by R. Jackson (drawn by D. Schröder),87,67
326,3,0:14.0,,D. Schröder makes free throw 1 of 2,87,68
327,3,0:14.0,,L. Dort enters the game for S. Adams,87,68
328,3,0:14.0,,D. Schröder makes free throw 2 of 2,87,69
329,3,0:01.0,L. Williams makes 2-pt layup from 2 ft,,89,69
330,3,0:00.0,,Shooting foul by M. Morris (drawn by A. Nader),89,69
