,QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
376,4,8:16.0,,S. Curry misses 3-pt jump shot from 27 ft,97,95
377,4,8:14.0,Defensive rebound by R. Hollis-Jefferson,,97,95
378,4,8:11.0,Personal foul by A. Wiggins (drawn by R. Hollis-Jefferson),,97,95
379,4,8:11.0,S. Ibaka enters the game for R. Hollis-Jefferson,,97,95
380,4,8:11.0,K. Lowry enters the game for M. Thomas,,97,95
381,4,8:11.0,,D. Lee enters the game for S. Curry,97,95
382,4,8:11.0,,M. Mulder enters the game for J. Poole,97,95
383,4,8:11.0,,E. Paschall enters the game for A. Wiggins,97,95
384,4,7:54.0,K. Lowry misses 3-pt jump shot from 28 ft,,97,95
385,4,7:52.0,,Defensive rebound by M. Mulder,97,95
386,4,7:50.0,,Turnover by E. Paschall (bad pass),97,95
387,4,7:50.0,N. Powell enters the game for P. McCaw,,97,95
388,4,7:29.0,Personal foul by D. Bender (drawn by S. Ibaka),,97,95
389,4,7:21.0,T. Davis misses 2-pt jump shot from 15 ft,,97,95
390,4,7:19.0,,Defensive rebound by D. Lee,97,95
391,4,7:08.0,,J. Toscano-Anderson misses 2-pt layup from 2 ft,97,95
392,4,7:06.0,Defensive rebound by N. Powell,,97,95
393,4,7:06.0,,Clear path foul by T. Davis,97,95
394,4,7:06.0,Instant Replay (Request: Ruling Stands),,97,95
395,4,7:06.0,T. Davis makes clear path free throw 1 of 2,,98,95
396,4,7:06.0,T. Davis makes clear path free throw 2 of 2,,99,95
397,4,7:06.0,P. Siakam enters the game for T. Davis,,99,95
398,4,6:55.0,K. Lowry misses 3-pt jump shot from 24 ft,,99,95
399,4,6:53.0,,Defensive rebound by E. Paschall,99,95
400,4,6:44.0,,Turnover by D. Lee (bad pass; steal by O. Anunoby),99,95
401,4,6:42.0,Personal foul by E. Paschall (drawn by O. Anunoby),,99,95
402,4,6:42.0,,Golden State full timeout,99,95
403,4,6:42.0,,M. Chriss enters the game for D. Bender,99,95
404,4,6:42.0,,A. Wiggins enters the game for J. Toscano-Anderson,99,95
405,4,6:42.0,O. Anunoby misses free throw 1 of 2,,99,95
406,4,6:42.0,Offensive rebound by Team,,99,95
407,4,6:42.0,O. Anunoby makes free throw 2 of 2,,100,95
408,4,6:29.0,,Shooting foul by N. Powell (drawn by M. Chriss),100,95
409,4,6:29.0,,M. Chriss makes free throw 1 of 2,100,96
410,4,6:29.0,,M. Chriss makes free throw 2 of 2,100,97
411,4,6:14.0,N. Powell misses 2-pt jump shot from 11 ft (block by M. Chriss),,100,97
412,4,6:13.0,,Defensive rebound by M. Chriss,100,97
413,4,6:09.0,,D. Lee misses 2-pt jump shot from 21 ft,100,97
414,4,6:07.0,,Offensive rebound by Team,100,97
415,4,6:01.0,,A. Wiggins misses 3-pt jump shot from 29 ft,100,97
416,4,5:59.0,Defensive rebound by S. Ibaka,,100,97
417,4,5:53.0,K. Lowry makes 3-pt jump shot from 28 ft (assist by N. Powell),,103,97
418,4,5:36.0,,Turnover by M. Mulder (lost ball; steal by K. Lowry),103,97
419,4,5:30.0,O. Anunoby makes 2-pt dunk from 2 ft (assist by P. Siakam),,105,97
420,4,5:14.0,,D. Lee makes 2-pt layup from 2 ft (assist by E. Paschall),105,99
421,4,5:01.0,S. Ibaka makes 2-pt hook shot from 7 ft (assist by K. Lowry),,107,99
422,4,4:43.0,,M. Mulder makes 3-pt jump shot from 23 ft (assist by M. Chriss),107,102
423,4,4:19.0,P. Siakam misses 2-pt jump shot from 21 ft,,107,102
424,4,4:18.0,,Defensive rebound by A. Wiggins,107,102
425,4,3:59.0,,M. Mulder misses 3-pt jump shot from 30 ft,107,102
426,4,3:57.0,Defensive rebound by S. Ibaka,,107,102
427,4,3:51.0,Personal foul by D. Lee (drawn by K. Lowry),,107,102
428,4,3:51.0,K. Lowry makes free throw 1 of 2,,108,102
429,4,3:51.0,,S. Curry enters the game for M. Mulder,108,102
430,4,3:51.0,K. Lowry makes free throw 2 of 2,,109,102
431,4,3:41.0,,Turnover by M. Chriss (lost ball; steal by O. Anunoby),109,102
432,4,3:38.0,Shooting foul by A. Wiggins (drawn by P. Siakam),,109,102
433,4,3:38.0,P. Siakam makes free throw 1 of 2,,110,102
434,4,3:38.0,P. Siakam makes free throw 2 of 2,,111,102
435,4,3:21.0,,A. Wiggins misses 3-pt jump shot from 24 ft,111,102
436,4,3:19.0,,Offensive rebound by M. Chriss,111,102
437,4,3:12.0,,M. Chriss makes 2-pt layup from 3 ft (assist by E. Paschall),111,104
438,4,3:01.0,K. Lowry makes 2-pt layup from 3 ft,,113,104
439,4,2:50.0,,D. Lee misses 3-pt jump shot from 28 ft,113,104
440,4,2:44.0,,Offensive rebound by Team,113,104
441,4,2:44.0,Loose ball foul by P. Siakam (drawn by A. Wiggins),,113,104
442,4,2:44.0,Toronto full timeout,,113,104
443,4,2:40.0,,Personal foul by N. Powell (drawn by M. Chriss),113,104
444,4,2:31.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by S. Curry),113,106
445,4,2:31.0,,Shooting foul by S. Ibaka (drawn by A. Wiggins),113,106
446,4,2:31.0,,A. Wiggins misses free throw 1 of 1,113,106
447,4,2:29.0,Defensive rebound by S. Ibaka,,113,106
448,4,2:10.0,N. Powell misses 2-pt jump shot from 11 ft,,113,106
449,4,2:08.0,,Defensive rebound by S. Curry,113,106
450,4,2:00.0,,S. Curry makes 2-pt layup from 2 ft,113,108
451,4,1:41.0,Turnover by K. Lowry (lost ball; steal by M. Chriss),,113,108
452,4,1:28.0,,A. Wiggins makes 3-pt jump shot from 23 ft (assist by M. Chriss),113,111
453,4,1:10.0,P. Siakam makes 2-pt layup from 4 ft,,115,111
454,4,1:03.0,,Shooting foul by P. Siakam (drawn by S. Curry),115,111
455,4,1:03.0,,S. Curry makes free throw 1 of 2,115,112
456,4,1:03.0,,S. Curry makes free throw 2 of 2,115,113
457,4,0:45.0,P. Siakam makes 2-pt jump shot from 8 ft,,117,113
458,4,0:45.0,Shooting foul by D. Lee (drawn by P. Siakam),,117,113
459,4,0:45.0,P. Siakam misses free throw 1 of 1,,117,113
460,4,0:44.0,,Defensive rebound by M. Chriss,117,113
461,4,0:39.0,,S. Curry misses 3-pt jump shot from 33 ft,117,113
462,4,0:35.0,Defensive rebound by Team,,117,113
463,4,0:29.0,Toronto full timeout,,117,113
464,4,0:29.0,,J. Toscano-Anderson enters the game for M. Chriss,117,113
465,4,0:25.0,Turnover by N. Powell (lost ball; steal by D. Lee),,117,113
466,4,0:25.0,,Personal foul by N. Powell (drawn by D. Lee),117,113
467,4,0:25.0,,D. Lee misses free throw 1 of 2,117,113
468,4,0:25.0,,Offensive rebound by Team,117,113
469,4,0:25.0,,M. Chriss enters the game for J. Toscano-Anderson,117,113
470,4,0:25.0,,D. Lee misses free throw 2 of 2,117,113
471,4,0:23.0,,Offensive rebound by M. Chriss,117,113
472,4,0:20.0,,D. Lee misses 3-pt jump shot from 27 ft,117,113
473,4,0:18.0,,Offensive rebound by A. Wiggins,117,113
474,4,0:16.0,,Turnover by A. Wiggins (bad pass; steal by N. Powell),117,113
475,4,0:15.0,Clear path foul by D. Lee,,117,113
476,4,0:15.0,Instant Replay (Request: Ruling Stands),,117,113
477,4,0:15.0,N. Powell makes clear path free throw 1 of 2,,118,113
478,4,0:15.0,N. Powell makes clear path free throw 2 of 2,,119,113
479,4,0:15.0,,J. Toscano-Anderson enters the game for M. Chriss,119,113
480,4,0:12.0,Personal take foul by D. Lee (drawn by N. Powell),,119,113
481,4,0:12.0,N. Powell makes free throw 1 of 2,,120,113
482,4,0:12.0,,M. Chriss enters the game for D. Lee,120,113
483,4,0:12.0,N. Powell makes free throw 2 of 2,,121,113
484,4,0:12.0,,Golden State full timeout,121,113
485,4,0:12.0,R. Hollis-Jefferson enters the game for S. Ibaka,,121,113
486,4,0:12.0,P. McCaw enters the game for K. Lowry,,121,113
487,4,0:12.0,,D. Bender enters the game for M. Chriss,121,113
488,4,0:12.0,,M. Mulder enters the game for J. Toscano-Anderson,121,113
489,4,0:10.0,,S. Curry misses 3-pt jump shot from 26 ft,121,113
490,4,0:08.0,,Offensive rebound by A. Wiggins,121,113
491,4,0:06.0,,D. Bender misses 3-pt jump shot from 30 ft,121,113
492,4,0:02.0,Defensive rebound by O. Anunoby,,121,113
