,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MIAMI_ACTION,LA LAKERS_SCORE,MIAMI_SCORE
34,1,7:13.0,,B. Adebayo misses free throw 1 of 1,12,14
35,1,7:11.0,Defensive rebound by J. McGee,,12,14
36,1,6:51.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,12,14
37,1,6:46.0,Offensive rebound by J. McGee,,12,14
38,1,6:46.0,J. McGee makes 2-pt dunk from 1 ft,,14,14
39,1,6:37.0,,Offensive foul by M. Leonard (drawn by L. James),14,14
40,1,6:37.0,,Turnover by M. Leonard (offensive foul),14,14
41,1,6:37.0,,Miami full timeout,14,14
42,1,6:21.0,A. Davis misses 2-pt jump shot from 18 ft,,14,14
43,1,6:17.0,,Defensive rebound by J. Butler,14,14
44,1,6:09.0,,J. Butler makes 2-pt layup from 2 ft,14,16
45,1,6:04.0,Offensive foul by L. James (drawn by D. Robinson),,14,16
46,1,6:04.0,Turnover by L. James (offensive foul),,14,16
47,1,5:49.0,,B. Adebayo misses 2-pt hook shot from 2 ft (block by A. Davis),14,16
48,1,5:46.0,Defensive rebound by A. Davis,,14,16
49,1,5:31.0,L. James misses 2-pt jump shot from 17 ft,,14,16
50,1,5:25.0,,Defensive rebound by J. Butler,14,16
51,1,5:23.0,,Personal foul by K. Caldwell-Pope (drawn by K. Nunn),14,16
52,1,5:23.0,A. Bradley enters the game for D. Green,,14,16
53,1,5:23.0,,T. Herro enters the game for B. Adebayo,14,16
54,1,5:23.0,,D. Jones enters the game for K. Nunn,14,16
55,1,5:12.0,,Personal foul by J. McGee (drawn by D. Jones),14,16
56,1,5:01.0,,J. Butler makes 2-pt jump shot from 18 ft (assist by D. Jones),14,18
57,1,4:45.0,A. Davis makes 2-pt dunk from 1 ft (assist by L. James),,16,18
58,1,4:28.0,,D. Jones makes 3-pt jump shot from 24 ft (assist by M. Leonard),16,21
59,1,4:12.0,Shooting foul by D. Jones (drawn by A. Davis),,16,21
60,1,4:12.0,A. Davis makes free throw 1 of 2,,17,21
61,1,4:12.0,A. Caruso enters the game for K. Caldwell-Pope,,17,21
62,1,4:12.0,A. Davis makes free throw 2 of 2,,18,21
63,1,3:51.0,,T. Herro misses 3-pt jump shot from 24 ft,18,21
64,1,3:49.0,Defensive rebound by J. McGee,,18,21
65,1,3:43.0,L. James makes 2-pt layup from 1 ft,,20,21
66,1,3:27.0,,T. Herro misses 2-pt layup from 2 ft (block by J. McGee),20,21
67,1,3:27.0,Defensive rebound by A. Bradley,,20,21
68,1,3:20.0,Turnover by L. James (lost ball; steal by D. Jones),,20,21
69,1,3:14.0,,J. Butler makes 2-pt dunk from 2 ft (assist by D. Jones),20,23
70,1,3:12.0,Shooting foul by M. Leonard (drawn by L. James),,20,23
71,1,3:12.0,L. James makes free throw 1 of 2,,21,23
72,1,3:12.0,J. Dudley enters the game for J. McGee,,21,23
73,1,3:12.0,,K. Olynyk enters the game for M. Leonard,21,23
74,1,3:12.0,L. James misses free throw 2 of 2,,21,23
75,1,3:09.0,,Defensive rebound by K. Olynyk,21,23
76,1,3:00.0,,Shooting foul by L. James (drawn by D. Jones),21,23
77,1,3:00.0,,D. Jones makes free throw 1 of 2,21,24
78,1,3:00.0,R. Rondo enters the game for L. James,,21,24
79,1,3:00.0,LA Lakers full timeout,,21,24
80,1,3:00.0,,D. Jones makes free throw 2 of 2,21,25
81,1,2:41.0,A. Davis makes 2-pt dunk from 1 ft,,23,25
82,1,2:15.0,,D. Robinson misses 3-pt jump shot from 31 ft,23,25
83,1,2:13.0,Defensive rebound by Team,,23,25
84,1,2:13.0,,K. Nunn enters the game for D. Robinson,23,25
85,1,2:01.0,Shooting foul by K. Olynyk (drawn by A. Davis),,23,25
86,1,2:01.0,A. Davis misses free throw 1 of 2,,23,25
87,1,2:01.0,Offensive rebound by Team,,23,25
88,1,2:01.0,A. Davis makes free throw 2 of 2,,24,25
89,1,1:46.0,,K. Nunn misses 3-pt jump shot from 25 ft,24,25
90,1,1:44.0,Defensive rebound by J. Dudley,,24,25
91,1,1:44.0,,B. Adebayo enters the game for J. Butler,24,25
92,1,1:21.0,A. Bradley makes 2-pt jump shot from 13 ft (assist by J. Dudley),,26,25
93,1,0:59.0,,D. Jones misses 2-pt layup from 2 ft,26,25
94,1,0:58.0,,Offensive rebound by B. Adebayo,26,25
95,1,0:58.0,,Shooting foul by A. Davis (drawn by B. Adebayo),26,25
96,1,0:58.0,,B. Adebayo makes free throw 1 of 2,26,26
97,1,0:58.0,,B. Adebayo makes free throw 2 of 2,26,27
98,1,0:37.0,A. Bradley makes 2-pt jump shot from 15 ft (assist by R. Rondo),,28,27
99,1,0:26.0,,T. Herro makes 2-pt jump shot from 12 ft,28,29
100,1,0:04.0,A. Caruso makes 2-pt layup from 3 ft (assist by R. Rondo),,30,29
101,1,0:00.0,,T. Herro misses 3-pt jump shot from 30 ft,30,29
102,1,0:00.0,,Offensive rebound by Team,30,29
103,2,11:38.0,A. Bradley misses 2-pt jump shot from 5 ft,,30,29
104,2,11:36.0,Offensive rebound by A. Bradley,,30,29
105,2,11:18.0,R. Rondo misses 3-pt jump shot from 24 ft,,30,29
106,2,11:16.0,,Defensive rebound by K. Olynyk,30,29
107,2,10:58.0,,Personal foul by D. Howard (drawn by T. Herro),30,29
108,2,10:48.0,,B. Adebayo makes 2-pt layup from 5 ft,30,31
109,2,10:36.0,L. James misses 2-pt jump shot from 10 ft (block by B. Adebayo),,30,31
110,2,10:33.0,Offensive rebound by L. James,,30,31
111,2,10:31.0,L. James misses 2-pt jump shot from 17 ft,,30,31
112,2,10:31.0,,Defensive rebound by K. Nunn,30,31
113,2,10:25.0,,K. Nunn makes 2-pt layup from 2 ft,30,33
114,2,10:16.0,Turnover by A. Bradley (bad pass),,30,33
115,2,10:16.0,Loose ball foul by D. Howard (drawn by D. Jones),,30,33
116,2,10:04.0,,Shooting foul by J. Dudley (drawn by K. Olynyk),30,33
117,2,10:04.0,,K. Olynyk makes free throw 1 of 3,30,34
118,2,10:04.0,,K. Olynyk misses free throw 2 of 3,30,34
119,2,10:04.0,,Offensive rebound by Team,30,34
120,2,10:04.0,,K. Olynyk makes free throw 3 of 3,30,35
121,2,9:52.0,A. Bradley makes 2-pt jump shot from 11 ft,,32,35
122,2,9:27.0,,T. Herro misses 2-pt jump shot from 12 ft,32,35
123,2,9:26.0,Defensive rebound by L. James,,32,35
124,2,9:14.0,A. Bradley misses 3-pt jump shot from 23 ft,,32,35
125,2,9:12.0,Offensive rebound by D. Howard,,32,35
126,2,9:09.0,A. Bradley misses 3-pt jump shot from 26 ft,,32,35
127,2,9:08.0,,Defensive rebound by T. Herro,32,35
128,2,9:00.0,,T. Herro misses 2-pt layup from 2 ft,32,35
129,2,8:57.0,Defensive rebound by R. Rondo,,32,35
130,2,8:44.0,Turnover by L. James (bad pass; steal by D. Jones),,32,35
131,2,8:40.0,,D. Jones makes 2-pt dunk from 1 ft (assist by K. Olynyk),32,37
132,2,8:39.0,LA Lakers full timeout,,32,37
133,2,8:39.0,K. Caldwell-Pope enters the game for A. Bradley,,32,37
134,2,8:39.0,D. Green enters the game for R. Rondo,,32,37
135,2,8:26.0,L. James misses 3-pt jump shot from 23 ft,,32,37
136,2,8:24.0,,Defensive rebound by K. Olynyk,32,37
137,2,8:06.0,,T. Herro misses 3-pt jump shot from 27 ft,32,37
138,2,8:04.0,Defensive rebound by L. James,,32,37
139,2,7:52.0,Turnover by L. James (bad pass; steal by K. Nunn),,32,37
140,2,7:46.0,,D. Jones makes 2-pt dunk from 1 ft (assist by B. Adebayo),32,39
141,2,7:34.0,Turnover by L. James (traveling),,32,39
142,2,7:25.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by K. Nunn),32,41
143,2,7:25.0,LA Lakers full timeout,,32,41
144,2,7:25.0,A. Davis enters the game for J. Dudley,,32,41
145,2,7:10.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,32,41
146,2,7:08.0,,Defensive rebound by D. Jones,32,41
147,2,6:47.0,,D. Jones misses 3-pt jump shot from 26 ft,32,41
148,2,6:43.0,Defensive rebound by A. Davis,,32,41
149,2,6:32.0,L. James makes 2-pt layup from 2 ft,,34,41
150,2,6:32.0,Shooting foul by D. Jones (drawn by L. James),,34,41
151,2,6:32.0,,J. Butler enters the game for B. Adebayo,34,41
152,2,6:32.0,,D. Robinson enters the game for D. Jones,34,41
153,2,6:32.0,,C. Silva enters the game for K. Nunn,34,41
154,2,6:32.0,L. James makes free throw 1 of 1,,35,41
155,2,6:19.0,,K. Olynyk misses 3-pt jump shot from 25 ft,35,41
156,2,6:17.0,Defensive rebound by L. James,,35,41
157,2,6:13.0,A. Davis makes 2-pt layup from 1 ft (assist by L. James),,37,41
158,2,6:13.0,Shooting foul by K. Olynyk (drawn by A. Davis),,37,41
159,2,6:13.0,R. Rondo enters the game for L. James,,37,41
160,2,6:13.0,A. Davis makes free throw 1 of 1,,38,41
161,2,6:08.0,,Miami full timeout,38,41
162,2,5:53.0,,C. Silva makes 2-pt dunk from 1 ft (assist by K. Olynyk),38,43
163,2,5:28.0,R. Rondo misses 3-pt jump shot from 27 ft,,38,43
164,2,5:26.0,,Defensive rebound by Team,38,43
165,2,5:03.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by T. Herro),38,45
166,2,4:39.0,K. Caldwell-Pope makes 2-pt hook shot from 1 ft,,40,45
167,2,4:27.0,,T. Herro makes 3-pt jump shot from 27 ft,40,48
168,2,4:19.0,A. Davis misses 3-pt jump shot from 26 ft,,40,48
169,2,4:16.0,,Defensive rebound by C. Silva,40,48
170,2,4:12.0,,Shooting foul by A. Davis (drawn by C. Silva),40,48
171,2,4:12.0,,C. Silva makes free throw 1 of 2,40,49
172,2,4:12.0,,C. Silva makes free throw 2 of 2,40,50
173,2,3:58.0,Turnover by D. Howard (3 sec),,40,50
174,2,3:43.0,,C. Silva makes 2-pt jump shot from 3 ft (assist by K. Olynyk),40,52
175,2,3:28.0,A. Davis misses 2-pt jump shot from 16 ft,,40,52
176,2,3:26.0,Offensive rebound by D. Howard,,40,52
177,2,3:25.0,D. Howard makes 2-pt layup from 2 ft,,42,52
178,2,3:14.0,,Turnover by J. Butler (bad pass),42,52
179,2,3:14.0,A. Caruso enters the game for D. Green,,42,52
180,2,3:14.0,L. James enters the game for D. Howard,,42,52
181,2,2:59.0,A. Caruso misses 3-pt jump shot from 26 ft,,42,52
182,2,2:57.0,,Defensive rebound by T. Herro,42,52
183,2,2:45.0,,Personal foul by R. Rondo (drawn by K. Olynyk),42,52
184,2,2:45.0,,K. Olynyk makes free throw 1 of 2,42,53
185,2,2:45.0,,K. Olynyk makes free throw 2 of 2,42,54
186,2,2:35.0,Turnover by A. Caruso (bad pass; steal by J. Butler),,42,54
187,2,2:31.0,,J. Butler makes 2-pt dunk from 1 ft,42,56
188,2,2:13.0,R. Rondo misses 3-pt jump shot from 23 ft,,42,56
189,2,2:11.0,Offensive rebound by K. Caldwell-Pope,,42,56
190,2,2:11.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,44,56
191,2,1:54.0,,K. Olynyk makes 2-pt layup from 1 ft,44,58
192,2,1:48.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by R. Rondo),,46,58
193,2,1:38.0,,J. Butler misses 3-pt jump shot from 24 ft,46,58
194,2,1:36.0,Defensive rebound by R. Rondo,,46,58
195,2,1:31.0,L. James makes 2-pt jump shot from 8 ft (assist by R. Rondo),,48,58
196,2,1:31.0,Shooting foul by K. Olynyk (drawn by L. James),,48,58
197,2,1:31.0,,B. Adebayo enters the game for T. Herro,48,58
198,2,1:31.0,,D. Jones enters the game for K. Olynyk,48,58
199,2,1:31.0,,K. Nunn enters the game for C. Silva,48,58
200,2,1:31.0,L. James misses free throw 1 of 1,,48,58
201,2,1:25.0,,Defensive rebound by D. Jones,48,58
202,2,1:18.0,,J. Butler misses 2-pt jump shot from 16 ft,48,58
203,2,1:16.0,Defensive rebound by L. James,,48,58
204,2,1:11.0,L. James misses 2-pt layup from 1 ft,,48,58
205,2,1:10.0,,Defensive rebound by D. Robinson,48,58
206,2,1:00.0,,K. Nunn misses 3-pt jump shot from 24 ft,48,58
207,2,0:56.0,Defensive rebound by A. Davis,,48,58
208,2,0:47.0,R. Rondo misses 3-pt jump shot from 25 ft,,48,58
209,2,0:45.0,,Defensive rebound by B. Adebayo,48,58
210,2,0:34.0,,Personal foul by R. Rondo (drawn by D. Jones),48,58
211,2,0:34.0,,D. Jones misses free throw 1 of 2,48,58
212,2,0:34.0,,Offensive rebound by Team,48,58
213,2,0:34.0,,D. Jones makes free throw 2 of 2,48,59
214,2,0:17.0,A. Davis makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),,51,59
215,2,0:01.0,,J. Butler misses 2-pt jump shot from 19 ft,51,59
216,2,0:00.0,Defensive rebound by L. James,,51,59
217,3,11:40.0,Turnover by L. James (bad pass; steal by J. Butler),,51,59
218,3,11:34.0,,K. Nunn makes 2-pt dunk from 2 ft (assist by J. Butler),51,61
219,3,11:26.0,K. Caldwell-Pope makes 2-pt jump shot from 13 ft,,53,61
220,3,11:12.0,,D. Robinson misses 3-pt jump shot from 27 ft,53,61
221,3,11:10.0,Defensive rebound by A. Davis,,53,61
222,3,11:00.0,L. James misses 3-pt jump shot from 27 ft,,53,61
223,3,10:58.0,,Defensive rebound by B. Adebayo,53,61
224,3,10:49.0,,M. Leonard misses 3-pt jump shot from 27 ft,53,61
225,3,10:47.0,,Offensive rebound by B. Adebayo,53,61
226,3,10:44.0,,B. Adebayo misses 2-pt jump shot from 3 ft (block by J. McGee),53,61
227,3,10:42.0,Defensive rebound by L. James,,53,61
228,3,10:39.0,L. James makes 2-pt dunk from 2 ft,,55,61
229,3,10:21.0,,B. Adebayo misses 2-pt dunk from 2 ft (block by J. McGee),55,61
230,3,10:19.0,Defensive rebound by Team,,55,61
231,3,10:04.0,A. Davis makes 2-pt jump shot from 12 ft (assist by D. Green),,57,61
232,3,9:57.0,,Shooting foul by D. Green (drawn by J. Butler),57,61
233,3,9:57.0,,J. Butler makes free throw 1 of 2,57,62
234,3,9:57.0,,J. Butler makes free throw 2 of 2,57,63
235,3,9:46.0,D. Green makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,60,63
236,3,9:33.0,,B. Adebayo makes 2-pt jump shot from 11 ft (assist by K. Nunn),60,65
237,3,9:26.0,,Violation by Team (kicked ball),60,65
238,3,9:20.0,A. Davis misses 3-pt jump shot from 26 ft,,60,65
239,3,9:20.0,Offensive rebound by Team,,60,65
240,3,9:20.0,,Loose ball foul by D. Robinson (drawn by J. McGee),60,65
241,3,9:14.0,L. James makes 2-pt dunk from 2 ft,,62,65
242,3,9:06.0,,K. Nunn misses 2-pt layup from 1 ft (block by J. McGee),62,65
243,3,9:05.0,Defensive rebound by A. Davis,,62,65
244,3,8:59.0,D. Green misses 3-pt jump shot from 26 ft,,62,65
245,3,8:58.0,Offensive rebound by J. McGee,,62,65
246,3,8:55.0,Shooting foul by B. Adebayo (drawn by J. McGee),,62,65
247,3,8:55.0,J. McGee misses free throw 1 of 2,,62,65
248,3,8:55.0,Offensive rebound by Team,,62,65
249,3,8:55.0,J. McGee misses free throw 2 of 2,,62,65
250,3,8:53.0,,Defensive rebound by B. Adebayo,62,65
251,3,8:43.0,,K. Nunn misses 2-pt layup from 1 ft,62,65
252,3,8:42.0,,Offensive rebound by B. Adebayo,62,65
253,3,8:42.0,,B. Adebayo misses 2-pt layup from 1 ft (block by J. McGee),62,65
254,3,8:40.0,Defensive rebound by D. Green,,62,65
255,3,8:25.0,Personal foul by K. Nunn (drawn by A. Davis),,62,65
256,3,8:22.0,L. James makes 3-pt jump shot from 28 ft (assist by K. Caldwell-Pope),,65,65
257,3,8:21.0,,Miami full timeout,65,65
258,3,8:04.0,,J. Butler misses 2-pt jump shot from 16 ft,65,65
259,3,8:03.0,Defensive rebound by J. McGee,,65,65
260,3,7:46.0,A. Davis makes 3-pt jump shot from 23 ft (assist by L. James),,68,65
261,3,7:33.0,,K. Nunn misses 2-pt jump shot from 19 ft,68,65
262,3,7:31.0,Defensive rebound by Team,,68,65
263,3,7:20.0,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),,70,65
264,3,7:20.0,Shooting foul by K. Nunn (drawn by J. McGee),,70,65
265,3,7:20.0,J. McGee makes free throw 1 of 1,,71,65
266,3,7:06.0,,M. Leonard makes 2-pt layup from 1 ft (assist by K. Nunn),71,67
267,3,6:50.0,A. Davis makes 3-pt jump shot from 24 ft (assist by L. James),,74,67
268,3,6:39.0,,Shooting foul by J. McGee (drawn by B. Adebayo),74,67
269,3,6:39.0,,B. Adebayo misses free throw 1 of 2,74,67
270,3,6:39.0,,Offensive rebound by Team,74,67
271,3,6:39.0,,D. Jones enters the game for M. Leonard,74,67
272,3,6:39.0,,B. Adebayo misses free throw 2 of 2,74,67
273,3,6:39.0,Defensive rebound by J. McGee,,74,67
274,3,6:25.0,Turnover by K. Caldwell-Pope (bad pass),,74,67
275,3,6:24.0,Loose ball foul by K. Caldwell-Pope (drawn by J. Butler),,74,67
276,3,6:12.0,,Offensive foul by B. Adebayo (drawn by K. Caldwell-Pope),74,67
277,3,6:12.0,,Turnover by B. Adebayo (offensive foul),74,67
278,3,6:02.0,Shooting foul by K. Nunn (drawn by D. Green),,74,67
279,3,6:02.0,D. Green makes free throw 1 of 3,,75,67
280,3,6:02.0,D. Green makes free throw 2 of 3,,76,67
281,3,6:02.0,D. Green makes free throw 3 of 3,,77,67
282,3,5:43.0,,Shooting foul by A. Davis (drawn by D. Jones),77,67
283,3,5:43.0,,D. Jones makes free throw 1 of 2,77,68
284,3,5:43.0,,D. Jones makes free throw 2 of 2,77,69
285,3,5:29.0,L. James makes 3-pt jump shot from 29 ft (assist by K. Caldwell-Pope),,80,69
286,3,5:19.0,,K. Nunn misses 3-pt jump shot from 26 ft,80,69
287,3,5:18.0,Defensive rebound by D. Green,,80,69
288,3,5:12.0,D. Green misses 3-pt jump shot from 26 ft,,80,69
289,3,5:11.0,Offensive rebound by J. McGee,,80,69
290,3,5:10.0,J. McGee misses 2-pt layup from 1 ft,,80,69
291,3,5:08.0,,Defensive rebound by B. Adebayo,80,69
292,3,4:50.0,,D. Jones makes 3-pt jump shot from 23 ft (assist by B. Adebayo),80,72
293,3,4:35.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by L. James),,82,72
294,3,4:16.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by K. Nunn),82,75
295,3,4:03.0,Turnover by K. Caldwell-Pope (bad pass),,82,75
296,3,4:03.0,,T. Herro enters the game for K. Nunn,82,75
297,3,3:47.0,,J. Butler makes 2-pt layup from 1 ft,82,77
298,3,3:47.0,LA Lakers full timeout,,82,77
299,3,3:47.0,J. Dudley enters the game for L. James,,82,77
300,3,3:47.0,R. Rondo enters the game for J. McGee,,82,77
301,3,3:47.0,,C. Silva enters the game for B. Adebayo,82,77
302,3,3:33.0,Offensive foul by R. Rondo (drawn by T. Herro),,82,77
303,3,3:33.0,Turnover by R. Rondo (offensive foul),,82,77
304,3,3:19.0,,J. Butler makes 2-pt jump shot from 14 ft,82,79
305,3,3:08.0,,Violation by Team (kicked ball),82,79
306,3,3:08.0,A. Bradley enters the game for K. Caldwell-Pope,,82,79
307,3,3:08.0,A. Caruso enters the game for D. Green,,82,79
308,3,2:53.0,A. Davis makes 2-pt jump shot from 18 ft,,84,79
309,3,2:41.0,,J. Butler makes 2-pt layup from 2 ft,84,81
310,3,2:21.0,A. Bradley makes 2-pt jump shot from 15 ft (assist by J. Dudley),,86,81
311,3,2:09.0,,Personal foul by A. Bradley (drawn by J. Butler),86,81
312,3,2:09.0,,J. Butler makes free throw 1 of 2,86,82
313,3,2:09.0,,J. Butler makes free throw 2 of 2,86,83
314,3,1:51.0,A. Davis misses 2-pt jump shot from 21 ft,,86,83
315,3,1:50.0,,Defensive rebound by T. Herro,86,83
316,3,1:43.0,,Personal foul by A. Caruso (drawn by D. Jones),86,83
317,3,1:43.0,,D. Jones makes free throw 1 of 2,86,84
318,3,1:43.0,,D. Jones makes free throw 2 of 2,86,85
319,3,1:32.0,Shooting foul by C. Silva (drawn by A. Davis),,86,85
320,3,1:32.0,A. Davis makes free throw 1 of 2,,87,85
321,3,1:32.0,A. Davis makes free throw 2 of 2,,88,85
322,3,1:19.0,,J. Butler misses 2-pt layup from 2 ft,88,85
323,3,1:17.0,Defensive rebound by J. Dudley,,88,85
324,3,1:08.0,J. Dudley misses 3-pt jump shot from 27 ft,,88,85
325,3,1:06.0,,Defensive rebound by D. Robinson,88,85
326,3,0:59.0,,T. Herro misses 2-pt jump shot from 15 ft,88,85
327,3,0:58.0,Defensive rebound by A. Davis,,88,85
328,3,0:50.0,J. Dudley misses 2-pt layup from 1 ft (block by C. Silva),,88,85
329,3,0:50.0,,Defensive rebound by Team,88,85
330,3,0:33.0,,J. Butler misses 2-pt layup from 2 ft,88,85
331,3,0:32.0,Defensive rebound by A. Caruso,,88,85
332,3,0:23.0,J. Dudley misses 3-pt jump shot from 26 ft,,88,85
333,3,0:21.0,,Defensive rebound by Team,88,85
334,3,0:21.0,,K. Olynyk enters the game for C. Silva,88,85
335,3,0:00.0,,T. Herro misses 3-pt jump shot from 27 ft,88,85
336,3,0:00.0,,Offensive rebound by Team,88,85
337,4,11:44.0,,Turnover by K. Nunn (bad pass; steal by R. Rondo),88,85
338,4,11:37.0,L. James makes 3-pt jump shot from 26 ft (assist by J. Dudley),,91,85
339,4,11:22.0,,Turnover by T. Herro (bad pass; steal by J. Dudley),91,85
340,4,11:14.0,L. James misses 3-pt jump shot from 26 ft,,91,85
341,4,11:12.0,,Defensive rebound by K. Olynyk,91,85
342,4,11:02.0,,Miami full timeout,91,85
343,4,10:53.0,,K. Olynyk makes 2-pt hook shot from 7 ft (assist by D. Jones),91,87
344,4,10:37.0,A. Bradley misses 3-pt jump shot from 26 ft,,91,87
345,4,10:35.0,,Defensive rebound by K. Nunn,91,87
346,4,10:28.0,,T. Herro makes 2-pt jump shot from 12 ft (assist by B. Adebayo),91,89
347,4,10:05.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by L. James),,94,89
348,4,9:46.0,,Shooting foul by A. Bradley (drawn by K. Olynyk),94,89
349,4,9:46.0,,K. Olynyk makes free throw 1 of 2,94,90
350,4,9:46.0,,K. Olynyk makes free throw 2 of 2,94,91
351,4,9:37.0,L. James misses 2-pt jump shot from 14 ft,,94,91
352,4,9:36.0,,Defensive rebound by K. Olynyk,94,91
353,4,9:26.0,,T. Herro misses 3-pt jump shot from 27 ft,94,91
354,4,9:25.0,Defensive rebound by L. James,,94,91
355,4,9:11.0,L. James makes 2-pt layup from 2 ft,,96,91
356,4,8:58.0,,Personal foul by J. Dudley (drawn by K. Olynyk),96,91
357,4,8:50.0,,K. Olynyk misses 3-pt jump shot from 26 ft,96,91
358,4,8:49.0,Defensive rebound by A. Bradley,,96,91
359,4,8:42.0,J. Dudley misses 2-pt layup from 2 ft,,96,91
360,4,8:41.0,Offensive rebound by D. Howard,,96,91
361,4,8:40.0,D. Howard makes 2-pt dunk from 1 ft,,98,91
362,4,8:19.0,,Turnover by B. Adebayo (bad pass; steal by J. Dudley),98,91
363,4,8:09.0,A. Bradley makes 2-pt jump shot from 14 ft (assist by L. James),,100,91
364,4,8:09.0,,Miami full timeout,100,91
365,4,8:09.0,,J. Butler enters the game for T. Herro,100,91
366,4,8:09.0,,D. Robinson enters the game for D. Jones,100,91
367,4,7:57.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Butler),100,94
368,4,7:40.0,Turnover by R. Rondo (traveling),,100,94
369,4,7:23.0,,Turnover by K. Olynyk (bad pass; steal by L. James),100,94
370,4,7:11.0,R. Rondo misses 2-pt jump shot from 16 ft,,100,94
371,4,7:10.0,,Defensive rebound by B. Adebayo,100,94
372,4,6:59.0,,Shooting foul by D. Howard (drawn by J. Butler),100,94
373,4,6:59.0,,J. Butler makes free throw 1 of 2,100,95
374,4,6:59.0,A. Davis enters the game for J. Dudley,,100,95
375,4,6:59.0,,J. Butler misses free throw 2 of 2,100,95
376,4,6:56.0,Defensive rebound by D. Howard,,100,95
377,4,6:55.0,Turnover by D. Howard (bad pass),,100,95
378,4,6:41.0,,K. Olynyk misses 3-pt jump shot from 26 ft,100,95
379,4,6:40.0,Defensive rebound by D. Howard,,100,95
380,4,6:20.0,D. Howard misses 2-pt jump shot from 4 ft,,100,95
381,4,6:19.0,,Defensive rebound by B. Adebayo,100,95
382,4,6:13.0,,J. Butler misses 3-pt jump shot from 26 ft,100,95
383,4,6:10.0,Defensive rebound by D. Howard,,100,95
384,4,5:59.0,A. Davis misses 3-pt jump shot from 26 ft,,100,95
385,4,5:58.0,Offensive rebound by Team,,100,95
386,4,5:58.0,Personal foul by K. Olynyk (drawn by D. Howard),,100,95
387,4,5:58.0,D. Green enters the game for L. James,,100,95
388,4,5:49.0,Turnover by A. Davis (lost ball; steal by K. Nunn),,100,95
