,QUARTER,TIME_REMAINING,BOSTON_ACTION,DALLAS_ACTION,BOSTON_SCORE,DALLAS_SCORE
0,1,11:46.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,0,0
1,1,11:43.0,Defensive rebound by S. Ojeleye,,0,0
2,1,11:33.0,J. Tatum misses 2-pt jump shot from 15 ft,,0,0
3,1,11:31.0,,Defensive rebound by K. Porziņģis,0,0
4,1,11:22.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,0,0
5,1,11:20.0,Defensive rebound by D. Theis,,0,0
6,1,11:08.0,Turnover by D. Theis (traveling),,0,0
7,1,10:58.0,,T. Hardaway misses 2-pt jump shot from 19 ft,0,0
8,1,10:54.0,Defensive rebound by J. Brown,,0,0
9,1,10:49.0,J. Brown misses 3-pt jump shot from 26 ft,,0,0
10,1,10:46.0,,Defensive rebound by J. Brunson,0,0
11,1,10:37.0,,J. Brunson makes 3-pt jump shot from 26 ft (assist by K. Porziņģis),0,3
12,1,10:19.0,Turnover by J. Tatum (bad pass; steal by K. Porziņģis),,0,3
13,1,10:13.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,0,3
14,1,10:10.0,Defensive rebound by D. Theis,,0,3
15,1,10:02.0,S. Ojeleye makes 3-pt jump shot from 22 ft (assist by K. Walker),,3,3
16,1,9:47.0,,Personal foul by S. Ojeleye (drawn by D. Powell),3,3
17,1,9:41.0,,Personal foul by J. Brown (drawn by D. Powell),3,3
18,1,9:31.0,,J. Brunson misses 3-pt jump shot from 25 ft,3,3
19,1,9:28.0,Defensive rebound by D. Theis,,3,3
20,1,9:13.0,K. Walker misses 3-pt jump shot from 25 ft,,3,3
21,1,9:11.0,Offensive rebound by D. Theis,,3,3
22,1,9:10.0,Personal foul by T. Hardaway (drawn by D. Theis),,3,3
23,1,9:07.0,D. Theis misses 3-pt jump shot from 25 ft,,3,3
24,1,9:04.0,,Defensive rebound by D. Finney-Smith,3,3
25,1,8:51.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),3,6
26,1,8:34.0,J. Brown misses 3-pt jump shot from 26 ft,,3,6
27,1,8:32.0,,Defensive rebound by Team,3,6
28,1,8:32.0,Loose ball foul by S. Ojeleye (drawn by J. Brunson),,3,6
29,1,8:32.0,,M. Kleber enters the game for D. Powell,3,6
30,1,8:19.0,,T. Hardaway misses 2-pt jump shot from 19 ft,3,6
31,1,8:16.0,Defensive rebound by K. Walker,,3,6
