,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CLEVELAND_ACTION,MEMPHIS_SCORE,CLEVELAND_SCORE
196,2,1:37.0,J. Jackson misses 2-pt jump shot from 3 ft,,49,55
197,2,1:35.0,,Defensive rebound by K. Love,49,55
198,2,1:14.0,,Turnover by Team (shot clock),49,55
199,2,1:14.0,J. Morant enters the game for T. Jones,,49,55
200,2,0:56.0,J. Crowder misses 3-pt jump shot from 23 ft,,49,55
201,2,0:54.0,,Defensive rebound by K. Love,49,55
202,2,0:44.0,,T. Thompson misses 2-pt hook shot from 7 ft,49,55
203,2,0:43.0,Defensive rebound by J. Morant,,49,55
204,2,0:27.0,J. Crowder misses 2-pt jump shot from 13 ft,,49,55
205,2,0:25.0,,Defensive rebound by K. Love,49,55
206,2,0:22.0,,Turnover by M. Dellavedova (lost ball; steal by D. Melton),49,55
207,2,0:19.0,J. Crowder makes 2-pt layup from 1 ft (assist by D. Melton),,51,55
208,2,0:01.0,,K. Love misses 3-pt jump shot from 26 ft,51,55
209,2,0:01.0,Defensive rebound by J. Morant,,51,55
210,2,0:00.0,J. Morant misses 3-pt jump shot from 61 ft,,51,55
211,2,0:00.0,Offensive rebound by Team,,51,55
212,3,11:43.0,,K. Love misses 2-pt jump shot from 10 ft,51,55
213,3,11:41.0,Defensive rebound by J. Valančiūnas,,51,55
214,3,11:31.0,J. Morant makes 2-pt jump shot from 13 ft,,53,55
215,3,11:22.0,,C. Sexton misses 2-pt layup from 1 ft,53,55
216,3,11:22.0,,Offensive rebound by Team,53,55
217,3,11:08.0,,T. Thompson misses 2-pt hook shot from 4 ft (block by J. Valančiūnas),53,55
218,3,11:05.0,Defensive rebound by J. Jackson,,53,55
219,3,10:57.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by J. Valančiūnas),,56,55
220,3,10:42.0,,T. Thompson misses 2-pt layup from 1 ft (block by J. Crowder),56,55
221,3,10:42.0,,Offensive rebound by Team,56,55
222,3,10:37.0,,Turnover by K. Love (bad pass; steal by J. Crowder),56,55
223,3,10:28.0,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Morant),,59,55
224,3,10:28.0,,Cleveland full timeout,59,55
225,3,10:13.0,,K. Love makes 3-pt jump shot from 25 ft (assist by C. Osman),59,58
226,3,9:49.0,J. Jackson misses 3-pt jump shot from 26 ft,,59,58
227,3,9:47.0,,Defensive rebound by C. Osman,59,58
228,3,9:38.0,,Personal foul by D. Brooks (drawn by C. Osman),59,58
229,3,9:32.0,,C. Sexton misses 2-pt jump shot from 6 ft,59,58
230,3,9:30.0,,Offensive rebound by T. Thompson,59,58
231,3,9:29.0,,Shooting foul by J. Jackson (drawn by K. Love),59,58
232,3,9:29.0,,K. Love makes free throw 1 of 3,59,59
233,3,9:29.0,,K. Love makes free throw 2 of 3,59,60
234,3,9:29.0,,K. Love makes free throw 3 of 3,59,61
235,3,9:15.0,J. Jackson misses 3-pt jump shot from 23 ft,,59,61
236,3,9:13.0,,Defensive rebound by T. Thompson,59,61
237,3,9:00.0,,C. Osman makes 2-pt jump shot from 12 ft,59,63
238,3,8:39.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by J. Morant),,62,63
239,3,8:19.0,,C. Osman makes 2-pt jump shot from 14 ft,62,65
240,3,8:09.0,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,65,65
241,3,7:56.0,,D. Garland makes 2-pt jump shot from 10 ft,65,67
242,3,7:43.0,D. Brooks misses 2-pt jump shot from 10 ft,,65,67
243,3,7:43.0,,Defensive rebound by K. Love,65,67
244,3,7:39.0,,Turnover by K. Love (bad pass; steal by J. Crowder),65,67
245,3,7:35.0,J. Crowder misses 2-pt jump shot from 2 ft,,65,67
246,3,7:31.0,Offensive rebound by J. Valančiūnas,,65,67
247,3,7:31.0,J. Valančiūnas misses 2-pt layup at rim,,65,67
248,3,7:30.0,,Defensive rebound by D. Garland,65,67
249,3,7:26.0,,T. Thompson misses 2-pt hook shot from 1 ft (block by J. Jackson),65,67
250,3,7:23.0,,Offensive rebound by T. Thompson,65,67
251,3,7:20.0,,D. Garland makes 3-pt jump shot from 24 ft (assist by T. Thompson),65,70
252,3,7:02.0,J. Morant misses 2-pt layup from 2 ft,,65,70
253,3,7:02.0,Offensive rebound by J. Crowder,,65,70
254,3,6:56.0,J. Crowder makes 2-pt layup at rim,,67,70
255,3,6:51.0,,C. Sexton misses 2-pt layup from 1 ft (block by J. Jackson),67,70
256,3,6:48.0,Defensive rebound by J. Valančiūnas,,67,70
257,3,6:44.0,D. Brooks makes 3-pt jump shot from 26 ft (assist by J. Morant),,70,70
258,3,6:29.0,,K. Love misses 3-pt jump shot from 26 ft,70,70
259,3,6:29.0,Defensive rebound by J. Crowder,,70,70
260,3,6:12.0,J. Crowder misses 3-pt jump shot from 24 ft,,70,70
261,3,6:09.0,,Defensive rebound by K. Love,70,70
262,3,5:55.0,,K. Love misses 3-pt jump shot from 23 ft,70,70
263,3,5:52.0,Defensive rebound by J. Morant,,70,70
264,3,5:46.0,J. Crowder makes 2-pt jump shot from 4 ft (assist by J. Morant),,72,70
265,3,5:22.0,,C. Osman makes 3-pt jump shot from 25 ft (assist by K. Love),72,73
266,3,5:08.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by J. Morant),,74,73
267,3,4:55.0,,Turnover by C. Osman (bad pass),74,73
268,3,4:55.0,B. Clarke enters the game for J. Morant,,74,73
269,3,4:55.0,T. Jones enters the game for J. Valančiūnas,,74,73
270,3,4:55.0,,M. Dellavedova enters the game for D. Garland,74,73
271,3,4:42.0,J. Jackson misses 3-pt jump shot from 24 ft,,74,73
272,3,4:39.0,,Defensive rebound by K. Love,74,73
273,3,4:28.0,,Shooting foul by J. Jackson (drawn by C. Sexton),74,73
274,3,4:28.0,,C. Sexton makes free throw 1 of 2,74,74
275,3,4:28.0,D. Melton enters the game for J. Crowder,,74,74
276,3,4:28.0,,K. Porter enters the game for C. Osman,74,74
277,3,4:28.0,,C. Sexton makes free throw 2 of 2,74,75
278,3,4:18.0,D. Brooks misses 3-pt jump shot from 25 ft,,74,75
279,3,4:16.0,Offensive rebound by T. Jones,,74,75
280,3,4:10.0,B. Clarke misses 2-pt layup from 1 ft,,74,75
281,3,4:08.0,,Defensive rebound by T. Thompson,74,75
282,3,3:53.0,,Def 3 sec tech foul by Team,74,75
283,3,3:53.0,,K. Love misses technical free throw,74,75
284,3,3:53.0,,Offensive rebound by Team,74,75
285,3,3:39.0,,Turnover by Team (shot clock),74,75
286,3,3:20.0,B. Clarke makes 2-pt jump shot from 5 ft,,76,75
287,3,3:09.0,,K. Love makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),76,78
288,3,2:50.0,J. Jackson makes 2-pt dunk from 1 ft (assist by D. Melton),,78,78
289,3,2:28.0,,T. Thompson misses 2-pt hook shot from 2 ft,78,78
290,3,2:25.0,Defensive rebound by J. Jackson,,78,78
291,3,2:20.0,J. Jackson makes 3-pt jump shot from 32 ft (assist by T. Jones),,81,78
292,3,2:06.0,,C. Sexton misses 3-pt jump shot from 25 ft,81,78
293,3,2:03.0,Defensive rebound by D. Brooks,,81,78
294,3,1:55.0,B. Clarke makes 2-pt layup from 1 ft (assist by D. Brooks),,83,78
295,3,1:55.0,,Cleveland full timeout,83,78
296,3,1:55.0,G. Allen enters the game for D. Brooks,,83,78
297,3,1:55.0,J. Valančiūnas enters the game for J. Jackson,,83,78
298,3,1:55.0,,J. Clarkson enters the game for M. Dellavedova,83,78
299,3,1:55.0,,D. Garland enters the game for K. Love,83,78
300,3,1:55.0,,J. Henson enters the game for C. Sexton,83,78
301,3,1:55.0,,L. Nance enters the game for T. Thompson,83,78
302,3,1:35.0,,L. Nance misses 3-pt jump shot from 25 ft,83,78
303,3,1:33.0,Defensive rebound by J. Valančiūnas,,83,78
304,3,1:16.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,85,78
305,3,1:07.0,,Turnover by K. Porter (bad pass),85,78
306,3,0:46.0,D. Melton misses 3-pt jump shot from 26 ft,,85,78
307,3,0:43.0,,Defensive rebound by J. Henson,85,78
308,3,0:28.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Henson),85,81
309,3,0:10.0,T. Jones makes 2-pt jump shot from 6 ft,,87,81
310,3,0:03.0,,D. Garland misses 3-pt jump shot from 32 ft,87,81
311,3,0:01.0,Defensive rebound by B. Clarke,,87,81
312,4,11:36.0,T. Jones misses 2-pt jump shot from 16 ft (block by J. Clarkson),,87,81
313,4,11:32.0,,Defensive rebound by J. Clarkson,87,81
314,4,11:20.0,,K. Porter misses 2-pt layup from 3 ft (block by J. Valančiūnas),87,81
315,4,11:20.0,,Offensive rebound by Team,87,81
316,4,11:13.0,,J. Henson misses 2-pt jump shot from 20 ft,87,81
317,4,11:11.0,Defensive rebound by J. Valančiūnas,,87,81
318,4,11:05.0,Personal foul by K. Porter (drawn by G. Allen),,87,81
319,4,11:05.0,,Technical foul by G. Allen,87,81
320,4,11:05.0,,J. Clarkson misses technical free throw,87,81
321,4,11:05.0,Defensive rebound by Team,,87,81
322,4,10:57.0,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by D. Melton),,89,81
323,4,10:42.0,,J. Clarkson misses 3-pt jump shot from 27 ft,89,81
324,4,10:40.0,Defensive rebound by T. Jones,,89,81
325,4,10:35.0,D. Melton misses 2-pt layup from 1 ft (block by J. Henson),,89,81
326,4,10:35.0,Offensive rebound by Team,,89,81
327,4,10:35.0,Away from play foul by J. Clarkson (drawn by D. Melton),,89,81
328,4,10:35.0,D. Melton misses free throw 1 of 1,,89,81
329,4,10:33.0,Offensive rebound by Team,,89,81
330,4,10:28.0,G. Allen makes 3-pt jump shot from 23 ft (assist by T. Jones),,92,81
331,4,10:28.0,Flagrant foul type 1 by K. Porter (drawn by G. Allen),,92,81
332,4,10:28.0,Instant Replay (Request: Ruling Stands),,92,81
333,4,10:28.0,G. Allen makes flagrant free throw 1 of 1,,93,81
334,4,10:24.0,Personal foul by J. Henson (drawn by J. Valančiūnas),,93,81
335,4,10:17.0,G. Allen misses 3-pt jump shot from 27 ft,,93,81
336,4,10:13.0,,Defensive rebound by L. Nance,93,81
337,4,10:02.0,,J. Clarkson makes 2-pt jump shot from 6 ft (assist by D. Garland),93,83
338,4,9:45.0,J. Valančiūnas misses 2-pt jump shot from 3 ft (block by J. Henson),,93,83
339,4,9:45.0,,Defensive rebound by K. Porter,93,83
340,4,9:36.0,,J. Clarkson misses 2-pt jump shot from 7 ft,93,83
341,4,9:31.0,Defensive rebound by T. Jones,,93,83
342,4,9:20.0,S. Hill misses 3-pt jump shot from 26 ft,,93,83
343,4,9:18.0,Offensive rebound by D. Melton,,93,83
344,4,9:11.0,Turnover by D. Melton (lost ball; steal by L. Nance),,93,83
345,4,9:05.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. Nance),93,86
346,4,8:54.0,Memphis full timeout,,93,86
347,4,8:54.0,J. Morant enters the game for T. Jones,,93,86
348,4,8:43.0,J. Valančiūnas misses 2-pt hook shot from 8 ft (block by J. Henson),,93,86
349,4,8:39.0,,Defensive rebound by D. Garland,93,86
350,4,8:37.0,,D. Garland misses 2-pt layup at rim,93,86
351,4,8:29.0,,Offensive rebound by L. Nance,93,86
352,4,8:29.0,,L. Nance makes 2-pt dunk from 1 ft,93,88
353,4,8:29.0,J. Valančiūnas misses 2-pt hook shot from 6 ft (block by J. Henson),,93,88
354,4,8:29.0,,Defensive rebound by J. Clarkson,93,88
355,4,8:17.0,,Shooting foul by S. Hill (drawn by J. Henson),93,88
356,4,8:17.0,,J. Henson makes free throw 1 of 2,93,89
357,4,8:17.0,D. Brooks enters the game for G. Allen,,93,89
358,4,8:17.0,J. Crowder enters the game for D. Melton,,93,89
359,4,8:17.0,,J. Henson misses free throw 2 of 2,93,89
360,4,8:14.0,Defensive rebound by D. Brooks,,93,89
361,4,7:56.0,D. Brooks misses 2-pt jump shot from 6 ft,,93,89
362,4,7:53.0,,Defensive rebound by D. Garland,93,89
363,4,7:52.0,,Shooting foul by S. Hill (drawn by D. Garland),93,89
364,4,7:52.0,,D. Garland makes free throw 1 of 2,93,90
365,4,7:52.0,J. Jackson enters the game for J. Valančiūnas,,93,90
366,4,7:52.0,,D. Garland makes free throw 2 of 2,93,91
367,4,7:36.0,S. Hill makes 2-pt jump shot from 7 ft (assist by J. Morant),,95,91
368,4,7:20.0,,Shooting foul by D. Brooks (drawn by J. Clarkson),95,91
369,4,7:20.0,,J. Clarkson makes free throw 1 of 2,95,92
370,4,7:20.0,,C. Sexton enters the game for D. Garland,95,92
371,4,7:20.0,,J. Clarkson misses free throw 2 of 2,95,92
372,4,7:20.0,Defensive rebound by J. Crowder,,95,92
373,4,7:06.0,J. Morant makes 2-pt jump shot from 6 ft,,97,92
374,4,6:53.0,,J. Henson misses 2-pt layup from 1 ft,97,92
375,4,6:48.0,,Offensive rebound by J. Clarkson,97,92
376,4,6:48.0,,J. Clarkson makes 2-pt layup from 1 ft,97,94
377,4,6:44.0,S. Hill makes 3-pt jump shot from 26 ft (assist by D. Brooks),,100,94
378,4,6:30.0,,J. Henson makes 2-pt dunk from 1 ft (assist by C. Sexton),100,96
