,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CLEVELAND_ACTION,MEMPHIS_SCORE,CLEVELAND_SCORE
0,1,11:40.0,J. Valančiūnas misses 2-pt jump shot from 6 ft,,0,0
1,1,11:38.0,,Defensive rebound by K. Love,0,0
2,1,11:29.0,,C. Osman misses 3-pt jump shot from 27 ft,0,0
3,1,11:25.0,Defensive rebound by D. Brooks,,0,0
4,1,11:10.0,J. Valančiūnas makes 2-pt jump shot from 6 ft (assist by J. Crowder),,2,0
5,1,10:52.0,,K. Love makes 2-pt layup from 1 ft (assist by T. Thompson),2,2
6,1,10:38.0,Shooting foul by K. Love (drawn by J. Jackson),,2,2
7,1,10:38.0,J. Jackson makes free throw 1 of 2,,3,2
8,1,10:38.0,J. Jackson makes free throw 2 of 2,,4,2
9,1,10:21.0,,D. Garland makes 3-pt jump shot from 26 ft (assist by C. Osman),4,5
10,1,10:15.0,D. Brooks misses 3-pt jump shot from 24 ft,,4,5
11,1,10:12.0,,Defensive rebound by K. Love,4,5
12,1,10:02.0,,C. Osman misses 2-pt layup from 4 ft (block by J. Valančiūnas),4,5
13,1,10:01.0,,Offensive rebound by T. Thompson,4,5
14,1,9:56.0,,Turnover by T. Thompson (lost ball; steal by D. Brooks),4,5
15,1,9:52.0,J. Jackson makes 2-pt layup from 1 ft,,6,5
16,1,9:40.0,,C. Sexton misses 2-pt jump shot from 10 ft,6,5
17,1,9:38.0,,Offensive rebound by T. Thompson,6,5
18,1,9:36.0,,T. Thompson makes 2-pt hook shot from 1 ft,6,7
19,1,9:23.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by J. Morant),,8,7
20,1,9:09.0,,T. Thompson misses 2-pt hook shot from 5 ft,8,7
21,1,9:06.0,Defensive rebound by J. Valančiūnas,,8,7
22,1,9:02.0,J. Crowder makes 2-pt layup at rim (assist by D. Brooks),,10,7
23,1,9:02.0,,Violation by Team (def goaltending),10,7
24,1,8:53.0,,Turnover by D. Garland (bad pass; steal by D. Brooks),10,7
25,1,8:41.0,J. Morant makes 2-pt jump shot from 6 ft,,12,7
26,1,8:27.0,,C. Sexton makes 2-pt jump shot from 11 ft,12,9
27,1,8:13.0,J. Jackson misses 3-pt jump shot from 27 ft,,12,9
28,1,8:09.0,,Defensive rebound by C. Sexton,12,9
29,1,8:05.0,,Offensive foul by C. Sexton (drawn by D. Brooks),12,9
30,1,8:05.0,,Turnover by C. Sexton (offensive foul),12,9
31,1,7:53.0,J. Morant misses 2-pt jump shot from 2 ft,,12,9
32,1,7:50.0,,Defensive rebound by K. Love,12,9
33,1,7:46.0,,C. Sexton misses 2-pt layup from 3 ft (block by D. Brooks),12,9
34,1,7:43.0,,Offensive rebound by D. Garland,12,9
35,1,7:30.0,,C. Sexton misses 2-pt layup from 1 ft,12,9
36,1,7:26.0,,Offensive rebound by T. Thompson,12,9
37,1,7:26.0,,T. Thompson misses 2-pt layup at rim,12,9
38,1,7:25.0,Defensive rebound by J. Valančiūnas,,12,9
39,1,7:24.0,Personal foul by D. Garland (drawn by J. Crowder),,12,9
40,1,7:12.0,J. Crowder misses 2-pt jump shot from 19 ft,,12,9
41,1,7:08.0,,Defensive rebound by T. Thompson,12,9
42,1,6:58.0,,K. Love misses 3-pt jump shot from 30 ft,12,9
43,1,6:55.0,Defensive rebound by D. Brooks,,12,9
44,1,6:47.0,J. Morant misses 2-pt dunk from 2 ft,,12,9
45,1,6:45.0,,Defensive rebound by T. Thompson,12,9
46,1,6:40.0,,D. Garland makes 2-pt jump shot from 10 ft (assist by T. Thompson),12,11
47,1,6:24.0,J. Valančiūnas makes 2-pt dunk at rim (assist by J. Jackson),,14,11
48,1,5:58.0,,C. Sexton misses 2-pt jump shot from 22 ft,14,11
49,1,5:56.0,Defensive rebound by J. Valančiūnas,,14,11
50,1,5:46.0,D. Brooks makes 2-pt jump shot from 8 ft,,16,11
51,1,5:46.0,,Cleveland full timeout,16,11
52,1,5:46.0,B. Clarke enters the game for J. Morant,,16,11
53,1,5:46.0,T. Jones enters the game for J. Valančiūnas,,16,11
54,1,5:46.0,,M. Dellavedova enters the game for D. Garland,16,11
55,1,5:34.0,,K. Love misses 3-pt jump shot from 26 ft,16,11
56,1,5:28.0,Defensive rebound by T. Jones,,16,11
57,1,5:14.0,J. Jackson makes 2-pt jump shot from 6 ft,,18,11
58,1,5:01.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),18,13
59,1,4:48.0,D. Brooks misses 3-pt jump shot from 25 ft,,18,13
60,1,4:46.0,,Defensive rebound by K. Love,18,13
61,1,4:30.0,,Offensive foul by C. Sexton (drawn by D. Brooks),18,13
62,1,4:30.0,,Turnover by C. Sexton (offensive foul),18,13
63,1,4:30.0,K. Anderson enters the game for D. Brooks,,18,13
64,1,4:30.0,D. Melton enters the game for J. Crowder,,18,13
65,1,4:30.0,,J. Clarkson enters the game for C. Osman,18,13
66,1,4:30.0,,K. Porter enters the game for C. Sexton,18,13
67,1,4:12.0,K. Anderson makes 3-pt jump shot from 24 ft (assist by D. Melton),,21,13
68,1,4:00.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by M. Dellavedova),21,15
69,1,4:00.0,,Shooting foul by J. Jackson (drawn by J. Clarkson),21,15
70,1,4:00.0,,J. Clarkson makes free throw 1 of 1,21,16
71,1,3:47.0,B. Clarke misses 2-pt jump shot from 6 ft,,21,16
72,1,3:45.0,,Defensive rebound by T. Thompson,21,16
73,1,3:36.0,,K. Love makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),21,19
74,1,3:36.0,Memphis full timeout,,21,19
75,1,3:36.0,,L. Nance enters the game for K. Love,21,19
76,1,3:16.0,J. Jackson misses 2-pt jump shot from 8 ft,,21,19
77,1,3:14.0,,Defensive rebound by L. Nance,21,19
78,1,2:58.0,,Turnover by T. Thompson (bad pass; steal by T. Jones),21,19
79,1,2:51.0,J. Jackson misses 2-pt layup at rim (block by T. Thompson),,21,19
80,1,2:48.0,,Defensive rebound by K. Porter,21,19
81,1,2:35.0,,T. Thompson misses 2-pt layup at rim,21,19
82,1,2:31.0,,Offensive rebound by T. Thompson,21,19
83,1,2:31.0,,T. Thompson makes 2-pt layup at rim,21,21
84,1,2:16.0,Turnover by D. Melton (lost ball; steal by M. Dellavedova),,21,21
85,1,2:07.0,,T. Thompson makes 2-pt jump shot from 8 ft (assist by L. Nance),21,23
86,1,1:55.0,B. Clarke makes 2-pt dunk from 1 ft (assist by K. Anderson),,23,23
87,1,1:39.0,,L. Nance misses 2-pt jump shot from 16 ft,23,23
88,1,1:36.0,Defensive rebound by K. Anderson,,23,23
89,1,1:20.0,K. Anderson misses 3-pt jump shot from 23 ft,,23,23
90,1,1:18.0,,Defensive rebound by L. Nance,23,23
91,1,1:13.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,23,23
92,1,1:10.0,,Offensive rebound by M. Dellavedova,23,23
93,1,1:06.0,,Turnover by M. Dellavedova (bad pass; steal by K. Anderson),23,23
94,1,1:01.0,D. Melton makes 2-pt layup at rim (assist by B. Clarke),,25,23
95,1,0:49.0,,J. Clarkson makes 2-pt jump shot from 9 ft,25,25
96,1,0:39.0,J. Jackson misses 3-pt jump shot from 30 ft,,25,25
97,1,0:35.0,,Defensive rebound by K. Porter,25,25
98,1,0:30.0,,Personal foul by K. Anderson (drawn by T. Thompson),25,25
99,1,0:30.0,S. Hill enters the game for B. Clarke,,25,25
100,1,0:30.0,J. Valančiūnas enters the game for J. Jackson,,25,25
101,1,0:30.0,,J. Henson enters the game for T. Thompson,25,25
102,1,0:19.0,,J. Clarkson misses 2-pt jump shot from 8 ft,25,25
103,1,0:15.0,Defensive rebound by D. Melton,,25,25
104,1,0:05.0,Personal foul by M. Dellavedova (drawn by D. Melton),,25,25
105,1,0:00.0,S. Hill makes 2-pt jump shot from 21 ft (assist by T. Jones),,27,25
106,1,0:00.0,Instant Replay (Request: Ruling Stands),,27,25
107,2,11:37.0,,Turnover by K. Porter (bad pass; steal by S. Hill),27,25
108,2,11:27.0,D. Melton makes 3-pt jump shot from 28 ft (assist by J. Morant),,30,25
109,2,11:06.0,,K. Porter makes 3-pt jump shot from 28 ft,30,28
110,2,10:52.0,J. Morant misses 2-pt layup from 2 ft (block by J. Henson),,30,28
111,2,10:49.0,,Defensive rebound by K. Porter,30,28
112,2,10:47.0,,K. Porter makes 2-pt dunk from 1 ft,30,30
113,2,10:32.0,S. Hill misses 3-pt jump shot from 23 ft,,30,30
114,2,10:30.0,,Defensive rebound by J. Henson,30,30
115,2,10:23.0,,Turnover by J. Clarkson (bad pass; steal by D. Melton),30,30
116,2,10:10.0,D. Melton makes 3-pt jump shot from 26 ft,,33,30
117,2,9:45.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by J. Henson),33,33
118,2,9:45.0,,Shooting foul by D. Melton (drawn by J. Clarkson),33,33
119,2,9:45.0,G. Allen enters the game for K. Anderson,,33,33
120,2,9:45.0,D. Brooks enters the game for D. Melton,,33,33
121,2,9:45.0,,J. Clarkson makes free throw 1 of 1,33,34
122,2,9:34.0,J. Morant misses 2-pt layup from 1 ft,,33,34
123,2,9:32.0,,Defensive rebound by J. Henson,33,34
124,2,9:27.0,,D. Garland misses 3-pt jump shot from 29 ft,33,34
125,2,9:24.0,Defensive rebound by G. Allen,,33,34
126,2,9:20.0,G. Allen misses 2-pt jump shot from 8 ft (block by J. Henson),,33,34
127,2,9:17.0,Offensive rebound by J. Valančiūnas,,33,34
128,2,9:17.0,Offensive foul by D. Brooks (drawn by J. Henson),,33,34
129,2,9:17.0,Turnover by D. Brooks (offensive foul),,33,34
130,2,8:57.0,,D. Garland misses 2-pt jump shot from 16 ft,33,34
131,2,8:53.0,Defensive rebound by J. Valančiūnas,,33,34
132,2,8:47.0,Turnover by J. Morant (lost ball; steal by K. Porter),,33,34
133,2,8:43.0,,K. Porter misses 3-pt jump shot from 25 ft,33,34
134,2,8:41.0,,Offensive rebound by J. Henson,33,34
135,2,8:39.0,,J. Clarkson makes 3-pt jump shot from 23 ft (assist by D. Garland),33,37
136,2,8:38.0,Memphis full timeout,,33,37
137,2,8:18.0,D. Brooks makes 3-pt jump shot from 24 ft (assist by J. Morant),,36,37
138,2,7:58.0,,K. Porter misses 3-pt jump shot from 24 ft,36,37
139,2,7:54.0,Defensive rebound by S. Hill,,36,37
140,2,7:41.0,Offensive foul by J. Valančiūnas (drawn by K. Porter),,36,37
141,2,7:41.0,Turnover by J. Valančiūnas (offensive foul),,36,37
142,2,7:20.0,,J. Henson misses 3-pt jump shot from 25 ft,36,37
143,2,7:15.0,Defensive rebound by J. Morant,,36,37
144,2,7:03.0,G. Allen makes 2-pt jump shot from 7 ft (assist by J. Morant),,38,37
145,2,7:03.0,Shooting foul by J. Clarkson (drawn by G. Allen),,38,37
146,2,7:03.0,G. Allen misses free throw 1 of 1,,38,37
147,2,7:01.0,,Defensive rebound by L. Nance,38,37
148,2,6:54.0,,Personal foul by G. Allen (drawn by K. Porter),38,37
149,2,6:54.0,T. Jones enters the game for J. Morant,,38,37
150,2,6:54.0,,M. Dellavedova enters the game for D. Garland,38,37
151,2,6:50.0,,K. Porter makes 2-pt dunk from 2 ft (assist by L. Nance),38,39
152,2,6:35.0,Shooting foul by K. Porter (drawn by D. Brooks),,38,39
153,2,6:35.0,D. Brooks makes free throw 1 of 2,,39,39
154,2,6:35.0,D. Brooks makes free throw 2 of 2,,40,39
155,2,6:21.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by J. Henson),40,42
156,2,6:09.0,S. Hill misses 2-pt jump shot from 1 ft (block by J. Henson),,40,42
157,2,6:02.0,Offensive rebound by J. Valančiūnas,,40,42
158,2,6:02.0,J. Valančiūnas makes 2-pt dunk from 1 ft,,42,42
159,2,5:44.0,,L. Nance misses 3-pt jump shot from 26 ft,42,42
160,2,5:40.0,Defensive rebound by D. Brooks,,42,42
161,2,5:34.0,G. Allen makes 3-pt jump shot from 24 ft (assist by T. Jones),,45,42
162,2,5:20.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),45,45
163,2,4:55.0,D. Brooks misses 2-pt jump shot from 21 ft,,45,45
164,2,4:51.0,,Defensive rebound by M. Dellavedova,45,45
165,2,4:49.0,,L. Nance makes 2-pt layup from 1 ft (assist by M. Dellavedova),45,47
166,2,4:42.0,Memphis full timeout,,45,47
167,2,4:42.0,B. Clarke enters the game for G. Allen,,45,47
168,2,4:42.0,J. Crowder enters the game for S. Hill,,45,47
169,2,4:42.0,J. Jackson enters the game for J. Valančiūnas,,45,47
170,2,4:42.0,,K. Love enters the game for J. Henson,45,47
171,2,4:42.0,,C. Osman enters the game for L. Nance,45,47
172,2,4:42.0,,T. Thompson enters the game for K. Porter,45,47
173,2,4:33.0,J. Jackson makes 2-pt jump shot from 7 ft (assist by D. Brooks),,47,47
174,2,4:21.0,,Offensive foul by T. Thompson (drawn by D. Brooks),47,47
175,2,4:21.0,,Turnover by T. Thompson (offensive foul),47,47
176,2,4:11.0,D. Brooks misses 3-pt jump shot from 26 ft,,47,47
177,2,4:07.0,,Defensive rebound by K. Love,47,47
178,2,4:00.0,,C. Osman makes 3-pt jump shot from 23 ft (assist by J. Clarkson),47,50
179,2,3:48.0,J. Crowder misses 3-pt jump shot from 30 ft,,47,50
180,2,3:48.0,,Defensive rebound by Team,47,50
181,2,3:38.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by M. Dellavedova),47,52
182,2,3:23.0,J. Crowder misses 3-pt jump shot from 22 ft,,47,52
183,2,3:19.0,,Defensive rebound by K. Love,47,52
184,2,3:10.0,,C. Osman makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),47,55
185,2,2:53.0,T. Jones misses 2-pt jump shot from 5 ft,,47,55
186,2,2:53.0,,Defensive rebound by Team,47,55
187,2,2:53.0,Loose ball foul by B. Clarke (drawn by K. Love),,47,55
188,2,2:53.0,D. Melton enters the game for D. Brooks,,47,55
189,2,2:30.0,,C. Osman misses 3-pt jump shot from 23 ft,47,55
190,2,2:27.0,,Offensive rebound by T. Thompson,47,55
191,2,2:21.0,,K. Love misses 3-pt jump shot from 26 ft,47,55
192,2,2:19.0,Defensive rebound by D. Melton,,47,55
193,2,2:14.0,J. Crowder makes 2-pt dunk at rim (assist by T. Jones),,49,55
194,2,1:48.0,,T. Thompson misses 2-pt hook shot from 4 ft,49,55
195,2,1:46.0,Defensive rebound by B. Clarke,,49,55
