,QUARTER,TIME_REMAINING,UTAH_ACTION,CLEVELAND_ACTION,UTAH_SCORE,CLEVELAND_SCORE
65,1,4:27.0,,C. Osman enters the game for C. Sexton,18,16
66,1,4:04.0,D. Mitchell misses 2-pt jump shot from 16 ft,,18,16
67,1,4:01.0,,Defensive rebound by L. Nance,18,16
68,1,3:51.0,,K. Porter makes 3-pt jump shot from 30 ft (assist by L. Nance),18,19
69,1,3:36.0,Turnover by J. Ingles (bad pass; steal by K. Porter),,18,19
70,1,3:32.0,,K. Porter misses 2-pt layup from 2 ft (block by D. Mitchell),18,19
71,1,3:32.0,,Offensive rebound by Team,18,19
72,1,3:26.0,,K. Porter misses 3-pt jump shot from 25 ft,18,19
73,1,3:23.0,Defensive rebound by B. Bogdanović,,18,19
74,1,3:15.0,B. Bogdanović makes 2-pt layup from 1 ft,,20,19
75,1,2:52.0,,C. Osman makes 2-pt jump shot from 18 ft (assist by M. Dellavedova),20,21
76,1,2:33.0,R. Gobert makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,22,21
77,1,2:20.0,,M. Dellavedova makes 2-pt jump shot from 11 ft,22,23
78,1,2:07.0,B. Bogdanović makes 2-pt layup from 1 ft,,24,23
79,1,1:56.0,,L. Nance misses 3-pt jump shot from 27 ft,24,23
80,1,1:52.0,Defensive rebound by D. Mitchell,,24,23
81,1,1:43.0,R. Gobert misses 2-pt layup from 1 ft,,24,23
82,1,1:41.0,Offensive rebound by B. Bogdanović,,24,23
83,1,1:39.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,27,23
84,1,1:24.0,,M. Dellavedova misses 2-pt jump shot from 8 ft,27,23
85,1,1:22.0,,Offensive rebound by M. Dellavedova,27,23
86,1,1:19.0,,C. Osman misses 3-pt jump shot from 27 ft,27,23
87,1,1:16.0,Defensive rebound by J. Ingles,,27,23
88,1,1:04.0,J. Clarkson makes 2-pt jump shot from 6 ft,,29,23
89,1,0:40.0,,L. Nance misses 2-pt jump shot from 11 ft,29,23
90,1,0:37.0,Defensive rebound by J. Ingles,,29,23
91,1,0:28.0,R. Gobert makes 2-pt layup at rim (assist by J. Ingles),,31,23
92,1,0:05.0,,A. Žižić makes 2-pt hook shot from 4 ft (assist by K. Porter),31,25
93,1,0:01.0,J. Clarkson misses 2-pt jump shot from 3 ft,,31,25
94,1,0:01.0,,Defensive rebound by K. Porter,31,25
95,2,11:48.0,,M. Dellavedova misses 2-pt jump shot from 13 ft,31,25
96,2,11:45.0,Defensive rebound by M. Conley,,31,25
97,2,11:30.0,J. Clarkson makes 2-pt jump shot from 3 ft,,33,25
98,2,11:15.0,,C. Osman makes 3-pt jump shot from 25 ft (assist by L. Nance),33,28
99,2,10:59.0,J. Clarkson makes 3-pt jump shot from 28 ft (assist by T. Bradley),,36,28
100,2,10:45.0,,C. Sexton makes 2-pt layup from 1 ft (assist by M. Dellavedova),36,30
101,2,10:24.0,Personal foul by L. Nance (drawn by M. Conley),,36,30
102,2,10:17.0,Shooting foul by K. Love (drawn by M. Conley),,36,30
103,2,10:17.0,M. Conley misses free throw 1 of 2,,36,30
104,2,10:17.0,Offensive rebound by Team,,36,30
105,2,10:17.0,M. Conley makes free throw 2 of 2,,37,30
106,2,10:03.0,,L. Nance makes 2-pt layup from 2 ft (assist by C. Sexton),37,32
107,2,9:57.0,M. Conley misses 3-pt jump shot from 25 ft,,37,32
108,2,9:54.0,,Defensive rebound by K. Love,37,32
109,2,9:43.0,,C. Sexton makes 3-pt jump shot from 25 ft,37,35
110,2,9:29.0,G. Niang misses 3-pt jump shot from 26 ft,,37,35
111,2,9:27.0,,Defensive rebound by M. Dellavedova,37,35
112,2,9:09.0,,M. Dellavedova makes 3-pt jump shot from 23 ft (assist by K. Love),37,38
113,2,8:44.0,G. Niang misses 3-pt jump shot from 23 ft,,37,38
114,2,8:41.0,,Defensive rebound by K. Love,37,38
115,2,8:29.0,,Offensive foul by C. Osman (drawn by J. Ingles),37,38
116,2,8:29.0,,Turnover by C. Osman (offensive foul),37,38
117,2,8:19.0,J. Clarkson misses 3-pt jump shot from 28 ft,,37,38
118,2,8:16.0,,Defensive rebound by K. Love,37,38
119,2,8:06.0,,K. Love misses 2-pt jump shot from 17 ft,37,38
120,2,8:04.0,Defensive rebound by T. Bradley,,37,38
121,2,7:54.0,G. Niang misses 3-pt jump shot from 25 ft,,37,38
122,2,7:52.0,Offensive rebound by G. Niang,,37,38
123,2,7:50.0,Turnover by G. Niang (bad pass; steal by C. Osman),,37,38
124,2,7:42.0,,Shooting foul by G. Niang (drawn by K. Love),37,38
125,2,7:42.0,,K. Love makes free throw 1 of 3,37,39
126,2,7:42.0,,K. Love misses free throw 2 of 3,37,39
127,2,7:42.0,,Offensive rebound by Team,37,39
128,2,7:42.0,B. Bogdanović enters the game for J. Ingles,,37,39
129,2,7:42.0,R. O'Neale enters the game for G. Niang,,37,39
130,2,7:42.0,,K. Porter enters the game for M. Dellavedova,37,39
131,2,7:42.0,,K. Love makes free throw 3 of 3,37,40
132,2,7:32.0,M. Conley misses 3-pt jump shot from 26 ft,,37,40
133,2,7:31.0,,Defensive rebound by L. Nance,37,40
134,2,7:28.0,,Shooting foul by T. Bradley (drawn by C. Sexton),37,40
135,2,7:28.0,Utah full timeout,,37,40
136,2,7:28.0,Instant Replay (Request: Ruling Stands),,37,40
137,2,7:28.0,,C. Sexton makes free throw 1 of 2,37,41
138,2,7:28.0,,C. Sexton misses free throw 2 of 2,37,41
139,2,7:26.0,Defensive rebound by R. O'Neale,,37,41
140,2,7:16.0,J. Clarkson misses 2-pt jump shot from 7 ft,,37,41
141,2,7:14.0,,Defensive rebound by L. Nance,37,41
142,2,7:01.0,,Turnover by C. Osman (back court),37,41
143,2,7:01.0,,M. Dellavedova enters the game for C. Osman,37,41
144,2,6:41.0,M. Conley makes 2-pt jump shot from 3 ft,,39,41
145,2,6:24.0,,K. Love makes 3-pt jump shot from 27 ft (assist by C. Sexton),39,44
146,2,6:12.0,T. Bradley makes 2-pt layup at rim (assist by M. Conley),,41,44
147,2,6:01.0,,K. Love makes 3-pt jump shot from 30 ft (assist by L. Nance),41,47
148,2,6:01.0,R. Gobert enters the game for T. Bradley,,41,47
149,2,6:01.0,D. Mitchell enters the game for M. Conley,,41,47
150,2,5:46.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,41,47
151,2,5:44.0,,Defensive rebound by L. Nance,41,47
152,2,5:32.0,,C. Sexton misses 2-pt layup from 2 ft,41,47
153,2,5:30.0,Defensive rebound by D. Mitchell,,41,47
154,2,5:20.0,B. Bogdanović makes 2-pt jump shot from 14 ft,,43,47
155,2,4:58.0,,Turnover by K. Porter (bad pass; steal by R. Gobert),43,47
156,2,4:56.0,Turnover by J. Clarkson (palming),,43,47
157,2,4:56.0,,C. Osman enters the game for K. Love,43,47
158,2,4:46.0,,L. Nance misses 2-pt jump shot from 17 ft,43,47
159,2,4:43.0,Defensive rebound by D. Mitchell,,43,47
160,2,4:37.0,J. Clarkson misses 2-pt hook shot from 6 ft,,43,47
161,2,4:34.0,,Defensive rebound by K. Porter,43,47
162,2,4:33.0,,Personal take foul by B. Bogdanović (drawn by C. Sexton),43,47
163,2,4:19.0,,L. Nance misses 2-pt dunk at rim,43,47
164,2,4:16.0,Defensive rebound by J. Clarkson,,43,47
165,2,4:08.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),,45,47
166,2,3:51.0,,L. Nance misses 3-pt jump shot from 25 ft,45,47
167,2,3:49.0,Defensive rebound by B. Bogdanović,,45,47
168,2,3:40.0,B. Bogdanović makes 2-pt layup at rim,,47,47
169,2,3:32.0,,Cleveland full timeout,47,47
170,2,3:32.0,M. Conley enters the game for J. Clarkson,,47,47
171,2,3:22.0,,K. Porter misses 2-pt jump shot from 22 ft (block by R. Gobert),47,47
172,2,3:19.0,Defensive rebound by R. O'Neale,,47,47
173,2,3:08.0,M. Conley misses 2-pt jump shot from 8 ft,,47,47
174,2,3:06.0,Offensive rebound by R. Gobert,,47,47
175,2,3:06.0,R. Gobert makes 2-pt layup from 1 ft,,49,47
176,2,2:43.0,,L. Nance makes 2-pt layup from 2 ft (assist by K. Porter),49,49
177,2,2:23.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by M. Conley),,52,49
178,2,2:13.0,,C. Sexton misses 3-pt jump shot from 26 ft,52,49
179,2,2:11.0,Defensive rebound by R. Gobert,,52,49
180,2,2:00.0,D. Mitchell makes 2-pt layup from 1 ft,,54,49
181,2,1:47.0,,L. Nance makes 2-pt jump shot from 9 ft (assist by M. Dellavedova),54,51
182,2,1:31.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,54,51
183,2,1:28.0,,Defensive rebound by C. Sexton,54,51
184,2,1:08.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,54,51
185,2,1:05.0,Defensive rebound by R. O'Neale,,54,51
186,2,0:55.0,Personal foul by K. Porter (drawn by M. Conley),,54,51
187,2,0:55.0,J. Ingles enters the game for R. O'Neale,,54,51
188,2,0:55.0,,K. Love enters the game for L. Nance,54,51
189,2,0:52.0,Personal foul by C. Osman (drawn by B. Bogdanović),,54,51
190,2,0:52.0,B. Bogdanović makes free throw 1 of 2,,55,51
191,2,0:52.0,B. Bogdanović makes free throw 2 of 2,,56,51
192,2,0:40.0,,K. Porter misses 3-pt jump shot from 26 ft,56,51
193,2,0:38.0,Defensive rebound by B. Bogdanović,,56,51
194,2,0:34.0,Turnover by R. Gobert (out of bounds lost ball),,56,51
195,2,0:19.0,,Personal foul by R. Gobert (drawn by C. Sexton),56,51
196,2,0:06.0,,K. Love misses 3-pt jump shot from 26 ft,56,51
197,2,0:04.0,Defensive rebound by R. Gobert,,56,51
198,2,0:00.0,M. Conley makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,59,51
199,2,0:00.0,Instant Replay (Request: Ruling Stands),,59,51
200,3,11:37.0,,C. Sexton misses 2-pt layup at rim,59,51
201,3,11:34.0,,Offensive rebound by L. Nance,59,51
202,3,11:33.0,,L. Nance misses 2-pt jump shot from 14 ft (block by R. Gobert),59,51
203,3,11:31.0,Defensive rebound by R. O'Neale,,59,51
204,3,11:26.0,Shooting foul by C. Sexton (drawn by R. Gobert),,59,51
205,3,11:26.0,R. Gobert makes free throw 1 of 2,,60,51
206,3,11:26.0,R. Gobert makes free throw 2 of 2,,61,51
207,3,11:14.0,,K. Porter misses 3-pt jump shot from 26 ft,61,51
208,3,11:11.0,Defensive rebound by R. Gobert,,61,51
209,3,10:50.0,D. Mitchell makes 2-pt jump shot from 14 ft (assist by B. Bogdanović),,63,51
210,3,10:32.0,,C. Osman misses 3-pt jump shot from 26 ft,63,51
211,3,10:29.0,Defensive rebound by R. Gobert,,63,51
212,3,10:16.0,D. Mitchell makes 2-pt jump shot from 14 ft (assist by B. Bogdanović),,65,51
213,3,10:15.0,,Cleveland full timeout,65,51
214,3,10:03.0,,Personal foul by M. Conley (drawn by C. Sexton),65,51
215,3,9:53.0,,L. Nance makes 3-pt jump shot from 25 ft (assist by K. Porter),65,54
216,3,9:37.0,R. O'Neale makes 3-pt jump shot from 23 ft (assist by M. Conley),,68,54
217,3,9:22.0,,C. Sexton makes 2-pt jump shot from 5 ft,68,56
218,3,9:13.0,M. Conley makes 2-pt layup at rim,,70,56
219,3,8:53.0,,L. Nance misses 2-pt layup from 1 ft (block by R. Gobert),70,56
220,3,8:52.0,Defensive rebound by D. Mitchell,,70,56
221,3,8:45.0,M. Conley misses 3-pt jump shot from 23 ft,,70,56
222,3,8:42.0,,Defensive rebound by K. Porter,70,56
223,3,8:39.0,,Shooting foul by R. O'Neale (drawn by C. Sexton),70,56
224,3,8:39.0,,C. Sexton makes free throw 1 of 2,70,57
225,3,8:39.0,,C. Sexton makes free throw 2 of 2,70,58
226,3,8:25.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,70,58
227,3,8:23.0,Offensive rebound by R. Gobert,,70,58
228,3,8:19.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by R. Gobert),,73,58
229,3,8:05.0,,K. Love makes 3-pt jump shot from 28 ft (assist by K. Porter),73,61
230,3,7:48.0,D. Mitchell misses 3-pt jump shot from 27 ft,,73,61
231,3,7:46.0,,Defensive rebound by K. Love,73,61
232,3,7:33.0,,K. Love makes 3-pt jump shot from 35 ft (assist by L. Nance),73,64
233,3,7:13.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,76,64
234,3,6:55.0,,Personal foul by B. Bogdanović (drawn by L. Nance),76,64
235,3,6:55.0,J. Ingles enters the game for M. Conley,,76,64
236,3,6:55.0,,M. Dellavedova enters the game for L. Nance,76,64
237,3,6:55.0,,A. Žižić enters the game for C. Osman,76,64
238,3,6:48.0,,K. Porter misses 3-pt jump shot from 23 ft,76,64
239,3,6:45.0,Defensive rebound by D. Mitchell,,76,64
240,3,6:40.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,76,64
241,3,6:36.0,,Defensive rebound by A. Žižić,76,64
242,3,6:29.0,,A. Žižić misses 2-pt jump shot from 7 ft,76,64
243,3,6:27.0,Defensive rebound by J. Ingles,,76,64
244,3,6:10.0,Turnover by D. Mitchell (step out of bounds),,76,64
245,3,6:01.0,,K. Porter makes 2-pt layup from 1 ft (assist by M. Dellavedova),76,66
246,3,6:01.0,,Shooting foul by B. Bogdanović (drawn by K. Porter),76,66
247,3,6:01.0,,K. Porter makes free throw 1 of 1,76,67
248,3,5:53.0,B. Bogdanović misses 2-pt layup from 3 ft,,76,67
249,3,5:51.0,,Defensive rebound by K. Love,76,67
250,3,5:38.0,,K. Love misses 3-pt jump shot from 25 ft,76,67
251,3,5:35.0,Defensive rebound by R. O'Neale,,76,67
252,3,5:29.0,Personal foul by A. Žižić (drawn by R. Gobert),,76,67
253,3,5:16.0,Turnover by B. Bogdanović (lost ball; steal by C. Sexton),,76,67
254,3,5:14.0,,Personal take foul by J. Ingles (drawn by C. Sexton),76,67
255,3,5:14.0,,C. Sexton misses free throw 1 of 2,76,67
256,3,5:14.0,,Offensive rebound by Team,76,67
257,3,5:14.0,J. Clarkson enters the game for R. O'Neale,,76,67
258,3,5:14.0,,C. Sexton makes free throw 2 of 2,76,68
259,3,5:04.0,Shooting foul by K. Porter (drawn by R. Gobert),,76,68
260,3,5:04.0,R. Gobert makes free throw 1 of 2,,77,68
261,3,5:04.0,R. Gobert makes free throw 2 of 2,,78,68
262,3,4:52.0,,Shooting foul by R. Gobert (drawn by K. Porter),78,68
263,3,4:52.0,,K. Porter makes free throw 1 of 2,78,69
264,3,4:52.0,R. O'Neale enters the game for B. Bogdanović,,78,69
265,3,4:52.0,,K. Porter makes free throw 2 of 2,78,70
266,3,4:35.0,D. Mitchell makes 3-pt jump shot from 24 ft (assist by J. Ingles),,81,70
267,3,4:15.0,,A. Žižić makes 2-pt jump shot from 11 ft (assist by M. Dellavedova),81,72
268,3,4:05.0,D. Mitchell makes 3-pt jump shot from 26 ft,,84,72
269,3,3:52.0,,C. Sexton misses 2-pt jump shot from 13 ft,84,72
270,3,3:48.0,Defensive rebound by J. Clarkson,,84,72
271,3,3:34.0,J. Ingles misses 3-pt jump shot from 23 ft,,84,72
272,3,3:33.0,,Defensive rebound by K. Love,84,72
273,3,3:23.0,,C. Sexton makes 2-pt jump shot from 10 ft,84,74
274,3,3:07.0,D. Mitchell makes 2-pt dunk at rim (assist by R. O'Neale),,86,74
275,3,2:48.0,,Personal foul by J. Clarkson (drawn by A. Žižić),86,74
276,3,2:48.0,Utah full timeout,,86,74
277,3,2:48.0,T. Bradley enters the game for R. Gobert,,86,74
278,3,2:48.0,M. Conley enters the game for D. Mitchell,,86,74
279,3,2:48.0,,L. Nance enters the game for K. Love,86,74
280,3,2:48.0,,C. Osman enters the game for K. Porter,86,74
281,3,2:48.0,,A. Žižić misses free throw 1 of 2,86,74
282,3,2:48.0,,Offensive rebound by Team,86,74
283,3,2:48.0,,A. Žižić misses free throw 2 of 2,86,74
284,3,2:45.0,Defensive rebound by R. O'Neale,,86,74
285,3,2:31.0,M. Conley makes 2-pt jump shot from 7 ft (assist by J. Ingles),,88,74
286,3,2:13.0,,C. Osman makes 2-pt layup from 1 ft (assist by M. Dellavedova),88,76
287,3,1:58.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by R. O'Neale),,91,76
288,3,1:44.0,,C. Osman misses 3-pt jump shot from 29 ft,91,76
289,3,1:41.0,Defensive rebound by T. Bradley,,91,76
290,3,1:34.0,Personal foul by C. Osman (drawn by J. Ingles),,91,76
291,3,1:34.0,G. Niang enters the game for R. O'Neale,,91,76
292,3,1:29.0,M. Conley misses 3-pt jump shot from 25 ft,,91,76
293,3,1:26.0,,Defensive rebound by L. Nance,91,76
294,3,1:09.0,,A. Žižić misses 2-pt hook shot from 4 ft,91,76
295,3,1:07.0,Defensive rebound by T. Bradley,,91,76
296,3,0:55.0,G. Niang misses 3-pt jump shot from 23 ft,,91,76
297,3,0:52.0,Offensive rebound by T. Bradley,,91,76
298,3,0:41.0,Turnover by J. Ingles (bad pass; steal by L. Nance),,91,76
299,3,0:35.0,,C. Sexton makes 3-pt jump shot from 28 ft (assist by L. Nance),91,79
300,3,0:28.0,M. Conley misses 2-pt layup from 1 ft,,91,79
301,3,0:28.0,,Defensive rebound by Team,91,79
302,3,0:28.0,R. O'Neale enters the game for G. Niang,,91,79
303,3,0:28.0,,K. Love enters the game for A. Žižić,91,79
304,3,0:08.0,,L. Nance makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),91,82
305,3,0:01.0,M. Conley makes 3-pt jump shot from 27 ft,,94,82
306,4,11:48.0,J. Clarkson misses 2-pt jump shot from 6 ft,,94,82
307,4,11:47.0,Offensive rebound by T. Bradley,,94,82
308,4,11:47.0,T. Bradley makes 2-pt layup at rim,,96,82
309,4,11:17.0,,Turnover by Team (shot clock),96,82
310,4,10:58.0,J. Clarkson makes 3-pt jump shot from 25 ft,,99,82
311,4,10:33.0,,L. Nance misses 3-pt jump shot from 27 ft,99,82
312,4,10:30.0,,Offensive rebound by A. Žižić,99,82
313,4,10:29.0,,A. Žižić makes 2-pt layup from 1 ft,99,84
314,4,10:07.0,G. Niang makes 3-pt jump shot from 23 ft (assist by J. Ingles),,102,84
315,4,9:49.0,,A. Žižić misses 2-pt hook shot from 6 ft,102,84
316,4,9:47.0,,Offensive rebound by C. Osman,102,84
317,4,9:47.0,,C. Osman makes 2-pt layup from 1 ft,102,86
318,4,9:30.0,Personal foul by M. Dellavedova (drawn by M. Conley),,102,86
319,4,9:18.0,M. Conley makes 2-pt layup from 2 ft (assist by J. Ingles),,104,86
320,4,8:58.0,,C. Osman makes 3-pt jump shot from 23 ft (assist by L. Nance),104,89
321,4,8:41.0,G. Niang makes 2-pt layup from 1 ft (assist by T. Bradley),,106,89
322,4,8:27.0,,L. Nance makes 2-pt dunk from 1 ft (assist by M. Dellavedova),106,91
323,4,8:10.0,T. Bradley makes 2-pt dunk from 2 ft (assist by M. Conley),,108,91
324,4,7:55.0,,Shooting foul by T. Bradley (drawn by K. Porter),108,91
325,4,7:55.0,,K. Porter makes free throw 1 of 2,108,92
326,4,7:55.0,B. Bogdanović enters the game for T. Bradley,,108,92
327,4,7:55.0,R. Gobert enters the game for M. Conley,,108,92
328,4,7:55.0,D. Mitchell enters the game for J. Ingles,,108,92
329,4,7:55.0,R. O'Neale enters the game for G. Niang,,108,92
330,4,7:55.0,,K. Love enters the game for M. Dellavedova,108,92
331,4,7:55.0,,C. Sexton enters the game for A. Žižić,108,92
332,4,7:55.0,,K. Porter misses free throw 2 of 2,108,92
333,4,7:53.0,Defensive rebound by R. Gobert,,108,92
334,4,7:44.0,Personal foul by C. Sexton (drawn by J. Clarkson),,108,92
335,4,7:32.0,Turnover by J. Clarkson (lost ball; steal by C. Sexton),,108,92
336,4,7:27.0,,C. Sexton makes 3-pt jump shot from 27 ft (assist by L. Nance),108,95
337,4,7:06.0,Turnover by B. Bogdanović (bad pass),,108,95
338,4,6:52.0,,K. Love misses 3-pt jump shot from 26 ft,108,95
339,4,6:49.0,Defensive rebound by D. Mitchell,,108,95
340,4,6:42.0,D. Mitchell misses 3-pt jump shot from 26 ft,,108,95
341,4,6:38.0,,Defensive rebound by C. Sexton,108,95
342,4,6:32.0,,C. Sexton misses 3-pt jump shot from 25 ft,108,95
343,4,6:29.0,,Offensive rebound by L. Nance,108,95
344,4,6:26.0,,K. Porter misses 3-pt jump shot from 24 ft,108,95
345,4,6:23.0,,Offensive rebound by C. Osman,108,95
346,4,6:22.0,,C. Osman makes 2-pt layup from 1 ft,108,97
347,4,6:22.0,Utah full timeout,,108,97
348,4,6:07.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. O'Neale),,110,97
349,4,5:50.0,,K. Love misses 3-pt jump shot from 25 ft,110,97
350,4,5:49.0,,Offensive rebound by C. Sexton,110,97
351,4,5:49.0,,Personal foul by J. Clarkson (drawn by C. Sexton),110,97
352,4,5:36.0,,K. Love makes 2-pt jump shot from 12 ft,110,99
353,4,5:17.0,D. Mitchell misses 2-pt jump shot from 7 ft (block by K. Porter),,110,99
354,4,5:17.0,Offensive rebound by Team,,110,99
355,4,5:17.0,M. Conley enters the game for J. Clarkson,,110,99
356,4,5:17.0,J. Ingles enters the game for R. O'Neale,,110,99
357,4,5:07.0,D. Mitchell misses 2-pt jump shot from 16 ft,,110,99
358,4,5:04.0,,Defensive rebound by C. Osman,110,99
359,4,5:01.0,,C. Osman misses 2-pt layup from 1 ft (block by R. Gobert),110,99
360,4,4:59.0,Defensive rebound by B. Bogdanović,,110,99
361,4,4:52.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by J. Ingles),,113,99
362,4,4:26.0,,K. Love misses 2-pt jump shot from 1 ft (block by R. Gobert),113,99
363,4,4:24.0,Defensive rebound by D. Mitchell,,113,99
364,4,4:10.0,Personal foul by K. Love (drawn by D. Mitchell),,113,99
365,4,3:59.0,Turnover by D. Mitchell (lost ball; steal by L. Nance),,113,99
366,4,3:55.0,,C. Sexton makes 2-pt dunk from 1 ft (assist by L. Nance),113,101
367,4,3:40.0,Personal foul by L. Nance (drawn by R. Gobert),,113,101
368,4,3:33.0,B. Bogdanović makes 3-pt jump shot from 22 ft,,116,101
369,4,3:13.0,,L. Nance misses 2-pt hook shot from 6 ft,116,101
370,4,3:11.0,,Offensive rebound by L. Nance,116,101
371,4,3:00.0,,K. Porter misses 3-pt jump shot from 25 ft,116,101
372,4,2:57.0,Defensive rebound by R. Gobert,,116,101
373,4,2:54.0,Personal foul by L. Nance (drawn by J. Ingles),,116,101
374,4,2:54.0,,Cleveland full timeout,116,101
375,4,2:54.0,J. Ingles makes free throw 1 of 2,,117,101
376,4,2:54.0,J. Ingles makes free throw 2 of 2,,118,101
377,4,2:36.0,,Turnover by C. Sexton (lost ball; steal by R. Gobert),118,101
