,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHILADELPHIA_ACTION,GOLDEN STATE_SCORE,PHILADELPHIA_SCORE
38,1,6:23.0,D. Lee misses 2-pt jump shot from 9 ft,,12,14
39,1,6:19.0,,Defensive rebound by A. Horford,12,14
40,1,6:09.0,,F. Korkmaz makes 2-pt dunk from 1 ft (assist by A. Horford),12,16
41,1,5:58.0,M. Chriss makes 2-pt dunk from 1 ft (assist by D. Green),,14,16
42,1,5:58.0,,Philadelphia full timeout,14,16
43,1,5:44.0,,A. Horford misses 3-pt jump shot from 25 ft,14,16
44,1,5:41.0,Defensive rebound by D. Green,,14,16
45,1,5:23.0,D. Russell makes 3-pt jump shot from 24 ft (assist by G. Robinson),,17,16
46,1,5:07.0,,Turnover by T. Harris (traveling),17,16
47,1,4:57.0,D. Russell misses 3-pt jump shot from 25 ft,,17,16
48,1,4:51.0,Offensive rebound by D. Lee,,17,16
49,1,4:51.0,D. Lee makes 2-pt layup from 1 ft,,19,16
50,1,4:35.0,,F. Korkmaz misses 3-pt jump shot from 24 ft,19,16
51,1,4:33.0,Defensive rebound by D. Green,,19,16
52,1,4:28.0,M. Chriss makes 2-pt dunk at rim (assist by G. Robinson),,21,16
53,1,4:12.0,,T. Harris makes 3-pt jump shot from 25 ft,21,19
54,1,3:57.0,Shooting foul by T. Harris (drawn by M. Chriss),,21,19
55,1,3:57.0,A. Burks enters the game for D. Lee,,21,19
56,1,3:57.0,J. Evans enters the game for D. Russell,,21,19
57,1,3:57.0,M. Chriss makes free throw 1 of 2,,22,19
58,1,3:57.0,,M. Scott enters the game for T. Harris,22,19
59,1,3:57.0,M. Chriss makes free throw 2 of 2,,23,19
60,1,3:34.0,,M. Thybulle misses 3-pt jump shot from 26 ft,23,19
61,1,3:31.0,Defensive rebound by M. Chriss,,23,19
62,1,3:26.0,G. Robinson makes 2-pt dunk from 1 ft,,25,19
63,1,3:26.0,,Philadelphia full timeout,25,19
64,1,3:26.0,E. Paschall enters the game for M. Chriss,,25,19
65,1,3:26.0,,J. Embiid enters the game for A. Horford,25,19
66,1,3:26.0,,R. Neto enters the game for B. Simmons,25,19
67,1,3:26.0,,Z. Smith enters the game for M. Thybulle,25,19
68,1,3:11.0,,Turnover by J. Embiid (bad pass),25,19
69,1,2:56.0,Offensive foul by E. Paschall (drawn by F. Korkmaz),,25,19
70,1,2:56.0,Turnover by E. Paschall (offensive foul),,25,19
71,1,2:40.0,,M. Scott misses 2-pt jump shot from 3 ft,25,19
72,1,2:38.0,Defensive rebound by D. Green,,25,19
73,1,2:34.0,E. Paschall makes 2-pt jump shot from 13 ft,,27,19
74,1,2:13.0,,Z. Smith misses 2-pt jump shot from 11 ft,27,19
75,1,2:11.0,Defensive rebound by D. Green,,27,19
76,1,2:09.0,E. Paschall misses 2-pt layup from 3 ft (block by F. Korkmaz),,27,19
77,1,2:08.0,,Defensive rebound by Team,27,19
78,1,2:08.0,J. Poole enters the game for D. Green,,27,19
79,1,2:08.0,O. Spellman enters the game for G. Robinson,,27,19
80,1,2:01.0,,Personal foul by J. Evans (drawn by R. Neto),27,19
81,1,1:48.0,,J. Embiid makes 2-pt jump shot from 6 ft,27,21
82,1,1:48.0,,Shooting foul by O. Spellman (drawn by J. Embiid),27,21
83,1,1:48.0,,J. Embiid makes free throw 1 of 1,27,22
84,1,1:33.0,E. Paschall misses 2-pt jump shot from 20 ft,,27,22
85,1,1:28.0,,Defensive rebound by M. Scott,27,22
86,1,1:19.0,,R. Neto makes 2-pt layup from 2 ft (assist by M. Scott),27,24
87,1,0:58.0,A. Burks misses 2-pt jump shot from 7 ft,,27,24
88,1,0:56.0,,Defensive rebound by J. Embiid,27,24
89,1,0:49.0,,Turnover by J. Embiid (bad pass; steal by J. Evans),27,24
90,1,0:38.0,A. Burks misses 2-pt jump shot from 6 ft,,27,24
91,1,0:36.0,,Defensive rebound by J. Embiid,27,24
92,1,0:31.0,,Shooting foul by J. Evans (drawn by R. Neto),27,24
93,1,0:31.0,,R. Neto makes free throw 1 of 2,27,25
94,1,0:31.0,,R. Neto makes free throw 2 of 2,27,26
95,1,0:10.0,E. Paschall misses 3-pt jump shot from 23 ft,,27,26
96,1,0:08.0,Offensive rebound by E. Paschall,,27,26
97,1,0:06.0,Turnover by E. Paschall (lost ball; steal by Z. Smith),,27,26
98,1,0:01.0,,J. Embiid misses 3-pt jump shot from 27 ft,27,26
99,1,0:01.0,Defensive rebound by A. Burks,,27,26
100,2,11:44.0,,Violation by Team (kicked ball),27,26
101,2,11:35.0,O. Spellman misses 2-pt layup from 2 ft (block by J. Embiid),,27,26
102,2,11:33.0,,Defensive rebound by Team,27,26
103,2,11:22.0,,Personal foul by E. Paschall (drawn by J. Embiid),27,26
104,2,11:08.0,,Z. Smith makes 2-pt dunk from 2 ft (assist by T. Harris),27,28
105,2,11:08.0,Golden State full timeout,,27,28
106,2,10:58.0,Offensive foul by E. Paschall (drawn by R. Neto),,27,28
107,2,10:58.0,Turnover by E. Paschall (offensive foul),,27,28
108,2,10:58.0,M. Chriss enters the game for E. Paschall,,27,28
109,2,10:47.0,,Z. Smith misses 3-pt jump shot from 26 ft,27,28
110,2,10:45.0,,Offensive rebound by Team,27,28
111,2,10:45.0,,Offensive foul by J. Embiid (drawn by O. Spellman),27,28
112,2,10:45.0,,Turnover by J. Embiid (offensive foul),27,28
113,2,10:31.0,D. Russell misses 2-pt jump shot from 16 ft,,27,28
114,2,10:28.0,,Defensive rebound by R. Neto,27,28
115,2,10:25.0,,Shooting foul by M. Chriss (drawn by T. Harris),27,28
116,2,10:25.0,,T. Harris makes free throw 1 of 2,27,29
117,2,10:25.0,,T. Harris misses free throw 2 of 2,27,29
118,2,10:22.0,Defensive rebound by A. Burks,,27,29
119,2,10:06.0,O. Spellman makes 3-pt jump shot from 26 ft (assist by D. Russell),,30,29
120,2,9:48.0,,M. Thybulle makes 2-pt layup from 3 ft (assist by T. Harris),30,31
121,2,9:39.0,A. Burks makes 3-pt jump shot from 27 ft,,33,31
122,2,9:24.0,,R. Neto misses 3-pt jump shot from 24 ft,33,31
123,2,9:20.0,,Offensive rebound by J. Embiid,33,31
124,2,9:18.0,,R. Neto makes 3-pt jump shot from 27 ft (assist by M. Thybulle),33,34
125,2,8:56.0,Shooting foul by R. Neto (drawn by M. Chriss),,33,34
126,2,8:56.0,M. Chriss misses free throw 1 of 2,,33,34
127,2,8:56.0,Offensive rebound by Team,,33,34
128,2,8:56.0,D. Lee enters the game for J. Poole,,33,34
129,2,8:56.0,,J. Ennis enters the game for J. Embiid,33,34
130,2,8:56.0,,A. Horford enters the game for Z. Smith,33,34
131,2,8:56.0,M. Chriss makes free throw 2 of 2,,34,34
132,2,8:42.0,,R. Neto makes 3-pt jump shot from 26 ft (assist by A. Horford),34,37
133,2,8:31.0,Turnover by A. Burks (bad pass),,34,37
134,2,8:25.0,,T. Harris makes 2-pt jump shot from 17 ft,34,39
135,2,8:07.0,D. Russell misses 2-pt jump shot from 10 ft,,34,39
136,2,8:04.0,,Defensive rebound by M. Thybulle,34,39
137,2,7:58.0,,M. Thybulle misses 3-pt jump shot from 27 ft,34,39
138,2,7:54.0,Defensive rebound by O. Spellman,,34,39
139,2,7:49.0,D. Russell makes 2-pt jump shot from 7 ft,,36,39
140,2,7:31.0,,R. Neto makes 2-pt layup from 1 ft (assist by A. Horford),36,41
141,2,7:25.0,A. Burks makes 2-pt jump shot from 10 ft (assist by D. Russell),,38,41
142,2,7:25.0,Shooting foul by M. Thybulle (drawn by A. Burks),,38,41
143,2,7:25.0,,F. Korkmaz enters the game for M. Thybulle,38,41
144,2,7:25.0,A. Burks makes free throw 1 of 1,,39,41
145,2,7:06.0,,T. Harris misses 2-pt hook shot from 5 ft,39,41
146,2,7:04.0,Defensive rebound by A. Burks,,39,41
147,2,6:59.0,D. Russell misses 3-pt jump shot from 26 ft,,39,41
148,2,6:56.0,,Defensive rebound by J. Ennis,39,41
149,2,6:50.0,,R. Neto makes 3-pt jump shot from 25 ft,39,44
150,2,6:43.0,Golden State full timeout,,39,44
151,2,6:43.0,D. Green enters the game for A. Burks,,39,44
152,2,6:43.0,J. Poole enters the game for D. Russell,,39,44
153,2,6:43.0,G. Robinson enters the game for O. Spellman,,39,44
154,2,6:28.0,J. Poole misses 2-pt jump shot from 14 ft (block by F. Korkmaz),,39,44
155,2,6:24.0,,Defensive rebound by A. Horford,39,44
156,2,6:10.0,,A. Horford misses 2-pt jump shot from 12 ft,39,44
157,2,6:07.0,Defensive rebound by D. Green,,39,44
158,2,6:02.0,D. Lee misses 3-pt jump shot from 24 ft,,39,44
159,2,6:00.0,,Defensive rebound by J. Ennis,39,44
160,2,6:00.0,O. Spellman enters the game for M. Chriss,,39,44
161,2,5:40.0,,A. Horford misses 3-pt jump shot from 26 ft,39,44
162,2,5:35.0,Defensive rebound by D. Green,,39,44
163,2,5:18.0,O. Spellman makes 2-pt layup from 2 ft (assist by D. Green),,41,44
164,2,5:03.0,,R. Neto makes 2-pt layup from 1 ft,41,46
165,2,4:57.0,D. Lee misses 2-pt layup from 2 ft,,41,46
166,2,4:55.0,,Defensive rebound by T. Harris,41,46
167,2,4:47.0,,J. Ennis makes 2-pt dunk from 1 ft (assist by R. Neto),41,48
168,2,4:35.0,J. Poole makes 3-pt jump shot from 29 ft (assist by D. Green),,44,48
169,2,4:10.0,,J. Ennis misses 2-pt jump shot from 3 ft,44,48
170,2,4:08.0,Defensive rebound by O. Spellman,,44,48
171,2,4:03.0,Turnover by G. Robinson (lost ball; steal by R. Neto),,44,48
172,2,3:57.0,,Personal foul by J. Poole (drawn by F. Korkmaz),44,48
173,2,3:57.0,A. Burks enters the game for J. Poole,,44,48
174,2,3:57.0,D. Russell enters the game for O. Spellman,,44,48
175,2,3:57.0,,M. Scott enters the game for J. Ennis,44,48
176,2,3:57.0,,M. Thybulle enters the game for T. Harris,44,48
177,2,3:50.0,,R. Neto makes 2-pt jump shot from 17 ft,44,50
178,2,3:29.0,D. Green makes 2-pt layup from 2 ft (assist by D. Russell),,46,50
179,2,3:14.0,,F. Korkmaz makes 3-pt jump shot from 23 ft (assist by A. Horford),46,53
180,2,2:57.0,D. Lee misses 2-pt layup from 4 ft,,46,53
181,2,2:55.0,,Defensive rebound by M. Scott,46,53
182,2,2:49.0,,A. Horford makes 2-pt dunk at rim (assist by M. Thybulle),46,55
183,2,2:32.0,G. Robinson misses 2-pt jump shot from 11 ft,,46,55
184,2,2:30.0,,Defensive rebound by A. Horford,46,55
185,2,2:26.0,,Offensive foul by A. Horford (drawn by D. Lee),46,55
186,2,2:26.0,,Turnover by A. Horford (offensive foul),46,55
187,2,2:26.0,M. Chriss enters the game for D. Lee,,46,55
188,2,2:26.0,,J. Embiid enters the game for A. Horford,46,55
189,2,2:26.0,,S. Milton enters the game for F. Korkmaz,46,55
190,2,2:19.0,Shooting foul by M. Thybulle (drawn by D. Russell),,46,55
191,2,2:19.0,D. Russell makes free throw 1 of 2,,47,55
192,2,2:19.0,D. Russell misses free throw 2 of 2,,47,55
193,2,2:17.0,,Defensive rebound by S. Milton,47,55
194,2,1:59.0,,Shooting foul by M. Chriss (drawn by J. Embiid),47,55
195,2,1:59.0,,J. Embiid misses free throw 1 of 2,47,55
196,2,1:59.0,,Offensive rebound by Team,47,55
197,2,1:59.0,,J. Embiid makes free throw 2 of 2,47,56
198,2,1:49.0,D. Russell makes 3-pt jump shot from 25 ft (assist by D. Green),,50,56
199,2,1:25.0,,M. Scott misses 3-pt jump shot from 23 ft,50,56
200,2,1:22.0,Defensive rebound by A. Burks,,50,56
201,2,1:14.0,A. Burks misses 2-pt layup from 4 ft,,50,56
202,2,1:13.0,Offensive rebound by M. Chriss,,50,56
203,2,1:09.0,M. Chriss misses 2-pt layup from 1 ft,,50,56
204,2,1:01.0,,Defensive rebound by J. Embiid,50,56
205,2,0:58.0,,M. Thybulle misses 3-pt jump shot from 24 ft,50,56
206,2,0:58.0,Defensive rebound by Team,,50,56
207,2,0:58.0,,Loose ball foul by R. Neto (drawn by A. Burks),50,56
208,2,0:46.0,M. Chriss makes 2-pt dunk from 1 ft (assist by D. Green),,52,56
209,2,0:36.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by R. Neto),52,59
210,2,0:30.0,D. Russell misses 3-pt jump shot from 26 ft,,52,59
211,2,0:30.0,,Defensive rebound by Team,52,59
212,2,0:15.0,,Turnover by J. Embiid (bad pass; steal by D. Russell),52,59
213,2,0:00.0,D. Russell makes 2-pt jump shot from 5 ft (assist by D. Green),,54,59
214,3,11:48.0,D. Green misses 3-pt jump shot from 24 ft,,54,59
215,3,11:45.0,,Defensive rebound by T. Harris,54,59
216,3,11:26.0,,Shooting foul by D. Green (drawn by J. Embiid),54,59
217,3,11:26.0,,J. Embiid misses free throw 1 of 2,54,59
218,3,11:26.0,,Offensive rebound by Team,54,59
219,3,11:26.0,,J. Embiid makes free throw 2 of 2,54,60
220,3,11:19.0,Turnover by D. Russell (bad pass),,54,60
221,3,11:05.0,,J. Embiid misses 2-pt layup from 11 ft (block by D. Green),54,60
222,3,11:02.0,,Offensive rebound by J. Embiid,54,60
223,3,11:00.0,,S. Milton misses 3-pt jump shot from 26 ft,54,60
224,3,10:57.0,Defensive rebound by M. Chriss,,54,60
225,3,10:46.0,M. Chriss makes 2-pt dunk from 1 ft (assist by D. Russell),,56,60
226,3,10:33.0,,S. Milton makes 2-pt layup from 1 ft (assist by A. Horford),56,62
227,3,10:21.0,M. Chriss misses 3-pt jump shot from 27 ft,,56,62
228,3,10:18.0,,Defensive rebound by B. Simmons,56,62
229,3,10:15.0,,Turnover by B. Simmons (bad pass),56,62
230,3,10:15.0,O. Spellman enters the game for M. Chriss,,56,62
231,3,10:01.0,D. Russell misses 2-pt jump shot from 17 ft,,56,62
232,3,9:59.0,,Defensive rebound by B. Simmons,56,62
233,3,9:55.0,,T. Harris misses 3-pt jump shot from 26 ft,56,62
234,3,9:52.0,Defensive rebound by G. Robinson,,56,62
235,3,9:42.0,Shooting foul by S. Milton (drawn by D. Green),,56,62
236,3,9:42.0,D. Green makes free throw 1 of 2,,57,62
237,3,9:42.0,D. Green makes free throw 2 of 2,,58,62
238,3,9:32.0,,B. Simmons misses 2-pt layup from 2 ft,58,62
239,3,9:29.0,Defensive rebound by O. Spellman,,58,62
240,3,9:20.0,Turnover by O. Spellman (bad pass),,58,62
241,3,9:14.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by S. Milton),58,64
242,3,8:51.0,D. Green makes 2-pt jump shot from 15 ft (assist by D. Russell),,60,64
243,3,8:42.0,,B. Simmons misses 2-pt hook shot from 3 ft,60,64
244,3,8:40.0,Defensive rebound by O. Spellman,,60,64
245,3,8:33.0,G. Robinson makes 3-pt jump shot from 25 ft (assist by D. Russell),,63,64
246,3,8:31.0,,Philadelphia full timeout,63,64
247,3,8:08.0,,J. Embiid misses 2-pt jump shot from 12 ft,63,64
248,3,8:05.0,Defensive rebound by G. Robinson,,63,64
249,3,7:43.0,D. Green misses 3-pt jump shot from 26 ft,,63,64
250,3,7:41.0,,Defensive rebound by Team,63,64
251,3,7:31.0,,Shooting foul by D. Green (drawn by J. Embiid),63,64
252,3,7:31.0,Golden State full timeout,,63,64
253,3,7:31.0,Instant Replay (Challenge: Stands),,63,64
254,3,7:31.0,,J. Embiid makes free throw 1 of 2,63,65
255,3,7:31.0,,J. Embiid makes free throw 2 of 2,63,66
256,3,7:21.0,O. Spellman misses 3-pt jump shot from 25 ft,,63,66
257,3,7:17.0,,Defensive rebound by A. Horford,63,66
258,3,7:12.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by B. Simmons),63,68
259,3,6:55.0,D. Russell makes 3-pt jump shot from 26 ft (assist by D. Green),,66,68
260,3,6:47.0,,A. Horford makes 3-pt jump shot from 28 ft (assist by B. Simmons),66,71
261,3,6:29.0,D. Russell misses 2-pt jump shot from 21 ft,,66,71
262,3,6:27.0,,Defensive rebound by J. Embiid,66,71
263,3,6:20.0,,S. Milton makes 2-pt layup at rim (assist by A. Horford),66,73
264,3,6:09.0,O. Spellman misses 3-pt jump shot from 26 ft,,66,73
265,3,6:08.0,,Defensive rebound by Team,66,73
266,3,6:08.0,Loose ball foul by D. Lee (drawn by S. Milton),,66,73
267,3,6:08.0,M. Chriss enters the game for O. Spellman,,66,73
268,3,6:08.0,,F. Korkmaz enters the game for J. Embiid,66,73
269,3,6:08.0,,M. Thybulle enters the game for S. Milton,66,73
270,3,5:59.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,66,73
271,3,5:56.0,Defensive rebound by M. Chriss,,66,73
272,3,5:49.0,M. Chriss misses 2-pt layup from 1 ft,,66,73
273,3,5:45.0,Offensive rebound by D. Russell,,66,73
274,3,5:45.0,D. Russell makes 2-pt layup at rim,,68,73
275,3,5:45.0,Violation by Team (delay of game),,68,73
276,3,5:35.0,,B. Simmons misses 2-pt jump shot from 5 ft,68,73
277,3,5:35.0,Defensive rebound by Team,,68,73
278,3,5:35.0,,Loose ball foul by B. Simmons (drawn by D. Green),68,73
279,3,5:21.0,G. Robinson misses 3-pt jump shot from 25 ft,,68,73
280,3,5:15.0,,Defensive rebound by A. Horford,68,73
281,3,5:07.0,,Turnover by F. Korkmaz (out of bounds lost ball),68,73
282,3,5:07.0,Technical foul by B. Brown,,68,73
283,3,5:07.0,G. Robinson makes technical free throw,,69,73
284,3,4:57.0,D. Russell makes 3-pt jump shot from 26 ft (assist by D. Green),,72,73
285,3,4:38.0,,Turnover by B. Simmons (bad pass; steal by G. Robinson),72,73
286,3,4:36.0,G. Robinson makes 3-pt jump shot from 27 ft,,75,73
287,3,4:21.0,,Personal foul by D. Lee (drawn by B. Simmons),75,73
288,3,4:21.0,A. Burks enters the game for D. Lee,,75,73
289,3,4:12.0,,B. Simmons misses 2-pt layup from 2 ft,75,73
290,3,4:10.0,Defensive rebound by D. Russell,,75,73
291,3,4:08.0,D. Russell misses 3-pt jump shot from 26 ft,,75,73
292,3,4:05.0,,Defensive rebound by M. Thybulle,75,73
293,3,3:50.0,,M. Thybulle makes 3-pt jump shot from 24 ft (assist by A. Horford),75,76
294,3,3:36.0,Turnover by D. Green (bad pass),,75,76
295,3,3:14.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by M. Thybulle),75,78
296,3,2:58.0,D. Green misses 3-pt jump shot from 25 ft,,75,78
297,3,2:55.0,,Defensive rebound by A. Horford,75,78
298,3,2:36.0,,A. Horford misses 2-pt jump shot from 20 ft,75,78
299,3,2:34.0,Defensive rebound by D. Russell,,75,78
300,3,2:23.0,G. Robinson misses 2-pt jump shot from 23 ft,,75,78
301,3,2:18.0,,Defensive rebound by T. Harris,75,78
302,3,2:12.0,,B. Simmons makes 2-pt layup from 1 ft (assist by T. Harris),75,80
303,3,1:55.0,Turnover by A. Burks (bad pass; steal by B. Simmons),,75,80
304,3,1:55.0,,Personal take foul by D. Russell (drawn by B. Simmons),75,80
305,3,1:55.0,,Instant Replay (Request: Ruling Stands),75,80
306,3,1:55.0,,B. Simmons makes free throw 1 of 2,75,81
307,3,1:55.0,J. Evans enters the game for D. Green,,75,81
308,3,1:55.0,E. Paschall enters the game for G. Robinson,,75,81
309,3,1:55.0,J. Poole enters the game for D. Russell,,75,81
310,3,1:55.0,,J. Embiid enters the game for T. Harris,75,81
311,3,1:55.0,,S. Milton enters the game for A. Horford,75,81
312,3,1:55.0,,M. Scott enters the game for F. Korkmaz,75,81
313,3,1:55.0,,Z. Smith enters the game for M. Thybulle,75,81
314,3,1:55.0,,B. Simmons misses free throw 2 of 2,75,81
315,3,1:55.0,Defensive rebound by M. Chriss,,75,81
316,3,1:41.0,Shooting foul by Z. Smith (drawn by A. Burks),,75,81
317,3,1:41.0,A. Burks makes free throw 1 of 2,,76,81
318,3,1:41.0,A. Burks makes free throw 2 of 2,,77,81
319,3,1:32.0,,Shooting foul by J. Poole (drawn by Z. Smith),77,81
320,3,1:32.0,,Z. Smith makes free throw 1 of 2,77,82
321,3,1:32.0,,Z. Smith misses free throw 2 of 2,77,82
322,3,1:30.0,Defensive rebound by E. Paschall,,77,82
323,3,1:18.0,J. Poole misses 3-pt jump shot from 26 ft,,77,82
324,3,1:14.0,,Defensive rebound by J. Embiid,77,82
325,3,1:09.0,,Z. Smith misses 2-pt dunk from 1 ft,77,82
326,3,1:07.0,Defensive rebound by J. Poole,,77,82
327,3,1:02.0,Turnover by A. Burks (lost ball; steal by S. Milton),,77,82
328,3,0:58.0,,B. Simmons makes 2-pt jump shot from 5 ft,77,84
329,3,0:45.0,J. Evans makes 2-pt jump shot from 20 ft (assist by M. Chriss),,79,84
330,3,0:37.0,,B. Simmons misses 2-pt jump shot from 8 ft,79,84
331,3,0:35.0,,Offensive rebound by Team,79,84
332,3,0:34.0,,Offensive foul by S. Milton (drawn by J. Evans),79,84
333,3,0:34.0,,Turnover by S. Milton (offensive foul),79,84
334,3,0:27.0,A. Burks makes 3-pt jump shot from 27 ft (assist by J. Evans),,82,84
335,3,0:07.0,,J. Embiid makes 2-pt jump shot from 5 ft (assist by S. Milton),82,86
336,3,0:00.0,J. Evans misses 2-pt jump shot from 18 ft,,82,86
337,3,0:00.0,Offensive rebound by Team,,82,86
338,4,11:42.0,,J. Embiid makes 2-pt hook shot from 9 ft,82,88
339,4,11:30.0,J. Poole misses 3-pt jump shot from 29 ft,,82,88
340,4,11:28.0,,Defensive rebound by Team,82,88
341,4,11:19.0,,Personal foul by O. Spellman (drawn by J. Embiid),82,88
342,4,11:10.0,,F. Korkmaz misses 3-pt jump shot from 28 ft,82,88
343,4,11:07.0,Defensive rebound by A. Burks,,82,88
344,4,11:01.0,A. Burks misses 2-pt layup from 5 ft,,82,88
345,4,10:59.0,,Defensive rebound by F. Korkmaz,82,88
346,4,10:53.0,,T. Harris makes 2-pt dunk from 1 ft (assist by F. Korkmaz),82,90
347,4,10:53.0,Golden State full timeout,,82,90
348,4,10:40.0,O. Spellman misses 3-pt jump shot from 27 ft,,82,90
349,4,10:36.0,,Defensive rebound by F. Korkmaz,82,90
350,4,10:23.0,,Personal foul by A. Burks (drawn by F. Korkmaz),82,90
351,4,10:12.0,,F. Korkmaz makes 3-pt jump shot from 27 ft (assist by J. Embiid),82,93
352,4,9:52.0,E. Paschall misses 2-pt jump shot from 21 ft,,82,93
353,4,9:50.0,,Defensive rebound by R. Neto,82,93
354,4,9:40.0,,R. Neto misses 2-pt jump shot from 14 ft,82,93
355,4,9:37.0,,Offensive rebound by Team,82,93
356,4,9:30.0,,Turnover by T. Harris (lost ball; steal by A. Burks),82,93
357,4,9:29.0,Personal take foul by F. Korkmaz (drawn by A. Burks),,82,93
358,4,9:11.0,A. Burks misses 3-pt jump shot from 26 ft,,82,93
359,4,9:07.0,,Defensive rebound by T. Harris,82,93
360,4,9:06.0,,Personal foul by E. Paschall (drawn by J. Embiid),82,93
361,4,8:58.0,,Turnover by J. Embiid (bad pass),82,93
362,4,8:58.0,,Loose ball foul by J. Embiid (drawn by A. Burks),82,93
363,4,8:46.0,D. Russell misses 2-pt jump shot from 4 ft,,82,93
364,4,8:43.0,,Defensive rebound by J. Embiid,82,93
365,4,8:28.0,,J. Embiid makes 2-pt jump shot from 14 ft,82,95
366,4,8:28.0,,Shooting foul by E. Paschall (drawn by J. Embiid),82,95
367,4,8:28.0,M. Chriss enters the game for E. Paschall,,82,95
368,4,8:28.0,,J. Embiid misses free throw 1 of 1,82,95
369,4,8:26.0,Defensive rebound by J. Poole,,82,95
370,4,8:14.0,J. Poole misses 3-pt jump shot from 25 ft,,82,95
371,4,8:12.0,,Defensive rebound by J. Embiid,82,95
372,4,8:12.0,,Philadelphia full timeout,82,95
373,4,8:12.0,D. Green enters the game for A. Burks,,82,95
374,4,8:12.0,D. Lee enters the game for J. Poole,,82,95
375,4,8:12.0,G. Robinson enters the game for O. Spellman,,82,95
376,4,7:57.0,,R. Neto misses 3-pt jump shot from 26 ft,82,95
377,4,7:54.0,Defensive rebound by G. Robinson,,82,95
378,4,7:45.0,D. Russell makes 3-pt jump shot from 26 ft,,85,95
379,4,7:45.0,Shooting foul by R. Neto (drawn by D. Russell),,85,95
380,4,7:45.0,,A. Horford enters the game for J. Embiid,85,95
381,4,7:45.0,,B. Simmons enters the game for S. Milton,85,95
382,4,7:45.0,,M. Thybulle enters the game for R. Neto,85,95
383,4,7:45.0,D. Russell misses free throw 1 of 1,,85,95
384,4,7:43.0,,Defensive rebound by A. Horford,85,95
385,4,7:35.0,,A. Horford misses 3-pt jump shot from 27 ft,85,95
386,4,7:33.0,Defensive rebound by D. Green,,85,95
387,4,7:12.0,M. Chriss misses 3-pt jump shot from 26 ft,,85,95
388,4,7:09.0,,Defensive rebound by T. Harris,85,95
389,4,7:04.0,,F. Korkmaz misses 3-pt jump shot from 25 ft,85,95
390,4,7:02.0,Defensive rebound by Team,,85,95
