,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW ORLEANS_ACTION,MINNESOTA_SCORE,NEW ORLEANS_SCORE
47,1,6:44.0,N. Reid makes 2-pt layup from 1 ft,,13,16
48,1,6:38.0,,Turnover by L. Ball (bad pass; steal by J. Okogie),13,16
49,1,6:34.0,Turnover by J. Okogie (lost ball; steal by L. Ball),,13,16
50,1,6:29.0,,Z. Williamson makes 2-pt layup from 2 ft (assist by B. Ingram),13,18
51,1,6:19.0,Turnover by D. Russell (lost ball; steal by Z. Williamson),,13,18
52,1,6:09.0,,J. Holiday misses 3-pt jump shot from 27 ft,13,18
53,1,6:03.0,,Offensive rebound by D. Favors,13,18
54,1,6:03.0,,D. Favors makes 2-pt layup from 1 ft,13,20
55,1,5:50.0,D. Russell misses 3-pt jump shot from 25 ft,,13,20
56,1,5:47.0,,Defensive rebound by D. Favors,13,20
57,1,5:40.0,,D. Favors makes 2-pt jump shot from 15 ft (assist by L. Ball),13,22
58,1,5:18.0,D. Russell makes 2-pt jump shot from 15 ft,,15,22
59,1,5:10.0,,Personal foul by J. Hernangómez (drawn by Z. Williamson),15,22
60,1,5:10.0,J. Johnson enters the game for N. Reid,,15,22
61,1,5:05.0,,B. Ingram misses 2-pt jump shot from 16 ft,15,22
62,1,5:02.0,Defensive rebound by Team,,15,22
63,1,4:48.0,J. Hernangómez misses 3-pt jump shot from 26 ft,,15,22
64,1,4:42.0,Offensive rebound by J. Okogie,,15,22
65,1,4:42.0,J. Okogie makes 2-pt dunk at rim,,17,22
66,1,4:35.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by Z. Williamson),17,25
67,1,4:20.0,J. Johnson makes 2-pt layup from 2 ft (assist by D. Russell),,19,25
68,1,4:14.0,,B. Ingram makes 2-pt dunk at rim (assist by J. Holiday),19,27
69,1,3:57.0,D. Russell misses 2-pt layup from 3 ft,,19,27
70,1,3:55.0,,Defensive rebound by B. Ingram,19,27
71,1,3:52.0,,Turnover by L. Ball (lost ball; steal by J. Hernangómez),19,27
72,1,3:47.0,Shooting foul by D. Favors (drawn by J. Johnson),,19,27
73,1,3:47.0,J. Johnson makes free throw 1 of 2,,20,27
74,1,3:47.0,N. Reid enters the game for J. Hernangómez,,20,27
75,1,3:47.0,,J. Hart enters the game for L. Ball,20,27
76,1,3:47.0,,N. Melli enters the game for D. Favors,20,27
77,1,3:47.0,,E. Moore enters the game for Z. Williamson,20,27
78,1,3:47.0,J. Johnson misses free throw 2 of 2,,20,27
79,1,3:45.0,,Defensive rebound by J. Hart,20,27
80,1,3:28.0,,N. Melli misses 3-pt jump shot from 28 ft,20,27
81,1,3:24.0,Defensive rebound by D. Russell,,20,27
82,1,3:19.0,Shooting foul by N. Melli (drawn by J. Johnson),,20,27
83,1,3:19.0,J. Johnson makes free throw 1 of 2,,21,27
84,1,3:19.0,J. Layman enters the game for J. Okogie,,21,27
85,1,3:19.0,K. Martin enters the game for N. Reid,,21,27
86,1,3:19.0,J. McLaughlin enters the game for D. Russell,,21,27
87,1,3:19.0,J. Johnson misses free throw 2 of 2,,21,27
88,1,3:16.0,Offensive rebound by J. Johnson,,21,27
89,1,3:15.0,J. Johnson makes 3-pt jump shot from 25 ft,,24,27
90,1,3:00.0,,E. Moore misses 3-pt jump shot from 25 ft,24,27
91,1,2:56.0,,Offensive rebound by J. Holiday,24,27
92,1,2:51.0,,J. Hart makes 2-pt layup from 2 ft (assist by J. Holiday),24,29
93,1,2:41.0,J. McLaughlin makes 2-pt jump shot from 6 ft,,26,29
94,1,2:30.0,,J. Holiday makes 2-pt layup from 1 ft,26,31
95,1,2:20.0,,New Orleans full timeout,26,31
96,1,2:20.0,,F. Jackson enters the game for B. Ingram,26,31
97,1,2:14.0,Turnover by J. Johnson (bad pass; steal by J. Hart),,26,31
98,1,2:00.0,,Turnover by J. Holiday (lost ball; steal by J. Johnson),26,31
99,1,1:46.0,Turnover by K. Martin (traveling),,26,31
100,1,1:36.0,,J. Hart misses 3-pt jump shot from 26 ft,26,31
101,1,1:32.0,Defensive rebound by K. Martin,,26,31
102,1,1:18.0,J. Johnson misses 3-pt jump shot from 26 ft,,26,31
103,1,1:14.0,,Defensive rebound by E. Moore,26,31
104,1,1:01.0,,F. Jackson misses 2-pt layup from 1 ft,26,31
105,1,1:01.0,,Offensive rebound by Team,26,31
106,1,0:53.0,,F. Jackson misses 3-pt jump shot from 25 ft,26,31
107,1,0:50.0,Defensive rebound by J. Johnson,,26,31
108,1,0:41.0,J. Layman misses 3-pt jump shot from 24 ft,,26,31
109,1,0:27.0,,Defensive rebound by J. Holiday,26,31
110,1,0:26.0,,J. Holiday misses 3-pt jump shot from 25 ft,26,31
111,1,0:26.0,Defensive rebound by J. Culver,,26,31
112,1,0:05.0,J. Culver makes 2-pt jump shot from 4 ft,,28,31
113,1,0:00.0,,J. Holiday misses 2-pt jump shot from 16 ft,28,31
114,1,0:00.0,,Offensive rebound by Team,28,31
115,2,11:45.0,,Personal foul by D. Russell (drawn by N. Melli),28,31
116,2,11:42.0,,L. Ball makes 3-pt jump shot from 23 ft (assist by F. Jackson),28,34
117,2,11:27.0,D. Russell misses 3-pt jump shot from 25 ft,,28,34
118,2,11:27.0,Offensive rebound by Team,,28,34
119,2,11:22.0,J. Culver makes 2-pt layup from 2 ft (assist by D. Russell),,30,34
120,2,11:08.0,,E. Moore misses 3-pt jump shot from 26 ft,30,34
121,2,11:02.0,,Offensive rebound by N. Melli,30,34
122,2,11:02.0,,N. Melli makes 2-pt layup from 1 ft,30,36
123,2,10:54.0,Turnover by D. Russell (bad pass; steal by N. Melli),,30,36
124,2,10:54.0,,Personal foul by J. Johnson (drawn by L. Ball),30,36
125,2,10:45.0,,F. Jackson makes 3-pt jump shot from 25 ft (assist by L. Ball),30,39
126,2,10:23.0,J. Johnson makes 2-pt layup from 5 ft (assist by D. Russell),,32,39
127,2,10:14.0,Violation by Team (kicked ball),,32,39
128,2,10:14.0,N. Reid enters the game for J. Johnson,,32,39
129,2,10:14.0,,Z. Williamson enters the game for E. Moore,32,39
130,2,10:10.0,,Shooting foul by J. Culver (drawn by F. Jackson),32,39
131,2,10:10.0,,F. Jackson misses free throw 1 of 2,32,39
132,2,10:10.0,,Offensive rebound by Team,32,39
133,2,10:10.0,,F. Jackson makes free throw 2 of 2,32,40
134,2,10:00.0,K. Martin misses 3-pt jump shot from 23 ft,,32,40
135,2,9:55.0,Offensive rebound by N. Reid,,32,40
136,2,9:54.0,N. Reid misses 2-pt layup from 1 ft,,32,40
137,2,9:52.0,,Defensive rebound by N. Melli,32,40
138,2,9:50.0,,J. Hart misses 3-pt jump shot from 26 ft,32,40
139,2,9:48.0,Defensive rebound by D. Russell,,32,40
140,2,9:45.0,Shooting foul by N. Melli (drawn by N. Reid),,32,40
141,2,9:45.0,N. Reid makes free throw 1 of 2,,33,40
142,2,9:45.0,N. Reid makes free throw 2 of 2,,34,40
143,2,9:38.0,,Z. Williamson misses 2-pt layup from 3 ft,34,40
144,2,9:38.0,,Offensive rebound by Z. Williamson,34,40
145,2,9:38.0,,Z. Williamson makes 2-pt layup from 1 ft,34,42
146,2,9:38.0,,Shooting foul by K. Martin (drawn by Z. Williamson),34,42
147,2,9:38.0,,Z. Williamson misses free throw 1 of 1,34,42
148,2,9:36.0,Defensive rebound by N. Reid,,34,42
149,2,9:28.0,J. Culver misses 2-pt layup from 1 ft,,34,42
150,2,9:26.0,,Defensive rebound by F. Jackson,34,42
151,2,9:22.0,,F. Jackson misses 2-pt layup from 1 ft,34,42
152,2,9:20.0,Defensive rebound by N. Reid,,34,42
153,2,9:18.0,Turnover by D. Russell (bad pass; steal by L. Ball),,34,42
154,2,9:13.0,,Z. Williamson makes 2-pt dunk at rim (assist by J. Hart),34,44
155,2,9:13.0,Minnesota full timeout,,34,44
156,2,9:13.0,M. Beasley enters the game for J. Culver,,34,44
157,2,8:56.0,J. Layman misses 2-pt layup from 1 ft,,34,44
158,2,8:55.0,,Defensive rebound by J. Hart,34,44
159,2,8:42.0,,Z. Williamson misses 2-pt layup from 2 ft,34,44
160,2,8:40.0,Defensive rebound by K. Martin,,34,44
161,2,8:35.0,M. Beasley makes 2-pt layup from 2 ft (assist by K. Martin),,36,44
162,2,8:15.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by N. Melli),36,47
163,2,8:03.0,Shooting foul by J. Hart (drawn by J. Layman),,36,47
164,2,8:03.0,J. Layman makes free throw 1 of 2,,37,47
165,2,8:03.0,J. McLaughlin enters the game for D. Russell,,37,47
166,2,8:03.0,J. Layman makes free throw 2 of 2,,38,47
167,2,7:49.0,,L. Ball makes 3-pt jump shot from 27 ft (assist by Z. Williamson),38,50
168,2,7:37.0,K. Martin makes 2-pt layup from 2 ft (assist by N. Reid),,40,50
169,2,7:37.0,Shooting foul by N. Melli (drawn by K. Martin),,40,50
170,2,7:37.0,J. Hernangómez enters the game for J. Layman,,40,50
171,2,7:37.0,,D. Favors enters the game for F. Jackson,40,50
172,2,7:37.0,,B. Ingram enters the game for N. Melli,40,50
173,2,7:37.0,K. Martin makes free throw 1 of 1,,41,50
174,2,7:28.0,,J. Hart misses 3-pt jump shot from 23 ft,41,50
175,2,7:26.0,,Offensive rebound by D. Favors,41,50
176,2,7:24.0,,Shooting foul by N. Reid (drawn by Z. Williamson),41,50
177,2,7:24.0,,Z. Williamson misses free throw 1 of 2,41,50
178,2,7:24.0,,Offensive rebound by Team,41,50
179,2,7:24.0,J. Okogie enters the game for K. Martin,,41,50
180,2,7:24.0,,Z. Williamson makes free throw 2 of 2,41,51
181,2,7:13.0,N. Reid makes 2-pt layup from 2 ft (assist by J. McLaughlin),,43,51
182,2,6:58.0,,Z. Williamson misses 2-pt layup from 3 ft,43,51
183,2,6:55.0,Defensive rebound by M. Beasley,,43,51
184,2,6:50.0,J. Okogie makes 2-pt layup from 1 ft (assist by M. Beasley),,45,51
185,2,6:43.0,,Turnover by L. Ball (bad pass; steal by N. Reid),45,51
186,2,6:38.0,N. Reid makes 3-pt jump shot from 25 ft (assist by J. McLaughlin),,48,51
187,2,6:31.0,,New Orleans full timeout,48,51
188,2,6:19.0,,Z. Williamson misses 2-pt layup from 2 ft (block by N. Reid),48,51
189,2,6:16.0,Defensive rebound by J. Hernangómez,,48,51
190,2,6:01.0,J. McLaughlin makes 2-pt layup from 1 ft (assist by M. Beasley),,50,51
191,2,5:45.0,,Turnover by L. Ball (bad pass; steal by J. Hernangómez),50,51
192,2,5:40.0,M. Beasley makes 2-pt layup from 1 ft (assist by J. Hernangómez),,52,51
193,2,5:27.0,,J. Hart misses 3-pt jump shot from 26 ft,52,51
194,2,5:27.0,Defensive rebound by M. Beasley,,52,51
195,2,5:13.0,N. Reid misses 2-pt layup from 2 ft,,52,51
196,2,5:11.0,,Defensive rebound by Z. Williamson,52,51
197,2,5:06.0,,L. Ball misses 3-pt jump shot from 26 ft,52,51
198,2,5:02.0,Defensive rebound by N. Reid,,52,51
199,2,4:46.0,J. McLaughlin makes 3-pt jump shot from 28 ft,,55,51
200,2,4:31.0,,J. Hart makes 2-pt layup from 2 ft (assist by B. Ingram),55,53
201,2,4:15.0,Personal foul by D. Favors (drawn by J. McLaughlin),,55,53
202,2,4:15.0,,J. Holiday enters the game for L. Ball,55,53
203,2,4:15.0,,E. Moore enters the game for J. Hart,55,53
204,2,4:06.0,J. Hernangómez misses 2-pt layup from 6 ft (block by Z. Williamson),,55,53
205,2,4:02.0,,Defensive rebound by J. Holiday,55,53
206,2,4:02.0,,Offensive foul by Z. Williamson (drawn by J. Okogie),55,53
207,2,4:02.0,,Turnover by Z. Williamson (offensive foul),55,53
208,2,3:52.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),,58,53
209,2,3:37.0,,J. Holiday makes 2-pt layup from 2 ft,58,55
210,2,3:28.0,Turnover by J. McLaughlin (bad pass; steal by E. Moore),,58,55
211,2,3:17.0,,E. Moore makes 2-pt layup from 2 ft (assist by J. Holiday),58,57
212,2,3:01.0,J. Okogie makes 3-pt jump shot from 25 ft (assist by N. Reid),,61,57
213,2,2:52.0,,Z. Williamson makes 2-pt dunk from 1 ft (assist by J. Holiday),61,59
214,2,2:31.0,M. Beasley makes 2-pt layup from 3 ft,,63,59
215,2,2:23.0,,E. Moore misses 2-pt jump shot from 22 ft,63,59
216,2,2:19.0,Defensive rebound by J. Hernangómez,,63,59
217,2,2:02.0,Personal foul by Z. Williamson (drawn by J. Okogie),,63,59
218,2,2:02.0,J. Okogie makes free throw 1 of 2,,64,59
219,2,2:02.0,J. Johnson enters the game for J. McLaughlin,,64,59
220,2,2:02.0,D. Russell enters the game for N. Reid,,64,59
221,2,2:02.0,,F. Jackson enters the game for Z. Williamson,64,59
222,2,2:02.0,J. Okogie makes free throw 2 of 2,,65,59
223,2,1:51.0,,B. Ingram makes 2-pt jump shot from 16 ft,65,61
224,2,1:30.0,J. Hernangómez makes 2-pt dunk from 1 ft (assist by J. Johnson),,67,61
225,2,1:23.0,,J. Holiday makes 2-pt layup from 1 ft,67,63
226,2,1:11.0,D. Russell misses 2-pt jump shot from 15 ft,,67,63
227,2,1:07.0,,Defensive rebound by E. Moore,67,63
228,2,1:01.0,,E. Moore misses 2-pt layup from 2 ft,67,63
229,2,0:59.0,Defensive rebound by J. Hernangómez,,67,63
230,2,0:55.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by D. Russell),,70,63
231,2,0:50.0,,J. Holiday makes 3-pt jump shot from 26 ft,70,66
232,2,0:28.0,J. Johnson misses 2-pt layup from 3 ft,,70,66
233,2,0:27.0,Offensive rebound by J. Johnson,,70,66
234,2,0:25.0,J. Johnson makes 2-pt layup at rim,,72,66
235,2,0:06.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Holiday),72,68
236,3,11:48.0,,Shooting foul by J. Okogie (drawn by J. Holiday),72,68
237,3,11:48.0,,J. Holiday makes free throw 1 of 2,72,69
238,3,11:48.0,,J. Holiday misses free throw 2 of 2,72,69
239,3,11:46.0,Defensive rebound by Team,,72,69
240,3,11:33.0,N. Reid misses 3-pt jump shot from 26 ft,,72,69
241,3,11:28.0,,Defensive rebound by Z. Williamson,72,69
242,3,11:16.0,,L. Ball makes 2-pt jump shot from 19 ft (assist by D. Favors),72,71
243,3,11:03.0,Personal foul by J. Holiday (drawn by J. Okogie),,72,71
244,3,10:54.0,D. Russell misses 2-pt jump shot from 15 ft,,72,71
245,3,10:51.0,,Defensive rebound by Z. Williamson,72,71
246,3,10:47.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by J. Holiday),72,73
247,3,10:27.0,M. Beasley makes 2-pt layup from 1 ft (assist by J. Hernangómez),,74,73
248,3,10:12.0,,D. Favors misses 2-pt layup from 2 ft,74,73
249,3,10:09.0,Defensive rebound by N. Reid,,74,73
250,3,10:02.0,Turnover by J. Hernangómez (bad pass; steal by B. Ingram),,74,73
251,3,9:51.0,,L. Ball makes 3-pt jump shot from 24 ft (assist by J. Holiday),74,76
252,3,9:40.0,M. Beasley makes 3-pt jump shot from 24 ft (assist by J. Okogie),,77,76
253,3,9:26.0,,B. Ingram makes 2-pt layup from 1 ft,77,78
254,3,9:26.0,,Shooting foul by J. Hernangómez (drawn by B. Ingram),77,78
255,3,9:26.0,,B. Ingram makes free throw 1 of 1,77,79
256,3,9:03.0,N. Reid misses 3-pt jump shot from 26 ft,,77,79
257,3,8:59.0,,Defensive rebound by L. Ball,77,79
258,3,8:54.0,,Z. Williamson makes 2-pt layup from 2 ft (assist by L. Ball),77,81
259,3,8:43.0,D. Russell misses 2-pt layup from 2 ft,,77,81
260,3,8:41.0,,Defensive rebound by D. Favors,77,81
261,3,8:38.0,,L. Ball makes 2-pt dunk from 1 ft (assist by J. Holiday),77,83
262,3,8:38.0,Minnesota full timeout,,77,83
263,3,8:22.0,M. Beasley makes 2-pt layup from 2 ft,,79,83
264,3,8:15.0,,B. Ingram misses 3-pt jump shot from 23 ft,79,83
265,3,8:11.0,,Offensive rebound by J. Holiday,79,83
266,3,8:10.0,,B. Ingram makes 3-pt jump shot from 23 ft (assist by J. Holiday),79,86
267,3,7:53.0,Shooting foul by D. Favors (drawn by J. Hernangómez),,79,86
268,3,7:53.0,J. Hernangómez makes free throw 1 of 3,,80,86
269,3,7:53.0,J. Hernangómez makes free throw 2 of 3,,81,86
270,3,7:53.0,J. Hernangómez misses free throw 3 of 3,,81,86
271,3,7:50.0,,Defensive rebound by D. Favors,81,86
272,3,7:42.0,,Personal foul by J. Okogie (drawn by Z. Williamson),81,86
273,3,7:39.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Holiday),81,88
274,3,7:20.0,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by D. Russell),,84,88
275,3,7:12.0,,Turnover by B. Ingram (bad pass; steal by N. Reid),84,88
276,3,7:04.0,D. Russell makes 2-pt jump shot from 12 ft,,86,88
277,3,6:59.0,,Offensive foul by B. Ingram (drawn by J. Okogie),86,88
278,3,6:59.0,,Turnover by B. Ingram (offensive foul),86,88
279,3,6:52.0,D. Russell misses 3-pt jump shot from 25 ft,,86,88
280,3,6:49.0,,Defensive rebound by J. Holiday,86,88
281,3,6:43.0,,Shooting foul by N. Reid (drawn by Z. Williamson),86,88
282,3,6:43.0,,Z. Williamson makes free throw 1 of 2,86,89
283,3,6:43.0,J. McLaughlin enters the game for M. Beasley,,86,89
284,3,6:43.0,,Z. Williamson misses free throw 2 of 2,86,89
285,3,6:40.0,Defensive rebound by J. Hernangómez,,86,89
286,3,6:29.0,Turnover by D. Russell (lost ball; steal by Z. Williamson),,86,89
287,3,6:27.0,,Turnover by B. Ingram (bad pass),86,89
288,3,6:17.0,Shooting foul by Z. Williamson (drawn by D. Russell),,86,89
289,3,6:17.0,D. Russell makes free throw 1 of 2,,87,89
290,3,6:17.0,D. Russell makes free throw 2 of 2,,88,89
291,3,6:11.0,,D. Favors makes 2-pt dunk at rim (assist by J. Holiday),88,91
292,3,5:56.0,J. McLaughlin makes 2-pt layup from 1 ft,,90,91
293,3,5:48.0,,Shooting foul by N. Reid (drawn by Z. Williamson),90,91
294,3,5:48.0,,Z. Williamson makes free throw 1 of 2,90,92
295,3,5:48.0,J. Johnson enters the game for N. Reid,,90,92
296,3,5:48.0,,Z. Williamson misses free throw 2 of 2,90,92
297,3,5:47.0,,Offensive rebound by Team,90,92
298,3,5:42.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by L. Ball),90,95
299,3,5:27.0,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by J. McLaughlin),,93,95
300,3,5:21.0,,Shooting foul by J. Johnson (drawn by Z. Williamson),93,95
301,3,5:21.0,,Z. Williamson makes free throw 1 of 2,93,96
302,3,5:21.0,,Z. Williamson makes free throw 2 of 2,93,97
303,3,5:14.0,Turnover by J. McLaughlin (out of bounds lost ball),,93,97
304,3,5:14.0,,J. Hart enters the game for Z. Williamson,93,97
305,3,5:08.0,,Turnover by J. Hart (bad pass; steal by D. Russell),93,97
306,3,5:01.0,D. Russell misses 3-pt jump shot from 25 ft,,93,97
307,3,4:54.0,Offensive rebound by J. Hernangómez,,93,97
308,3,4:54.0,J. Hernangómez misses 2-pt layup from 1 ft,,93,97
309,3,4:54.0,,Defensive rebound by J. Hart,93,97
310,3,4:51.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by L. Ball),93,100
311,3,4:25.0,J. Johnson makes 2-pt jump shot from 1 ft,,95,100
312,3,4:16.0,,B. Ingram misses 3-pt jump shot from 28 ft,95,100
313,3,4:13.0,Defensive rebound by J. Johnson,,95,100
314,3,4:07.0,J. Johnson misses 2-pt layup from 3 ft,,95,100
315,3,4:06.0,Offensive rebound by J. Johnson,,95,100
316,3,4:06.0,J. Johnson misses 2-pt layup from 1 ft,,95,100
317,3,4:06.0,Offensive rebound by Team,,95,100
318,3,4:06.0,M. Beasley enters the game for J. Okogie,,95,100
319,3,4:06.0,J. Culver enters the game for D. Russell,,95,100
320,3,4:06.0,,N. Melli enters the game for D. Favors,95,100
321,3,3:53.0,J. Hernangómez misses 3-pt jump shot from 26 ft,,95,100
322,3,3:49.0,,Defensive rebound by J. Hart,95,100
323,3,3:41.0,,J. Hart makes 2-pt layup from 2 ft (assist by N. Melli),95,102
324,3,3:28.0,J. Johnson misses 2-pt layup from 3 ft (block by L. Ball),,95,102
325,3,3:26.0,,Defensive rebound by J. Hart,95,102
326,3,3:25.0,,Turnover by J. Hart (bad pass; steal by J. Hernangómez),95,102
327,3,3:18.0,J. Johnson makes 2-pt dunk from 1 ft (assist by J. Culver),,97,102
328,3,3:05.0,,J. Holiday misses 3-pt jump shot from 25 ft,97,102
329,3,3:02.0,,Offensive rebound by Team,97,102
330,3,3:02.0,,E. Moore enters the game for L. Ball,97,102
331,3,2:54.0,,B. Ingram makes 2-pt layup from 2 ft (assist by J. Hart),97,104
332,3,2:40.0,J. McLaughlin makes 2-pt layup from 2 ft,,99,104
333,3,2:25.0,,Personal foul by J. McLaughlin (drawn by N. Melli),99,104
334,3,2:25.0,,New Orleans full timeout,99,104
335,3,2:25.0,J. Layman enters the game for J. Hernangómez,,99,104
336,3,2:25.0,,L. Ball enters the game for J. Holiday,99,104
337,3,2:25.0,,N. Melli misses free throw 1 of 2,99,104
338,3,2:25.0,,Offensive rebound by Team,99,104
339,3,2:25.0,,N. Melli makes free throw 2 of 2,99,105
340,3,2:12.0,M. Beasley makes 2-pt jump shot from 15 ft (assist by J. Johnson),,101,105
341,3,1:56.0,,Turnover by L. Ball (bad pass; steal by J. McLaughlin),101,105
342,3,1:52.0,Turnover by J. McLaughlin (bad pass; steal by L. Ball),,101,105
343,3,1:52.0,,Personal foul by J. Culver (drawn by L. Ball),101,105
344,3,1:52.0,,L. Ball misses free throw 1 of 2,101,105
345,3,1:52.0,,Offensive rebound by Team,101,105
346,3,1:52.0,,L. Ball makes free throw 2 of 2,101,106
347,3,1:34.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),,104,106
348,3,1:17.0,,N. Melli makes 2-pt jump shot from 16 ft (assist by J. Hart),104,108
349,3,1:03.0,J. Culver makes 3-pt jump shot from 26 ft,,107,108
350,3,0:45.0,,E. Moore misses 2-pt jump shot from 11 ft,107,108
351,3,0:43.0,Defensive rebound by Team,,107,108
352,3,0:27.0,J. Johnson makes 2-pt layup from 1 ft,,109,108
353,3,0:04.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by B. Ingram),109,111
354,3,0:00.0,J. McLaughlin misses 3-pt jump shot from 26 ft,,109,111
355,3,0:00.0,Offensive rebound by Team,,109,111
356,4,11:42.0,J. Culver makes 2-pt layup from 3 ft (assist by J. McLaughlin),,111,111
357,4,11:25.0,,Z. Williamson makes 2-pt layup from 2 ft,111,113
358,4,11:10.0,Turnover by J. McLaughlin (bad pass; steal by N. Melli),,111,113
359,4,10:56.0,,Z. Williamson makes 2-pt layup from 2 ft (assist by J. Holiday),111,115
360,4,10:39.0,J. Culver misses 3-pt jump shot from 22 ft,,111,115
361,4,10:36.0,Offensive rebound by J. Culver,,111,115
362,4,10:34.0,J. Culver makes 2-pt layup from 2 ft,,113,115
363,4,10:27.0,,Personal foul by N. Reid (drawn by Z. Williamson),113,115
364,4,10:27.0,,F. Jackson enters the game for N. Melli,113,115
365,4,10:19.0,,Z. Williamson misses 2-pt layup from 2 ft,113,115
366,4,10:16.0,Defensive rebound by N. Reid,,113,115
367,4,10:01.0,N. Reid misses 2-pt jump shot from 2 ft,,113,115
368,4,10:01.0,Offensive rebound by Team,,113,115
369,4,10:01.0,,Loose ball foul by E. Moore (drawn by J. Layman),113,115
370,4,9:56.0,M. Beasley misses 2-pt jump shot from 14 ft,,113,115
371,4,9:53.0,,Defensive rebound by F. Jackson,113,115
372,4,9:37.0,,J. Holiday makes 2-pt dunk from 1 ft (assist by E. Moore),113,117
373,4,9:20.0,J. Culver misses 3-pt jump shot from 26 ft,,113,117
374,4,9:17.0,,Defensive rebound by Z. Williamson,113,117
375,4,9:11.0,,Z. Williamson makes 2-pt layup from 1 ft,113,119
376,4,9:11.0,Minnesota full timeout,,113,119
