,QUARTER,TIME_REMAINING,DALLAS_ACTION,MIAMI_ACTION,DALLAS_SCORE,MIAMI_SCORE
378,4,6:25.0,,J. Butler enters the game for A. Iguodala,101,111
379,4,6:25.0,,G. Dragić misses free throw 2 of 2,101,111
380,4,6:24.0,Defensive rebound by K. Porziņģis,,101,111
381,4,6:01.0,L. Dončić misses 3-pt jump shot from 28 ft,,101,111
382,4,6:00.0,,Defensive rebound by G. Dragić,101,111
383,4,5:48.0,,J. Butler misses 2-pt jump shot from 10 ft,101,111
384,4,5:46.0,,Offensive rebound by K. Olynyk,101,111
385,4,5:36.0,,D. Robinson makes 2-pt layup from 3 ft (assist by K. Olynyk),101,113
386,4,5:22.0,Turnover by K. Porziņģis (traveling),,101,113
387,4,5:15.0,,Personal foul by M. Kleber (drawn by J. Butler),101,113
388,4,5:15.0,,J. Butler makes free throw 1 of 2,101,114
389,4,5:15.0,,J. Butler makes free throw 2 of 2,101,115
390,4,5:04.0,S. Curry makes 3-pt jump shot from 26 ft (assist by M. Kleber),,104,115
391,4,5:03.0,,Miami full timeout,104,115
392,4,4:38.0,,K. Olynyk makes 2-pt layup from 3 ft,104,117
393,4,4:26.0,K. Porziņģis makes 2-pt dunk from 3 ft (assist by L. Dončić),,106,117
394,4,4:09.0,,J. Crowder misses 3-pt jump shot from 23 ft,106,117
395,4,4:07.0,Defensive rebound by K. Porziņģis,,106,117
396,4,4:01.0,Personal foul by G. Dragić (drawn by S. Curry),,106,117
397,4,4:01.0,,B. Adebayo enters the game for K. Olynyk,106,117
398,4,3:50.0,L. Dončić misses 2-pt jump shot from 7 ft,,106,117
399,4,3:47.0,,Defensive rebound by J. Butler,106,117
400,4,3:31.0,,D. Robinson misses 3-pt jump shot from 27 ft,106,117
401,4,3:28.0,Defensive rebound by M. Kleber,,106,117
402,4,3:23.0,Turnover by L. Dončić (out of bounds lost ball),,106,117
403,4,3:23.0,,Miami full timeout,106,117
404,4,3:03.0,,G. Dragić misses 3-pt jump shot from 25 ft,106,117
405,4,3:00.0,Defensive rebound by T. Hardaway,,106,117
406,4,2:48.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,106,117
407,4,2:47.0,,Defensive rebound by D. Robinson,106,117
408,4,2:42.0,,Offensive foul by J. Butler (drawn by L. Dončić),106,117
409,4,2:42.0,,Turnover by J. Butler (offensive foul),106,117
410,4,2:27.0,S. Curry makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,109,117
411,4,2:22.0,,Personal take foul by M. Kleber (drawn by B. Adebayo),109,117
412,4,2:22.0,,B. Adebayo makes free throw 1 of 2,109,118
413,4,2:22.0,,B. Adebayo makes free throw 2 of 2,109,119
414,4,2:12.0,S. Curry makes 2-pt layup from 2 ft,,111,119
415,4,1:47.0,,G. Dragić misses 3-pt jump shot from 23 ft,111,119
416,4,1:45.0,,Offensive rebound by Team,111,119
417,4,1:45.0,,Turnover by Team (shot clock),111,119
418,4,1:28.0,K. Porziņģis misses 3-pt jump shot from 25 ft (block by B. Adebayo),,111,119
419,4,1:25.0,,Defensive rebound by Team,111,119
420,4,1:15.0,,Shooting foul by S. Curry (drawn by J. Butler),111,119
421,4,1:15.0,,J. Butler misses free throw 1 of 2,111,119
422,4,1:15.0,,Offensive rebound by Team,111,119
423,4,1:15.0,,A. Iguodala enters the game for D. Robinson,111,119
424,4,1:15.0,,J. Butler makes free throw 2 of 2,111,120
425,4,1:15.0,Dallas full timeout,,111,120
426,4,1:11.0,L. Dončić makes 2-pt layup from 2 ft,,113,120
427,4,0:48.0,,Turnover by J. Butler (out of bounds lost ball),113,120
428,4,0:48.0,,Instant Replay (Request: Ruling Stands),113,120
429,4,0:48.0,,D. Jones enters the game for G. Dragić,113,120
430,4,0:43.0,M. Kleber misses 3-pt jump shot from 24 ft,,113,120
431,4,0:41.0,,Defensive rebound by B. Adebayo,113,120
432,4,0:40.0,,Personal take foul by L. Dončić (drawn by B. Adebayo),113,120
433,4,0:40.0,,B. Adebayo makes free throw 1 of 2,113,121
434,4,0:40.0,,B. Adebayo makes free throw 2 of 2,113,122
435,4,0:32.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by L. Dončić),,116,122
436,4,0:31.0,,Miami full timeout,116,122
437,4,0:31.0,,G. Dragić enters the game for J. Crowder,116,122
438,4,0:31.0,,D. Robinson enters the game for D. Jones,116,122
439,4,0:26.0,,A. Iguodala makes 2-pt dunk from 2 ft (assist by G. Dragić),116,124
440,4,0:18.0,L. Dončić makes 2-pt layup from 3 ft,,118,124
441,4,0:18.0,,Personal take foul by L. Dončić (drawn by J. Butler),118,124
442,4,0:18.0,,J. Butler makes free throw 1 of 2,118,125
443,4,0:18.0,,J. Crowder enters the game for G. Dragić,118,125
444,4,0:18.0,,D. Jones enters the game for D. Robinson,118,125
445,4,0:18.0,,J. Butler makes free throw 2 of 2,118,126
446,4,0:12.0,K. Porziņģis misses 2-pt layup from 4 ft,,118,126
447,4,0:11.0,Offensive rebound by K. Porziņģis,,118,126
448,4,0:11.0,K. Porziņģis misses 2-pt layup at rim,,118,126
449,4,0:10.0,,Defensive rebound by A. Iguodala,118,126
