,QUARTER,TIME_REMAINING,DALLAS_ACTION,WASHINGTON_ACTION,DALLAS_SCORE,WASHINGTON_SCORE
84,1,2:39.0,S. Curry misses 3-pt jump shot from 26 ft,,25,18
85,1,2:35.0,,Defensive rebound by M. Wagner,25,18
86,1,2:30.0,,S. Napier makes 3-pt jump shot from 26 ft,25,21
87,1,2:18.0,Turnover by S. Curry (lost ball; steal by M. Wagner),,25,21
88,1,2:15.0,,Personal take foul by M. Kleber (drawn by T. Brown),25,21
89,1,2:15.0,D. Finney-Smith enters the game for C. Lee,,25,21
90,1,2:08.0,,M. Wagner makes 2-pt layup from 2 ft (assist by B. Beal),25,23
91,1,1:50.0,Personal foul by M. Wagner (drawn by D. Wright),,25,23
92,1,1:50.0,,G. Mathews enters the game for B. Beal,25,23
93,1,1:41.0,R. Broekhoff misses 3-pt jump shot from 25 ft,,25,23
94,1,1:38.0,Offensive rebound by D. Wright,,25,23
95,1,1:36.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Wright),,28,23
96,1,1:23.0,,T. Brown makes 3-pt jump shot from 26 ft (assist by M. Wagner),28,26
97,1,1:15.0,D. Wright makes 2-pt layup from 3 ft (assist by D. Finney-Smith),,30,26
98,1,1:15.0,Shooting foul by S. Napier (drawn by D. Wright),,30,26
99,1,1:15.0,D. Wright misses free throw 1 of 1,,30,26
100,1,1:13.0,,Defensive rebound by M. Wagner,30,26
101,1,1:07.0,,S. Napier makes 2-pt layup from 2 ft,30,28
102,1,1:00.0,D. Wright misses 2-pt layup from 3 ft (block by S. Napier),,30,28
103,1,1:00.0,Offensive rebound by Team,,30,28
104,1,0:58.0,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by D. Wright),,33,28
105,1,0:50.0,,D. Bertāns misses 3-pt jump shot from 26 ft,33,28
106,1,0:47.0,Defensive rebound by R. Broekhoff,,33,28
107,1,0:34.0,S. Curry misses 3-pt jump shot from 31 ft,,33,28
108,1,0:30.0,,Defensive rebound by D. Bertāns,33,28
109,1,0:28.0,,Personal foul by S. Curry (drawn by D. Bertāns),33,28
110,1,0:28.0,,D. Bertāns misses free throw 1 of 2,33,28
111,1,0:28.0,,Offensive rebound by Team,33,28
112,1,0:28.0,,D. Bertāns makes free throw 2 of 2,33,29
113,1,0:28.0,,R. Hachimura enters the game for M. Wagner,33,29
114,1,0:04.0,S. Curry misses 2-pt layup from 7 ft,,33,29
115,1,0:04.0,Offensive rebound by M. Kleber,,33,29
116,1,0:03.0,M. Kleber misses 2-pt layup from 1 ft,,33,29
117,1,0:03.0,,Defensive rebound by T. Brown,33,29
118,1,0:00.0,,T. Brown misses 3-pt jump shot from 47 ft,33,29
119,1,0:00.0,,Offensive rebound by Team,33,29
120,2,11:39.0,,R. Hachimura makes 2-pt jump shot from 11 ft (assist by D. Bertāns),33,31
121,2,11:20.0,Personal foul by D. Bertāns (drawn by K. Porziņģis),,33,31
122,2,11:11.0,D. Finney-Smith misses 2-pt jump shot from 22 ft,,33,31
123,2,11:08.0,,Defensive rebound by R. Hachimura,33,31
124,2,11:01.0,,S. Napier misses 3-pt jump shot from 28 ft,33,31
125,2,10:58.0,Defensive rebound by J. Brunson,,33,31
126,2,10:42.0,J. Jackson misses 2-pt jump shot from 5 ft,,33,31
127,2,10:39.0,,Defensive rebound by S. Napier,33,31
128,2,10:28.0,,R. Hachimura makes 2-pt jump shot from 16 ft,33,33
129,2,10:13.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Brunson),,36,33
130,2,10:01.0,,Turnover by S. Napier (bad pass; steal by K. Porziņģis),36,33
131,2,9:57.0,D. Finney-Smith misses 3-pt jump shot from 27 ft,,36,33
132,2,9:54.0,Offensive rebound by J. Jackson,,36,33
133,2,9:53.0,J. Jackson misses 2-pt layup from 3 ft,,36,33
134,2,9:50.0,,Defensive rebound by D. Bertāns,36,33
135,2,9:45.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by S. Napier),36,36
136,2,9:18.0,T. Hardaway makes 2-pt jump shot from 18 ft,,38,36
137,2,8:56.0,,S. Napier misses 2-pt jump shot from 16 ft,38,36
138,2,8:53.0,Defensive rebound by T. Hardaway,,38,36
139,2,8:46.0,T. Hardaway misses 2-pt jump shot from 3 ft,,38,36
140,2,8:44.0,,Defensive rebound by R. Hachimura,38,36
141,2,8:37.0,,S. Napier misses 2-pt jump shot from 14 ft,38,36
142,2,8:35.0,Defensive rebound by J. Jackson,,38,36
143,2,8:30.0,Personal foul by T. Brown (drawn by K. Porziņģis),,38,36
144,2,8:30.0,,B. Beal enters the game for G. Mathews,38,36
145,2,8:19.0,J. Brunson misses 2-pt jump shot from 4 ft,,38,36
146,2,8:17.0,Offensive rebound by K. Porziņģis,,38,36
147,2,8:17.0,Turnover by K. Porziņģis (bad pass; steal by T. Brown),,38,36
148,2,8:12.0,,R. Hachimura makes 2-pt jump shot from 7 ft (assist by T. Brown),38,38
149,2,7:50.0,Turnover by K. Porziņģis (lost ball),,38,38
150,2,7:50.0,Loose ball foul by K. Porziņģis (drawn by S. Napier),,38,38
151,2,7:50.0,Instant Replay (Request: Ruling Stands),,38,38
152,2,7:39.0,,Personal foul by K. Porziņģis (drawn by R. Hachimura),38,38
153,2,7:39.0,M. Kleber enters the game for K. Porziņģis,,38,38
154,2,7:28.0,,T. Brown makes 2-pt dunk from 1 ft,38,40
155,2,7:09.0,J. Brunson makes 2-pt jump shot from 14 ft (assist by T. Hardaway),,40,40
156,2,6:57.0,,B. Beal makes 2-pt jump shot from 17 ft,40,42
157,2,6:39.0,J. Jackson makes 3-pt jump shot from 26 ft,,43,42
158,2,6:31.0,,Shooting foul by D. Finney-Smith (drawn by R. Hachimura),43,42
159,2,6:31.0,,Washington full timeout,43,42
160,2,6:31.0,S. Curry enters the game for J. Brunson,,43,42
161,2,6:31.0,D. Wright enters the game for T. Hardaway,,43,42
162,2,6:31.0,,I. Smith enters the game for S. Napier,43,42
163,2,6:31.0,,R. Hachimura makes free throw 1 of 2,43,43
164,2,6:31.0,,R. Hachimura misses free throw 2 of 2,43,43
165,2,6:29.0,Defensive rebound by M. Kleber,,43,43
166,2,6:08.0,J. Jackson misses 3-pt jump shot from 30 ft,,43,43
167,2,6:06.0,,Defensive rebound by B. Beal,43,43
168,2,5:56.0,,R. Hachimura misses 2-pt jump shot from 12 ft,43,43
169,2,5:53.0,Defensive rebound by J. Jackson,,43,43
170,2,5:46.0,D. Finney-Smith makes 2-pt layup from 2 ft (assist by D. Wright),,45,43
171,2,5:33.0,,Personal foul by D. Finney-Smith (drawn by D. Bertāns),45,43
172,2,5:33.0,C. Lee enters the game for D. Finney-Smith,,45,43
173,2,5:33.0,,I. Mahinmi enters the game for D. Bertāns,45,43
174,2,5:17.0,,R. Hachimura misses 2-pt jump shot from 18 ft,45,43
175,2,5:13.0,Defensive rebound by C. Lee,,45,43
176,2,4:59.0,S. Curry misses 2-pt layup from 9 ft (block by I. Mahinmi),,45,43
177,2,4:55.0,Offensive rebound by M. Kleber,,45,43
178,2,4:53.0,J. Jackson misses 3-pt jump shot from 27 ft,,45,43
179,2,4:50.0,Offensive rebound by D. Wright,,45,43
180,2,4:45.0,D. Wright makes 2-pt layup from 3 ft,,47,43
181,2,4:29.0,,B. Beal makes 2-pt jump shot from 22 ft,47,45
182,2,4:13.0,C. Lee makes 3-pt jump shot from 26 ft (assist by D. Wright),,50,45
183,2,4:00.0,,T. Brown makes 3-pt jump shot from 27 ft (assist by I. Smith),50,48
184,2,3:44.0,D. Wright makes 2-pt layup from 4 ft,,52,48
185,2,3:35.0,,I. Smith makes 2-pt layup from 1 ft,52,50
186,2,3:17.0,Def 3 sec tech foul by Team,,52,50
187,2,3:17.0,,I. Bonga enters the game for T. Brown,52,50
188,2,3:17.0,S. Curry makes technical free throw,,53,50
189,2,3:17.0,,D. Bertāns enters the game for R. Hachimura,53,50
190,2,3:07.0,S. Curry misses 2-pt jump shot from 9 ft,,53,50
191,2,3:05.0,,Defensive rebound by D. Bertāns,53,50
192,2,2:56.0,,B. Beal misses 3-pt jump shot from 24 ft,53,50
193,2,2:52.0,,Offensive rebound by I. Mahinmi,53,50
194,2,2:51.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by I. Mahinmi),53,53
195,2,2:49.0,Dallas full timeout,,53,53
196,2,2:49.0,J. Brunson enters the game for J. Jackson,,53,53
197,2,2:49.0,D. Finney-Smith enters the game for C. Lee,,53,53
198,2,2:49.0,T. Hardaway enters the game for D. Wright,,53,53
199,2,2:36.0,M. Kleber makes 2-pt layup from 2 ft (assist by T. Hardaway),,55,53
200,2,2:17.0,,I. Bonga misses 2-pt jump shot from 3 ft,55,53
201,2,2:17.0,Defensive rebound by Team,,55,53
202,2,1:58.0,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Finney-Smith),,58,53
203,2,1:48.0,,I. Smith makes 2-pt layup from 2 ft,58,55
204,2,1:34.0,S. Curry makes 2-pt jump shot from 18 ft (assist by M. Kleber),,60,55
205,2,1:25.0,,Offensive foul by I. Mahinmi (drawn by J. Brunson),60,55
206,2,1:25.0,,Turnover by I. Mahinmi (offensive foul),60,55
207,2,1:09.0,Shooting foul by D. Bertāns (drawn by T. Hardaway),,60,55
208,2,1:09.0,T. Hardaway makes free throw 1 of 2,,61,55
209,2,1:09.0,T. Hardaway makes free throw 2 of 2,,62,55
210,2,0:58.0,,B. Beal makes 2-pt layup from 1 ft,62,57
211,2,0:58.0,,Shooting foul by M. Kleber (drawn by B. Beal),62,57
212,2,0:58.0,,B. Beal makes free throw 1 of 1,62,58
213,2,0:38.0,J. Brunson misses 2-pt jump shot from 5 ft,,62,58
214,2,0:37.0,,Defensive rebound by D. Bertāns,62,58
215,2,0:32.0,,I. Smith makes 2-pt layup from 2 ft (assist by D. Bertāns),62,60
216,2,0:11.0,S. Curry misses 2-pt layup from 2 ft,,62,60
217,2,0:09.0,Offensive rebound by D. Finney-Smith,,62,60
218,2,0:09.0,D. Finney-Smith makes 2-pt dunk from 1 ft,,64,60
219,2,0:02.0,,B. Beal misses 2-pt jump shot from 15 ft,64,60
220,2,0:00.0,,Offensive rebound by I. Mahinmi,64,60
221,2,0:00.0,,I. Mahinmi makes 2-pt layup at rim,64,62
222,3,11:49.0,,R. Hachimura makes 3-pt jump shot from 25 ft (assist by B. Beal),64,65
223,3,11:32.0,Personal foul by I. Mahinmi (drawn by J. Brunson),,64,65
224,3,11:17.0,J. Brunson makes 2-pt hook shot from 5 ft,,66,65
225,3,11:05.0,,Shooting foul by D. Finney-Smith (drawn by I. Mahinmi),66,65
226,3,11:05.0,,I. Mahinmi makes free throw 1 of 2,66,66
227,3,11:05.0,,I. Mahinmi makes free throw 2 of 2,66,67
228,3,10:50.0,T. Hardaway makes 2-pt layup from 6 ft (assist by K. Porziņģis),,68,67
229,3,10:37.0,,R. Hachimura misses 3-pt jump shot from 26 ft,68,67
230,3,10:35.0,,Offensive rebound by I. Smith,68,67
231,3,10:34.0,,I. Bonga misses 3-pt jump shot from 27 ft,68,67
232,3,10:30.0,,Offensive rebound by I. Smith,68,67
233,3,10:22.0,,Turnover by I. Mahinmi (step out of bounds),68,67
234,3,10:11.0,T. Hardaway misses 3-pt jump shot from 26 ft,,68,67
235,3,10:08.0,,Defensive rebound by B. Beal,68,67
236,3,10:05.0,,Offensive foul by B. Beal (drawn by J. Brunson),68,67
237,3,10:05.0,,Turnover by B. Beal (offensive foul),68,67
238,3,9:50.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,68,67
239,3,9:48.0,,Defensive rebound by B. Beal,68,67
240,3,9:41.0,,B. Beal misses 2-pt jump shot from 8 ft,68,67
241,3,9:39.0,Defensive rebound by J. Brunson,,68,67
242,3,9:35.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,68,67
243,3,9:32.0,,Defensive rebound by I. Smith,68,67
244,3,9:27.0,,I. Mahinmi makes 2-pt dunk from 3 ft (assist by I. Smith),68,69
245,3,9:12.0,C. Lee misses 3-pt jump shot from 27 ft,,68,69
246,3,9:09.0,Offensive rebound by C. Lee,,68,69
247,3,9:08.0,C. Lee makes 2-pt layup from 1 ft,,70,69
248,3,8:57.0,,Personal foul by C. Lee (drawn by B. Beal),70,69
249,3,8:49.0,,Shooting foul by K. Porziņģis (drawn by B. Beal),70,69
250,3,8:49.0,,B. Beal makes free throw 1 of 2,70,70
251,3,8:49.0,W. Cauley-Stein enters the game for K. Porziņģis,,70,70
252,3,8:49.0,,B. Beal makes free throw 2 of 2,70,71
253,3,8:38.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by J. Brunson),,73,71
254,3,8:12.0,,I. Mahinmi misses 2-pt hook shot from 10 ft,73,71
255,3,8:09.0,Defensive rebound by W. Cauley-Stein,,73,71
256,3,7:48.0,T. Hardaway misses 2-pt jump shot from 16 ft,,73,71
257,3,7:48.0,Offensive rebound by Team,,73,71
258,3,7:48.0,Turnover by Team (shot clock),,73,71
259,3,7:40.0,,Personal foul by J. Brunson (drawn by I. Mahinmi),73,71
260,3,7:31.0,,I. Smith misses 2-pt jump shot from 16 ft,73,71
261,3,7:28.0,Defensive rebound by W. Cauley-Stein,,73,71
262,3,7:18.0,Shooting foul by I. Bonga (drawn by J. Brunson),,73,71
263,3,7:18.0,J. Brunson makes free throw 1 of 2,,74,71
264,3,7:18.0,,T. Brown enters the game for I. Bonga,74,71
265,3,7:18.0,J. Brunson makes free throw 2 of 2,,75,71
266,3,7:11.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by I. Smith),75,74
267,3,6:55.0,C. Lee makes 3-pt jump shot from 24 ft (assist by J. Brunson),,78,74
268,3,6:32.0,,Turnover by R. Hachimura (bad pass; steal by T. Hardaway),78,74
269,3,6:22.0,Shooting foul by I. Smith (drawn by T. Hardaway),,78,74
270,3,6:22.0,,Washington full timeout,78,74
271,3,6:22.0,,M. Wagner enters the game for I. Mahinmi,78,74
272,3,6:22.0,T. Hardaway makes free throw 1 of 2,,79,74
273,3,6:22.0,T. Hardaway makes free throw 2 of 2,,80,74
274,3,6:05.0,,R. Hachimura misses 3-pt jump shot from 26 ft,80,74
275,3,6:02.0,Defensive rebound by W. Cauley-Stein,,80,74
276,3,5:49.0,W. Cauley-Stein misses 2-pt jump shot from 9 ft,,80,74
277,3,5:48.0,,Defensive rebound by M. Wagner,80,74
278,3,5:37.0,,M. Wagner misses 3-pt jump shot from 26 ft,80,74
279,3,5:35.0,,Offensive rebound by Team,80,74
280,3,5:35.0,S. Curry enters the game for D. Finney-Smith,,80,74
281,3,5:35.0,,D. Bertāns enters the game for R. Hachimura,80,74
282,3,5:23.0,,Turnover by B. Beal (bad pass; steal by S. Curry),80,74
283,3,5:16.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by S. Curry),,82,74
284,3,5:05.0,,B. Beal misses 2-pt layup from 2 ft,82,74
285,3,5:03.0,Defensive rebound by W. Cauley-Stein,,82,74
286,3,4:58.0,Turnover by S. Curry (out of bounds lost ball),,82,74
287,3,4:58.0,,S. Napier enters the game for I. Smith,82,74
288,3,4:39.0,,M. Wagner makes 2-pt layup from 2 ft (assist by T. Brown),82,76
289,3,4:20.0,S. Curry misses 3-pt jump shot from 27 ft,,82,76
290,3,4:16.0,,Defensive rebound by T. Brown,82,76
291,3,4:10.0,,B. Beal makes 2-pt layup from 3 ft (assist by T. Brown),82,78
292,3,4:07.0,Dallas full timeout,,82,78
293,3,4:07.0,M. Kleber enters the game for J. Brunson,,82,78
294,3,4:07.0,D. Wright enters the game for C. Lee,,82,78
295,3,3:51.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by T. Hardaway),,84,78
296,3,3:37.0,,D. Bertāns makes 3-pt jump shot from 29 ft (assist by B. Beal),84,81
297,3,3:13.0,T. Hardaway makes 3-pt jump shot from 25 ft,,87,81
298,3,3:04.0,,B. Beal misses 3-pt jump shot from 28 ft,87,81
299,3,3:01.0,Defensive rebound by W. Cauley-Stein,,87,81
300,3,3:01.0,D. Finney-Smith enters the game for T. Hardaway,,87,81
301,3,2:42.0,W. Cauley-Stein misses 2-pt jump shot from 14 ft,,87,81
302,3,2:38.0,,Defensive rebound by B. Beal,87,81
303,3,2:34.0,,S. Napier makes 3-pt jump shot from 26 ft (assist by B. Beal),87,84
304,3,2:20.0,S. Curry misses 2-pt jump shot from 13 ft,,87,84
305,3,2:16.0,Offensive rebound by S. Curry,,87,84
306,3,2:08.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,87,84
307,3,2:04.0,,Defensive rebound by D. Bertāns,87,84
308,3,1:55.0,,T. Brown makes 2-pt layup from 2 ft (assist by D. Bertāns),87,86
309,3,1:32.0,S. Curry makes 2-pt layup from 5 ft,,89,86
310,3,1:10.0,,D. Bertāns makes 2-pt dunk from 2 ft (assist by B. Beal),89,88
311,3,0:48.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by S. Curry),,91,88
312,3,0:43.0,,Shooting foul by D. Finney-Smith (drawn by B. Beal),91,88
313,3,0:43.0,,B. Beal makes free throw 1 of 2,91,89
314,3,0:43.0,J. Jackson enters the game for D. Finney-Smith,,91,89
315,3,0:43.0,,B. Beal misses free throw 2 of 2,91,89
316,3,0:40.0,Defensive rebound by D. Wright,,91,89
317,3,0:28.0,S. Curry misses 2-pt jump shot from 21 ft,,91,89
318,3,0:26.0,,Defensive rebound by T. Brown,91,89
319,3,0:12.0,,Turnover by B. Beal (bad pass; steal by W. Cauley-Stein),91,89
320,3,0:05.0,J. Jackson makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,93,89
321,3,0:00.0,,S. Napier makes 3-pt jump shot from 29 ft,93,92
322,4,11:54.0,Turnover by D. Wright (lost ball; steal by S. Napier),,93,92
323,4,11:51.0,,D. Bertāns misses 3-pt jump shot from 27 ft,93,92
324,4,11:49.0,,Offensive rebound by S. Napier,93,92
325,4,11:47.0,,D. Bertāns misses 3-pt jump shot from 26 ft,93,92
326,4,11:44.0,Defensive rebound by S. Curry,,93,92
327,4,11:30.0,Shooting foul by D. Bertāns (drawn by J. Jackson),,93,92
328,4,11:30.0,J. Jackson makes free throw 1 of 2,,94,92
329,4,11:30.0,J. Jackson makes free throw 2 of 2,,95,92
330,4,11:22.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by S. Napier),95,95
331,4,11:05.0,Shooting foul by D. Bertāns (drawn by K. Porziņģis),,95,95
332,4,11:05.0,K. Porziņģis makes free throw 1 of 2,,96,95
333,4,11:05.0,K. Porziņģis makes free throw 2 of 2,,97,95
334,4,10:51.0,,S. Napier makes 3-pt jump shot from 26 ft,97,98
335,4,10:30.0,Personal foul by S. Napier (drawn by K. Porziņģis),,97,98
336,4,10:21.0,Turnover by J. Jackson (bad pass),,97,98
337,4,10:04.0,,D. Bertāns makes 3-pt jump shot from 29 ft (assist by S. Napier),97,101
338,4,10:02.0,Dallas full timeout,,97,101
339,4,10:02.0,J. Brunson enters the game for J. Jackson,,97,101
340,4,9:48.0,Turnover by J. Brunson (bad pass),,97,101
341,4,9:47.0,Loose ball foul by K. Porziņģis (drawn by T. Brown),,97,101
342,4,9:36.0,,Turnover by S. Napier (bad pass; steal by K. Porziņģis),97,101
343,4,9:26.0,K. Porziņģis misses 2-pt layup from 2 ft,,97,101
344,4,9:26.0,Offensive rebound by Team,,97,101
345,4,9:26.0,,Loose ball foul by T. Brown (drawn by K. Porziņģis),97,101
346,4,9:26.0,D. Finney-Smith enters the game for S. Curry,,97,101
347,4,9:26.0,T. Hardaway enters the game for M. Kleber,,97,101
348,4,9:16.0,D. Wright makes 2-pt jump shot from 6 ft,,99,101
349,4,9:05.0,,S. Napier misses 3-pt jump shot from 29 ft,99,101
350,4,9:03.0,,Offensive rebound by Team,99,101
351,4,8:57.0,,M. Wagner misses 3-pt jump shot from 26 ft,99,101
352,4,8:53.0,,Offensive rebound by S. Napier,99,101
353,4,8:51.0,,Personal foul by T. Hardaway (drawn by S. Napier),99,101
354,4,8:36.0,,S. Napier misses 2-pt layup from 5 ft,99,101
355,4,8:33.0,Defensive rebound by K. Porziņģis,,99,101
356,4,8:17.0,Turnover by J. Brunson (lost ball; steal by S. Napier),,99,101
357,4,8:08.0,,D. Bertāns misses 3-pt jump shot from 26 ft,99,101
358,4,8:05.0,Defensive rebound by D. Finney-Smith,,99,101
359,4,7:57.0,Shooting foul by I. Bonga (drawn by D. Wright),,99,101
360,4,7:57.0,D. Wright makes free throw 1 of 2,,100,101
361,4,7:57.0,M. Kleber enters the game for K. Porziņģis,,100,101
362,4,7:57.0,,B. Beal enters the game for I. Bonga,100,101
363,4,7:57.0,,I. Smith enters the game for S. Napier,100,101
364,4,7:57.0,D. Wright makes free throw 2 of 2,,101,101
365,4,7:36.0,,I. Smith misses 2-pt jump shot from 18 ft,101,101
366,4,7:32.0,Defensive rebound by M. Kleber,,101,101
367,4,7:24.0,Dallas full timeout,,101,101
368,4,7:24.0,S. Curry enters the game for D. Wright,,101,101
369,4,7:19.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,101,101
370,4,7:17.0,,Defensive rebound by I. Smith,101,101
371,4,7:09.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by I. Smith),101,104
372,4,6:49.0,T. Hardaway misses 2-pt layup from 1 ft (block by I. Smith),,101,104
373,4,6:49.0,Offensive rebound by T. Hardaway,,101,104
374,4,6:46.0,T. Hardaway makes 2-pt layup from 1 ft,,103,104
