,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
0,1,11:42.0,,C. McCollum misses 2-pt jump shot from 6 ft,0,0
1,1,11:40.0,Defensive rebound by D. Favors,,0,0
2,1,11:36.0,B. Ingram misses 2-pt jump shot from 15 ft,,0,0
3,1,11:33.0,,Defensive rebound by C. McCollum,0,0
4,1,11:25.0,,Shooting foul by L. Ball (drawn by C. Anthony),0,0
5,1,11:25.0,,C. Anthony makes free throw 1 of 2,0,1
6,1,11:25.0,,C. Anthony makes free throw 2 of 2,0,2
7,1,11:14.0,L. Ball misses 3-pt jump shot from 26 ft,,0,2
8,1,11:11.0,,Defensive rebound by K. Bazemore,0,2
9,1,11:03.0,,D. Lillard makes 2-pt jump shot from 21 ft,0,4
10,1,10:51.0,D. Favors makes 2-pt layup from 1 ft (assist by L. Ball),,2,4
11,1,10:35.0,,D. Lillard misses 3-pt jump shot from 27 ft,2,4
12,1,10:35.0,Defensive rebound by Team,,2,4
13,1,10:29.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Ingram),,5,4
14,1,10:06.0,,C. McCollum makes 2-pt jump shot from 12 ft (assist by D. Lillard),5,6
15,1,9:58.0,Shooting foul by C. Anthony (drawn by B. Ingram),,5,6
16,1,9:58.0,B. Ingram makes free throw 1 of 3,,6,6
17,1,9:58.0,B. Ingram makes free throw 2 of 3,,7,6
18,1,9:58.0,B. Ingram makes free throw 3 of 3,,8,6
19,1,9:39.0,,C. Anthony makes 2-pt jump shot from 18 ft (assist by C. McCollum),8,8
20,1,9:31.0,B. Ingram misses 2-pt layup from 2 ft (block by H. Whiteside),,8,8
21,1,9:26.0,Offensive rebound by D. Favors,,8,8
22,1,9:26.0,D. Favors makes 2-pt dunk at rim,,10,8
23,1,9:15.0,,D. Lillard misses 2-pt jump shot from 13 ft,10,8
24,1,9:13.0,Defensive rebound by D. Favors,,10,8
25,1,9:08.0,Offensive foul by L. Ball (drawn by C. McCollum),,10,8
26,1,9:08.0,Turnover by L. Ball (offensive foul),,10,8
27,1,8:57.0,,C. McCollum makes 2-pt layup from 1 ft (assist by D. Lillard),10,10
28,1,8:45.0,Shooting foul by K. Bazemore (drawn by D. Favors),,10,10
29,1,8:45.0,D. Favors misses free throw 1 of 2,,10,10
30,1,8:45.0,Offensive rebound by Team,,10,10
31,1,8:45.0,J. Hart enters the game for L. Ball,,10,10
32,1,8:45.0,D. Favors misses free throw 2 of 2,,10,10
33,1,8:43.0,,Defensive rebound by C. Anthony,10,10
34,1,8:30.0,,K. Bazemore misses 2-pt layup from 2 ft,10,10
35,1,8:28.0,Defensive rebound by D. Favors,,10,10
36,1,8:21.0,B. Ingram makes 2-pt layup from 1 ft,,12,10
37,1,8:12.0,,C. Anthony makes 2-pt layup at rim (assist by D. Lillard),12,12
38,1,7:59.0,Personal foul by D. Lillard (drawn by J. Holiday),,12,12
39,1,7:56.0,J. Holiday misses 3-pt jump shot from 23 ft,,12,12
40,1,7:53.0,,Defensive rebound by H. Whiteside,12,12
41,1,7:47.0,,Shooting foul by D. Favors (drawn by D. Lillard),12,12
42,1,7:47.0,,D. Lillard makes free throw 1 of 2,12,13
43,1,7:47.0,,D. Lillard makes free throw 2 of 2,12,14
44,1,7:42.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by J. Holiday),,15,14
45,1,7:26.0,,D. Lillard misses 3-pt jump shot from 28 ft,15,14
46,1,7:25.0,Defensive rebound by B. Ingram,,15,14
47,1,7:10.0,B. Ingram misses 3-pt jump shot from 26 ft,,15,14
48,1,7:07.0,,Defensive rebound by C. Anthony,15,14
49,1,6:55.0,,C. Anthony misses 3-pt jump shot from 25 ft,15,14
50,1,6:53.0,Defensive rebound by D. Favors,,15,14
51,1,6:48.0,J. Hart misses 3-pt jump shot from 23 ft,,15,14
52,1,6:47.0,,Defensive rebound by C. Anthony,15,14
53,1,6:40.0,,Turnover by D. Lillard (bad pass; steal by B. Ingram),15,14
54,1,6:30.0,J. Redick makes 2-pt jump shot from 23 ft (assist by J. Holiday),,17,14
55,1,6:30.0,,Portland full timeout,17,14
56,1,6:18.0,,Turnover by K. Bazemore (bad pass),17,14
57,1,5:58.0,J. Holiday misses 2-pt layup from 1 ft,,17,14
