,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,OKLAHOMA CITY_ACTION,PHILADELPHIA_SCORE,OKLAHOMA CITY_SCORE
32,1,7:35.0,J. Embiid misses 2-pt jump shot from 18 ft,,12,3
33,1,7:33.0,,Defensive rebound by D. Gallinari,12,3
34,1,7:31.0,,S. Gilgeous-Alexander makes 2-pt layup from 3 ft (assist by D. Gallinari),12,5
35,1,7:07.0,J. Embiid makes 2-pt layup from 2 ft,,14,5
36,1,6:57.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by C. Paul),14,8
37,1,6:31.0,A. Horford misses 2-pt jump shot from 23 ft,,14,8
38,1,6:26.0,Offensive rebound by B. Simmons,,14,8
39,1,6:26.0,B. Simmons misses 2-pt layup at rim,,14,8
40,1,6:25.0,Offensive rebound by B. Simmons,,14,8
41,1,6:19.0,Offensive foul by J. Richardson (drawn by D. Gallinari),,14,8
42,1,6:19.0,Turnover by J. Richardson (offensive foul),,14,8
43,1,6:19.0,J. Ennis enters the game for J. Embiid,,14,8
44,1,6:19.0,F. Korkmaz enters the game for J. Richardson,,14,8
45,1,6:07.0,,Offensive foul by D. Gallinari (drawn by J. Ennis),14,8
46,1,6:07.0,,Turnover by D. Gallinari (offensive foul),14,8
47,1,6:07.0,,N. Noel enters the game for S. Adams,14,8
48,1,6:07.0,,D. Schröder enters the game for C. Paul,14,8
49,1,5:54.0,T. Harris misses 2-pt jump shot from 7 ft,,14,8
50,1,5:52.0,,Defensive rebound by N. Noel,14,8
51,1,5:47.0,,D. Schröder misses 3-pt jump shot from 26 ft,14,8
52,1,5:43.0,Defensive rebound by T. Harris,,14,8
53,1,5:24.0,A. Horford makes 2-pt jump shot from 13 ft,,16,8
54,1,5:11.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by J. Ennis),16,8
55,1,5:05.0,J. Ennis misses 2-pt layup from 1 ft,,16,8
56,1,5:02.0,Offensive rebound by A. Horford,,16,8
57,1,5:02.0,A. Horford makes 2-pt layup at rim,,18,8
58,1,4:54.0,,D. Schröder makes 2-pt jump shot from 18 ft,18,10
59,1,4:54.0,,A. Nader enters the game for T. Ferguson,18,10
60,1,4:42.0,Philadelphia full timeout,,18,10
61,1,4:33.0,T. Harris makes 2-pt jump shot from 8 ft,,20,10
62,1,4:19.0,,Def 3 sec tech foul by Team,20,10
63,1,4:19.0,,D. Gallinari makes technical free throw,20,11
64,1,4:18.0,,Personal foul by B. Simmons (drawn by A. Nader),20,11
65,1,4:09.0,,D. Gallinari makes 2-pt layup from 1 ft,20,13
66,1,3:49.0,T. Harris makes 2-pt jump shot from 10 ft,,22,13
67,1,3:29.0,,S. Gilgeous-Alexander misses 2-pt layup from 4 ft,22,13
68,1,3:26.0,Defensive rebound by A. Horford,,22,13
69,1,3:18.0,J. Ennis makes 2-pt layup from 1 ft (assist by A. Horford),,24,13
70,1,3:18.0,,Violation by Team (def goaltending),24,13
71,1,3:11.0,,Def 3 sec tech foul by Team,24,13
72,1,3:11.0,,D. Gallinari makes technical free throw,24,14
73,1,3:11.0,J. Embiid enters the game for J. Ennis,,24,14
74,1,3:11.0,R. Neto enters the game for T. Harris,,24,14
75,1,3:11.0,J. Richardson enters the game for A. Horford,,24,14
76,1,3:11.0,M. Scott enters the game for B. Simmons,,24,14
77,1,3:11.0,,D. Bazley enters the game for D. Gallinari,24,14
78,1,3:11.0,,T. Ferguson enters the game for S. Gilgeous-Alexander,24,14
79,1,3:04.0,,D. Schröder misses 2-pt jump shot from 13 ft,24,14
80,1,3:01.0,Defensive rebound by J. Richardson,,24,14
81,1,2:44.0,J. Embiid misses 2-pt layup from 2 ft,,24,14
82,1,2:41.0,,Defensive rebound by N. Noel,24,14
83,1,2:36.0,,N. Noel makes 2-pt jump shot from 15 ft (assist by T. Ferguson),24,16
84,1,2:13.0,Shooting foul by N. Noel (drawn by J. Embiid),,24,16
85,1,2:13.0,J. Embiid misses free throw 1 of 2,,24,16
86,1,2:13.0,Offensive rebound by Team,,24,16
87,1,2:13.0,J. Embiid misses free throw 2 of 2,,24,16
88,1,2:09.0,,Defensive rebound by N. Noel,24,16
89,1,1:59.0,,Shooting foul by M. Scott (drawn by D. Schröder),24,16
90,1,1:59.0,,D. Schröder makes free throw 1 of 2,24,17
91,1,1:59.0,,D. Schröder makes free throw 2 of 2,24,18
92,1,1:45.0,F. Korkmaz misses 2-pt jump shot from 10 ft,,24,18
93,1,1:42.0,,Defensive rebound by D. Bazley,24,18
94,1,1:27.0,,Offensive foul by A. Nader (drawn by R. Neto),24,18
95,1,1:27.0,,Turnover by A. Nader (offensive foul),24,18
96,1,1:15.0,Turnover by J. Richardson (bad pass; steal by N. Noel),,24,18
97,1,1:11.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by D. Schröder),24,21
98,1,0:56.0,R. Neto makes 3-pt jump shot from 25 ft (assist by F. Korkmaz),,27,21
99,1,0:32.0,,A. Nader makes 2-pt layup from 2 ft,27,23
100,1,0:14.0,J. Richardson makes 2-pt jump shot from 18 ft,,29,23
101,1,0:01.0,,Shooting foul by J. Embiid (drawn by D. Bazley),29,23
102,1,0:01.0,,D. Bazley misses free throw 1 of 2,29,23
103,1,0:01.0,,Offensive rebound by Team,29,23
104,1,0:01.0,,D. Bazley makes free throw 2 of 2,29,24
105,2,11:45.0,,D. Schröder misses 3-pt jump shot from 23 ft,29,24
106,2,11:42.0,Defensive rebound by R. Neto,,29,24
107,2,11:29.0,Personal foul by S. Adams (drawn by J. Embiid),,29,24
108,2,11:14.0,Turnover by Team (shot clock),,29,24
109,2,11:07.0,,Personal foul by R. Neto (drawn by D. Schröder),29,24
110,2,10:55.0,,Shooting foul by R. Neto (drawn by D. Schröder),29,24
111,2,10:55.0,,D. Schröder misses free throw 1 of 2,29,24
112,2,10:55.0,,Offensive rebound by Team,29,24
113,2,10:55.0,,D. Schröder misses free throw 2 of 2,29,24
114,2,10:51.0,,Offensive rebound by S. Adams,29,24
115,2,10:40.0,,S. Adams makes 2-pt layup from 1 ft (assist by D. Schröder),29,26
116,2,10:18.0,R. Neto misses 3-pt jump shot from 25 ft,,29,26
117,2,10:18.0,,Defensive rebound by Team,29,26
118,2,10:18.0,Loose ball foul by J. Embiid (drawn by T. Ferguson),,29,26
119,2,10:07.0,,D. Bazley makes 2-pt dunk from 1 ft (assist by C. Paul),29,28
120,2,9:42.0,T. Harris misses 2-pt jump shot from 10 ft,,29,28
121,2,9:40.0,,Defensive rebound by S. Adams,29,28
122,2,9:24.0,,S. Adams misses 2-pt layup from 3 ft,29,28
123,2,9:22.0,Defensive rebound by T. Harris,,29,28
124,2,9:21.0,Turnover by T. Harris (lost ball; steal by S. Adams),,29,28
125,2,9:14.0,,D. Schröder misses 3-pt jump shot from 26 ft,29,28
126,2,9:11.0,Defensive rebound by M. Scott,,29,28
127,2,9:06.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Richardson),,32,28
128,2,9:06.0,A. Horford enters the game for J. Embiid,,32,28
129,2,9:06.0,B. Simmons enters the game for R. Neto,,32,28
130,2,9:06.0,M. Thybulle enters the game for M. Scott,,32,28
131,2,9:06.0,,N. Noel enters the game for S. Adams,32,28
132,2,8:38.0,,C. Paul makes 3-pt jump shot from 27 ft,32,31
133,2,8:23.0,Personal foul by D. Schröder (drawn by B. Simmons),,32,31
134,2,8:14.0,A. Horford misses 2-pt jump shot from 18 ft,,32,31
135,2,8:11.0,,Defensive rebound by C. Paul,32,31
136,2,7:58.0,,N. Noel misses 2-pt layup from 4 ft,32,31
137,2,7:55.0,,Offensive rebound by N. Noel,32,31
138,2,7:53.0,,T. Ferguson makes 2-pt layup from 2 ft (assist by D. Schröder),32,33
139,2,7:53.0,Philadelphia full timeout,,32,33
140,2,7:53.0,F. Korkmaz enters the game for J. Richardson,,32,33
141,2,7:39.0,A. Horford misses 3-pt jump shot from 25 ft,,32,33
142,2,7:36.0,,Defensive rebound by Team,32,33
143,2,7:30.0,,Offensive foul by N. Noel (drawn by M. Thybulle),32,33
144,2,7:30.0,,Turnover by N. Noel (offensive foul),32,33
145,2,7:17.0,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by B. Simmons),,35,33
146,2,6:57.0,,Personal foul by M. Thybulle (drawn by C. Paul),35,33
147,2,6:50.0,,C. Paul misses 2-pt jump shot from 15 ft,35,33
148,2,6:48.0,Defensive rebound by B. Simmons,,35,33
149,2,6:33.0,T. Harris misses 2-pt layup from 3 ft,,35,33
150,2,6:31.0,Offensive rebound by B. Simmons,,35,33
151,2,6:27.0,T. Harris makes 3-pt jump shot from 23 ft (assist by M. Thybulle),,38,33
152,2,6:20.0,,Personal foul by F. Korkmaz (drawn by C. Paul),38,33
153,2,6:20.0,,C. Paul makes free throw 1 of 2,38,34
154,2,6:20.0,,D. Gallinari enters the game for D. Bazley,38,34
155,2,6:20.0,,S. Gilgeous-Alexander enters the game for T. Ferguson,38,34
156,2,6:20.0,,A. Nader enters the game for D. Schröder,38,34
157,2,6:20.0,,C. Paul makes free throw 2 of 2,38,35
158,2,6:06.0,Turnover by M. Thybulle (bad pass; steal by N. Noel),,38,35
159,2,6:05.0,,Personal foul by M. Thybulle (drawn by N. Noel),38,35
160,2,6:05.0,,N. Noel makes free throw 1 of 2,38,36
161,2,6:05.0,,N. Noel makes free throw 2 of 2,38,37
162,2,5:53.0,F. Korkmaz misses 2-pt jump shot from 21 ft (block by A. Nader),,38,37
163,2,5:51.0,,Defensive rebound by C. Paul,38,37
164,2,5:43.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by N. Noel),38,40
165,2,5:18.0,A. Horford makes 2-pt jump shot from 9 ft,,40,40
166,2,4:58.0,,Turnover by N. Noel (lost ball; steal by A. Horford),40,40
167,2,4:51.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,40,40
168,2,4:50.0,Offensive rebound by A. Horford,,40,40
169,2,4:48.0,M. Thybulle misses 3-pt jump shot from 23 ft,,40,40
170,2,4:45.0,,Defensive rebound by N. Noel,40,40
171,2,4:29.0,,N. Noel makes 2-pt dunk from 2 ft (assist by S. Gilgeous-Alexander),40,42
172,2,4:13.0,T. Harris misses 3-pt jump shot from 25 ft,,40,42
173,2,4:10.0,,Defensive rebound by A. Nader,40,42
174,2,4:03.0,,C. Paul misses 3-pt jump shot from 26 ft,40,42
175,2,4:01.0,Defensive rebound by B. Simmons,,40,42
176,2,3:56.0,Turnover by B. Simmons (bad pass; steal by A. Nader),,40,42
177,2,3:55.0,,Oklahoma City full timeout,40,42
178,2,3:55.0,J. Embiid enters the game for T. Harris,,40,42
179,2,3:55.0,J. Ennis enters the game for A. Horford,,40,42
180,2,3:55.0,J. Richardson enters the game for F. Korkmaz,,40,42
181,2,3:55.0,M. Scott enters the game for M. Thybulle,,40,42
182,2,3:55.0,,S. Adams enters the game for N. Noel,40,42
183,2,3:55.0,,D. Schröder enters the game for C. Paul,40,42
184,2,3:46.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,40,42
185,2,3:43.0,,Offensive rebound by S. Adams,40,42
186,2,3:37.0,,D. Gallinari makes 2-pt layup from 3 ft,40,44
187,2,3:13.0,J. Embiid misses 2-pt jump shot from 16 ft,,40,44
188,2,3:09.0,,Defensive rebound by D. Schröder,40,44
189,2,3:05.0,,Turnover by D. Schröder (bad pass; steal by J. Embiid),40,44
190,2,2:53.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by J. Embiid),,43,44
191,2,2:40.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,43,44
192,2,2:37.0,Defensive rebound by J. Ennis,,43,44
193,2,2:22.0,J. Ennis misses 3-pt jump shot from 24 ft,,43,44
194,2,2:19.0,Offensive rebound by B. Simmons,,43,44
195,2,2:17.0,M. Scott misses 3-pt jump shot from 23 ft,,43,44
196,2,2:13.0,,Defensive rebound by S. Adams,43,44
197,2,2:04.0,,D. Schröder makes 2-pt layup from 2 ft (assist by S. Adams),43,46
198,2,1:56.0,Shooting foul by S. Gilgeous-Alexander (drawn by B. Simmons),,43,46
199,2,1:56.0,B. Simmons misses free throw 1 of 2,,43,46
200,2,1:56.0,Offensive rebound by Team,,43,46
201,2,1:56.0,B. Simmons misses free throw 2 of 2,,43,46
202,2,1:54.0,,Defensive rebound by D. Gallinari,43,46
203,2,1:37.0,,S. Gilgeous-Alexander makes 2-pt dunk from 2 ft (assist by D. Gallinari),43,48
204,2,1:11.0,J. Richardson makes 2-pt jump shot from 19 ft,,45,48
205,2,1:11.0,,C. Paul enters the game for A. Nader,45,48
206,2,0:51.0,,Personal foul by J. Richardson (drawn by C. Paul),45,48
207,2,0:51.0,,C. Paul makes free throw 1 of 2,45,49
208,2,0:51.0,F. Korkmaz enters the game for J. Richardson,,45,49
209,2,0:51.0,,C. Paul makes free throw 2 of 2,45,50
210,2,0:47.0,Personal take foul by C. Paul (drawn by B. Simmons),,45,50
211,2,0:47.0,B. Simmons makes free throw 1 of 2,,46,50
212,2,0:47.0,B. Simmons makes free throw 2 of 2,,47,50
213,2,0:28.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft,47,53
214,2,0:07.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,47,53
215,2,0:04.0,Offensive rebound by J. Embiid,,47,53
216,2,0:04.0,J. Embiid makes 2-pt layup from 1 ft,,49,53
217,2,0:01.0,,Personal foul by B. Simmons (drawn by S. Gilgeous-Alexander),49,53
218,2,0:01.0,,S. Gilgeous-Alexander makes free throw 1 of 2,49,54
219,2,0:01.0,,S. Gilgeous-Alexander misses free throw 2 of 2,49,54
220,2,0:00.0,Defensive rebound by J. Embiid,,49,54
221,3,11:43.0,,D. Gallinari misses 3-pt jump shot from 26 ft,49,54
222,3,11:41.0,Defensive rebound by J. Richardson,,49,54
223,3,11:36.0,B. Simmons makes 2-pt hook shot from 2 ft,,51,54
224,3,11:23.0,,Offensive foul by D. Gallinari (drawn by B. Simmons),51,54
225,3,11:23.0,,Turnover by D. Gallinari (offensive foul),51,54
226,3,11:09.0,Personal foul by T. Ferguson (drawn by J. Richardson),,51,54
227,3,10:57.0,J. Richardson makes 3-pt jump shot from 28 ft (assist by J. Embiid),,54,54
228,3,10:43.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by C. Paul),54,57
229,3,10:24.0,Turnover by B. Simmons (lost ball; steal by S. Gilgeous-Alexander),,54,57
230,3,10:18.0,,Shooting foul by T. Harris (drawn by D. Gallinari),54,57
231,3,10:18.0,,D. Gallinari makes free throw 1 of 2,54,58
232,3,10:18.0,,D. Gallinari makes free throw 2 of 2,54,59
233,3,10:03.0,T. Harris makes 2-pt jump shot from 6 ft,,56,59
234,3,9:41.0,,S. Adams makes 2-pt hook shot from 10 ft (assist by S. Gilgeous-Alexander),56,61
235,3,9:27.0,A. Horford misses 2-pt layup from 3 ft,,56,61
236,3,9:25.0,,Defensive rebound by S. Adams,56,61
237,3,9:22.0,,T. Ferguson makes 3-pt jump shot from 26 ft (assist by C. Paul),56,64
238,3,9:13.0,Philadelphia full timeout,,56,64
239,3,9:05.0,,Loose ball foul by T. Ferguson (drawn by J. Richardson),56,64
240,3,8:57.0,J. Embiid makes 2-pt hook shot from 7 ft (assist by A. Horford),,58,64
241,3,8:34.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 21 ft,58,64
242,3,8:32.0,Defensive rebound by J. Embiid,,58,64
243,3,8:11.0,J. Richardson misses 2-pt layup from 3 ft,,58,64
244,3,8:10.0,Offensive rebound by Team,,58,64
245,3,7:56.0,T. Harris misses 2-pt jump shot from 2 ft (block by S. Adams),,58,64
246,3,7:55.0,Offensive rebound by B. Simmons,,58,64
247,3,7:55.0,B. Simmons makes 2-pt layup from 1 ft,,60,64
248,3,7:39.0,,C. Paul makes 2-pt jump shot from 14 ft,60,66
249,3,7:27.0,B. Simmons misses 2-pt layup from 3 ft,,60,66
250,3,7:27.0,Offensive rebound by J. Richardson,,60,66
251,3,7:22.0,J. Richardson makes 2-pt layup from 1 ft,,62,66
252,3,7:14.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 24 ft,62,66
253,3,7:12.0,Defensive rebound by J. Embiid,,62,66
254,3,7:08.0,J. Embiid misses 3-pt jump shot from 27 ft,,62,66
255,3,7:04.0,,Defensive rebound by D. Gallinari,62,66
256,3,6:58.0,,C. Paul misses 3-pt jump shot from 26 ft,62,66
257,3,6:56.0,,Offensive rebound by S. Adams,62,66
258,3,6:55.0,,S. Adams makes 2-pt layup from 1 ft,62,68
259,3,6:29.0,B. Simmons makes 2-pt layup from 2 ft (assist by T. Harris),,64,68
260,3,6:21.0,,Shooting foul by J. Richardson (drawn by S. Gilgeous-Alexander),64,68
261,3,6:21.0,,S. Gilgeous-Alexander makes free throw 1 of 2,64,69
262,3,6:21.0,J. Ennis enters the game for J. Embiid,,64,69
263,3,6:21.0,F. Korkmaz enters the game for J. Richardson,,64,69
264,3,6:21.0,,N. Noel enters the game for S. Adams,64,69
265,3,6:21.0,,S. Gilgeous-Alexander makes free throw 2 of 2,64,70
266,3,6:07.0,Shooting foul by N. Noel (drawn by A. Horford),,64,70
267,3,6:07.0,A. Horford makes free throw 1 of 2,,65,70
268,3,6:07.0,,D. Schröder enters the game for S. Gilgeous-Alexander,65,70
269,3,6:07.0,A. Horford misses free throw 2 of 2,,65,70
270,3,6:05.0,,Defensive rebound by N. Noel,65,70
271,3,5:51.0,,D. Gallinari makes 2-pt dunk from 1 ft (assist by D. Schröder),65,72
272,3,5:29.0,A. Horford misses 2-pt jump shot from 10 ft,,65,72
273,3,5:28.0,Offensive rebound by Team,,65,72
274,3,5:28.0,,Loose ball foul by N. Noel (drawn by J. Ennis),65,72
275,3,5:28.0,,S. Gilgeous-Alexander enters the game for C. Paul,65,72
276,3,5:15.0,T. Harris misses 2-pt jump shot from 18 ft,,65,72
277,3,5:11.0,,Defensive rebound by N. Noel,65,72
278,3,4:58.0,,Turnover by N. Noel (bad pass; steal by A. Horford),65,72
279,3,4:51.0,T. Harris makes 2-pt layup from 3 ft (assist by B. Simmons),,67,72
280,3,4:35.0,,Oklahoma City full timeout,67,72
281,3,4:23.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,67,72
282,3,4:21.0,Defensive rebound by B. Simmons,,67,72
283,3,4:16.0,A. Horford misses 3-pt jump shot from 26 ft,,67,72
284,3,4:16.0,Offensive rebound by B. Simmons,,67,72
285,3,4:12.0,A. Horford makes 3-pt jump shot from 26 ft (assist by B. Simmons),,70,72
286,3,3:58.0,,D. Schröder makes 2-pt jump shot from 15 ft,70,74
287,3,3:42.0,Turnover by B. Simmons (3 sec),,70,74
288,3,3:42.0,M. Scott enters the game for T. Harris,,70,74
289,3,3:42.0,,D. Bazley enters the game for D. Gallinari,70,74
290,3,3:30.0,,T. Ferguson misses 3-pt jump shot from 26 ft,70,74
291,3,3:27.0,Defensive rebound by M. Scott,,70,74
292,3,3:22.0,M. Scott makes 3-pt jump shot from 26 ft (assist by B. Simmons),,73,74
293,3,3:22.0,J. Richardson enters the game for F. Korkmaz,,73,74
294,3,3:22.0,,A. Nader enters the game for T. Ferguson,73,74
295,3,2:59.0,,Turnover by N. Noel (bad pass),73,74
296,3,2:54.0,Personal foul by D. Schröder (drawn by J. Richardson),,73,74
297,3,2:54.0,J. Richardson makes free throw 1 of 2,,74,74
298,3,2:54.0,J. Embiid enters the game for A. Horford,,74,74
299,3,2:54.0,,S. Adams enters the game for N. Noel,74,74
300,3,2:54.0,J. Richardson makes free throw 2 of 2,,75,74
301,3,2:44.0,,D. Schröder misses 3-pt jump shot from 26 ft,75,74
302,3,2:41.0,Defensive rebound by J. Embiid,,75,74
303,3,2:23.0,Shooting foul by S. Adams (drawn by J. Embiid),,75,74
304,3,2:23.0,J. Embiid makes free throw 1 of 2,,76,74
305,3,2:23.0,J. Embiid makes free throw 2 of 2,,77,74
306,3,2:09.0,,Turnover by S. Adams (lost ball; steal by B. Simmons),77,74
307,3,2:03.0,J. Richardson makes 2-pt dunk from 1 ft (assist by B. Simmons),,79,74
308,3,1:52.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 14 ft,79,76
309,3,1:37.0,J. Embiid makes 2-pt jump shot from 15 ft (assist by M. Scott),,81,76
310,3,1:23.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,81,76
311,3,1:21.0,Defensive rebound by M. Scott,,81,76
312,3,1:16.0,J. Richardson misses 3-pt jump shot from 26 ft,,81,76
313,3,1:13.0,Offensive rebound by J. Ennis,,81,76
314,3,1:12.0,Turnover by J. Richardson (traveling),,81,76
315,3,0:53.0,,S. Gilgeous-Alexander makes 2-pt layup from 6 ft,81,78
316,3,0:31.0,J. Richardson makes 2-pt jump shot from 18 ft,,83,78
317,3,0:17.0,,D. Bazley makes 2-pt layup from 2 ft (assist by S. Adams),83,80
318,3,0:01.0,J. Embiid misses 3-pt jump shot from 28 ft,,83,80
319,3,0:01.0,Offensive rebound by Team,,83,80
320,4,11:39.0,Shooting foul by A. Nader (drawn by J. Richardson),,83,80
321,4,11:39.0,J. Richardson misses free throw 1 of 2,,83,80
322,4,11:39.0,Offensive rebound by Team,,83,80
323,4,11:39.0,J. Richardson makes free throw 2 of 2,,84,80
324,4,11:27.0,,Shooting foul by J. Richardson (drawn by A. Nader),84,80
325,4,11:27.0,,A. Nader makes free throw 1 of 2,84,81
326,4,11:27.0,T. Harris enters the game for J. Richardson,,84,81
327,4,11:27.0,Violation by Team (delay of game),,84,81
328,4,11:27.0,,A. Nader misses free throw 2 of 2,84,81
329,4,11:24.0,Defensive rebound by J. Embiid,,84,81
330,4,11:12.0,Personal foul by N. Noel (drawn by J. Embiid),,84,81
331,4,11:01.0,J. Embiid misses 2-pt hook shot from 7 ft,,84,81
332,4,10:59.0,,Defensive rebound by C. Paul,84,81
333,4,10:56.0,,D. Schröder misses 3-pt jump shot from 26 ft,84,81
334,4,10:55.0,Defensive rebound by Team,,84,81
335,4,10:46.0,Shooting foul by C. Paul (drawn by B. Simmons),,84,81
336,4,10:46.0,B. Simmons makes free throw 1 of 2,,85,81
337,4,10:46.0,B. Simmons makes free throw 2 of 2,,86,81
338,4,10:32.0,,A. Nader misses 3-pt jump shot from 25 ft,86,81
339,4,10:29.0,Defensive rebound by Team,,86,81
340,4,10:12.0,J. Embiid misses 2-pt jump shot from 3 ft,,86,81
341,4,10:10.0,Offensive rebound by B. Simmons,,86,81
342,4,10:09.0,B. Simmons makes 2-pt dunk from 1 ft,,88,81
343,4,9:59.0,,Turnover by D. Schröder (out of bounds lost ball),88,81
344,4,9:43.0,Offensive foul by J. Embiid (drawn by N. Noel),,88,81
345,4,9:43.0,Turnover by J. Embiid (offensive foul),,88,81
346,4,9:29.0,,C. Paul makes 2-pt jump shot from 12 ft,88,83
347,4,9:20.0,Offensive foul by B. Simmons (drawn by A. Nader),,88,83
348,4,9:20.0,Turnover by B. Simmons (offensive foul),,88,83
349,4,9:03.0,,A. Nader misses 2-pt jump shot from 15 ft,88,83
350,4,9:00.0,Defensive rebound by M. Scott,,88,83
351,4,8:55.0,Personal foul by A. Nader (drawn by J. Embiid),,88,83
352,4,8:55.0,J. Ennis enters the game for M. Scott,,88,83
353,4,8:55.0,,S. Gilgeous-Alexander enters the game for A. Nader,88,83
354,4,8:49.0,Personal foul by N. Noel (drawn by J. Embiid),,88,83
355,4,8:49.0,,M. Muscala enters the game for N. Noel,88,83
356,4,8:49.0,J. Embiid makes free throw 1 of 2,,89,83
357,4,8:49.0,,Oklahoma City full timeout,89,83
358,4,8:49.0,J. Embiid misses free throw 2 of 2,,89,83
359,4,8:47.0,,Defensive rebound by M. Muscala,89,83
360,4,8:33.0,,Personal foul by J. Ennis (drawn by S. Gilgeous-Alexander),89,83
361,4,8:33.0,A. Horford enters the game for J. Embiid,,89,83
362,4,8:33.0,,T. Ferguson enters the game for D. Schröder,89,83
363,4,8:26.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 20 ft,89,83
364,4,8:22.0,Defensive rebound by T. Harris,,89,83
365,4,8:12.0,B. Simmons makes 2-pt layup from 3 ft (assist by T. Harris),,91,83
366,4,7:59.0,,C. Paul misses 2-pt jump shot from 15 ft,91,83
367,4,7:57.0,Defensive rebound by B. Simmons,,91,83
368,4,7:49.0,T. Harris misses 2-pt dunk from 3 ft,,91,83
369,4,7:47.0,,Defensive rebound by C. Paul,91,83
370,4,7:47.0,,Personal foul by B. Simmons (drawn by C. Paul),91,83
371,4,7:47.0,,D. Gallinari enters the game for D. Bazley,91,83
372,4,7:37.0,,T. Ferguson makes 2-pt layup from 4 ft (assist by S. Gilgeous-Alexander),91,85
373,4,7:20.0,T. Harris makes 3-pt jump shot from 24 ft (assist by B. Simmons),,94,85
374,4,7:14.0,,Personal foul by T. Harris (drawn by T. Ferguson),94,85
375,4,7:06.0,,Def 3 sec tech foul by Team,94,85
376,4,7:06.0,,D. Gallinari makes technical free throw,94,86
377,4,6:57.0,,Personal foul by T. Harris (drawn by C. Paul),94,86
378,4,6:57.0,,C. Paul makes free throw 1 of 2,94,87
379,4,6:57.0,,C. Paul makes free throw 2 of 2,94,88
