,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BROOKLYN_ACTION,SACRAMENTO_SCORE,BROOKLYN_SCORE
79,1,2:18.0,Turnover by Y. Ferrell (bad pass; steal by D. Jordan),,20,21
80,1,2:06.0,,I. Shumpert misses 3-pt jump shot from 22 ft,20,21
81,1,2:03.0,,Offensive rebound by I. Shumpert,20,21
82,1,1:57.0,,I. Shumpert makes 2-pt layup from 1 ft (assist by D. Jordan),20,23
83,1,1:57.0,,Shooting foul by Y. Ferrell (drawn by I. Shumpert),20,23
84,1,1:57.0,,I. Shumpert makes free throw 1 of 1,20,24
85,1,1:47.0,B. Hield misses 2-pt jump shot from 10 ft,,20,24
86,1,1:44.0,,Defensive rebound by D. Jordan,20,24
87,1,1:35.0,,Turnover by T. Pinson (out of bounds lost ball),20,24
88,1,1:35.0,C. Joseph enters the game for B. Hield,,20,24
89,1,1:22.0,H. Barnes misses 2-pt jump shot from 18 ft,,20,24
90,1,1:19.0,,Defensive rebound by D. Jordan,20,24
91,1,1:12.0,,G. Temple misses 3-pt jump shot from 25 ft,20,24
92,1,1:09.0,Defensive rebound by H. Barnes,,20,24
93,1,0:46.0,C. Joseph misses 2-pt jump shot from 21 ft,,20,24
94,1,0:44.0,,Defensive rebound by D. Musa,20,24
95,1,0:39.0,,D. Jordan misses 2-pt layup from 1 ft,20,24
96,1,0:37.0,Defensive rebound by C. Joseph,,20,24
97,1,0:34.0,C. Joseph makes 2-pt layup from 2 ft,,22,24
98,1,0:34.0,Shooting foul by G. Temple (drawn by C. Joseph),,22,24
99,1,0:34.0,B. Hield enters the game for J. James,,22,24
100,1,0:34.0,,S. Dinwiddie enters the game for D. Musa,22,24
101,1,0:34.0,,J. Harris enters the game for T. Pinson,22,24
102,1,0:34.0,,T. Prince enters the game for I. Shumpert,22,24
103,1,0:34.0,C. Joseph makes free throw 1 of 1,,23,24
104,1,0:29.0,,S. Dinwiddie misses 3-pt jump shot from 29 ft,23,24
105,1,0:26.0,,Offensive rebound by D. Jordan,23,24
106,1,0:12.0,,S. Dinwiddie makes 2-pt layup from 1 ft,23,26
107,1,0:00.0,,Instant Replay (Request: Ruling Stands),23,26
108,2,11:45.0,Y. Ferrell misses 2-pt jump shot from 16 ft,,23,26
109,2,11:43.0,,Defensive rebound by Team,23,26
110,2,11:43.0,Loose ball foul by D. Dedmon (drawn by T. Pinson),,23,26
111,2,11:22.0,,T. Pinson misses 2-pt layup from 2 ft,23,26
112,2,11:19.0,,Offensive rebound by D. Jordan,23,26
113,2,11:19.0,,D. Jordan makes 2-pt layup from 1 ft,23,28
114,2,11:08.0,H. Barnes makes 2-pt dunk from 1 ft (assist by D. Dedmon),,25,28
115,2,10:55.0,,J. Harris misses 2-pt jump shot from 17 ft,25,28
116,2,10:52.0,Defensive rebound by D. Dedmon,,25,28
117,2,10:42.0,D. Dedmon misses 3-pt jump shot from 25 ft,,25,28
118,2,10:40.0,,Defensive rebound by T. Pinson,25,28
119,2,10:28.0,,J. Harris makes 3-pt jump shot from 23 ft (assist by D. Jordan),25,31
120,2,10:12.0,Shooting foul by D. Jordan (drawn by J. James),,25,31
121,2,10:12.0,J. James misses free throw 1 of 2,,25,31
122,2,10:12.0,Offensive rebound by Team,,25,31
123,2,10:12.0,J. James misses free throw 2 of 2,,25,31
124,2,10:09.0,,Defensive rebound by G. Temple,25,31
125,2,10:01.0,,J. Harris makes 3-pt jump shot from 23 ft (assist by T. Pinson),25,34
126,2,9:48.0,J. James makes 2-pt jump shot from 15 ft (assist by Y. Ferrell),,27,34
127,2,9:34.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by I. Shumpert),27,37
128,2,9:14.0,Shooting foul by D. Jordan (drawn by H. Barnes),,27,37
129,2,9:14.0,H. Barnes makes free throw 1 of 2,,28,37
130,2,9:14.0,B. Hield enters the game for C. Joseph,,28,37
131,2,9:14.0,H. Barnes makes free throw 2 of 2,,29,37
132,2,9:01.0,,T. Pinson makes 2-pt layup from 3 ft,29,39
133,2,8:52.0,Y. Ferrell makes 2-pt jump shot from 18 ft,,31,39
134,2,8:41.0,,Shooting foul by J. James (drawn by T. Pinson),31,39
135,2,8:41.0,,T. Pinson misses free throw 1 of 2,31,39
136,2,8:41.0,,Offensive rebound by Team,31,39
137,2,8:41.0,N. Bjelica enters the game for H. Barnes,,31,39
138,2,8:41.0,,T. Pinson makes free throw 2 of 2,31,40
139,2,8:18.0,N. Bjelica misses 3-pt jump shot from 26 ft,,31,40
140,2,8:14.0,,Defensive rebound by D. Jordan,31,40
141,2,8:07.0,,J. Harris misses 3-pt jump shot from 26 ft,31,40
142,2,8:03.0,Defensive rebound by N. Bjelica,,31,40
143,2,7:58.0,Turnover by N. Bjelica (bad pass; steal by G. Temple),,31,40
144,2,7:53.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by G. Temple),31,43
145,2,7:51.0,Sacramento full timeout,,31,43
146,2,7:51.0,R. Holmes enters the game for D. Dedmon,,31,43
147,2,7:30.0,Turnover by B. Hield (traveling),,31,43
148,2,7:11.0,,I. Shumpert misses 2-pt jump shot from 21 ft,31,43
149,2,7:07.0,Defensive rebound by Y. Ferrell,,31,43
150,2,6:59.0,Y. Ferrell misses 2-pt jump shot from 20 ft,,31,43
151,2,6:58.0,Offensive rebound by R. Holmes,,31,43
152,2,6:58.0,C. Joseph enters the game for Y. Ferrell,,31,43
153,2,6:58.0,,S. Dinwiddie enters the game for T. Pinson,31,43
154,2,6:58.0,,T. Prince enters the game for I. Shumpert,31,43
155,2,6:53.0,Shooting foul by D. Jordan (drawn by R. Holmes),,31,43
156,2,6:53.0,R. Holmes makes free throw 1 of 2,,32,43
157,2,6:53.0,,J. Allen enters the game for D. Jordan,32,43
158,2,6:53.0,R. Holmes misses free throw 2 of 2,,32,43
159,2,6:51.0,,Defensive rebound by J. Allen,32,43
160,2,6:29.0,,Turnover by G. Temple (bad pass; steal by R. Holmes),32,43
161,2,6:20.0,N. Bjelica makes 2-pt layup from 1 ft (assist by B. Hield),,34,43
162,2,6:06.0,,Personal foul by N. Bjelica (drawn by J. Allen),34,43
163,2,5:58.0,,Shooting foul by R. Holmes (drawn by S. Dinwiddie),34,43
164,2,5:58.0,,S. Dinwiddie makes free throw 1 of 2,34,44
165,2,5:58.0,,S. Dinwiddie makes free throw 2 of 2,34,45
166,2,5:40.0,Turnover by C. Joseph (bad pass),,34,45
167,2,5:26.0,,S. Dinwiddie misses 2-pt layup from 2 ft,34,45
168,2,5:24.0,Defensive rebound by N. Bjelica,,34,45
169,2,5:18.0,C. Joseph misses 3-pt jump shot from 25 ft,,34,45
170,2,5:14.0,,Defensive rebound by J. Allen,34,45
171,2,5:06.0,,T. Prince misses 2-pt layup from 2 ft,34,45
172,2,5:05.0,Defensive rebound by R. Holmes,,34,45
173,2,4:52.0,J. James makes 2-pt jump shot from 7 ft,,36,45
174,2,4:38.0,,Turnover by T. Prince (traveling),36,45
175,2,4:38.0,H. Barnes enters the game for J. James,,36,45
176,2,4:23.0,R. Holmes makes 2-pt layup from 2 ft,,38,45
177,2,4:22.0,,Brooklyn full timeout,38,45
178,2,4:22.0,,D. Musa enters the game for J. Harris,38,45
179,2,4:22.0,,T. Pinson enters the game for G. Temple,38,45
180,2,4:05.0,,S. Dinwiddie makes 2-pt jump shot from 11 ft,38,47
181,2,4:05.0,,Shooting foul by C. Joseph (drawn by S. Dinwiddie),38,47
182,2,4:05.0,,S. Dinwiddie makes free throw 1 of 1,38,48
183,2,3:44.0,N. Bjelica misses 3-pt jump shot from 25 ft,,38,48
184,2,3:41.0,,Defensive rebound by J. Allen,38,48
185,2,3:23.0,,J. Allen misses 2-pt layup from 6 ft (block by R. Holmes),38,48
186,2,3:23.0,Defensive rebound by N. Bjelica,,38,48
187,2,3:19.0,B. Hield misses 3-pt jump shot from 25 ft,,38,48
188,2,3:17.0,,Defensive rebound by D. Musa,38,48
189,2,3:05.0,,D. Musa misses 3-pt jump shot from 29 ft,38,48
190,2,3:01.0,,Offensive rebound by J. Allen,38,48
191,2,2:57.0,,S. Dinwiddie makes 2-pt layup from 2 ft,38,50
192,2,2:43.0,H. Barnes misses 3-pt jump shot from 25 ft,,38,50
193,2,2:40.0,Offensive rebound by R. Holmes,,38,50
194,2,2:36.0,C. Joseph misses 2-pt layup from 2 ft,,38,50
195,2,2:34.0,Offensive rebound by R. Holmes,,38,50
196,2,2:32.0,R. Holmes makes 2-pt layup from 1 ft,,40,50
197,2,2:14.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,40,50
198,2,2:14.0,Defensive rebound by H. Barnes,,40,50
199,2,1:57.0,N. Bjelica makes 2-pt jump shot from 3 ft (assist by R. Holmes),,42,50
200,2,1:42.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by T. Pinson),42,53
201,2,1:27.0,H. Barnes makes 2-pt layup from 3 ft,,44,53
202,2,1:27.0,Shooting foul by T. Prince (drawn by H. Barnes),,44,53
203,2,1:27.0,H. Barnes makes free throw 1 of 1,,45,53
204,2,1:15.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),45,55
205,2,0:54.0,B. Hield makes 2-pt jump shot from 10 ft (assist by C. Joseph),,47,55
206,2,0:43.0,,Shooting foul by C. Joseph (drawn by J. Allen),47,55
207,2,0:43.0,,J. Allen misses free throw 1 of 2,47,55
208,2,0:43.0,,Offensive rebound by Team,47,55
209,2,0:43.0,Y. Ferrell enters the game for C. Joseph,,47,55
210,2,0:43.0,,I. Shumpert enters the game for D. Musa,47,55
211,2,0:43.0,,J. Allen makes free throw 2 of 2,47,56
212,2,0:28.0,Y. Ferrell makes 2-pt jump shot from 17 ft (assist by N. Bjelica),,49,56
213,2,0:09.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,49,56
214,2,0:04.0,Defensive rebound by Y. Ferrell,,49,56
215,2,0:00.0,B. Hield misses 3-pt jump shot from 25 ft,,49,56
216,2,0:00.0,Offensive rebound by Team,,49,56
217,3,11:41.0,C. Joseph misses 3-pt jump shot from 25 ft,,49,56
218,3,11:38.0,,Defensive rebound by Team,49,56
219,3,11:38.0,Violation by Team (delay of game),,49,56
220,3,11:25.0,,T. Prince makes 2-pt jump shot from 18 ft (assist by S. Dinwiddie),49,58
221,3,11:09.0,H. Barnes misses 2-pt layup from 5 ft (block by J. Harris),,49,58
222,3,11:08.0,Offensive rebound by R. Holmes,,49,58
223,3,11:07.0,R. Holmes misses 2-pt hook shot from 1 ft,,49,58
224,3,11:05.0,Offensive rebound by Team,,49,58
225,3,11:05.0,,Loose ball foul by J. Harris (drawn by H. Barnes),49,58
226,3,10:54.0,C. Joseph misses 2-pt jump shot from 12 ft,,49,58
227,3,10:51.0,,Defensive rebound by J. Allen,49,58
228,3,10:34.0,,S. Dinwiddie makes 2-pt layup from 2 ft,49,60
229,3,10:19.0,N. Bjelica misses 2-pt layup from 2 ft,,49,60
230,3,10:12.0,Offensive rebound by N. Bjelica,,49,60
231,3,10:12.0,N. Bjelica makes 2-pt layup from 1 ft,,51,60
232,3,9:54.0,,T. Prince makes 3-pt jump shot from 25 ft,51,63
233,3,9:42.0,Turnover by B. Hield (bad pass),,51,63
234,3,9:30.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),51,66
235,3,9:28.0,Sacramento full timeout,,51,66
236,3,9:13.0,H. Barnes makes 2-pt dunk from 1 ft (assist by R. Holmes),,53,66
237,3,8:56.0,,S. Dinwiddie misses 2-pt jump shot from 3 ft,53,66
238,3,8:55.0,Defensive rebound by R. Holmes,,53,66
239,3,8:49.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by B. Hield),,56,66
240,3,8:29.0,,G. Temple makes 2-pt layup from 1 ft (assist by J. Allen),56,68
241,3,8:17.0,N. Bjelica misses 3-pt jump shot from 29 ft,,56,68
242,3,8:15.0,,Defensive rebound by J. Allen,56,68
243,3,8:08.0,,Personal foul by C. Joseph (drawn by S. Dinwiddie),56,68
244,3,8:02.0,,J. Harris makes 2-pt layup from 2 ft (assist by G. Temple),56,70
245,3,7:48.0,Turnover by B. Hield (lost ball; steal by G. Temple),,56,70
246,3,7:46.0,,G. Temple misses 2-pt layup from 1 ft,56,70
247,3,7:46.0,,Offensive rebound by Team,56,70
248,3,7:46.0,Loose ball foul by R. Holmes (drawn by J. Harris),,56,70
249,3,7:46.0,J. James enters the game for B. Hield,,56,70
250,3,7:34.0,,Turnover by S. Dinwiddie (bad pass; steal by C. Joseph),56,70
251,3,7:30.0,J. James misses 3-pt jump shot from 26 ft,,56,70
252,3,7:27.0,,Defensive rebound by G. Temple,56,70
253,3,7:23.0,,J. Allen makes 2-pt layup from 1 ft (assist by G. Temple),56,72
254,3,7:03.0,H. Barnes makes 2-pt layup from 1 ft (assist by C. Joseph),,58,72
255,3,7:03.0,Shooting foul by J. Allen (drawn by H. Barnes),,58,72
256,3,7:03.0,,Brooklyn full timeout,58,72
257,3,7:03.0,H. Barnes makes free throw 1 of 1,,59,72
258,3,6:48.0,,Turnover by J. Harris (bad pass),59,72
259,3,6:34.0,J. James makes 3-pt jump shot from 23 ft (assist by N. Bjelica),,62,72
260,3,6:21.0,,Personal foul by N. Bjelica (drawn by J. Allen),62,72
261,3,6:21.0,,D. Musa enters the game for G. Temple,62,72
262,3,6:10.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),62,74
263,3,6:06.0,Turnover by H. Barnes (traveling),,62,74
264,3,5:54.0,,S. Dinwiddie makes 2-pt layup from 2 ft,62,76
265,3,5:41.0,J. James misses 2-pt layup from 3 ft (block by J. Harris),,62,76
266,3,5:38.0,,Defensive rebound by S. Dinwiddie,62,76
267,3,5:32.0,,Shooting foul by R. Holmes (drawn by D. Musa),62,76
268,3,5:32.0,,D. Musa misses free throw 1 of 2,62,76
269,3,5:32.0,,Offensive rebound by Team,62,76
270,3,5:32.0,B. Hield enters the game for C. Joseph,,62,76
271,3,5:32.0,Sacramento full timeout,,62,76
272,3,5:32.0,H. Giles enters the game for N. Bjelica,,62,76
273,3,5:32.0,D. Jeffries enters the game for R. Holmes,,62,76
274,3,5:32.0,,I. Shumpert enters the game for J. Harris,62,76
275,3,5:32.0,,D. Musa makes free throw 2 of 2,62,77
276,3,5:20.0,H. Giles misses 2-pt jump shot from 14 ft,,62,77
277,3,5:17.0,,Defensive rebound by T. Prince,62,77
278,3,5:07.0,,Turnover by S. Dinwiddie (bad pass; steal by J. James),62,77
279,3,5:01.0,H. Giles makes 2-pt layup from 1 ft (assist by B. Hield),,64,77
280,3,4:45.0,,Turnover by T. Prince (bad pass),64,77
281,3,4:38.0,B. Hield misses 3-pt jump shot from 26 ft,,64,77
282,3,4:35.0,,Defensive rebound by T. Prince,64,77
283,3,4:34.0,,D. Musa makes 2-pt layup from 2 ft (assist by T. Prince),64,79
284,3,4:34.0,Violation by Team (def goaltending),,64,79
285,3,4:14.0,J. James misses 2-pt jump shot from 15 ft,,64,79
286,3,4:11.0,,Defensive rebound by J. Allen,64,79
287,3,3:52.0,,T. Prince misses 3-pt jump shot from 27 ft,64,79
288,3,3:52.0,Defensive rebound by Team,,64,79
289,3,3:52.0,,Loose ball foul by D. Musa (drawn by J. James),64,79
290,3,3:52.0,,D. Jordan enters the game for J. Allen,64,79
291,3,3:52.0,,T. Pinson enters the game for S. Dinwiddie,64,79
292,3,3:52.0,,G. Temple enters the game for T. Prince,64,79
293,3,3:38.0,B. Hield makes 2-pt layup at rim (assist by H. Giles),,66,79
294,3,3:23.0,,T. Pinson misses 3-pt jump shot from 25 ft,66,79
295,3,3:21.0,Defensive rebound by J. James,,66,79
296,3,3:03.0,H. Giles misses 2-pt jump shot from 12 ft,,66,79
297,3,2:59.0,,Defensive rebound by D. Jordan,66,79
298,3,2:43.0,,Shooting foul by B. Hield (drawn by D. Musa),66,79
299,3,2:43.0,,D. Musa misses free throw 1 of 2,66,79
300,3,2:43.0,,Offensive rebound by Team,66,79
301,3,2:43.0,,D. Musa makes free throw 2 of 2,66,80
302,3,2:30.0,H. Giles makes 2-pt layup from 1 ft,,68,80
303,3,2:11.0,,G. Temple misses 3-pt jump shot from 24 ft,68,80
304,3,2:06.0,Defensive rebound by H. Barnes,,68,80
305,3,2:01.0,J. James misses 2-pt jump shot from 4 ft,,68,80
306,3,1:59.0,,Defensive rebound by D. Jordan,68,80
307,3,1:57.0,,Shooting foul by H. Barnes (drawn by G. Temple),68,80
308,3,1:57.0,,G. Temple makes free throw 1 of 2,68,81
309,3,1:57.0,,G. Temple makes free throw 2 of 2,68,82
310,3,1:42.0,H. Barnes makes 2-pt layup from 2 ft (assist by H. Giles),,70,82
311,3,1:22.0,,T. Pinson misses 2-pt jump shot from 9 ft,70,82
312,3,1:18.0,,Offensive rebound by I. Shumpert,70,82
313,3,1:18.0,,I. Shumpert makes 2-pt layup at rim,70,84
314,3,1:04.0,H. Giles misses 2-pt jump shot from 17 ft,,70,84
315,3,1:01.0,,Defensive rebound by T. Pinson,70,84
316,3,0:59.0,,G. Temple misses 3-pt jump shot from 25 ft,70,84
317,3,0:56.0,Defensive rebound by J. James,,70,84
318,3,0:47.0,B. Hield misses 3-pt jump shot from 25 ft,,70,84
319,3,0:44.0,Offensive rebound by D. Jeffries,,70,84
320,3,0:40.0,Turnover by H. Giles (bad pass; steal by T. Pinson),,70,84
321,3,0:39.0,,Personal foul by H. Giles (drawn by D. Musa),70,84
322,3,0:39.0,,D. Musa makes free throw 1 of 2,70,85
323,3,0:39.0,Y. Ferrell enters the game for D. Jeffries,,70,85
324,3,0:39.0,,D. Musa makes free throw 2 of 2,70,86
325,3,0:28.0,Turnover by J. James (lost ball; steal by I. Shumpert),,70,86
326,3,0:10.0,,G. Temple misses 2-pt layup from 2 ft,70,86
327,3,0:10.0,,Offensive rebound by D. Jordan,70,86
328,3,0:10.0,,Shooting foul by B. Hield (drawn by D. Jordan),70,86
329,3,0:10.0,,D. Jordan misses free throw 1 of 2,70,86
330,3,0:10.0,,Offensive rebound by Team,70,86
331,3,0:10.0,N. Bjelica enters the game for H. Giles,,70,86
332,3,0:10.0,,D. Jordan misses free throw 2 of 2,70,86
333,3,0:08.0,Defensive rebound by H. Barnes,,70,86
334,3,0:01.0,N. Bjelica misses 3-pt jump shot from 25 ft,,70,86
335,3,0:01.0,Offensive rebound by Team,,70,86
336,4,11:51.0,,Shooting foul by N. Bjelica (drawn by J. Harris),70,86
337,4,11:51.0,,Instant Replay (Request: Ruling Stands),70,86
338,4,11:51.0,,J. Harris makes free throw 1 of 3,70,87
339,4,11:51.0,,J. Harris misses free throw 2 of 3,70,87
340,4,11:51.0,,Offensive rebound by Team,70,87
341,4,11:51.0,,J. Harris misses free throw 3 of 3,70,87
342,4,11:49.0,Defensive rebound by J. James,,70,87
343,4,11:33.0,J. James makes 3-pt jump shot from 25 ft (assist by B. Hield),,73,87
344,4,11:19.0,,J. Harris makes 2-pt layup from 1 ft (assist by D. Jordan),73,89
345,4,11:07.0,W. Gabriel misses 3-pt jump shot from 26 ft,,73,89
346,4,11:04.0,,Defensive rebound by J. Harris,73,89
347,4,10:58.0,,T. Pinson makes 2-pt layup from 1 ft,73,91
348,4,10:46.0,W. Gabriel makes 2-pt dunk from 1 ft (assist by B. Hield),,75,91
349,4,10:34.0,,Personal foul by N. Bjelica (drawn by J. Harris),75,91
350,4,10:27.0,Violation by Team (kicked ball),,75,91
351,4,10:24.0,,Personal foul by B. Hield (drawn by T. Pinson),75,91
352,4,10:20.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by T. Pinson),75,94
353,4,10:05.0,B. Hield misses 3-pt jump shot from 25 ft,,75,94
354,4,10:02.0,,Defensive rebound by I. Shumpert,75,94
355,4,9:49.0,,T. Pinson makes 2-pt jump shot from 16 ft,75,96
356,4,9:46.0,Sacramento full timeout,,75,96
357,4,9:46.0,H. Barnes enters the game for W. Gabriel,,75,96
358,4,9:46.0,R. Holmes enters the game for B. Hield,,75,96
359,4,9:36.0,J. James misses 2-pt jump shot from 13 ft,,75,96
360,4,9:33.0,Offensive rebound by Team,,75,96
361,4,9:25.0,Turnover by H. Barnes (out of bounds lost ball),,75,96
362,4,9:16.0,,T. Pinson misses 2-pt layup from 1 ft,75,96
363,4,9:14.0,Defensive rebound by N. Bjelica,,75,96
364,4,9:09.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,75,96
365,4,9:07.0,,Defensive rebound by Team,75,96
366,4,8:56.0,,Turnover by D. Jordan (traveling),75,96
367,4,8:40.0,R. Holmes makes 2-pt jump shot from 4 ft,,77,96
368,4,8:40.0,Shooting foul by T. Pinson (drawn by R. Holmes),,77,96
369,4,8:40.0,R. Holmes makes free throw 1 of 1,,78,96
370,4,8:28.0,,T. Pinson misses 2-pt layup from 3 ft,78,96
371,4,8:26.0,,Offensive rebound by D. Jordan,78,96
372,4,8:25.0,,D. Jordan makes 2-pt dunk at rim,78,98
373,4,8:12.0,R. Holmes makes 2-pt jump shot from 8 ft (assist by Y. Ferrell),,80,98
374,4,8:02.0,,G. Temple makes 2-pt layup from 2 ft,80,100
375,4,7:56.0,Shooting foul by D. Jordan (drawn by N. Bjelica),,80,100
376,4,7:56.0,N. Bjelica makes free throw 1 of 2,,81,100
377,4,7:56.0,N. Bjelica makes free throw 2 of 2,,82,100
378,4,7:33.0,,T. Pinson misses 3-pt jump shot from 25 ft,82,100
379,4,7:31.0,Defensive rebound by Team,,82,100
380,4,7:18.0,Y. Ferrell misses 2-pt jump shot from 14 ft,,82,100
381,4,7:18.0,,Defensive rebound by T. Pinson,82,100
382,4,7:17.0,,Brooklyn full timeout,82,100
383,4,7:17.0,,S. Dinwiddie enters the game for T. Pinson,82,100
384,4,6:59.0,,Offensive foul by S. Dinwiddie (drawn by J. James),82,100
385,4,6:59.0,,Turnover by S. Dinwiddie (offensive foul),82,100
