,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,HOUSTON_ACTION,SAN ANTONIO_SCORE,HOUSTON_SCORE
0,1,11:46.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by C. Capela),0,2
1,1,11:28.0,L. Aldridge makes 2-pt jump shot from 15 ft (assist by D. DeRozan),,2,2
2,1,11:15.0,,Turnover by C. Capela (lost ball; steal by L. Aldridge),2,2
3,1,11:10.0,B. Forbes makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,5,2
4,1,11:06.0,,Turnover by C. Capela (bad pass),5,2
5,1,11:00.0,L. Aldridge makes 2-pt jump shot from 12 ft,,7,2
6,1,10:42.0,,J. Harden misses 2-pt layup from 3 ft,7,2
7,1,10:42.0,,Offensive rebound by J. Harden,7,2
8,1,10:41.0,,J. Harden misses 2-pt layup at rim,7,2
9,1,10:40.0,Defensive rebound by L. Aldridge,,7,2
10,1,10:32.0,D. DeRozan misses 2-pt jump shot from 14 ft,,7,2
11,1,10:30.0,,Defensive rebound by R. Westbrook,7,2
12,1,10:23.0,,Turnover by R. Westbrook (bad pass; steal by B. Forbes),7,2
13,1,10:19.0,T. Lyles makes 2-pt dunk at rim (assist by D. Murray),,9,2
14,1,10:02.0,,D. House misses 2-pt layup from 4 ft,9,2
15,1,10:02.0,Defensive rebound by D. DeRozan,,9,2
16,1,9:54.0,Shooting foul by D. House (drawn by D. DeRozan),,9,2
17,1,9:54.0,D. DeRozan makes free throw 1 of 2,,10,2
18,1,9:54.0,D. DeRozan makes free throw 2 of 2,,11,2
19,1,9:46.0,,J. Harden misses 3-pt jump shot from 25 ft,11,2
20,1,9:44.0,Defensive rebound by Team,,11,2
21,1,9:19.0,D. Murray makes 2-pt jump shot from 9 ft,,13,2
22,1,9:06.0,,P. Tucker misses 3-pt jump shot from 23 ft,13,2
23,1,9:04.0,Defensive rebound by L. Aldridge,,13,2
24,1,8:50.0,L. Aldridge makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,16,2
25,1,8:50.0,,Houston full timeout,16,2
26,1,8:29.0,,J. Harden misses 2-pt layup from 2 ft,16,2
27,1,8:28.0,Defensive rebound by L. Aldridge,,16,2
28,1,8:16.0,T. Lyles misses 2-pt jump shot from 11 ft,,16,2
29,1,8:15.0,,Defensive rebound by C. Capela,16,2
30,1,7:59.0,,R. Westbrook makes 2-pt layup from 2 ft,16,4
31,1,7:44.0,D. DeRozan misses 2-pt jump shot from 19 ft,,16,4
32,1,7:41.0,,Defensive rebound by R. Westbrook,16,4
33,1,7:35.0,,Personal foul by L. Aldridge (drawn by C. Capela),16,4
34,1,7:33.0,,J. Harden misses 2-pt jump shot from 6 ft,16,4
35,1,7:30.0,Defensive rebound by D. Murray,,16,4
36,1,7:23.0,T. Lyles misses 3-pt jump shot from 25 ft,,16,4
37,1,7:20.0,,Defensive rebound by P. Tucker,16,4
38,1,7:15.0,,R. Westbrook makes 3-pt jump shot from 26 ft,16,7
39,1,6:54.0,T. Lyles makes 2-pt dunk from 1 ft (assist by L. Aldridge),,18,7
40,1,6:43.0,,D. House misses 3-pt jump shot from 25 ft,18,7
41,1,6:42.0,Defensive rebound by D. DeRozan,,18,7
42,1,6:26.0,D. Murray makes 2-pt jump shot from 17 ft (assist by D. DeRozan),,20,7
43,1,6:12.0,,Turnover by P. Tucker (bad pass; steal by D. Murray),20,7
44,1,6:08.0,D. Murray makes 2-pt layup at rim,,22,7
45,1,6:08.0,,Technical foul by D. Murray,22,7
46,1,6:08.0,Technical foul by J. Harden,,22,7
47,1,6:08.0,P. Mills enters the game for B. Forbes,,22,7
48,1,6:08.0,,B. McLemore enters the game for D. House,22,7
49,1,5:53.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),22,9
50,1,5:29.0,D. Murray misses 3-pt jump shot from 24 ft,,22,9
51,1,5:29.0,,Defensive rebound by C. Capela,22,9
52,1,5:19.0,,J. Harden misses 2-pt jump shot from 4 ft,22,9
53,1,5:18.0,Defensive rebound by T. Lyles,,22,9
54,1,5:04.0,Personal foul by P. Tucker (drawn by L. Aldridge),,22,9
55,1,5:04.0,R. Gay enters the game for T. Lyles,,22,9
56,1,5:04.0,D. White enters the game for D. Murray,,22,9
57,1,5:04.0,,A. Rivers enters the game for R. Westbrook,22,9
58,1,4:51.0,L. Aldridge makes 2-pt jump shot from 19 ft,,24,9
59,1,4:41.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by A. Rivers),24,12
60,1,4:25.0,L. Aldridge misses 3-pt jump shot from 25 ft,,24,12
61,1,4:24.0,,Defensive rebound by J. Harden,24,12
62,1,4:17.0,,J. Harden misses 3-pt jump shot from 27 ft,24,12
63,1,4:17.0,,Offensive rebound by J. Harden,24,12
64,1,4:13.0,,J. Harden misses 2-pt layup from 2 ft,24,12
65,1,4:10.0,Defensive rebound by L. Aldridge,,24,12
66,1,3:54.0,R. Gay makes 3-pt jump shot from 23 ft (assist by D. White),,27,12
67,1,3:42.0,,B. McLemore makes 2-pt layup from 1 ft (assist by J. Harden),27,14
68,1,3:30.0,R. Gay misses 2-pt jump shot from 12 ft,,27,14
69,1,3:27.0,,Defensive rebound by P. Tucker,27,14
70,1,3:20.0,,B. McLemore misses 3-pt jump shot from 25 ft,27,14
71,1,3:18.0,,Offensive rebound by C. Capela,27,14
72,1,3:14.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by C. Capela),27,17
73,1,3:13.0,San Antonio full timeout,,27,17
74,1,3:13.0,L. Walker enters the game for D. DeRozan,,27,17
75,1,3:13.0,,T. Sefolosha enters the game for P. Tucker,27,17
76,1,3:00.0,L. Aldridge misses 2-pt layup from 3 ft,,27,17
77,1,2:58.0,,Defensive rebound by C. Capela,27,17
78,1,2:51.0,,J. Harden makes 2-pt layup from 1 ft,27,19
79,1,2:45.0,Personal foul by T. Sefolosha (drawn by P. Mills),,27,19
80,1,2:45.0,,R. Westbrook enters the game for J. Harden,27,19
81,1,2:33.0,L. Aldridge makes 2-pt jump shot from 10 ft,,29,19
82,1,2:21.0,,A. Rivers misses 2-pt jump shot from 10 ft,29,19
83,1,2:19.0,Defensive rebound by L. Walker,,29,19
84,1,2:11.0,Turnover by L. Walker (lost ball; steal by A. Rivers),,29,19
85,1,2:00.0,,R. Westbrook misses 3-pt jump shot from 25 ft,29,19
86,1,1:58.0,Defensive rebound by D. White,,29,19
87,1,1:48.0,L. Aldridge misses 2-pt jump shot from 14 ft,,29,19
88,1,1:47.0,,Defensive rebound by B. McLemore,29,19
89,1,1:41.0,,R. Westbrook makes 2-pt layup from 2 ft,29,21
90,1,1:23.0,P. Mills misses 3-pt jump shot from 25 ft,,29,21
91,1,1:23.0,,Defensive rebound by A. Rivers,29,21
92,1,1:08.0,,B. McLemore misses 3-pt jump shot from 25 ft,29,21
93,1,1:07.0,Defensive rebound by R. Gay,,29,21
94,1,0:54.0,D. White makes 3-pt jump shot from 27 ft (assist by R. Gay),,32,21
95,1,0:37.0,,R. Westbrook misses 2-pt jump shot from 13 ft,32,21
96,1,0:37.0,,Offensive rebound by T. Sefolosha,32,21
97,1,0:28.0,,C. Capela misses 2-pt hook shot from 8 ft,32,21
98,1,0:28.0,,Offensive rebound by C. Capela,32,21
99,1,0:23.0,,C. Capela misses 2-pt layup at rim,32,21
100,1,0:23.0,Defensive rebound by L. Aldridge,,32,21
101,1,0:07.0,Shooting foul by A. Rivers (drawn by D. White),,32,21
102,1,0:07.0,D. White makes free throw 1 of 3,,33,21
103,1,0:07.0,D. White makes free throw 2 of 3,,34,21
104,1,0:07.0,J. Poeltl enters the game for L. Aldridge,,34,21
105,1,0:07.0,,G. Clark enters the game for C. Capela,34,21
106,1,0:07.0,D. White makes free throw 3 of 3,,35,21
107,1,0:04.0,,Personal take foul by D. White (drawn by R. Westbrook),35,21
108,1,0:01.0,,R. Westbrook misses 2-pt jump shot from 12 ft (block by R. Gay),35,21
109,1,0:00.0,Defensive rebound by R. Gay,,35,21
110,2,11:41.0,Turnover by P. Mills (bad pass),,35,21
111,2,11:32.0,,G. Clark misses 3-pt jump shot from 25 ft,35,21
112,2,11:30.0,,Offensive rebound by R. Westbrook,35,21
113,2,11:30.0,,R. Westbrook misses 2-pt layup at rim,35,21
114,2,11:28.0,Defensive rebound by D. White,,35,21
115,2,11:21.0,D. White misses 2-pt layup from 3 ft (block by G. Clark),,35,21
116,2,11:21.0,Offensive rebound by Team,,35,21
117,2,11:18.0,P. Mills misses 3-pt jump shot from 24 ft,,35,21
118,2,11:15.0,,Defensive rebound by B. McLemore,35,21
119,2,11:08.0,,R. Westbrook misses 2-pt jump shot from 18 ft,35,21
120,2,11:05.0,,Offensive rebound by G. Clark,35,21
121,2,10:59.0,,T. Sefolosha misses 3-pt jump shot from 26 ft,35,21
122,2,10:59.0,Defensive rebound by L. Walker,,35,21
123,2,10:45.0,Offensive foul by R. Gay (drawn by D. House),,35,21
124,2,10:45.0,Turnover by R. Gay (offensive foul),,35,21
125,2,10:36.0,,R. Westbrook makes 2-pt layup from 2 ft,35,23
126,2,10:27.0,D. White makes 2-pt jump shot from 10 ft,,37,23
127,2,10:27.0,Shooting foul by B. McLemore (drawn by D. White),,37,23
128,2,10:27.0,B. Forbes enters the game for P. Mills,,37,23
129,2,10:27.0,D. White makes free throw 1 of 1,,38,23
130,2,10:18.0,,R. Westbrook makes 2-pt jump shot from 13 ft,38,25
131,2,10:18.0,,Shooting foul by B. Forbes (drawn by R. Westbrook),38,25
132,2,10:18.0,,R. Westbrook misses free throw 1 of 1,38,25
133,2,10:18.0,Defensive rebound by R. Gay,,38,25
134,2,10:05.0,R. Gay misses 3-pt jump shot from 23 ft,,38,25
135,2,10:03.0,,Defensive rebound by B. McLemore,38,25
136,2,9:56.0,,Shooting foul by L. Walker (drawn by B. McLemore),38,25
137,2,9:56.0,,B. McLemore misses free throw 1 of 2,38,25
138,2,9:56.0,,Offensive rebound by Team,38,25
139,2,9:56.0,,B. McLemore makes free throw 2 of 2,38,26
140,2,9:45.0,Turnover by D. White (bad pass),,38,26
141,2,9:38.0,,Turnover by R. Westbrook (bad pass),38,26
142,2,9:19.0,J. Poeltl makes 2-pt hook shot from 8 ft,,40,26
143,2,9:08.0,,T. Sefolosha misses 2-pt jump shot from 19 ft,40,26
144,2,9:06.0,Defensive rebound by D. White,,40,26
145,2,8:58.0,Turnover by D. White (bad pass; steal by D. House),,40,26
146,2,8:55.0,,Turnover by R. Westbrook (bad pass; steal by R. Gay),40,26
147,2,8:50.0,L. Walker misses 3-pt jump shot from 24 ft,,40,26
148,2,8:48.0,Offensive rebound by R. Gay,,40,26
149,2,8:45.0,Shooting foul by G. Clark (drawn by R. Gay),,40,26
150,2,8:45.0,R. Gay makes free throw 1 of 2,,41,26
151,2,8:45.0,D. Murray enters the game for D. White,,41,26
152,2,8:45.0,,J. Harden enters the game for B. McLemore,41,26
153,2,8:45.0,,P. Tucker enters the game for T. Sefolosha,41,26
154,2,8:45.0,R. Gay makes free throw 2 of 2,,42,26
155,2,8:40.0,,J. Harden misses 2-pt layup from 3 ft (block by D. Murray),42,26
156,2,8:39.0,Defensive rebound by R. Gay,,42,26
157,2,8:36.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by R. Gay),,45,26
158,2,8:15.0,,J. Harden misses 3-pt jump shot from 26 ft,45,26
159,2,8:13.0,Defensive rebound by B. Forbes,,45,26
160,2,8:08.0,B. Forbes makes 3-pt jump shot from 25 ft,,48,26
161,2,8:07.0,,Houston full timeout,48,26
162,2,8:07.0,T. Lyles enters the game for R. Gay,,48,26
163,2,7:55.0,,R. Westbrook makes 2-pt layup from 2 ft (assist by J. Harden),48,28
164,2,7:37.0,J. Poeltl misses 2-pt layup from 3 ft,,48,28
165,2,7:37.0,,Defensive rebound by P. Tucker,48,28
166,2,7:29.0,,Offensive foul by J. Harden (drawn by L. Walker),48,28
167,2,7:29.0,,Turnover by J. Harden (offensive foul),48,28
168,2,7:29.0,,Instant Replay (Request: Ruling Stands),48,28
169,2,7:29.0,D. DeRozan enters the game for L. Walker,,48,28
170,2,7:22.0,B. Forbes makes 3-pt jump shot from 27 ft (assist by J. Poeltl),,51,28
171,2,7:14.0,,Shooting foul by J. Poeltl (drawn by R. Westbrook),51,28
172,2,7:14.0,,R. Westbrook makes free throw 1 of 2,51,29
173,2,7:14.0,,R. Westbrook makes free throw 2 of 2,51,30
174,2,7:06.0,B. Forbes makes 3-pt jump shot from 27 ft (assist by J. Poeltl),,54,30
175,2,6:50.0,,R. Westbrook makes 2-pt layup from 2 ft,54,32
176,2,6:38.0,J. Poeltl misses 2-pt layup from 5 ft (block by J. Harden),,54,32
177,2,6:38.0,Offensive rebound by Team,,54,32
178,2,6:38.0,,C. Capela enters the game for G. Clark,54,32
179,2,6:37.0,Turnover by B. Forbes (out of bounds lost ball),,54,32
180,2,6:30.0,,C. Capela makes 2-pt dunk from 2 ft (assist by R. Westbrook),54,34
