,QUARTER,TIME_REMAINING,ATLANTA_ACTION,WASHINGTON_ACTION,ATLANTA_SCORE,WASHINGTON_SCORE
84,1,1:20.0,T. Graham makes 2-pt layup from 3 ft (assist by B. Goodwin),,31,29
85,1,1:07.0,,D. Bertāns misses 2-pt jump shot from 3 ft,31,29
86,1,1:05.0,Defensive rebound by B. Fernando,,31,29
87,1,0:59.0,V. Carter makes 3-pt jump shot from 26 ft (assist by T. Graham),,34,29
88,1,0:41.0,,B. Beal makes 2-pt jump shot from 8 ft,34,31
89,1,0:32.0,B. Goodwin misses 2-pt layup from 4 ft (block by I. Bonga),,34,31
90,1,0:29.0,,Defensive rebound by B. Beal,34,31
91,1,0:09.0,,D. Bertāns misses 3-pt jump shot from 29 ft,34,31
92,1,0:07.0,,Offensive rebound by T. Brown,34,31
93,1,0:07.0,,T. Brown makes 2-pt layup from 2 ft,34,33
94,1,0:01.0,Personal foul by B. Beal (drawn by C. Reddish),,34,33
95,1,0:01.0,Atlanta full timeout,,34,33
96,1,0:01.0,J. Collins enters the game for B. Fernando,,34,33
97,1,0:01.0,K. Huerter enters the game for T. Graham,,34,33
98,1,0:01.0,,J. Robinson enters the game for B. Beal,34,33
99,1,0:00.0,B. Goodwin misses 3-pt jump shot from 29 ft,,34,33
100,1,0:00.0,Offensive rebound by Team,,34,33
101,2,11:48.0,,Turnover by D. Bertāns (bad pass; steal by D. Hunter),34,33
102,2,11:33.0,D. Hunter misses 3-pt jump shot from 26 ft,,34,33
103,2,11:27.0,,Defensive rebound by M. Wagner,34,33
104,2,11:12.0,,Turnover by T. Brown (bad pass),34,33
105,2,10:58.0,Turnover by C. Reddish (bad pass),,34,33
106,2,10:49.0,,Shooting foul by D. Dedmon (drawn by J. Robinson),34,33
107,2,10:49.0,,J. Robinson makes free throw 1 of 2,34,34
108,2,10:49.0,J. Teague enters the game for C. Reddish,,34,34
109,2,10:49.0,,J. Robinson makes free throw 2 of 2,34,35
110,2,10:33.0,J. Teague misses 2-pt jump shot from 6 ft,,34,35
111,2,10:31.0,,Defensive rebound by D. Bertāns,34,35
112,2,10:29.0,,D. Bertāns makes 3-pt jump shot from 30 ft,34,38
113,2,10:02.0,D. Dedmon makes 2-pt layup from 3 ft (assist by K. Huerter),,36,38
114,2,9:58.0,,Shooting foul by D. Hunter (drawn by D. Bertāns),36,38
115,2,9:58.0,,D. Bertāns makes free throw 1 of 2,36,39
116,2,9:58.0,,D. Bertāns makes free throw 2 of 2,36,40
117,2,9:40.0,D. Dedmon misses 2-pt hook shot from 8 ft,,36,40
118,2,9:37.0,,Defensive rebound by T. Brown,36,40
119,2,9:27.0,,D. Bertāns misses 3-pt jump shot from 28 ft,36,40
120,2,9:24.0,Defensive rebound by D. Hunter,,36,40
121,2,9:24.0,Personal take foul by D. Bertāns (drawn by D. Hunter),,36,40
122,2,9:11.0,Turnover by V. Carter (bad pass; steal by J. Robinson),,36,40
123,2,8:57.0,,T. Brown misses 2-pt jump shot from 16 ft,36,40
124,2,8:53.0,Defensive rebound by J. Teague,,36,40
125,2,8:39.0,Shooting foul by M. Wagner (drawn by D. Hunter),,36,40
126,2,8:39.0,D. Hunter misses free throw 1 of 2,,36,40
127,2,8:39.0,Offensive rebound by Team,,36,40
128,2,8:39.0,J. Collins enters the game for V. Carter,,36,40
129,2,8:39.0,D. Hunter makes free throw 2 of 2,,37,40
130,2,8:29.0,,J. Robinson misses 3-pt jump shot from 25 ft,37,40
131,2,8:26.0,,Offensive rebound by M. Wagner,37,40
132,2,8:23.0,,D. Bertāns misses 3-pt jump shot from 25 ft,37,40
133,2,8:18.0,Defensive rebound by D. Dedmon,,37,40
134,2,8:11.0,Turnover by D. Hunter (lost ball; steal by J. Robinson),,37,40
135,2,8:08.0,,Offensive foul by I. Bonga (drawn by D. Dedmon),37,40
136,2,8:08.0,,Turnover by I. Bonga (offensive foul),37,40
137,2,8:08.0,,B. Beal enters the game for I. Bonga,37,40
138,2,7:56.0,K. Huerter makes 2-pt jump shot from 3 ft,,39,40
139,2,7:44.0,,J. Robinson misses 3-pt jump shot from 23 ft,39,40
140,2,7:40.0,Defensive rebound by K. Huerter,,39,40
141,2,7:36.0,Personal foul by T. Brown (drawn by J. Collins),,39,40
142,2,7:36.0,,R. Hachimura enters the game for M. Wagner,39,40
143,2,7:19.0,K. Huerter misses 3-pt jump shot from 26 ft,,39,40
144,2,7:17.0,,Defensive rebound by J. Robinson,39,40
145,2,7:15.0,,R. Hachimura misses 2-pt layup from 1 ft (block by J. Collins),39,40
146,2,7:15.0,Defensive rebound by D. Dedmon,,39,40
147,2,7:09.0,J. Teague makes 2-pt jump shot from 3 ft,,41,40
148,2,7:01.0,,T. Brown makes 3-pt jump shot from 23 ft (assist by D. Bertāns),41,43
149,2,6:59.0,Atlanta full timeout,,41,43
150,2,6:59.0,C. Reddish enters the game for D. Dedmon,,41,43
151,2,6:46.0,J. Teague makes 2-pt jump shot from 3 ft,,43,43
152,2,6:24.0,,J. Robinson makes 3-pt jump shot from 25 ft,43,46
153,2,6:15.0,J. Teague makes 2-pt layup from 2 ft,,45,46
154,2,6:05.0,,B. Beal makes 2-pt layup from 1 ft (assist by T. Brown),45,48
155,2,5:57.0,Personal foul by T. Brown (drawn by J. Collins),,45,48
156,2,5:57.0,,T. Bryant enters the game for D. Bertāns,45,48
157,2,5:57.0,,S. Napier enters the game for T. Brown,45,48
158,2,5:53.0,J. Teague makes 2-pt layup from 2 ft (assist by K. Huerter),,47,48
159,2,5:31.0,,J. Robinson misses 3-pt jump shot from 25 ft,47,48
160,2,5:28.0,Defensive rebound by D. Hunter,,47,48
161,2,5:21.0,C. Reddish makes 2-pt layup from 1 ft,,49,48
162,2,5:12.0,,B. Beal misses 2-pt layup from 5 ft,49,48
163,2,5:12.0,,Offensive rebound by Team,49,48
164,2,5:12.0,,Turnover by B. Beal (traveling),49,48
165,2,4:59.0,D. Hunter makes 3-pt jump shot from 26 ft,,52,48
166,2,4:43.0,,S. Napier makes 3-pt jump shot from 27 ft (assist by J. Robinson),52,51
167,2,4:24.0,Personal foul by J. Robinson (drawn by J. Teague),,52,51
168,2,4:24.0,J. Teague makes free throw 1 of 2,,53,51
169,2,4:24.0,J. Teague misses free throw 2 of 2,,53,51
170,2,4:21.0,,Defensive rebound by J. Robinson,53,51
171,2,4:09.0,,B. Beal misses 2-pt jump shot from 4 ft,53,51
172,2,4:07.0,Defensive rebound by J. Collins,,53,51
173,2,4:02.0,C. Reddish misses 2-pt dunk from 3 ft (block by T. Bryant),,53,51
174,2,4:00.0,Offensive rebound by J. Collins,,53,51
175,2,4:00.0,J. Collins makes 2-pt dunk from 3 ft,,55,51
176,2,4:00.0,,Washington full timeout,55,51
177,2,4:00.0,B. Goodwin enters the game for C. Reddish,,55,51
178,2,4:00.0,T. Graham enters the game for J. Teague,,55,51
179,2,3:39.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by S. Napier),55,54
180,2,3:25.0,Turnover by J. Collins (bad pass),,55,54
181,2,3:06.0,,S. Napier misses 3-pt jump shot from 26 ft,55,54
182,2,3:03.0,Defensive rebound by D. Hunter,,55,54
183,2,2:56.0,D. Hunter misses 2-pt jump shot from 23 ft,,55,54
184,2,2:56.0,,Defensive rebound by Team,55,54
185,2,2:56.0,Loose ball foul by J. Collins (drawn by R. Hachimura),,55,54
186,2,2:56.0,B. Fernando enters the game for J. Collins,,55,54
187,2,2:42.0,,S. Napier makes 2-pt layup from 1 ft,55,56
188,2,2:19.0,Turnover by D. Hunter (bad pass),,55,56
189,2,2:19.0,C. Reddish enters the game for D. Hunter,,55,56
190,2,2:09.0,,S. Napier makes 2-pt layup from 1 ft,55,58
191,2,1:49.0,Turnover by C. Reddish (lost ball; steal by J. Robinson),,55,58
192,2,1:41.0,,B. Beal misses 3-pt jump shot from 26 ft,55,58
193,2,1:40.0,Defensive rebound by Team,,55,58
194,2,1:40.0,J. Teague enters the game for K. Huerter,,55,58
195,2,1:28.0,B. Goodwin makes 2-pt jump shot from 8 ft (assist by B. Fernando),,57,58
196,2,1:09.0,,J. Robinson makes 2-pt jump shot from 23 ft (assist by S. Napier),57,60
197,2,0:55.0,Turnover by C. Reddish (lost ball; steal by S. Napier),,57,60
198,2,0:52.0,,Shooting foul by B. Goodwin (drawn by B. Beal),57,60
199,2,0:52.0,,B. Beal makes free throw 1 of 2,57,61
200,2,0:52.0,K. Huerter enters the game for B. Goodwin,,57,61
201,2,0:52.0,,T. Brown enters the game for J. Robinson,57,61
202,2,0:52.0,,B. Beal makes free throw 2 of 2,57,62
203,2,0:31.0,J. Teague misses 2-pt jump shot from 5 ft,,57,62
204,2,0:28.0,,Defensive rebound by T. Bryant,57,62
205,2,0:25.0,,T. Brown makes 2-pt dunk from 2 ft (assist by B. Beal),57,64
206,2,0:03.0,Turnover by J. Teague (lost ball; steal by B. Beal),,57,64
207,3,11:46.0,,Shooting foul by J. Teague (drawn by R. Hachimura),57,64
208,3,11:46.0,,R. Hachimura makes free throw 1 of 2,57,65
209,3,11:46.0,,R. Hachimura misses free throw 2 of 2,57,65
210,3,11:44.0,Defensive rebound by J. Collins,,57,65
211,3,11:29.0,D. Hunter misses 3-pt jump shot from 23 ft,,57,65
212,3,11:25.0,,Defensive rebound by T. Bryant,57,65
213,3,11:20.0,,B. Beal makes 3-pt jump shot from 28 ft (assist by S. Napier),57,68
214,3,11:19.0,Atlanta full timeout,,57,68
215,3,11:01.0,K. Huerter misses 3-pt jump shot from 31 ft,,57,68
216,3,10:56.0,,Defensive rebound by T. Bryant,57,68
217,3,10:43.0,,R. Hachimura misses 2-pt layup from 3 ft,57,68
218,3,10:42.0,,Offensive rebound by T. Bryant,57,68
219,3,10:39.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by J. Robinson),57,70
220,3,10:22.0,D. Dedmon misses 3-pt jump shot from 25 ft,,57,70
221,3,10:19.0,,Defensive rebound by S. Napier,57,70
222,3,10:06.0,,Turnover by J. Robinson (bad pass; steal by D. Dedmon),57,70
223,3,10:01.0,J. Collins makes 2-pt dunk from 2 ft (assist by K. Huerter),,59,70
224,3,9:35.0,,T. Bryant makes 3-pt jump shot from 25 ft (assist by R. Hachimura),59,73
225,3,9:23.0,Turnover by K. Huerter (bad pass; steal by B. Beal),,59,73
226,3,9:22.0,,Personal foul by K. Huerter (drawn by R. Hachimura),59,73
227,3,9:10.0,,R. Hachimura misses 2-pt jump shot from 14 ft,59,73
228,3,9:08.0,Defensive rebound by D. Dedmon,,59,73
229,3,8:57.0,J. Teague misses 3-pt jump shot from 27 ft,,59,73
230,3,8:54.0,,Defensive rebound by B. Beal,59,73
231,3,8:38.0,,S. Napier misses 2-pt jump shot from 11 ft,59,73
232,3,8:36.0,Defensive rebound by J. Collins,,59,73
233,3,8:23.0,D. Hunter misses 3-pt jump shot from 25 ft,,59,73
234,3,8:19.0,,Defensive rebound by J. Robinson,59,73
235,3,8:13.0,,T. Bryant misses 2-pt layup from 5 ft,59,73
236,3,8:10.0,,Offensive rebound by T. Bryant,59,73
237,3,7:59.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by J. Robinson),59,76
238,3,7:50.0,Offensive foul by D. Hunter (drawn by S. Napier),,59,76
239,3,7:50.0,Turnover by D. Hunter (offensive foul),,59,76
240,3,7:38.0,,Personal foul by J. Teague (drawn by R. Hachimura),59,76
241,3,7:38.0,C. Reddish enters the game for J. Teague,,59,76
242,3,7:22.0,,Turnover by Team (shot clock),59,76
243,3,7:05.0,D. Dedmon makes 2-pt layup from 2 ft (assist by K. Huerter),,61,76
244,3,6:57.0,,T. Bryant misses 3-pt jump shot from 27 ft,61,76
245,3,6:53.0,Defensive rebound by D. Hunter,,61,76
246,3,6:48.0,D. Hunter misses 2-pt jump shot from 14 ft,,61,76
247,3,6:44.0,,Defensive rebound by R. Hachimura,61,76
248,3,6:34.0,,B. Beal makes 3-pt jump shot from 24 ft,61,79
249,3,6:22.0,K. Huerter misses 2-pt jump shot from 20 ft,,61,79
250,3,6:21.0,Offensive rebound by Team,,61,79
251,3,6:21.0,,Loose ball foul by J. Robinson (drawn by D. Dedmon),61,79
252,3,6:21.0,T. Graham enters the game for D. Dedmon,,61,79
253,3,6:21.0,,M. Wagner enters the game for T. Bryant,61,79
254,3,6:09.0,C. Reddish misses 3-pt jump shot from 25 ft,,61,79
255,3,6:05.0,,Defensive rebound by Team,61,79
256,3,5:54.0,,R. Hachimura misses 2-pt layup from 2 ft (block by J. Collins),61,79
257,3,5:49.0,Defensive rebound by T. Graham,,61,79
258,3,5:49.0,Personal foul by M. Wagner (drawn by J. Collins),,61,79
259,3,5:43.0,J. Collins misses 3-pt jump shot from 25 ft,,61,79
260,3,5:39.0,Offensive rebound by T. Graham,,61,79
261,3,5:31.0,D. Hunter makes 2-pt jump shot from 3 ft (assist by K. Huerter),,63,79
262,3,5:16.0,,B. Beal misses 2-pt jump shot from 11 ft,63,79
263,3,5:13.0,Defensive rebound by D. Hunter,,63,79
264,3,5:06.0,J. Collins makes 2-pt layup from 1 ft (assist by C. Reddish),,65,79
265,3,4:40.0,,J. Robinson misses 2-pt layup from 3 ft,65,79
266,3,4:39.0,,Offensive rebound by R. Hachimura,65,79
267,3,4:33.0,,B. Beal misses 3-pt jump shot from 26 ft,65,79
268,3,4:30.0,Defensive rebound by D. Hunter,,65,79
269,3,4:16.0,C. Reddish misses 2-pt layup from 2 ft,,65,79
270,3,4:15.0,Offensive rebound by J. Collins,,65,79
271,3,4:13.0,J. Collins misses 2-pt hook shot from 3 ft,,65,79
272,3,4:10.0,,Defensive rebound by R. Hachimura,65,79
273,3,3:55.0,,J. Robinson makes 2-pt jump shot from 6 ft (assist by B. Beal),65,81
274,3,3:37.0,Shooting foul by M. Wagner (drawn by D. Hunter),,65,81
275,3,3:37.0,Instant Replay (Request: Ruling Stands),,65,81
276,3,3:37.0,B. Fernando enters the game for J. Collins,,65,81
277,3,3:37.0,B. Goodwin enters the game for K. Huerter,,65,81
278,3,3:37.0,,D. Bertāns enters the game for B. Beal,65,81
279,3,3:37.0,,T. Brown enters the game for R. Hachimura,65,81
280,3,3:37.0,D. Hunter misses free throw 1 of 2,,65,81
281,3,3:37.0,Offensive rebound by Team,,65,81
282,3,3:37.0,D. Hunter misses free throw 2 of 2,,65,81
283,3,3:34.0,,Defensive rebound by M. Wagner,65,81
284,3,3:28.0,,Turnover by S. Napier (bad pass; steal by C. Reddish),65,81
285,3,3:24.0,C. Reddish misses 2-pt dunk from 2 ft,,65,81
286,3,3:21.0,,Defensive rebound by J. Robinson,65,81
287,3,3:06.0,,T. Brown misses 2-pt jump shot from 15 ft,65,81
288,3,3:05.0,Defensive rebound by B. Goodwin,,65,81
289,3,2:55.0,Personal foul by D. Bertāns (drawn by T. Graham),,65,81
290,3,2:55.0,,Washington full timeout,65,81
291,3,2:55.0,V. Carter enters the game for D. Hunter,,65,81
292,3,2:49.0,V. Carter misses 3-pt jump shot from 25 ft,,65,81
293,3,2:45.0,,Defensive rebound by M. Wagner,65,81
294,3,2:37.0,,M. Wagner makes 2-pt layup from 2 ft (assist by J. Robinson),65,83
295,3,2:20.0,Turnover by B. Goodwin (lost ball; steal by M. Wagner),,65,83
296,3,2:15.0,,Turnover by J. Robinson (step out of bounds),65,83
297,3,2:15.0,,I. Bonga enters the game for S. Napier,65,83
298,3,2:02.0,C. Reddish makes 3-pt jump shot from 29 ft (assist by B. Goodwin),,68,83
299,3,1:44.0,,Shooting foul by B. Fernando (drawn by I. Bonga),68,83
300,3,1:44.0,,I. Bonga makes free throw 1 of 2,68,84
301,3,1:44.0,,I. Bonga makes free throw 2 of 2,68,85
302,3,1:34.0,C. Reddish makes 2-pt jump shot from 14 ft,,70,85
303,3,1:13.0,,Shooting foul by T. Graham (drawn by D. Bertāns),70,85
304,3,1:13.0,,D. Bertāns misses free throw 1 of 3,70,85
305,3,1:13.0,,Offensive rebound by Team,70,85
306,3,1:13.0,,D. Bertāns makes free throw 2 of 3,70,86
307,3,1:13.0,K. Huerter enters the game for B. Goodwin,,70,86
308,3,1:13.0,J. Teague enters the game for T. Graham,,70,86
309,3,1:13.0,,D. Bertāns misses free throw 3 of 3,70,86
310,3,1:10.0,,Offensive rebound by D. Bertāns,70,86
311,3,1:10.0,,Shooting foul by J. Teague (drawn by D. Bertāns),70,86
312,3,1:10.0,,D. Bertāns makes free throw 1 of 3,70,87
313,3,1:10.0,,D. Bertāns makes free throw 2 of 3,70,88
314,3,1:10.0,,D. Bertāns makes free throw 3 of 3,70,89
315,3,0:58.0,C. Reddish makes 2-pt jump shot from 7 ft,,72,89
316,3,0:47.0,,M. Wagner makes 2-pt layup from 2 ft (assist by J. Robinson),72,91
317,3,0:38.0,V. Carter makes 3-pt jump shot from 25 ft (assist by K. Huerter),,75,91
318,3,0:30.0,,J. Robinson misses 2-pt jump shot from 20 ft,75,91
319,3,0:26.0,Defensive rebound by B. Fernando,,75,91
320,3,0:10.0,Offensive foul by C. Reddish (drawn by M. Wagner),,75,91
321,3,0:10.0,Turnover by C. Reddish (offensive foul),,75,91
322,3,0:03.0,,Shooting foul by C. Reddish (drawn by M. Wagner),75,91
323,3,0:03.0,,M. Wagner makes free throw 1 of 2,75,92
324,3,0:03.0,,M. Wagner makes free throw 2 of 2,75,93
325,3,0:01.0,Turnover by C. Reddish (traveling),,75,93
326,3,0:00.0,,T. Brown misses 2-pt jump shot from 11 ft,75,93
327,3,0:00.0,Defensive rebound by Team,,75,93
328,4,11:44.0,K. Huerter makes 2-pt jump shot from 7 ft,,77,93
329,4,11:24.0,,I. Bonga makes 2-pt layup from 1 ft (assist by M. Wagner),77,95
330,4,11:24.0,,Shooting foul by D. Hunter (drawn by I. Bonga),77,95
331,4,11:24.0,,I. Bonga makes free throw 1 of 1,77,96
332,4,11:08.0,J. Collins makes 2-pt hook shot from 5 ft,,79,96
333,4,11:08.0,Shooting foul by M. Wagner (drawn by J. Collins),,79,96
334,4,11:08.0,J. Collins makes free throw 1 of 1,,80,96
335,4,10:49.0,,Personal foul by K. Huerter (drawn by J. Robinson),80,96
336,4,10:38.0,,D. Bertāns misses 2-pt jump shot from 19 ft,80,96
337,4,10:34.0,Defensive rebound by V. Carter,,80,96
338,4,10:29.0,K. Huerter misses 3-pt jump shot from 29 ft,,80,96
339,4,10:27.0,Offensive rebound by Team,,80,96
340,4,10:27.0,,Loose ball foul by M. Wagner (drawn by V. Carter),80,96
341,4,10:27.0,,T. Bryant enters the game for M. Wagner,80,96
342,4,10:14.0,V. Carter makes 2-pt jump shot from 18 ft,,82,96
343,4,9:59.0,,D. Bertāns misses 3-pt jump shot from 28 ft,82,96
344,4,9:56.0,Defensive rebound by J. Collins,,82,96
345,4,9:49.0,J. Collins makes 3-pt jump shot from 26 ft (assist by J. Teague),,85,96
346,4,9:48.0,,Washington full timeout,85,96
347,4,9:48.0,,B. Beal enters the game for I. Bonga,85,96
348,4,9:48.0,,R. Hachimura enters the game for J. Robinson,85,96
349,4,9:31.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by T. Brown),85,99
350,4,9:13.0,K. Huerter makes 2-pt layup from 1 ft (assist by J. Collins),,87,99
351,4,8:58.0,,Turnover by D. Bertāns (step out of bounds),87,99
352,4,8:48.0,Personal foul by T. Bryant (drawn by J. Collins),,87,99
353,4,8:37.0,K. Huerter misses 2-pt jump shot from 21 ft,,87,99
354,4,8:33.0,,Defensive rebound by T. Bryant,87,99
355,4,8:14.0,,B. Beal makes 2-pt layup from 2 ft (assist by T. Brown),87,101
356,4,8:02.0,J. Collins makes 2-pt layup from 2 ft (assist by K. Huerter),,89,101
357,4,7:48.0,,Shooting foul by J. Collins (drawn by T. Bryant),89,101
358,4,7:48.0,,T. Bryant makes free throw 1 of 2,89,102
359,4,7:48.0,D. Dedmon enters the game for J. Collins,,89,102
360,4,7:48.0,C. Reddish enters the game for J. Teague,,89,102
361,4,7:48.0,,T. Bryant makes free throw 2 of 2,89,103
362,4,7:35.0,C. Reddish misses 2-pt jump shot from 7 ft (block by T. Brown),,89,103
363,4,7:31.0,,Defensive rebound by R. Hachimura,89,103
364,4,7:19.0,,T. Bryant makes 2-pt layup from 6 ft (assist by R. Hachimura),89,105
365,4,6:57.0,D. Hunter makes 2-pt jump shot from 6 ft (assist by K. Huerter),,91,105
366,4,6:42.0,,R. Hachimura misses 2-pt jump shot from 4 ft,91,105
367,4,6:40.0,Defensive rebound by D. Dedmon,,91,105
368,4,6:29.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by K. Huerter),,93,105
369,4,6:13.0,,Personal foul by C. Reddish (drawn by D. Bertāns),93,105
370,4,6:03.0,,B. Beal misses 2-pt layup from 4 ft,93,105
371,4,6:02.0,Defensive rebound by D. Dedmon,,93,105
372,4,5:51.0,K. Huerter misses 3-pt jump shot from 25 ft,,93,105
373,4,5:48.0,,Defensive rebound by T. Brown,93,105
374,4,5:39.0,,T. Brown makes 2-pt layup from 2 ft,93,107
375,4,5:38.0,Atlanta full timeout,,93,107
376,4,5:38.0,J. Collins enters the game for V. Carter,,93,107
377,4,5:38.0,T. Graham enters the game for K. Huerter,,93,107
378,4,5:38.0,J. Teague enters the game for D. Hunter,,93,107
379,4,5:27.0,Turnover by C. Reddish (bad pass; steal by R. Hachimura),,93,107
380,4,5:22.0,,Turnover by R. Hachimura (bad pass; steal by D. Dedmon),93,107
381,4,5:19.0,Turnover by D. Dedmon (bad pass; steal by T. Brown),,93,107
382,4,5:08.0,,D. Bertāns misses 3-pt jump shot from 29 ft,93,107
