,QUARTER,TIME_REMAINING,DETROIT_ACTION,UTAH_ACTION,DETROIT_SCORE,UTAH_SCORE
383,4,5:26.0,A. Drummond misses 2-pt layup from 4 ft,,69,88
384,4,5:24.0,,Defensive rebound by R. Gobert,69,88
385,4,5:17.0,,D. Mitchell makes 2-pt jump shot from 12 ft,69,90
386,4,5:16.0,Detroit full timeout,,69,90
387,4,5:04.0,A. Drummond misses 2-pt jump shot from 3 ft,,69,90
388,4,5:02.0,,Defensive rebound by R. Gobert,69,90
389,4,4:59.0,,Turnover by R. Gobert (bad pass; steal by B. Brown),69,90
390,4,4:55.0,D. Rose makes 3-pt jump shot from 25 ft (assist by B. Brown),,72,90
391,4,4:32.0,,B. Bogdanović makes 2-pt jump shot from 5 ft,72,92
392,4,4:16.0,Personal foul by D. Mitchell (drawn by S. Mykhailiuk),,72,92
393,4,4:05.0,A. Drummond misses 2-pt hook shot from 5 ft,,72,92
394,4,4:02.0,,Defensive rebound by R. Gobert,72,92
395,4,3:55.0,,R. Gobert misses 2-pt hook shot from 1 ft,72,92
396,4,3:53.0,Defensive rebound by A. Drummond,,72,92
397,4,3:39.0,B. Brown misses 2-pt jump shot from 4 ft (block by R. Gobert),,72,92
398,4,3:36.0,,Defensive rebound by D. Mitchell,72,92
399,4,3:35.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,72,92
400,4,3:31.0,Defensive rebound by T. Snell,,72,92
401,4,3:23.0,T. Snell makes 2-pt jump shot from 14 ft,,74,92
402,4,3:07.0,,J. Clarkson makes 3-pt jump shot from 23 ft (assist by D. Mitchell),74,95
403,4,2:46.0,Shooting foul by R. Gobert (drawn by A. Drummond),,74,95
404,4,2:46.0,A. Drummond makes free throw 1 of 2,,75,95
405,4,2:46.0,A. Drummond makes free throw 2 of 2,,76,95
406,4,2:29.0,,Shooting foul by T. Snell (drawn by D. Mitchell),76,95
407,4,2:29.0,,D. Mitchell makes free throw 1 of 2,76,96
408,4,2:29.0,L. King enters the game for A. Drummond,,76,96
409,4,2:29.0,T. Maker enters the game for S. Mykhailiuk,,76,96
410,4,2:29.0,C. Wood enters the game for T. Snell,,76,96
411,4,2:29.0,,T. Bradley enters the game for B. Bogdanović,76,96
412,4,2:29.0,,J. Morgan enters the game for J. Clarkson,76,96
413,4,2:29.0,,G. Niang enters the game for R. Gobert,76,96
414,4,2:29.0,,R. Tucker enters the game for R. O'Neale,76,96
415,4,2:29.0,,D. Mitchell makes free throw 2 of 2,76,97
416,4,2:28.0,Personal foul by D. Mitchell (drawn by D. Rose),,76,97
417,4,2:28.0,,N. Williams-Goss enters the game for D. Mitchell,76,97
418,4,2:28.0,D. Rose misses free throw 1 of 2,,76,97
419,4,2:28.0,Offensive rebound by Team,,76,97
420,4,2:28.0,D. Rose makes free throw 2 of 2,,77,97
421,4,2:16.0,,T. Bradley makes 2-pt layup from 2 ft (assist by N. Williams-Goss),77,99
422,4,1:59.0,Shooting foul by T. Bradley (drawn by T. Maker),,77,99
423,4,1:59.0,T. Maker makes free throw 1 of 2,,78,99
424,4,1:59.0,S. Doumbouya enters the game for D. Rose,,78,99
425,4,1:59.0,T. Maker makes free throw 2 of 2,,79,99
426,4,1:51.0,,R. Tucker misses 3-pt jump shot from 28 ft,79,99
427,4,1:43.0,Defensive rebound by B. Brown,,79,99
428,4,1:33.0,L. King misses 2-pt jump shot from 12 ft,,79,99
429,4,1:30.0,,Defensive rebound by N. Williams-Goss,79,99
430,4,1:22.0,,Turnover by N. Williams-Goss (bad pass; steal by B. Brown),79,99
431,4,1:13.0,Shooting foul by J. Morgan (drawn by B. Brown),,79,99
432,4,1:13.0,B. Brown makes free throw 1 of 2,,80,99
433,4,1:13.0,B. Brown makes free throw 2 of 2,,81,99
434,4,0:56.0,,Shooting foul by L. King (drawn by R. Tucker),81,99
435,4,0:56.0,,R. Tucker misses free throw 1 of 2,81,99
436,4,0:56.0,,Offensive rebound by Team,81,99
437,4,0:56.0,,R. Tucker misses free throw 2 of 2,81,99
438,4,0:52.0,,Offensive rebound by N. Williams-Goss,81,99
439,4,0:49.0,,G. Niang makes 3-pt jump shot from 26 ft (assist by N. Williams-Goss),81,102
440,4,0:32.0,B. Brown misses 2-pt jump shot from 13 ft,,81,102
441,4,0:29.0,,Defensive rebound by R. Tucker,81,102
442,4,0:20.0,,R. Tucker makes 2-pt layup from 2 ft (assist by J. Morgan),81,104
443,4,0:12.0,Turnover by T. Maker (bad pass; steal by N. Williams-Goss),,81,104
