,QUARTER,TIME_REMAINING,ORLANDO_ACTION,LA CLIPPERS_ACTION,ORLANDO_SCORE,LA CLIPPERS_SCORE
48,1,4:54.0,,Defensive rebound by M. Harkless,18,22
49,1,4:41.0,,P. Beverley makes 2-pt layup from 3 ft,18,24
50,1,4:41.0,,Shooting foul by N. Vučević (drawn by P. Beverley),18,24
51,1,4:41.0,,P. Beverley makes free throw 1 of 1,18,25
52,1,4:32.0,T. Ross makes 3-pt jump shot from 25 ft (assist by A. Gordon),,21,25
53,1,4:20.0,,L. Shamet makes 3-pt jump shot from 25 ft (assist by P. Beverley),21,28
54,1,4:09.0,T. Ross misses 3-pt jump shot from 25 ft,,21,28
55,1,4:06.0,,Defensive rebound by P. Beverley,21,28
56,1,3:56.0,,P. Beverley makes 2-pt jump shot from 13 ft,21,30
57,1,3:39.0,A. Gordon makes 3-pt jump shot from 23 ft (assist by E. Fournier),,24,30
58,1,3:33.0,,Personal foul by A. Gordon (drawn by P. Beverley),24,30
59,1,3:33.0,,LA Clippers full timeout,24,30
60,1,3:33.0,,L. Williams enters the game for P. Beverley,24,30
61,1,3:16.0,,K. Leonard makes 2-pt jump shot from 17 ft (assist by L. Williams),24,32
62,1,2:50.0,A. Gordon misses 2-pt jump shot from 17 ft,,24,32
63,1,2:48.0,,Defensive rebound by L. Shamet,24,32
64,1,2:33.0,,M. Harkless misses 2-pt layup from 4 ft,24,32
65,1,2:30.0,,Offensive rebound by Team,24,32
66,1,2:30.0,M. Bamba enters the game for E. Fournier,,24,32
67,1,2:30.0,G. Clark enters the game for A. Gordon,,24,32
68,1,2:30.0,M. Fultz enters the game for N. Vučević,,24,32
69,1,2:30.0,,J. Green enters the game for M. Harkless,24,32
70,1,2:30.0,,M. Harrell enters the game for K. Leonard,24,32
71,1,2:30.0,,R. McGruder enters the game for I. Zubac,24,32
72,1,2:18.0,,L. Williams misses 3-pt jump shot from 27 ft,24,32
73,1,2:16.0,Defensive rebound by G. Clark,,24,32
74,1,1:56.0,G. Clark misses 2-pt hook shot from 9 ft,,24,32
75,1,1:55.0,,Defensive rebound by J. Green,24,32
76,1,1:45.0,,Shooting foul by M. Bamba (drawn by J. Green),24,32
77,1,1:45.0,,J. Green makes free throw 1 of 2,24,33
78,1,1:45.0,,J. Green makes free throw 2 of 2,24,34
79,1,1:32.0,M. Fultz misses 2-pt jump shot from 11 ft,,24,34
80,1,1:31.0,,Defensive rebound by Team,24,34
81,1,1:21.0,,M. Harrell misses 2-pt jump shot from 5 ft,24,34
82,1,1:17.0,Defensive rebound by T. Ross,,24,34
83,1,1:14.0,T. Ross misses 2-pt jump shot from 4 ft,,24,34
84,1,1:11.0,,Defensive rebound by J. Green,24,34
85,1,1:03.0,,L. Shamet misses 3-pt jump shot from 23 ft,24,34
86,1,0:59.0,Defensive rebound by T. Ross,,24,34
87,1,0:52.0,M. Bamba misses 3-pt jump shot from 26 ft,,24,34
88,1,0:47.0,,Defensive rebound by J. Green,24,34
89,1,0:31.0,,L. Williams misses 2-pt jump shot from 5 ft,24,34
90,1,0:30.0,Defensive rebound by T. Ross,,24,34
91,1,0:11.0,M. Fultz makes 2-pt layup from 1 ft,,26,34
92,1,0:01.0,,M. Harrell misses 2-pt jump shot from 18 ft,26,34
93,1,0:00.0,,Offensive rebound by Team,26,34
94,2,11:48.0,T. Ross makes 3-pt jump shot from 25 ft (assist by W. Iwundu),,29,34
95,2,11:30.0,,M. Harrell misses 2-pt layup from 1 ft,29,34
96,2,11:28.0,,Offensive rebound by M. Harrell,29,34
97,2,11:28.0,,M. Harrell makes 2-pt layup from 1 ft,29,36
98,2,11:28.0,,Shooting foul by M. Bamba (drawn by M. Harrell),29,36
99,2,11:28.0,,M. Harrell misses free throw 1 of 1,29,36
100,2,11:25.0,Defensive rebound by W. Iwundu,,29,36
101,2,11:05.0,E. Fournier misses 2-pt jump shot from 13 ft,,29,36
102,2,11:01.0,Offensive rebound by G. Clark,,29,36
103,2,11:00.0,T. Ross misses 3-pt jump shot from 26 ft,,29,36
104,2,10:57.0,,Defensive rebound by J. Green,29,36
105,2,10:52.0,,Personal foul by W. Iwundu (drawn by L. Williams),29,36
106,2,10:41.0,,L. Williams makes 2-pt jump shot from 18 ft,29,38
107,2,10:16.0,E. Fournier misses 3-pt jump shot from 25 ft,,29,38
108,2,10:13.0,,Defensive rebound by M. Harrell,29,38
109,2,10:07.0,Violation by Team (kicked ball),,29,38
110,2,10:07.0,K. Birch enters the game for G. Clark,,29,38
111,2,9:51.0,,L. Williams makes 2-pt jump shot from 15 ft,29,40
112,2,9:33.0,M. Bamba misses 2-pt jump shot from 22 ft,,29,40
113,2,9:31.0,,Defensive rebound by J. Robinson,29,40
114,2,9:29.0,,M. Harrell makes 2-pt layup from 1 ft (assist by J. Robinson),29,42
115,2,9:14.0,Offensive foul by K. Birch (drawn by M. Harrell),,29,42
116,2,9:14.0,Turnover by K. Birch (offensive foul),,29,42
117,2,9:06.0,,J. Green makes 3-pt jump shot from 25 ft (assist by L. Williams),29,45
118,2,8:57.0,Orlando full timeout,,29,45
119,2,8:47.0,T. Ross misses 3-pt jump shot from 25 ft,,29,45
120,2,8:45.0,,Defensive rebound by R. McGruder,29,45
121,2,8:35.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),29,47
122,2,8:20.0,W. Iwundu misses 3-pt jump shot from 23 ft,,29,47
123,2,8:18.0,,Defensive rebound by J. Robinson,29,47
124,2,8:11.0,,J. Green misses 3-pt jump shot from 25 ft,29,47
125,2,8:08.0,Defensive rebound by T. Ross,,29,47
126,2,8:01.0,E. Fournier misses 2-pt layup from 2 ft,,29,47
127,2,7:59.0,,Defensive rebound by J. Green,29,47
128,2,7:52.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),29,49
129,2,7:39.0,Personal foul by R. McGruder (drawn by M. Bamba),,29,49
130,2,7:39.0,A. Gordon enters the game for E. Fournier,,29,49
131,2,7:32.0,M. Bamba misses 3-pt jump shot from 26 ft,,29,49
132,2,7:29.0,,Defensive rebound by J. Green,29,49
133,2,7:23.0,,Shooting foul by M. Bamba (drawn by M. Harrell),29,49
134,2,7:23.0,,M. Harrell misses free throw 1 of 2,29,49
135,2,7:23.0,,Offensive rebound by Team,29,49
136,2,7:23.0,M. Fultz enters the game for M. Bamba,,29,49
137,2,7:23.0,N. Vučević enters the game for W. Iwundu,,29,49
138,2,7:23.0,,K. Leonard enters the game for J. Robinson,29,49
139,2,7:23.0,,M. Harrell makes free throw 2 of 2,29,50
140,2,7:00.0,M. Fultz misses 2-pt jump shot from 12 ft,,29,50
141,2,6:58.0,Offensive rebound by K. Birch,,29,50
142,2,6:53.0,A. Gordon makes 3-pt jump shot from 23 ft (assist by N. Vučević),,32,50
143,2,6:32.0,,M. Harrell misses 2-pt layup from 1 ft,32,50
144,2,6:29.0,,Offensive rebound by R. McGruder,32,50
145,2,6:26.0,,L. Williams makes 2-pt jump shot from 6 ft (assist by R. McGruder),32,52
146,2,6:00.0,M. Fultz makes 2-pt jump shot from 8 ft (assist by K. Birch),,34,52
147,2,6:00.0,B. Johnson enters the game for T. Ross,,34,52
148,2,6:00.0,,P. Beverley enters the game for R. McGruder,34,52
149,2,5:37.0,,M. Harrell misses 2-pt layup from 2 ft,34,52
150,2,5:34.0,,Offensive rebound by P. Beverley,34,52
151,2,5:34.0,,P. Beverley makes 2-pt layup from 1 ft,34,54
152,2,5:15.0,A. Gordon makes 2-pt jump shot from 12 ft (assist by B. Johnson),,36,54
153,2,5:06.0,,L. Williams misses 2-pt jump shot from 11 ft (block by M. Fultz),36,54
154,2,5:04.0,Defensive rebound by N. Vučević,,36,54
155,2,5:04.0,Personal take foul by M. Harrell (drawn by M. Fultz),,36,54
156,2,5:04.0,,L. Shamet enters the game for L. Williams,36,54
157,2,4:59.0,M. Fultz misses 2-pt layup from 3 ft (block by M. Harrell),,36,54
158,2,4:57.0,,Defensive rebound by L. Shamet,36,54
159,2,4:49.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by M. Harrell),36,57
160,2,4:36.0,Shooting foul by J. Green (drawn by N. Vučević),,36,57
161,2,4:36.0,N. Vučević makes free throw 1 of 2,,37,57
162,2,4:36.0,N. Vučević makes free throw 2 of 2,,38,57
163,2,4:25.0,,Personal foul by A. Gordon (drawn by K. Leonard),38,57
164,2,4:25.0,,M. Harkless enters the game for J. Green,38,57
165,2,4:25.0,,I. Zubac enters the game for M. Harrell,38,57
166,2,4:11.0,,K. Leonard misses 3-pt jump shot from 26 ft,38,57
167,2,4:08.0,Defensive rebound by M. Fultz,,38,57
168,2,3:54.0,B. Johnson misses 2-pt jump shot from 18 ft,,38,57
169,2,3:48.0,,Defensive rebound by I. Zubac,38,57
170,2,3:39.0,,L. Shamet makes 2-pt layup from 3 ft,38,59
171,2,3:25.0,N. Vučević makes 2-pt hook shot from 2 ft (assist by A. Gordon),,40,59
172,2,3:25.0,Shooting foul by I. Zubac (drawn by N. Vučević),,40,59
173,2,3:25.0,E. Fournier enters the game for K. Birch,,40,59
174,2,3:25.0,T. Ross enters the game for B. Johnson,,40,59
175,2,3:25.0,,LA Clippers full timeout,40,59
176,2,3:25.0,N. Vučević makes free throw 1 of 1,,41,59
177,2,3:18.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by K. Leonard),41,62
178,2,3:00.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by A. Gordon),,44,62
179,2,2:46.0,,M. Harkless misses 3-pt jump shot from 22 ft,44,62
180,2,2:43.0,Defensive rebound by T. Ross,,44,62
181,2,2:34.0,N. Vučević misses 2-pt layup from 4 ft (block by K. Leonard),,44,62
182,2,2:31.0,,Defensive rebound by K. Leonard,44,62
183,2,2:30.0,,L. Shamet misses 3-pt jump shot from 25 ft,44,62
184,2,2:30.0,,Offensive rebound by Team,44,62
185,2,2:28.0,Loose ball foul by M. Fultz (drawn by K. Leonard),,44,62
186,2,2:28.0,,K. Leonard makes free throw 1 of 2,44,63
187,2,2:28.0,,K. Leonard makes free throw 2 of 2,44,64
188,2,2:06.0,Turnover by M. Fultz (traveling),,44,64
189,2,1:55.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Beverley),44,67
190,2,1:39.0,T. Ross misses 3-pt jump shot from 26 ft,,44,67
191,2,1:37.0,,Defensive rebound by I. Zubac,44,67
192,2,1:24.0,,Turnover by P. Beverley (bad pass; steal by N. Vučević),44,67
193,2,1:21.0,Shooting foul by M. Harkless (drawn by E. Fournier),,44,67
194,2,1:21.0,E. Fournier misses free throw 1 of 2,,44,67
195,2,1:21.0,Offensive rebound by Team,,44,67
196,2,1:21.0,G. Clark enters the game for M. Fultz,,44,67
197,2,1:21.0,W. Iwundu enters the game for A. Gordon,,44,67
198,2,1:21.0,E. Fournier makes free throw 2 of 2,,45,67
199,2,1:10.0,,K. Leonard misses 3-pt jump shot from 25 ft,45,67
200,2,1:07.0,Defensive rebound by E. Fournier,,45,67
201,2,1:00.0,E. Fournier misses 3-pt jump shot from 25 ft,,45,67
202,2,0:57.0,Offensive rebound by N. Vučević,,45,67
203,2,0:56.0,N. Vučević misses 2-pt hook shot from 7 ft,,45,67
204,2,0:56.0,,Defensive rebound by I. Zubac,45,67
205,2,0:44.0,,L. Shamet misses 2-pt jump shot from 5 ft,45,67
206,2,0:44.0,,Offensive rebound by M. Harkless,45,67
207,2,0:41.0,,M. Harkless misses 2-pt layup from 1 ft,45,67
208,2,0:41.0,Defensive rebound by E. Fournier,,45,67
209,2,0:25.0,E. Fournier makes 2-pt layup from 1 ft,,47,67
210,2,0:25.0,Shooting foul by I. Zubac (drawn by E. Fournier),,47,67
211,2,0:25.0,,M. Harrell enters the game for M. Harkless,47,67
212,2,0:25.0,,L. Williams enters the game for I. Zubac,47,67
213,2,0:25.0,E. Fournier makes free throw 1 of 1,,48,67
214,2,0:07.0,,K. Leonard misses 2-pt jump shot from 15 ft,48,67
215,2,0:04.0,Defensive rebound by N. Vučević,,48,67
216,2,0:00.0,E. Fournier misses 2-pt jump shot from 19 ft,,48,67
217,2,0:00.0,Offensive rebound by Team,,48,67
218,3,11:41.0,M. Fultz makes 3-pt jump shot from 26 ft (assist by N. Vučević),,51,67
219,3,11:17.0,,P. Patterson misses 2-pt jump shot from 3 ft,51,67
220,3,11:15.0,Defensive rebound by N. Vučević,,51,67
221,3,11:05.0,Turnover by K. Birch (lost ball; steal by P. Beverley),,51,67
222,3,11:01.0,,K. Leonard makes 2-pt layup from 1 ft (assist by L. Shamet),51,69
223,3,10:44.0,Turnover by K. Birch (bad pass),,51,69
224,3,10:27.0,,K. Leonard misses 2-pt jump shot from 16 ft,51,69
225,3,10:23.0,,Offensive rebound by I. Zubac,51,69
226,3,10:21.0,,I. Zubac makes 2-pt hook shot from 2 ft,51,71
227,3,10:08.0,Turnover by M. Fultz (lost ball; steal by K. Leonard),,51,71
228,3,10:05.0,,K. Leonard makes 2-pt dunk from 1 ft,51,73
229,3,10:05.0,Orlando full timeout,,51,73
230,3,9:45.0,N. Vučević makes 2-pt hook shot from 6 ft,,53,73
231,3,9:26.0,,K. Leonard misses 2-pt jump shot from 8 ft,53,73
232,3,9:24.0,Defensive rebound by N. Vučević,,53,73
233,3,9:13.0,Turnover by N. Vučević (bad pass),,53,73
234,3,9:02.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by I. Zubac),53,76
235,3,8:50.0,M. Fultz misses 3-pt jump shot from 28 ft,,53,76
236,3,8:46.0,,Defensive rebound by I. Zubac,53,76
237,3,8:37.0,,P. Patterson misses 3-pt jump shot from 24 ft,53,76
238,3,8:35.0,Defensive rebound by M. Fultz,,53,76
239,3,8:29.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by M. Fultz),,56,76
240,3,8:18.0,,Shooting foul by N. Vučević (drawn by K. Leonard),56,76
241,3,8:18.0,,K. Leonard makes free throw 1 of 2,56,77
242,3,8:18.0,,K. Leonard makes free throw 2 of 2,56,78
243,3,8:01.0,A. Gordon makes 3-pt jump shot from 26 ft (assist by K. Birch),,59,78
244,3,7:49.0,,K. Leonard makes 2-pt jump shot from 6 ft,59,80
245,3,7:26.0,A. Gordon misses 2-pt layup from 2 ft,,59,80
246,3,7:24.0,,Defensive rebound by K. Leonard,59,80
247,3,7:22.0,,L. Shamet misses 2-pt layup from 1 ft,59,80
248,3,7:22.0,,Offensive rebound by Team,59,80
249,3,7:09.0,,L. Shamet makes 2-pt jump shot from 12 ft (assist by K. Leonard),59,82
250,3,6:51.0,Personal foul by K. Leonard (drawn by A. Gordon),,59,82
251,3,6:41.0,M. Fultz makes 2-pt jump shot from 10 ft,,61,82
252,3,6:31.0,,L. Shamet misses 3-pt jump shot from 26 ft,61,82
253,3,6:26.0,,Offensive rebound by I. Zubac,61,82
254,3,6:26.0,,I. Zubac makes 2-pt layup at rim,61,84
255,3,6:15.0,E. Fournier misses 2-pt jump shot from 10 ft,,61,84
256,3,6:12.0,,Defensive rebound by I. Zubac,61,84
257,3,6:02.0,,Turnover by L. Shamet (lost ball; steal by M. Fultz),61,84
258,3,5:59.0,M. Fultz makes 2-pt dunk from 1 ft,,63,84
259,3,5:41.0,,K. Leonard misses 3-pt jump shot from 31 ft,63,84
260,3,5:39.0,Defensive rebound by N. Vučević,,63,84
261,3,5:30.0,N. Vučević misses 2-pt jump shot from 7 ft,,63,84
262,3,5:29.0,,Defensive rebound by I. Zubac,63,84
263,3,5:29.0,,LA Clippers full timeout,63,84
264,3,5:29.0,W. Iwundu enters the game for K. Birch,,63,84
265,3,5:29.0,T. Ross enters the game for M. Fultz,,63,84
266,3,5:29.0,,L. Williams enters the game for P. Beverley,63,84
267,3,5:05.0,,Turnover by Team (shot clock),63,84
268,3,4:50.0,T. Ross misses 3-pt jump shot from 25 ft,,63,84
269,3,4:47.0,,Defensive rebound by L. Williams,63,84
270,3,4:43.0,,Turnover by L. Williams (bad pass; steal by W. Iwundu),63,84
271,3,4:35.0,Offensive foul by T. Ross (drawn by L. Shamet),,63,84
272,3,4:35.0,Turnover by T. Ross (offensive foul),,63,84
273,3,4:15.0,,K. Leonard misses 2-pt jump shot from 12 ft,63,84
274,3,4:13.0,Defensive rebound by E. Fournier,,63,84
275,3,4:07.0,N. Vučević misses 3-pt jump shot from 25 ft,,63,84
276,3,4:03.0,,Defensive rebound by L. Shamet,63,84
277,3,3:52.0,,Personal foul by E. Fournier (drawn by K. Leonard),63,84
278,3,3:52.0,,M. Harrell enters the game for I. Zubac,63,84
279,3,3:47.0,,Turnover by L. Shamet (lost ball; steal by T. Ross),63,84
280,3,3:40.0,N. Vučević makes 2-pt dunk from 2 ft (assist by T. Ross),,65,84
281,3,3:23.0,,M. Harrell makes 2-pt layup from 3 ft (assist by K. Leonard),65,86
282,3,3:13.0,E. Fournier misses 3-pt jump shot from 24 ft,,65,86
283,3,3:10.0,,Defensive rebound by K. Leonard,65,86
284,3,3:07.0,,P. Patterson makes 2-pt dunk from 1 ft (assist by L. Shamet),65,88
285,3,2:53.0,A. Gordon misses 3-pt jump shot from 25 ft,,65,88
286,3,2:50.0,Offensive rebound by N. Vučević,,65,88
287,3,2:47.0,W. Iwundu makes 3-pt jump shot from 25 ft (assist by N. Vučević),,68,88
288,3,2:31.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by M. Harrell),68,91
289,3,2:12.0,E. Fournier makes 2-pt jump shot from 9 ft,,70,91
290,3,2:12.0,Shooting foul by M. Harrell (drawn by E. Fournier),,70,91
291,3,2:12.0,M. Bamba enters the game for A. Gordon,,70,91
292,3,2:12.0,G. Clark enters the game for N. Vučević,,70,91
293,3,2:12.0,,J. Green enters the game for K. Leonard,70,91
294,3,2:12.0,,R. McGruder enters the game for P. Patterson,70,91
295,3,2:12.0,,J. Robinson enters the game for L. Shamet,70,91
296,3,2:12.0,E. Fournier makes free throw 1 of 1,,71,91
297,3,2:03.0,,L. Williams misses 2-pt jump shot from 14 ft,71,91
298,3,2:00.0,Defensive rebound by M. Bamba,,71,91
299,3,1:54.0,W. Iwundu misses 3-pt jump shot from 25 ft,,71,91
300,3,1:50.0,,Defensive rebound by L. Williams,71,91
301,3,1:45.0,,L. Williams misses 2-pt layup from 2 ft (block by W. Iwundu),71,91
302,3,1:42.0,Defensive rebound by M. Bamba,,71,91
303,3,1:39.0,E. Fournier makes 2-pt layup from 1 ft (assist by T. Ross),,73,91
304,3,1:39.0,Shooting foul by R. McGruder (drawn by E. Fournier),,73,91
305,3,1:39.0,E. Fournier misses free throw 1 of 1,,73,91
306,3,1:31.0,Offensive rebound by E. Fournier,,73,91
307,3,1:30.0,G. Clark misses 3-pt jump shot from 25 ft,,73,91
308,3,1:27.0,,Defensive rebound by R. McGruder,73,91
309,3,1:18.0,,M. Harrell misses 2-pt dunk from 2 ft (block by T. Ross),73,91
310,3,1:16.0,,Offensive rebound by M. Harrell,73,91
311,3,1:16.0,,Shooting foul by M. Bamba (drawn by M. Harrell),73,91
312,3,1:16.0,,M. Harrell misses free throw 1 of 2,73,91
313,3,1:16.0,,Offensive rebound by Team,73,91
314,3,1:16.0,M. Fultz enters the game for E. Fournier,,73,91
315,3,1:16.0,,M. Harrell misses free throw 2 of 2,73,91
316,3,1:12.0,Defensive rebound by M. Fultz,,73,91
317,3,1:04.0,G. Clark misses 3-pt jump shot from 24 ft,,73,91
318,3,1:00.0,,Defensive rebound by J. Green,73,91
319,3,0:46.0,,L. Williams misses 2-pt jump shot from 10 ft (block by M. Bamba),73,91
320,3,0:44.0,,Offensive rebound by J. Green,73,91
321,3,0:42.0,,J. Robinson misses 2-pt jump shot from 14 ft,73,91
322,3,0:42.0,Defensive rebound by M. Bamba,,73,91
323,3,0:34.0,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Fultz),,76,91
324,3,0:23.0,,Turnover by R. McGruder (bad pass),76,91
325,3,0:12.0,Orlando full timeout,,76,91
326,3,0:12.0,,L. Shamet enters the game for L. Williams,76,91
327,3,0:03.0,T. Ross misses 3-pt jump shot from 26 ft,,76,91
328,3,0:01.0,,Defensive rebound by J. Robinson,76,91
329,4,11:43.0,,J. Green makes 2-pt dunk from 1 ft (assist by J. Robinson),76,93
330,4,11:34.0,Personal foul by J. Green (drawn by G. Clark),,76,93
331,4,11:27.0,T. Ross misses 2-pt jump shot from 20 ft,,76,93
332,4,11:25.0,,Defensive rebound by J. Green,76,93
333,4,11:18.0,,L. Williams misses 3-pt jump shot from 26 ft,76,93
334,4,11:16.0,Defensive rebound by M. Bamba,,76,93
335,4,11:09.0,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Fultz),,79,93
336,4,10:56.0,,Shooting foul by W. Iwundu (drawn by L. Williams),79,93
337,4,10:56.0,,L. Williams makes free throw 1 of 2,79,94
338,4,10:56.0,,L. Williams makes free throw 2 of 2,79,95
339,4,10:44.0,M. Fultz misses 2-pt layup from 1 ft,,79,95
340,4,10:44.0,Offensive rebound by M. Bamba,,79,95
341,4,10:44.0,Shooting foul by R. McGruder (drawn by M. Bamba),,79,95
342,4,10:44.0,M. Bamba makes free throw 1 of 2,,80,95
343,4,10:44.0,M. Bamba misses free throw 2 of 2,,80,95
344,4,10:41.0,,Defensive rebound by R. McGruder,80,95
345,4,10:29.0,,J. Green misses 3-pt jump shot from 26 ft,80,95
346,4,10:26.0,Defensive rebound by M. Bamba,,80,95
347,4,10:20.0,M. Fultz misses 2-pt layup from 2 ft,,80,95
348,4,10:18.0,,Defensive rebound by J. Green,80,95
349,4,10:18.0,,Personal foul by M. Fultz (drawn by L. Williams),80,95
350,4,10:07.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),80,97
351,4,9:51.0,T. Ross misses 3-pt jump shot from 25 ft,,80,97
352,4,9:48.0,,Defensive rebound by L. Williams,80,97
353,4,9:40.0,,L. Williams misses 2-pt jump shot from 12 ft,80,97
354,4,9:38.0,Defensive rebound by G. Clark,,80,97
355,4,9:35.0,Turnover by M. Fultz (lost ball; steal by R. McGruder),,80,97
356,4,9:32.0,,J. Green misses 3-pt jump shot from 26 ft,80,97
357,4,9:30.0,Defensive rebound by M. Fultz,,80,97
358,4,9:26.0,Turnover by M. Fultz (bad pass; steal by J. Green),,80,97
359,4,9:23.0,,J. Green makes 2-pt dunk from 1 ft,80,99
360,4,9:23.0,Orlando full timeout,,80,99
361,4,9:23.0,,L. Shamet enters the game for J. Robinson,80,99
362,4,9:03.0,W. Iwundu misses 2-pt jump shot from 11 ft (block by J. Green),,80,99
363,4,9:02.0,,Defensive rebound by J. Green,80,99
364,4,8:50.0,,Offensive foul by M. Harrell (drawn by M. Bamba),80,99
365,4,8:50.0,,Turnover by M. Harrell (offensive foul),80,99
366,4,8:31.0,T. Ross makes 2-pt layup from 2 ft,,82,99
367,4,8:22.0,,L. Shamet misses 3-pt jump shot from 23 ft,82,99
368,4,8:18.0,Defensive rebound by M. Bamba,,82,99
369,4,8:02.0,W. Iwundu makes 2-pt jump shot from 18 ft (assist by M. Bamba),,84,99
370,4,7:42.0,,Turnover by L. Williams (traveling),84,99
371,4,7:42.0,A. Gordon enters the game for G. Clark,,84,99
372,4,7:42.0,,K. Leonard enters the game for R. McGruder,84,99
373,4,7:28.0,T. Ross misses 3-pt jump shot from 25 ft,,84,99
374,4,7:26.0,,Defensive rebound by J. Green,84,99
375,4,7:26.0,N. Vučević enters the game for M. Bamba,,84,99
376,4,7:12.0,,M. Harrell makes 2-pt layup from 1 ft (assist by K. Leonard),84,101
377,4,7:12.0,,Shooting foul by T. Ross (drawn by M. Harrell),84,101
378,4,7:12.0,,M. Harrell makes free throw 1 of 1,84,102
379,4,6:52.0,A. Gordon makes 2-pt dunk from 1 ft (assist by N. Vučević),,86,102
380,4,6:38.0,,K. Leonard makes 2-pt jump shot from 8 ft,86,104
381,4,6:23.0,M. Fultz misses 3-pt jump shot from 24 ft,,86,104
382,4,6:20.0,,Defensive rebound by L. Williams,86,104
383,4,6:13.0,,L. Williams misses 2-pt jump shot from 16 ft,86,104
