,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DALLAS_ACTION,PHILADELPHIA_SCORE,DALLAS_SCORE
75,1,3:47.0,Offensive rebound by T. Harris,,11,12
76,1,3:38.0,A. Horford makes 2-pt layup from 1 ft (assist by B. Simmons),,13,12
77,1,3:12.0,,J. Brunson misses 3-pt jump shot from 23 ft,13,12
78,1,3:09.0,Defensive rebound by J. Ennis,,13,12
79,1,2:57.0,Personal foul by D. Wright (drawn by T. Harris),,13,12
80,1,2:57.0,N. Pelle enters the game for A. Horford,,13,12
81,1,2:57.0,,B. Marjanović enters the game for D. Powell,13,12
82,1,2:51.0,B. Simmons misses 2-pt jump shot from 10 ft,,13,12
83,1,2:45.0,,Defensive rebound by J. Brunson,13,12
84,1,2:30.0,,B. Marjanović makes 2-pt jump shot from 10 ft (assist by D. Wright),13,14
85,1,2:14.0,T. Harris makes 3-pt jump shot from 25 ft (assist by B. Simmons),,16,14
86,1,2:00.0,,D. Wright misses 3-pt jump shot from 25 ft,16,14
87,1,2:00.0,Defensive rebound by J. Ennis,,16,14
88,1,1:52.0,T. Harris makes 2-pt layup from 1 ft (assist by J. Ennis),,18,14
89,1,1:34.0,,J. Jackson makes 2-pt jump shot from 13 ft,18,16
90,1,1:14.0,T. Harris misses 3-pt jump shot from 25 ft,,18,16
91,1,1:14.0,Offensive rebound by M. Thybulle,,18,16
92,1,1:06.0,J. Ennis misses 3-pt jump shot from 25 ft,,18,16
93,1,1:03.0,,Defensive rebound by D. Wright,18,16
94,1,0:59.0,,Turnover by D. Wright (bad pass; steal by M. Thybulle),18,16
95,1,0:54.0,T. Harris makes 2-pt dunk from 1 ft (assist by B. Simmons),,20,16
96,1,0:54.0,,Dallas full timeout,20,16
97,1,0:54.0,T. Burke enters the game for J. Ennis,,20,16
98,1,0:54.0,F. Korkmaz enters the game for T. Harris,,20,16
99,1,0:54.0,M. Scott enters the game for B. Simmons,,20,16
100,1,0:54.0,,L. Dončić enters the game for J. Brunson,20,16
101,1,0:35.0,,Shooting foul by M. Thybulle (drawn by L. Dončić),20,16
102,1,0:35.0,,L. Dončić misses free throw 1 of 2,20,16
103,1,0:35.0,,Offensive rebound by Team,20,16
104,1,0:35.0,,M. Kleber enters the game for B. Marjanović,20,16
105,1,0:35.0,,L. Dončić makes free throw 2 of 2,20,17
106,1,0:17.0,T. Burke misses 3-pt jump shot from 26 ft,,20,17
107,1,0:17.0,Offensive rebound by N. Pelle,,20,17
108,1,0:14.0,N. Pelle misses 2-pt layup from 1 ft,,20,17
109,1,0:13.0,Offensive rebound by M. Scott,,20,17
110,1,0:11.0,T. Burke makes 2-pt layup from 2 ft (assist by F. Korkmaz),,22,17
111,1,0:03.0,,Shooting foul by M. Thybulle (drawn by L. Dončić),22,17
112,1,0:03.0,,L. Dončić makes free throw 1 of 3,22,18
113,1,0:03.0,,L. Dončić makes free throw 2 of 3,22,19
114,1,0:03.0,,L. Dončić makes free throw 3 of 3,22,20
115,2,11:47.0,,L. Dončić misses 2-pt jump shot from 5 ft (block by M. Scott),22,20
116,2,11:43.0,Defensive rebound by N. Pelle,,22,20
117,2,11:24.0,B. Simmons misses 2-pt hook shot from 10 ft,,22,20
118,2,11:22.0,Offensive rebound by M. Scott,,22,20
119,2,11:21.0,M. Scott makes 2-pt layup at rim,,24,20
120,2,11:10.0,,Personal foul by B. Simmons (drawn by M. Kleber),24,20
121,2,11:05.0,,D. Wright makes 2-pt dunk from 1 ft,24,22
122,2,10:51.0,J. Richardson makes 3-pt jump shot from 25 ft,,27,22
123,2,10:51.0,Shooting foul by M. Kleber (drawn by J. Richardson),,27,22
124,2,10:51.0,,D. Finney-Smith enters the game for J. Jackson,27,22
125,2,10:51.0,J. Richardson makes free throw 1 of 1,,28,22
126,2,10:37.0,,L. Dončić makes 3-pt jump shot from 26 ft,28,25
127,2,10:34.0,,Technical foul by B. Brown,28,25
128,2,10:34.0,,S. Curry makes technical free throw,28,26
129,2,10:23.0,Personal foul by D. Finney-Smith (drawn by N. Pelle),,28,26
130,2,10:13.0,N. Pelle makes 2-pt layup from 1 ft (assist by B. Simmons),,30,26
131,2,10:00.0,,M. Kleber misses 2-pt layup from 2 ft (block by N. Pelle),30,26
132,2,9:59.0,Defensive rebound by Team,,30,26
133,2,9:48.0,J. Richardson makes 2-pt jump shot from 17 ft,,32,26
134,2,9:25.0,,M. Kleber makes 3-pt jump shot from 26 ft (assist by L. Dončić),32,29
135,2,8:58.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,32,29
136,2,8:56.0,,Defensive rebound by M. Kleber,32,29
137,2,8:51.0,,S. Curry misses 3-pt jump shot from 24 ft,32,29
138,2,8:49.0,,Offensive rebound by D. Wright,32,29
139,2,8:47.0,,D. Wright misses 2-pt layup at rim,32,29
140,2,8:46.0,Defensive rebound by M. Scott,,32,29
141,2,8:39.0,B. Simmons makes 2-pt jump shot from 4 ft,,34,29
142,2,8:24.0,,D. Finney-Smith misses 3-pt jump shot from 22 ft,34,29
143,2,8:23.0,,Offensive rebound by Team,34,29
144,2,8:23.0,Loose ball foul by N. Pelle (drawn by M. Kleber),,34,29
145,2,8:23.0,T. Harris enters the game for N. Pelle,,34,29
146,2,8:23.0,A. Horford enters the game for J. Richardson,,34,29
147,2,8:23.0,M. Thybulle enters the game for M. Scott,,34,29
148,2,8:23.0,,D. Powell enters the game for M. Kleber,34,29
149,2,8:13.0,,L. Dončić misses 3-pt jump shot from 28 ft,34,29
150,2,8:10.0,Defensive rebound by T. Harris,,34,29
151,2,8:02.0,B. Simmons makes 2-pt layup from 5 ft (assist by F. Korkmaz),,36,29
152,2,8:02.0,Shooting foul by S. Curry (drawn by B. Simmons),,36,29
153,2,8:02.0,,Dallas full timeout,36,29
154,2,8:02.0,,T. Hardaway enters the game for D. Wright,36,29
155,2,8:02.0,B. Simmons makes free throw 1 of 1,,37,29
156,2,7:49.0,,S. Curry misses 3-pt jump shot from 26 ft,37,29
157,2,7:46.0,Defensive rebound by B. Simmons,,37,29
158,2,7:37.0,A. Horford misses 3-pt jump shot from 26 ft,,37,29
159,2,7:34.0,,Defensive rebound by D. Powell,37,29
160,2,7:26.0,,L. Dončić makes 2-pt layup from 2 ft,37,31
161,2,7:01.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,37,31
162,2,6:59.0,,Defensive rebound by T. Hardaway,37,31
163,2,6:55.0,,D. Finney-Smith misses 3-pt jump shot from 24 ft,37,31
164,2,6:51.0,Defensive rebound by T. Harris,,37,31
165,2,6:37.0,T. Harris makes 2-pt layup from 5 ft (assist by B. Simmons),,39,31
166,2,6:16.0,,Turnover by D. Powell (bad pass; steal by F. Korkmaz),39,31
167,2,6:14.0,F. Korkmaz makes 2-pt dunk from 1 ft,,41,31
168,2,5:55.0,,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),41,33
169,2,5:39.0,T. Harris makes 2-pt layup from 3 ft (assist by A. Horford),,43,33
170,2,5:23.0,,Personal foul by B. Simmons (drawn by D. Powell),43,33
171,2,5:23.0,J. Richardson enters the game for B. Simmons,,43,33
172,2,5:23.0,,M. Kleber enters the game for S. Curry,43,33
173,2,5:23.0,,D. Wright enters the game for L. Dončić,43,33
174,2,5:11.0,,D. Powell misses 3-pt jump shot from 25 ft,43,33
175,2,5:06.0,Defensive rebound by F. Korkmaz,,43,33
176,2,4:49.0,T. Harris makes 2-pt jump shot from 5 ft,,45,33
177,2,4:48.0,,Dallas full timeout,45,33
178,2,4:48.0,T. Burke enters the game for F. Korkmaz,,45,33
179,2,4:48.0,J. Ennis enters the game for M. Thybulle,,45,33
180,2,4:34.0,,Turnover by D. Powell (traveling),45,33
181,2,4:16.0,T. Harris misses 2-pt jump shot from 15 ft,,45,33
182,2,4:14.0,,Defensive rebound by M. Kleber,45,33
183,2,4:02.0,,D. Wright misses 2-pt layup from 6 ft,45,33
184,2,3:59.0,,Offensive rebound by D. Finney-Smith,45,33
185,2,3:58.0,,D. Finney-Smith makes 2-pt layup at rim,45,35
186,2,3:43.0,A. Horford misses 3-pt jump shot from 26 ft,,45,35
187,2,3:41.0,,Defensive rebound by Team,45,35
188,2,3:41.0,,L. Dončić enters the game for D. Wright,45,35
189,2,3:27.0,,T. Hardaway misses 2-pt jump shot from 12 ft,45,35
190,2,3:23.0,Defensive rebound by J. Ennis,,45,35
191,2,3:11.0,A. Horford misses 3-pt jump shot from 23 ft,,45,35
192,2,3:09.0,,Defensive rebound by M. Kleber,45,35
193,2,3:01.0,,M. Kleber misses 3-pt jump shot from 25 ft,45,35
194,2,2:57.0,Defensive rebound by T. Harris,,45,35
195,2,2:43.0,J. Richardson misses 3-pt jump shot from 26 ft,,45,35
196,2,2:39.0,,Defensive rebound by T. Hardaway,45,35
197,2,2:16.0,,L. Dončić misses 2-pt jump shot from 5 ft,45,35
198,2,2:12.0,Defensive rebound by A. Horford,,45,35
199,2,1:53.0,T. Burke makes 2-pt jump shot from 16 ft,,47,35
200,2,1:41.0,,Shooting foul by A. Horford (drawn by D. Powell),47,35
201,2,1:41.0,,D. Powell makes free throw 1 of 2,47,36
202,2,1:41.0,M. Scott enters the game for T. Harris,,47,36
203,2,1:41.0,,D. Powell misses free throw 2 of 2,47,36
204,2,1:39.0,Defensive rebound by J. Richardson,,47,36
205,2,1:29.0,T. Burke misses 3-pt jump shot from 27 ft,,47,36
206,2,1:25.0,,Defensive rebound by D. Powell,47,36
207,2,1:16.0,,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),47,38
208,2,0:55.0,J. Richardson misses 2-pt layup from 1 ft,,47,38
209,2,0:54.0,Offensive rebound by J. Richardson,,47,38
210,2,0:54.0,J. Richardson makes 2-pt layup from 1 ft,,49,38
211,2,0:54.0,Shooting foul by L. Dončić (drawn by J. Richardson),,49,38
212,2,0:54.0,J. Richardson makes free throw 1 of 1,,50,38
213,2,0:38.0,,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by L. Dončić),50,41
214,2,0:30.0,J. Ennis misses 2-pt jump shot from 5 ft,,50,41
215,2,0:29.0,,Defensive rebound by L. Dončić,50,41
216,2,0:07.0,,L. Dončić misses 2-pt jump shot from 2 ft (block by J. Ennis),50,41
217,2,0:06.0,,Offensive rebound by Team,50,41
218,2,0:06.0,,Turnover by Team (shot clock),50,41
219,2,0:02.0,T. Burke misses 2-pt jump shot from 17 ft,,50,41
220,2,0:01.0,,Defensive rebound by L. Dončić,50,41
221,3,11:48.0,,T. Hardaway makes 3-pt jump shot from 22 ft (assist by L. Dončić),50,44
222,3,11:33.0,Personal foul by D. Powell (drawn by A. Horford),,50,44
223,3,11:27.0,Personal foul by D. Finney-Smith (drawn by A. Horford),,50,44
224,3,11:18.0,Turnover by J. Richardson (bad pass; steal by D. Powell),,50,44
225,3,11:14.0,,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),50,46
226,3,11:01.0,A. Horford misses 3-pt jump shot from 25 ft,,50,46
227,3,10:58.0,,Defensive rebound by D. Finney-Smith,50,46
228,3,10:50.0,,Turnover by L. Dončić (bad pass; steal by A. Horford),50,46
229,3,10:44.0,M. Scott misses 3-pt jump shot from 24 ft,,50,46
230,3,10:40.0,,Defensive rebound by T. Hardaway,50,46
231,3,10:29.0,,L. Dončić misses 2-pt jump shot from 10 ft,50,46
232,3,10:25.0,Defensive rebound by T. Harris,,50,46
233,3,10:24.0,Personal foul by L. Dončić (drawn by T. Harris),,50,46
234,3,10:17.0,M. Scott makes 3-pt jump shot from 25 ft (assist by A. Horford),,53,46
235,3,10:04.0,,Personal foul by J. Richardson (drawn by D. Powell),53,46
236,3,10:00.0,,Offensive foul by L. Dončić (drawn by J. Richardson),53,46
237,3,10:00.0,,Turnover by L. Dončić (offensive foul),53,46
238,3,9:46.0,T. Harris misses 3-pt jump shot from 24 ft,,53,46
239,3,9:42.0,Offensive rebound by B. Simmons,,53,46
240,3,9:41.0,A. Horford misses 3-pt jump shot from 25 ft,,53,46
241,3,9:41.0,,Defensive rebound by Team,53,46
242,3,9:25.0,,T. Hardaway misses 2-pt jump shot from 19 ft,53,46
243,3,9:22.0,Defensive rebound by T. Harris,,53,46
244,3,9:15.0,B. Simmons misses 2-pt layup from 2 ft (block by M. Kleber),,53,46
245,3,9:13.0,,Defensive rebound by T. Hardaway,53,46
246,3,9:10.0,,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),53,48
247,3,8:55.0,Personal foul by T. Hardaway (drawn by B. Simmons),,53,48
248,3,8:47.0,B. Simmons misses 2-pt layup from 9 ft,,53,48
249,3,8:45.0,,Defensive rebound by L. Dončić,53,48
250,3,8:41.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,53,48
251,3,8:39.0,,Offensive rebound by D. Powell,53,48
252,3,8:39.0,,D. Powell makes 2-pt dunk from 1 ft,53,50
253,3,8:39.0,Philadelphia full timeout,,53,50
254,3,8:23.0,M. Scott misses 2-pt jump shot from 5 ft,,53,50
255,3,8:21.0,,Defensive rebound by L. Dončić,53,50
256,3,8:12.0,,Shooting foul by J. Richardson (drawn by L. Dončić),53,50
257,3,8:12.0,,L. Dončić makes free throw 1 of 3,53,51
258,3,8:12.0,,L. Dončić makes free throw 2 of 3,53,52
259,3,8:12.0,,L. Dončić makes free throw 3 of 3,53,53
260,3,7:55.0,T. Harris makes 2-pt jump shot from 12 ft (assist by A. Horford),,55,53
261,3,7:43.0,,L. Dončić misses 2-pt layup from 5 ft,55,53
262,3,7:42.0,,Offensive rebound by D. Powell,55,53
263,3,7:41.0,,D. Powell makes 2-pt layup from 1 ft,55,55
264,3,7:23.0,J. Richardson misses 3-pt jump shot from 24 ft,,55,55
265,3,7:18.0,,Defensive rebound by M. Kleber,55,55
266,3,7:13.0,,D. Powell makes 2-pt dunk from 1 ft (assist by T. Hardaway),55,57
267,3,7:13.0,Philadelphia full timeout,,55,57
268,3,6:49.0,M. Scott makes 2-pt jump shot from 7 ft,,57,57
269,3,6:29.0,,T. Hardaway misses 2-pt jump shot from 20 ft,57,57
270,3,6:26.0,Defensive rebound by A. Horford,,57,57
271,3,6:14.0,M. Scott misses 2-pt jump shot from 8 ft (block by T. Hardaway),,57,57
272,3,6:10.0,,Defensive rebound by T. Hardaway,57,57
273,3,6:06.0,,Shooting foul by T. Harris (drawn by T. Hardaway),57,57
274,3,6:06.0,,T. Hardaway misses free throw 1 of 2,57,57
275,3,6:06.0,,Offensive rebound by Team,57,57
276,3,6:06.0,M. Thybulle enters the game for M. Scott,,57,57
277,3,6:06.0,,T. Hardaway misses free throw 2 of 2,57,57
278,3,6:03.0,Defensive rebound by T. Harris,,57,57
279,3,5:46.0,A. Horford misses 2-pt dunk from 1 ft,,57,57
280,3,5:45.0,,Defensive rebound by D. Powell,57,57
281,3,5:34.0,,L. Dončić misses 2-pt layup at rim,57,57
282,3,5:32.0,,Offensive rebound by D. Powell,57,57
283,3,5:31.0,,D. Powell makes 2-pt layup from 2 ft,57,59
284,3,5:10.0,J. Richardson misses 2-pt jump shot from 16 ft,,57,59
285,3,5:08.0,,Defensive rebound by D. Finney-Smith,57,59
286,3,4:58.0,,M. Kleber makes 3-pt jump shot from 25 ft (assist by L. Dončić),57,62
287,3,4:40.0,A. Horford makes 2-pt jump shot from 22 ft (assist by T. Harris),,59,62
288,3,4:22.0,,T. Hardaway misses 2-pt jump shot from 11 ft,59,62
289,3,4:20.0,,Offensive rebound by T. Hardaway,59,62
290,3,4:20.0,,T. Hardaway makes 2-pt jump shot from 5 ft,59,64
291,3,4:05.0,A. Horford makes 3-pt jump shot from 26 ft (assist by B. Simmons),,62,64
292,3,3:42.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Powell),62,67
293,3,3:19.0,M. Thybulle misses 3-pt jump shot from 26 ft,,62,67
294,3,3:16.0,,Defensive rebound by M. Kleber,62,67
295,3,3:02.0,,D. Powell makes 2-pt hook shot from 4 ft,62,69
296,3,2:42.0,M. Thybulle misses 2-pt jump shot from 15 ft,,62,69
297,3,2:40.0,,Defensive rebound by L. Dončić,62,69
298,3,2:36.0,,L. Dončić misses 3-pt jump shot from 26 ft (block by M. Thybulle),62,69
299,3,2:33.0,Defensive rebound by M. Thybulle,,62,69
300,3,2:30.0,M. Thybulle misses 2-pt dunk from 1 ft,,62,69
301,3,2:29.0,,Defensive rebound by Team,62,69
302,3,2:29.0,F. Korkmaz enters the game for A. Horford,,62,69
303,3,2:29.0,N. Pelle enters the game for J. Richardson,,62,69
304,3,2:29.0,,S. Curry enters the game for L. Dončić,62,69
305,3,2:29.0,,D. Wright enters the game for T. Hardaway,62,69
306,3,2:16.0,,D. Powell misses 3-pt jump shot from 26 ft,62,69
307,3,2:12.0,,Offensive rebound by D. Finney-Smith,62,69
308,3,2:09.0,,Shooting foul by N. Pelle (drawn by M. Kleber),62,69
309,3,2:09.0,,M. Kleber misses free throw 1 of 2,62,69
310,3,2:09.0,,Offensive rebound by Team,62,69
311,3,2:09.0,T. Burke enters the game for B. Simmons,,62,69
312,3,2:09.0,,J. Jackson enters the game for D. Powell,62,69
313,3,2:09.0,,M. Kleber makes free throw 2 of 2,62,70
314,3,1:54.0,T. Harris misses 2-pt layup from 8 ft (block by M. Kleber),,62,70
315,3,1:52.0,,Defensive rebound by D. Wright,62,70
316,3,1:49.0,,D. Wright misses 2-pt layup from 2 ft,62,70
317,3,1:48.0,Defensive rebound by N. Pelle,,62,70
318,3,1:37.0,Personal foul by D. Finney-Smith (drawn by N. Pelle),,62,70
319,3,1:37.0,N. Pelle misses free throw 1 of 2,,62,70
320,3,1:37.0,Offensive rebound by Team,,62,70
321,3,1:37.0,M. Scott enters the game for T. Harris,,62,70
322,3,1:37.0,,J. Brunson enters the game for D. Finney-Smith,62,70
323,3,1:37.0,N. Pelle misses free throw 2 of 2,,62,70
324,3,1:33.0,,Defensive rebound by M. Kleber,62,70
325,3,1:19.0,,Shooting foul by M. Thybulle (drawn by J. Brunson),62,70
326,3,1:19.0,,J. Brunson makes free throw 1 of 2,62,71
327,3,1:19.0,,B. Marjanović enters the game for M. Kleber,62,71
328,3,1:19.0,,J. Brunson makes free throw 2 of 2,62,72
329,3,1:08.0,Shooting foul by J. Brunson (drawn by M. Thybulle),,62,72
330,3,1:08.0,M. Thybulle makes free throw 1 of 2,,63,72
331,3,1:08.0,M. Thybulle makes free throw 2 of 2,,64,72
332,3,0:45.0,,S. Curry misses 3-pt jump shot from 23 ft,64,72
333,3,0:44.0,,Offensive rebound by Team,64,72
334,3,0:44.0,Loose ball foul by N. Pelle (drawn by B. Marjanović),,64,72
335,3,0:44.0,,B. Marjanović makes free throw 1 of 2,64,73
336,3,0:44.0,,B. Marjanović misses free throw 2 of 2,64,73
337,3,0:42.0,Defensive rebound by M. Scott,,64,73
338,3,0:27.0,F. Korkmaz misses 2-pt jump shot from 11 ft,,64,73
339,3,0:26.0,Offensive rebound by Team,,64,73
340,3,0:26.0,,Loose ball foul by J. Brunson (drawn by M. Scott),64,73
341,3,0:26.0,M. Scott makes free throw 1 of 2,,65,73
342,3,0:26.0,M. Scott makes free throw 2 of 2,,66,73
343,3,0:03.0,,D. Wright misses 2-pt jump shot from 7 ft,66,73
344,3,0:02.0,Defensive rebound by M. Thybulle,,66,73
345,3,0:00.0,Personal foul by J. Brunson (drawn by T. Burke),,66,73
346,3,0:00.0,T. Burke misses free throw 1 of 2,,66,73
347,3,0:00.0,Offensive rebound by Team,,66,73
348,3,0:00.0,Violation by N. Pelle (double lane),,66,73
349,3,0:00.0,,Violation by B. Marjanović (double lane),66,73
350,4,11:40.0,J. Richardson misses 2-pt jump shot from 6 ft,,66,73
351,4,11:37.0,Offensive rebound by N. Pelle,,66,73
352,4,11:37.0,N. Pelle makes 2-pt dunk at rim,,68,73
353,4,11:23.0,,J. Jackson makes 2-pt jump shot from 14 ft (assist by S. Curry),68,75
354,4,11:08.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by B. Simmons),,71,75
355,4,10:41.0,,B. Marjanović makes 2-pt jump shot from 12 ft (assist by J. Brunson),71,77
356,4,10:22.0,J. Richardson misses 2-pt jump shot from 17 ft,,71,77
357,4,10:17.0,,Defensive rebound by J. Jackson,71,77
358,4,10:14.0,,J. Jackson misses 2-pt layup from 1 ft,71,77
359,4,10:13.0,,Offensive rebound by Team,71,77
360,4,9:59.0,,B. Marjanović makes 2-pt jump shot from 4 ft (assist by S. Curry),71,79
361,4,9:46.0,Personal foul by J. Brunson (drawn by B. Simmons),,71,79
362,4,9:41.0,F. Korkmaz misses 3-pt jump shot from 24 ft,,71,79
363,4,9:40.0,,Defensive rebound by Team,71,79
364,4,9:40.0,Loose ball foul by M. Scott (drawn by D. Wright),,71,79
365,4,9:26.0,,Turnover by D. Wright (bad pass; steal by M. Scott),71,79
366,4,9:21.0,B. Simmons misses 2-pt layup from 8 ft (block by S. Curry),,71,79
367,4,9:16.0,,Defensive rebound by S. Curry,71,79
368,4,9:15.0,,J. Brunson misses 3-pt jump shot from 23 ft,71,79
369,4,9:11.0,,Offensive rebound by B. Marjanović,71,79
370,4,9:11.0,,B. Marjanović makes 2-pt layup at rim,71,81
371,4,9:10.0,Philadelphia full timeout,,71,81
372,4,8:54.0,Personal foul by J. Brunson (drawn by B. Simmons),,71,81
373,4,8:46.0,Personal foul by J. Brunson (drawn by B. Simmons),,71,81
374,4,8:46.0,,L. Dončić enters the game for J. Brunson,71,81
375,4,8:38.0,B. Simmons misses 2-pt layup from 1 ft,,71,81
376,4,8:35.0,Offensive rebound by N. Pelle,,71,81
377,4,8:35.0,N. Pelle misses 2-pt layup at rim,,71,81
378,4,8:34.0,,Defensive rebound by D. Wright,71,81
379,4,8:31.0,,Personal foul by N. Pelle (drawn by B. Marjanović),71,81
380,4,8:31.0,T. Harris enters the game for N. Pelle,,71,81
381,4,8:31.0,A. Horford enters the game for M. Scott,,71,81
382,4,8:31.0,,D. Powell enters the game for B. Marjanović,71,81
383,4,8:20.0,,L. Dončić misses 2-pt jump shot from 19 ft,71,81
384,4,8:16.0,Defensive rebound by B. Simmons,,71,81
385,4,8:13.0,Personal foul by S. Curry (drawn by B. Simmons),,71,81
386,4,8:08.0,J. Richardson makes 2-pt layup at rim (assist by B. Simmons),,73,81
