,QUARTER,TIME_REMAINING,PHOENIX_ACTION,ORLANDO_ACTION,PHOENIX_SCORE,ORLANDO_SCORE
377,4,4:58.0,,Turnover by D. Augustin (bad pass; steal by T. Jerome),100,120
378,4,4:51.0,Turnover by T. Jerome (bad pass; steal by D. Augustin),,100,120
379,4,4:48.0,,Shooting foul by J. Carter (drawn by D. Augustin),100,120
380,4,4:48.0,,D. Augustin makes free throw 1 of 2,100,121
381,4,4:48.0,E. Okobo enters the game for T. Jerome,,100,121
382,4,4:48.0,,D. Augustin makes free throw 2 of 2,100,122
383,4,4:32.0,Turnover by C. Johnson (bad pass; steal by K. Birch),,100,122
384,4,4:15.0,,J. Isaac misses 2-pt layup from 6 ft,100,122
385,4,4:12.0,Defensive rebound by C. Diallo,,100,122
386,4,4:06.0,C. Johnson makes 3-pt jump shot from 27 ft (assist by E. Okobo),,103,122
387,4,3:53.0,,M. Fultz misses 2-pt layup from 2 ft,103,122
388,4,3:49.0,,Offensive rebound by K. Birch,103,122
389,4,3:49.0,,K. Birch makes 2-pt dunk at rim,103,124
390,4,3:36.0,Personal foul by M. Fultz (drawn by C. Diallo),,103,124
391,4,3:26.0,E. Okobo misses 3-pt jump shot from 26 ft,,103,124
392,4,3:25.0,,Defensive rebound by K. Birch,103,124
393,4,3:07.0,,E. Fournier makes 3-pt jump shot from 25 ft,103,127
394,4,2:42.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by C. Johnson),,106,127
395,4,2:35.0,,Orlando full timeout,106,127
396,4,2:35.0,,M. Frazier enters the game for D. Augustin,106,127
397,4,2:35.0,,W. Iwundu enters the game for K. Birch,106,127
398,4,2:35.0,,A. Jefferson enters the game for E. Fournier,106,127
399,4,2:35.0,,B. Johnson enters the game for M. Fultz,106,127
400,4,2:35.0,,J. Magette enters the game for J. Isaac,106,127
401,4,2:23.0,,M. Frazier misses 2-pt jump shot from 11 ft,106,127
402,4,2:20.0,Defensive rebound by M. Bridges,,106,127
403,4,2:11.0,J. Carter misses 2-pt layup from 6 ft,,106,127
404,4,2:07.0,,Defensive rebound by J. Magette,106,127
405,4,1:54.0,,Turnover by J. Magette (bad pass; steal by C. Diallo),106,127
406,4,1:47.0,C. Johnson misses 3-pt jump shot from 24 ft,,106,127
407,4,1:44.0,,Defensive rebound by A. Jefferson,106,127
408,4,1:42.0,,Orlando full timeout,106,127
409,4,1:42.0,,M. Bamba enters the game for W. Iwundu,106,127
410,4,1:32.0,,Offensive foul by M. Bamba (drawn by J. Carter),106,127
411,4,1:32.0,,Turnover by M. Bamba (offensive foul),106,127
412,4,1:23.0,Shooting foul by A. Jefferson (drawn by M. Bridges),,106,127
413,4,1:23.0,M. Bridges misses free throw 1 of 2,,106,127
414,4,1:23.0,Offensive rebound by Team,,106,127
415,4,1:23.0,M. Bridges makes free throw 2 of 2,,107,127
416,4,1:10.0,,J. Magette misses 2-pt jump shot from 8 ft,107,127
417,4,1:10.0,Defensive rebound by Team,,107,127
418,4,1:10.0,,Loose ball foul by A. Jefferson (drawn by C. Diallo),107,127
419,4,1:10.0,C. Diallo makes free throw 1 of 2,,108,127
420,4,1:10.0,C. Diallo misses free throw 2 of 2,,108,127
421,4,1:07.0,,Defensive rebound by M. Bamba,108,127
422,4,1:05.0,,Turnover by J. Magette (bad pass),108,127
423,4,0:50.0,M. Bridges misses 3-pt jump shot from 25 ft,,108,127
424,4,0:47.0,Offensive rebound by C. Diallo,,108,127
425,4,0:42.0,Shooting foul by M. Frazier (drawn by E. Okobo),,108,127
426,4,0:42.0,E. Okobo makes free throw 1 of 2,,109,127
427,4,0:42.0,E. Okobo makes free throw 2 of 2,,110,127
428,4,0:21.0,,Turnover by J. Magette (bad pass; steal by C. Diallo),110,127
429,4,0:18.0,E. Okobo makes 2-pt dunk from 3 ft (assist by J. Carter),,112,127
430,4,0:16.0,,Personal foul by C. Johnson (drawn by J. Magette),112,127
431,4,0:16.0,,J. Magette misses free throw 1 of 2,112,127
432,4,0:16.0,,Offensive rebound by Team,112,127
433,4,0:16.0,,J. Magette makes free throw 2 of 2,112,128
434,4,0:03.0,C. Diallo makes 2-pt layup from 3 ft (assist by E. Okobo),,114,128
