,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DENVER_ACTION,NEW YORK_SCORE,DENVER_SCORE
44,1,5:59.0,,M. Plumlee enters the game for J. Grant,10,12
45,1,5:37.0,,N. Jokić makes 2-pt jump shot from 12 ft,10,14
46,1,5:20.0,J. Randle misses 2-pt layup from 7 ft (block by M. Plumlee),,10,14
47,1,5:15.0,Offensive rebound by J. Randle,,10,14
48,1,5:14.0,J. Randle misses 2-pt layup from 2 ft,,10,14
49,1,5:14.0,,Defensive rebound by N. Jokić,10,14
50,1,5:09.0,,M. Plumlee makes 2-pt layup from 3 ft (assist by N. Jokić),10,16
51,1,4:48.0,J. Randle misses 3-pt jump shot from 25 ft,,10,16
52,1,4:44.0,,Defensive rebound by M. Plumlee,10,16
53,1,4:36.0,,N. Jokić misses 3-pt jump shot from 25 ft,10,16
54,1,4:33.0,Defensive rebound by F. Ntilikina,,10,16
55,1,4:30.0,Shooting foul by J. Murray (drawn by F. Ntilikina),,10,16
56,1,4:30.0,F. Ntilikina makes free throw 1 of 2,,11,16
57,1,4:30.0,K. Knox enters the game for M. Morris,,11,16
58,1,4:30.0,B. Portis enters the game for J. Randle,,11,16
59,1,4:30.0,F. Ntilikina makes free throw 2 of 2,,12,16
60,1,4:18.0,,J. Murray misses 3-pt jump shot from 26 ft,12,16
61,1,4:16.0,Defensive rebound by R. Barrett,,12,16
62,1,4:16.0,Turnover by R. Barrett (out of bounds lost ball),,12,16
63,1,4:11.0,,Shooting foul by F. Ntilikina (drawn by G. Harris),12,16
64,1,4:11.0,,G. Harris misses free throw 1 of 2,12,16
65,1,4:11.0,,Offensive rebound by Team,12,16
66,1,4:11.0,Violation by Team (delay of game),,12,16
67,1,4:11.0,E. Payton enters the game for R. Barrett,,12,16
68,1,4:11.0,,G. Harris makes free throw 2 of 2,12,17
69,1,3:55.0,E. Payton misses 3-pt jump shot from 22 ft,,12,17
70,1,3:52.0,,Defensive rebound by N. Jokić,12,17
71,1,3:39.0,,G. Harris misses 3-pt jump shot from 27 ft,12,17
72,1,3:37.0,Defensive rebound by Team,,12,17
73,1,3:22.0,K. Knox makes 2-pt dunk from 2 ft (assist by B. Portis),,14,17
74,1,3:22.0,D. Dotson enters the game for F. Ntilikina,,14,17
75,1,3:22.0,,W. Barton enters the game for G. Harris,14,17
76,1,3:22.0,,J. Grant enters the game for N. Jokić,14,17
77,1,3:22.0,,M. Morris enters the game for J. Murray,14,17
78,1,2:59.0,,Denver full timeout,14,17
79,1,2:58.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by M. Morris),14,19
80,1,2:58.0,,Shooting foul by B. Portis (drawn by M. Plumlee),14,19
81,1,2:58.0,,M. Plumlee misses free throw 1 of 1,14,19
82,1,2:52.0,Defensive rebound by B. Portis,,14,19
83,1,2:43.0,M. Robinson makes 2-pt dunk from 2 ft (assist by K. Knox),,16,19
84,1,2:23.0,,T. Craig makes 3-pt jump shot from 28 ft (assist by M. Morris),16,22
85,1,2:10.0,E. Payton misses 2-pt jump shot from 7 ft,,16,22
86,1,2:07.0,,Defensive rebound by T. Craig,16,22
87,1,1:56.0,,J. Grant makes 2-pt dunk from 1 ft (assist by M. Morris),16,24
88,1,1:42.0,B. Portis makes 2-pt jump shot from 19 ft,,18,24
89,1,1:31.0,,Personal foul by E. Payton (drawn by M. Morris),18,24
90,1,1:18.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by M. Plumlee),18,27
91,1,1:05.0,B. Portis misses 2-pt jump shot from 9 ft,,18,27
92,1,1:02.0,,Defensive rebound by J. Grant,18,27
93,1,0:55.0,,T. Craig makes 2-pt layup from 3 ft (assist by M. Plumlee),18,29
94,1,0:40.0,B. Portis makes 2-pt jump shot from 7 ft (assist by E. Payton),,20,29
95,1,0:33.0,,W. Barton makes 2-pt layup from 2 ft,20,31
96,1,0:26.0,D. Dotson misses 3-pt jump shot from 26 ft,,20,31
97,1,0:22.0,Offensive rebound by M. Robinson,,20,31
98,1,0:21.0,M. Robinson makes 2-pt layup from 2 ft,,22,31
99,1,0:04.0,,W. Barton makes 2-pt layup from 3 ft,22,33
100,1,0:00.0,E. Payton misses 2-pt jump shot from 13 ft,,22,33
101,1,0:00.0,,Defensive rebound by Team,22,33
102,2,11:48.0,Turnover by M. Robinson (lost ball; steal by G. Harris),,22,33
103,2,11:44.0,,M. Plumlee makes 2-pt layup from 3 ft (assist by G. Harris),22,35
104,2,11:29.0,K. Knox makes 2-pt hook shot from 8 ft (assist by E. Payton),,24,35
105,2,11:06.0,,G. Harris makes 2-pt layup from 2 ft (assist by M. Porter),24,37
106,2,10:50.0,Turnover by B. Portis (lost ball; steal by J. Grant),,24,37
107,2,10:46.0,,M. Porter makes 2-pt jump shot from 4 ft,24,39
108,2,10:40.0,New York full timeout,,24,39
109,2,10:40.0,J. Randle enters the game for M. Robinson,,24,39
110,2,10:32.0,K. Knox makes 2-pt jump shot from 17 ft (assist by E. Payton),,26,39
111,2,10:16.0,,M. Porter makes 2-pt layup from 2 ft (assist by M. Plumlee),26,41
112,2,10:05.0,K. Knox misses 2-pt dunk from 1 ft,,26,41
113,2,10:03.0,,Defensive rebound by M. Porter,26,41
114,2,9:49.0,,M. Morris misses 3-pt jump shot from 22 ft,26,41
115,2,9:45.0,Defensive rebound by B. Portis,,26,41
116,2,9:40.0,E. Payton makes 2-pt dunk from 2 ft,,28,41
117,2,9:24.0,,M. Porter misses 3-pt jump shot from 26 ft,28,41
118,2,9:21.0,Defensive rebound by B. Portis,,28,41
119,2,9:10.0,Offensive foul by B. Portis (drawn by M. Morris),,28,41
120,2,9:10.0,Turnover by B. Portis (offensive foul),,28,41
121,2,8:51.0,,M. Plumlee makes 2-pt dunk from 1 ft,28,43
122,2,8:32.0,K. Knox misses 3-pt jump shot from 25 ft,,28,43
123,2,8:30.0,,Defensive rebound by M. Porter,28,43
124,2,8:08.0,,G. Harris misses 2-pt layup from 3 ft,28,43
125,2,8:08.0,,Offensive rebound by M. Porter,28,43
126,2,8:08.0,,M. Porter misses 2-pt layup from 3 ft,28,43
127,2,8:08.0,,Offensive rebound by M. Porter,28,43
128,2,8:08.0,,M. Porter makes 2-pt layup from 2 ft,28,45
129,2,8:08.0,,Shooting foul by J. Randle (drawn by M. Porter),28,45
130,2,8:08.0,R. Barrett enters the game for D. Dotson,,28,45
131,2,8:08.0,M. Morris enters the game for E. Payton,,28,45
132,2,8:08.0,F. Ntilikina enters the game for B. Portis,,28,45
133,2,8:08.0,,W. Barton enters the game for J. Grant,28,45
134,2,8:08.0,,N. Jokić enters the game for G. Harris,28,45
135,2,8:08.0,,M. Porter makes free throw 1 of 1,28,46
136,2,7:58.0,Turnover by M. Morris (bad pass; steal by W. Barton),,28,46
137,2,7:54.0,,M. Plumlee makes 2-pt dunk from 3 ft (assist by W. Barton),28,48
138,2,7:46.0,New York full timeout,,28,48
139,2,7:38.0,M. Morris makes 2-pt jump shot from 19 ft,,30,48
140,2,7:19.0,,N. Jokić misses 3-pt jump shot from 26 ft,30,48
141,2,7:16.0,Defensive rebound by F. Ntilikina,,30,48
142,2,7:13.0,M. Morris misses 3-pt jump shot from 26 ft,,30,48
143,2,7:11.0,Offensive rebound by M. Morris,,30,48
144,2,7:08.0,R. Barrett misses 3-pt jump shot from 26 ft,,30,48
145,2,7:04.0,,Defensive rebound by M. Porter,30,48
146,2,6:56.0,,W. Barton misses 2-pt jump shot from 4 ft,30,48
147,2,6:54.0,,Offensive rebound by N. Jokić,30,48
148,2,6:53.0,,N. Jokić makes 2-pt layup from 2 ft,30,50
149,2,6:40.0,F. Ntilikina makes 3-pt jump shot from 25 ft (assist by J. Randle),,33,50
150,2,6:22.0,,M. Plumlee makes 2-pt layup from 3 ft (assist by W. Barton),33,52
151,2,6:22.0,,Shooting foul by M. Morris (drawn by M. Plumlee),33,52
152,2,6:22.0,,J. Murray enters the game for M. Morris,33,52
153,2,6:22.0,,M. Plumlee misses free throw 1 of 1,33,52
154,2,6:19.0,Defensive rebound by M. Morris,,33,52
155,2,6:10.0,R. Barrett makes 2-pt layup from 3 ft,,35,52
156,2,5:56.0,,Turnover by J. Murray (lost ball; steal by F. Ntilikina),35,52
157,2,5:53.0,F. Ntilikina makes 2-pt dunk from 1 ft,,37,52
158,2,5:53.0,,Denver full timeout,37,52
159,2,5:53.0,,J. Grant enters the game for M. Plumlee,37,52
160,2,5:53.0,,G. Harris enters the game for M. Porter,37,52
161,2,5:38.0,,N. Jokić misses 2-pt jump shot from 17 ft,37,52
162,2,5:36.0,Defensive rebound by K. Knox,,37,52
163,2,5:26.0,K. Knox makes 2-pt jump shot from 13 ft (assist by R. Barrett),,39,52
164,2,5:14.0,,Turnover by W. Barton (lost ball; steal by F. Ntilikina),39,52
165,2,5:10.0,R. Barrett makes 2-pt dunk from 1 ft,,41,52
166,2,4:56.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by W. Barton),41,55
167,2,4:41.0,Turnover by J. Randle (out of bounds lost ball),,41,55
168,2,4:38.0,,G. Harris misses 3-pt jump shot from 23 ft,41,55
169,2,4:35.0,Defensive rebound by M. Morris,,41,55
170,2,4:25.0,Turnover by M. Morris (traveling),,41,55
171,2,4:09.0,,N. Jokić misses 2-pt layup from 3 ft,41,55
172,2,4:07.0,,Offensive rebound by N. Jokić,41,55
173,2,4:05.0,,N. Jokić misses 2-pt layup from 3 ft,41,55
174,2,4:03.0,Defensive rebound by J. Randle,,41,55
175,2,3:58.0,F. Ntilikina misses 3-pt jump shot from 23 ft,,41,55
176,2,3:55.0,,Defensive rebound by W. Barton,41,55
177,2,3:49.0,,Turnover by J. Grant (bad pass; steal by F. Ntilikina),41,55
178,2,3:35.0,K. Knox misses 3-pt jump shot from 26 ft,,41,55
179,2,3:32.0,,Defensive rebound by W. Barton,41,55
180,2,3:29.0,,Personal foul by F. Ntilikina (drawn by W. Barton),41,55
181,2,3:29.0,E. Payton enters the game for K. Knox,,41,55
182,2,3:29.0,M. Robinson enters the game for F. Ntilikina,,41,55
183,2,3:24.0,,N. Jokić makes 2-pt jump shot from 10 ft (assist by J. Murray),41,57
184,2,3:01.0,R. Barrett misses 2-pt layup from 4 ft,,41,57
185,2,2:59.0,Offensive rebound by R. Barrett,,41,57
186,2,2:58.0,R. Barrett misses 2-pt layup from 3 ft,,41,57
187,2,2:58.0,,Defensive rebound by J. Murray,41,57
188,2,2:54.0,,J. Murray makes 3-pt jump shot from 26 ft,41,60
189,2,2:40.0,J. Randle makes 2-pt dunk from 2 ft,,43,60
190,2,2:19.0,,N. Jokić misses 2-pt jump shot from 9 ft,43,60
191,2,2:15.0,Defensive rebound by M. Robinson,,43,60
192,2,2:03.0,J. Randle misses 3-pt jump shot from 25 ft,,43,60
193,2,2:01.0,Offensive rebound by M. Robinson,,43,60
194,2,1:57.0,Personal foul by N. Jokić (drawn by R. Barrett),,43,60
195,2,1:51.0,M. Morris makes 3-pt jump shot from 23 ft (assist by E. Payton),,46,60
196,2,1:37.0,,G. Harris makes 2-pt layup from 4 ft (assist by J. Murray),46,62
197,2,1:37.0,,Shooting foul by M. Robinson (drawn by G. Harris),46,62
198,2,1:37.0,,G. Harris makes free throw 1 of 1,46,63
199,2,1:29.0,M. Morris misses 2-pt jump shot from 7 ft,,46,63
200,2,1:26.0,,Defensive rebound by W. Barton,46,63
201,2,1:21.0,,W. Barton makes 2-pt layup from 4 ft,46,65
202,2,1:00.0,J. Randle makes 2-pt hook shot from 6 ft,,48,65
203,2,0:47.0,,J. Murray makes 2-pt jump shot from 11 ft,48,67
204,2,0:25.0,Def 3 sec tech foul by Team,,48,67
205,2,0:25.0,M. Morris makes technical free throw,,49,67
206,2,0:19.0,E. Payton makes 2-pt layup from 2 ft,,51,67
207,2,0:01.0,,J. Murray misses 3-pt jump shot from 26 ft,51,67
208,2,0:01.0,,Offensive rebound by Team,51,67
209,3,11:39.0,M. Morris makes 2-pt jump shot from 8 ft,,53,67
210,3,11:21.0,,Personal foul by T. Gibson (drawn by N. Jokić),53,67
211,3,11:11.0,,J. Grant misses 3-pt jump shot from 25 ft,53,67
212,3,11:08.0,,Offensive rebound by G. Harris,53,67
213,3,11:01.0,,Flagrant foul type 1 by T. Gibson (drawn by J. Grant),53,67
214,3,11:01.0,,Instant Replay (Request: Ruling Stands),53,67
215,3,11:01.0,,J. Grant makes flagrant free throw 1 of 2,53,68
216,3,11:01.0,,J. Grant makes flagrant free throw 2 of 2,53,69
217,3,10:43.0,,N. Jokić misses 2-pt hook shot from 6 ft,53,69
218,3,10:39.0,Defensive rebound by R. Barrett,,53,69
219,3,10:30.0,T. Gibson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),,55,69
220,3,10:07.0,,Turnover by W. Barton (bad pass; steal by T. Gibson),55,69
221,3,9:48.0,J. Randle makes 2-pt jump shot from 3 ft,,57,69
222,3,9:32.0,,J. Murray misses 2-pt jump shot from 17 ft,57,69
223,3,9:29.0,Defensive rebound by J. Randle,,57,69
224,3,9:28.0,Personal take foul by J. Grant (drawn by J. Randle),,57,69
225,3,9:28.0,,M. Plumlee enters the game for J. Grant,57,69
226,3,9:13.0,M. Morris makes 2-pt jump shot from 18 ft,,59,69
227,3,8:58.0,,N. Jokić makes 2-pt jump shot from 5 ft,59,71
228,3,8:35.0,R. Barrett misses 2-pt hook shot from 5 ft,,59,71
229,3,8:32.0,,Defensive rebound by W. Barton,59,71
230,3,8:23.0,,G. Harris misses 3-pt jump shot from 26 ft,59,71
231,3,8:19.0,Defensive rebound by J. Randle,,59,71
232,3,8:01.0,T. Gibson misses 2-pt jump shot from 19 ft,,59,71
233,3,7:56.0,,Defensive rebound by M. Plumlee,59,71
234,3,7:46.0,,W. Barton misses 2-pt jump shot from 7 ft,59,71
235,3,7:43.0,Defensive rebound by T. Gibson,,59,71
236,3,7:36.0,Shooting foul by W. Barton (drawn by M. Morris),,59,71
237,3,7:36.0,M. Morris misses free throw 1 of 3,,59,71
238,3,7:36.0,Offensive rebound by Team,,59,71
239,3,7:36.0,M. Morris makes free throw 2 of 3,,60,71
240,3,7:36.0,E. Payton enters the game for T. Gibson,,60,71
241,3,7:36.0,M. Robinson enters the game for F. Ntilikina,,60,71
242,3,7:36.0,M. Morris makes free throw 3 of 3,,61,71
243,3,7:23.0,,Personal foul by E. Payton (drawn by N. Jokić),61,71
244,3,7:16.0,,N. Jokić misses 2-pt jump shot from 16 ft,61,71
245,3,7:12.0,Defensive rebound by M. Robinson,,61,71
246,3,7:06.0,J. Randle misses 3-pt jump shot from 26 ft,,61,71
247,3,7:00.0,,Defensive rebound by J. Murray,61,71
248,3,6:51.0,,J. Murray misses 3-pt jump shot from 26 ft,61,71
249,3,6:48.0,,Offensive rebound by M. Plumlee,61,71
250,3,6:41.0,,W. Barton makes 2-pt jump shot from 20 ft,61,73
251,3,6:21.0,M. Robinson makes 2-pt dunk from 1 ft (assist by E. Payton),,63,73
252,3,6:01.0,,W. Barton misses 3-pt jump shot from 26 ft,63,73
253,3,5:57.0,Defensive rebound by E. Payton,,63,73
254,3,5:50.0,E. Payton makes 2-pt layup from 2 ft,,65,73
255,3,5:50.0,,Denver full timeout,65,73
256,3,5:50.0,B. Portis enters the game for J. Randle,,65,73
257,3,5:50.0,,T. Craig enters the game for W. Barton,65,73
258,3,5:37.0,,N. Jokić misses 2-pt layup from 4 ft,65,73
259,3,5:33.0,Defensive rebound by E. Payton,,65,73
260,3,5:29.0,M. Robinson makes 2-pt layup from 3 ft (assist by E. Payton),,67,73
261,3,5:14.0,,J. Murray misses 2-pt jump shot from 8 ft,67,73
262,3,5:10.0,,Offensive rebound by J. Murray,67,73
263,3,5:08.0,,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Murray),67,76
264,3,4:53.0,M. Morris makes 3-pt jump shot from 27 ft (assist by E. Payton),,70,76
265,3,4:53.0,Instant Replay (Request: Ruling Stands),,70,76
266,3,4:40.0,,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),70,78
267,3,4:21.0,M. Morris makes 3-pt jump shot from 23 ft (assist by E. Payton),,73,78
268,3,4:11.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),73,80
269,3,4:11.0,,Shooting foul by M. Robinson (drawn by G. Harris),73,80
270,3,4:11.0,K. Knox enters the game for R. Barrett,,73,80
271,3,4:11.0,,M. Morris enters the game for J. Murray,73,80
272,3,4:11.0,,G. Harris makes free throw 1 of 1,73,81
273,3,3:58.0,E. Payton misses 2-pt jump shot from 5 ft,,73,81
274,3,3:56.0,,Defensive rebound by N. Jokić,73,81
275,3,3:46.0,,G. Harris makes 3-pt jump shot from 26 ft,73,84
276,3,3:22.0,M. Morris makes 2-pt jump shot from 21 ft,,75,84
277,3,3:07.0,,G. Harris misses 3-pt jump shot from 25 ft,75,84
278,3,3:03.0,Defensive rebound by E. Payton,,75,84
279,3,2:57.0,E. Payton misses 2-pt jump shot from 11 ft,,75,84
280,3,2:57.0,Offensive rebound by E. Payton,,75,84
281,3,2:54.0,E. Payton makes 2-pt jump shot from 6 ft,,77,84
282,3,2:41.0,,M. Morris misses 3-pt jump shot from 26 ft,77,84
283,3,2:37.0,Defensive rebound by M. Robinson,,77,84
284,3,2:32.0,B. Portis makes 3-pt jump shot from 23 ft (assist by E. Payton),,80,84
285,3,2:31.0,,Denver full timeout,80,84
286,3,2:31.0,,J. Grant enters the game for N. Jokić,80,84
287,3,2:21.0,,T. Craig misses 3-pt jump shot from 25 ft,80,84
288,3,2:19.0,,Offensive rebound by M. Plumlee,80,84
289,3,2:18.0,,Personal foul by K. Knox (drawn by M. Plumlee),80,84
290,3,2:18.0,,M. Plumlee makes free throw 1 of 2,80,85
291,3,2:18.0,,M. Plumlee misses free throw 2 of 2,80,85
292,3,2:15.0,Defensive rebound by K. Knox,,80,85
293,3,2:06.0,M. Morris makes 2-pt jump shot from 18 ft (assist by E. Payton),,82,85
294,3,2:06.0,,W. Barton enters the game for G. Harris,82,85
295,3,1:39.0,,M. Plumlee misses 2-pt dunk from 1 ft (block by M. Robinson),82,85
296,3,1:35.0,Defensive rebound by M. Morris,,82,85
297,3,1:28.0,M. Morris misses 3-pt jump shot from 23 ft,,82,85
298,3,1:25.0,Offensive rebound by E. Payton,,82,85
299,3,1:17.0,Turnover by B. Portis (step out of bounds),,82,85
300,3,1:00.0,,M. Morris misses 2-pt jump shot from 5 ft,82,85
301,3,0:59.0,,Offensive rebound by M. Morris,82,85
302,3,0:58.0,,M. Morris misses 2-pt layup from 6 ft,82,85
303,3,0:57.0,Defensive rebound by E. Payton,,82,85
304,3,0:54.0,E. Payton makes 2-pt jump shot from 4 ft,,84,85
305,3,0:41.0,,W. Barton misses 2-pt jump shot from 6 ft,84,85
306,3,0:41.0,Defensive rebound by M. Robinson,,84,85
307,3,0:30.0,B. Portis misses 2-pt jump shot from 13 ft,,84,85
308,3,0:28.0,,Defensive rebound by M. Plumlee,84,85
309,3,0:06.0,,M. Morris makes 2-pt layup from 3 ft (assist by M. Plumlee),84,87
310,3,0:00.0,M. Morris misses 3-pt jump shot from 24 ft,,84,87
311,3,0:00.0,Offensive rebound by Team,,84,87
312,4,11:48.0,,W. Barton misses 2-pt jump shot from 6 ft,84,87
313,4,11:47.0,,Offensive rebound by Team,84,87
314,4,11:37.0,,M. Morris misses 2-pt jump shot from 5 ft,84,87
315,4,11:31.0,,Offensive rebound by M. Plumlee,84,87
316,4,11:27.0,,J. Grant makes 2-pt dunk from 2 ft (assist by M. Porter),84,89
317,4,11:09.0,J. Randle makes 2-pt jump shot from 7 ft,,86,89
318,4,11:09.0,Shooting foul by J. Grant (drawn by J. Randle),,86,89
319,4,11:09.0,J. Randle makes free throw 1 of 1,,87,89
320,4,10:57.0,,Turnover by M. Porter (lost ball; steal by J. Randle),87,89
321,4,10:53.0,J. Randle misses 2-pt layup from 5 ft (block by M. Porter),,87,89
322,4,10:49.0,Offensive rebound by K. Knox,,87,89
323,4,10:48.0,K. Knox makes 2-pt layup from 2 ft,,89,89
324,4,10:36.0,,M. Plumlee misses 2-pt layup from 2 ft,89,89
325,4,10:34.0,Defensive rebound by T. Gibson,,89,89
326,4,10:25.0,T. Gibson misses 2-pt dunk from 3 ft (block by M. Plumlee),,89,89
327,4,10:24.0,,Defensive rebound by W. Barton,89,89
328,4,10:03.0,,Turnover by M. Morris (bad pass; steal by F. Ntilikina),89,89
329,4,9:54.0,R. Barrett misses 2-pt dunk from 4 ft (block by J. Grant),,89,89
330,4,9:54.0,Offensive rebound by Team,,89,89
331,4,9:50.0,T. Gibson makes 2-pt jump shot from 3 ft (assist by F. Ntilikina),,91,89
332,4,9:36.0,,W. Barton misses 2-pt layup from 4 ft,91,89
333,4,9:33.0,Defensive rebound by F. Ntilikina,,91,89
334,4,9:28.0,J. Randle makes 2-pt layup from 3 ft,,93,89
335,4,9:27.0,,Denver full timeout,93,89
336,4,9:27.0,,G. Harris enters the game for W. Barton,93,89
337,4,9:27.0,,N. Jokić enters the game for J. Grant,93,89
338,4,9:27.0,,J. Murray enters the game for M. Morris,93,89
339,4,9:09.0,,M. Porter misses 2-pt jump shot from 9 ft,93,89
340,4,9:07.0,Defensive rebound by J. Randle,,93,89
341,4,8:51.0,R. Barrett misses 3-pt jump shot from 26 ft,,93,89
342,4,8:48.0,,Defensive rebound by M. Porter,93,89
343,4,8:36.0,,N. Jokić makes 2-pt hook shot from 4 ft,93,91
344,4,8:21.0,Def 3 sec tech foul by Team,,93,91
345,4,8:21.0,F. Ntilikina makes technical free throw,,94,91
346,4,8:16.0,T. Gibson makes 2-pt dunk from 4 ft (assist by F. Ntilikina),,96,91
347,4,7:58.0,,J. Murray misses 3-pt jump shot from 25 ft,96,91
348,4,7:55.0,,Offensive rebound by M. Porter,96,91
349,4,7:54.0,,M. Porter misses 2-pt dunk from 2 ft,96,91
350,4,7:53.0,,Offensive rebound by M. Porter,96,91
351,4,7:49.0,,M. Porter makes 2-pt layup from 3 ft (assist by M. Plumlee),96,93
352,4,7:37.0,F. Ntilikina misses 3-pt jump shot from 26 ft,,96,93
353,4,7:33.0,Offensive rebound by K. Knox,,96,93
354,4,7:25.0,J. Randle misses 3-pt jump shot from 25 ft,,96,93
355,4,7:22.0,Offensive rebound by F. Ntilikina,,96,93
356,4,7:11.0,Shooting foul by J. Murray (drawn by J. Randle),,96,93
357,4,7:11.0,J. Randle makes free throw 1 of 2,,97,93
358,4,7:11.0,M. Morris enters the game for K. Knox,,97,93
359,4,7:11.0,,W. Barton enters the game for M. Porter,97,93
360,4,7:11.0,J. Randle makes free throw 2 of 2,,98,93
361,4,6:55.0,,N. Jokić makes 2-pt jump shot from 6 ft,98,95
362,4,6:35.0,M. Morris misses 2-pt jump shot from 13 ft (block by W. Barton),,98,95
363,4,6:32.0,,Defensive rebound by M. Plumlee,98,95
364,4,6:23.0,,N. Jokić misses 2-pt jump shot from 8 ft,98,95
365,4,6:18.0,,Offensive rebound by N. Jokić,98,95
366,4,6:17.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by N. Jokić),98,98
367,4,6:15.0,New York full timeout,,98,98
368,4,6:15.0,E. Payton enters the game for T. Gibson,,98,98
369,4,6:15.0,M. Robinson enters the game for F. Ntilikina,,98,98
370,4,5:57.0,J. Randle makes 2-pt jump shot from 5 ft,,100,98
371,4,5:39.0,,Turnover by N. Jokić (lost ball; steal by M. Robinson),100,98
372,4,5:33.0,M. Morris misses 3-pt jump shot from 23 ft,,100,98
373,4,5:29.0,Offensive rebound by M. Robinson,,100,98
374,4,5:29.0,M. Robinson misses 2-pt layup from 3 ft,,100,98
375,4,5:29.0,,Defensive rebound by N. Jokić,100,98
376,4,5:23.0,,Personal foul by M. Morris (drawn by N. Jokić),100,98
377,4,5:17.0,,Turnover by G. Harris (bad pass; steal by E. Payton),100,98
378,4,5:12.0,J. Randle misses 2-pt jump shot from 7 ft (block by N. Jokić),,100,98
379,4,5:08.0,Offensive rebound by J. Randle,,100,98
380,4,4:58.0,,Loose ball foul by M. Plumlee (drawn by J. Randle),100,98
381,4,4:51.0,E. Payton misses 3-pt jump shot from 26 ft,,100,98
382,4,4:46.0,,Defensive rebound by W. Barton,100,98
383,4,4:35.0,,Shooting foul by M. Robinson (drawn by M. Plumlee),100,98
384,4,4:35.0,,M. Plumlee misses free throw 1 of 2,100,98
385,4,4:35.0,,Offensive rebound by Team,100,98
386,4,4:35.0,,M. Plumlee makes free throw 2 of 2,100,99
