,QUARTER,TIME_REMAINING,PHOENIX_ACTION,TORONTO_ACTION,PHOENIX_SCORE,TORONTO_SCORE
27,1,9:31.0,M. Bridges makes 2-pt layup from 1 ft (assist by D. Booker),,4,2
28,1,9:15.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Lowry),4,4
29,1,9:06.0,Shooting foul by O. Anunoby (drawn by R. Rubio),,4,4
30,1,9:06.0,R. Rubio makes free throw 1 of 2,,5,4
31,1,9:06.0,R. Rubio makes free throw 2 of 2,,6,4
32,1,8:50.0,,F. VanVleet misses 3-pt jump shot from 23 ft,6,4
33,1,8:47.0,Defensive rebound by D. Ayton,,6,4
34,1,8:39.0,Turnover by M. Bridges (out of bounds lost ball),,6,4
35,1,8:27.0,,Turnover by S. Ibaka (bad pass; steal by D. Ayton),6,4
36,1,8:15.0,K. Oubre makes 2-pt jump shot from 20 ft (assist by R. Rubio),,8,4
37,1,8:01.0,,Turnover by P. Siakam (traveling),8,4
38,1,7:46.0,R. Rubio misses 3-pt jump shot from 23 ft,,8,4
39,1,7:43.0,,Defensive rebound by P. Siakam,8,4
40,1,7:37.0,,P. Siakam makes 3-pt jump shot from 28 ft,8,7
41,1,7:20.0,M. Bridges makes 2-pt jump shot from 12 ft (assist by R. Rubio),,10,7
42,1,6:59.0,,S. Ibaka makes 2-pt jump shot from 6 ft (assist by K. Lowry),10,9
43,1,6:59.0,Phoenix full timeout,,10,9
44,1,6:59.0,E. Okobo enters the game for R. Rubio,,10,9
45,1,6:41.0,Turnover by E. Okobo (bad pass; steal by K. Lowry),,10,9
46,1,6:35.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by K. Lowry),10,11
47,1,6:24.0,Personal foul by P. Siakam (drawn by K. Oubre),,10,11
48,1,6:22.0,D. Booker makes 2-pt jump shot from 15 ft (assist by K. Oubre),,12,11
49,1,6:08.0,,P. Siakam makes 2-pt jump shot from 5 ft,12,13
50,1,5:54.0,K. Oubre misses 3-pt jump shot from 23 ft (block by O. Anunoby),,12,13
51,1,5:54.0,,Defensive rebound by P. Siakam,12,13
52,1,5:50.0,,Turnover by O. Anunoby (bad pass),12,13
53,1,5:39.0,D. Ayton makes 2-pt dunk at rim (assist by M. Bridges),,14,13
54,1,5:18.0,,F. VanVleet misses 3-pt jump shot from 23 ft,14,13
55,1,5:13.0,,Offensive rebound by O. Anunoby,14,13
56,1,5:13.0,,O. Anunoby makes 2-pt dunk at rim,14,15
57,1,4:59.0,E. Okobo misses 3-pt jump shot from 24 ft,,14,15
58,1,4:57.0,,Defensive rebound by O. Anunoby,14,15
59,1,4:53.0,,Shooting foul by M. Bridges (drawn by P. Siakam),14,15
60,1,4:53.0,,P. Siakam makes free throw 1 of 2,14,16
61,1,4:53.0,A. Baynes enters the game for D. Ayton,,14,16
62,1,4:53.0,D. Šarić enters the game for M. Bridges,,14,16
63,1,4:53.0,,T. Davis enters the game for O. Anunoby,14,16
64,1,4:53.0,,R. Hollis-Jefferson enters the game for K. Lowry,14,16
65,1,4:53.0,,P. Siakam makes free throw 2 of 2,14,17
66,1,4:44.0,K. Oubre misses 2-pt jump shot from 12 ft,,14,17
67,1,4:41.0,,Defensive rebound by R. Hollis-Jefferson,14,17
68,1,4:35.0,,Personal foul by A. Baynes (drawn by S. Ibaka),14,17
69,1,4:30.0,,S. Ibaka misses 3-pt jump shot from 26 ft,14,17
70,1,4:26.0,,Offensive rebound by T. Davis,14,17
71,1,4:23.0,,P. Siakam makes 3-pt jump shot from 22 ft (assist by F. VanVleet),14,20
72,1,3:55.0,K. Oubre misses 2-pt jump shot from 17 ft,,14,20
73,1,3:53.0,,Defensive rebound by F. VanVleet,14,20
74,1,3:48.0,,F. VanVleet makes 2-pt layup from 2 ft,14,22
75,1,3:28.0,A. Baynes makes 2-pt jump shot from 5 ft (assist by D. Booker),,16,22
76,1,3:03.0,,T. Davis misses 2-pt dunk from 2 ft (block by A. Baynes),16,22
77,1,3:03.0,,Offensive rebound by Team,16,22
78,1,3:03.0,,Turnover by Team (shot clock),16,22
79,1,3:03.0,C. Johnson enters the game for K. Oubre,,16,22
80,1,3:03.0,,C. Boucher enters the game for S. Ibaka,16,22
81,1,2:54.0,D. Booker misses 2-pt jump shot from 18 ft,,16,22
82,1,2:51.0,,Defensive rebound by R. Hollis-Jefferson,16,22
83,1,2:42.0,,P. Siakam makes 2-pt jump shot from 9 ft,16,24
84,1,2:38.0,Personal foul by F. VanVleet (drawn by D. Booker),,16,24
85,1,2:38.0,,Toronto full timeout,16,24
86,1,2:22.0,D. Booker misses 2-pt jump shot from 6 ft,,16,24
87,1,2:20.0,,Defensive rebound by C. Boucher,16,24
88,1,2:08.0,,F. VanVleet makes 2-pt jump shot from 21 ft,16,26
89,1,1:51.0,D. Šarić misses 3-pt jump shot from 26 ft (block by C. Boucher),,16,26
90,1,1:51.0,Offensive rebound by Team,,16,26
91,1,1:51.0,J. Carter enters the game for D. Booker,,16,26
92,1,1:51.0,R. Rubio enters the game for E. Okobo,,16,26
93,1,1:44.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by R. Rubio),,19,26
94,1,1:19.0,,C. Boucher misses 2-pt layup from 4 ft,19,26
95,1,1:15.0,Defensive rebound by J. Carter,,19,26
96,1,1:08.0,Shooting foul by C. Boucher (drawn by D. Šarić),,19,26
97,1,1:08.0,D. Šarić makes free throw 1 of 2,,20,26
98,1,1:08.0,D. Ayton enters the game for A. Baynes,,20,26
99,1,1:08.0,,K. Lowry enters the game for F. VanVleet,20,26
100,1,1:08.0,D. Šarić makes free throw 2 of 2,,21,26
101,1,0:50.0,,P. Siakam misses 3-pt jump shot from 27 ft,21,26
102,1,0:47.0,Defensive rebound by D. Ayton,,21,26
103,1,0:43.0,C. Johnson makes 2-pt jump shot from 14 ft (assist by R. Rubio),,23,26
104,1,0:38.0,,T. Davis makes 2-pt layup from 1 ft (assist by K. Lowry),23,28
105,1,0:23.0,D. Šarić misses 2-pt jump shot from 6 ft,,23,28
106,1,0:23.0,Offensive rebound by D. Ayton,,23,28
107,1,0:20.0,D. Ayton misses 2-pt layup from 1 ft,,23,28
108,1,0:19.0,,Defensive rebound by P. Siakam,23,28
109,1,0:02.0,,P. Siakam makes 3-pt jump shot from 26 ft,23,31
110,1,0:00.0,J. Carter misses 3-pt jump shot from 53 ft,,23,31
111,1,0:00.0,Offensive rebound by Team,,23,31
112,2,11:40.0,,K. Lowry makes 3-pt jump shot from 26 ft,23,34
113,2,11:12.0,J. Carter misses 3-pt jump shot from 28 ft,,23,34
114,2,11:09.0,Offensive rebound by D. Šarić,,23,34
115,2,11:06.0,C. Johnson makes 2-pt jump shot from 16 ft (assist by D. Šarić),,25,34
116,2,10:54.0,,T. Davis makes 2-pt layup from 3 ft (assist by K. Lowry),25,36
117,2,10:47.0,C. Johnson misses 3-pt jump shot from 24 ft,,25,36
118,2,10:43.0,,Defensive rebound by R. Hollis-Jefferson,25,36
119,2,10:39.0,,T. Davis makes 3-pt jump shot from 27 ft (assist by R. Hollis-Jefferson),25,39
120,2,10:38.0,Phoenix full timeout,,25,39
121,2,10:22.0,Turnover by D. Šarić (bad pass; steal by C. Boucher),,25,39
122,2,10:17.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by D. Ayton),25,39
123,2,10:17.0,,Offensive rebound by Team,25,39
124,2,10:17.0,M. Bridges enters the game for D. Šarić,,25,39
125,2,10:09.0,,O. Anunoby makes 2-pt jump shot from 5 ft,25,41
126,2,9:54.0,Turnover by R. Rubio (step out of bounds),,25,41
127,2,9:54.0,K. Oubre enters the game for J. Carter,,25,41
128,2,9:42.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by K. Lowry),25,43
129,2,9:33.0,,Violation by Team (kicked ball),25,43
130,2,9:20.0,D. Ayton misses 2-pt layup from 8 ft (block by C. Boucher),,25,43
131,2,9:17.0,,Defensive rebound by C. Boucher,25,43
132,2,9:12.0,,T. Davis misses 3-pt jump shot from 26 ft,25,43
133,2,9:07.0,Defensive rebound by D. Ayton,,25,43
134,2,9:00.0,D. Ayton makes 2-pt hook shot from 5 ft (assist by R. Rubio),,27,43
135,2,8:53.0,,K. Lowry makes 2-pt layup at rim,27,45
136,2,8:32.0,R. Rubio makes 2-pt jump shot from 14 ft,,29,45
137,2,8:18.0,,Personal foul by C. Johnson (drawn by R. Hollis-Jefferson),29,45
138,2,8:18.0,D. Booker enters the game for C. Johnson,,29,45
139,2,8:09.0,,C. Boucher misses 3-pt jump shot from 27 ft,29,45
140,2,8:07.0,Defensive rebound by Team,,29,45
141,2,8:01.0,Personal foul by C. Boucher (drawn by M. Bridges),,29,45
142,2,8:01.0,,S. Ibaka enters the game for C. Boucher,29,45
143,2,7:47.0,Turnover by D. Ayton (lost ball; steal by T. Davis),,29,45
144,2,7:40.0,,T. Davis makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),29,47
145,2,7:30.0,D. Booker makes 3-pt jump shot from 24 ft (assist by R. Rubio),,32,47
146,2,7:16.0,,T. Davis makes 2-pt layup at rim (assist by K. Lowry),32,49
147,2,6:54.0,R. Rubio misses 2-pt jump shot from 9 ft,,32,49
148,2,6:53.0,,Defensive rebound by K. Lowry,32,49
149,2,6:50.0,,R. Hollis-Jefferson misses 2-pt layup from 5 ft (block by K. Oubre),32,49
150,2,6:49.0,,Offensive rebound by Team,32,49
151,2,6:49.0,T. Jerome enters the game for R. Rubio,,32,49
152,2,6:49.0,,P. Siakam enters the game for T. Davis,32,49
153,2,6:49.0,,F. VanVleet enters the game for R. Hollis-Jefferson,32,49
154,2,6:32.0,,K. Lowry misses 3-pt jump shot from 32 ft,32,49
155,2,6:29.0,Defensive rebound by Team,,32,49
156,2,6:20.0,D. Booker makes 2-pt jump shot from 15 ft (assist by T. Jerome),,34,49
157,2,6:20.0,Shooting foul by K. Lowry (drawn by D. Booker),,34,49
158,2,6:20.0,D. Booker makes free throw 1 of 1,,35,49
159,2,5:58.0,,K. Lowry misses 3-pt jump shot from 24 ft,35,49
160,2,5:55.0,Defensive rebound by D. Ayton,,35,49
161,2,5:46.0,Turnover by T. Jerome (step out of bounds),,35,49
162,2,5:46.0,A. Baynes enters the game for D. Ayton,,35,49
163,2,5:36.0,,Shooting foul by K. Oubre (drawn by S. Ibaka),35,49
164,2,5:36.0,,S. Ibaka makes free throw 1 of 2,35,50
165,2,5:36.0,,S. Ibaka makes free throw 2 of 2,35,51
166,2,5:24.0,Personal foul by F. VanVleet (drawn by T. Jerome),,35,51
167,2,5:24.0,,T. Davis enters the game for K. Lowry,35,51
168,2,5:11.0,D. Booker makes 2-pt layup from 2 ft (assist by M. Bridges),,37,51
169,2,5:00.0,,Personal foul by A. Baynes (drawn by F. VanVleet),37,51
170,2,4:58.0,,S. Ibaka makes 3-pt jump shot from 27 ft (assist by F. VanVleet),37,54
171,2,4:48.0,D. Booker makes 2-pt layup from 1 ft,,39,54
172,2,4:39.0,,F. VanVleet misses 3-pt jump shot from 28 ft,39,54
173,2,4:36.0,Defensive rebound by T. Jerome,,39,54
174,2,4:27.0,M. Bridges misses 3-pt jump shot from 23 ft,,39,54
175,2,4:24.0,,Defensive rebound by F. VanVleet,39,54
176,2,4:17.0,,P. Siakam makes 3-pt jump shot from 25 ft (assist by F. VanVleet),39,57
177,2,3:59.0,K. Oubre misses 3-pt jump shot from 23 ft,,39,57
178,2,3:57.0,,Defensive rebound by P. Siakam,39,57
179,2,3:45.0,,S. Ibaka misses 2-pt hook shot from 12 ft,39,57
180,2,3:42.0,Defensive rebound by D. Booker,,39,57
181,2,3:38.0,Offensive foul by A. Baynes (drawn by T. Davis),,39,57
182,2,3:38.0,Turnover by A. Baynes (offensive foul),,39,57
183,2,3:38.0,D. Ayton enters the game for A. Baynes,,39,57
184,2,3:29.0,,Offensive foul by S. Ibaka (drawn by D. Booker),39,57
185,2,3:29.0,,Turnover by S. Ibaka (offensive foul),39,57
186,2,3:29.0,D. Šarić enters the game for M. Bridges,,39,57
187,2,3:19.0,T. Jerome misses 2-pt layup from 3 ft,,39,57
188,2,3:17.0,,Defensive rebound by T. Davis,39,57
189,2,3:12.0,,P. Siakam makes 3-pt jump shot from 24 ft (assist by F. VanVleet),39,60
190,2,2:54.0,T. Jerome misses 3-pt jump shot from 27 ft,,39,60
191,2,2:50.0,Offensive rebound by D. Šarić,,39,60
192,2,2:49.0,D. Šarić makes 2-pt layup from 4 ft,,41,60
193,2,2:38.0,,F. VanVleet makes 3-pt jump shot from 28 ft (assist by P. Siakam),41,63
194,2,2:22.0,D. Booker misses 2-pt jump shot from 12 ft (block by O. Anunoby),,41,63
195,2,2:20.0,,Defensive rebound by T. Davis,41,63
196,2,2:19.0,,Shooting foul by D. Šarić (drawn by O. Anunoby),41,63
197,2,2:19.0,,Toronto full timeout,41,63
198,2,2:19.0,R. Rubio enters the game for T. Jerome,,41,63
199,2,2:19.0,,O. Anunoby makes free throw 1 of 2,41,64
200,2,2:19.0,,O. Anunoby makes free throw 2 of 2,41,65
201,2,2:04.0,D. Booker misses 3-pt jump shot from 26 ft,,41,65
202,2,2:00.0,Offensive rebound by D. Ayton,,41,65
203,2,1:59.0,D. Ayton misses 2-pt layup from 3 ft (block by O. Anunoby),,41,65
204,2,1:56.0,,Defensive rebound by O. Anunoby,41,65
205,2,1:53.0,,Turnover by T. Davis (bad pass; steal by K. Oubre),41,65
206,2,1:48.0,D. Booker misses 2-pt jump shot from 11 ft,,41,65
207,2,1:45.0,,Defensive rebound by F. VanVleet,41,65
208,2,1:41.0,,P. Siakam makes 2-pt layup from 7 ft (assist by F. VanVleet),41,67
209,2,1:27.0,D. Šarić misses 3-pt jump shot from 27 ft (block by P. Siakam),,41,67
210,2,1:23.0,Offensive rebound by D. Ayton,,41,67
211,2,1:21.0,R. Rubio misses 3-pt jump shot from 27 ft,,41,67
212,2,1:18.0,,Defensive rebound by F. VanVleet,41,67
213,2,0:59.0,,O. Anunoby misses 3-pt jump shot from 23 ft,41,67
214,2,0:58.0,Defensive rebound by R. Rubio,,41,67
215,2,0:51.0,K. Oubre misses 3-pt jump shot from 24 ft,,41,67
216,2,0:45.0,,Defensive rebound by F. VanVleet,41,67
217,2,0:40.0,,P. Siakam misses 3-pt jump shot from 27 ft,41,67
218,2,0:37.0,Defensive rebound by K. Oubre,,41,67
219,2,0:22.0,K. Oubre misses 2-pt jump shot from 10 ft,,41,67
220,2,0:21.0,Offensive rebound by K. Oubre,,41,67
221,2,0:21.0,K. Oubre makes 2-pt layup from 1 ft,,43,67
222,2,0:00.0,,P. Siakam misses 3-pt jump shot from 25 ft,43,67
223,2,0:00.0,,Offensive rebound by Team,43,67
224,3,11:36.0,,P. Siakam misses 2-pt jump shot from 8 ft,43,67
225,3,11:32.0,,Offensive rebound by S. Ibaka,43,67
226,3,11:31.0,,S. Ibaka misses 2-pt hook shot from 4 ft,43,67
227,3,11:30.0,Defensive rebound by D. Booker,,43,67
228,3,11:26.0,D. Booker makes 2-pt layup from 4 ft (assist by M. Bridges),,45,67
229,3,11:26.0,Shooting foul by S. Ibaka (drawn by D. Booker),,45,67
230,3,11:26.0,D. Booker makes free throw 1 of 1,,46,67
231,3,11:14.0,,Turnover by O. Anunoby (bad pass; steal by R. Rubio),46,67
232,3,11:10.0,D. Booker makes 2-pt dunk from 1 ft (assist by R. Rubio),,48,67
233,3,10:54.0,,O. Anunoby makes 2-pt layup at rim,48,69
234,3,10:33.0,D. Ayton makes 2-pt layup from 2 ft (assist by D. Booker),,50,69
235,3,10:07.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by F. VanVleet),50,71
236,3,9:50.0,R. Rubio makes 3-pt jump shot from 23 ft (assist by D. Booker),,53,71
237,3,9:40.0,,F. VanVleet makes 2-pt layup from 2 ft,53,73
238,3,9:28.0,Personal foul by S. Ibaka (drawn by D. Ayton),,53,73
239,3,9:16.0,R. Rubio misses 2-pt layup from 5 ft,,53,73
240,3,9:14.0,,Defensive rebound by S. Ibaka,53,73
241,3,9:05.0,,Turnover by K. Lowry (out of bounds lost ball),53,73
242,3,8:46.0,K. Oubre misses 2-pt jump shot from 12 ft (block by O. Anunoby),,53,73
243,3,8:42.0,,Defensive rebound by P. Siakam,53,73
244,3,8:39.0,,S. Ibaka misses 3-pt jump shot from 25 ft,53,73
245,3,8:36.0,Defensive rebound by R. Rubio,,53,73
246,3,8:30.0,D. Ayton makes 2-pt hook shot from 5 ft (assist by D. Booker),,55,73
247,3,8:24.0,,Shooting foul by M. Bridges (drawn by P. Siakam),55,73
248,3,8:24.0,,P. Siakam makes free throw 1 of 2,55,74
249,3,8:24.0,,P. Siakam makes free throw 2 of 2,55,75
250,3,8:08.0,Shooting foul by S. Ibaka (drawn by M. Bridges),,55,75
251,3,8:08.0,M. Bridges makes free throw 1 of 2,,56,75
252,3,8:08.0,M. Bridges makes free throw 2 of 2,,57,75
253,3,7:57.0,,Turnover by K. Lowry (bad pass; steal by R. Rubio),57,75
254,3,7:56.0,,Clear path foul by R. Rubio,57,75
255,3,7:56.0,Instant Replay (Request: Ruling Stands),,57,75
256,3,7:56.0,R. Rubio makes clear path free throw 1 of 2,,58,75
257,3,7:56.0,R. Rubio makes clear path free throw 2 of 2,,59,75
258,3,7:46.0,R. Rubio makes 2-pt jump shot from 11 ft,,61,75
259,3,7:37.0,,Turnover by F. VanVleet (bad pass; steal by K. Oubre),61,75
260,3,7:34.0,Turnover by K. Oubre (out of bounds lost ball),,61,75
261,3,7:10.0,,Turnover by Team (shot clock),61,75
262,3,7:00.0,Personal foul by S. Ibaka (drawn by D. Ayton),,61,75
263,3,7:00.0,Technical foul by N. Nurse,,61,75
264,3,7:00.0,D. Booker makes technical free throw,,62,75
265,3,7:00.0,,Toronto full timeout,62,75
266,3,7:00.0,,R. Hollis-Jefferson enters the game for S. Ibaka,62,75
267,3,7:00.0,D. Ayton misses free throw 1 of 2,,62,75
268,3,7:00.0,Offensive rebound by Team,,62,75
269,3,7:00.0,D. Ayton misses free throw 2 of 2,,62,75
270,3,6:58.0,,Defensive rebound by O. Anunoby,62,75
271,3,6:46.0,,Personal foul by K. Oubre (drawn by F. VanVleet),62,75
272,3,6:35.0,,F. VanVleet misses 2-pt layup from 3 ft,62,75
273,3,6:35.0,,Offensive rebound by R. Hollis-Jefferson,62,75
274,3,6:35.0,,Shooting foul by D. Ayton (drawn by R. Hollis-Jefferson),62,75
275,3,6:35.0,,R. Hollis-Jefferson makes free throw 1 of 2,62,76
276,3,6:35.0,,R. Hollis-Jefferson makes free throw 2 of 2,62,77
277,3,6:18.0,M. Bridges makes 2-pt jump shot from 12 ft (assist by D. Booker),,64,77
278,3,6:02.0,,O. Anunoby misses 3-pt jump shot from 27 ft,64,77
279,3,5:59.0,Defensive rebound by R. Rubio,,64,77
280,3,5:55.0,Turnover by R. Rubio (traveling),,64,77
281,3,5:47.0,,R. Hollis-Jefferson misses 3-pt jump shot from 24 ft,64,77
282,3,5:44.0,Defensive rebound by D. Booker,,64,77
283,3,5:41.0,Offensive foul by M. Bridges (drawn by K. Lowry),,64,77
284,3,5:41.0,Turnover by M. Bridges (offensive foul),,64,77
285,3,5:41.0,T. Jerome enters the game for M. Bridges,,64,77
286,3,5:41.0,C. Johnson enters the game for K. Oubre,,64,77
287,3,5:41.0,D. Šarić enters the game for R. Rubio,,64,77
288,3,5:30.0,,K. Lowry makes 3-pt jump shot from 26 ft,64,80
289,3,5:09.0,C. Johnson misses 3-pt jump shot from 24 ft,,64,80
290,3,5:07.0,,Defensive rebound by K. Lowry,64,80
291,3,5:03.0,,Turnover by K. Lowry (lost ball; steal by C. Johnson),64,80
292,3,4:56.0,C. Johnson misses 3-pt jump shot from 23 ft,,64,80
293,3,4:53.0,,Defensive rebound by P. Siakam,64,80
294,3,4:49.0,,R. Hollis-Jefferson makes 2-pt layup at rim (assist by K. Lowry),64,82
295,3,4:49.0,Phoenix full timeout,,64,82
296,3,4:49.0,Technical foul by K. Lowry,,64,82
297,3,4:49.0,A. Baynes enters the game for D. Ayton,,64,82
298,3,4:49.0,,T. Davis enters the game for K. Lowry,64,82
299,3,4:49.0,D. Booker makes technical free throw,,65,82
300,3,4:35.0,Personal foul by F. VanVleet (drawn by D. Šarić),,65,82
301,3,4:35.0,D. Šarić misses free throw 1 of 2,,65,82
302,3,4:35.0,Offensive rebound by Team,,65,82
303,3,4:35.0,D. Šarić makes free throw 2 of 2,,66,82
304,3,4:22.0,,F. VanVleet makes 3-pt jump shot from 27 ft (assist by P. Siakam),66,85
305,3,4:03.0,D. Booker misses 2-pt jump shot from 6 ft,,66,85
306,3,4:01.0,Offensive rebound by D. Šarić,,66,85
307,3,4:00.0,Turnover by D. Šarić (lost ball; steal by R. Hollis-Jefferson),,66,85
308,3,3:53.0,,T. Davis makes 3-pt jump shot from 23 ft (assist by F. VanVleet),66,88
309,3,3:39.0,T. Jerome makes 2-pt layup from 1 ft (assist by A. Baynes),,68,88
310,3,3:27.0,,Personal foul by A. Baynes (drawn by F. VanVleet),68,88
311,3,3:27.0,J. Carter enters the game for D. Booker,,68,88
312,3,3:16.0,,P. Siakam misses 3-pt jump shot from 26 ft,68,88
313,3,3:13.0,Defensive rebound by T. Jerome,,68,88
314,3,3:05.0,A. Baynes misses 3-pt jump shot from 27 ft,,68,88
315,3,3:05.0,,Defensive rebound by Team,68,88
316,3,3:05.0,Loose ball foul by D. Šarić (drawn by P. Siakam),,68,88
317,3,3:05.0,,P. Siakam makes free throw 1 of 2,68,89
318,3,3:05.0,,C. Boucher enters the game for O. Anunoby,68,89
319,3,3:05.0,,P. Siakam makes free throw 2 of 2,68,90
320,3,2:51.0,Turnover by T. Jerome (traveling),,68,90
321,3,2:37.0,,F. VanVleet misses 3-pt jump shot from 23 ft,68,90
322,3,2:33.0,Defensive rebound by A. Baynes,,68,90
323,3,2:22.0,Turnover by C. Johnson (bad pass; steal by F. VanVleet),,68,90
324,3,2:12.0,,Personal foul by D. Šarić (drawn by R. Hollis-Jefferson),68,90
325,3,2:12.0,,R. Hollis-Jefferson misses free throw 1 of 2,68,90
326,3,2:12.0,,Offensive rebound by Team,68,90
327,3,2:12.0,,R. Hollis-Jefferson makes free throw 2 of 2,68,91
328,3,1:57.0,T. Jerome misses 3-pt jump shot from 22 ft,,68,91
329,3,1:54.0,,Defensive rebound by F. VanVleet,68,91
330,3,1:50.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by T. Davis),68,93
331,3,1:36.0,A. Baynes makes 3-pt jump shot from 27 ft (assist by D. Šarić),,71,93
332,3,1:22.0,,P. Siakam misses 2-pt jump shot from 11 ft,71,93
333,3,1:19.0,Defensive rebound by D. Šarić,,71,93
334,3,1:13.0,Shooting foul by C. Boucher (drawn by J. Carter),,71,93
335,3,1:13.0,J. Carter makes free throw 1 of 2,,72,93
336,3,1:13.0,,K. Lowry enters the game for F. VanVleet,72,93
337,3,1:13.0,J. Carter makes free throw 2 of 2,,73,93
338,3,0:56.0,,Turnover by P. Siakam (traveling),73,93
339,3,0:46.0,C. Johnson makes 3-pt jump shot from 26 ft (assist by T. Jerome),,76,93
340,3,0:28.0,,T. Davis misses 3-pt jump shot from 26 ft,76,93
341,3,0:24.0,Defensive rebound by D. Šarić,,76,93
342,3,0:11.0,Personal foul by K. Lowry (drawn by T. Jerome),,76,93
343,3,0:11.0,T. Jerome makes free throw 1 of 2,,77,93
344,3,0:11.0,M. Bridges enters the game for D. Šarić,,77,93
345,3,0:11.0,,M. Thomas enters the game for R. Hollis-Jefferson,77,93
346,3,0:11.0,T. Jerome makes free throw 2 of 2,,78,93
347,3,0:00.0,,K. Lowry misses 3-pt jump shot from 26 ft,78,93
348,3,0:00.0,,Offensive rebound by Team,78,93
349,4,11:54.0,,Violation by Team (kicked ball),78,93
350,4,11:42.0,T. Jerome misses 3-pt jump shot from 23 ft,,78,93
351,4,11:38.0,,Defensive rebound by K. Lowry,78,93
352,4,11:25.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by J. Carter),78,93
353,4,11:22.0,J. Carter makes 2-pt layup from 1 ft,,80,93
354,4,11:01.0,,T. Davis misses 3-pt jump shot from 24 ft,80,93
355,4,10:58.0,Defensive rebound by C. Johnson,,80,93
356,4,10:51.0,J. Carter makes 3-pt jump shot from 25 ft (assist by C. Johnson),,83,93
357,4,10:34.0,,Offensive foul by R. Hollis-Jefferson (drawn by T. Jerome),83,93
358,4,10:34.0,,Turnover by R. Hollis-Jefferson (offensive foul),83,93
359,4,10:19.0,Offensive foul by D. Ayton (drawn by R. Hollis-Jefferson),,83,93
360,4,10:19.0,Turnover by D. Ayton (offensive foul),,83,93
361,4,10:11.0,,Personal foul by J. Carter (drawn by R. Hollis-Jefferson),83,93
362,4,10:02.0,,T. Davis misses 2-pt jump shot from 18 ft,83,93
363,4,9:58.0,,Offensive rebound by C. Boucher,83,93
364,4,9:58.0,,C. Boucher makes 2-pt layup from 1 ft,83,95
365,4,9:43.0,D. Ayton misses 2-pt layup from 4 ft (block by C. Boucher),,83,95
366,4,9:43.0,Offensive rebound by D. Ayton,,83,95
367,4,9:43.0,D. Ayton makes 2-pt layup at rim,,85,95
368,4,9:43.0,Shooting foul by R. Hollis-Jefferson (drawn by D. Ayton),,85,95
369,4,9:43.0,D. Ayton makes free throw 1 of 1,,86,95
370,4,9:31.0,,Turnover by K. Lowry (back court),86,95
371,4,9:19.0,D. Šarić misses 3-pt jump shot from 23 ft (block by C. Boucher),,86,95
372,4,9:19.0,Offensive rebound by Team,,86,95
373,4,9:15.0,Offensive foul by T. Jerome (drawn by K. Lowry),,86,95
374,4,9:15.0,Turnover by T. Jerome (offensive foul),,86,95
