,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CLEVELAND_ACTION,NEW YORK_SCORE,CLEVELAND_SCORE
0,1,11:47.0,M. Morris misses 2-pt jump shot from 17 ft,,0,0
1,1,11:43.0,,Defensive rebound by T. Thompson,0,0
2,1,11:26.0,,C. Osman misses 2-pt jump shot from 10 ft,0,0
3,1,11:22.0,Defensive rebound by T. Gibson,,0,0
4,1,11:14.0,T. Gibson misses 2-pt jump shot from 18 ft,,0,0
5,1,11:11.0,,Defensive rebound by K. Love,0,0
6,1,11:00.0,,C. Sexton makes 2-pt jump shot from 1 ft,0,2
7,1,10:39.0,E. Payton makes 2-pt jump shot from 18 ft (assist by J. Randle),,2,2
8,1,10:28.0,,K. Love makes 3-pt jump shot from 26 ft (assist by C. Sexton),2,5
9,1,10:12.0,T. Gibson makes 2-pt layup from 2 ft (assist by E. Payton),,4,5
10,1,10:00.0,,K. Love makes 3-pt jump shot from 25 ft (assist by C. Sexton),4,8
11,1,9:48.0,Turnover by E. Payton (step out of bounds),,4,8
12,1,9:24.0,,C. Sexton misses 2-pt jump shot from 7 ft (block by E. Payton),4,8
13,1,9:21.0,,Offensive rebound by C. Sexton,4,8
14,1,9:21.0,,C. Sexton misses 2-pt jump shot from 11 ft,4,8
15,1,9:21.0,Defensive rebound by Team,,4,8
16,1,9:06.0,T. Gibson makes 2-pt jump shot from 5 ft,,6,8
17,1,8:49.0,,K. Love misses 2-pt jump shot from 16 ft,6,8
18,1,8:47.0,Defensive rebound by M. Morris,,6,8
19,1,8:39.0,M. Morris misses 3-pt jump shot from 26 ft,,6,8
20,1,8:36.0,,Defensive rebound by T. Thompson,6,8
21,1,8:28.0,,C. Osman makes 3-pt jump shot from 25 ft (assist by C. Sexton),6,11
22,1,8:10.0,J. Randle misses 3-pt jump shot from 25 ft,,6,11
23,1,8:08.0,,Defensive rebound by K. Love,6,11
24,1,8:00.0,,C. Sexton misses 2-pt jump shot from 8 ft,6,11
25,1,7:56.0,Defensive rebound by T. Gibson,,6,11
26,1,7:53.0,J. Randle makes 2-pt dunk from 1 ft (assist by E. Payton),,8,11
27,1,7:40.0,,K. Love misses 3-pt jump shot from 29 ft,8,11
28,1,7:39.0,Defensive rebound by Team,,8,11
29,1,7:23.0,J. Randle misses 2-pt layup from 1 ft,,8,11
30,1,7:20.0,,Defensive rebound by K. Love,8,11
31,1,7:20.0,,Personal foul by R. Bullock (drawn by C. Osman),8,11
32,1,7:10.0,,Turnover by C. Sexton (bad pass; steal by E. Payton),8,11
33,1,6:50.0,M. Morris makes 2-pt layup from 2 ft (assist by E. Payton),,10,11
34,1,6:39.0,,D. Garland misses 3-pt jump shot from 29 ft,10,11
35,1,6:36.0,Defensive rebound by T. Gibson,,10,11
36,1,6:31.0,R. Bullock makes 3-pt jump shot from 22 ft (assist by E. Payton),,13,11
37,1,6:22.0,,Cleveland full timeout,13,11
38,1,6:22.0,M. Robinson enters the game for T. Gibson,,13,11
39,1,6:22.0,,D. Exum enters the game for D. Garland,13,11
