,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA LAKERS_ACTION,DETROIT_SCORE,LA LAKERS_SCORE
65,1,4:17.0,,A. Caruso misses 2-pt jump shot from 3 ft,12,17
66,1,4:15.0,Defensive rebound by A. Drummond,,12,17
67,1,4:00.0,Turnover by B. Brown (out of bounds lost ball),,12,17
68,1,3:51.0,,A. Davis makes 2-pt dunk from 2 ft (assist by R. Rondo),12,19
69,1,3:37.0,D. Rose misses 2-pt jump shot from 9 ft,,12,19
70,1,3:35.0,,Defensive rebound by A. Davis,12,19
71,1,3:19.0,,R. Rondo misses 3-pt jump shot from 27 ft,12,19
72,1,3:16.0,Defensive rebound by S. Mykhailiuk,,12,19
73,1,3:06.0,S. Mykhailiuk misses 3-pt jump shot from 27 ft,,12,19
74,1,3:04.0,,Defensive rebound by K. Kuzma,12,19
75,1,2:58.0,,Turnover by K. Kuzma (traveling),12,19
76,1,2:58.0,,LA Lakers full timeout,12,19
77,1,2:44.0,D. Rose misses 2-pt layup from 3 ft (block by A. Davis),,12,19
78,1,2:41.0,,Defensive rebound by A. Davis,12,19
79,1,2:37.0,,A. Caruso misses 2-pt layup from 4 ft (block by D. Rose),12,19
80,1,2:37.0,Defensive rebound by A. Drummond,,12,19
81,1,2:31.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by D. Rose),,15,19
82,1,2:04.0,,K. Caldwell-Pope makes 2-pt jump shot from 14 ft,15,21
83,1,1:50.0,A. Drummond misses 2-pt hook shot from 6 ft (block by A. Davis),,15,21
84,1,1:47.0,,Defensive rebound by A. Davis,15,21
85,1,1:38.0,,K. Kuzma misses 2-pt jump shot from 10 ft,15,21
86,1,1:35.0,Defensive rebound by A. Drummond,,15,21
87,1,1:30.0,B. Brown misses 2-pt layup from 3 ft (block by A. Davis),,15,21
88,1,1:27.0,,Defensive rebound by K. Kuzma,15,21
89,1,1:23.0,,A. Caruso makes 2-pt layup from 1 ft (assist by R. Rondo),15,23
90,1,1:23.0,,Shooting foul by A. Drummond (drawn by A. Caruso),15,23
91,1,1:23.0,,A. Caruso misses free throw 1 of 1,15,23
92,1,1:19.0,Defensive rebound by A. Drummond,,15,23
93,1,1:04.0,A. Drummond makes 2-pt dunk from 2 ft (assist by L. Galloway),,17,23
94,1,0:50.0,,R. Rondo misses 2-pt jump shot from 19 ft,17,23
95,1,0:47.0,Defensive rebound by Team,,17,23
96,1,0:39.0,D. Rose makes 2-pt layup from 2 ft,,19,23
97,1,0:33.0,,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,19,23
98,1,0:30.0,Defensive rebound by L. Galloway,,19,23
99,1,0:14.0,D. Rose makes 2-pt jump shot from 13 ft,,21,23
100,1,0:14.0,Shooting foul by K. Caldwell-Pope (drawn by D. Rose),,21,23
101,1,0:14.0,T. Maker enters the game for A. Drummond,,21,23
102,1,0:14.0,D. Rose makes free throw 1 of 1,,22,23
103,1,0:00.0,,K. Kuzma misses 3-pt jump shot from 28 ft,22,23
104,1,0:00.0,,Offensive rebound by Team,22,23
105,2,11:48.0,,Personal foul by T. Snell (drawn by L. James),22,23
106,2,11:39.0,,D. Howard makes 2-pt layup from 1 ft (assist by L. James),22,25
107,2,11:25.0,L. Galloway misses 3-pt jump shot from 24 ft,,22,25
108,2,11:22.0,,Defensive rebound by D. Howard,22,25
109,2,11:17.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by K. Kuzma),22,28
110,2,10:55.0,T. Snell misses 3-pt jump shot from 27 ft,,22,28
111,2,10:51.0,,Defensive rebound by L. James,22,28
112,2,10:47.0,,Turnover by R. Rondo (bad pass; steal by S. Mykhailiuk),22,28
113,2,10:33.0,T. Maker makes 2-pt jump shot from 4 ft (assist by T. Snell),,24,28
114,2,10:22.0,,Turnover by D. Howard (lost ball; steal by D. Rose),24,28
115,2,10:21.0,Personal take foul by K. Kuzma (drawn by D. Rose),,24,28
116,2,10:09.0,Offensive foul by T. Maker (drawn by K. Caldwell-Pope),,24,28
117,2,10:09.0,Turnover by T. Maker (offensive foul),,24,28
118,2,9:50.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by L. James),24,31
119,2,9:38.0,Shooting foul by D. Howard (drawn by D. Rose),,24,31
120,2,9:38.0,D. Rose makes free throw 1 of 2,,25,31
121,2,9:38.0,S. Doumbouya enters the game for S. Mykhailiuk,,25,31
122,2,9:38.0,D. Rose makes free throw 2 of 2,,26,31
123,2,9:28.0,,L. James makes 2-pt layup from 1 ft,26,33
124,2,9:16.0,Turnover by D. Rose (out of bounds lost ball),,26,33
125,2,8:58.0,,K. Kuzma makes 2-pt jump shot from 6 ft (assist by L. James),26,35
126,2,8:51.0,Detroit full timeout,,26,35
127,2,8:30.0,T. Maker makes 2-pt jump shot from 21 ft,,28,35
128,2,8:10.0,,D. Howard misses 2-pt layup from 5 ft,28,35
129,2,8:10.0,,Offensive rebound by D. Howard,28,35
130,2,8:10.0,,D. Howard makes 2-pt layup from 2 ft,28,37
131,2,8:10.0,,Shooting foul by T. Maker (drawn by D. Howard),28,37
132,2,8:10.0,,D. Howard makes free throw 1 of 1,28,38
133,2,7:55.0,D. Rose makes 2-pt jump shot from 8 ft,,30,38
134,2,7:55.0,B. Brown enters the game for T. Maker,,30,38
135,2,7:55.0,A. Drummond enters the game for D. Rose,,30,38
136,2,7:33.0,,D. Howard misses 2-pt hook shot from 6 ft,30,38
137,2,7:32.0,,Offensive rebound by L. James,30,38
138,2,7:31.0,,L. James makes 2-pt layup from 2 ft,30,40
139,2,7:22.0,Shooting foul by D. Howard (drawn by A. Drummond),,30,40
140,2,7:22.0,A. Drummond makes free throw 1 of 2,,31,40
141,2,7:22.0,C. Wood enters the game for T. Snell,,31,40
142,2,7:22.0,,A. Caruso enters the game for K. Kuzma,31,40
143,2,7:22.0,,A. Davis enters the game for R. Rondo,31,40
144,2,7:22.0,A. Drummond makes free throw 2 of 2,,32,40
145,2,7:06.0,,L. James misses 2-pt jump shot from 18 ft,32,40
146,2,7:06.0,Defensive rebound by A. Drummond,,32,40
147,2,6:50.0,B. Brown makes 2-pt jump shot from 6 ft (assist by L. Galloway),,34,40
148,2,6:35.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft (block by A. Drummond),34,40
149,2,6:30.0,Defensive rebound by C. Wood,,34,40
150,2,6:21.0,L. Galloway makes 3-pt jump shot from 27 ft (assist by B. Brown),,37,40
151,2,6:20.0,,LA Lakers full timeout,37,40
152,2,6:20.0,,A. Bradley enters the game for K. Caldwell-Pope,37,40
153,2,6:20.0,,D. Green enters the game for L. James,37,40
154,2,5:57.0,,A. Davis misses 2-pt hook shot from 4 ft,37,40
155,2,5:56.0,Defensive rebound by A. Drummond,,37,40
156,2,5:56.0,Turnover by A. Drummond (traveling),,37,40
157,2,5:46.0,,A. Bradley misses 2-pt layup from 3 ft (block by A. Drummond),37,40
158,2,5:43.0,Defensive rebound by L. Galloway,,37,40
159,2,5:30.0,C. Wood misses 2-pt layup from 7 ft (block by D. Howard),,37,40
160,2,5:27.0,,Defensive rebound by A. Caruso,37,40
161,2,5:27.0,,A. Caruso makes 2-pt layup from 2 ft,37,42
162,2,5:27.0,,Shooting foul by B. Brown (drawn by A. Caruso),37,42
163,2,5:27.0,,A. Caruso makes free throw 1 of 1,37,43
164,2,5:10.0,A. Drummond makes 2-pt hook shot from 9 ft (assist by L. Galloway),,39,43
165,2,4:49.0,,A. Davis misses 3-pt jump shot from 27 ft,39,43
166,2,4:45.0,Defensive rebound by L. Galloway,,39,43
167,2,4:26.0,Turnover by B. Brown (bad pass; steal by A. Davis),,39,43
168,2,4:15.0,,A. Caruso makes 2-pt jump shot from 2 ft,39,45
169,2,3:55.0,Shooting foul by D. Howard (drawn by A. Drummond),,39,45
170,2,3:55.0,A. Drummond makes free throw 1 of 2,,40,45
171,2,3:55.0,S. Mykhailiuk enters the game for S. Doumbouya,,40,45
172,2,3:55.0,,J. McGee enters the game for D. Howard,40,45
173,2,3:55.0,A. Drummond makes free throw 2 of 2,,41,45
174,2,3:38.0,,J. McGee makes 2-pt dunk from 2 ft (assist by A. Caruso),41,47
175,2,3:23.0,B. Brown misses 2-pt layup from 4 ft (block by A. Davis),,41,47
176,2,3:21.0,Offensive rebound by B. Brown,,41,47
177,2,3:19.0,Personal foul by A. Bradley (drawn by B. Brown),,41,47
178,2,3:19.0,B. Brown makes free throw 1 of 2,,42,47
179,2,3:19.0,S. Doumbouya enters the game for L. Galloway,,42,47
180,2,3:19.0,,L. James enters the game for A. Caruso,42,47
181,2,3:19.0,B. Brown makes free throw 2 of 2,,43,47
182,2,3:04.0,,D. Green misses 3-pt jump shot from 25 ft,43,47
183,2,3:02.0,Defensive rebound by A. Drummond,,43,47
184,2,2:51.0,A. Drummond misses 2-pt jump shot from 6 ft,,43,47
185,2,2:50.0,Offensive rebound by A. Drummond,,43,47
186,2,2:50.0,Offensive foul by A. Drummond (drawn by J. McGee),,43,47
187,2,2:50.0,Turnover by A. Drummond (offensive foul),,43,47
188,2,2:36.0,,A. Bradley makes 2-pt jump shot from 17 ft (assist by L. James),43,49
189,2,2:24.0,A. Drummond misses 2-pt layup from 4 ft,,43,49
190,2,2:21.0,,Defensive rebound by A. Davis,43,49
191,2,2:15.0,,A. Bradley misses 3-pt jump shot from 25 ft,43,49
192,2,2:12.0,Defensive rebound by S. Doumbouya,,43,49
193,2,1:58.0,S. Doumbouya misses 2-pt layup from 5 ft (block by J. McGee),,43,49
194,2,1:55.0,,Defensive rebound by J. McGee,43,49
195,2,1:53.0,,D. Green makes 3-pt jump shot from 27 ft (assist by A. Davis),43,52
196,2,1:32.0,Turnover by B. Brown (lost ball; steal by A. Bradley),,43,52
197,2,1:28.0,,Turnover by A. Bradley (lost ball; steal by B. Brown),43,52
198,2,1:21.0,A. Drummond misses 2-pt layup from 1 ft (block by A. Davis),,43,52
199,2,1:20.0,Offensive rebound by A. Drummond,,43,52
200,2,1:20.0,Shooting foul by D. Green (drawn by A. Drummond),,43,52
201,2,1:20.0,A. Drummond makes free throw 1 of 2,,44,52
202,2,1:20.0,,A. Caruso enters the game for A. Bradley,44,52
203,2,1:20.0,A. Drummond makes free throw 2 of 2,,45,52
204,2,1:00.0,,D. Green makes 2-pt layup from 1 ft (assist by A. Caruso),45,54
205,2,0:52.0,B. Brown misses 2-pt jump shot from 13 ft,,45,54
206,2,0:52.0,Offensive rebound by B. Brown,,45,54
207,2,0:50.0,B. Brown makes 2-pt layup from 1 ft,,47,54
208,2,0:33.0,,L. James makes 2-pt layup from 2 ft,47,56
209,2,0:13.0,S. Doumbouya misses 3-pt jump shot from 25 ft,,47,56
210,2,0:11.0,,Defensive rebound by L. James,47,56
211,2,0:08.0,,Personal take foul by S. Doumbouya (drawn by L. James),47,56
212,2,0:08.0,,K. Kuzma enters the game for J. McGee,47,56
213,2,0:04.0,,A. Caruso misses 2-pt dunk from 2 ft (block by A. Drummond),47,56
214,2,0:01.0,Defensive rebound by B. Brown,,47,56
215,2,0:00.0,S. Doumbouya misses 2-pt layup from 3 ft,,47,56
216,2,0:00.0,Offensive rebound by Team,,47,56
217,3,11:46.0,,A. Davis misses 2-pt layup from 4 ft (block by S. Doumbouya),47,56
218,3,11:41.0,Defensive rebound by T. Snell,,47,56
219,3,11:28.0,A. Drummond misses 2-pt hook shot from 6 ft (block by A. Davis),,47,56
220,3,11:25.0,Offensive rebound by D. Rose,,47,56
221,3,11:22.0,D. Rose misses 2-pt layup from 2 ft (block by J. McGee),,47,56
222,3,11:19.0,,Defensive rebound by D. Green,47,56
223,3,11:16.0,,D. Green misses 2-pt jump shot from 17 ft,47,56
224,3,11:10.0,Defensive rebound by A. Drummond,,47,56
225,3,10:53.0,S. Doumbouya misses 2-pt layup from 1 ft,,47,56
226,3,10:52.0,,Defensive rebound by A. Davis,47,56
227,3,10:44.0,,L. James misses 3-pt jump shot from 27 ft,47,56
228,3,10:42.0,Defensive rebound by S. Doumbouya,,47,56
229,3,10:24.0,D. Rose makes 3-pt jump shot from 28 ft (assist by C. Wood),,50,56
230,3,10:09.0,,A. Davis makes 2-pt jump shot from 14 ft,50,58
231,3,9:54.0,Turnover by D. Rose (bad pass; steal by A. Davis),,50,58
232,3,9:49.0,,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by A. Davis),50,60
233,3,9:26.0,T. Snell misses 2-pt layup from 3 ft (block by J. McGee),,50,60
234,3,9:24.0,,Defensive rebound by D. Green,50,60
235,3,9:10.0,,L. James misses 2-pt layup from 2 ft,50,60
236,3,9:03.0,,Offensive rebound by L. James,50,60
237,3,9:03.0,,L. James makes 2-pt layup at rim,50,62
238,3,8:51.0,D. Rose makes 2-pt layup from 2 ft,,52,62
239,3,8:51.0,Shooting foul by J. McGee (drawn by D. Rose),,52,62
240,3,8:51.0,S. Mykhailiuk enters the game for T. Snell,,52,62
241,3,8:51.0,D. Rose makes free throw 1 of 1,,53,62
242,3,8:35.0,,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,53,62
243,3,8:32.0,,Offensive rebound by J. McGee,53,62
244,3,8:32.0,,J. McGee misses 2-pt layup at rim,53,62
245,3,8:32.0,Defensive rebound by Team,,53,62
246,3,8:21.0,Shooting foul by D. Green (drawn by D. Rose),,53,62
247,3,8:21.0,D. Rose makes free throw 1 of 2,,54,62
248,3,8:21.0,D. Rose makes free throw 2 of 2,,55,62
249,3,8:07.0,,A. Davis misses 2-pt jump shot from 16 ft,55,62
250,3,8:04.0,Defensive rebound by D. Rose,,55,62
251,3,7:46.0,Shooting foul by K. Caldwell-Pope (drawn by C. Wood),,55,62
252,3,7:46.0,C. Wood makes free throw 1 of 3,,56,62
253,3,7:46.0,C. Wood makes free throw 2 of 3,,57,62
254,3,7:46.0,C. Wood makes free throw 3 of 3,,58,62
255,3,7:28.0,,A. Davis misses 3-pt jump shot from 26 ft,58,62
256,3,7:24.0,Defensive rebound by A. Drummond,,58,62
257,3,7:17.0,D. Rose misses 2-pt jump shot from 20 ft,,58,62
258,3,7:13.0,,Defensive rebound by D. Green,58,62
259,3,7:09.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,58,62
260,3,7:06.0,Defensive rebound by D. Rose,,58,62
261,3,7:04.0,Personal foul by L. James (drawn by S. Doumbouya),,58,62
262,3,7:04.0,Detroit full timeout,,58,62
263,3,7:04.0,,Technical foul by D. Casey,58,62
264,3,7:04.0,,A. Davis makes technical free throw,58,63
265,3,6:44.0,S. Mykhailiuk makes 3-pt jump shot from 25 ft (assist by D. Rose),,61,63
266,3,6:28.0,,L. James makes 2-pt jump shot from 21 ft,61,65
267,3,6:09.0,D. Rose misses 2-pt layup from 3 ft (block by A. Davis),,61,65
268,3,6:09.0,Offensive rebound by Team,,61,65
269,3,6:04.0,,LA Lakers full timeout,61,65
270,3,6:04.0,,Instant Replay (Challenge: Ruling Stands),61,65
271,3,6:04.0,B. Brown enters the game for D. Rose,,61,65
272,3,6:03.0,C. Wood makes 2-pt dunk from 3 ft (assist by B. Brown),,63,65
273,3,5:40.0,,Turnover by D. Green (bad pass; steal by A. Drummond),63,65
274,3,5:40.0,Shooting foul by L. James (drawn by A. Drummond),,63,65
275,3,5:40.0,A. Drummond misses free throw 1 of 2,,63,65
276,3,5:40.0,Offensive rebound by Team,,63,65
277,3,5:40.0,Turnover by S. Doumbouya (lane violation),,63,65
278,3,5:32.0,,Personal foul by A. Drummond (drawn by L. James),63,65
279,3,5:23.0,,L. James misses 2-pt jump shot from 5 ft,63,65
280,3,5:18.0,,Offensive rebound by L. James,63,65
281,3,5:16.0,,L. James makes 2-pt layup from 2 ft,63,67
282,3,5:00.0,Shooting foul by A. Davis (drawn by C. Wood),,63,67
283,3,5:00.0,C. Wood makes free throw 1 of 2,,64,67
284,3,5:00.0,C. Wood misses free throw 2 of 2,,64,67
285,3,4:58.0,,Defensive rebound by L. James,64,67
286,3,4:46.0,,A. Davis makes 2-pt jump shot from 12 ft,64,69
287,3,4:24.0,S. Doumbouya makes 2-pt layup from 2 ft (assist by B. Brown),,66,69
288,3,4:01.0,,L. James misses 2-pt jump shot from 20 ft,66,69
289,3,3:58.0,Defensive rebound by B. Brown,,66,69
290,3,3:53.0,S. Doumbouya misses 3-pt jump shot from 23 ft,,66,69
291,3,3:51.0,,Defensive rebound by J. McGee,66,69
292,3,3:44.0,,Personal foul by S. Doumbouya (drawn by L. James),66,69
293,3,3:44.0,L. Galloway enters the game for S. Doumbouya,,66,69
294,3,3:44.0,,A. Caruso enters the game for K. Caldwell-Pope,66,69
295,3,3:44.0,,K. Kuzma enters the game for D. Green,66,69
296,3,3:44.0,,R. Rondo enters the game for L. James,66,69
297,3,3:34.0,,A. Davis makes 2-pt jump shot from 18 ft,66,71
298,3,3:05.0,L. Galloway makes 2-pt jump shot from 19 ft,,68,71
299,3,2:51.0,,K. Kuzma misses 3-pt jump shot from 26 ft,68,71
300,3,2:47.0,,Offensive rebound by A. Davis,68,71
301,3,2:45.0,,A. Davis misses 3-pt jump shot from 23 ft,68,71
302,3,2:42.0,Defensive rebound by L. Galloway,,68,71
303,3,2:36.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by L. Galloway),,71,71
304,3,2:21.0,,J. McGee makes 2-pt hook shot from 6 ft (assist by R. Rondo),71,73
305,3,2:04.0,C. Wood misses 3-pt jump shot from 26 ft,,71,73
306,3,2:02.0,,Defensive rebound by R. Rondo,71,73
307,3,1:53.0,,R. Rondo misses 2-pt jump shot from 3 ft,71,73
308,3,1:53.0,Defensive rebound by Team,,71,73
309,3,1:53.0,,Loose ball foul by J. McGee (drawn by A. Drummond),71,73
310,3,1:53.0,A. Drummond makes free throw 1 of 2,,72,73
311,3,1:53.0,,D. Howard enters the game for J. McGee,72,73
312,3,1:53.0,A. Drummond makes free throw 2 of 2,,73,73
313,3,1:42.0,,K. Kuzma misses 2-pt layup from 4 ft,73,73
314,3,1:42.0,,Offensive rebound by D. Howard,73,73
315,3,1:42.0,,Shooting foul by A. Drummond (drawn by D. Howard),73,73
316,3,1:42.0,,D. Howard makes free throw 1 of 2,73,74
317,3,1:42.0,T. Maker enters the game for A. Drummond,,73,74
318,3,1:42.0,,D. Howard misses free throw 2 of 2,73,74
319,3,1:40.0,Defensive rebound by C. Wood,,73,74
320,3,1:22.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by B. Brown),,76,74
321,3,1:06.0,,A. Davis misses 2-pt jump shot from 16 ft,76,74
322,3,1:02.0,Defensive rebound by B. Brown,,76,74
323,3,0:59.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by B. Brown),,79,74
324,3,0:59.0,,LA Lakers full timeout,79,74
325,3,0:41.0,,K. Kuzma misses 3-pt jump shot from 26 ft,79,74
326,3,0:41.0,,Offensive rebound by Team,79,74
327,3,0:41.0,Loose ball foul by B. Brown (drawn by D. Howard),,79,74
328,3,0:41.0,,D. Howard misses free throw 1 of 2,79,74
329,3,0:41.0,,Offensive rebound by Team,79,74
330,3,0:41.0,,D. Howard makes free throw 2 of 2,79,75
331,3,0:30.0,B. Brown misses 2-pt jump shot from 10 ft,,79,75
332,3,0:29.0,Offensive rebound by Team,,79,75
333,3,0:29.0,,Loose ball foul by R. Rondo (drawn by T. Maker),79,75
334,3,0:29.0,T. Maker misses free throw 1 of 2,,79,75
335,3,0:29.0,Offensive rebound by Team,,79,75
336,3,0:29.0,T. Maker misses free throw 2 of 2,,79,75
337,3,0:27.0,,Defensive rebound by D. Howard,79,75
338,3,0:05.0,,K. Kuzma misses 2-pt layup from 3 ft,79,75
339,3,0:03.0,Defensive rebound by C. Wood,,79,75
340,4,12:00.0,Technical foul by F. Vogel,,79,75
341,4,12:00.0,L. Galloway misses technical free throw,,79,75
342,4,12:00.0,Offensive rebound by Team,,79,75
343,4,11:45.0,Turnover by T. Maker (bad pass),,79,75
344,4,11:24.0,,D. Howard misses 2-pt layup from 3 ft,79,75
345,4,11:22.0,,Offensive rebound by D. Howard,79,75
346,4,11:21.0,,Turnover by D. Howard (lost ball; steal by L. Galloway),79,75
347,4,11:15.0,S. Mykhailiuk misses 3-pt jump shot from 26 ft,,79,75
348,4,11:12.0,,Defensive rebound by A. Caruso,79,75
349,4,11:07.0,,L. James makes 2-pt layup from 2 ft,79,77
350,4,11:06.0,,Violation by Team (delay of game),79,77
351,4,10:52.0,D. Rose misses 2-pt jump shot from 14 ft,,79,77
352,4,10:48.0,,Defensive rebound by K. Kuzma,79,77
353,4,10:45.0,,R. Rondo makes 2-pt layup from 3 ft (assist by A. Caruso),79,79
354,4,10:44.0,Detroit full timeout,,79,79
355,4,10:44.0,A. Drummond enters the game for T. Maker,,79,79
356,4,10:23.0,D. Rose misses 2-pt jump shot from 17 ft,,79,79
357,4,10:21.0,,Defensive rebound by R. Rondo,79,79
358,4,10:02.0,,L. James misses 3-pt jump shot from 24 ft,79,79
359,4,9:59.0,,Offensive rebound by D. Howard,79,79
360,4,9:58.0,,D. Howard makes 2-pt dunk from 1 ft,79,81
361,4,9:47.0,L. Galloway misses 3-pt jump shot from 28 ft,,79,81
362,4,9:45.0,,Defensive rebound by K. Kuzma,79,81
363,4,9:34.0,,D. Howard makes 2-pt dunk from 5 ft (assist by L. James),79,83
364,4,9:15.0,D. Rose misses 2-pt layup from 1 ft,,79,83
365,4,9:12.0,,Defensive rebound by D. Howard,79,83
366,4,9:06.0,,Personal foul by D. Rose (drawn by R. Rondo),79,83
367,4,9:01.0,,A. Caruso makes 2-pt jump shot from 3 ft,79,85
368,4,9:01.0,,Shooting foul by S. Doumbouya (drawn by A. Caruso),79,85
369,4,9:01.0,,A. Caruso makes free throw 1 of 1,79,86
370,4,8:41.0,Turnover by S. Mykhailiuk (bad pass; steal by A. Caruso),,79,86
371,4,8:41.0,,Offensive foul by A. Caruso (drawn by S. Mykhailiuk),79,86
372,4,8:41.0,,Turnover by A. Caruso (offensive foul),79,86
373,4,8:37.0,Turnover by S. Mykhailiuk (bad pass; steal by A. Caruso),,79,86
374,4,8:34.0,,A. Caruso makes 2-pt dunk from 2 ft (assist by K. Kuzma),79,88
375,4,8:33.0,Detroit full timeout,,79,88
376,4,8:20.0,Turnover by S. Mykhailiuk (bad pass),,79,88
377,4,8:05.0,,L. James misses 2-pt layup from 2 ft,79,88
378,4,8:03.0,Defensive rebound by A. Drummond,,79,88
379,4,7:46.0,A. Drummond misses 2-pt hook shot from 7 ft (block by D. Howard),,79,88
380,4,7:43.0,,Defensive rebound by R. Rondo,79,88
381,4,7:42.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by L. James),79,90
382,4,7:42.0,,Shooting foul by D. Rose (drawn by K. Kuzma),79,90
383,4,7:42.0,,K. Kuzma misses free throw 1 of 1,79,90
384,4,7:39.0,Defensive rebound by S. Doumbouya,,79,90
385,4,7:21.0,L. Galloway makes 2-pt layup from 4 ft,,81,90
386,4,7:14.0,,A. Caruso misses 2-pt dunk from 3 ft,81,90
