,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PORTLAND_ACTION,NEW YORK_SCORE,PORTLAND_SCORE
43,1,6:21.0,,H. Whiteside makes 2-pt jump shot from 13 ft (assist by C. McCollum),12,17
44,1,6:03.0,T. Gibson misses 2-pt hook shot from 2 ft (block by H. Whiteside),,12,17
45,1,6:01.0,,Defensive rebound by H. Whiteside,12,17
46,1,5:49.0,,Turnover by C. McCollum (traveling),12,17
47,1,5:49.0,M. Robinson enters the game for T. Gibson,,12,17
48,1,5:49.0,D. Smith enters the game for F. Ntilikina,,12,17
49,1,5:40.0,J. Randle makes 2-pt jump shot from 7 ft,,14,17
50,1,5:23.0,,H. Whiteside makes 2-pt layup at rim (assist by C. McCollum),14,19
51,1,5:10.0,R. Barrett misses 3-pt jump shot from 25 ft,,14,19
52,1,5:08.0,,Defensive rebound by K. Bazemore,14,19
53,1,5:03.0,,C. Anthony misses 3-pt jump shot from 26 ft,14,19
54,1,5:00.0,Defensive rebound by R. Barrett,,14,19
55,1,4:54.0,R. Barrett misses 2-pt hook shot from 4 ft,,14,19
56,1,4:54.0,Offensive rebound by M. Robinson,,14,19
57,1,4:54.0,Shooting foul by C. McCollum (drawn by M. Robinson),,14,19
58,1,4:54.0,M. Robinson makes free throw 1 of 2,,15,19
59,1,4:54.0,,A. Simons enters the game for K. Bazemore,15,19
60,1,4:54.0,M. Robinson makes free throw 2 of 2,,16,19
61,1,4:40.0,,D. Lillard makes 2-pt jump shot from 18 ft,16,21
62,1,4:25.0,M. Morris misses 2-pt hook shot from 3 ft (block by H. Whiteside),,16,21
63,1,4:23.0,,Defensive rebound by C. Anthony,16,21
64,1,4:21.0,,Turnover by C. Anthony (bad pass),16,21
65,1,4:10.0,D. Smith misses 3-pt jump shot from 25 ft,,16,21
66,1,4:08.0,,Defensive rebound by H. Whiteside,16,21
67,1,4:00.0,,C. McCollum misses 2-pt jump shot from 7 ft,16,21
68,1,3:58.0,Defensive rebound by D. Smith,,16,21
69,1,3:44.0,J. Randle misses 2-pt jump shot from 2 ft,,16,21
70,1,3:41.0,Offensive rebound by M. Robinson,,16,21
71,1,3:41.0,M. Robinson makes 2-pt layup at rim,,18,21
72,1,3:29.0,,H. Whiteside misses 2-pt jump shot from 20 ft,18,21
73,1,3:26.0,Defensive rebound by J. Randle,,18,21
74,1,3:17.0,Shooting foul by A. Simons (drawn by D. Smith),,18,21
75,1,3:17.0,,Portland full timeout,18,21
76,1,3:17.0,D. Dotson enters the game for R. Barrett,,18,21
77,1,3:17.0,B. Portis enters the game for J. Randle,,18,21
78,1,3:17.0,,M. Hezonja enters the game for C. Anthony,18,21
79,1,3:17.0,,N. Little enters the game for C. McCollum,18,21
80,1,3:17.0,D. Smith misses free throw 1 of 2,,18,21
81,1,3:17.0,Offensive rebound by Team,,18,21
82,1,3:17.0,D. Smith misses free throw 2 of 2,,18,21
83,1,3:15.0,,Defensive rebound by A. Simons,18,21
84,1,3:03.0,,D. Lillard misses 3-pt jump shot from 26 ft,18,21
85,1,2:59.0,Defensive rebound by D. Smith,,18,21
86,1,2:56.0,D. Dotson misses 2-pt layup from 1 ft,,18,21
87,1,2:53.0,Offensive rebound by D. Smith,,18,21
88,1,2:53.0,D. Smith makes 2-pt layup at rim,,20,21
89,1,2:33.0,,A. Simons makes 3-pt jump shot from 23 ft (assist by M. Hezonja),20,24
90,1,2:18.0,M. Morris misses 2-pt jump shot from 16 ft,,20,24
91,1,2:15.0,,Defensive rebound by H. Whiteside,20,24
92,1,2:07.0,,A. Simons misses 3-pt jump shot from 25 ft,20,24
93,1,2:05.0,Defensive rebound by B. Portis,,20,24
94,1,1:55.0,B. Portis makes 2-pt hook shot from 2 ft,,22,24
95,1,1:26.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by N. Little),22,26
96,1,1:12.0,B. Portis misses 2-pt hook shot from 4 ft,,22,26
97,1,1:09.0,Offensive rebound by M. Robinson,,22,26
98,1,1:09.0,M. Robinson misses 2-pt layup at rim,,22,26
99,1,1:08.0,,Defensive rebound by H. Whiteside,22,26
100,1,1:02.0,,D. Lillard makes 3-pt jump shot from 27 ft,22,29
101,1,0:46.0,M. Morris misses 3-pt jump shot from 27 ft,,22,29
102,1,0:45.0,,Defensive rebound by H. Whiteside,22,29
103,1,0:33.0,,D. Lillard makes 3-pt jump shot from 26 ft,22,32
104,1,0:22.0,D. Smith misses 2-pt layup from 3 ft,,22,32
105,1,0:22.0,,Defensive rebound by Team,22,32
106,1,0:22.0,K. Knox enters the game for M. Morris,,22,32
107,1,0:22.0,,C. McCollum enters the game for H. Whiteside,22,32
108,1,0:07.0,,Personal foul by D. Smith (drawn by D. Lillard),22,32
109,1,0:00.0,,D. Lillard misses 2-pt layup from 3 ft,22,32
110,1,0:00.0,,Offensive rebound by Team,22,32
111,2,11:37.0,,C. McCollum misses 3-pt jump shot from 25 ft,22,32
112,2,11:34.0,,Offensive rebound by M. Hezonja,22,32
113,2,11:22.0,,C. McCollum misses 3-pt jump shot from 24 ft,22,32
114,2,11:19.0,Defensive rebound by E. Payton,,22,32
115,2,11:10.0,E. Payton makes 2-pt layup from 1 ft,,24,32
116,2,10:49.0,,C. Anthony misses 2-pt jump shot from 15 ft,24,32
117,2,10:47.0,Defensive rebound by D. Dotson,,24,32
118,2,10:42.0,K. Knox misses 2-pt layup from 1 ft,,24,32
119,2,10:40.0,,Defensive rebound by A. Simons,24,32
120,2,10:38.0,,Shooting foul by M. Robinson (drawn by C. Anthony),24,32
121,2,10:38.0,,C. Anthony misses free throw 1 of 2,24,32
122,2,10:38.0,,Offensive rebound by Team,24,32
123,2,10:38.0,,C. Anthony misses free throw 2 of 2,24,32
124,2,10:34.0,Defensive rebound by B. Portis,,24,32
125,2,10:27.0,M. Robinson makes 2-pt dunk from 2 ft (assist by E. Payton),,26,32
126,2,10:15.0,,Shooting foul by M. Robinson (drawn by C. Anthony),26,32
127,2,10:15.0,,C. Anthony makes free throw 1 of 2,26,33
128,2,10:15.0,,C. Anthony makes free throw 2 of 2,26,34
129,2,10:02.0,E. Payton misses 3-pt jump shot from 25 ft,,26,34
130,2,9:59.0,,Defensive rebound by A. Simons,26,34
131,2,9:46.0,,Turnover by C. Anthony (lost ball; steal by E. Payton),26,34
132,2,9:39.0,D. Dotson makes 3-pt jump shot from 26 ft (assist by E. Payton),,29,34
133,2,9:20.0,,Shooting foul by E. Payton (drawn by C. McCollum),29,34
134,2,9:20.0,,C. McCollum makes free throw 1 of 2,29,35
135,2,9:20.0,A. Trier enters the game for M. Robinson,,29,35
136,2,9:20.0,,C. McCollum makes free throw 2 of 2,29,36
137,2,9:07.0,E. Payton misses 2-pt layup from 2 ft (block by C. McCollum),,29,36
138,2,9:05.0,,Defensive rebound by M. Hezonja,29,36
139,2,9:05.0,,Personal foul by E. Payton (drawn by M. Hezonja),29,36
140,2,8:58.0,,C. Anthony misses 2-pt jump shot from 9 ft,29,36
141,2,8:56.0,Defensive rebound by E. Payton,,29,36
142,2,8:50.0,K. Knox misses 3-pt jump shot from 23 ft,,29,36
143,2,8:47.0,,Defensive rebound by M. Hezonja,29,36
144,2,8:37.0,,C. McCollum misses 3-pt jump shot from 25 ft,29,36
145,2,8:34.0,,Offensive rebound by M. Hezonja,29,36
146,2,8:29.0,,C. Anthony misses 2-pt layup from 1 ft,29,36
147,2,8:29.0,Defensive rebound by Team,,29,36
148,2,8:29.0,,Loose ball foul by C. Anthony (drawn by B. Portis),29,36
149,2,8:13.0,D. Dotson misses 3-pt jump shot from 28 ft,,29,36
150,2,8:10.0,,Defensive rebound by S. Labissière,29,36
151,2,7:56.0,,A. Simons makes 2-pt jump shot from 19 ft,29,38
152,2,7:48.0,New York full timeout,,29,38
153,2,7:48.0,J. Randle enters the game for K. Knox,,29,38
154,2,7:48.0,,G. Trent enters the game for C. Anthony,29,38
155,2,7:36.0,Personal foul by M. Hezonja (drawn by A. Trier),,29,38
156,2,7:25.0,J. Randle misses 3-pt jump shot from 22 ft,,29,38
157,2,7:23.0,,Defensive rebound by M. Hezonja,29,38
158,2,7:06.0,,G. Trent misses 3-pt jump shot from 26 ft,29,38
159,2,7:03.0,,Offensive rebound by M. Hezonja,29,38
160,2,7:00.0,,G. Trent misses 2-pt jump shot from 8 ft,29,38
161,2,6:56.0,Defensive rebound by B. Portis,,29,38
162,2,6:51.0,A. Trier misses 3-pt jump shot from 25 ft,,29,38
163,2,6:48.0,,Defensive rebound by G. Trent,29,38
164,2,6:31.0,,A. Simons makes 3-pt jump shot from 25 ft,29,41
165,2,6:14.0,D. Dotson makes 2-pt jump shot from 11 ft (assist by J. Randle),,31,41
166,2,5:54.0,,C. McCollum misses 3-pt jump shot from 24 ft,31,41
167,2,5:51.0,Defensive rebound by J. Randle,,31,41
168,2,5:48.0,A. Trier makes 2-pt dunk from 1 ft (assist by E. Payton),,33,41
169,2,5:32.0,,A. Simons makes 3-pt jump shot from 27 ft (assist by C. McCollum),33,44
170,2,5:20.0,E. Payton misses 3-pt jump shot from 27 ft,,33,44
171,2,5:18.0,,Defensive rebound by M. Hezonja,33,44
172,2,5:10.0,,Turnover by C. McCollum (lost ball; steal by B. Portis),33,44
173,2,5:03.0,A. Trier misses 3-pt jump shot from 26 ft,,33,44
174,2,4:59.0,Offensive rebound by B. Portis,,33,44
175,2,4:59.0,B. Portis misses 2-pt layup at rim,,33,44
176,2,4:59.0,Offensive rebound by B. Portis,,33,44
177,2,4:59.0,B. Portis makes 2-pt layup at rim,,35,44
178,2,4:59.0,,Portland full timeout,35,44
179,2,4:59.0,R. Barrett enters the game for D. Dotson,,35,44
180,2,4:59.0,T. Gibson enters the game for E. Payton,,35,44
181,2,4:59.0,M. Morris enters the game for B. Portis,,35,44
182,2,4:59.0,F. Ntilikina enters the game for A. Trier,,35,44
183,2,4:59.0,,K. Bazemore enters the game for M. Hezonja,35,44
184,2,4:59.0,,D. Lillard enters the game for C. McCollum,35,44
185,2,4:59.0,,H. Whiteside enters the game for A. Simons,35,44
186,2,4:50.0,,Turnover by G. Trent (bad pass),35,44
187,2,4:40.0,R. Barrett misses 2-pt jump shot from 17 ft,,35,44
188,2,4:38.0,,Defensive rebound by K. Bazemore,35,44
189,2,4:26.0,,D. Lillard makes 3-pt jump shot from 27 ft,35,47
190,2,4:11.0,Turnover by M. Morris (bad pass; steal by G. Trent),,35,47
191,2,4:07.0,,K. Bazemore misses 3-pt jump shot from 23 ft,35,47
192,2,4:03.0,,Offensive rebound by S. Labissière,35,47
193,2,4:00.0,,Shooting foul by J. Randle (drawn by H. Whiteside),35,47
194,2,4:00.0,,H. Whiteside makes free throw 1 of 2,35,48
195,2,4:00.0,,H. Whiteside makes free throw 2 of 2,35,49
196,2,3:44.0,R. Barrett misses 2-pt layup from 2 ft (block by H. Whiteside),,35,49
197,2,3:42.0,,Defensive rebound by H. Whiteside,35,49
198,2,3:36.0,,K. Bazemore misses 3-pt jump shot from 26 ft,35,49
199,2,3:34.0,,Offensive rebound by H. Whiteside,35,49
200,2,3:33.0,,H. Whiteside makes 2-pt hook shot from 2 ft,35,51
201,2,3:15.0,Turnover by M. Morris (lost ball; steal by K. Bazemore),,35,51
202,2,3:06.0,,Shooting foul by F. Ntilikina (drawn by D. Lillard),35,51
203,2,3:06.0,,D. Lillard makes free throw 1 of 3,35,52
204,2,3:06.0,,D. Lillard makes free throw 2 of 3,35,53
205,2,3:06.0,,D. Lillard makes free throw 3 of 3,35,54
206,2,2:58.0,Shooting foul by G. Trent (drawn by R. Barrett),,35,54
207,2,2:58.0,R. Barrett makes free throw 1 of 2,,36,54
208,2,2:58.0,R. Barrett makes free throw 2 of 2,,37,54
209,2,2:44.0,,G. Trent misses 3-pt jump shot from 23 ft,37,54
210,2,2:42.0,,Offensive rebound by H. Whiteside,37,54
211,2,2:40.0,,H. Whiteside misses 2-pt hook shot from 6 ft,37,54
212,2,2:40.0,,Offensive rebound by H. Whiteside,37,54
213,2,2:37.0,,H. Whiteside makes 2-pt layup from 4 ft,37,56
214,2,2:26.0,F. Ntilikina misses 3-pt jump shot from 26 ft,,37,56
215,2,2:24.0,,Defensive rebound by S. Labissière,37,56
216,2,2:18.0,,Personal foul by T. Gibson (drawn by D. Lillard),37,56
217,2,2:18.0,,D. Lillard makes free throw 1 of 2,37,57
218,2,2:18.0,,C. McCollum enters the game for G. Trent,37,57
219,2,2:18.0,,D. Lillard makes free throw 2 of 2,37,58
220,2,1:57.0,M. Morris makes 2-pt jump shot from 9 ft (assist by J. Randle),,39,58
221,2,1:51.0,,Personal foul by M. Morris (drawn by K. Bazemore),39,58
222,2,1:51.0,,K. Bazemore makes free throw 1 of 2,39,59
223,2,1:51.0,,K. Bazemore makes free throw 2 of 2,39,60
224,2,1:32.0,Turnover by J. Randle (back court),,39,60
225,2,1:23.0,,C. McCollum misses 3-pt jump shot from 24 ft,39,60
226,2,1:21.0,Defensive rebound by R. Barrett,,39,60
227,2,1:12.0,Turnover by J. Randle (out of bounds lost ball),,39,60
228,2,0:51.0,,D. Lillard misses 3-pt jump shot from 28 ft,39,60
229,2,0:50.0,Defensive rebound by R. Barrett,,39,60
230,2,0:45.0,Shooting foul by S. Labissière (drawn by J. Randle),,39,60
231,2,0:45.0,J. Randle makes free throw 1 of 2,,40,60
232,2,0:45.0,,C. Anthony enters the game for S. Labissière,40,60
233,2,0:45.0,J. Randle makes free throw 2 of 2,,41,60
234,2,0:30.0,,D. Lillard misses 2-pt jump shot from 23 ft,41,60
235,2,0:28.0,Defensive rebound by R. Barrett,,41,60
236,2,0:11.0,M. Morris misses 3-pt jump shot from 23 ft,,41,60
237,2,0:09.0,,Defensive rebound by Team,41,60
238,2,0:09.0,,A. Simons enters the game for H. Whiteside,41,60
239,2,0:00.0,,Turnover by D. Lillard (bad pass; steal by J. Randle),41,60
240,3,11:37.0,,C. Anthony misses 2-pt jump shot from 22 ft,41,60
241,3,11:34.0,Defensive rebound by J. Randle,,41,60
242,3,11:23.0,R. Barrett misses 3-pt jump shot from 25 ft,,41,60
243,3,11:21.0,,Defensive rebound by C. McCollum,41,60
244,3,11:12.0,,C. McCollum makes 2-pt jump shot from 19 ft,41,62
245,3,10:55.0,R. Barrett misses 2-pt layup from 2 ft,,41,62
246,3,10:54.0,,Defensive rebound by H. Whiteside,41,62
247,3,10:40.0,,K. Bazemore makes 2-pt layup at rim (assist by H. Whiteside),41,64
248,3,10:29.0,M. Morris misses 3-pt jump shot from 26 ft,,41,64
249,3,10:25.0,,Defensive rebound by C. McCollum,41,64
250,3,10:17.0,,C. McCollum misses 3-pt jump shot from 24 ft,41,64
251,3,10:14.0,,Offensive rebound by H. Whiteside,41,64
252,3,10:02.0,,C. Anthony misses 2-pt jump shot from 18 ft,41,64
253,3,10:00.0,Defensive rebound by J. Randle,,41,64
254,3,9:53.0,T. Gibson misses 3-pt jump shot from 25 ft,,41,64
255,3,9:51.0,,Defensive rebound by H. Whiteside,41,64
256,3,9:37.0,,H. Whiteside misses 2-pt hook shot from 5 ft,41,64
257,3,9:34.0,Defensive rebound by M. Morris,,41,64
258,3,9:27.0,M. Morris makes 2-pt jump shot from 4 ft,,43,64
259,3,9:07.0,,Offensive foul by H. Whiteside (drawn by M. Morris),43,64
260,3,9:07.0,,Turnover by H. Whiteside (offensive foul),43,64
261,3,8:55.0,R. Barrett misses 2-pt jump shot from 22 ft,,43,64
262,3,8:53.0,Offensive rebound by T. Gibson,,43,64
263,3,8:51.0,J. Randle misses 3-pt jump shot from 26 ft,,43,64
264,3,8:48.0,,Defensive rebound by C. Anthony,43,64
265,3,8:36.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Lillard),43,66
266,3,8:33.0,New York full timeout,,43,66
267,3,8:13.0,M. Morris misses 3-pt jump shot from 25 ft,,43,66
268,3,8:10.0,,Defensive rebound by H. Whiteside,43,66
269,3,7:57.0,,C. Anthony makes 2-pt jump shot from 20 ft (assist by D. Lillard),43,68
270,3,7:49.0,Offensive foul by T. Gibson (drawn by D. Lillard),,43,68
271,3,7:49.0,Turnover by T. Gibson (offensive foul),,43,68
272,3,7:28.0,,Turnover by D. Lillard (bad pass; steal by T. Gibson),43,68
273,3,7:21.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,43,68
274,3,7:18.0,,Defensive rebound by D. Lillard,43,68
275,3,7:14.0,,C. Anthony makes 3-pt jump shot from 26 ft (assist by D. Lillard),43,71
276,3,6:50.0,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Randle),,46,71
277,3,6:50.0,Shooting foul by C. McCollum (drawn by M. Morris),,46,71
278,3,6:50.0,D. Dotson enters the game for R. Barrett,,46,71
279,3,6:50.0,M. Robinson enters the game for T. Gibson,,46,71
280,3,6:50.0,M. Morris makes free throw 1 of 1,,47,71
281,3,6:32.0,,K. Bazemore misses 2-pt jump shot from 19 ft,47,71
282,3,6:30.0,Defensive rebound by M. Morris,,47,71
283,3,6:23.0,M. Morris misses 3-pt jump shot from 25 ft,,47,71
284,3,6:22.0,,Defensive rebound by C. Anthony,47,71
285,3,6:05.0,,D. Lillard makes 3-pt jump shot from 28 ft,47,74
286,3,5:49.0,J. Randle makes 2-pt layup from 1 ft,,49,74
287,3,5:23.0,,C. Anthony misses 2-pt layup from 1 ft,49,74
288,3,5:21.0,Defensive rebound by J. Randle,,49,74
289,3,5:17.0,Shooting foul by K. Bazemore (drawn by M. Robinson),,49,74
290,3,5:17.0,M. Robinson misses free throw 1 of 2,,49,74
291,3,5:17.0,Offensive rebound by Team,,49,74
292,3,5:17.0,D. Smith enters the game for F. Ntilikina,,49,74
293,3,5:17.0,M. Robinson misses free throw 2 of 2,,49,74
294,3,5:15.0,,Defensive rebound by K. Bazemore,49,74
295,3,5:03.0,,D. Lillard misses 3-pt jump shot from 25 ft,49,74
296,3,5:01.0,Defensive rebound by J. Randle,,49,74
297,3,4:52.0,J. Randle makes 2-pt layup from 3 ft,,51,74
298,3,4:52.0,,Violation by Team (def goaltending),51,74
299,3,4:39.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Lillard),51,76
300,3,4:39.0,,Shooting foul by M. Morris (drawn by H. Whiteside),51,76
301,3,4:39.0,,S. Labissière enters the game for C. Anthony,51,76
302,3,4:39.0,,A. Simons enters the game for K. Bazemore,51,76
303,3,4:39.0,,H. Whiteside makes free throw 1 of 1,51,77
304,3,4:25.0,Personal foul by D. Lillard (drawn by M. Morris),,51,77
305,3,4:18.0,D. Smith misses 2-pt layup from 1 ft,,51,77
306,3,4:16.0,Offensive rebound by M. Robinson,,51,77
307,3,4:16.0,M. Robinson misses 2-pt layup from 1 ft,,51,77
308,3,4:15.0,,Defensive rebound by C. McCollum,51,77
309,3,4:02.0,,S. Labissière misses 3-pt jump shot from 24 ft,51,77
310,3,4:01.0,Defensive rebound by D. Dotson,,51,77
311,3,3:45.0,M. Robinson misses 2-pt layup from 2 ft (block by H. Whiteside),,51,77
312,3,3:44.0,Offensive rebound by J. Randle,,51,77
313,3,3:44.0,J. Randle makes 2-pt layup from 1 ft,,53,77
314,3,3:44.0,Shooting foul by S. Labissière (drawn by J. Randle),,53,77
315,3,3:44.0,K. Knox enters the game for M. Morris,,53,77
316,3,3:44.0,J. Randle misses free throw 1 of 1,,53,77
317,3,3:40.0,,Defensive rebound by C. McCollum,53,77
318,3,3:24.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by D. Lillard),53,80
319,3,3:08.0,D. Smith makes 3-pt jump shot from 23 ft (assist by K. Knox),,56,80
320,3,2:53.0,,D. Lillard makes 3-pt jump shot from 27 ft,56,83
321,3,2:50.0,New York full timeout,,56,83
322,3,2:50.0,B. Portis enters the game for J. Randle,,56,83
323,3,2:50.0,,M. Hezonja enters the game for C. McCollum,56,83
324,3,2:50.0,,G. Trent enters the game for H. Whiteside,56,83
325,3,2:38.0,D. Smith misses 2-pt jump shot from 12 ft,,56,83
326,3,2:36.0,,Defensive rebound by M. Hezonja,56,83
327,3,2:26.0,,A. Simons misses 3-pt jump shot from 23 ft,56,83
328,3,2:24.0,Defensive rebound by D. Dotson,,56,83
329,3,2:16.0,Personal foul by M. Hezonja (drawn by B. Portis),,56,83
330,3,2:16.0,B. Portis misses free throw 1 of 2,,56,83
331,3,2:16.0,Offensive rebound by Team,,56,83
332,3,2:16.0,B. Portis makes free throw 2 of 2,,57,83
333,3,2:00.0,,A. Simons makes 3-pt jump shot from 23 ft (assist by D. Lillard),57,86
334,3,1:45.0,K. Knox misses 3-pt jump shot from 25 ft,,57,86
335,3,1:42.0,,Defensive rebound by S. Labissière,57,86
336,3,1:27.0,,D. Lillard misses 3-pt jump shot from 32 ft,57,86
337,3,1:24.0,Defensive rebound by B. Portis,,57,86
338,3,1:16.0,B. Portis misses 3-pt jump shot from 25 ft,,57,86
339,3,1:14.0,,Defensive rebound by M. Hezonja,57,86
340,3,1:07.0,,M. Hezonja misses 2-pt layup from 2 ft,57,86
341,3,1:06.0,Defensive rebound by B. Portis,,57,86
342,3,1:03.0,Personal foul by D. Lillard (drawn by B. Portis),,57,86
343,3,1:03.0,B. Portis makes free throw 1 of 2,,58,86
344,3,1:03.0,B. Portis makes free throw 2 of 2,,59,86
345,3,0:39.0,,S. Labissière misses 2-pt jump shot from 16 ft,59,86
346,3,0:38.0,Defensive rebound by Team,,59,86
347,3,0:32.0,D. Smith misses 2-pt layup from 4 ft,,59,86
348,3,0:32.0,Offensive rebound by Team,,59,86
349,3,0:27.0,D. Dotson misses 3-pt jump shot from 25 ft,,59,86
350,3,0:23.0,,Defensive rebound by G. Trent,59,86
351,3,0:04.0,,G. Trent misses 2-pt jump shot from 20 ft,59,86
352,3,0:01.0,Defensive rebound by B. Portis,,59,86
353,4,11:45.0,B. Portis misses 3-pt jump shot from 25 ft,,59,86
354,4,11:43.0,,Defensive rebound by G. Trent,59,86
355,4,11:29.0,,C. McCollum misses 2-pt jump shot from 22 ft,59,86
356,4,11:24.0,Defensive rebound by B. Portis,,59,86
357,4,11:07.0,Offensive foul by B. Portis (drawn by S. Labissière),,59,86
358,4,11:07.0,Turnover by B. Portis (offensive foul),,59,86
359,4,10:48.0,,C. McCollum makes 2-pt jump shot from 16 ft (assist by S. Labissière),59,88
360,4,10:35.0,D. Dotson misses 3-pt jump shot from 27 ft,,59,88
361,4,10:32.0,,Defensive rebound by S. Labissière,59,88
362,4,10:13.0,,G. Trent misses 3-pt jump shot from 25 ft,59,88
363,4,10:10.0,Defensive rebound by B. Portis,,59,88
364,4,10:01.0,K. Knox misses 3-pt jump shot from 26 ft,,59,88
365,4,10:01.0,Offensive rebound by Team,,59,88
366,4,10:01.0,,Loose ball foul by S. Labissière (drawn by B. Portis),59,88
367,4,10:01.0,A. Trier enters the game for D. Dotson,,59,88
368,4,10:01.0,,M. Hezonja enters the game for G. Trent,59,88
369,4,9:45.0,A. Trier makes 3-pt jump shot from 25 ft (assist by K. Knox),,62,88
370,4,9:33.0,,Shooting foul by M. Robinson (drawn by C. Anthony),62,88
371,4,9:33.0,,C. Anthony misses free throw 1 of 2,62,88
372,4,9:33.0,,Offensive rebound by Team,62,88
373,4,9:33.0,,C. Anthony makes free throw 2 of 2,62,89
374,4,9:20.0,A. Trier misses 2-pt layup from 2 ft,,62,89
375,4,9:20.0,,Defensive rebound by A. Simons,62,89
376,4,9:14.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by A. Simons),62,92
377,4,9:09.0,New York full timeout,,62,92
378,4,8:53.0,Shooting foul by S. Labissière (drawn by M. Robinson),,62,92
379,4,8:53.0,M. Robinson misses free throw 1 of 2,,62,92
380,4,8:53.0,Offensive rebound by Team,,62,92
381,4,8:53.0,M. Robinson makes free throw 2 of 2,,63,92
382,4,8:35.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by A. Simons),63,95
383,4,8:16.0,B. Portis makes 2-pt hook shot from 3 ft,,65,95
384,4,8:16.0,,K. Bazemore enters the game for C. Anthony,65,95
385,4,8:16.0,,N. Little enters the game for C. McCollum,65,95
386,4,8:00.0,,Shooting foul by B. Portis (drawn by N. Little),65,95
387,4,8:00.0,,N. Little makes free throw 1 of 2,65,96
388,4,8:00.0,,N. Little makes free throw 2 of 2,65,97
389,4,7:49.0,A. Trier misses 2-pt layup from 1 ft,,65,97
390,4,7:47.0,,Defensive rebound by S. Labissière,65,97
391,4,7:41.0,,N. Little misses 3-pt jump shot from 22 ft,65,97
392,4,7:39.0,Defensive rebound by K. Knox,,65,97
