,QUARTER,TIME_REMAINING,DENVER_ACTION,MINNESOTA_ACTION,DENVER_SCORE,MINNESOTA_SCORE
0,1,11:38.0,,K. Towns misses 2-pt jump shot from 6 ft,0,0
1,1,11:33.0,Defensive rebound by W. Barton,,0,0
2,1,11:21.0,N. Jokić misses 2-pt jump shot from 13 ft,,0,0
3,1,11:19.0,,Defensive rebound by R. Covington,0,0
4,1,11:13.0,,Personal foul by N. Jokić (drawn by K. Towns),0,0
5,1,11:04.0,,K. Towns makes 2-pt jump shot from 12 ft,0,2
6,1,10:45.0,Turnover by J. Grant (bad pass; steal by R. Covington),,0,2
7,1,10:34.0,,Turnover by A. Wiggins (bad pass; steal by T. Craig),0,2
8,1,10:18.0,J. Grant misses 3-pt jump shot from 23 ft,,0,2
9,1,10:15.0,,Defensive rebound by J. Culver,0,2
10,1,10:05.0,,K. Towns makes 3-pt jump shot from 26 ft,0,5
11,1,9:51.0,M. Morris misses 2-pt layup from 2 ft,,0,5
12,1,9:46.0,,Defensive rebound by S. Napier,0,5
13,1,9:43.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by S. Napier),0,7
14,1,9:23.0,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),,3,7
15,1,9:11.0,,Personal foul by T. Craig (drawn by R. Covington),3,7
16,1,9:02.0,,R. Covington makes 2-pt layup from 1 ft (assist by S. Napier),3,9
17,1,8:48.0,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),,5,9
18,1,8:32.0,,K. Towns misses 2-pt layup from 3 ft,5,9
19,1,8:29.0,Defensive rebound by N. Jokić,,5,9
20,1,8:18.0,J. Grant makes 3-pt jump shot from 23 ft (assist by M. Morris),,8,9
21,1,8:02.0,,A. Wiggins misses 2-pt jump shot from 16 ft,8,9
22,1,7:59.0,,Offensive rebound by K. Towns,8,9
23,1,7:57.0,,K. Towns misses 2-pt layup from 1 ft,8,9
24,1,7:56.0,Defensive rebound by N. Jokić,,8,9
25,1,7:55.0,Personal take foul by S. Napier (drawn by W. Barton),,8,9
26,1,7:41.0,Turnover by N. Jokić (back court),,8,9
27,1,7:32.0,,K. Towns makes 2-pt layup from 1 ft (assist by S. Napier),8,11
28,1,7:23.0,Shooting foul by R. Covington (drawn by W. Barton),,8,11
29,1,7:23.0,W. Barton makes free throw 1 of 2,,9,11
30,1,7:23.0,W. Barton misses free throw 2 of 2,,9,11
31,1,7:21.0,,Defensive rebound by K. Towns,9,11
32,1,7:17.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by S. Napier),9,13
33,1,7:01.0,Shooting foul by S. Napier (drawn by W. Barton),,9,13
34,1,7:01.0,W. Barton makes free throw 1 of 2,,10,13
35,1,7:01.0,,J. Okogie enters the game for S. Napier,10,13
36,1,7:01.0,W. Barton makes free throw 2 of 2,,11,13
37,1,6:52.0,,J. Culver makes 3-pt jump shot from 25 ft (assist by K. Towns),11,16
38,1,6:30.0,J. Grant makes 3-pt jump shot from 23 ft (assist by M. Morris),,14,16
39,1,6:11.0,,Turnover by J. Culver (lost ball; steal by W. Barton),14,16
40,1,6:06.0,J. Grant makes 2-pt dunk from 1 ft (assist by W. Barton),,16,16
41,1,5:59.0,,Minnesota full timeout,16,16
42,1,5:41.0,,K. Towns misses 3-pt jump shot from 24 ft,16,16
43,1,5:38.0,,Offensive rebound by J. Culver,16,16
44,1,5:35.0,,R. Covington misses 3-pt jump shot from 25 ft,16,16
45,1,5:30.0,Defensive rebound by J. Grant,,16,16
46,1,5:12.0,T. Craig misses 3-pt jump shot from 23 ft,,16,16
47,1,5:10.0,,Defensive rebound by K. Towns,16,16
48,1,5:05.0,,Shooting foul by J. Grant (drawn by K. Towns),16,16
49,1,5:05.0,,K. Towns makes free throw 1 of 2,16,17
50,1,5:05.0,,K. Towns makes free throw 2 of 2,16,18
51,1,4:44.0,N. Jokić makes 2-pt jump shot from 11 ft (assist by W. Barton),,18,18
52,1,4:32.0,,J. Culver makes 3-pt jump shot from 24 ft (assist by K. Towns),18,21
53,1,4:20.0,J. Grant makes 2-pt layup from 3 ft (assist by N. Jokić),,20,21
54,1,4:08.0,,A. Wiggins misses 3-pt jump shot from 26 ft,20,21
55,1,4:04.0,,Offensive rebound by K. Towns,20,21
56,1,4:04.0,,Shooting foul by W. Barton (drawn by K. Towns),20,21
57,1,4:04.0,,K. Towns misses free throw 1 of 2,20,21
58,1,4:04.0,,Offensive rebound by Team,20,21
59,1,4:04.0,M. Porter enters the game for T. Craig,,20,21
60,1,4:04.0,,A. Crabbe enters the game for J. Culver,20,21
61,1,4:04.0,,K. Towns makes free throw 2 of 2,20,22
62,1,3:51.0,M. Morris misses 3-pt jump shot from 26 ft,,20,22
63,1,3:49.0,,Defensive rebound by J. Okogie,20,22
64,1,3:36.0,,A. Wiggins misses 2-pt jump shot from 7 ft,20,22
65,1,3:35.0,Defensive rebound by M. Porter,,20,22
66,1,3:22.0,W. Barton misses 2-pt jump shot from 8 ft,,20,22
67,1,3:19.0,,Defensive rebound by K. Towns,20,22
68,1,3:06.0,,Turnover by A. Wiggins (lost ball; steal by M. Morris),20,22
69,1,3:02.0,M. Morris misses 2-pt layup from 2 ft,,20,22
70,1,2:58.0,Offensive rebound by M. Porter,,20,22
71,1,2:58.0,M. Porter makes 2-pt dunk at rim,,22,22
72,1,2:53.0,,Turnover by J. Okogie (bad pass; steal by N. Jokić),22,22
73,1,2:50.0,Personal foul by R. Covington (drawn by W. Barton),,22,22
74,1,2:50.0,Denver full timeout,,22,22
75,1,2:50.0,P. Dozier enters the game for N. Jokić,,22,22
76,1,2:50.0,M. Plumlee enters the game for M. Morris,,22,22
77,1,2:50.0,,K. Bates-Diop enters the game for R. Covington,22,22
78,1,2:50.0,,G. Dieng enters the game for K. Towns,22,22
79,1,2:50.0,,J. McLaughlin enters the game for A. Wiggins,22,22
80,1,2:31.0,P. Dozier misses 2-pt jump shot from 14 ft,,22,22
81,1,2:29.0,,Defensive rebound by J. Okogie,22,22
82,1,2:11.0,,G. Dieng makes 3-pt jump shot from 25 ft (assist by A. Crabbe),22,25
83,1,1:47.0,P. Dozier makes 2-pt layup from 1 ft (assist by M. Porter),,24,25
84,1,1:26.0,,J. Okogie misses 2-pt layup from 3 ft,24,25
85,1,1:23.0,Defensive rebound by M. Plumlee,,24,25
86,1,1:19.0,W. Barton misses 3-pt jump shot from 26 ft,,24,25
87,1,1:17.0,,Defensive rebound by K. Bates-Diop,24,25
88,1,0:54.0,,K. Bates-Diop misses 3-pt jump shot from 25 ft,24,25
89,1,0:53.0,Defensive rebound by Team,,24,25
90,1,0:53.0,M. Beasley enters the game for W. Barton,,24,25
91,1,0:53.0,J. Hernangómez enters the game for J. Grant,,24,25
92,1,0:50.0,Turnover by J. Hernangómez (bad pass; steal by J. McLaughlin),,24,25
93,1,0:47.0,,K. Bates-Diop makes 2-pt layup from 1 ft (assist by J. McLaughlin),24,27
94,1,0:36.0,Turnover by P. Dozier (lost ball; steal by J. McLaughlin),,24,27
95,1,0:35.0,,Personal foul by P. Dozier (drawn by J. McLaughlin),24,27
96,1,0:35.0,,J. McLaughlin misses free throw 1 of 2,24,27
97,1,0:35.0,,Offensive rebound by Team,24,27
98,1,0:35.0,,J. McLaughlin misses free throw 2 of 2,24,27
99,1,0:33.0,Defensive rebound by M. Plumlee,,24,27
100,1,0:27.0,Shooting foul by A. Crabbe (drawn by M. Beasley),,24,27
101,1,0:27.0,M. Beasley makes free throw 1 of 2,,25,27
102,1,0:27.0,M. Beasley makes free throw 2 of 2,,26,27
103,1,0:03.0,,K. Bates-Diop makes 2-pt jump shot from 22 ft (assist by G. Dieng),26,29
104,2,11:45.0,P. Dozier misses 2-pt jump shot from 7 ft (block by K. Bates-Diop),,26,29
105,2,11:45.0,,Defensive rebound by G. Dieng,26,29
106,2,11:24.0,,G. Dieng misses 2-pt jump shot from 6 ft,26,29
107,2,11:22.0,Defensive rebound by M. Porter,,26,29
108,2,11:18.0,M. Porter misses 3-pt jump shot from 27 ft,,26,29
109,2,11:14.0,Offensive rebound by Team,,26,29
110,2,11:14.0,N. Jokić enters the game for M. Plumlee,,26,29
111,2,11:11.0,M. Beasley makes 2-pt jump shot from 13 ft (assist by P. Dozier),,28,29
112,2,11:00.0,,A. Crabbe misses 3-pt jump shot from 25 ft,28,29
113,2,11:00.0,Defensive rebound by M. Porter,,28,29
114,2,10:50.0,Turnover by M. Beasley (dbl dribble),,28,29
115,2,10:39.0,,Personal foul by P. Dozier (drawn by G. Dieng),28,29
116,2,10:36.0,Violation by Team (kicked ball),,28,29
117,2,10:27.0,,J. Culver misses 2-pt layup from 6 ft,28,29
118,2,10:25.0,Defensive rebound by P. Dozier,,28,29
119,2,10:08.0,N. Jokić misses 2-pt layup from 2 ft,,28,29
120,2,10:08.0,Offensive rebound by N. Jokić,,28,29
121,2,10:07.0,N. Jokić makes 2-pt layup at rim,,30,29
122,2,9:51.0,,K. Bates-Diop makes 3-pt jump shot from 24 ft (assist by A. Crabbe),30,32
123,2,9:40.0,P. Dozier misses 2-pt layup from 5 ft,,30,32
124,2,9:40.0,Offensive rebound by Team,,30,32
125,2,9:35.0,M. Porter misses 2-pt layup from 3 ft (block by J. Culver),,30,32
126,2,9:35.0,,Defensive rebound by J. McLaughlin,30,32
127,2,9:27.0,,K. Bates-Diop misses 3-pt jump shot from 23 ft,30,32
128,2,9:25.0,,Offensive rebound by G. Dieng,30,32
129,2,9:22.0,,G. Dieng makes 2-pt layup from 1 ft,30,34
130,2,9:22.0,Denver full timeout,,30,34
131,2,9:08.0,N. Jokić makes 2-pt jump shot from 17 ft (assist by M. Porter),,32,34
132,2,8:50.0,,J. McLaughlin misses 2-pt jump shot from 10 ft,32,34
133,2,8:48.0,Defensive rebound by J. Hernangómez,,32,34
134,2,8:42.0,P. Dozier makes 2-pt layup from 1 ft (assist by N. Jokić),,34,34
135,2,8:28.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by J. McLaughlin),34,37
136,2,8:08.0,M. Beasley makes 2-pt jump shot from 14 ft,,36,37
137,2,7:54.0,,J. McLaughlin misses 2-pt layup from 2 ft,36,37
138,2,7:52.0,Defensive rebound by N. Jokić,,36,37
139,2,7:45.0,Turnover by N. Jokić (bad pass),,36,37
140,2,7:45.0,,S. Napier enters the game for A. Crabbe,36,37
141,2,7:45.0,,J. Okogie enters the game for G. Dieng,36,37
142,2,7:45.0,,K. Towns enters the game for J. McLaughlin,36,37
143,2,7:22.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by J. Culver),36,40
144,2,6:56.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,36,40
145,2,6:54.0,,Defensive rebound by S. Napier,36,40
146,2,6:31.0,,J. Okogie makes 2-pt layup from 2 ft,36,42
147,2,6:18.0,Turnover by N. Jokić (lost ball; steal by J. Okogie),,36,42
148,2,6:16.0,,J. Okogie makes 2-pt dunk from 1 ft,36,44
149,2,6:16.0,Denver full timeout,,36,44
150,2,6:16.0,W. Barton enters the game for P. Dozier,,36,44
151,2,6:16.0,J. Grant enters the game for J. Hernangómez,,36,44
152,2,6:16.0,M. Morris enters the game for N. Jokić,,36,44
153,2,6:16.0,,R. Covington enters the game for K. Bates-Diop,36,44
154,2,6:16.0,,A. Wiggins enters the game for J. Culver,36,44
155,2,6:06.0,M. Porter misses 3-pt jump shot from 25 ft,,36,44
156,2,6:03.0,,Defensive rebound by J. Okogie,36,44
157,2,5:51.0,,A. Wiggins misses 3-pt jump shot from 24 ft,36,44
158,2,5:48.0,,Offensive rebound by K. Towns,36,44
159,2,5:48.0,,K. Towns makes 2-pt layup from 2 ft,36,46
160,2,5:31.0,J. Grant makes 2-pt jump shot from 16 ft,,38,46
161,2,5:16.0,,K. Towns misses 2-pt layup from 9 ft,38,46
162,2,5:14.0,Defensive rebound by J. Grant,,38,46
163,2,5:12.0,Shooting foul by J. Okogie (drawn by M. Porter),,38,46
164,2,5:12.0,M. Porter makes free throw 1 of 2,,39,46
165,2,5:12.0,M. Porter makes free throw 2 of 2,,40,46
166,2,4:52.0,,S. Napier misses 3-pt jump shot from 27 ft,40,46
167,2,4:49.0,Defensive rebound by M. Porter,,40,46
168,2,4:32.0,M. Porter makes 2-pt dunk from 1 ft (assist by J. Grant),,42,46
169,2,4:22.0,,A. Wiggins misses 3-pt jump shot from 23 ft,42,46
170,2,4:19.0,Defensive rebound by M. Porter,,42,46
171,2,4:14.0,M. Morris misses 3-pt jump shot from 27 ft,,42,46
172,2,4:13.0,Offensive rebound by M. Porter,,42,46
173,2,4:13.0,M. Porter makes 2-pt layup at rim,,44,46
174,2,4:13.0,,Minnesota full timeout,44,46
175,2,4:01.0,,Shooting foul by M. Porter (drawn by K. Towns),44,46
176,2,4:01.0,,K. Towns makes free throw 1 of 2,44,47
177,2,4:01.0,,K. Towns makes free throw 2 of 2,44,48
178,2,3:42.0,M. Beasley misses 2-pt jump shot from 15 ft,,44,48
179,2,3:39.0,,Defensive rebound by S. Napier,44,48
180,2,3:32.0,,Turnover by A. Wiggins (lost ball; steal by J. Grant),44,48
181,2,3:21.0,J. Grant makes 3-pt jump shot from 23 ft (assist by M. Porter),,47,48
182,2,3:21.0,N. Jokić enters the game for M. Beasley,,47,48
183,2,3:01.0,,J. Okogie makes 3-pt jump shot from 24 ft (assist by S. Napier),47,51
184,2,2:47.0,Turnover by N. Jokić (bad pass; steal by S. Napier),,47,51
185,2,2:42.0,,J. Okogie misses 3-pt jump shot from 26 ft,47,51
186,2,2:40.0,Defensive rebound by J. Grant,,47,51
