,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHARLOTTE_ACTION,INDIANA_SCORE,CHARLOTTE_SCORE
50,1,5:27.0,Defensive rebound by J. Lamb,,12,12
51,1,5:18.0,T. Warren makes 2-pt layup from 2 ft (assist by J. Lamb),,14,12
52,1,5:04.0,,C. Zeller makes 3-pt jump shot from 26 ft (assist by D. Graham),14,15
53,1,4:46.0,M. Turner misses 3-pt jump shot from 26 ft,,14,15
54,1,4:40.0,,Defensive rebound by P. Washington,14,15
55,1,4:28.0,,C. Zeller makes 2-pt layup from 2 ft (assist by D. Graham),14,17
56,1,4:10.0,D. Sabonis misses 3-pt jump shot from 25 ft,,14,17
57,1,4:08.0,Offensive rebound by T. Warren,,14,17
58,1,4:08.0,T. Warren misses 2-pt layup at rim,,14,17
59,1,4:07.0,,Defensive rebound by D. Bacon,14,17
60,1,4:00.0,,Turnover by D. Graham (bad pass; steal by J. Lamb),14,17
61,1,3:47.0,J. Lamb makes 2-pt layup from 2 ft,,16,17
62,1,3:47.0,,Violation by Team (def goaltending),16,17
63,1,3:34.0,,D. Graham makes 2-pt layup from 1 ft,16,19
64,1,3:24.0,Indiana full timeout,,16,19
65,1,3:24.0,J. Holiday enters the game for A. Holiday,,16,19
66,1,3:24.0,T. McConnell enters the game for J. Lamb,,16,19
67,1,3:24.0,E. Sumner enters the game for D. Sabonis,,16,19
68,1,3:24.0,,M. Bridges enters the game for D. Graham,16,19
69,1,3:24.0,,T. Rozier enters the game for P. Washington,16,19
70,1,3:13.0,T. Warren misses 2-pt jump shot from 20 ft,,16,19
71,1,3:11.0,Offensive rebound by M. Turner,,16,19
72,1,3:08.0,E. Sumner misses 3-pt jump shot from 25 ft,,16,19
73,1,3:03.0,Offensive rebound by T. McConnell,,16,19
74,1,2:57.0,T. Warren makes 2-pt layup from 1 ft,,18,19
75,1,2:41.0,,T. Rozier misses 2-pt layup from 2 ft (block by M. Turner),18,19
76,1,2:41.0,,Offensive rebound by Team,18,19
77,1,2:41.0,G. Bitadze enters the game for M. Turner,,18,19
78,1,2:36.0,,Personal foul by T. Warren (drawn by D. Bacon),18,19
79,1,2:30.0,,D. Bacon misses 2-pt layup from 3 ft,18,19
80,1,2:27.0,Defensive rebound by T. Warren,,18,19
81,1,2:20.0,G. Bitadze makes 2-pt jump shot from 20 ft (assist by T. McConnell),,20,19
82,1,2:04.0,,Personal foul by J. Holiday (drawn by T. Rozier),20,19
83,1,1:58.0,,M. Monk makes 3-pt jump shot from 26 ft (assist by T. Rozier),20,22
84,1,1:45.0,G. Bitadze misses 2-pt jump shot from 16 ft,,20,22
85,1,1:43.0,,Defensive rebound by C. Zeller,20,22
86,1,1:37.0,,Personal foul by J. Holiday (drawn by M. Bridges),20,22
87,1,1:30.0,,T. Rozier makes 2-pt layup from 3 ft,20,24
88,1,1:19.0,Turnover by G. Bitadze (bad pass),,20,24
89,1,1:19.0,D. McDermott enters the game for T. Warren,,20,24
90,1,1:09.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by T. Rozier),20,26
91,1,0:57.0,Personal foul by C. Zeller (drawn by E. Sumner),,20,26
92,1,0:52.0,D. McDermott makes 2-pt layup from 2 ft (assist by J. Holiday),,22,26
93,1,0:43.0,,C. Zeller makes 2-pt layup from 3 ft (assist by T. Rozier),22,28
94,1,0:43.0,,Shooting foul by G. Bitadze (drawn by C. Zeller),22,28
95,1,0:43.0,,C. Zeller makes free throw 1 of 1,22,29
96,1,0:31.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by E. Sumner),,25,29
97,1,0:10.0,,T. Rozier misses 2-pt jump shot from 22 ft,25,29
98,1,0:06.0,Defensive rebound by G. Bitadze,,25,29
99,1,0:01.0,E. Sumner makes 2-pt dunk from 1 ft (assist by T. McConnell),,27,29
100,2,11:41.0,,Personal foul by D. Sabonis (drawn by B. Biyombo),27,29
101,2,11:27.0,,Turnover by Team (shot clock),27,29
102,2,11:04.0,D. McDermott misses 3-pt jump shot from 26 ft,,27,29
103,2,11:01.0,,Defensive rebound by M. Bridges,27,29
104,2,10:58.0,,Personal foul by E. Sumner (drawn by B. Biyombo),27,29
105,2,10:52.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Bridges),27,32
106,2,10:39.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Sabonis),,30,32
107,2,10:20.0,,T. Rozier misses 3-pt jump shot from 26 ft,30,32
108,2,10:18.0,Defensive rebound by D. Sabonis,,30,32
109,2,10:07.0,D. Sabonis makes 2-pt layup from 2 ft (assist by T. McConnell),,32,32
110,2,9:53.0,,C. Martin misses 2-pt layup from 3 ft,32,32
111,2,9:50.0,Defensive rebound by D. Sabonis,,32,32
112,2,9:34.0,E. Sumner misses 2-pt layup from 4 ft,,32,32
113,2,9:31.0,Offensive rebound by Team,,32,32
114,2,9:31.0,,D. Graham enters the game for M. Monk,32,32
115,2,9:27.0,D. McDermott misses 3-pt jump shot from 27 ft,,32,32
116,2,9:24.0,Offensive rebound by D. Sabonis,,32,32
117,2,9:09.0,D. McDermott misses 3-pt jump shot from 24 ft,,32,32
118,2,9:07.0,,Defensive rebound by M. Bridges,32,32
119,2,9:03.0,,Offensive foul by M. Bridges (drawn by D. McDermott),32,32
120,2,9:03.0,,Turnover by M. Bridges (offensive foul),32,32
121,2,8:51.0,J. Holiday misses 3-pt jump shot from 26 ft,,32,32
122,2,8:48.0,,Defensive rebound by B. Biyombo,32,32
123,2,8:37.0,,D. Graham misses 2-pt jump shot from 15 ft,32,32
124,2,8:35.0,Defensive rebound by D. Sabonis,,32,32
125,2,8:24.0,T. McConnell makes 3-pt jump shot from 24 ft (assist by D. Sabonis),,35,32
126,2,8:08.0,,B. Biyombo misses 2-pt hook shot from 5 ft,35,32
127,2,8:07.0,Defensive rebound by D. Sabonis,,35,32
128,2,7:53.0,E. Sumner misses 2-pt jump shot from 10 ft,,35,32
129,2,7:50.0,,Defensive rebound by B. Biyombo,35,32
130,2,7:36.0,,Personal foul by T. McConnell (drawn by D. Graham),35,32
131,2,7:36.0,,Charlotte full timeout,35,32
132,2,7:36.0,,P. Washington enters the game for M. Bridges,35,32
133,2,7:30.0,,Personal foul by J. Holiday (drawn by P. Washington),35,32
134,2,7:30.0,M. Turner enters the game for J. Holiday,,35,32
135,2,7:20.0,,D. Graham misses 3-pt jump shot from 26 ft,35,32
136,2,7:17.0,Defensive rebound by M. Turner,,35,32
137,2,7:00.0,Shooting foul by P. Washington (drawn by D. Sabonis),,35,32
138,2,7:00.0,D. Sabonis makes free throw 1 of 2,,36,32
139,2,7:00.0,D. Sabonis misses free throw 2 of 2,,36,32
140,2,6:57.0,,Defensive rebound by B. Biyombo,36,32
141,2,6:45.0,,P. Washington makes 2-pt hook shot from 8 ft (assist by T. Rozier),36,34
142,2,6:30.0,D. McDermott misses 2-pt layup from 3 ft,,36,34
143,2,6:26.0,,Defensive rebound by D. Graham,36,34
144,2,6:07.0,,B. Biyombo misses 2-pt layup from 3 ft (block by D. Sabonis),36,34
145,2,6:05.0,,Offensive rebound by C. Martin,36,34
146,2,6:05.0,,C. Martin makes 2-pt layup from 1 ft,36,36
147,2,5:49.0,M. Turner misses 2-pt layup from 2 ft (block by C. Martin),,36,36
148,2,5:46.0,,Defensive rebound by C. Martin,36,36
149,2,5:36.0,,P. Washington misses 3-pt jump shot from 26 ft,36,36
150,2,5:33.0,Defensive rebound by T. McConnell,,36,36
151,2,5:27.0,T. McConnell makes 2-pt layup from 2 ft,,38,36
152,2,5:15.0,,C. Martin misses 2-pt jump shot from 4 ft,38,36
153,2,5:13.0,Defensive rebound by D. Sabonis,,38,36
154,2,4:59.0,M. Turner misses 2-pt jump shot from 15 ft,,38,36
155,2,4:58.0,,Defensive rebound by P. Washington,38,36
156,2,4:51.0,,T. Rozier makes 2-pt layup from 2 ft,38,38
157,2,4:49.0,Indiana full timeout,,38,38
158,2,4:49.0,A. Holiday enters the game for T. McConnell,,38,38
159,2,4:49.0,J. Lamb enters the game for D. McDermott,,38,38
160,2,4:49.0,T. Warren enters the game for E. Sumner,,38,38
161,2,4:49.0,,M. Bridges enters the game for B. Biyombo,38,38
162,2,4:49.0,,M. Monk enters the game for C. Martin,38,38
163,2,4:49.0,,C. Zeller enters the game for T. Rozier,38,38
164,2,4:25.0,Turnover by T. Warren (bad pass; steal by M. Bridges),,38,38
165,2,4:12.0,,P. Washington misses 2-pt layup from 2 ft,38,38
166,2,4:09.0,Defensive rebound by D. Sabonis,,38,38
167,2,4:03.0,,Violation by Team (kicked ball),38,38
168,2,3:50.0,T. Warren misses 2-pt layup from 10 ft,,38,38
169,2,3:48.0,,Defensive rebound by C. Zeller,38,38
170,2,3:38.0,,C. Zeller misses 2-pt hook shot from 4 ft (block by M. Turner),38,38
171,2,3:36.0,Defensive rebound by J. Lamb,,38,38
172,2,3:32.0,J. Lamb misses 2-pt layup from 3 ft,,38,38
173,2,3:29.0,Offensive rebound by D. Sabonis,,38,38
174,2,3:23.0,Turnover by D. Sabonis (lost ball; steal by P. Washington),,38,38
175,2,3:18.0,,Turnover by P. Washington (bad pass; steal by D. Sabonis),38,38
176,2,3:09.0,T. Warren makes 2-pt dunk from 1 ft (assist by D. Sabonis),,40,38
177,2,2:52.0,,M. Monk misses 3-pt jump shot from 25 ft,40,38
178,2,2:49.0,,Offensive rebound by Team,40,38
179,2,2:46.0,,Turnover by M. Bridges (lost ball; steal by T. Warren),40,38
180,2,2:38.0,Personal foul by M. Monk (drawn by J. Lamb),,40,38
181,2,2:38.0,,T. Rozier enters the game for M. Monk,40,38
182,2,2:23.0,D. Sabonis makes 2-pt hook shot from 4 ft,,42,38
183,2,2:03.0,,D. Graham misses 2-pt jump shot from 16 ft,42,38
184,2,2:00.0,Defensive rebound by D. Sabonis,,42,38
185,2,1:51.0,J. Lamb misses 2-pt jump shot from 14 ft,,42,38
186,2,1:48.0,,Defensive rebound by P. Washington,42,38
187,2,1:34.0,,T. Rozier misses 3-pt jump shot from 26 ft,42,38
188,2,1:31.0,,Offensive rebound by M. Bridges,42,38
189,2,1:31.0,,M. Bridges makes 2-pt layup from 1 ft,42,40
190,2,1:11.0,J. Lamb misses 2-pt jump shot from 15 ft,,42,40
191,2,1:07.0,,Defensive rebound by T. Rozier,42,40
192,2,1:07.0,J. Sampson enters the game for D. Sabonis,,42,40
193,2,0:53.0,,P. Washington makes 2-pt layup from 8 ft (assist by T. Rozier),42,42
194,2,0:41.0,M. Turner misses 2-pt hook shot from 9 ft,,42,42
195,2,0:38.0,,Defensive rebound by D. Graham,42,42
196,2,0:32.0,,C. Zeller makes 2-pt layup from 2 ft (assist by D. Graham),42,44
197,2,0:32.0,,Shooting foul by M. Turner (drawn by C. Zeller),42,44
198,2,0:32.0,,C. Zeller misses free throw 1 of 1,42,44
199,2,0:30.0,Defensive rebound by J. Sampson,,42,44
200,2,0:11.0,A. Holiday misses 2-pt layup from 2 ft,,42,44
201,2,0:09.0,,Defensive rebound by P. Washington,42,44
202,2,0:00.0,,T. Rozier misses 3-pt jump shot from 25 ft,42,44
203,2,0:00.0,,Offensive rebound by Team,42,44
204,3,11:46.0,,Def 3 sec tech foul by Team,42,44
205,3,11:46.0,,T. Rozier makes technical free throw,42,45
206,3,11:40.0,,P. Washington misses 3-pt jump shot from 25 ft,42,45
207,3,11:36.0,Defensive rebound by M. Turner,,42,45
208,3,11:25.0,J. Lamb misses 2-pt layup from 3 ft,,42,45
209,3,11:23.0,,Defensive rebound by M. Bridges,42,45
210,3,11:20.0,,Turnover by B. Biyombo (bad pass; steal by A. Holiday),42,45
211,3,10:59.0,A. Holiday misses 2-pt layup from 4 ft (block by P. Washington),,42,45
212,3,10:58.0,Offensive rebound by Team,,42,45
213,3,10:55.0,M. Turner misses 3-pt jump shot from 24 ft,,42,45
214,3,10:52.0,,Defensive rebound by B. Biyombo,42,45
215,3,10:40.0,,Turnover by B. Biyombo (bad pass; steal by J. Lamb),42,45
216,3,10:36.0,T. Warren makes 2-pt layup from 5 ft (assist by A. Holiday),,44,45
217,3,10:21.0,,Shooting foul by A. Holiday (drawn by M. Bridges),44,45
218,3,10:21.0,,M. Bridges makes free throw 1 of 2,44,46
219,3,10:21.0,,M. Bridges makes free throw 2 of 2,44,47
220,3,10:02.0,T. Warren makes 2-pt jump shot from 12 ft,,46,47
221,3,10:02.0,Shooting foul by P. Washington (drawn by T. Warren),,46,47
222,3,10:02.0,T. Warren makes free throw 1 of 1,,47,47
223,3,9:47.0,,Turnover by T. Rozier (lost ball; steal by A. Holiday),47,47
224,3,9:45.0,Shooting foul by M. Bridges (drawn by T. Warren),,47,47
225,3,9:45.0,T. Warren makes free throw 1 of 2,,48,47
226,3,9:45.0,T. Warren makes free throw 2 of 2,,49,47
227,3,9:33.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by M. Bridges),49,50
228,3,9:14.0,T. Warren makes 2-pt jump shot from 4 ft (assist by D. Sabonis),,51,50
229,3,8:59.0,,Personal foul by D. Sabonis (drawn by B. Biyombo),51,50
230,3,8:53.0,,Turnover by M. Bridges (lost ball; steal by J. Lamb),51,50
231,3,8:48.0,J. Lamb makes 2-pt layup from 2 ft (assist by T. Warren),,53,50
232,3,8:48.0,,Charlotte full timeout,53,50
233,3,8:35.0,,D. Graham misses 3-pt jump shot from 25 ft,53,50
234,3,8:33.0,Defensive rebound by M. Turner,,53,50
235,3,8:32.0,Personal foul by B. Biyombo (drawn by M. Turner),,53,50
236,3,8:20.0,T. Warren misses 2-pt jump shot from 16 ft,,53,50
237,3,8:17.0,Offensive rebound by D. Sabonis,,53,50
238,3,8:16.0,D. Sabonis misses 2-pt hook shot from 5 ft,,53,50
239,3,8:14.0,,Defensive rebound by D. Graham,53,50
240,3,8:10.0,,T. Rozier misses 3-pt jump shot from 23 ft,53,50
241,3,8:06.0,Defensive rebound by T. Warren,,53,50
242,3,7:56.0,A. Holiday misses 2-pt jump shot from 19 ft,,53,50
243,3,7:52.0,,Defensive rebound by P. Washington,53,50
244,3,7:41.0,,M. Bridges makes 2-pt jump shot from 4 ft,53,52
245,3,7:26.0,Personal foul by P. Washington (drawn by M. Turner),,53,52
246,3,7:22.0,D. Sabonis makes 2-pt hook shot from 5 ft (assist by J. Lamb),,55,52
247,3,7:22.0,,D. Bacon enters the game for B. Biyombo,55,52
248,3,7:22.0,,C. Zeller enters the game for M. Bridges,55,52
249,3,7:07.0,,D. Graham misses 2-pt layup from 6 ft (block by T. Warren),55,52
250,3,7:05.0,Defensive rebound by M. Turner,,55,52
251,3,6:54.0,T. Warren makes 2-pt layup from 2 ft (assist by A. Holiday),,57,52
252,3,6:34.0,,P. Washington misses 2-pt layup from 3 ft,57,52
253,3,6:31.0,Defensive rebound by J. Lamb,,57,52
254,3,6:25.0,D. Sabonis makes 2-pt layup from 2 ft (assist by M. Turner),,59,52
255,3,6:03.0,,D. Bacon makes 2-pt layup from 2 ft (assist by P. Washington),59,54
256,3,5:44.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by A. Holiday),,61,54
257,3,5:29.0,,C. Zeller misses 2-pt layup from 1 ft,61,54
258,3,5:29.0,Defensive rebound by Team,,61,54
259,3,5:29.0,,Loose ball foul by C. Zeller (drawn by D. Sabonis),61,54
260,3,5:29.0,D. Sabonis makes free throw 1 of 2,,62,54
261,3,5:29.0,,M. Monk enters the game for T. Rozier,62,54
262,3,5:29.0,D. Sabonis makes free throw 2 of 2,,63,54
263,3,5:09.0,,D. Graham makes 2-pt layup from 2 ft,63,56
264,3,4:56.0,M. Turner makes 3-pt jump shot from 27 ft (assist by J. Lamb),,66,56
265,3,4:35.0,,Turnover by D. Graham (step out of bounds),66,56
266,3,4:35.0,J. Holiday enters the game for D. Sabonis,,66,56
267,3,4:21.0,J. Lamb misses 2-pt layup from 2 ft,,66,56
268,3,4:19.0,,Defensive rebound by D. Bacon,66,56
269,3,4:11.0,,D. Bacon misses 2-pt layup from 6 ft,66,56
270,3,4:09.0,Defensive rebound by M. Turner,,66,56
271,3,3:58.0,A. Holiday misses 3-pt jump shot from 23 ft,,66,56
272,3,3:56.0,Offensive rebound by J. Lamb,,66,56
273,3,3:56.0,J. Lamb makes 2-pt layup from 1 ft,,68,56
274,3,3:40.0,,D. Graham misses 3-pt jump shot from 26 ft,68,56
275,3,3:37.0,Defensive rebound by J. Lamb,,68,56
276,3,3:30.0,M. Turner misses 3-pt jump shot from 25 ft,,68,56
277,3,3:28.0,Offensive rebound by T. Warren,,68,56
278,3,3:28.0,T. Warren misses 2-pt layup from 3 ft,,68,56
279,3,3:27.0,Offensive rebound by T. Warren,,68,56
280,3,3:27.0,T. Warren misses 2-pt layup from 1 ft,,68,56
281,3,3:25.0,Offensive rebound by A. Holiday,,68,56
282,3,3:16.0,T. Warren makes 2-pt jump shot from 8 ft,,70,56
283,3,3:13.0,,Charlotte full timeout,70,56
284,3,3:13.0,D. McDermott enters the game for T. Warren,,70,56
285,3,3:13.0,,M. Bridges enters the game for D. Graham,70,56
286,3,3:13.0,,T. Rozier enters the game for P. Washington,70,56
287,3,2:59.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Bridges),70,59
288,3,2:38.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by J. Holiday),,73,59
289,3,2:23.0,,D. Bacon makes 2-pt layup from 1 ft (assist by M. Bridges),73,61
290,3,2:23.0,,Shooting foul by M. Turner (drawn by D. Bacon),73,61
291,3,2:23.0,T. McConnell enters the game for A. Holiday,,73,61
292,3,2:23.0,E. Sumner enters the game for J. Lamb,,73,61
293,3,2:23.0,,D. Bacon makes free throw 1 of 1,73,62
294,3,2:08.0,M. Turner makes 2-pt layup from 2 ft (assist by T. McConnell),,75,62
295,3,1:46.0,,M. Monk misses 2-pt layup from 3 ft,75,62
296,3,1:44.0,Defensive rebound by T. McConnell,,75,62
297,3,1:31.0,M. Turner makes 2-pt layup from 3 ft (assist by T. McConnell),,77,62
298,3,1:12.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by D. Bacon),77,65
299,3,0:49.0,Turnover by J. Holiday (traveling),,77,65
300,3,0:28.0,,D. Bacon misses 2-pt layup from 2 ft,77,65
301,3,0:26.0,Defensive rebound by M. Turner,,77,65
302,3,0:07.0,E. Sumner makes 2-pt layup from 2 ft,,79,65
303,3,0:00.0,,C. Zeller misses 3-pt jump shot from 30 ft,79,65
304,3,0:00.0,,Offensive rebound by Team,79,65
305,4,11:50.0,Offensive foul by J. Holiday (drawn by C. Martin),,79,65
306,4,11:50.0,Turnover by J. Holiday (offensive foul),,79,65
307,4,11:37.0,,M. Bridges makes 2-pt jump shot from 14 ft,79,67
308,4,11:19.0,Offensive foul by D. Sabonis (drawn by D. Bacon),,79,67
309,4,11:19.0,Turnover by D. Sabonis (offensive foul),,79,67
310,4,11:04.0,,M. Bridges misses 3-pt jump shot from 25 ft,79,67
311,4,11:01.0,Defensive rebound by D. Sabonis,,79,67
312,4,10:43.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by T. McConnell),,82,67
313,4,10:26.0,,C. Martin makes 2-pt layup from 9 ft (assist by D. Bacon),82,69
314,4,10:13.0,Turnover by E. Sumner (lost ball; steal by T. Rozier),,82,69
315,4,10:10.0,,D. Bacon misses 2-pt layup from 2 ft,82,69
316,4,10:05.0,,Offensive rebound by M. Bridges,82,69
317,4,10:05.0,,M. Bridges makes 2-pt layup at rim,82,71
318,4,9:54.0,E. Sumner makes 2-pt layup from 2 ft (assist by T. McConnell),,84,71
319,4,9:45.0,,Personal foul by J. Holiday (drawn by B. Biyombo),84,71
320,4,9:45.0,,Technical foul by J. Holiday,84,71
321,4,9:45.0,,Technical foul by J. Holiday,84,71
322,4,9:45.0,J. Holiday ejected from game,,84,71
323,4,9:45.0,,T. Rozier makes technical free throw,84,72
324,4,9:45.0,,T. Rozier makes technical free throw,84,73
325,4,9:31.0,,T. Rozier makes 2-pt jump shot from 22 ft,84,75
326,4,9:29.0,Indiana full timeout,,84,75
327,4,9:29.0,T. Warren enters the game for J. Holiday,,84,75
328,4,9:08.0,D. McDermott misses 2-pt jump shot from 7 ft,,84,75
329,4,9:06.0,,Defensive rebound by B. Biyombo,84,75
330,4,8:49.0,,D. Bacon makes 2-pt jump shot from 17 ft,84,77
331,4,8:34.0,T. Warren makes 2-pt jump shot from 6 ft,,86,77
332,4,8:34.0,Shooting foul by M. Bridges (drawn by T. Warren),,86,77
333,4,8:34.0,J. Lamb enters the game for E. Sumner,,86,77
334,4,8:34.0,T. Warren makes free throw 1 of 1,,87,77
335,4,8:21.0,,T. Rozier makes 2-pt jump shot from 14 ft,87,79
336,4,8:01.0,T. Warren makes 2-pt jump shot from 19 ft (assist by D. Sabonis),,89,79
337,4,7:40.0,,Turnover by D. Bacon (out of bounds lost ball),89,79
338,4,7:22.0,T. McConnell makes 2-pt jump shot from 14 ft,,91,79
339,4,7:09.0,,T. Rozier misses 3-pt jump shot from 24 ft,91,79
340,4,7:06.0,Defensive rebound by J. Lamb,,91,79
341,4,6:53.0,D. Sabonis makes 2-pt layup from 2 ft (assist by T. Warren),,93,79
342,4,6:51.0,,Charlotte full timeout,93,79
343,4,6:51.0,,D. Graham enters the game for D. Bacon,93,79
344,4,6:51.0,,P. Washington enters the game for B. Biyombo,93,79
345,4,6:51.0,,C. Zeller enters the game for C. Martin,93,79
346,4,6:41.0,,Shooting foul by D. Sabonis (drawn by T. Rozier),93,79
347,4,6:41.0,M. Turner enters the game for D. Sabonis,,93,79
348,4,6:41.0,,T. Rozier makes free throw 1 of 2,93,80
349,4,6:41.0,,C. Martin enters the game for M. Bridges,93,80
350,4,6:41.0,,T. Rozier makes free throw 2 of 2,93,81
351,4,6:23.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by J. Lamb),,96,81
352,4,6:09.0,,Shooting foul by M. Turner (drawn by T. Rozier),96,81
353,4,6:09.0,,T. Rozier makes free throw 1 of 2,96,82
354,4,6:09.0,,T. Rozier makes free throw 2 of 2,96,83
355,4,5:53.0,T. Warren makes 2-pt jump shot from 8 ft,,98,83
356,4,5:41.0,,Personal foul by J. Lamb (drawn by C. Zeller),98,83
357,4,5:36.0,,D. Graham makes 2-pt layup from 2 ft,98,85
358,4,5:19.0,T. Warren makes 2-pt layup from 8 ft,,100,85
359,4,5:19.0,Shooting foul by C. Martin (drawn by T. Warren),,100,85
360,4,5:19.0,D. Sabonis enters the game for D. McDermott,,100,85
361,4,5:19.0,T. Warren makes free throw 1 of 1,,101,85
362,4,5:09.0,,P. Washington misses 2-pt layup from 2 ft,101,85
363,4,5:08.0,,Offensive rebound by C. Zeller,101,85
364,4,5:08.0,,C. Zeller misses 2-pt layup at rim,101,85
365,4,5:07.0,,Offensive rebound by C. Zeller,101,85
366,4,5:07.0,,C. Zeller makes 2-pt layup at rim,101,87
367,4,4:50.0,J. Lamb misses 3-pt jump shot from 26 ft,,101,87
368,4,4:47.0,Offensive rebound by M. Turner,,101,87
369,4,4:45.0,T. Warren makes 2-pt jump shot from 7 ft (assist by M. Turner),,103,87
370,4,4:35.0,,Personal foul by T. Warren (drawn by D. Graham),103,87
371,4,4:35.0,,D. Graham misses free throw 1 of 2,103,87
372,4,4:35.0,,Offensive rebound by Team,103,87
373,4,4:35.0,,M. Bridges enters the game for C. Martin,103,87
374,4,4:35.0,,D. Graham makes free throw 2 of 2,103,88
375,4,4:35.0,Indiana full timeout,,103,88
376,4,4:14.0,T. Warren misses 3-pt jump shot from 24 ft,,103,88
377,4,4:11.0,,Defensive rebound by P. Washington,103,88
378,4,4:07.0,,T. Rozier makes 2-pt layup from 2 ft,103,90
379,4,3:45.0,Turnover by J. Lamb (bad pass),,103,90
380,4,3:36.0,,Personal foul by T. Warren (drawn by D. Graham),103,90
381,4,3:36.0,,D. Graham makes free throw 1 of 2,103,91
382,4,3:36.0,A. Holiday enters the game for T. McConnell,,103,91
383,4,3:36.0,,D. Graham makes free throw 2 of 2,103,92
384,4,3:17.0,M. Turner makes 3-pt jump shot from 23 ft (assist by A. Holiday),,106,92
