,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MINNESOTA_ACTION,LA CLIPPERS_SCORE,MINNESOTA_SCORE
122,2,10:50.0,,Turnover by S. Napier (out of bounds lost ball),35,29
123,2,10:40.0,P. George makes 3-pt jump shot from 26 ft (assist by D. Walton),,38,29
124,2,10:24.0,,G. Dieng makes 3-pt jump shot from 23 ft (assist by J. Teague),38,32
125,2,10:12.0,Shooting foul by G. Dieng (drawn by M. Harrell),,38,32
126,2,10:12.0,M. Harrell makes free throw 1 of 2,,39,32
127,2,10:12.0,M. Harrell makes free throw 2 of 2,,40,32
128,2,10:03.0,,K. Bates-Diop misses 3-pt jump shot from 25 ft,40,32
129,2,10:00.0,Defensive rebound by P. Patterson,,40,32
130,2,9:54.0,P. George misses 3-pt jump shot from 27 ft,,40,32
131,2,9:50.0,,Defensive rebound by G. Dieng,40,32
132,2,9:43.0,,Shooting foul by D. Walton (drawn by J. Teague),40,32
133,2,9:43.0,,J. Teague makes free throw 1 of 2,40,33
134,2,9:43.0,,J. Culver enters the game for S. Napier,40,33
135,2,9:43.0,,J. Teague makes free throw 2 of 2,40,34
136,2,9:32.0,Shooting foul by A. Wiggins (drawn by P. Patterson),,40,34
137,2,9:32.0,P. Patterson makes free throw 1 of 2,,41,34
138,2,9:32.0,P. Patterson makes free throw 2 of 2,,42,34
139,2,9:18.0,,Shooting foul by J. Robinson (drawn by A. Wiggins),42,34
140,2,9:18.0,,A. Wiggins makes free throw 1 of 2,42,35
141,2,9:18.0,,A. Wiggins makes free throw 2 of 2,42,36
142,2,9:05.0,P. George makes 2-pt layup from 2 ft,,44,36
143,2,8:48.0,,Turnover by A. Wiggins (traveling),44,36
144,2,8:35.0,P. George makes 2-pt layup from 2 ft,,46,36
145,2,8:35.0,,Minnesota full timeout,46,36
146,2,8:35.0,K. Leonard enters the game for J. Robinson,,46,36
147,2,8:35.0,,J. Bell enters the game for K. Bates-Diop,46,36
148,2,8:35.0,,R. Covington enters the game for G. Dieng,46,36
149,2,8:35.0,,K. Towns enters the game for A. Wiggins,46,36
150,2,8:15.0,,Turnover by J. Teague (back court),46,36
151,2,8:06.0,Personal foul by R. Covington (drawn by P. George),,46,36
152,2,8:04.0,Turnover by P. George (bad pass; steal by J. Bell),,46,36
153,2,7:50.0,,K. Towns misses 3-pt jump shot from 25 ft,46,36
154,2,7:47.0,Defensive rebound by P. Patterson,,46,36
155,2,7:41.0,P. George makes 2-pt jump shot from 15 ft,,48,36
156,2,7:27.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by K. Towns),48,39
157,2,7:13.0,P. George misses 2-pt jump shot from 22 ft (block by J. Teague),,48,39
158,2,7:10.0,,Defensive rebound by J. Teague,48,39
159,2,7:06.0,,R. Covington makes 2-pt layup from 2 ft (assist by J. Teague),48,41
160,2,6:50.0,K. Leonard misses 2-pt jump shot from 23 ft,,48,41
161,2,6:47.0,,Defensive rebound by K. Towns,48,41
162,2,6:35.0,,Offensive foul by K. Towns (drawn by P. Patterson),48,41
163,2,6:35.0,,Turnover by K. Towns (offensive foul),48,41
164,2,6:35.0,LA Clippers full timeout,,48,41
165,2,6:35.0,M. Harkless enters the game for P. George,,48,41
166,2,6:35.0,T. Mann enters the game for P. Patterson,,48,41
167,2,6:35.0,R. McGruder enters the game for D. Walton,,48,41
168,2,6:22.0,Turnover by K. Leonard (step out of bounds),,48,41
169,2,6:02.0,,Turnover by K. Towns (3 sec),48,41
170,2,5:46.0,M. Harkless misses 3-pt jump shot from 23 ft,,48,41
171,2,5:41.0,Offensive rebound by M. Harkless,,48,41
172,2,5:32.0,R. McGruder misses 2-pt jump shot from 7 ft,,48,41
173,2,5:29.0,,Defensive rebound by K. Towns,48,41
174,2,5:20.0,,J. Teague misses 2-pt layup from 3 ft,48,41
175,2,5:17.0,,Offensive rebound by K. Towns,48,41
176,2,5:17.0,,K. Towns makes 2-pt layup at rim,48,43
177,2,4:59.0,M. Harrell misses 2-pt layup from 2 ft,,48,43
178,2,4:57.0,,Defensive rebound by J. Bell,48,43
179,2,4:50.0,,K. Towns misses 2-pt layup from 5 ft,48,43
180,2,4:50.0,,Offensive rebound by Team,48,43
181,2,4:50.0,,Turnover by K. Towns (traveling),48,43
182,2,4:50.0,,J. Okogie enters the game for J. Bell,48,43
183,2,4:50.0,,A. Wiggins enters the game for J. Teague,48,43
184,2,4:30.0,R. McGruder misses 3-pt jump shot from 23 ft (block by R. Covington),,48,43
185,2,4:26.0,Offensive rebound by K. Leonard,,48,43
186,2,4:24.0,K. Leonard misses 2-pt jump shot from 7 ft,,48,43
187,2,4:22.0,,Defensive rebound by K. Towns,48,43
188,2,4:18.0,,J. Okogie makes 2-pt layup from 4 ft,48,45
189,2,4:18.0,,Shooting foul by T. Mann (drawn by J. Okogie),48,45
190,2,4:18.0,I. Zubac enters the game for M. Harrell,,48,45
191,2,4:18.0,,J. Okogie makes free throw 1 of 1,48,46
192,2,4:09.0,K. Leonard misses 2-pt jump shot from 16 ft,,48,46
193,2,4:06.0,,Defensive rebound by A. Wiggins,48,46
194,2,4:00.0,,Personal foul by R. McGruder (drawn by K. Towns),48,46
195,2,4:00.0,,K. Towns makes free throw 1 of 2,48,47
196,2,4:00.0,P. Patterson enters the game for T. Mann,,48,47
197,2,4:00.0,D. Walton enters the game for R. McGruder,,48,47
198,2,4:00.0,,K. Towns makes free throw 2 of 2,48,48
199,2,3:53.0,Shooting foul by K. Towns (drawn by K. Leonard),,48,48
200,2,3:53.0,K. Leonard makes free throw 1 of 2,,49,48
201,2,3:53.0,K. Leonard makes free throw 2 of 2,,50,48
202,2,3:45.0,,K. Towns makes 3-pt jump shot from 25 ft,50,51
203,2,3:36.0,K. Leonard makes 2-pt layup from 2 ft,,52,51
204,2,3:28.0,,Turnover by R. Covington (traveling),52,51
205,2,3:16.0,Personal foul by R. Covington (drawn by K. Leonard),,52,51
206,2,3:16.0,K. Leonard makes free throw 1 of 2,,53,51
207,2,3:16.0,K. Leonard makes free throw 2 of 2,,54,51
208,2,3:02.0,,A. Wiggins misses 2-pt jump shot from 10 ft,54,51
209,2,2:59.0,,Offensive rebound by K. Towns,54,51
210,2,2:59.0,,K. Towns misses 2-pt layup at rim,54,51
211,2,2:58.0,Defensive rebound by P. Patterson,,54,51
212,2,2:45.0,K. Leonard makes 2-pt layup from 6 ft,,56,51
213,2,2:45.0,Shooting foul by J. Culver (drawn by K. Leonard),,56,51
214,2,2:45.0,P. George enters the game for P. Patterson,,56,51
215,2,2:45.0,,S. Napier enters the game for J. Culver,56,51
216,2,2:45.0,K. Leonard makes free throw 1 of 1,,57,51
217,2,2:33.0,,A. Wiggins misses 3-pt jump shot from 23 ft,57,51
218,2,2:30.0,Defensive rebound by I. Zubac,,57,51
219,2,2:22.0,P. George makes 2-pt jump shot from 16 ft,,59,51
220,2,2:09.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by A. Wiggins),59,54
221,2,1:52.0,K. Leonard makes 2-pt jump shot from 18 ft,,61,54
222,2,1:40.0,,A. Wiggins makes 2-pt layup from 3 ft,61,56
223,2,1:22.0,Shooting foul by A. Wiggins (drawn by K. Leonard),,61,56
224,2,1:22.0,K. Leonard makes free throw 1 of 2,,62,56
225,2,1:22.0,K. Leonard makes free throw 2 of 2,,63,56
226,2,1:08.0,,R. Covington misses 3-pt jump shot from 29 ft,63,56
227,2,1:06.0,Defensive rebound by Team,,63,56
228,2,1:06.0,,Loose ball foul by K. Towns (drawn by K. Leonard),63,56
229,2,1:06.0,K. Leonard makes free throw 1 of 2,,64,56
230,2,1:06.0,K. Leonard makes free throw 2 of 2,,65,56
231,2,1:06.0,M. Harrell enters the game for M. Harkless,,65,56
232,2,1:06.0,P. Patterson enters the game for I. Zubac,,65,56
233,2,1:06.0,,J. Bell enters the game for K. Towns,65,56
234,2,0:49.0,,A. Wiggins misses 3-pt jump shot from 26 ft,65,56
235,2,0:45.0,Defensive rebound by P. George,,65,56
236,2,0:40.0,P. George misses 3-pt jump shot from 27 ft,,65,56
237,2,0:37.0,,Defensive rebound by J. Okogie,65,56
238,2,0:28.0,,R. Covington makes 2-pt jump shot from 6 ft (assist by A. Wiggins),65,58
239,2,0:10.0,Offensive foul by P. George (drawn by R. Covington),,65,58
240,2,0:10.0,Turnover by P. George (offensive foul),,65,58
241,2,0:10.0,,K. Towns enters the game for J. Bell,65,58
242,2,0:02.0,,Turnover by A. Wiggins (out of bounds lost ball),65,58
243,2,0:00.0,Turnover by P. Patterson (bad pass; steal by S. Napier),,65,58
244,2,0:00.0,,S. Napier misses 3-pt jump shot from 23 ft,65,58
245,2,0:00.0,,Offensive rebound by Team,65,58
246,3,11:42.0,K. Leonard misses 2-pt jump shot from 12 ft,,65,58
247,3,11:40.0,,Defensive rebound by J. Culver,65,58
248,3,11:24.0,,K. Towns misses 2-pt layup from 1 ft,65,58
249,3,11:23.0,Defensive rebound by T. Mann,,65,58
250,3,11:15.0,P. George makes 3-pt jump shot from 27 ft (assist by T. Mann),,68,58
251,3,10:57.0,,J. Okogie misses 3-pt jump shot from 24 ft,68,58
252,3,10:57.0,Defensive rebound by I. Zubac,,68,58
253,3,10:47.0,P. George makes 2-pt jump shot from 17 ft,,70,58
254,3,10:36.0,,Turnover by K. Towns (bad pass; steal by M. Harkless),70,58
255,3,10:31.0,P. George makes 2-pt layup from 3 ft (assist by T. Mann),,72,58
256,3,10:31.0,,Minnesota full timeout,72,58
257,3,10:17.0,,Personal foul by T. Mann (drawn by A. Wiggins),72,58
258,3,10:05.0,,Turnover by J. Okogie (bad pass; steal by P. George),72,58
259,3,9:59.0,I. Zubac makes 2-pt layup from 1 ft (assist by P. George),,74,58
260,3,9:49.0,,Def 3 sec tech foul by Team,74,58
261,3,9:49.0,,K. Towns makes technical free throw,74,59
262,3,9:42.0,,Shooting foul by T. Mann (drawn by A. Wiggins),74,59
263,3,9:42.0,,A. Wiggins makes free throw 1 of 2,74,60
264,3,9:42.0,,A. Wiggins makes free throw 2 of 2,74,61
265,3,9:31.0,K. Leonard misses 2-pt jump shot from 18 ft,,74,61
266,3,9:27.0,,Defensive rebound by R. Covington,74,61
267,3,9:19.0,,J. Culver misses 3-pt jump shot from 27 ft,74,61
268,3,9:17.0,Defensive rebound by M. Harkless,,74,61
269,3,9:15.0,Personal foul by R. Covington (drawn by K. Leonard),,74,61
270,3,9:09.0,Shooting foul by K. Towns (drawn by P. George),,74,61
271,3,9:09.0,P. George misses free throw 1 of 2,,74,61
272,3,9:09.0,Offensive rebound by Team,,74,61
273,3,9:09.0,,G. Dieng enters the game for K. Towns,74,61
274,3,9:09.0,P. George makes free throw 2 of 2,,75,61
275,3,8:56.0,,R. Covington misses 3-pt jump shot from 26 ft,75,61
276,3,8:53.0,Defensive rebound by M. Harkless,,75,61
277,3,8:49.0,Shooting foul by J. Okogie (drawn by I. Zubac),,75,61
278,3,8:49.0,I. Zubac misses free throw 1 of 2,,75,61
279,3,8:49.0,Offensive rebound by Team,,75,61
280,3,8:49.0,I. Zubac makes free throw 2 of 2,,76,61
281,3,8:28.0,,J. Culver misses 2-pt layup from 4 ft (block by I. Zubac),76,61
282,3,8:26.0,Defensive rebound by K. Leonard,,76,61
283,3,8:12.0,I. Zubac makes 2-pt layup from 2 ft (assist by P. George),,78,61
284,3,7:59.0,,A. Wiggins makes 2-pt layup from 1 ft,78,63
285,3,7:59.0,,Shooting foul by M. Harkless (drawn by A. Wiggins),78,63
286,3,7:59.0,,A. Wiggins makes free throw 1 of 1,78,64
287,3,7:50.0,P. George makes 2-pt layup from 1 ft,,80,64
288,3,7:36.0,,Turnover by J. Okogie (traveling),80,64
289,3,7:22.0,K. Leonard misses 2-pt jump shot from 18 ft,,80,64
290,3,7:20.0,,Defensive rebound by R. Covington,80,64
291,3,7:12.0,,J. Okogie misses 3-pt jump shot from 23 ft,80,64
292,3,7:09.0,Defensive rebound by I. Zubac,,80,64
293,3,7:04.0,Turnover by M. Harkless (bad pass; steal by G. Dieng),,80,64
294,3,6:55.0,,R. Covington misses 3-pt jump shot from 26 ft,80,64
295,3,6:53.0,Defensive rebound by I. Zubac,,80,64
296,3,6:40.0,Shooting foul by A. Wiggins (drawn by K. Leonard),,80,64
297,3,6:40.0,K. Leonard makes free throw 1 of 2,,81,64
298,3,6:40.0,,J. Teague enters the game for J. Culver,81,64
299,3,6:40.0,K. Leonard makes free throw 2 of 2,,82,64
300,3,6:17.0,,A. Wiggins misses 2-pt jump shot from 7 ft (block by T. Mann),82,64
301,3,6:16.0,,Offensive rebound by A. Wiggins,82,64
302,3,6:15.0,,A. Wiggins makes 2-pt jump shot from 9 ft,82,66
303,3,6:02.0,K. Leonard misses 2-pt jump shot from 12 ft,,82,66
304,3,5:59.0,Offensive rebound by M. Harkless,,82,66
305,3,5:58.0,M. Harkless makes 2-pt dunk from 1 ft,,84,66
306,3,5:43.0,,G. Dieng misses 3-pt jump shot from 25 ft,84,66
307,3,5:41.0,,Offensive rebound by J. Teague,84,66
308,3,5:38.0,,R. Covington misses 3-pt jump shot from 25 ft,84,66
309,3,5:34.0,Defensive rebound by K. Leonard,,84,66
310,3,5:21.0,P. George misses 3-pt jump shot from 25 ft,,84,66
311,3,5:19.0,,Defensive rebound by G. Dieng,84,66
312,3,5:07.0,,G. Dieng misses 2-pt layup from 2 ft,84,66
313,3,5:06.0,Defensive rebound by I. Zubac,,84,66
314,3,4:59.0,Shooting foul by J. Okogie (drawn by K. Leonard),,84,66
315,3,4:59.0,K. Leonard makes free throw 1 of 2,,85,66
316,3,4:59.0,R. McGruder enters the game for P. George,,85,66
317,3,4:59.0,D. Walton enters the game for T. Mann,,85,66
318,3,4:59.0,,S. Napier enters the game for J. Okogie,85,66
319,3,4:59.0,K. Leonard makes free throw 2 of 2,,86,66
320,3,4:48.0,,A. Wiggins makes 2-pt jump shot from 8 ft,86,68
321,3,4:33.0,Turnover by K. Leonard (lost ball; steal by R. Covington),,86,68
322,3,4:27.0,,J. Teague misses 3-pt jump shot from 27 ft,86,68
323,3,4:22.0,Defensive rebound by M. Harkless,,86,68
324,3,4:14.0,K. Leonard misses 2-pt layup from 2 ft (block by G. Dieng),,86,68
325,3,4:11.0,,Defensive rebound by R. Covington,86,68
326,3,4:06.0,,Personal foul by R. McGruder (drawn by S. Napier),86,68
327,3,4:06.0,M. Harrell enters the game for I. Zubac,,86,68
328,3,4:06.0,,K. Bates-Diop enters the game for R. Covington,86,68
329,3,3:51.0,,S. Napier misses 3-pt jump shot from 27 ft,86,68
330,3,3:50.0,Defensive rebound by R. McGruder,,86,68
331,3,3:34.0,M. Harkless makes 3-pt jump shot from 23 ft (assist by D. Walton),,89,68
332,3,3:16.0,,A. Wiggins misses 3-pt jump shot from 25 ft,89,68
333,3,3:13.0,Defensive rebound by M. Harrell,,89,68
334,3,3:00.0,Shooting foul by A. Wiggins (drawn by K. Leonard),,89,68
335,3,3:00.0,K. Leonard makes free throw 1 of 2,,90,68
336,3,3:00.0,,J. Bell enters the game for G. Dieng,90,68
337,3,3:00.0,,K. Towns enters the game for A. Wiggins,90,68
338,3,3:00.0,K. Leonard makes free throw 2 of 2,,91,68
339,3,2:38.0,,Turnover by S. Napier (lost ball; steal by D. Walton),91,68
340,3,2:36.0,Shooting foul by J. Teague (drawn by D. Walton),,91,68
341,3,2:36.0,LA Clippers full timeout,,91,68
342,3,2:36.0,P. George enters the game for K. Leonard,,91,68
343,3,2:36.0,D. Walton makes free throw 1 of 2,,92,68
344,3,2:36.0,D. Walton makes free throw 2 of 2,,93,68
345,3,2:20.0,,J. Teague makes 2-pt jump shot from 8 ft,93,70
346,3,2:10.0,P. George makes 3-pt jump shot from 25 ft (assist by D. Walton),,96,70
347,3,2:10.0,Away from play foul by J. Bell (drawn by M. Harrell),,96,70
348,3,2:10.0,Instant Replay (Request: Ruling Stands),,96,70
349,3,2:10.0,M. Harrell makes free throw 1 of 1,,97,70
350,3,1:57.0,,Shooting foul by R. McGruder (drawn by J. Teague),97,70
351,3,1:57.0,,J. Teague makes free throw 1 of 3,97,71
352,3,1:57.0,,J. Teague makes free throw 2 of 3,97,72
353,3,1:57.0,,J. Teague misses free throw 3 of 3,97,72
354,3,1:56.0,,Offensive rebound by Team,97,72
355,3,1:56.0,Loose ball foul by M. Harkless (drawn by J. Bell),,97,72
356,3,1:56.0,,J. Bell misses free throw 1 of 2,97,72
357,3,1:56.0,,Offensive rebound by Team,97,72
358,3,1:56.0,,J. Bell makes free throw 2 of 2,97,73
359,3,1:47.0,P. George makes 3-pt jump shot from 25 ft,,100,73
360,3,1:30.0,,K. Towns misses 2-pt layup from 1 ft,100,73
361,3,1:25.0,,Offensive rebound by K. Towns,100,73
362,3,1:25.0,,K. Towns makes 2-pt layup from 1 ft,100,75
363,3,1:13.0,M. Harrell makes 2-pt jump shot from 6 ft (assist by P. George),,102,75
364,3,1:04.0,,Shooting foul by R. McGruder (drawn by J. Teague),102,75
365,3,1:04.0,,J. Teague makes free throw 1 of 2,102,76
366,3,1:04.0,P. Patterson enters the game for M. Harkless,,102,76
367,3,1:04.0,,J. Teague makes free throw 2 of 2,102,77
368,3,0:56.0,Turnover by M. Harrell (traveling),,102,77
369,3,0:56.0,,J. Okogie enters the game for K. Bates-Diop,102,77
370,3,0:48.0,,J. Teague makes 2-pt jump shot from 9 ft,102,79
371,3,0:35.0,P. George misses 2-pt jump shot from 18 ft,,102,79
372,3,0:32.0,,Defensive rebound by J. Bell,102,79
373,3,0:11.0,,J. Teague makes 2-pt layup at rim,102,81
374,3,0:00.0,R. McGruder misses 3-pt jump shot from 23 ft,,102,81
375,3,0:00.0,Offensive rebound by Team,,102,81
376,4,11:47.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Bell),102,84
377,4,11:25.0,D. Walton makes 3-pt jump shot from 25 ft (assist by P. George),,105,84
378,4,11:05.0,,K. Towns misses 3-pt jump shot from 26 ft,105,84
379,4,11:05.0,Defensive rebound by Team,,105,84
380,4,10:53.0,Turnover by M. Harrell (bad pass),,105,84
381,4,10:43.0,,Personal foul by P. George (drawn by J. Bell),105,84
382,4,10:34.0,,J. Okogie misses 3-pt jump shot from 26 ft,105,84
383,4,10:32.0,,Offensive rebound by K. Towns,105,84
384,4,10:31.0,,K. Towns makes 2-pt layup from 1 ft,105,86
385,4,10:19.0,P. George makes 2-pt jump shot from 16 ft,,107,86
386,4,9:58.0,,K. Towns makes 2-pt jump shot from 10 ft,107,88
387,4,9:58.0,,Shooting foul by M. Harrell (drawn by K. Towns),107,88
388,4,9:58.0,K. Leonard enters the game for R. McGruder,,107,88
389,4,9:58.0,,K. Towns makes free throw 1 of 1,107,89
390,4,9:43.0,M. Harrell misses 2-pt hook shot from 4 ft,,107,89
391,4,9:40.0,,Defensive rebound by K. Towns,107,89
392,4,9:31.0,,J. Teague makes 2-pt jump shot from 5 ft,107,91
393,4,9:15.0,Turnover by P. George (bad pass),,107,91
394,4,9:03.0,,J. Bell misses 2-pt jump shot from 12 ft,107,91
395,4,9:01.0,Defensive rebound by K. Leonard,,107,91
