,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW YORK_ACTION,PHOENIX_SCORE,NEW YORK_SCORE
160,2,8:13.0,R. Rubio makes 2-pt jump shot from 18 ft,,34,37
161,2,7:59.0,,D. Dotson makes 2-pt jump shot from 21 ft (assist by B. Portis),34,39
162,2,7:43.0,C. Johnson makes 2-pt jump shot from 19 ft (assist by R. Rubio),,36,39
163,2,7:33.0,,K. Knox misses 2-pt jump shot from 21 ft,36,39
164,2,7:31.0,Defensive rebound by D. Ayton,,36,39
165,2,7:27.0,Turnover by R. Rubio (bad pass; steal by M. Robinson),,36,39
166,2,7:24.0,,Shooting foul by D. Ayton (drawn by K. Knox),36,39
167,2,7:24.0,,K. Knox misses free throw 1 of 2,36,39
168,2,7:24.0,,Offensive rebound by Team,36,39
169,2,7:24.0,Phoenix full timeout,,36,39
170,2,7:24.0,D. Booker enters the game for C. Diallo,,36,39
171,2,7:24.0,D. Šarić enters the game for C. Johnson,,36,39
172,2,7:24.0,,E. Payton enters the game for F. Ntilikina,36,39
173,2,7:24.0,,J. Randle enters the game for M. Robinson,36,39
174,2,7:24.0,,K. Knox makes free throw 2 of 2,36,40
175,2,7:02.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by M. Bridges),,39,40
176,2,6:46.0,,J. Randle misses 2-pt hook shot from 4 ft,39,40
177,2,6:44.0,,Offensive rebound by J. Randle,39,40
178,2,6:41.0,,J. Randle makes 2-pt layup from 1 ft,39,42
179,2,6:28.0,D. Šarić misses 2-pt layup from 1 ft,,39,42
180,2,6:26.0,,Defensive rebound by B. Portis,39,42
181,2,6:12.0,,D. Dotson misses 2-pt jump shot from 19 ft,39,42
182,2,6:10.0,Defensive rebound by M. Bridges,,39,42
183,2,6:03.0,D. Šarić makes 2-pt layup from 1 ft (assist by R. Rubio),,41,42
184,2,5:53.0,,Turnover by E. Payton (bad pass; steal by D. Booker),41,42
185,2,5:51.0,D. Booker makes 2-pt layup from 1 ft,,43,42
186,2,5:34.0,,D. Dotson makes 2-pt layup from 2 ft (assist by J. Randle),43,44
187,2,5:20.0,R. Rubio makes 2-pt layup from 2 ft,,45,44
188,2,5:08.0,,B. Portis misses 3-pt jump shot from 25 ft,45,44
189,2,5:06.0,Defensive rebound by D. Ayton,,45,44
190,2,5:01.0,R. Rubio makes 2-pt jump shot from 17 ft,,47,44
191,2,5:00.0,,New York full timeout,47,44
192,2,5:00.0,,T. Gibson enters the game for K. Knox,47,44
193,2,5:00.0,,M. Morris enters the game for B. Portis,47,44
194,2,4:49.0,,Turnover by T. Gibson (bad pass; steal by R. Rubio),47,44
195,2,4:46.0,R. Rubio misses 3-pt jump shot from 26 ft,,47,44
196,2,4:44.0,Offensive rebound by D. Ayton,,47,44
197,2,4:43.0,D. Ayton makes 2-pt jump shot from 10 ft,,49,44
198,2,4:34.0,,Personal foul by R. Rubio (drawn by J. Randle),49,44
199,2,4:30.0,,Offensive foul by T. Gibson (drawn by R. Rubio),49,44
200,2,4:30.0,,Turnover by T. Gibson (offensive foul),49,44
201,2,4:14.0,D. Šarić misses 2-pt layup from 3 ft,,49,44
202,2,4:12.0,,Defensive rebound by M. Morris,49,44
203,2,4:11.0,,Turnover by D. Dotson (out of bounds lost ball),49,44
204,2,4:11.0,E. Okobo enters the game for R. Rubio,,49,44
205,2,4:01.0,Turnover by M. Bridges (bad pass),,49,44
206,2,3:41.0,,M. Morris misses 2-pt jump shot from 13 ft,49,44
207,2,3:39.0,Defensive rebound by D. Ayton,,49,44
208,2,3:31.0,D. Šarić misses 3-pt jump shot from 23 ft,,49,44
209,2,3:29.0,Offensive rebound by D. Ayton,,49,44
210,2,3:27.0,D. Ayton makes 2-pt layup from 4 ft,,51,44
211,2,3:16.0,,Turnover by E. Payton (bad pass; steal by E. Okobo),51,44
212,2,3:13.0,M. Bridges makes 2-pt layup from 1 ft (assist by D. Booker),,53,44
213,2,3:13.0,Shooting foul by D. Dotson (drawn by M. Bridges),,53,44
214,2,3:13.0,,K. Knox enters the game for D. Dotson,53,44
215,2,3:13.0,,M. Robinson enters the game for T. Gibson,53,44
216,2,3:13.0,M. Bridges misses free throw 1 of 1,,53,44
217,2,3:11.0,Offensive rebound by D. Šarić,,53,44
218,2,3:04.0,D. Booker makes 2-pt layup at rim (assist by D. Ayton),,55,44
219,2,2:42.0,,E. Payton makes 2-pt layup from 1 ft,55,46
220,2,2:21.0,D. Booker misses 3-pt jump shot from 27 ft,,55,46
221,2,2:19.0,,Defensive rebound by E. Payton,55,46
222,2,2:16.0,,Shooting foul by D. Booker (drawn by K. Knox),55,46
223,2,2:16.0,C. Johnson enters the game for D. Booker,,55,46
224,2,2:16.0,R. Rubio enters the game for E. Okobo,,55,46
225,2,2:16.0,,K. Knox makes free throw 1 of 2,55,47
226,2,2:16.0,,K. Knox misses free throw 2 of 2,55,47
227,2,2:14.0,Defensive rebound by C. Johnson,,55,47
228,2,2:04.0,Turnover by D. Šarić (bad pass; steal by M. Robinson),,55,47
229,2,1:57.0,,J. Randle misses 2-pt layup from 2 ft,55,47
230,2,1:55.0,Defensive rebound by R. Rubio,,55,47
231,2,1:48.0,Turnover by M. Bridges (lost ball; steal by K. Knox),,55,47
232,2,1:41.0,,K. Knox makes 3-pt jump shot from 25 ft (assist by M. Morris),55,50
233,2,1:20.0,D. Ayton misses 2-pt jump shot from 17 ft (block by M. Robinson),,55,50
234,2,1:18.0,,Defensive rebound by J. Randle,55,50
235,2,1:14.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by E. Payton),55,52
236,2,0:57.0,R. Rubio misses 3-pt jump shot from 26 ft,,55,52
237,2,0:55.0,,Defensive rebound by K. Knox,55,52
238,2,0:47.0,,Personal foul by R. Rubio (drawn by M. Robinson),55,52
239,2,0:35.0,,J. Randle misses 2-pt layup at rim,55,52
240,2,0:33.0,Defensive rebound by R. Rubio,,55,52
241,2,0:32.0,Personal foul by E. Payton (drawn by R. Rubio),,55,52
242,2,0:32.0,D. Booker enters the game for D. Šarić,,55,52
243,2,0:20.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by R. Rubio),,58,52
244,2,0:03.0,,E. Payton misses 2-pt layup from 2 ft (block by D. Ayton),58,52
245,2,0:01.0,Defensive rebound by D. Ayton,,58,52
246,2,0:00.0,M. Bridges misses 2-pt layup from 14 ft,,58,52
247,2,0:00.0,Offensive rebound by Team,,58,52
248,3,11:50.0,,M. Morris makes 2-pt jump shot from 21 ft (assist by E. Payton),58,54
249,3,11:28.0,R. Rubio makes 3-pt jump shot from 23 ft (assist by D. Booker),,61,54
250,3,11:06.0,,E. Payton makes 2-pt layup from 1 ft,61,56
251,3,11:00.0,Shooting foul by J. Randle (drawn by R. Rubio),,61,56
252,3,11:00.0,R. Rubio makes free throw 1 of 2,,62,56
253,3,11:00.0,R. Rubio makes free throw 2 of 2,,63,56
254,3,10:50.0,,R. Barrett makes 2-pt layup from 1 ft,63,58
255,3,10:39.0,D. Booker makes 2-pt layup at rim (assist by D. Šarić),,65,58
256,3,10:18.0,,J. Randle misses 3-pt jump shot from 26 ft,65,58
257,3,10:18.0,Defensive rebound by M. Bridges,,65,58
258,3,10:09.0,D. Ayton makes 2-pt dunk from 1 ft (assist by R. Rubio),,67,58
259,3,10:02.0,,New York full timeout,67,58
260,3,9:56.0,,J. Randle misses 2-pt layup from 4 ft (block by R. Rubio),67,58
261,3,9:55.0,,Offensive rebound by Team,67,58
262,3,9:47.0,,J. Randle makes 3-pt jump shot from 23 ft (assist by E. Payton),67,61
263,3,9:27.0,D. Booker makes 2-pt jump shot from 13 ft (assist by D. Ayton),,69,61
264,3,9:12.0,,Personal foul by M. Bridges (drawn by M. Morris),69,61
265,3,9:07.0,,Personal foul by M. Bridges (drawn by M. Morris),69,61
266,3,8:57.0,,M. Morris makes 2-pt jump shot from 19 ft (assist by J. Randle),69,63
267,3,8:57.0,,Shooting foul by D. Ayton (drawn by M. Morris),69,63
268,3,8:57.0,,M. Morris misses free throw 1 of 1,69,63
269,3,8:55.0,Defensive rebound by D. Booker,,69,63
270,3,8:47.0,Shooting foul by T. Gibson (drawn by D. Booker),,69,63
271,3,8:47.0,D. Booker makes free throw 1 of 2,,70,63
272,3,8:47.0,D. Booker makes free throw 2 of 2,,71,63
273,3,8:30.0,,J. Randle misses 2-pt layup from 1 ft,71,63
274,3,8:28.0,Defensive rebound by D. Šarić,,71,63
275,3,8:19.0,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Šarić),,73,63
276,3,7:54.0,,M. Morris misses 2-pt jump shot from 14 ft,73,63
277,3,7:52.0,Defensive rebound by D. Šarić,,73,63
278,3,7:36.0,Shooting foul by E. Payton (drawn by D. Booker),,73,63
279,3,7:36.0,D. Booker makes free throw 1 of 2,,74,63
280,3,7:36.0,D. Booker makes free throw 2 of 2,,75,63
281,3,7:23.0,,R. Barrett makes 3-pt jump shot from 25 ft (assist by J. Randle),75,66
282,3,7:05.0,D. Booker makes 2-pt jump shot from 18 ft,,77,66
283,3,6:45.0,,Turnover by E. Payton (lost ball; steal by R. Rubio),77,66
284,3,6:40.0,D. Šarić makes 2-pt layup from 1 ft (assist by R. Rubio),,79,66
285,3,6:40.0,,New York full timeout,79,66
286,3,6:40.0,,F. Ntilikina enters the game for T. Gibson,79,66
287,3,6:40.0,,M. Robinson enters the game for E. Payton,79,66
288,3,6:27.0,,R. Barrett misses 2-pt layup from 2 ft,79,66
289,3,6:25.0,Defensive rebound by D. Ayton,,79,66
290,3,6:18.0,D. Šarić misses 2-pt jump shot from 4 ft,,79,66
291,3,6:16.0,Offensive rebound by D. Ayton,,79,66
292,3,6:13.0,Turnover by D. Ayton (bad pass; steal by F. Ntilikina),,79,66
293,3,6:09.0,,J. Randle makes 2-pt dunk from 1 ft (assist by F. Ntilikina),79,68
294,3,5:51.0,Personal foul by F. Ntilikina (drawn by D. Booker),,79,68
295,3,5:45.0,D. Booker misses 3-pt jump shot from 25 ft,,79,68
296,3,5:43.0,,Defensive rebound by M. Robinson,79,68
297,3,5:38.0,,Shooting foul by R. Rubio (drawn by R. Barrett),79,68
298,3,5:38.0,,Instant Replay (Request: Ruling Stands),79,68
299,3,5:38.0,E. Okobo enters the game for R. Rubio,,79,68
300,3,5:38.0,,R. Barrett misses free throw 1 of 2,79,68
301,3,5:38.0,,Offensive rebound by Team,79,68
302,3,5:38.0,,R. Barrett makes free throw 2 of 2,79,69
303,3,5:22.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by D. Booker),,82,69
304,3,4:57.0,,M. Morris misses 2-pt jump shot from 15 ft,82,69
305,3,4:55.0,,Offensive rebound by M. Robinson,82,69
306,3,4:54.0,,Turnover by M. Robinson (off goaltending),82,69
307,3,4:54.0,,D. Dotson enters the game for R. Barrett,82,69
308,3,4:39.0,D. Šarić misses 3-pt jump shot from 25 ft,,82,69
309,3,4:37.0,,Defensive rebound by Team,82,69
310,3,4:37.0,A. Baynes enters the game for D. Ayton,,82,69
311,3,4:21.0,,Shooting foul by E. Okobo (drawn by M. Morris),82,69
312,3,4:21.0,,M. Morris misses free throw 1 of 2,82,69
313,3,4:21.0,,Offensive rebound by Team,82,69
314,3,4:21.0,,M. Morris makes free throw 2 of 2,82,70
315,3,4:11.0,E. Okobo misses 2-pt layup from 2 ft (block by F. Ntilikina),,82,70
316,3,4:09.0,,Defensive rebound by J. Randle,82,70
317,3,4:03.0,,J. Randle makes 2-pt layup from 3 ft,82,72
318,3,3:51.0,Turnover by D. Booker (bad pass; steal by F. Ntilikina),,82,72
319,3,3:45.0,,D. Dotson misses 3-pt jump shot from 26 ft,82,72
320,3,3:43.0,,Offensive rebound by M. Morris,82,72
321,3,3:39.0,,Offensive foul by J. Randle (drawn by D. Šarić),82,72
322,3,3:39.0,,Turnover by J. Randle (offensive foul),82,72
323,3,3:39.0,C. Johnson enters the game for M. Bridges,,82,72
324,3,3:23.0,E. Okobo misses 2-pt layup from 2 ft (block by M. Robinson),,82,72
325,3,3:22.0,Offensive rebound by Team,,82,72
326,3,3:22.0,Offensive foul by D. Booker (drawn by F. Ntilikina),,82,72
327,3,3:22.0,Turnover by D. Booker (offensive foul),,82,72
328,3,3:22.0,J. Carter enters the game for D. Booker,,82,72
329,3,3:05.0,,Turnover by J. Randle (lost ball; steal by D. Šarić),82,72
330,3,3:01.0,C. Johnson makes 2-pt dunk from 1 ft (assist by J. Carter),,84,72
331,3,2:47.0,,Personal foul by E. Okobo (drawn by M. Morris),84,72
332,3,2:47.0,,M. Morris misses free throw 1 of 2,84,72
333,3,2:47.0,,Offensive rebound by Team,84,72
334,3,2:47.0,,B. Portis enters the game for J. Randle,84,72
335,3,2:47.0,,M. Morris makes free throw 2 of 2,84,73
336,3,2:28.0,C. Johnson misses 3-pt jump shot from 25 ft,,84,73
337,3,2:26.0,,Defensive rebound by M. Robinson,84,73
338,3,2:13.0,,Shooting foul by A. Baynes (drawn by M. Robinson),84,73
339,3,2:13.0,C. Diallo enters the game for D. Šarić,,84,73
340,3,2:13.0,,M. Robinson makes free throw 1 of 2,84,74
341,3,2:13.0,,M. Robinson makes free throw 2 of 2,84,75
342,3,2:01.0,C. Johnson makes 3-pt jump shot from 26 ft (assist by E. Okobo),,87,75
343,3,1:48.0,,Offensive foul by F. Ntilikina (drawn by A. Baynes),87,75
344,3,1:48.0,,Turnover by F. Ntilikina (offensive foul),87,75
345,3,1:26.0,A. Baynes misses 2-pt hook shot from 4 ft,,87,75
346,3,1:24.0,,Defensive rebound by B. Portis,87,75
347,3,1:17.0,,Personal foul by C. Johnson (drawn by M. Morris),87,75
348,3,1:17.0,,M. Morris makes free throw 1 of 2,87,76
349,3,1:17.0,R. Rubio enters the game for J. Carter,,87,76
350,3,1:17.0,,M. Morris makes free throw 2 of 2,87,77
351,3,0:58.0,A. Baynes misses 3-pt jump shot from 23 ft,,87,77
352,3,0:57.0,,Defensive rebound by B. Portis,87,77
353,3,0:52.0,,Turnover by F. Ntilikina (bad pass; steal by R. Rubio),87,77
354,3,0:38.0,E. Okobo makes 3-pt jump shot from 25 ft (assist by A. Baynes),,90,77
355,3,0:31.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),90,79
356,3,0:13.0,R. Rubio misses 2-pt jump shot from 10 ft,,90,79
357,3,0:11.0,,Defensive rebound by B. Portis,90,79
358,3,0:01.0,,M. Morris misses 2-pt jump shot from 11 ft,90,79
359,3,0:01.0,,Offensive rebound by Team,90,79
360,4,11:46.0,C. Johnson misses 2-pt jump shot from 4 ft,,90,79
361,4,11:44.0,Offensive rebound by A. Baynes,,90,79
362,4,11:44.0,C. Johnson misses 2-pt layup at rim,,90,79
363,4,11:44.0,Offensive rebound by C. Johnson,,90,79
364,4,11:41.0,A. Baynes makes 2-pt layup from 1 ft,,92,79
365,4,11:29.0,,Turnover by D. Dotson (bad pass; steal by C. Diallo),92,79
366,4,11:19.0,Turnover by M. Bridges (bad pass; steal by K. Knox),,92,79
367,4,11:04.0,,B. Portis makes 2-pt hook shot from 8 ft (assist by F. Ntilikina),92,81
368,4,10:51.0,Turnover by M. Bridges (traveling),,92,81
369,4,10:36.0,,Offensive foul by K. Knox (drawn by R. Rubio),92,81
370,4,10:36.0,,Turnover by K. Knox (offensive foul),92,81
371,4,10:25.0,R. Rubio makes 2-pt jump shot from 21 ft (assist by C. Diallo),,94,81
372,4,10:07.0,,B. Portis misses 3-pt jump shot from 24 ft,94,81
373,4,10:05.0,Defensive rebound by A. Baynes,,94,81
374,4,9:59.0,Personal foul by F. Ntilikina (drawn by R. Rubio),,94,81
375,4,9:51.0,A. Baynes makes 3-pt jump shot from 26 ft (assist by R. Rubio),,97,81
376,4,9:43.0,,New York full timeout,97,81
377,4,9:43.0,,E. Payton enters the game for F. Ntilikina,97,81
378,4,9:43.0,,J. Randle enters the game for M. Robinson,97,81
379,4,9:32.0,,K. Knox misses 3-pt jump shot from 23 ft,97,81
380,4,9:31.0,,Offensive rebound by Team,97,81
381,4,9:16.0,,J. Randle makes 2-pt jump shot from 21 ft,97,83
382,4,8:55.0,R. Rubio misses 2-pt jump shot from 18 ft,,97,83
383,4,8:53.0,,Defensive rebound by B. Portis,97,83
384,4,8:45.0,,J. Randle misses 3-pt jump shot from 26 ft,97,83
385,4,8:43.0,Defensive rebound by R. Rubio,,97,83
