,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ATLANTA_ACTION,MINNESOTA_SCORE,ATLANTA_SCORE
151,2,7:55.0,Offensive rebound by Team,,41,39
152,2,7:55.0,J. Culver makes free throw 2 of 2,,42,39
153,2,7:47.0,,Personal foul by R. Covington (drawn by T. Young),42,39
154,2,7:47.0,J. Okogie enters the game for J. Culver,,42,39
155,2,7:46.0,,Personal foul by R. Covington (drawn by T. Young),42,39
156,2,7:46.0,,T. Young makes free throw 1 of 2,42,40
157,2,7:46.0,J. Bell enters the game for R. Covington,,42,40
158,2,7:46.0,,T. Young makes free throw 2 of 2,42,41
159,2,7:41.0,Personal foul by C. Reddish (drawn by J. Teague),,42,41
160,2,7:26.0,J. Bell makes 2-pt layup from 1 ft (assist by J. Teague),,44,41
161,2,7:06.0,,J. Parker makes 2-pt dunk from 1 ft (assist by T. Young),44,43
162,2,6:54.0,Offensive foul by K. Towns (drawn by J. Parker),,44,43
163,2,6:54.0,Turnover by K. Towns (offensive foul),,44,43
164,2,6:41.0,,J. Parker makes 2-pt hook shot from 3 ft,44,45
165,2,6:22.0,T. Graham misses 3-pt jump shot from 27 ft,,44,45
166,2,6:20.0,,Defensive rebound by D. Jones,44,45
167,2,6:10.0,,D. Jones makes 2-pt dunk from 1 ft (assist by T. Young),44,47
168,2,6:01.0,Personal foul by D. Jones (drawn by J. Teague),,44,47
169,2,6:01.0,K. Bates-Diop enters the game for T. Graham,,44,47
170,2,5:46.0,J. Teague misses 3-pt jump shot from 25 ft,,44,47
171,2,5:42.0,,Defensive rebound by C. Reddish,44,47
172,2,5:41.0,,Offensive foul by D. Hunter (drawn by J. Teague),44,47
173,2,5:41.0,,Turnover by D. Hunter (offensive foul),44,47
174,2,5:41.0,,B. Fernando enters the game for D. Jones,44,47
175,2,5:25.0,K. Towns misses 3-pt jump shot from 28 ft,,44,47
176,2,5:21.0,,Defensive rebound by T. Young,44,47
177,2,5:17.0,,C. Reddish makes 2-pt dunk from 1 ft (assist by T. Young),44,49
178,2,5:17.0,Minnesota full timeout,,44,49
179,2,4:54.0,J. Okogie makes 2-pt jump shot from 14 ft (assist by J. Teague),,46,49
180,2,4:41.0,,T. Young misses 2-pt jump shot from 12 ft,46,49
181,2,4:37.0,,Offensive rebound by B. Fernando,46,49
182,2,4:36.0,,B. Fernando makes 2-pt layup at rim,46,51
183,2,4:16.0,K. Bates-Diop makes 3-pt jump shot from 23 ft (assist by K. Towns),,49,51
184,2,4:04.0,,Shooting foul by J. Bell (drawn by B. Fernando),49,51
185,2,4:04.0,,B. Fernando makes free throw 1 of 2,49,52
186,2,4:04.0,A. Wiggins enters the game for J. Bell,,49,52
187,2,4:04.0,,A. Crabbe enters the game for C. Reddish,49,52
188,2,4:04.0,,E. Turner enters the game for T. Young,49,52
189,2,4:04.0,,B. Fernando makes free throw 2 of 2,49,53
190,2,3:57.0,Personal foul by D. Hunter (drawn by K. Towns),,49,53
191,2,3:57.0,K. Towns makes free throw 1 of 2,,50,53
192,2,3:57.0,K. Towns makes free throw 2 of 2,,51,53
193,2,3:41.0,,D. Hunter makes 2-pt jump shot from 20 ft (assist by A. Crabbe),51,55
194,2,3:28.0,K. Bates-Diop misses 3-pt jump shot from 23 ft,,51,55
195,2,3:26.0,,Defensive rebound by E. Turner,51,55
196,2,3:22.0,,Turnover by E. Turner (lost ball; steal by J. Teague),51,55
197,2,3:18.0,K. Towns makes 2-pt dunk from 2 ft (assist by J. Teague),,53,55
198,2,3:01.0,,J. Parker misses 3-pt jump shot from 26 ft,53,55
199,2,2:59.0,Defensive rebound by A. Wiggins,,53,55
200,2,2:52.0,K. Towns misses 3-pt jump shot from 26 ft,,53,55
201,2,2:49.0,,Defensive rebound by E. Turner,53,55
202,2,2:32.0,,E. Turner misses 2-pt layup from 6 ft,53,55
203,2,2:29.0,,Offensive rebound by Team,53,55
204,2,2:29.0,,T. Young enters the game for D. Hunter,53,55
205,2,2:24.0,,Turnover by B. Fernando (traveling),53,55
206,2,2:09.0,J. Teague misses 3-pt jump shot from 23 ft,,53,55
207,2,2:05.0,,Defensive rebound by E. Turner,53,55
208,2,2:01.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by E. Turner),53,58
209,2,1:40.0,Personal foul by B. Fernando (drawn by K. Towns),,53,58
210,2,1:40.0,K. Towns makes free throw 1 of 2,,54,58
211,2,1:40.0,K. Towns misses free throw 2 of 2,,54,58
212,2,1:37.0,,Defensive rebound by A. Crabbe,54,58
213,2,1:24.0,,Turnover by T. Young (out of bounds lost ball),54,58
214,2,1:24.0,,V. Carter enters the game for J. Parker,54,58
215,2,1:14.0,A. Wiggins misses 2-pt jump shot from 15 ft,,54,58
216,2,1:11.0,,Defensive rebound by A. Crabbe,54,58
217,2,0:54.0,,V. Carter misses 2-pt layup from 7 ft,54,58
218,2,0:53.0,,Offensive rebound by B. Fernando,54,58
219,2,0:53.0,,B. Fernando makes 2-pt layup from 1 ft,54,60
220,2,0:36.0,K. Towns misses 2-pt layup from 5 ft,,54,60
221,2,0:33.0,Offensive rebound by J. Okogie,,54,60
222,2,0:31.0,Offensive foul by K. Towns (drawn by E. Turner),,54,60
223,2,0:31.0,Turnover by K. Towns (offensive foul),,54,60
224,2,0:31.0,J. Culver enters the game for J. Okogie,,54,60
225,2,0:31.0,,D. Hunter enters the game for E. Turner,54,60
226,2,0:24.0,,T. Young makes 2-pt layup from 1 ft,54,62
227,2,0:06.0,A. Wiggins misses 3-pt jump shot from 26 ft,,54,62
228,2,0:06.0,,Defensive rebound by Team,54,62
229,2,0:03.0,,Personal foul by J. Teague (drawn by T. Young),54,62
230,2,0:03.0,,T. Young makes free throw 1 of 2,54,63
231,2,0:03.0,,D. Bembry enters the game for B. Fernando,54,63
232,2,0:03.0,,C. Reddish enters the game for D. Hunter,54,63
233,2,0:03.0,,T. Young makes free throw 2 of 2,54,64
234,2,0:00.0,J. Teague misses 2-pt layup from 3 ft,,54,64
235,2,0:00.0,Offensive rebound by Team,,54,64
236,3,11:44.0,K. Towns makes 2-pt hook shot from 9 ft (assist by J. Culver),,56,64
237,3,11:24.0,,C. Reddish misses 3-pt jump shot from 26 ft,56,64
238,3,11:20.0,Defensive rebound by K. Towns,,56,64
239,3,11:01.0,R. Covington misses 2-pt layup from 3 ft,,56,64
240,3,10:56.0,Offensive rebound by K. Towns,,56,64
241,3,10:56.0,K. Towns makes 2-pt layup from 1 ft,,58,64
242,3,10:46.0,,Offensive foul by D. Hunter (drawn by T. Graham),58,64
243,3,10:46.0,,Turnover by D. Hunter (offensive foul),58,64
244,3,10:29.0,K. Towns misses 2-pt jump shot from 13 ft,,58,64
245,3,10:26.0,,Defensive rebound by T. Young,58,64
246,3,10:21.0,,T. Young makes 2-pt layup from 2 ft,58,66
247,3,10:10.0,K. Towns misses 3-pt jump shot from 26 ft,,58,66
248,3,10:06.0,,Defensive rebound by C. Reddish,58,66
249,3,9:54.0,,C. Reddish misses 3-pt jump shot from 26 ft,58,66
250,3,9:50.0,,Offensive rebound by J. Parker,58,66
251,3,9:49.0,,J. Parker makes 2-pt jump shot from 10 ft,58,68
252,3,9:41.0,Shooting foul by J. Parker (drawn by A. Wiggins),,58,68
253,3,9:41.0,A. Wiggins makes free throw 1 of 2,,59,68
254,3,9:41.0,A. Wiggins misses free throw 2 of 2,,59,68
255,3,9:38.0,,Defensive rebound by J. Parker,59,68
256,3,9:28.0,,C. Reddish makes 2-pt layup from 7 ft,59,70
257,3,9:28.0,,Shooting foul by T. Graham (drawn by C. Reddish),59,70
258,3,9:28.0,,C. Reddish makes free throw 1 of 1,59,71
259,3,9:20.0,J. Culver misses 3-pt jump shot from 26 ft,,59,71
260,3,9:17.0,Offensive rebound by K. Towns,,59,71
261,3,9:17.0,Shooting foul by D. Jones (drawn by K. Towns),,59,71
262,3,9:17.0,K. Towns makes free throw 1 of 2,,60,71
263,3,9:17.0,K. Towns makes free throw 2 of 2,,61,71
264,3,9:03.0,,J. Parker misses 2-pt hook shot from 9 ft,61,71
265,3,9:00.0,Defensive rebound by K. Towns,,61,71
266,3,8:55.0,J. Culver misses 2-pt layup from 8 ft,,61,71
267,3,8:54.0,Offensive rebound by J. Culver,,61,71
268,3,8:54.0,J. Culver makes 2-pt layup from 1 ft,,63,71
269,3,8:54.0,,Atlanta full timeout,63,71
270,3,8:44.0,,D. Jones makes 2-pt dunk from 1 ft (assist by T. Young),63,73
271,3,8:22.0,T. Graham makes 2-pt layup from 1 ft (assist by K. Towns),,65,73
272,3,8:08.0,,T. Young misses 3-pt jump shot from 27 ft,65,73
273,3,8:05.0,Defensive rebound by A. Wiggins,,65,73
274,3,7:56.0,Shooting foul by D. Jones (drawn by A. Wiggins),,65,73
275,3,7:56.0,A. Wiggins misses free throw 1 of 2,,65,73
276,3,7:56.0,Offensive rebound by Team,,65,73
277,3,7:56.0,,B. Fernando enters the game for D. Jones,65,73
278,3,7:56.0,A. Wiggins makes free throw 2 of 2,,66,73
279,3,7:44.0,,J. Parker makes 2-pt layup from 6 ft (assist by D. Hunter),66,75
280,3,7:32.0,K. Towns makes 3-pt jump shot from 25 ft,,69,75
281,3,7:20.0,,Personal foul by T. Graham (drawn by T. Young),69,75
282,3,7:20.0,K. Martin enters the game for T. Graham,,69,75
283,3,7:10.0,,B. Fernando makes 2-pt jump shot from 12 ft,69,77
284,3,6:48.0,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),,71,77
285,3,6:33.0,,T. Young misses 2-pt jump shot from 19 ft,71,77
286,3,6:31.0,,Offensive rebound by Team,71,77
287,3,6:31.0,J. Okogie enters the game for R. Covington,,71,77
288,3,6:31.0,,A. Crabbe enters the game for C. Reddish,71,77
289,3,6:26.0,,T. Young makes 2-pt layup from 4 ft,71,79
290,3,6:14.0,A. Wiggins misses 2-pt jump shot from 13 ft,,71,79
291,3,6:10.0,Offensive rebound by K. Towns,,71,79
292,3,6:09.0,K. Towns misses 2-pt layup from 1 ft,,71,79
293,3,6:09.0,Offensive rebound by K. Towns,,71,79
294,3,6:09.0,K. Towns misses 2-pt layup from 2 ft (block by B. Fernando),,71,79
295,3,6:09.0,Offensive rebound by Team,,71,79
296,3,5:58.0,K. Towns misses 2-pt hook shot from 4 ft,,71,79
297,3,5:56.0,Offensive rebound by J. Culver,,71,79
298,3,5:56.0,J. Culver misses 2-pt layup from 1 ft,,71,79
299,3,5:56.0,Offensive rebound by K. Towns,,71,79
300,3,5:56.0,K. Towns makes 2-pt layup at rim,,73,79
301,3,5:56.0,Shooting foul by T. Young (drawn by K. Towns),,73,79
302,3,5:56.0,K. Bates-Diop enters the game for J. Culver,,73,79
303,3,5:56.0,J. Teague enters the game for A. Wiggins,,73,79
304,3,5:56.0,,D. Bembry enters the game for D. Hunter,73,79
305,3,5:56.0,K. Towns makes free throw 1 of 1,,74,79
306,3,5:46.0,,B. Fernando misses 2-pt layup from 2 ft (block by K. Towns),74,79
307,3,5:45.0,,Offensive rebound by T. Young,74,79
308,3,5:42.0,,T. Young makes 2-pt jump shot from 5 ft,74,81
309,3,5:31.0,J. Okogie makes 3-pt jump shot from 25 ft (assist by K. Towns),,77,81
310,3,5:16.0,,T. Young misses 2-pt jump shot from 8 ft,77,81
311,3,5:11.0,Turnover by J. Okogie (lost ball; steal by B. Fernando),,77,81
312,3,5:11.0,Defensive rebound by J. Okogie,,77,81
313,3,5:10.0,,T. Young makes 3-pt jump shot from 23 ft (assist by B. Fernando),77,84
314,3,4:55.0,Shooting foul by B. Fernando (drawn by K. Towns),,77,84
315,3,4:55.0,K. Towns makes free throw 1 of 3,,78,84
316,3,4:55.0,K. Towns makes free throw 2 of 3,,79,84
317,3,4:55.0,,E. Turner enters the game for T. Young,79,84
318,3,4:55.0,K. Towns makes free throw 3 of 3,,80,84
319,3,4:40.0,,E. Turner misses 2-pt jump shot from 12 ft,80,84
320,3,4:38.0,Defensive rebound by J. Teague,,80,84
321,3,4:38.0,Personal foul by B. Fernando (drawn by J. Teague),,80,84
322,3,4:38.0,J. Teague makes free throw 1 of 2,,81,84
323,3,4:38.0,,V. Carter enters the game for B. Fernando,81,84
324,3,4:38.0,J. Teague makes free throw 2 of 2,,82,84
325,3,4:26.0,,Personal foul by J. Okogie (drawn by E. Turner),82,84
326,3,4:20.0,,E. Turner misses 2-pt jump shot from 11 ft,82,84
327,3,4:17.0,Defensive rebound by J. Teague,,82,84
328,3,4:11.0,K. Towns misses 3-pt jump shot from 29 ft,,82,84
329,3,4:08.0,,Defensive rebound by A. Crabbe,82,84
330,3,3:55.0,,J. Parker misses 2-pt jump shot from 12 ft,82,84
331,3,3:51.0,Defensive rebound by K. Martin,,82,84
332,3,3:49.0,K. Towns misses 3-pt jump shot from 26 ft,,82,84
333,3,3:45.0,,Defensive rebound by E. Turner,82,84
334,3,3:43.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by E. Turner),82,86
335,3,3:43.0,,Shooting foul by J. Teague (drawn by D. Bembry),82,86
336,3,3:43.0,,Instant Replay (Request: Ruling Stands),82,86
337,3,3:43.0,G. Dieng enters the game for K. Martin,,82,86
338,3,3:43.0,A. Wiggins enters the game for K. Towns,,82,86
339,3,3:43.0,,D. Bembry makes free throw 1 of 1,82,87
340,3,3:28.0,A. Wiggins makes 3-pt jump shot from 23 ft (assist by J. Teague),,85,87
341,3,2:58.0,,J. Parker misses 3-pt jump shot from 23 ft,85,87
342,3,2:58.0,,Offensive rebound by Team,85,87
343,3,2:58.0,,Turnover by Team (shot clock),85,87
344,3,2:41.0,J. Teague makes 2-pt layup from 3 ft,,87,87
345,3,2:22.0,,V. Carter makes 3-pt jump shot from 23 ft (assist by E. Turner),87,90
346,3,2:07.0,Shooting foul by J. Parker (drawn by J. Teague),,87,90
347,3,2:07.0,Minnesota full timeout,,87,90
348,3,2:07.0,,D. Hunter enters the game for D. Bembry,87,90
349,3,2:07.0,,T. Young enters the game for E. Turner,87,90
350,3,2:07.0,J. Teague makes free throw 1 of 2,,88,90
351,3,2:07.0,J. Teague makes free throw 2 of 2,,89,90
352,3,1:55.0,,V. Carter misses 3-pt jump shot from 26 ft,89,90
353,3,1:52.0,Defensive rebound by A. Wiggins,,89,90
354,3,1:44.0,A. Wiggins misses 3-pt jump shot from 25 ft,,89,90
355,3,1:41.0,,Defensive rebound by A. Crabbe,89,90
356,3,1:34.0,,A. Crabbe misses 3-pt jump shot from 26 ft,89,90
357,3,1:31.0,Defensive rebound by K. Bates-Diop,,89,90
358,3,1:12.0,G. Dieng makes 2-pt hook shot from 13 ft,,91,90
359,3,0:57.0,,Turnover by T. Young (bad pass; steal by K. Bates-Diop),91,90
360,3,0:52.0,K. Bates-Diop misses 2-pt layup from 2 ft,,91,90
361,3,0:48.0,,Defensive rebound by J. Parker,91,90
362,3,0:44.0,,Turnover by T. Young (bad pass; steal by G. Dieng),91,90
363,3,0:43.0,Personal foul by V. Carter (drawn by J. Okogie),,91,90
364,3,0:43.0,J. Okogie makes free throw 1 of 2,,92,90
365,3,0:43.0,J. Okogie makes free throw 2 of 2,,93,90
366,3,0:33.0,,T. Young misses 3-pt jump shot from 26 ft,93,90
367,3,0:28.0,Defensive rebound by A. Wiggins,,93,90
368,3,0:10.0,A. Wiggins misses 2-pt jump shot from 12 ft,,93,90
369,3,0:09.0,,Defensive rebound by Team,93,90
370,3,0:03.0,,T. Young misses 2-pt layup from 1 ft,93,90
371,3,0:02.0,,Offensive rebound by Team,93,90
372,3,0:00.0,,J. Parker misses 2-pt jump shot from 10 ft,93,90
373,3,0:00.0,,Offensive rebound by Team,93,90
374,4,11:39.0,,Turnover by T. Young (bad pass; steal by R. Covington),93,90
375,4,11:26.0,A. Wiggins misses 2-pt jump shot from 8 ft (block by D. Jones),,93,90
376,4,11:25.0,,Defensive rebound by D. Hunter,93,90
377,4,11:25.0,,Instant Replay (Challenge: Ruling Stands),93,90
378,4,11:25.0,,Turnover by D. Hunter (lost ball; steal by J. Teague),93,90
379,4,11:25.0,Minnesota full timeout,,93,90
380,4,11:13.0,A. Wiggins misses 2-pt jump shot from 19 ft,,93,90
381,4,11:10.0,,Defensive rebound by T. Young,93,90
382,4,11:07.0,,C. Reddish misses 3-pt jump shot from 25 ft,93,90
383,4,11:03.0,Defensive rebound by G. Dieng,,93,90
384,4,10:54.0,J. Teague misses 2-pt jump shot from 13 ft,,93,90
385,4,10:52.0,,Defensive rebound by V. Carter,93,90
386,4,10:47.0,,T. Young makes 2-pt layup from 2 ft,93,92
387,4,10:47.0,Violation by Team (def goaltending),,93,92
388,4,10:32.0,G. Dieng makes 2-pt layup from 12 ft (assist by J. Culver),,95,92
389,4,10:19.0,,D. Hunter makes 2-pt layup from 2 ft (assist by T. Young),95,94
390,4,10:01.0,Shooting foul by T. Young (drawn by J. Culver),,95,94
391,4,10:01.0,J. Culver makes free throw 1 of 2,,96,94
