,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CHICAGO_ACTION,MEMPHIS_SCORE,CHICAGO_SCORE
106,1,0:35.0,Offensive rebound by B. Caboclo,,20,24
107,1,0:35.0,B. Caboclo misses 2-pt layup at rim,,20,24
108,1,0:35.0,,Defensive rebound by R. Arcidiacono,20,24
109,1,0:23.0,,R. Arcidiacono misses 3-pt jump shot from 27 ft,20,24
110,1,0:21.0,Defensive rebound by J. Valančiūnas,,20,24
111,1,0:02.0,D. Melton misses 2-pt jump shot from 22 ft,,20,24
112,1,0:01.0,Offensive rebound by Team,,20,24
113,1,0:01.0,Turnover by Team (shot clock),,20,24
114,1,0:00.0,,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by T. Young),20,27
115,1,0:00.0,,Instant Replay (Request: Ruling Stands),20,27
116,2,11:45.0,,T. Young misses 2-pt layup from 4 ft (block by B. Caboclo),20,27
117,2,11:42.0,,Offensive rebound by T. Young,20,27
118,2,11:41.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by T. Young),20,30
119,2,11:22.0,D. Brooks makes 2-pt jump shot from 12 ft,,22,30
120,2,11:06.0,,T. Young misses 2-pt layup from 2 ft (block by B. Caboclo),22,30
121,2,11:04.0,Defensive rebound by J. Valančiūnas,,22,30
122,2,10:49.0,B. Caboclo misses 3-pt jump shot from 23 ft,,22,30
123,2,10:47.0,Offensive rebound by J. Valančiūnas,,22,30
124,2,10:47.0,Shooting foul by D. Valentine (drawn by J. Valančiūnas),,22,30
125,2,10:47.0,J. Valančiūnas makes free throw 1 of 2,,23,30
126,2,10:47.0,J. Valančiūnas makes free throw 2 of 2,,24,30
127,2,10:36.0,,Personal foul by D. Brooks (drawn by D. Valentine),24,30
128,2,10:29.0,,T. Young misses 3-pt jump shot from 25 ft,24,30
129,2,10:27.0,,Offensive rebound by R. Arcidiacono,24,30
130,2,10:18.0,,C. White misses 3-pt jump shot from 25 ft,24,30
131,2,10:15.0,Defensive rebound by D. Brooks,,24,30
132,2,10:08.0,Personal foul by D. Gafford (drawn by J. Valančiūnas),,24,30
133,2,10:08.0,T. Jones enters the game for D. Melton,,24,30
134,2,9:59.0,J. Valančiūnas misses 2-pt jump shot from 14 ft,,24,30
135,2,9:54.0,,Defensive rebound by R. Arcidiacono,24,30
136,2,9:46.0,,Def 3 sec tech foul by Team,24,30
137,2,9:46.0,,C. White misses technical free throw,24,30
138,2,9:46.0,,Offensive rebound by Team,24,30
139,2,9:46.0,,W. Carter enters the game for D. Gafford,24,30
140,2,9:39.0,,D. Valentine makes 2-pt jump shot from 14 ft (assist by R. Arcidiacono),24,32
141,2,9:29.0,Turnover by J. Valančiūnas (traveling),,24,32
142,2,9:29.0,S. Hill enters the game for J. Valančiūnas,,24,32
143,2,9:08.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by C. White),24,35
144,2,9:00.0,Memphis full timeout,,24,35
145,2,8:47.0,Y. Watanabe misses 2-pt layup from 3 ft,,24,35
146,2,8:45.0,,Defensive rebound by W. Carter,24,35
147,2,8:38.0,,Turnover by W. Carter (bad pass; steal by D. Brooks),24,35
148,2,8:34.0,D. Brooks misses 2-pt jump shot from 3 ft (block by T. Young),,24,35
149,2,8:28.0,,Defensive rebound by D. Valentine,24,35
150,2,8:26.0,,C. White makes 3-pt jump shot from 23 ft (assist by D. Valentine),24,38
151,2,8:02.0,S. Hill misses 3-pt jump shot from 24 ft,,24,38
152,2,7:59.0,,Defensive rebound by W. Carter,24,38
153,2,7:46.0,,T. Young makes 2-pt layup from 1 ft,24,40
154,2,7:32.0,Personal foul by T. Young (drawn by S. Hill),,24,40
155,2,7:32.0,J. Crowder enters the game for B. Caboclo,,24,40
156,2,7:32.0,J. Jackson enters the game for Y. Watanabe,,24,40
157,2,7:23.0,J. Jackson misses 2-pt jump shot from 12 ft,,24,40
158,2,7:21.0,,Defensive rebound by W. Carter,24,40
159,2,7:05.0,,Turnover by W. Carter (lost ball; steal by D. Brooks),24,40
160,2,7:02.0,T. Jones misses 2-pt layup from 4 ft,,24,40
161,2,7:02.0,,Defensive rebound by Team,24,40
162,2,7:02.0,G. Allen enters the game for D. Brooks,,24,40
163,2,7:02.0,,Chicago full timeout,24,40
164,2,6:51.0,,Turnover by D. Valentine (bad pass; steal by S. Hill),24,40
165,2,6:39.0,Personal foul by D. Valentine (drawn by J. Crowder),,24,40
166,2,6:39.0,,K. Dunn enters the game for R. Arcidiacono,24,40
167,2,6:39.0,,Z. LaVine enters the game for D. Valentine,24,40
168,2,6:39.0,,L. Markkanen enters the game for C. White,24,40
169,2,6:39.0,,T. Satoranský enters the game for T. Young,24,40
170,2,6:27.0,J. Crowder misses 3-pt jump shot from 26 ft,,24,40
171,2,6:23.0,,Defensive rebound by Z. LaVine,24,40
172,2,6:17.0,,Turnover by L. Markkanen (lost ball; steal by S. Hill),24,40
173,2,6:10.0,Turnover by S. Hill (lost ball; steal by Z. LaVine),,24,40
174,2,5:54.0,,W. Carter makes 2-pt layup from 2 ft,24,42
175,2,5:54.0,,Shooting foul by J. Jackson (drawn by W. Carter),24,42
176,2,5:54.0,,W. Carter misses free throw 1 of 1,24,42
177,2,5:51.0,Defensive rebound by S. Hill,,24,42
178,2,5:30.0,J. Crowder misses 3-pt jump shot from 23 ft,,24,42
179,2,5:30.0,Offensive rebound by Team,,24,42
180,2,5:29.0,Turnover by Team (shot clock),,24,42
181,2,5:14.0,,W. Carter makes 2-pt layup from 1 ft (assist by L. Markkanen),24,44
182,2,5:14.0,,Shooting foul by S. Hill (drawn by W. Carter),24,44
183,2,5:14.0,Memphis full timeout,,24,44
184,2,5:14.0,,W. Carter makes free throw 1 of 1,24,45
185,2,5:04.0,Personal foul by K. Dunn (drawn by T. Jones),,24,45
186,2,5:04.0,T. Jones makes free throw 1 of 2,,25,45
187,2,5:04.0,T. Jones makes free throw 2 of 2,,26,45
188,2,4:50.0,,Turnover by K. Dunn (lost ball; steal by J. Crowder),26,45
189,2,4:44.0,J. Jackson misses 3-pt jump shot from 27 ft,,26,45
190,2,4:39.0,,Defensive rebound by W. Carter,26,45
191,2,4:31.0,,Turnover by Z. LaVine (bad pass; steal by J. Jackson),26,45
192,2,4:27.0,T. Jones misses 2-pt layup from 4 ft (block by L. Markkanen),,26,45
193,2,4:27.0,Offensive rebound by Team,,26,45
194,2,4:20.0,J. Jackson misses 2-pt layup from 4 ft (block by W. Carter),,26,45
195,2,4:20.0,Offensive rebound by Team,,26,45
196,2,4:18.0,S. Hill makes 2-pt jump shot from 20 ft (assist by G. Allen),,28,45
197,2,3:56.0,,K. Dunn makes 3-pt jump shot from 23 ft (assist by T. Satoranský),28,48
198,2,3:39.0,S. Hill misses 2-pt jump shot from 8 ft,,28,48
199,2,3:34.0,,Defensive rebound by W. Carter,28,48
200,2,3:24.0,,W. Carter makes 2-pt layup from 2 ft (assist by K. Dunn),28,50
201,2,3:24.0,D. Brooks enters the game for G. Allen,,28,50
202,2,3:24.0,D. Melton enters the game for J. Jackson,,28,50
203,2,3:24.0,J. Valančiūnas enters the game for T. Jones,,28,50
204,2,3:08.0,D. Brooks misses 2-pt layup from 8 ft (block by Z. LaVine),,28,50
205,2,3:08.0,,Defensive rebound by L. Markkanen,28,50
206,2,3:03.0,,Turnover by L. Markkanen (bad pass; steal by D. Melton),28,50
207,2,2:54.0,J. Valančiūnas makes 2-pt jump shot from 7 ft (assist by J. Crowder),,30,50
208,2,2:29.0,,T. Satoranský misses 3-pt jump shot from 25 ft,30,50
209,2,2:24.0,Defensive rebound by D. Melton,,30,50
210,2,2:19.0,D. Brooks misses 2-pt layup from 3 ft (block by W. Carter),,30,50
211,2,2:15.0,,Defensive rebound by L. Markkanen,30,50
212,2,2:11.0,,L. Markkanen misses 3-pt jump shot from 26 ft,30,50
213,2,2:10.0,Defensive rebound by Team,,30,50
214,2,2:10.0,,D. Gafford enters the game for W. Carter,30,50
215,2,1:58.0,Personal foul by D. Gafford (drawn by J. Valančiūnas),,30,50
216,2,1:58.0,J. Valančiūnas makes free throw 1 of 2,,31,50
217,2,1:58.0,J. Valančiūnas misses free throw 2 of 2,,31,50
218,2,1:56.0,,Defensive rebound by L. Markkanen,31,50
219,2,1:47.0,,Personal foul by J. Valančiūnas (drawn by D. Gafford),31,50
220,2,1:39.0,,Z. LaVine misses 3-pt jump shot from 25 ft,31,50
221,2,1:36.0,Defensive rebound by D. Melton,,31,50
222,2,1:27.0,D. Brooks misses 2-pt jump shot from 4 ft,,31,50
223,2,1:24.0,Offensive rebound by D. Brooks,,31,50
224,2,1:18.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. Melton),,33,50
225,2,1:01.0,,Z. LaVine misses 2-pt layup from 3 ft (block by J. Valančiūnas),33,50
226,2,1:01.0,Defensive rebound by Team,,33,50
227,2,0:45.0,Turnover by D. Melton (bad pass; steal by K. Dunn),,33,50
228,2,0:42.0,,T. Satoranský misses 2-pt layup from 3 ft (block by D. Brooks),33,50
229,2,0:38.0,,Offensive rebound by K. Dunn,33,50
230,2,0:37.0,,L. Markkanen misses 3-pt jump shot from 26 ft,33,50
231,2,0:37.0,Defensive rebound by J. Valančiūnas,,33,50
232,2,0:17.0,D. Melton misses 2-pt jump shot from 23 ft,,33,50
233,2,0:08.0,Offensive rebound by J. Valančiūnas,,33,50
234,2,0:08.0,J. Valančiūnas makes 2-pt layup at rim,,35,50
235,2,0:00.0,,Turnover by Z. LaVine (lost ball; steal by D. Melton),35,50
236,3,11:44.0,,T. Satoranský misses 2-pt jump shot from 12 ft,35,50
237,3,11:41.0,,Offensive rebound by W. Carter,35,50
238,3,11:27.0,,Z. LaVine misses 3-pt jump shot from 24 ft,35,50
239,3,11:24.0,Defensive rebound by J. Valančiūnas,,35,50
240,3,11:14.0,D. Melton misses 2-pt layup from 4 ft (block by L. Markkanen),,35,50
241,3,11:11.0,,Defensive rebound by L. Markkanen,35,50
242,3,11:08.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by K. Dunn),35,52
243,3,11:00.0,Personal foul by K. Dunn (drawn by D. Melton),,35,52
244,3,10:50.0,D. Brooks misses 3-pt jump shot from 27 ft,,35,52
245,3,10:43.0,,Defensive rebound by T. Satoranský,35,52
246,3,10:31.0,,Turnover by Z. LaVine (lost ball; steal by J. Valančiūnas),35,52
247,3,10:29.0,D. Brooks makes 2-pt layup from 1 ft (assist by D. Melton),,37,52
248,3,10:29.0,Shooting foul by L. Markkanen (drawn by D. Brooks),,37,52
249,3,10:29.0,D. Brooks makes free throw 1 of 1,,38,52
250,3,10:11.0,,K. Dunn misses 3-pt jump shot from 26 ft,38,52
251,3,10:07.0,Defensive rebound by J. Jackson,,38,52
252,3,10:01.0,J. Jackson misses 2-pt layup from 4 ft,,38,52
253,3,10:01.0,Offensive rebound by J. Jackson,,38,52
254,3,10:01.0,Shooting foul by K. Dunn (drawn by J. Jackson),,38,52
255,3,10:01.0,J. Jackson misses free throw 1 of 2,,38,52
256,3,10:01.0,Offensive rebound by Team,,38,52
257,3,10:01.0,,C. White enters the game for K. Dunn,38,52
258,3,10:01.0,J. Jackson makes free throw 2 of 2,,39,52
259,3,9:46.0,,Turnover by C. White (out of bounds lost ball),39,52
260,3,9:33.0,J. Valančiūnas makes 2-pt layup from 2 ft,,41,52
261,3,9:16.0,,C. White misses 2-pt jump shot from 17 ft,41,52
262,3,9:13.0,Defensive rebound by D. Brooks,,41,52
263,3,9:01.0,J. Valančiūnas makes 2-pt jump shot from 7 ft,,43,52
264,3,9:01.0,,Chicago full timeout,43,52
265,3,8:43.0,,T. Satoranský makes 2-pt jump shot from 14 ft,43,54
266,3,8:23.0,Offensive foul by J. Valančiūnas (drawn by W. Carter),,43,54
267,3,8:23.0,Turnover by J. Valančiūnas (offensive foul),,43,54
268,3,8:14.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by Z. LaVine),43,57
269,3,7:58.0,Shooting foul by W. Carter (drawn by J. Valančiūnas),,43,57
270,3,7:58.0,J. Valančiūnas makes free throw 1 of 2,,44,57
271,3,7:58.0,J. Valančiūnas makes free throw 2 of 2,,45,57
272,3,7:48.0,,Z. LaVine makes 2-pt dunk from 1 ft (assist by T. Satoranský),45,59
273,3,7:30.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Melton),,48,59
274,3,7:15.0,,C. White misses 3-pt jump shot from 26 ft,48,59
275,3,7:12.0,Defensive rebound by J. Crowder,,48,59
276,3,6:59.0,J. Jackson misses 2-pt layup from 2 ft,,48,59
277,3,6:54.0,Offensive rebound by D. Melton,,48,59
278,3,6:54.0,D. Melton makes 2-pt layup from 1 ft,,50,59
279,3,6:44.0,,W. Carter makes 2-pt dunk from 1 ft (assist by T. Satoranský),50,61
280,3,6:29.0,J. Jackson misses 2-pt jump shot from 16 ft,,50,61
281,3,6:26.0,,Defensive rebound by Z. LaVine,50,61
282,3,6:18.0,,W. Carter misses 3-pt jump shot from 25 ft,50,61
283,3,6:16.0,Defensive rebound by J. Crowder,,50,61
284,3,6:14.0,,Clear path foul by D. Brooks,50,61
285,3,6:14.0,Instant Replay (Request: Ruling Stands),,50,61
286,3,6:14.0,S. Hill enters the game for J. Jackson,,50,61
287,3,6:14.0,D. Melton makes clear path free throw 1 of 2,,51,61
288,3,6:14.0,D. Melton makes clear path free throw 2 of 2,,52,61
289,3,6:07.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by S. Hill),,55,61
290,3,5:51.0,,Shooting foul by D. Brooks (drawn by T. Satoranský),55,61
291,3,5:51.0,,T. Satoranský makes free throw 1 of 2,55,62
292,3,5:51.0,,T. Satoranský makes free throw 2 of 2,55,63
293,3,5:35.0,Turnover by D. Melton (traveling),,55,63
294,3,5:20.0,,T. Satoranský misses 3-pt jump shot from 24 ft,55,63
295,3,5:20.0,,Offensive rebound by W. Carter,55,63
296,3,5:20.0,,Shooting foul by J. Valančiūnas (drawn by W. Carter),55,63
297,3,5:20.0,,W. Carter makes free throw 1 of 2,55,64
298,3,5:20.0,,W. Carter makes free throw 2 of 2,55,65
299,3,5:00.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,57,65
300,3,4:45.0,Violation by Team (kicked ball),,57,65
301,3,4:45.0,,D. Gafford enters the game for W. Carter,57,65
302,3,4:45.0,,T. Young enters the game for L. Markkanen,57,65
303,3,4:38.0,,Personal foul by S. Hill (drawn by Z. LaVine),57,65
304,3,4:25.0,,Turnover by T. Young (bad pass; steal by J. Valančiūnas),57,65
305,3,4:22.0,Turnover by D. Melton (bad pass; steal by T. Satoranský),,57,65
306,3,4:22.0,,Personal foul by D. Brooks (drawn by T. Satoranský),57,65
307,3,4:22.0,,Instant Replay (Request: Ruling Stands),57,65
308,3,4:22.0,G. Allen enters the game for J. Crowder,,57,65
309,3,4:11.0,,Shooting foul by D. Brooks (drawn by Z. LaVine),57,65
310,3,4:11.0,,Z. LaVine makes free throw 1 of 3,57,66
311,3,4:11.0,,Z. LaVine misses free throw 2 of 3,57,66
312,3,4:11.0,,Offensive rebound by Team,57,66
313,3,4:11.0,J. Crowder enters the game for D. Brooks,,57,66
314,3,4:11.0,Memphis full timeout,,57,66
315,3,4:11.0,,Z. LaVine makes free throw 3 of 3,57,67
316,3,3:49.0,J. Valančiūnas misses 2-pt hook shot from 4 ft (block by D. Gafford),,57,67
317,3,3:46.0,,Defensive rebound by Z. LaVine,57,67
318,3,3:40.0,,Z. LaVine misses 3-pt jump shot from 24 ft,57,67
319,3,3:37.0,Defensive rebound by J. Crowder,,57,67
320,3,3:31.0,Turnover by D. Melton (bad pass; steal by T. Satoranský),,57,67
321,3,3:31.0,,Personal foul by D. Melton (drawn by T. Satoranský),57,67
322,3,3:31.0,,T. Satoranský makes free throw 1 of 2,57,68
323,3,3:31.0,J. Jackson enters the game for D. Melton,,57,68
324,3,3:31.0,T. Jones enters the game for J. Valančiūnas,,57,68
325,3,3:31.0,,D. Valentine enters the game for Z. LaVine,57,68
326,3,3:31.0,,T. Satoranský misses free throw 2 of 2,57,68
327,3,3:28.0,Defensive rebound by J. Crowder,,57,68
328,3,3:11.0,J. Jackson makes 2-pt layup from 1 ft (assist by J. Crowder),,59,68
329,3,3:00.0,,Turnover by T. Satoranský (lost ball; steal by G. Allen),59,68
330,3,3:00.0,,R. Arcidiacono enters the game for T. Satoranský,59,68
331,3,2:45.0,J. Jackson misses 2-pt layup from 7 ft,,59,68
332,3,2:43.0,,Defensive rebound by D. Gafford,59,68
333,3,2:29.0,,D. Valentine misses 3-pt jump shot from 23 ft,59,68
334,3,2:29.0,,Offensive rebound by Team,59,68
335,3,2:29.0,Loose ball foul by J. Jackson (drawn by D. Gafford),,59,68
336,3,2:29.0,,D. Gafford makes free throw 1 of 2,59,69
337,3,2:29.0,,D. Gafford misses free throw 2 of 2,59,69
338,3,2:26.0,Defensive rebound by J. Crowder,,59,69
339,3,2:06.0,J. Crowder misses 3-pt jump shot from 24 ft,,59,69
340,3,2:04.0,,Defensive rebound by R. Arcidiacono,59,69
341,3,1:52.0,,C. White misses 2-pt layup from 4 ft,59,69
342,3,1:49.0,Defensive rebound by G. Allen,,59,69
343,3,1:36.0,J. Jackson misses 2-pt hook shot from 5 ft,,59,69
344,3,1:34.0,,Defensive rebound by D. Valentine,59,69
345,3,1:32.0,,Shooting foul by S. Hill (drawn by T. Young),59,69
346,3,1:32.0,,T. Young makes free throw 1 of 2,59,70
347,3,1:32.0,B. Caboclo enters the game for S. Hill,,59,70
348,3,1:32.0,,T. Young makes free throw 2 of 2,59,71
349,3,1:20.0,Shooting foul by D. Valentine (drawn by J. Crowder),,59,71
350,3,1:20.0,J. Crowder makes free throw 1 of 2,,60,71
351,3,1:20.0,J. Crowder makes free throw 2 of 2,,61,71
352,3,1:04.0,,T. Young makes 2-pt jump shot from 19 ft,61,73
353,3,0:50.0,J. Jackson misses 2-pt layup from 1 ft (block by D. Gafford),,61,73
354,3,0:46.0,,Defensive rebound by C. White,61,73
355,3,0:32.0,,T. Young makes 3-pt jump shot from 23 ft (assist by D. Valentine),61,76
356,3,0:19.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by T. Jones),,64,76
357,3,0:00.0,,C. White misses 2-pt dunk from 2 ft (block by J. Jackson),64,76
358,3,0:00.0,,Offensive rebound by D. Gafford,64,76
359,3,0:00.0,,D. Gafford makes 2-pt layup at rim,64,78
360,4,11:43.0,D. Brooks misses 3-pt jump shot from 23 ft,,64,78
361,4,11:38.0,Offensive rebound by B. Caboclo,,64,78
362,4,11:38.0,B. Caboclo makes 2-pt dunk from 1 ft,,66,78
363,4,11:27.0,,Personal foul by D. Brooks (drawn by K. Dunn),66,78
364,4,11:27.0,D. Melton enters the game for D. Brooks,,66,78
365,4,11:20.0,,T. Young misses 2-pt layup from 2 ft,66,78
366,4,11:18.0,Defensive rebound by G. Allen,,66,78
367,4,11:08.0,J. Jackson makes 2-pt dunk from 1 ft (assist by B. Caboclo),,68,78
368,4,10:55.0,,D. Valentine misses 2-pt jump shot from 8 ft,68,78
369,4,10:54.0,Defensive rebound by D. Melton,,68,78
370,4,10:48.0,T. Jones misses 2-pt layup from 8 ft (block by R. Arcidiacono),,68,78
371,4,10:48.0,,Defensive rebound by W. Carter,68,78
372,4,10:40.0,,R. Arcidiacono misses 3-pt jump shot from 23 ft,68,78
373,4,10:37.0,Defensive rebound by T. Jones,,68,78
374,4,10:30.0,J. Jackson misses 3-pt jump shot from 26 ft,,68,78
375,4,10:28.0,,Defensive rebound by D. Valentine,68,78
376,4,10:25.0,,T. Young misses 2-pt layup from 3 ft (block by J. Jackson),68,78
377,4,10:22.0,Defensive rebound by G. Allen,,68,78
378,4,10:20.0,G. Allen makes 2-pt layup from 1 ft,,70,78
379,4,10:02.0,,K. Dunn misses 2-pt jump shot from 12 ft,70,78
380,4,10:00.0,,Offensive rebound by K. Dunn,70,78
381,4,9:53.0,,D. Valentine misses 3-pt jump shot from 27 ft,70,78
382,4,9:49.0,Defensive rebound by J. Jackson,,70,78
