,QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
0,1,11:44.0,K. Walker misses 2-pt jump shot from 21 ft,,0,0
1,1,11:41.0,,Defensive rebound by M. Turner,0,0
2,1,11:25.0,,D. Sabonis makes 2-pt jump shot from 6 ft,0,2
3,1,11:08.0,M. Smart makes 3-pt jump shot from 24 ft (assist by J. Tatum),,3,2
4,1,10:52.0,,A. Holiday misses 3-pt jump shot from 27 ft,3,2
5,1,10:49.0,Defensive rebound by G. Hayward,,3,2
6,1,10:39.0,J. Tatum makes 2-pt jump shot from 5 ft,,5,2
7,1,10:24.0,,Turnover by V. Oladipo (bad pass; steal by G. Hayward),5,2
8,1,10:16.0,Turnover by M. Smart (lost ball; steal by V. Oladipo),,5,2
9,1,10:10.0,,D. Sabonis misses 2-pt layup from 2 ft,5,2
10,1,10:07.0,,Offensive rebound by D. Sabonis,5,2
11,1,10:07.0,,D. Sabonis makes 2-pt layup at rim,5,4
12,1,9:57.0,K. Walker misses 2-pt jump shot from 16 ft,,5,4
13,1,9:54.0,,Defensive rebound by M. Turner,5,4
14,1,9:42.0,,Personal foul by M. Smart (drawn by T. Warren),5,4
15,1,9:35.0,,V. Oladipo misses 2-pt layup from 1 ft (block by D. Theis),5,4
16,1,9:32.0,Defensive rebound by K. Walker,,5,4
17,1,9:26.0,J. Tatum makes 2-pt dunk from 1 ft (assist by M. Smart),,7,4
18,1,9:09.0,,Turnover by M. Turner (dbl dribble),7,4
19,1,8:58.0,M. Smart misses 3-pt jump shot from 26 ft,,7,4
20,1,8:55.0,,Defensive rebound by A. Holiday,7,4
21,1,8:47.0,,M. Turner makes 2-pt layup from 2 ft (assist by D. Sabonis),7,6
22,1,8:31.0,G. Hayward makes 2-pt jump shot from 6 ft (assist by D. Theis),,9,6
23,1,8:15.0,,M. Turner misses 2-pt jump shot from 6 ft,9,6
24,1,8:13.0,Defensive rebound by G. Hayward,,9,6
25,1,8:06.0,G. Hayward makes 2-pt jump shot from 16 ft,,11,6
26,1,7:51.0,,T. Warren misses 2-pt jump shot from 18 ft,11,6
27,1,7:49.0,Defensive rebound by G. Hayward,,11,6
28,1,7:43.0,J. Tatum misses 3-pt jump shot from 27 ft,,11,6
29,1,7:39.0,Offensive rebound by D. Theis,,11,6
30,1,7:39.0,D. Theis makes 2-pt layup from 1 ft,,13,6
31,1,7:19.0,,M. Turner makes 3-pt jump shot from 23 ft (assist by A. Holiday),13,9
32,1,7:08.0,K. Walker makes 3-pt jump shot from 26 ft,,16,9
33,1,7:06.0,,Indiana full timeout,16,9
34,1,6:49.0,,V. Oladipo misses 2-pt jump shot from 3 ft,16,9
35,1,6:47.0,Defensive rebound by M. Smart,,16,9
36,1,6:39.0,M. Smart misses 2-pt layup from 1 ft,,16,9
37,1,6:37.0,,Defensive rebound by V. Oladipo,16,9
38,1,6:30.0,,A. Holiday misses 3-pt jump shot from 27 ft,16,9
39,1,6:26.0,,Offensive rebound by M. Turner,16,9
40,1,6:26.0,,M. Turner makes 2-pt layup at rim,16,11
41,1,6:06.0,Shooting foul by M. Turner (drawn by G. Hayward),,16,11
42,1,6:06.0,G. Hayward makes free throw 1 of 2,,17,11
43,1,6:06.0,R. Langford enters the game for M. Smart,,17,11
44,1,6:06.0,S. Ojeleye enters the game for J. Tatum,,17,11
45,1,6:06.0,,J. Holiday enters the game for V. Oladipo,17,11
46,1,6:06.0,G. Hayward makes free throw 2 of 2,,18,11
47,1,5:53.0,,T. Warren misses 2-pt jump shot from 10 ft,18,11
48,1,5:50.0,,Offensive rebound by D. Sabonis,18,11
49,1,5:48.0,,T. Warren makes 2-pt layup from 2 ft (assist by M. Turner),18,13
50,1,5:31.0,K. Walker misses 3-pt jump shot from 27 ft,,18,13
51,1,5:27.0,Offensive rebound by S. Ojeleye,,18,13
52,1,5:21.0,R. Langford misses 3-pt jump shot from 24 ft,,18,13
53,1,5:17.0,,Defensive rebound by J. Holiday,18,13
54,1,5:13.0,,T. Warren makes 2-pt layup from 1 ft (assist by A. Holiday),18,15
55,1,5:00.0,D. Theis misses 2-pt jump shot from 19 ft,,18,15
56,1,4:57.0,,Defensive rebound by M. Turner,18,15
57,1,4:46.0,,A. Holiday misses 3-pt jump shot from 26 ft,18,15
58,1,4:43.0,Defensive rebound by S. Ojeleye,,18,15
59,1,4:35.0,D. Theis makes 2-pt layup from 1 ft (assist by G. Hayward),,20,15
60,1,4:20.0,,Personal foul by G. Hayward (drawn by M. Turner),20,15
61,1,4:20.0,B. Wanamaker enters the game for K. Walker,,20,15
62,1,4:20.0,,E. Sumner enters the game for D. Sabonis,20,15
63,1,4:14.0,,Turnover by A. Holiday (traveling),20,15
64,1,4:05.0,Turnover by B. Wanamaker (bad pass; steal by J. Holiday),,20,15
65,1,3:58.0,,A. Holiday misses 2-pt layup from 2 ft (block by D. Theis),20,15
66,1,3:55.0,Defensive rebound by B. Wanamaker,,20,15
67,1,3:43.0,D. Theis misses 2-pt layup from 2 ft (block by J. Holiday),,20,15
68,1,3:41.0,Offensive rebound by D. Theis,,20,15
69,1,3:39.0,G. Hayward makes 3-pt jump shot from 27 ft (assist by D. Theis),,23,15
70,1,3:28.0,,T. Warren misses 2-pt jump shot from 20 ft,23,15
71,1,3:26.0,Defensive rebound by S. Ojeleye,,23,15
72,1,3:20.0,G. Hayward makes 2-pt jump shot from 12 ft,,25,15
73,1,3:06.0,,A. Holiday makes 2-pt layup from 2 ft,25,17
74,1,2:52.0,Turnover by G. Hayward (traveling),,25,17
75,1,2:52.0,Boston full timeout,,25,17
76,1,2:52.0,,T. McConnell enters the game for A. Holiday,25,17
77,1,2:52.0,,J. Sampson enters the game for T. Warren,25,17
78,1,2:41.0,,J. Holiday misses 2-pt jump shot from 15 ft,25,17
79,1,2:38.0,Defensive rebound by G. Hayward,,25,17
80,1,2:23.0,S. Ojeleye makes 3-pt jump shot from 27 ft (assist by G. Hayward),,28,17
81,1,2:05.0,,M. Turner misses 2-pt jump shot from 20 ft,28,17
82,1,2:02.0,Defensive rebound by S. Ojeleye,,28,17
83,1,1:54.0,R. Langford misses 2-pt layup from 1 ft (block by M. Turner),,28,17
84,1,1:51.0,,Defensive rebound by E. Sumner,28,17
85,1,1:37.0,,T. McConnell misses 2-pt layup from 2 ft,28,17
86,1,1:35.0,Defensive rebound by D. Theis,,28,17
87,1,1:31.0,Shooting foul by J. Sampson (drawn by G. Hayward),,28,17
88,1,1:31.0,G. Hayward makes free throw 1 of 2,,29,17
89,1,1:31.0,E. Freedom enters the game for R. Langford,,29,17
90,1,1:31.0,J. Tatum enters the game for D. Theis,,29,17
91,1,1:31.0,,D. Sabonis enters the game for M. Turner,29,17
92,1,1:31.0,G. Hayward makes free throw 2 of 2,,30,17
93,1,1:18.0,,J. Holiday makes 3-pt jump shot from 27 ft (assist by T. McConnell),30,20
94,1,0:55.0,J. Tatum misses 2-pt jump shot from 8 ft,,30,20
95,1,0:53.0,,Defensive rebound by J. Sampson,30,20
96,1,0:37.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by T. McConnell),30,22
97,1,0:27.0,E. Freedom misses 2-pt hook shot from 7 ft,,30,22
98,1,0:24.0,,Defensive rebound by J. Holiday,30,22
99,1,0:19.0,,Personal foul by J. Tatum (drawn by J. Holiday),30,22
100,1,0:19.0,M. Smart enters the game for G. Hayward,,30,22
101,1,0:05.0,,D. Sabonis misses 2-pt jump shot from 19 ft,30,22
102,1,0:02.0,Defensive rebound by E. Freedom,,30,22
103,2,11:46.0,,D. Sabonis makes 2-pt layup from 2 ft,30,24
104,2,11:34.0,S. Ojeleye misses 2-pt layup from 1 ft,,30,24
105,2,11:32.0,,Defensive rebound by D. Sabonis,30,24
106,2,11:25.0,,T. McConnell misses 2-pt jump shot from 11 ft,30,24
107,2,11:23.0,Defensive rebound by M. Smart,,30,24
108,2,11:18.0,S. Ojeleye misses 3-pt jump shot from 27 ft,,30,24
109,2,11:15.0,,Defensive rebound by T. McConnell,30,24
110,2,10:56.0,,D. Sabonis misses 2-pt jump shot from 11 ft,30,24
111,2,10:52.0,,Offensive rebound by J. Sampson,30,24
112,2,10:52.0,,J. Sampson misses 2-pt dunk at rim,30,24
113,2,10:52.0,Defensive rebound by J. Tatum,,30,24
114,2,10:48.0,J. Tatum makes 2-pt dunk from 1 ft,,32,24
115,2,10:24.0,,D. Sabonis makes 2-pt jump shot from 6 ft,32,26
116,2,10:07.0,J. Tatum makes 2-pt jump shot from 18 ft,,34,26
117,2,9:48.0,,D. Sabonis misses 2-pt hook shot from 3 ft (block by E. Freedom),34,26
118,2,9:44.0,Defensive rebound by M. Smart,,34,26
119,2,9:41.0,M. Smart misses 2-pt layup from 5 ft,,34,26
120,2,9:37.0,,Defensive rebound by J. Sampson,34,26
121,2,9:33.0,,E. Sumner misses 2-pt layup from 2 ft,34,26
122,2,9:31.0,Defensive rebound by E. Freedom,,34,26
123,2,9:20.0,J. Tatum makes 3-pt jump shot from 28 ft,,37,26
124,2,9:18.0,,Indiana full timeout,37,26
125,2,9:18.0,,T. Warren enters the game for J. Sampson,37,26
126,2,8:58.0,,J. Holiday misses 3-pt jump shot from 26 ft,37,26
127,2,8:54.0,Defensive rebound by E. Freedom,,37,26
128,2,8:40.0,Shooting foul by J. Holiday (drawn by B. Wanamaker),,37,26
129,2,8:40.0,B. Wanamaker makes free throw 1 of 2,,38,26
130,2,8:40.0,,A. Holiday enters the game for E. Sumner,38,26
131,2,8:40.0,B. Wanamaker makes free throw 2 of 2,,39,26
132,2,8:30.0,,D. Sabonis misses 2-pt jump shot from 19 ft,39,26
133,2,8:27.0,Defensive rebound by J. Tatum,,39,26
134,2,8:21.0,Shooting foul by J. Holiday (drawn by J. Tatum),,39,26
135,2,8:21.0,J. Tatum makes free throw 1 of 2,,40,26
136,2,8:21.0,,V. Oladipo enters the game for J. Holiday,40,26
137,2,8:21.0,,M. Turner enters the game for T. McConnell,40,26
138,2,8:21.0,J. Tatum makes free throw 2 of 2,,41,26
139,2,8:06.0,,V. Oladipo makes 3-pt jump shot from 29 ft (assist by D. Sabonis),41,29
140,2,7:52.0,Personal foul by T. Warren (drawn by B. Wanamaker),,41,29
141,2,7:44.0,J. Tatum makes 3-pt jump shot from 28 ft,,44,29
142,2,7:29.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by V. Oladipo),44,31
143,2,7:15.0,M. Smart misses 3-pt jump shot from 27 ft,,44,31
144,2,7:11.0,Offensive rebound by E. Freedom,,44,31
145,2,7:10.0,E. Freedom misses 2-pt hook shot from 4 ft,,44,31
146,2,7:07.0,,Defensive rebound by D. Sabonis,44,31
147,2,6:55.0,,T. Warren misses 2-pt jump shot from 8 ft,44,31
148,2,6:52.0,Defensive rebound by S. Ojeleye,,44,31
149,2,6:46.0,Turnover by S. Ojeleye (bad pass; steal by A. Holiday),,44,31
150,2,6:42.0,,T. Warren makes 2-pt layup from 1 ft (assist by D. Sabonis),44,33
151,2,6:41.0,Technical foul by T. Warren,,44,33
152,2,6:41.0,J. Tatum makes technical free throw,,45,33
153,2,6:41.0,K. Walker enters the game for B. Wanamaker,,45,33
154,2,6:23.0,J. Tatum misses 3-pt jump shot from 25 ft,,45,33
155,2,6:20.0,Offensive rebound by E. Freedom,,45,33
156,2,6:18.0,Turnover by E. Freedom (bad pass; steal by D. Sabonis),,45,33
157,2,6:14.0,,Turnover by D. Sabonis (lost ball; steal by E. Freedom),45,33
158,2,6:09.0,J. Tatum makes 3-pt jump shot from 29 ft,,48,33
159,2,5:50.0,,T. Warren misses 3-pt jump shot from 28 ft,48,33
160,2,5:48.0,Defensive rebound by Team,,48,33
161,2,5:48.0,G. Hayward enters the game for E. Freedom,,48,33
162,2,5:48.0,D. Theis enters the game for M. Smart,,48,33
163,2,5:35.0,S. Ojeleye misses 3-pt jump shot from 26 ft,,48,33
164,2,5:32.0,,Defensive rebound by V. Oladipo,48,33
165,2,5:28.0,,Shooting foul by D. Theis (drawn by V. Oladipo),48,33
166,2,5:28.0,,V. Oladipo makes free throw 1 of 2,48,34
167,2,5:28.0,,V. Oladipo makes free throw 2 of 2,48,35
168,2,5:16.0,S. Ojeleye misses 3-pt jump shot from 23 ft,,48,35
169,2,5:13.0,,Defensive rebound by V. Oladipo,48,35
170,2,4:56.0,,D. Sabonis misses 2-pt jump shot from 5 ft,48,35
171,2,4:53.0,,Offensive rebound by T. Warren,48,35
172,2,4:53.0,,T. Warren makes 2-pt layup at rim,48,37
173,2,4:39.0,G. Hayward misses 3-pt jump shot from 27 ft,,48,37
174,2,4:37.0,,Defensive rebound by T. Warren,48,37
175,2,4:17.0,,D. Sabonis misses 3-pt jump shot from 27 ft,48,37
176,2,4:15.0,Defensive rebound by K. Walker,,48,37
177,2,4:11.0,Boston full timeout,,48,37
178,2,4:11.0,M. Smart enters the game for S. Ojeleye,,48,37
179,2,4:11.0,G. Williams enters the game for J. Tatum,,48,37
180,2,4:05.0,G. Hayward misses 2-pt layup from 1 ft (block by V. Oladipo),,48,37
181,2,4:04.0,,Defensive rebound by Team,48,37
182,2,3:48.0,,Turnover by M. Turner (lost ball; steal by G. Williams),48,37
183,2,3:45.0,M. Smart makes 2-pt jump shot from 16 ft,,50,37
184,2,3:23.0,,M. Turner makes 2-pt layup from 2 ft,50,39
185,2,3:23.0,,Shooting foul by G. Williams (drawn by M. Turner),50,39
186,2,3:23.0,,M. Turner makes free throw 1 of 1,50,40
187,2,3:11.0,K. Walker misses 3-pt jump shot from 26 ft,,50,40
188,2,3:08.0,,Defensive rebound by D. Sabonis,50,40
189,2,2:59.0,,A. Holiday makes 2-pt layup from 2 ft,50,42
190,2,2:33.0,G. Hayward misses 2-pt jump shot from 16 ft,,50,42
191,2,2:31.0,,Defensive rebound by V. Oladipo,50,42
192,2,2:26.0,,V. Oladipo makes 3-pt jump shot from 26 ft,50,45
193,2,2:01.0,D. Theis makes 2-pt jump shot from 11 ft (assist by M. Smart),,52,45
194,2,1:47.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by D. Sabonis),52,48
195,2,1:31.0,Personal foul by V. Oladipo (drawn by G. Hayward),,52,48
196,2,1:31.0,J. Tatum enters the game for G. Williams,,52,48
197,2,1:31.0,,J. Holiday enters the game for D. Sabonis,52,48
198,2,1:20.0,M. Smart makes 3-pt jump shot from 29 ft,,55,48
199,2,1:02.0,,V. Oladipo misses 2-pt jump shot from 16 ft,55,48
200,2,1:00.0,Defensive rebound by J. Tatum,,55,48
201,2,0:52.0,J. Tatum misses 3-pt jump shot from 28 ft,,55,48
202,2,0:49.0,,Defensive rebound by M. Turner,55,48
203,2,0:47.0,,Turnover by M. Turner (lost ball; steal by J. Tatum),55,48
204,2,0:28.0,Personal foul by M. Turner (drawn by K. Walker),,55,48
205,2,0:28.0,K. Walker makes free throw 1 of 2,,56,48
206,2,0:28.0,,J. Sampson enters the game for M. Turner,56,48
207,2,0:28.0,K. Walker makes free throw 2 of 2,,57,48
208,2,0:07.0,,V. Oladipo makes 2-pt jump shot from 22 ft,57,50
209,2,0:02.0,D. Theis makes 2-pt jump shot from 6 ft (assist by G. Hayward),,59,50
210,2,0:00.0,,A. Holiday misses 3-pt jump shot from 52 ft,59,50
211,2,0:00.0,,Offensive rebound by Team,59,50
212,3,11:46.0,,T. Warren makes 2-pt jump shot from 15 ft (assist by A. Holiday),59,52
213,3,11:26.0,G. Hayward makes 3-pt jump shot from 28 ft (assist by M. Smart),,62,52
214,3,11:04.0,,D. Sabonis makes 2-pt layup from 4 ft (assist by V. Oladipo),62,54
215,3,10:49.0,G. Hayward misses 3-pt jump shot from 24 ft,,62,54
216,3,10:47.0,,Defensive rebound by M. Turner,62,54
217,3,10:41.0,,A. Holiday misses 2-pt jump shot from 7 ft,62,54
218,3,10:38.0,Defensive rebound by G. Hayward,,62,54
219,3,10:26.0,D. Theis makes 2-pt layup from 2 ft (assist by M. Smart),,64,54
220,3,10:04.0,,Turnover by D. Sabonis (bad pass; steal by J. Tatum),64,54
221,3,9:57.0,G. Hayward misses 2-pt layup from 2 ft,,64,54
222,3,9:55.0,Offensive rebound by G. Hayward,,64,54
223,3,9:55.0,G. Hayward makes 2-pt layup at rim,,66,54
224,3,9:40.0,,T. Warren misses 2-pt layup from 1 ft,66,54
225,3,9:37.0,Defensive rebound by D. Theis,,66,54
226,3,9:28.0,K. Walker makes 2-pt jump shot from 19 ft,,68,54
227,3,9:12.0,,Turnover by T. Warren (bad pass; steal by G. Hayward),68,54
228,3,9:11.0,Personal take foul by T. Warren (drawn by G. Hayward),,68,54
229,3,8:49.0,Turnover by K. Walker (out of bounds lost ball),,68,54
230,3,8:40.0,,D. Sabonis makes 2-pt jump shot from 5 ft (assist by V. Oladipo),68,56
231,3,8:19.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by M. Smart),,71,56
232,3,8:12.0,,Indiana full timeout,71,56
233,3,8:09.0,,Personal foul by G. Hayward (drawn by M. Turner),71,56
234,3,8:04.0,,Turnover by T. Warren (bad pass; steal by J. Tatum),71,56
235,3,7:46.0,Personal foul by V. Oladipo (drawn by M. Smart),,71,56
236,3,7:42.0,G. Hayward makes 2-pt jump shot from 19 ft (assist by D. Theis),,73,56
237,3,7:29.0,,V. Oladipo makes 2-pt jump shot from 19 ft (assist by D. Sabonis),73,58
238,3,7:11.0,D. Theis makes 2-pt dunk from 3 ft (assist by K. Walker),,75,58
239,3,6:54.0,,A. Holiday misses 2-pt jump shot from 15 ft,75,58
240,3,6:50.0,,Offensive rebound by T. Warren,75,58
241,3,6:50.0,,T. Warren makes 2-pt layup from 1 ft,75,60
242,3,6:38.0,Shooting foul by T. Warren (drawn by D. Theis),,75,60
243,3,6:38.0,D. Theis makes free throw 1 of 2,,76,60
244,3,6:38.0,R. Langford enters the game for J. Tatum,,76,60
245,3,6:38.0,D. Theis makes free throw 2 of 2,,77,60
246,3,6:24.0,,M. Turner makes 2-pt jump shot from 3 ft,77,62
247,3,6:03.0,M. Smart makes 2-pt jump shot from 19 ft,,79,62
248,3,5:52.0,,Shooting foul by R. Langford (drawn by T. Warren),79,62
249,3,5:52.0,,T. Warren makes free throw 1 of 2,79,63
250,3,5:52.0,,T. Warren makes free throw 2 of 2,79,64
251,3,5:45.0,K. Walker misses 3-pt jump shot from 29 ft,,79,64
252,3,5:41.0,,Defensive rebound by V. Oladipo,79,64
253,3,5:31.0,,Offensive foul by T. Warren (drawn by K. Walker),79,64
254,3,5:31.0,,Turnover by T. Warren (offensive foul),79,64
255,3,5:31.0,,J. Holiday enters the game for V. Oladipo,79,64
256,3,5:20.0,G. Hayward misses 2-pt jump shot from 13 ft,,79,64
257,3,5:17.0,Offensive rebound by Team,,79,64
258,3,5:17.0,,E. Sumner enters the game for T. Warren,79,64
259,3,5:08.0,G. Hayward misses 2-pt layup from 1 ft,,79,64
260,3,5:06.0,,Defensive rebound by E. Sumner,79,64
261,3,4:56.0,,D. Sabonis misses 2-pt layup from 2 ft (block by G. Hayward),79,64
262,3,4:56.0,,Offensive rebound by Team,79,64
263,3,4:56.0,B. Wanamaker enters the game for M. Smart,,79,64
264,3,4:44.0,,D. Sabonis misses 3-pt jump shot from 24 ft,79,64
265,3,4:39.0,,Offensive rebound by D. Sabonis,79,64
266,3,4:38.0,,D. Sabonis makes 2-pt dunk from 1 ft,79,66
267,3,4:12.0,D. Theis misses 2-pt layup from 2 ft (block by M. Turner),,79,66
268,3,4:12.0,Offensive rebound by Team,,79,66
269,3,4:11.0,K. Walker makes 3-pt jump shot from 23 ft (assist by B. Wanamaker),,82,66
270,3,3:58.0,,E. Sumner misses 2-pt layup from 1 ft,82,66
271,3,3:55.0,Defensive rebound by K. Walker,,82,66
272,3,3:47.0,D. Theis makes 3-pt jump shot from 24 ft (assist by K. Walker),,85,66
273,3,3:38.0,,Indiana full timeout,85,66
274,3,3:38.0,J. Tatum enters the game for K. Walker,,85,66
275,3,3:38.0,,J. Sampson enters the game for D. Sabonis,85,66
276,3,3:32.0,,M. Turner makes 2-pt layup from 1 ft (assist by A. Holiday),85,68
277,3,3:32.0,,Shooting foul by D. Theis (drawn by M. Turner),85,68
278,3,3:32.0,,T. McConnell enters the game for A. Holiday,85,68
279,3,3:32.0,,M. Turner misses free throw 1 of 1,85,68
280,3,3:30.0,Defensive rebound by J. Tatum,,85,68
281,3,3:20.0,G. Hayward misses 3-pt jump shot from 27 ft,,85,68
282,3,3:17.0,,Defensive rebound by J. Sampson,85,68
283,3,3:06.0,,Turnover by E. Sumner (bad pass; steal by J. Tatum),85,68
284,3,3:01.0,G. Hayward makes 2-pt layup from 2 ft (assist by J. Tatum),,87,68
285,3,2:54.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by T. McConnell),87,71
286,3,2:39.0,R. Langford misses 2-pt layup from 2 ft,,87,71
287,3,2:37.0,,Defensive rebound by M. Turner,87,71
288,3,2:31.0,,M. Turner misses 3-pt jump shot from 28 ft,87,71
289,3,2:29.0,Defensive rebound by G. Hayward,,87,71
290,3,2:19.0,J. Tatum makes 2-pt jump shot from 5 ft,,89,71
291,3,1:58.0,,M. Turner makes 2-pt layup from 2 ft,89,73
292,3,1:36.0,D. Theis misses 2-pt layup from 2 ft,,89,73
293,3,1:34.0,Offensive rebound by R. Langford,,89,73
294,3,1:33.0,R. Langford misses 2-pt dunk from 2 ft (block by M. Turner),,89,73
295,3,1:29.0,,Defensive rebound by J. Sampson,89,73
296,3,1:27.0,,E. Sumner makes 2-pt layup from 1 ft (assist by J. Sampson),89,75
297,3,1:27.0,Boston full timeout,,89,75
298,3,1:27.0,E. Freedom enters the game for G. Hayward,,89,75
299,3,1:27.0,S. Ojeleye enters the game for R. Langford,,89,75
300,3,1:27.0,M. Smart enters the game for D. Theis,,89,75
301,3,1:27.0,,D. Sabonis enters the game for M. Turner,89,75
302,3,1:08.0,Personal foul by D. Sabonis (drawn by E. Freedom),,89,75
303,3,1:04.0,B. Wanamaker makes 2-pt layup from 2 ft (assist by E. Freedom),,91,75
304,3,1:04.0,Shooting foul by T. McConnell (drawn by B. Wanamaker),,91,75
305,3,1:04.0,B. Wanamaker makes free throw 1 of 1,,92,75
306,3,0:56.0,Technical foul by N. McMillan,,92,75
307,3,0:56.0,J. Tatum makes technical free throw,,93,75
308,3,0:48.0,,D. Sabonis makes 2-pt dunk from 3 ft (assist by E. Sumner),93,77
309,3,0:48.0,,Shooting foul by B. Wanamaker (drawn by D. Sabonis),93,77
310,3,0:48.0,,D. Sabonis makes free throw 1 of 1,93,78
311,3,0:32.0,Personal foul by E. Sumner (drawn by J. Tatum),,93,78
