,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW ORLEANS_ACTION,MILWAUKEE_SCORE,NEW ORLEANS_SCORE
141,2,8:50.0,Defensive rebound by G. Antetokounmpo,,37,39
142,2,8:39.0,K. Korver misses 2-pt jump shot from 8 ft,,37,39
143,2,8:37.0,,Defensive rebound by J. Hart,37,39
144,2,8:33.0,,Shooting foul by G. Antetokounmpo (drawn by Z. Williamson),37,39
145,2,8:33.0,,Z. Williamson misses free throw 1 of 2,37,39
146,2,8:33.0,,Offensive rebound by Team,37,39
147,2,8:33.0,,E. Moore enters the game for J. Redick,37,39
148,2,8:33.0,,Z. Williamson makes free throw 2 of 2,37,40
149,2,8:16.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Korver),,39,40
150,2,8:07.0,,Z. Williamson makes 2-pt dunk at rim (assist by J. Holiday),39,42
151,2,7:56.0,Shooting foul by Z. Williamson (drawn by G. Antetokounmpo),,39,42
152,2,7:56.0,G. Antetokounmpo makes free throw 1 of 2,,40,42
153,2,7:56.0,W. Matthews enters the game for K. Korver,,40,42
154,2,7:56.0,G. Antetokounmpo makes free throw 2 of 2,,41,42
155,2,7:46.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by N. Melli),41,45
156,2,7:33.0,Turnover by E. Bledsoe (bad pass; steal by J. Hart),,41,45
157,2,7:31.0,,Z. Williamson misses 2-pt layup from 2 ft (block by G. Antetokounmpo),41,45
158,2,7:31.0,,Offensive rebound by Team,41,45
159,2,7:26.0,,N. Melli makes 3-pt jump shot from 26 ft (assist by J. Holiday),41,48
160,2,7:13.0,W. Matthews misses 3-pt jump shot from 23 ft,,41,48
161,2,7:08.0,,Defensive rebound by N. Melli,41,48
162,2,6:59.0,,Z. Williamson misses 2-pt hook shot from 2 ft (block by B. Lopez),41,48
163,2,6:56.0,Defensive rebound by G. Antetokounmpo,,41,48
164,2,6:50.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by W. Matthews),,44,48
165,2,6:38.0,,Personal foul by G. Antetokounmpo (drawn by N. Melli),44,48
166,2,6:38.0,,New Orleans full timeout,44,48
167,2,6:38.0,E. İlyasova enters the game for G. Antetokounmpo,,44,48
168,2,6:38.0,,D. Favors enters the game for Z. Williamson,44,48
169,2,6:29.0,,N. Melli misses 3-pt jump shot from 24 ft,44,48
170,2,6:24.0,Defensive rebound by E. Bledsoe,,44,48
171,2,6:16.0,W. Matthews misses 3-pt jump shot from 25 ft,,44,48
172,2,6:12.0,Offensive rebound by E. İlyasova,,44,48
173,2,6:12.0,Offensive foul by E. İlyasova (drawn by N. Melli),,44,48
174,2,6:12.0,Turnover by E. İlyasova (offensive foul),,44,48
175,2,6:01.0,,N. Melli misses 2-pt jump shot from 22 ft,44,48
176,2,5:56.0,Defensive rebound by E. Bledsoe,,44,48
177,2,5:48.0,K. Middleton misses 3-pt jump shot from 26 ft,,44,48
178,2,5:46.0,,Defensive rebound by Team,44,48
179,2,5:46.0,,B. Ingram enters the game for N. Melli,44,48
180,2,5:37.0,,E. Moore makes 2-pt jump shot from 11 ft (assist by J. Holiday),44,50
181,2,5:37.0,,Shooting foul by E. Bledsoe (drawn by E. Moore),44,50
182,2,5:37.0,P. Connaughton enters the game for E. Bledsoe,,44,50
183,2,5:37.0,D. DiVincenzo enters the game for E. İlyasova,,44,50
184,2,5:37.0,,L. Ball enters the game for J. Holiday,44,50
185,2,5:37.0,,E. Moore makes free throw 1 of 1,44,51
186,2,5:19.0,K. Middleton makes 2-pt jump shot from 10 ft (assist by D. DiVincenzo),,46,51
187,2,5:04.0,,E. Moore misses 2-pt jump shot from 22 ft,46,51
188,2,5:04.0,Defensive rebound by K. Middleton,,46,51
189,2,4:49.0,B. Lopez misses 3-pt jump shot from 28 ft,,46,51
190,2,4:46.0,,Defensive rebound by L. Ball,46,51
191,2,4:34.0,,B. Ingram makes 2-pt jump shot from 9 ft,46,53
192,2,4:34.0,,Shooting foul by W. Matthews (drawn by B. Ingram),46,53
193,2,4:34.0,,B. Ingram makes free throw 1 of 1,46,54
194,2,4:14.0,K. Middleton makes 2-pt layup from 1 ft,,48,54
195,2,4:05.0,,J. Hart misses 3-pt jump shot from 26 ft,48,54
196,2,4:03.0,Defensive rebound by Team,,48,54
197,2,4:03.0,,Z. Williamson enters the game for J. Hart,48,54
198,2,3:46.0,K. Middleton makes 2-pt jump shot from 16 ft (assist by D. DiVincenzo),,50,54
199,2,3:27.0,,L. Ball misses 3-pt jump shot from 26 ft,50,54
200,2,3:23.0,Defensive rebound by K. Middleton,,50,54
201,2,3:18.0,K. Middleton misses 3-pt jump shot from 26 ft,,50,54
202,2,3:16.0,,Defensive rebound by L. Ball,50,54
203,2,3:11.0,,Z. Williamson misses 2-pt layup from 2 ft,50,54
204,2,3:11.0,,Offensive rebound by E. Moore,50,54
205,2,3:07.0,,E. Moore makes 2-pt dunk at rim,50,56
206,2,3:00.0,Turnover by B. Lopez (bad pass),,50,56
207,2,3:00.0,G. Antetokounmpo enters the game for B. Lopez,,50,56
208,2,2:54.0,,Offensive foul by Z. Williamson (drawn by P. Connaughton),50,56
209,2,2:54.0,,Turnover by Z. Williamson (offensive foul),50,56
210,2,2:54.0,Milwaukee full timeout,,50,56
211,2,2:54.0,E. Bledsoe enters the game for W. Matthews,,50,56
212,2,2:54.0,K. Korver enters the game for K. Middleton,,50,56
213,2,2:42.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,50,56
214,2,2:38.0,,Defensive rebound by L. Ball,50,56
215,2,2:30.0,,E. Moore misses 3-pt jump shot from 24 ft,50,56
216,2,2:28.0,Defensive rebound by D. DiVincenzo,,50,56
217,2,2:22.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by D. DiVincenzo),,52,56
218,2,2:13.0,,Offensive foul by B. Ingram (drawn by K. Korver),52,56
219,2,2:13.0,,Turnover by B. Ingram (offensive foul),52,56
220,2,2:04.0,E. Bledsoe makes 2-pt jump shot from 17 ft,,54,56
221,2,1:45.0,,Shooting foul by P. Connaughton (drawn by Z. Williamson),54,56
222,2,1:45.0,,Z. Williamson makes free throw 1 of 2,54,57
223,2,1:45.0,,Z. Williamson makes free throw 2 of 2,54,58
224,2,1:38.0,D. DiVincenzo misses 3-pt jump shot from 26 ft,,54,58
225,2,1:34.0,,Defensive rebound by L. Ball,54,58
226,2,1:20.0,,Turnover by B. Ingram (lost ball; steal by D. DiVincenzo),54,58
227,2,1:15.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,56,58
228,2,1:06.0,,E. Moore misses 3-pt jump shot from 26 ft,56,58
229,2,1:02.0,Defensive rebound by G. Antetokounmpo,,56,58
230,2,0:58.0,Turnover by G. Antetokounmpo (traveling),,56,58
231,2,0:50.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by Z. Williamson),56,61
232,2,0:38.0,E. Bledsoe makes 2-pt layup from 1 ft,,58,61
233,2,0:34.0,,B. Ingram misses 3-pt jump shot from 23 ft,58,61
234,2,0:30.0,Defensive rebound by G. Antetokounmpo,,58,61
235,2,0:26.0,K. Korver misses 3-pt jump shot from 23 ft,,58,61
236,2,0:22.0,Offensive rebound by D. DiVincenzo,,58,61
237,2,0:20.0,D. DiVincenzo misses 2-pt layup from 2 ft,,58,61
238,2,0:18.0,,Defensive rebound by B. Ingram,58,61
239,2,0:00.0,,E. Moore misses 3-pt jump shot from 23 ft,58,61
240,2,0:00.0,,Offensive rebound by Team,58,61
241,3,11:48.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,58,61
242,3,11:44.0,,Defensive rebound by B. Ingram,58,61
243,3,11:26.0,,D. Favors misses 2-pt hook shot from 6 ft,58,61
244,3,11:24.0,Defensive rebound by G. Antetokounmpo,,58,61
245,3,11:15.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,58,61
246,3,11:13.0,,Defensive rebound by B. Ingram,58,61
247,3,11:06.0,,Personal foul by K. Middleton (drawn by D. Favors),58,61
248,3,10:59.0,,J. Holiday misses 2-pt layup from 1 ft (block by W. Matthews),58,61
249,3,10:59.0,,Offensive rebound by Team,58,61
250,3,10:59.0,,Offensive foul by J. Holiday (drawn by W. Matthews),58,61
251,3,10:59.0,,Turnover by J. Holiday (offensive foul),58,61
252,3,10:46.0,Shooting foul by B. Ingram (drawn by G. Antetokounmpo),,58,61
253,3,10:46.0,G. Antetokounmpo makes free throw 1 of 2,,59,61
254,3,10:46.0,G. Antetokounmpo makes free throw 2 of 2,,60,61
255,3,10:33.0,,B. Ingram misses 3-pt jump shot from 25 ft,60,61
256,3,10:30.0,Defensive rebound by G. Antetokounmpo,,60,61
257,3,10:26.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),,62,61
258,3,10:13.0,,L. Ball misses 2-pt jump shot from 15 ft,62,61
259,3,10:13.0,,Offensive rebound by Z. Williamson,62,61
260,3,10:13.0,,Shooting foul by G. Antetokounmpo (drawn by Z. Williamson),62,61
261,3,10:13.0,,Z. Williamson makes free throw 1 of 2,62,62
262,3,10:13.0,,Z. Williamson makes free throw 2 of 2,62,63
263,3,10:01.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,65,63
264,3,9:49.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by L. Ball),65,65
265,3,9:35.0,Shooting foul by D. Favors (drawn by G. Antetokounmpo),,65,65
266,3,9:35.0,G. Antetokounmpo misses free throw 1 of 2,,65,65
267,3,9:35.0,Offensive rebound by Team,,65,65
268,3,9:35.0,G. Antetokounmpo makes free throw 2 of 2,,66,65
269,3,9:28.0,,J. Holiday misses 3-pt jump shot from 23 ft,66,65
270,3,9:25.0,Defensive rebound by K. Middleton,,66,65
271,3,9:19.0,Turnover by K. Middleton (bad pass; steal by B. Ingram),,66,65
272,3,9:16.0,,B. Ingram makes 2-pt dunk from 1 ft,66,67
273,3,9:08.0,G. Antetokounmpo makes 3-pt jump shot from 25 ft (assist by K. Middleton),,69,67
274,3,8:53.0,,Turnover by J. Holiday (bad pass; steal by K. Middleton),69,67
275,3,8:43.0,G. Antetokounmpo makes 2-pt hook shot from 3 ft,,71,67
276,3,8:32.0,,Z. Williamson misses 3-pt jump shot from 25 ft,71,67
277,3,8:30.0,Defensive rebound by B. Lopez,,71,67
278,3,8:21.0,Shooting foul by Z. Williamson (drawn by E. Bledsoe),,71,67
279,3,8:21.0,E. Bledsoe makes free throw 1 of 2,,72,67
280,3,8:21.0,E. Bledsoe makes free throw 2 of 2,,73,67
281,3,8:17.0,,New Orleans full timeout,73,67
282,3,8:17.0,P. Connaughton enters the game for G. Antetokounmpo,,73,67
283,3,8:07.0,,Turnover by Z. Williamson (lost ball; steal by E. Bledsoe),73,67
284,3,8:04.0,E. Bledsoe makes 2-pt layup from 1 ft,,75,67
285,3,7:53.0,,Shooting foul by B. Lopez (drawn by B. Ingram),75,67
286,3,7:53.0,,B. Ingram misses free throw 1 of 2,75,67
287,3,7:53.0,,Offensive rebound by Team,75,67
288,3,7:53.0,G. Antetokounmpo enters the game for P. Connaughton,,75,67
289,3,7:53.0,,B. Ingram makes free throw 2 of 2,75,68
290,3,7:41.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,78,68
291,3,7:23.0,,Turnover by L. Ball (bad pass; steal by B. Lopez),78,68
292,3,7:18.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by K. Middleton),,81,68
293,3,7:12.0,,New Orleans full timeout,81,68
294,3,7:12.0,P. Connaughton enters the game for G. Antetokounmpo,,81,68
295,3,7:01.0,,B. Ingram makes 2-pt jump shot from 15 ft (assist by Z. Williamson),81,70
296,3,6:44.0,B. Lopez makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,83,70
297,3,6:32.0,,L. Ball misses 3-pt jump shot from 28 ft,83,70
298,3,6:29.0,Defensive rebound by E. Bledsoe,,83,70
299,3,6:25.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,83,70
300,3,6:22.0,,Defensive rebound by J. Holiday,83,70
301,3,6:19.0,,L. Ball misses 3-pt jump shot from 25 ft,83,70
302,3,6:16.0,Defensive rebound by P. Connaughton,,83,70
303,3,6:05.0,K. Middleton misses 2-pt jump shot from 16 ft,,83,70
304,3,6:00.0,Offensive rebound by P. Connaughton,,83,70
305,3,5:59.0,W. Matthews makes 3-pt jump shot from 29 ft (assist by P. Connaughton),,86,70
306,3,5:49.0,,Turnover by D. Favors (bad pass),86,70
307,3,5:49.0,G. Antetokounmpo enters the game for P. Connaughton,,86,70
308,3,5:49.0,,J. Hart enters the game for L. Ball,86,70
309,3,5:49.0,,J. Redick enters the game for Z. Williamson,86,70
310,3,5:32.0,E. Bledsoe misses 2-pt layup from 2 ft,,86,70
311,3,5:30.0,,Defensive rebound by D. Favors,86,70
312,3,5:21.0,,J. Holiday misses 3-pt jump shot from 26 ft,86,70
313,3,5:17.0,Defensive rebound by K. Middleton,,86,70
314,3,5:11.0,K. Middleton makes 2-pt dunk at rim (assist by B. Lopez),,88,70
315,3,5:01.0,,J. Hart makes 2-pt layup from 1 ft (assist by J. Redick),88,72
316,3,4:50.0,G. Antetokounmpo makes 2-pt jump shot from 11 ft,,90,72
317,3,4:33.0,,B. Ingram makes 3-pt jump shot from 23 ft (assist by J. Hart),90,75
318,3,4:17.0,B. Lopez misses 3-pt jump shot from 24 ft,,90,75
319,3,4:14.0,,Defensive rebound by J. Redick,90,75
320,3,4:06.0,,D. Favors misses 2-pt jump shot from 11 ft,90,75
321,3,4:03.0,Defensive rebound by G. Antetokounmpo,,90,75
322,3,3:58.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,90,75
323,3,3:56.0,Offensive rebound by Team,,90,75
324,3,3:56.0,P. Connaughton enters the game for E. Bledsoe,,90,75
325,3,3:56.0,D. DiVincenzo enters the game for B. Lopez,,90,75
326,3,3:56.0,,N. Melli enters the game for D. Favors,90,75
327,3,3:56.0,,Violation by Team (kicked ball),90,75
328,3,3:48.0,G. Antetokounmpo misses 2-pt layup from 10 ft,,90,75
329,3,3:45.0,,Defensive rebound by J. Hart,90,75
330,3,3:41.0,,J. Redick misses 3-pt jump shot from 24 ft,90,75
331,3,3:38.0,,Offensive rebound by Team,90,75
332,3,3:38.0,K. Korver enters the game for K. Middleton,,90,75
333,3,3:35.0,,J. Hart misses 3-pt jump shot from 27 ft,90,75
334,3,3:31.0,Defensive rebound by P. Connaughton,,90,75
335,3,3:28.0,Milwaukee full timeout,,90,75
336,3,3:13.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,92,75
337,3,3:07.0,,J. Holiday misses 2-pt layup from 3 ft,92,75
338,3,3:05.0,Defensive rebound by G. Antetokounmpo,,92,75
339,3,3:01.0,Personal foul by J. Hart (drawn by W. Matthews),,92,75
340,3,3:01.0,S. Brown enters the game for W. Matthews,,92,75
341,3,3:01.0,,L. Ball enters the game for J. Holiday,92,75
342,3,2:57.0,Shooting foul by L. Ball (drawn by D. DiVincenzo),,92,75
343,3,2:57.0,D. DiVincenzo makes free throw 1 of 2,,93,75
344,3,2:57.0,D. DiVincenzo makes free throw 2 of 2,,94,75
345,3,2:48.0,,J. Redick misses 3-pt jump shot from 26 ft,94,75
346,3,2:45.0,Defensive rebound by G. Antetokounmpo,,94,75
347,3,2:41.0,S. Brown misses 3-pt jump shot from 24 ft,,94,75
348,3,2:36.0,,Defensive rebound by N. Melli,94,75
349,3,2:29.0,,B. Ingram makes 2-pt dunk from 1 ft,94,77
350,3,2:22.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,96,77
351,3,2:22.0,Shooting foul by N. Melli (drawn by G. Antetokounmpo),,96,77
352,3,2:22.0,G. Antetokounmpo misses free throw 1 of 1,,96,77
353,3,2:19.0,,Defensive rebound by J. Hart,96,77
354,3,2:12.0,,J. Hart misses 2-pt layup from 2 ft,96,77
355,3,2:10.0,,Offensive rebound by B. Ingram,96,77
356,3,2:02.0,,N. Melli makes 3-pt jump shot from 26 ft (assist by J. Hart),96,80
357,3,1:44.0,S. Brown misses 3-pt jump shot from 24 ft,,96,80
358,3,1:41.0,,Defensive rebound by J. Hart,96,80
359,3,1:31.0,,J. Redick misses 2-pt layup from 2 ft (block by K. Korver),96,80
360,3,1:29.0,Defensive rebound by D. DiVincenzo,,96,80
361,3,1:21.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,96,80
362,3,1:19.0,,Defensive rebound by L. Ball,96,80
363,3,1:19.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by L. Ball),96,83
364,3,1:15.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by S. Brown),,98,83
365,3,1:00.0,,B. Ingram misses 3-pt jump shot from 25 ft,98,83
366,3,0:58.0,Defensive rebound by G. Antetokounmpo,,98,83
367,3,0:46.0,D. DiVincenzo misses 2-pt layup from 2 ft,,98,83
368,3,0:44.0,Offensive rebound by S. Brown,,98,83
