,QUARTER,TIME_REMAINING,DALLAS_ACTION,CLEVELAND_ACTION,DALLAS_SCORE,CLEVELAND_SCORE
52,1,3:54.0,,T. Thompson misses 2-pt hook shot from 8 ft,18,23
53,1,3:53.0,Defensive rebound by L. Dončić,,18,23
54,1,3:42.0,B. Marjanović misses 2-pt hook shot from 7 ft,,18,23
55,1,3:39.0,Offensive rebound by L. Dončić,,18,23
56,1,3:35.0,L. Dončić makes 3-pt jump shot from 23 ft (assist by T. Hardaway),,21,23
57,1,3:17.0,,T. Thompson misses 2-pt hook shot from 6 ft,21,23
58,1,3:17.0,Defensive rebound by Team,,21,23
59,1,3:17.0,,K. Porter enters the game for C. Osman,21,23
60,1,3:03.0,T. Hardaway misses 2-pt jump shot from 8 ft,,21,23
61,1,3:01.0,,Defensive rebound by C. Sexton,21,23
62,1,2:43.0,,K. Porter misses 2-pt jump shot from 13 ft,21,23
63,1,2:43.0,,Offensive rebound by Team,21,23
64,1,2:43.0,,Cleveland full timeout,21,23
65,1,2:43.0,,B. Knight enters the game for C. Sexton,21,23
66,1,2:43.0,,K. Love enters the game for T. Thompson,21,23
67,1,2:30.0,,L. Nance misses 2-pt layup from 1 ft,21,23
68,1,2:28.0,Defensive rebound by B. Marjanović,,21,23
69,1,2:20.0,T. Hardaway misses 2-pt layup from 2 ft (block by J. Clarkson),,21,23
70,1,2:19.0,,Defensive rebound by L. Nance,21,23
71,1,2:16.0,,L. Nance makes 2-pt dunk from 1 ft (assist by K. Porter),21,25
72,1,1:53.0,B. Marjanović makes 2-pt layup from 1 ft (assist by L. Dončić),,23,25
73,1,1:41.0,,K. Love makes 3-pt jump shot from 30 ft (assist by B. Knight),23,28
74,1,1:23.0,L. Dončić makes 3-pt jump shot from 26 ft,,26,28
75,1,1:09.0,,L. Nance misses 3-pt jump shot from 26 ft,26,28
76,1,1:06.0,Defensive rebound by D. Finney-Smith,,26,28
77,1,1:02.0,B. Marjanović misses 2-pt hook shot from 7 ft (block by K. Love),,26,28
78,1,1:01.0,,Defensive rebound by L. Nance,26,28
79,1,0:49.0,,B. Knight misses 3-pt jump shot from 29 ft,26,28
80,1,0:46.0,Defensive rebound by B. Marjanović,,26,28
81,1,0:37.0,T. Hardaway makes 3-pt jump shot from 25 ft,,29,28
82,1,0:18.0,,Turnover by B. Knight (bad pass; steal by D. Wright),29,28
83,1,0:12.0,B. Marjanović makes 2-pt layup from 1 ft (assist by L. Dončić),,31,28
84,1,0:05.0,,Personal take foul by T. Hardaway (drawn by J. Clarkson),31,28
85,1,0:05.0,J. Jackson enters the game for L. Dončić,,31,28
86,1,0:05.0,D. Powell enters the game for B. Marjanović,,31,28
87,1,0:00.0,,J. Clarkson misses 3-pt jump shot from 24 ft,31,28
88,1,0:00.0,,Offensive rebound by Team,31,28
89,2,11:46.0,,K. Love misses 3-pt jump shot from 26 ft,31,28
90,2,11:43.0,Defensive rebound by D. Wright,,31,28
91,2,11:27.0,T. Hardaway makes 2-pt jump shot from 15 ft,,33,28
92,2,11:07.0,,J. Clarkson makes 3-pt jump shot from 27 ft (assist by K. Porter),33,31
93,2,10:56.0,B. Marjanović misses 2-pt hook shot from 12 ft,,33,31
94,2,10:54.0,,Defensive rebound by K. Love,33,31
95,2,10:47.0,,Personal foul by D. Finney-Smith (drawn by K. Love),33,31
96,2,10:47.0,K. Porziņģis enters the game for B. Marjanović,,33,31
97,2,10:37.0,,L. Nance misses 2-pt jump shot from 6 ft,33,31
98,2,10:35.0,Defensive rebound by J. Jackson,,33,31
99,2,10:30.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Wright),,36,31
100,2,10:07.0,,J. Clarkson makes 3-pt jump shot from 27 ft (assist by B. Knight),36,34
101,2,9:48.0,Turnover by D. Wright (bad pass; steal by L. Nance),,36,34
102,2,9:29.0,,B. Knight misses 2-pt jump shot from 9 ft,36,34
103,2,9:26.0,Defensive rebound by Team,,36,34
104,2,9:08.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,36,34
105,2,9:04.0,,Defensive rebound by L. Nance,36,34
106,2,8:54.0,,J. Clarkson makes 3-pt jump shot from 27 ft (assist by B. Knight),36,37
107,2,8:51.0,Dallas full timeout,,36,37
108,2,8:51.0,,D. Garland enters the game for B. Knight,36,37
109,2,8:39.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,36,37
110,2,8:36.0,,Defensive rebound by K. Porter,36,37
111,2,8:28.0,,K. Porter makes 3-pt jump shot from 26 ft,36,40
112,2,8:16.0,J. Jackson misses 3-pt jump shot from 25 ft,,36,40
113,2,8:12.0,,Defensive rebound by J. Clarkson,36,40
114,2,8:06.0,,K. Love misses 3-pt jump shot from 31 ft,36,40
115,2,8:03.0,Defensive rebound by D. Wright,,36,40
116,2,7:56.0,Turnover by K. Porziņģis (out of bounds lost ball),,36,40
117,2,7:56.0,D. Powell enters the game for J. Jackson,,36,40
118,2,7:39.0,,J. Clarkson misses 3-pt jump shot from 26 ft,36,40
119,2,7:37.0,Defensive rebound by K. Porziņģis,,36,40
120,2,7:37.0,J. Brunson enters the game for T. Hardaway,,36,40
121,2,7:37.0,,T. Thompson enters the game for L. Nance,36,40
122,2,7:30.0,K. Porziņģis misses 2-pt jump shot from 11 ft,,36,40
123,2,7:28.0,,Defensive rebound by K. Love,36,40
124,2,7:18.0,,K. Love misses 3-pt jump shot from 26 ft,36,40
125,2,7:16.0,Defensive rebound by K. Porziņģis,,36,40
126,2,7:09.0,D. Wright misses 2-pt layup from 4 ft,,36,40
127,2,7:07.0,Offensive rebound by D. Finney-Smith,,36,40
128,2,7:07.0,D. Finney-Smith misses 2-pt dunk at rim,,36,40
129,2,7:07.0,Offensive rebound by Team,,36,40
130,2,7:04.0,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by D. Wright),,38,40
131,2,6:47.0,,Turnover by J. Clarkson (bad pass; steal by K. Porziņģis),38,40
132,2,6:42.0,D. Wright misses 2-pt layup from 1 ft,,38,40
133,2,6:39.0,Offensive rebound by J. Brunson,,38,40
134,2,6:37.0,Turnover by D. Powell (bad pass; steal by J. Clarkson),,38,40
135,2,6:25.0,,J. Clarkson makes 3-pt jump shot from 27 ft (assist by D. Garland),38,43
136,2,6:05.0,K. Porziņģis misses 2-pt jump shot from 8 ft,,38,43
137,2,6:04.0,Offensive rebound by Team,,38,43
138,2,6:04.0,L. Dončić enters the game for D. Wright,,38,43
139,2,6:04.0,,L. Nance enters the game for J. Clarkson,38,43
140,2,6:04.0,,C. Osman enters the game for K. Love,38,43
141,2,6:04.0,,C. Sexton enters the game for K. Porter,38,43
142,2,5:55.0,J. Brunson makes 3-pt jump shot from 26 ft (assist by L. Dončić),,41,43
143,2,5:32.0,,Turnover by D. Garland (bad pass),41,43
144,2,5:32.0,S. Curry enters the game for D. Finney-Smith,,41,43
145,2,5:17.0,D. Powell makes 2-pt dunk from 2 ft (assist by L. Dončić),,43,43
146,2,5:05.0,,C. Sexton misses 2-pt jump shot from 12 ft,43,43
147,2,5:03.0,,Offensive rebound by Team,43,43
148,2,4:54.0,,C. Sexton misses 2-pt jump shot from 8 ft (block by K. Porziņģis),43,43
149,2,4:51.0,Defensive rebound by L. Dončić,,43,43
150,2,4:47.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by S. Curry),,46,43
151,2,4:40.0,,Cleveland full timeout,46,43
152,2,4:33.0,,Personal foul by S. Curry (drawn by D. Garland),46,43
153,2,4:23.0,,L. Nance misses 2-pt hook shot from 9 ft,46,43
154,2,4:20.0,Defensive rebound by L. Dončić,,46,43
155,2,4:09.0,L. Dončić misses 3-pt jump shot from 25 ft,,46,43
156,2,4:06.0,,Defensive rebound by T. Thompson,46,43
157,2,3:59.0,,C. Sexton makes 2-pt jump shot from 11 ft,46,45
158,2,3:42.0,D. Powell misses 2-pt layup from 3 ft,,46,45
159,2,3:40.0,,Defensive rebound by C. Sexton,46,45
160,2,3:37.0,,D. Garland misses 3-pt jump shot from 25 ft,46,45
161,2,3:35.0,Defensive rebound by J. Brunson,,46,45
162,2,3:32.0,J. Brunson makes 2-pt layup from 1 ft,,48,45
163,2,3:11.0,,C. Osman misses 2-pt layup from 1 ft,48,45
164,2,3:09.0,,Offensive rebound by T. Thompson,48,45
165,2,3:08.0,,T. Thompson misses 2-pt hook shot from 2 ft (block by K. Porziņģis),48,45
166,2,3:07.0,Defensive rebound by K. Porziņģis,,48,45
167,2,2:59.0,L. Dončić misses 2-pt jump shot from 7 ft,,48,45
168,2,2:54.0,Offensive rebound by L. Dončić,,48,45
169,2,2:52.0,L. Dončić makes 3-pt jump shot from 24 ft (assist by J. Brunson),,51,45
170,2,2:36.0,,C. Osman makes 3-pt jump shot from 24 ft (assist by D. Garland),51,48
171,2,2:18.0,K. Porziņģis misses 2-pt jump shot from 20 ft,,51,48
172,2,2:16.0,,Defensive rebound by C. Sexton,51,48
173,2,2:09.0,,C. Sexton misses 3-pt jump shot from 26 ft,51,48
174,2,2:05.0,Defensive rebound by D. Powell,,51,48
175,2,1:57.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by L. Dončić),,54,48
176,2,1:41.0,,C. Osman misses 3-pt jump shot from 27 ft,54,48
177,2,1:38.0,,Offensive rebound by T. Thompson,54,48
178,2,1:34.0,,D. Garland misses 3-pt jump shot from 26 ft,54,48
179,2,1:30.0,Defensive rebound by L. Dončić,,54,48
180,2,1:17.0,D. Powell makes 2-pt dunk from 1 ft (assist by S. Curry),,56,48
181,2,1:07.0,,Personal foul by J. Brunson (drawn by C. Sexton),56,48
182,2,1:07.0,D. Finney-Smith enters the game for K. Porziņģis,,56,48
183,2,1:07.0,,K. Love enters the game for L. Nance,56,48
184,2,1:00.0,,D. Garland makes 2-pt layup from 1 ft (assist by K. Love),56,50
185,2,0:50.0,L. Dončić misses 3-pt jump shot from 26 ft,,56,50
186,2,0:46.0,,Defensive rebound by K. Love,56,50
187,2,0:37.0,,Personal foul by S. Curry (drawn by T. Thompson),56,50
188,2,0:37.0,,T. Thompson misses free throw 1 of 2,56,50
189,2,0:37.0,,Offensive rebound by Team,56,50
190,2,0:37.0,K. Porziņģis enters the game for D. Finney-Smith,,56,50
191,2,0:37.0,,T. Thompson makes free throw 2 of 2,56,51
192,2,0:32.0,Turnover by L. Dončić (bad pass; steal by D. Garland),,56,51
193,2,0:29.0,,C. Osman misses 3-pt jump shot from 25 ft,56,51
194,2,0:27.0,,Offensive rebound by T. Thompson,56,51
195,2,0:27.0,,T. Thompson makes 2-pt dunk from 1 ft,56,53
196,2,0:12.0,Personal take foul by C. Osman (drawn by L. Dončić),,56,53
197,2,0:12.0,,L. Nance enters the game for K. Love,56,53
198,2,0:08.0,Personal foul by C. Osman (drawn by S. Curry),,56,53
199,2,0:08.0,S. Curry makes free throw 1 of 2,,57,53
200,2,0:08.0,D. Finney-Smith enters the game for K. Porziņģis,,57,53
201,2,0:08.0,,K. Love enters the game for L. Nance,57,53
202,2,0:08.0,,K. Porter enters the game for C. Osman,57,53
203,2,0:08.0,S. Curry makes free throw 2 of 2,,58,53
204,2,0:05.0,,Turnover by C. Sexton (traveling),58,53
205,2,0:05.0,R. Broekhoff enters the game for D. Finney-Smith,,58,53
206,2,0:05.0,K. Porziņģis enters the game for D. Powell,,58,53
207,2,0:05.0,,L. Nance enters the game for K. Love,58,53
208,2,0:01.0,L. Dončić misses 2-pt layup from 1 ft (block by T. Thompson),,58,53
209,2,0:00.0,Offensive rebound by Team,,58,53
210,3,11:40.0,,C. Osman misses 2-pt layup from 2 ft,58,53
211,3,11:38.0,Defensive rebound by L. Dončić,,58,53
212,3,11:27.0,D. Powell misses 3-pt jump shot from 28 ft,,58,53
213,3,11:25.0,Offensive rebound by L. Dončić,,58,53
214,3,11:24.0,L. Dončić misses 2-pt layup from 2 ft (block by C. Osman),,58,53
215,3,11:24.0,Offensive rebound by Team,,58,53
216,3,11:22.0,Turnover by L. Dončić (bad pass; steal by T. Thompson),,58,53
217,3,11:19.0,,Shooting foul by S. Curry (drawn by C. Sexton),58,53
218,3,11:19.0,,C. Sexton makes free throw 1 of 2,58,54
219,3,11:19.0,,C. Sexton makes free throw 2 of 2,58,55
220,3,11:02.0,J. Brunson misses 3-pt jump shot from 27 ft,,58,55
221,3,10:59.0,,Defensive rebound by C. Osman,58,55
222,3,10:52.0,,K. Love makes 2-pt jump shot from 14 ft (assist by C. Osman),58,57
223,3,10:40.0,Shooting foul by C. Sexton (drawn by D. Powell),,58,57
224,3,10:40.0,D. Powell misses free throw 1 of 2,,58,57
225,3,10:40.0,Offensive rebound by Team,,58,57
226,3,10:40.0,D. Powell makes free throw 2 of 2,,59,57
227,3,10:28.0,,C. Sexton misses 3-pt jump shot from 24 ft,59,57
228,3,10:24.0,,Offensive rebound by Team,59,57
229,3,10:23.0,,D. Garland misses 2-pt jump shot from 3 ft,59,57
230,3,10:22.0,,Offensive rebound by T. Thompson,59,57
231,3,10:22.0,,T. Thompson makes 2-pt dunk at rim,59,59
232,3,10:11.0,S. Curry misses 2-pt jump shot from 15 ft,,59,59
233,3,10:09.0,,Defensive rebound by C. Sexton,59,59
234,3,10:00.0,,D. Garland misses 2-pt jump shot from 14 ft,59,59
235,3,9:58.0,,Offensive rebound by T. Thompson,59,59
236,3,9:58.0,,T. Thompson misses 2-pt layup from 3 ft,59,59
237,3,9:57.0,Defensive rebound by K. Porziņģis,,59,59
238,3,9:37.0,J. Brunson misses 3-pt jump shot from 28 ft,,59,59
239,3,9:34.0,Offensive rebound by L. Dončić,,59,59
240,3,9:31.0,L. Dončić makes 2-pt layup at rim,,61,59
241,3,9:31.0,D. Wright enters the game for S. Curry,,61,59
242,3,9:13.0,,D. Garland misses 3-pt jump shot from 27 ft,61,59
243,3,9:09.0,Defensive rebound by D. Wright,,61,59
244,3,9:06.0,J. Brunson makes 3-pt jump shot from 27 ft (assist by D. Wright),,64,59
245,3,9:05.0,,Cleveland full timeout,64,59
246,3,9:05.0,,J. Clarkson enters the game for D. Garland,64,59
247,3,9:05.0,,B. Knight enters the game for C. Sexton,64,59
248,3,8:46.0,,B. Knight makes 3-pt jump shot from 25 ft,64,62
249,3,8:28.0,D. Wright makes 3-pt jump shot from 23 ft (assist by L. Dončić),,67,62
250,3,8:09.0,,B. Knight makes 3-pt jump shot from 26 ft (assist by J. Clarkson),67,65
251,3,7:56.0,Personal foul by B. Knight (drawn by D. Powell),,67,65
252,3,7:42.0,J. Brunson misses 2-pt jump shot from 7 ft,,67,65
253,3,7:40.0,Offensive rebound by Team,,67,65
254,3,7:40.0,Turnover by Team (shot clock),,67,65
255,3,7:30.0,,C. Osman makes 2-pt jump shot from 14 ft (assist by T. Thompson),67,67
256,3,7:16.0,Offensive foul by K. Porziņģis (drawn by K. Love),,67,67
257,3,7:16.0,Turnover by K. Porziņģis (offensive foul),,67,67
258,3,7:04.0,,K. Love misses 2-pt layup from 8 ft,67,67
259,3,7:01.0,Defensive rebound by K. Porziņģis,,67,67
260,3,6:54.0,K. Porziņģis makes 2-pt jump shot from 8 ft (assist by L. Dončić),,69,67
261,3,6:41.0,,B. Knight misses 3-pt jump shot from 29 ft,69,67
262,3,6:40.0,Defensive rebound by K. Porziņģis,,69,67
263,3,6:26.0,D. Powell misses 2-pt layup from 6 ft,,69,67
264,3,6:23.0,,Defensive rebound by C. Osman,69,67
265,3,6:23.0,,Personal take foul by L. Dončić (drawn by C. Osman),69,67
266,3,6:08.0,,B. Knight misses 3-pt jump shot from 24 ft,69,67
267,3,6:04.0,Defensive rebound by D. Powell,,69,67
268,3,5:54.0,L. Dončić misses 3-pt jump shot from 28 ft,,69,67
269,3,5:51.0,,Defensive rebound by T. Thompson,69,67
270,3,5:45.0,Violation by Team (kicked ball),,69,67
271,3,5:45.0,D. Finney-Smith enters the game for D. Powell,,69,67
272,3,5:45.0,,L. Nance enters the game for K. Love,69,67
273,3,5:39.0,,T. Thompson makes 2-pt layup at rim,69,69
274,3,5:39.0,,Shooting foul by K. Porziņģis (drawn by T. Thompson),69,69
275,3,5:39.0,T. Hardaway enters the game for J. Brunson,,69,69
276,3,5:39.0,,T. Thompson makes free throw 1 of 1,69,70
277,3,5:16.0,T. Hardaway misses 3-pt jump shot from 25 ft,,69,70
278,3,5:13.0,,Defensive rebound by L. Nance,69,70
279,3,4:55.0,,T. Thompson misses 2-pt hook shot from 7 ft (block by K. Porziņģis),69,70
280,3,4:54.0,,Offensive rebound by T. Thompson,69,70
281,3,4:52.0,,C. Osman makes 3-pt jump shot from 27 ft (assist by T. Thompson),69,73
282,3,4:48.0,Dallas full timeout,,69,73
283,3,4:48.0,B. Marjanović enters the game for K. Porziņģis,,69,73
284,3,4:37.0,Shooting foul by C. Osman (drawn by L. Dončić),,69,73
285,3,4:37.0,L. Dončić makes free throw 1 of 2,,70,73
286,3,4:37.0,L. Dončić makes free throw 2 of 2,,71,73
287,3,4:37.0,,K. Porter enters the game for C. Osman,71,73
288,3,4:27.0,,J. Clarkson misses 3-pt jump shot from 25 ft,71,73
289,3,4:25.0,Defensive rebound by L. Dončić,,71,73
290,3,4:17.0,Personal foul by L. Nance (drawn by B. Marjanović),,71,73
291,3,4:10.0,L. Dončić makes 2-pt jump shot from 11 ft,,73,73
292,3,3:59.0,,Personal foul by T. Hardaway (drawn by J. Clarkson),73,73
293,3,3:55.0,,T. Thompson misses 2-pt jump shot from 7 ft,73,73
294,3,3:53.0,Defensive rebound by D. Finney-Smith,,73,73
295,3,3:44.0,B. Marjanović makes 2-pt jump shot from 7 ft (assist by L. Dončić),,75,73
296,3,3:44.0,Shooting foul by L. Nance (drawn by B. Marjanović),,75,73
297,3,3:44.0,B. Marjanović misses free throw 1 of 1,,75,73
298,3,3:41.0,,Defensive rebound by T. Thompson,75,73
299,3,3:31.0,,J. Clarkson makes 3-pt jump shot from 27 ft,75,76
300,3,3:13.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by L. Dončić),,78,76
301,3,2:55.0,,J. Clarkson misses 3-pt jump shot from 26 ft,78,76
302,3,2:51.0,Defensive rebound by D. Finney-Smith,,78,76
303,3,2:44.0,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by L. Dončić),,81,76
304,3,2:29.0,,Offensive foul by B. Knight (drawn by T. Hardaway),81,76
305,3,2:29.0,,Turnover by B. Knight (offensive foul),81,76
306,3,2:29.0,,K. Love enters the game for T. Thompson,81,76
307,3,2:09.0,B. Marjanović makes 2-pt hook shot from 6 ft,,83,76
308,3,1:54.0,,K. Porter misses 2-pt jump shot from 13 ft,83,76
309,3,1:51.0,Defensive rebound by D. Wright,,83,76
310,3,1:39.0,L. Dončić makes 3-pt jump shot from 32 ft (assist by D. Wright),,86,76
311,3,1:25.0,,K. Love makes 3-pt jump shot from 26 ft (assist by B. Knight),86,79
312,3,1:13.0,Personal foul by K. Porter (drawn by L. Dončić),,86,79
313,3,1:13.0,L. Dončić makes free throw 1 of 2,,87,79
314,3,1:13.0,L. Dončić makes free throw 2 of 2,,88,79
315,3,0:54.0,,L. Nance makes 3-pt jump shot from 26 ft (assist by B. Knight),88,82
316,3,0:39.0,D. Wright makes 2-pt layup from 1 ft,,90,82
317,3,0:33.0,,Personal foul by D. Wright (drawn by B. Knight),90,82
318,3,0:33.0,,B. Knight misses free throw 1 of 2,90,82
319,3,0:33.0,,Offensive rebound by Team,90,82
320,3,0:33.0,,B. Knight makes free throw 2 of 2,90,83
321,3,0:18.0,T. Hardaway misses 3-pt jump shot from 25 ft,,90,83
322,3,0:15.0,,Defensive rebound by K. Love,90,83
323,3,0:11.0,,K. Porter makes 2-pt layup from 5 ft (assist by K. Love),90,85
324,3,0:11.0,,Shooting foul by L. Dončić (drawn by K. Porter),90,85
325,3,0:11.0,,T. Thompson enters the game for K. Love,90,85
326,3,0:11.0,,K. Porter makes free throw 1 of 1,90,86
327,3,0:05.0,L. Dončić misses 3-pt jump shot from 35 ft,,90,86
328,3,0:03.0,,Defensive rebound by B. Knight,90,86
329,3,0:00.0,,K. Porter misses 2-pt layup from 1 ft,90,86
330,3,0:00.0,,Offensive rebound by Team,90,86
331,4,11:41.0,T. Hardaway misses 2-pt jump shot from 14 ft,,90,86
332,4,11:36.0,Offensive rebound by T. Hardaway,,90,86
333,4,11:29.0,T. Hardaway makes 2-pt layup from 1 ft,,92,86
334,4,11:18.0,,C. Sexton misses 2-pt jump shot from 5 ft,92,86
335,4,11:16.0,Defensive rebound by B. Marjanović,,92,86
336,4,11:10.0,K. Porziņģis makes 3-pt jump shot from 31 ft (assist by J. Brunson),,95,86
337,4,10:53.0,,K. Love makes 2-pt jump shot from 18 ft (assist by D. Garland),95,88
338,4,10:35.0,T. Hardaway makes 2-pt layup at rim (assist by J. Brunson),,97,88
339,4,10:22.0,,K. Love misses 3-pt jump shot from 28 ft,97,88
340,4,10:19.0,Defensive rebound by B. Marjanović,,97,88
341,4,10:07.0,K. Porziņģis misses 2-pt jump shot from 18 ft,,97,88
342,4,10:06.0,Offensive rebound by B. Marjanović,,97,88
343,4,10:05.0,B. Marjanović misses 2-pt layup from 1 ft,,97,88
344,4,10:05.0,Offensive rebound by B. Marjanović,,97,88
345,4,10:05.0,B. Marjanović makes 2-pt layup from 1 ft,,99,88
346,4,9:53.0,,C. Sexton misses 2-pt layup from 1 ft,99,88
347,4,9:51.0,Defensive rebound by B. Marjanović,,99,88
348,4,9:50.0,Turnover by B. Marjanović (lost ball; steal by K. Love),,99,88
349,4,9:46.0,,C. Sexton misses 2-pt layup from 1 ft (block by K. Porziņģis),99,88
350,4,9:44.0,,Offensive rebound by K. Love,99,88
351,4,9:43.0,,K. Love misses 3-pt jump shot from 24 ft,99,88
352,4,9:41.0,Defensive rebound by K. Porziņģis,,99,88
353,4,9:23.0,B. Marjanović makes 2-pt jump shot from 1 ft (assist by T. Hardaway),,101,88
354,4,9:21.0,,Cleveland full timeout,101,88
355,4,9:21.0,,T. Thompson enters the game for L. Nance,101,88
356,4,9:05.0,,Personal foul by K. Porziņģis (drawn by K. Love),101,88
357,4,9:03.0,,Turnover by K. Love (bad pass; steal by D. Wright),101,88
358,4,8:58.0,D. Wright makes 2-pt layup from 2 ft,,103,88
359,4,8:58.0,Shooting foul by K. Porter (drawn by D. Wright),,103,88
360,4,8:58.0,D. Wright makes free throw 1 of 1,,104,88
361,4,8:58.0,,C. Osman enters the game for K. Porter,104,88
362,4,8:53.0,,C. Sexton misses 3-pt jump shot from 27 ft,104,88
363,4,8:51.0,Defensive rebound by T. Hardaway,,104,88
364,4,8:40.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,104,88
365,4,8:38.0,,Defensive rebound by D. Garland,104,88
366,4,8:29.0,,Shooting foul by K. Porziņģis (drawn by D. Garland),104,88
367,4,8:29.0,,D. Garland makes free throw 1 of 2,104,89
368,4,8:29.0,,D. Garland makes free throw 2 of 2,104,90
369,4,8:15.0,T. Hardaway misses 3-pt jump shot from 23 ft,,104,90
370,4,8:12.0,,Defensive rebound by C. Osman,104,90
371,4,8:05.0,,Shooting foul by D. Wright (drawn by T. Thompson),104,90
372,4,8:05.0,,T. Thompson makes free throw 1 of 2,104,91
373,4,8:05.0,,T. Thompson misses free throw 2 of 2,104,91
374,4,8:02.0,Defensive rebound by B. Marjanović,,104,91
375,4,7:50.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Brunson),,107,91
376,4,7:40.0,,T. Thompson makes 2-pt hook shot from 3 ft (assist by D. Garland),107,93
377,4,7:26.0,J. Brunson makes 2-pt layup from 1 ft,,109,93
378,4,7:02.0,,Shooting foul by B. Marjanović (drawn by K. Love),109,93
379,4,7:02.0,,K. Love makes free throw 2 of 2,109,94
380,4,7:02.0,,K. Love makes free throw 1 of 2,109,95
381,4,7:02.0,D. Powell enters the game for B. Marjanović,,109,95
