,QUARTER,TIME_REMAINING,BOSTON_ACTION,ATLANTA_ACTION,BOSTON_SCORE,ATLANTA_SCORE
0,1,11:40.0,J. Brown makes 2-pt layup from 1 ft,,2,0
1,1,11:18.0,,Turnover by T. Young (bad pass; steal by J. Green),2,0
2,1,11:10.0,J. Tatum makes 3-pt jump shot from 25 ft (assist by D. Theis),,5,0
3,1,10:47.0,,Turnover by T. Young (back court),5,0
4,1,10:36.0,J. Tatum misses 3-pt jump shot from 23 ft,,5,0
5,1,10:32.0,,Defensive rebound by T. Young,5,0
6,1,10:20.0,,T. Young makes 3-pt jump shot from 29 ft (assist by D. Jones),5,3
7,1,9:57.0,D. Theis misses 2-pt layup from 2 ft,,5,3
8,1,9:55.0,,Defensive rebound by J. Collins,5,3
9,1,9:48.0,,J. Collins makes 2-pt layup from 2 ft (assist by J. Teague),5,5
10,1,9:30.0,J. Tatum misses 2-pt jump shot from 15 ft,,5,5
11,1,9:27.0,,Defensive rebound by T. Young,5,5
12,1,9:21.0,,T. Young makes 2-pt layup from 3 ft,5,7
13,1,9:06.0,J. Brown misses 3-pt jump shot from 26 ft,,5,7
14,1,9:03.0,,Defensive rebound by K. Huerter,5,7
15,1,8:57.0,,K. Huerter makes 2-pt dunk from 1 ft,5,9
16,1,8:34.0,D. Theis makes 2-pt dunk at rim (assist by G. Hayward),,7,9
17,1,8:21.0,,T. Young makes 3-pt jump shot from 36 ft (assist by J. Collins),7,12
18,1,8:06.0,Personal foul by K. Huerter (drawn by G. Hayward),,7,12
19,1,7:59.0,Shooting foul by D. Jones (drawn by G. Hayward),,7,12
20,1,7:59.0,G. Hayward makes free throw 1 of 2,,8,12
21,1,7:59.0,G. Hayward misses free throw 2 of 2,,8,12
22,1,7:57.0,,Defensive rebound by D. Jones,8,12
23,1,7:49.0,,Personal foul by J. Brown (drawn by T. Young),8,12
24,1,7:44.0,,K. Huerter misses 3-pt jump shot from 29 ft,8,12
25,1,7:40.0,Defensive rebound by G. Hayward,,8,12
26,1,7:27.0,J. Brown makes 2-pt layup from 1 ft,,10,12
27,1,7:16.0,,T. Young makes 2-pt jump shot from 13 ft,10,14
28,1,7:16.0,,Shooting foul by J. Green (drawn by T. Young),10,14
29,1,7:16.0,,T. Young makes free throw 1 of 1,10,15
30,1,7:06.0,Personal foul by T. Young (drawn by G. Hayward),,10,15
31,1,6:55.0,,Atlanta full timeout,10,15
32,1,6:55.0,Personal foul by J. Collins (drawn by D. Theis),,10,15
33,1,6:47.0,G. Hayward makes 3-pt jump shot from 28 ft,,13,15
34,1,6:28.0,,K. Huerter misses 3-pt jump shot from 26 ft,13,15
35,1,6:24.0,Defensive rebound by J. Tatum,,13,15
36,1,6:16.0,J. Brown makes 2-pt layup from 1 ft,,15,15
37,1,6:00.0,,T. Young misses 3-pt jump shot from 26 ft,15,15
38,1,5:56.0,Defensive rebound by J. Tatum,,15,15
39,1,5:52.0,J. Brown makes 3-pt jump shot from 24 ft (assist by G. Hayward),,18,15
40,1,5:43.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by T. Young),18,18
41,1,5:28.0,G. Hayward misses 3-pt jump shot from 25 ft,,18,18
42,1,5:26.0,,Defensive rebound by J. Teague,18,18
43,1,5:17.0,,Personal foul by J. Brown (drawn by J. Collins),18,18
44,1,5:17.0,B. Wanamaker enters the game for J. Tatum,,18,18
45,1,5:17.0,G. Williams enters the game for D. Theis,,18,18
46,1,5:17.0,,V. Carter enters the game for D. Jones,18,18
47,1,5:04.0,,J. Collins makes 2-pt layup from 1 ft (assist by J. Teague),18,20
48,1,4:49.0,G. Hayward makes 2-pt jump shot from 14 ft (assist by G. Williams),,20,20
49,1,4:40.0,,J. Teague makes 2-pt layup from 1 ft,20,22
50,1,4:25.0,Turnover by J. Brown (traveling),,20,22
51,1,4:25.0,,B. Goodwin enters the game for J. Teague,20,22
52,1,4:10.0,,K. Huerter misses 2-pt jump shot from 16 ft,20,22
53,1,4:07.0,Defensive rebound by J. Green,,20,22
54,1,4:00.0,G. Williams misses 2-pt layup from 2 ft,,20,22
55,1,3:59.0,,Defensive rebound by J. Collins,20,22
56,1,3:51.0,,V. Carter misses 3-pt jump shot from 25 ft,20,22
57,1,3:48.0,Defensive rebound by G. Hayward,,20,22
58,1,3:34.0,G. Williams makes 2-pt layup from 1 ft,,22,22
59,1,3:23.0,,T. Young makes 3-pt jump shot from 36 ft,22,25
60,1,3:22.0,Boston full timeout,,22,25
61,1,3:22.0,C. Edwards enters the game for J. Brown,,22,25
62,1,3:22.0,S. Ojeleye enters the game for J. Green,,22,25
63,1,3:22.0,,T. Graham enters the game for J. Collins,22,25
64,1,3:22.0,,E. Turner enters the game for K. Huerter,22,25
65,1,3:04.0,G. Hayward misses 2-pt layup from 4 ft (block by V. Carter),,22,25
66,1,3:04.0,,Defensive rebound by V. Carter,22,25
67,1,2:48.0,,Turnover by T. Young (lost ball; steal by B. Wanamaker),22,25
68,1,2:44.0,B. Wanamaker misses 2-pt layup from 2 ft,,22,25
69,1,2:39.0,Offensive rebound by G. Hayward,,22,25
70,1,2:39.0,G. Hayward makes 2-pt layup from 1 ft,,24,25
71,1,2:35.0,,T. Young makes 3-pt jump shot from 26 ft,24,28
72,1,2:15.0,B. Wanamaker misses 2-pt jump shot from 22 ft,,24,28
73,1,2:15.0,,Defensive rebound by Team,24,28
74,1,2:15.0,,J. Teague enters the game for T. Young,24,28
75,1,1:57.0,,J. Teague misses 2-pt layup from 3 ft,24,28
76,1,1:55.0,Defensive rebound by G. Williams,,24,28
77,1,1:52.0,Turnover by G. Hayward (lost ball; steal by B. Goodwin),,24,28
78,1,1:47.0,,B. Goodwin makes 2-pt layup from 2 ft,24,30
79,1,1:27.0,B. Wanamaker misses 2-pt jump shot from 11 ft,,24,30
80,1,1:25.0,,Defensive rebound by T. Graham,24,30
81,1,1:19.0,,Turnover by B. Goodwin (out of bounds lost ball),24,30
82,1,1:19.0,E. Freedom enters the game for G. Hayward,,24,30
83,1,1:19.0,J. Tatum enters the game for G. Williams,,24,30
84,1,1:02.0,E. Freedom misses 2-pt jump shot from 6 ft (block by V. Carter),,24,30
85,1,1:00.0,Offensive rebound by E. Freedom,,24,30
86,1,1:00.0,E. Freedom makes 2-pt layup from 5 ft,,26,30
87,1,0:48.0,,V. Carter misses 3-pt jump shot from 26 ft,26,30
88,1,0:47.0,Defensive rebound by J. Tatum,,26,30
89,1,0:41.0,J. Tatum misses 3-pt jump shot from 25 ft,,26,30
90,1,0:39.0,,Defensive rebound by Team,26,30
91,1,0:31.0,,Shooting foul by C. Edwards (drawn by J. Teague),26,30
92,1,0:31.0,,J. Teague makes free throw 1 of 2,26,31
93,1,0:31.0,,D. Jones enters the game for B. Goodwin,26,31
94,1,0:31.0,,J. Teague makes free throw 2 of 2,26,32
95,1,0:16.0,S. Ojeleye misses 3-pt jump shot from 23 ft,,26,32
96,1,0:14.0,Offensive rebound by E. Freedom,,26,32
97,1,0:13.0,E. Freedom makes 2-pt layup from 2 ft,,28,32
98,1,0:01.0,,J. Teague misses 2-pt layup from 7 ft (block by C. Edwards),28,32
99,1,0:00.0,,Offensive rebound by Team,28,32
100,1,0:00.0,,E. Turner makes 2-pt jump shot from 11 ft (assist by J. Teague),28,34
101,1,0:00.0,,Instant Replay (Request: Ruling Stands),28,34
102,2,11:43.0,,E. Turner misses 2-pt jump shot from 9 ft,28,34
103,2,11:40.0,Defensive rebound by E. Freedom,,28,34
104,2,11:27.0,E. Freedom makes 2-pt layup from 1 ft (assist by J. Tatum),,30,34
105,2,11:27.0,Shooting foul by T. Graham (drawn by E. Freedom),,30,34
106,2,11:27.0,E. Freedom misses free throw 1 of 1,,30,34
107,2,11:24.0,,Defensive rebound by D. Jones,30,34
108,2,11:05.0,,Turnover by E. Turner (lost ball; steal by B. Wanamaker),30,34
109,2,11:02.0,C. Edwards makes 2-pt layup from 1 ft,,32,34
110,2,10:39.0,,T. Graham makes 3-pt jump shot from 25 ft (assist by J. Teague),32,37
111,2,10:20.0,B. Wanamaker makes 2-pt jump shot from 11 ft,,34,37
112,2,10:01.0,,Shooting foul by C. Edwards (drawn by T. Graham),34,37
113,2,10:01.0,,T. Graham makes free throw 1 of 2,34,38
114,2,10:01.0,,T. Young enters the game for E. Turner,34,38
115,2,10:01.0,,T. Graham makes free throw 2 of 2,34,39
116,2,9:48.0,J. Tatum misses 2-pt layup from 1 ft,,34,39
117,2,9:45.0,Offensive rebound by E. Freedom,,34,39
118,2,9:45.0,E. Freedom misses 2-pt layup from 1 ft,,34,39
119,2,9:42.0,Offensive rebound by E. Freedom,,34,39
120,2,9:42.0,E. Freedom makes 2-pt layup from 1 ft,,36,39
121,2,9:31.0,,Turnover by T. Young (lost ball; steal by B. Wanamaker),36,39
122,2,9:26.0,B. Wanamaker makes 2-pt layup from 2 ft,,38,39
123,2,9:26.0,,Atlanta full timeout,38,39
124,2,9:26.0,,V. Carter enters the game for T. Graham,38,39
125,2,9:26.0,,J. Collins enters the game for D. Jones,38,39
126,2,9:15.0,,K. Huerter makes 3-pt jump shot from 27 ft (assist by T. Young),38,42
127,2,9:03.0,Personal foul by K. Huerter (drawn by J. Tatum),,38,42
128,2,8:55.0,J. Tatum misses 2-pt layup from 1 ft,,38,42
129,2,8:52.0,,Defensive rebound by J. Collins,38,42
130,2,8:42.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by T. Young),38,45
131,2,8:40.0,Boston full timeout,,38,45
132,2,8:40.0,J. Brown enters the game for C. Edwards,,38,45
133,2,8:40.0,G. Williams enters the game for S. Ojeleye,,38,45
134,2,8:24.0,B. Wanamaker makes 3-pt jump shot from 25 ft,,41,45
135,2,8:05.0,,V. Carter misses 3-pt jump shot from 26 ft,41,45
136,2,8:02.0,Defensive rebound by J. Tatum,,41,45
137,2,7:54.0,B. Wanamaker makes 3-pt jump shot from 25 ft (assist by J. Tatum),,44,45
138,2,7:44.0,,T. Young misses 3-pt jump shot from 32 ft,44,45
139,2,7:41.0,,Offensive rebound by V. Carter,44,45
140,2,7:36.0,,J. Collins misses 2-pt layup from 5 ft,44,45
141,2,7:33.0,Defensive rebound by E. Freedom,,44,45
142,2,7:29.0,J. Brown misses 2-pt layup from 2 ft (block by V. Carter),,44,45
143,2,7:29.0,Offensive rebound by Team,,44,45
144,2,7:19.0,J. Tatum makes 2-pt dunk at rim (assist by B. Wanamaker),,46,45
145,2,7:17.0,Violation by Team (delay of game),,46,45
146,2,7:17.0,Technical foul by L. Pierce,,46,45
147,2,7:17.0,J. Tatum makes technical free throw,,47,45
148,2,7:06.0,,T. Young misses 3-pt jump shot from 28 ft (block by G. Williams),47,45
149,2,7:01.0,Defensive rebound by J. Brown,,47,45
150,2,6:58.0,G. Williams misses 3-pt jump shot from 23 ft,,47,45
151,2,6:55.0,,Defensive rebound by K. Huerter,47,45
152,2,6:48.0,,J. Collins makes 3-pt jump shot from 26 ft (assist by K. Huerter),47,48
153,2,6:30.0,J. Tatum makes 2-pt jump shot from 13 ft,,49,48
154,2,6:02.0,,K. Huerter makes 2-pt layup from 1 ft (assist by T. Young),49,50
155,2,5:41.0,J. Tatum misses 2-pt layup from 3 ft,,49,50
156,2,5:39.0,,Defensive rebound by J. Collins,49,50
157,2,5:37.0,,Personal take foul by B. Wanamaker (drawn by T. Young),49,50
158,2,5:37.0,G. Hayward enters the game for E. Freedom,,49,50
159,2,5:37.0,D. Theis enters the game for J. Tatum,,49,50
160,2,5:37.0,T. Waters enters the game for B. Wanamaker,,49,50
161,2,5:37.0,,B. Goodwin enters the game for J. Teague,49,50
162,2,5:29.0,,Turnover by T. Young (bad pass),49,50
163,2,5:29.0,,T. Graham enters the game for V. Carter,49,50
164,2,5:16.0,T. Waters misses 3-pt jump shot from 26 ft,,49,50
165,2,5:14.0,,Defensive rebound by K. Huerter,49,50
166,2,5:10.0,,K. Huerter misses 2-pt layup from 2 ft,49,50
167,2,5:08.0,Defensive rebound by G. Williams,,49,50
168,2,5:00.0,J. Brown misses 3-pt jump shot from 26 ft,,49,50
169,2,4:58.0,Offensive rebound by Team,,49,50
170,2,4:50.0,Personal foul by T. Graham (drawn by J. Brown),,49,50
171,2,4:35.0,J. Brown misses 2-pt jump shot from 18 ft,,49,50
172,2,4:32.0,,Defensive rebound by J. Collins,49,50
173,2,4:24.0,,T. Young makes 2-pt layup from 2 ft,49,52
174,2,4:01.0,G. Hayward misses 2-pt jump shot from 9 ft (block by K. Huerter),,49,52
175,2,3:59.0,,Defensive rebound by B. Goodwin,49,52
176,2,3:54.0,,T. Young misses 3-pt jump shot from 29 ft,49,52
177,2,3:51.0,Defensive rebound by G. Hayward,,49,52
178,2,3:39.0,G. Hayward misses 3-pt jump shot from 26 ft,,49,52
179,2,3:39.0,,Defensive rebound by Team,49,52
180,2,3:39.0,Loose ball foul by D. Theis (drawn by K. Huerter),,49,52
181,2,3:39.0,,Atlanta full timeout,49,52
182,2,3:39.0,,E. Turner enters the game for B. Goodwin,49,52
183,2,3:24.0,,Offensive foul by J. Collins (drawn by J. Brown),49,52
184,2,3:24.0,,Turnover by J. Collins (offensive foul),49,52
185,2,3:14.0,G. Williams makes 2-pt layup from 4 ft (assist by G. Hayward),,51,52
186,2,2:55.0,,T. Graham misses 2-pt layup from 8 ft,51,52
187,2,2:53.0,,Offensive rebound by T. Graham,51,52
188,2,2:52.0,,T. Young misses 3-pt jump shot from 26 ft,51,52
189,2,2:49.0,Defensive rebound by G. Williams,,51,52
190,2,2:47.0,Shooting foul by E. Turner (drawn by D. Theis),,51,52
191,2,2:47.0,D. Theis makes free throw 1 of 2,,52,52
192,2,2:47.0,D. Theis makes free throw 2 of 2,,53,52
193,2,2:36.0,,Personal foul by G. Williams (drawn by J. Collins),53,52
194,2,2:36.0,J. Tatum enters the game for T. Waters,,53,52
195,2,2:22.0,,Shooting foul by J. Brown (drawn by T. Graham),53,52
196,2,2:22.0,,Instant Replay (Request: Ruling Stands),53,52
197,2,2:22.0,,T. Graham makes free throw 1 of 2,53,53
198,2,2:22.0,T. Waters enters the game for J. Brown,,53,53
199,2,2:22.0,,B. Goodwin enters the game for K. Huerter,53,53
200,2,2:22.0,,T. Graham misses free throw 2 of 2,53,53
201,2,2:22.0,Defensive rebound by D. Theis,,53,53
202,2,2:05.0,G. Hayward misses 2-pt jump shot from 14 ft,,53,53
203,2,2:01.0,,Defensive rebound by B. Goodwin,53,53
204,2,1:55.0,,Turnover by T. Graham (step out of bounds),53,53
205,2,1:45.0,J. Tatum misses 2-pt layup from 2 ft (block by J. Collins),,53,53
206,2,1:42.0,,Defensive rebound by J. Collins,53,53
207,2,1:25.0,,Personal foul by T. Waters (drawn by T. Young),53,53
208,2,1:25.0,,T. Young misses free throw 1 of 2,53,53
209,2,1:25.0,,Offensive rebound by Team,53,53
210,2,1:25.0,,T. Young makes free throw 2 of 2,53,54
211,2,1:14.0,G. Hayward makes 3-pt jump shot from 26 ft (assist by T. Waters),,56,54
212,2,1:01.0,Violation by Team (kicked ball),,56,54
213,2,0:59.0,,Shooting foul by T. Waters (drawn by T. Young),56,54
214,2,0:59.0,,T. Young makes free throw 1 of 3,56,55
215,2,0:59.0,,T. Young makes free throw 2 of 3,56,56
216,2,0:59.0,,T. Young makes free throw 3 of 3,56,57
217,2,0:38.0,G. Hayward misses 3-pt jump shot from 26 ft,,56,57
218,2,0:34.0,Offensive rebound by G. Williams,,56,57
219,2,0:34.0,G. Williams makes 2-pt layup from 1 ft,,58,57
220,2,0:29.0,,T. Graham misses 3-pt jump shot from 23 ft,58,57
221,2,0:25.0,,Offensive rebound by J. Collins,58,57
222,2,0:11.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),58,59
223,2,0:03.0,Shooting foul by E. Turner (drawn by G. Hayward),,58,59
224,2,0:03.0,G. Hayward makes free throw 1 of 2,,59,59
225,2,0:03.0,J. Green enters the game for G. Williams,,59,59
226,2,0:03.0,,K. Huerter enters the game for T. Graham,59,59
227,2,0:03.0,G. Hayward makes free throw 2 of 2,,60,59
228,2,0:00.0,,J. Collins makes 3-pt jump shot from 28 ft (assist by K. Huerter),60,62
229,2,0:00.0,,Instant Replay (Request: Ruling Stands),60,62
230,3,11:36.0,,K. Huerter misses 2-pt jump shot from 10 ft,60,62
231,3,11:31.0,Defensive rebound by J. Tatum,,60,62
232,3,11:27.0,J. Tatum makes 3-pt jump shot from 25 ft,,63,62
233,3,11:21.0,,Personal foul by D. Theis (drawn by D. Jones),63,62
234,3,11:16.0,,T. Young misses 2-pt jump shot from 12 ft,63,62
235,3,11:12.0,Defensive rebound by B. Wanamaker,,63,62
236,3,11:10.0,G. Hayward makes 2-pt jump shot from 13 ft,,65,62
237,3,10:56.0,,K. Huerter misses 3-pt jump shot from 26 ft,65,62
238,3,10:52.0,Defensive rebound by J. Brown,,65,62
