,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,ORLANDO_ACTION,OKLAHOMA CITY_SCORE,ORLANDO_SCORE
368,4,4:58.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by M. Fultz),107,106
369,4,4:47.0,Personal foul by E. Fournier (drawn by S. Gilgeous-Alexander),,107,106
370,4,4:47.0,D. Schröder enters the game for L. Dort,,107,106
371,4,4:39.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,,107,106
372,4,4:39.0,Offensive rebound by Team,,107,106
373,4,4:39.0,Turnover by N. Noel (off goaltending),,107,106
374,4,4:27.0,,Turnover by E. Fournier (bad pass; steal by N. Noel),107,106
375,4,4:21.0,Turnover by C. Paul (bad pass; steal by T. Ross),,107,106
376,4,4:20.0,,Personal foul by C. Paul (drawn by T. Ross),107,106
377,4,4:13.0,,Turnover by M. Fultz (bad pass),107,106
378,4,3:54.0,D. Schröder misses 2-pt layup from 2 ft,,107,106
379,4,3:51.0,,Defensive rebound by N. Vučević,107,106
380,4,3:49.0,,Shooting foul by S. Gilgeous-Alexander (drawn by A. Gordon),107,106
381,4,3:49.0,,A. Gordon misses free throw 1 of 2,107,106
382,4,3:49.0,,Offensive rebound by Team,107,106
383,4,3:49.0,,A. Gordon misses free throw 2 of 2,107,106
384,4,3:46.0,Defensive rebound by S. Gilgeous-Alexander,,107,106
385,4,3:34.0,C. Paul makes 2-pt layup from 1 ft,,109,106
386,4,3:20.0,,E. Fournier misses 3-pt jump shot from 27 ft,109,106
387,4,3:16.0,Defensive rebound by D. Schröder,,109,106
388,4,3:07.0,C. Paul misses 3-pt jump shot from 27 ft,,109,106
389,4,3:04.0,,Defensive rebound by A. Gordon,109,106
390,4,3:02.0,,Orlando full timeout,109,106
391,4,2:45.0,,Turnover by N. Vučević (lost ball; steal by C. Paul),109,106
392,4,2:31.0,Personal foul by A. Gordon (drawn by D. Schröder),,109,106
393,4,2:31.0,D. Schröder makes free throw 1 of 2,,110,106
394,4,2:31.0,D. Schröder makes free throw 2 of 2,,111,106
395,4,2:20.0,,T. Ross makes 3-pt jump shot from 27 ft (assist by M. Fultz),111,109
396,4,2:00.0,Personal foul by T. Ross (drawn by C. Paul),,111,109
397,4,2:00.0,C. Paul makes free throw 1 of 2,,112,109
398,4,2:00.0,C. Paul makes free throw 2 of 2,,113,109
399,4,1:49.0,,Personal foul by D. Schröder (drawn by T. Ross),113,109
400,4,1:49.0,,T. Ross makes free throw 1 of 2,113,110
401,4,1:49.0,,T. Ross makes free throw 2 of 2,113,111
402,4,1:36.0,Personal foul by N. Vučević (drawn by C. Paul),,113,111
403,4,1:36.0,C. Paul makes free throw 1 of 2,,114,111
404,4,1:36.0,C. Paul makes free throw 2 of 2,,115,111
405,4,1:26.0,,T. Ross misses 3-pt jump shot from 27 ft,115,111
406,4,1:20.0,Defensive rebound by S. Gilgeous-Alexander,,115,111
407,4,1:08.0,C. Paul misses 2-pt jump shot from 15 ft,,115,111
408,4,1:05.0,,Defensive rebound by A. Gordon,115,111
409,4,0:56.0,,E. Fournier misses 3-pt jump shot from 27 ft,115,111
410,4,0:53.0,Defensive rebound by D. Gallinari,,115,111
411,4,0:32.0,D. Schröder makes 2-pt jump shot from 20 ft,,117,111
412,4,0:32.0,,Orlando full timeout,117,111
413,4,0:27.0,,Turnover by E. Fournier (lost ball; steal by S. Gilgeous-Alexander),117,111
414,4,0:25.0,Personal foul by T. Ross (drawn by D. Gallinari),,117,111
415,4,0:25.0,D. Gallinari makes free throw 1 of 2,,118,111
416,4,0:25.0,D. Gallinari makes free throw 2 of 2,,119,111
417,4,0:15.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by M. Fultz),119,114
418,4,0:12.0,Personal take foul by N. Vučević (drawn by C. Paul),,119,114
419,4,0:12.0,C. Paul misses free throw 1 of 2,,119,114
420,4,0:12.0,Offensive rebound by Team,,119,114
421,4,0:12.0,C. Paul makes free throw 2 of 2,,120,114
422,4,0:12.0,,Orlando full timeout,120,114
423,4,0:10.0,,T. Ross misses 3-pt jump shot from 27 ft,120,114
424,4,0:06.0,Defensive rebound by N. Noel,,120,114
