,QUARTER,TIME_REMAINING,HOUSTON_ACTION,NEW YORK_ACTION,HOUSTON_SCORE,NEW YORK_SCORE
49,1,6:55.0,J. Harden misses 3-pt jump shot from 26 ft,,12,10
50,1,6:53.0,,Defensive rebound by J. Randle,12,10
51,1,6:39.0,,T. Gibson misses 2-pt jump shot from 18 ft,12,10
52,1,6:37.0,Defensive rebound by R. Covington,,12,10
53,1,6:30.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by J. Harden),,15,10
54,1,6:13.0,,E. Payton misses 2-pt jump shot from 5 ft,15,10
55,1,6:11.0,Defensive rebound by P. Tucker,,15,10
56,1,6:03.0,R. Westbrook misses 3-pt jump shot from 29 ft,,15,10
57,1,6:01.0,,Defensive rebound by R. Barrett,15,10
58,1,5:53.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by R. Barrett),15,12
59,1,5:43.0,Turnover by J. Harden (bad pass),,15,12
60,1,5:43.0,B. McLemore enters the game for R. Covington,,15,12
61,1,5:43.0,,M. Robinson enters the game for T. Gibson,15,12
62,1,5:22.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by J. Randle),15,14
63,1,5:07.0,Turnover by J. Harden (bad pass; steal by E. Payton),,15,14
64,1,5:00.0,,R. Barrett makes 3-pt jump shot from 24 ft (assist by J. Randle),15,17
65,1,4:48.0,Turnover by E. Gordon (traveling),,15,17
66,1,4:48.0,A. Rivers enters the game for R. Westbrook,,15,17
67,1,4:40.0,,Turnover by E. Payton (bad pass; steal by B. McLemore),15,17
68,1,4:35.0,Shooting foul by E. Payton (drawn by J. Harden),,15,17
69,1,4:35.0,J. Harden makes free throw 1 of 3,,16,17
70,1,4:35.0,J. Harden makes free throw 2 of 3,,17,17
71,1,4:35.0,J. Green enters the game for P. Tucker,,17,17
72,1,4:35.0,,F. Ntilikina enters the game for E. Payton,17,17
73,1,4:35.0,J. Harden makes free throw 3 of 3,,18,17
74,1,4:26.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by R. Barrett),18,19
75,1,4:12.0,E. Gordon misses 3-pt jump shot from 27 ft,,18,19
76,1,4:10.0,,Defensive rebound by J. Randle,18,19
77,1,4:03.0,,J. Randle makes 2-pt jump shot from 5 ft,18,21
78,1,3:45.0,B. McLemore makes 3-pt jump shot from 26 ft (assist by E. Gordon),,21,21
79,1,3:31.0,,R. Barrett makes 2-pt jump shot from 7 ft,21,23
80,1,3:19.0,J. Harden makes 2-pt jump shot from 8 ft (assist by A. Rivers),,23,23
81,1,3:04.0,,Shooting foul by J. Harden (drawn by J. Randle),23,23
82,1,3:04.0,,J. Randle makes free throw 1 of 2,23,24
83,1,3:04.0,,K. Knox enters the game for M. Harkless,23,24
84,1,3:04.0,,J. Randle makes free throw 2 of 2,23,25
85,1,2:56.0,E. Gordon makes 2-pt layup from 1 ft (assist by J. Green),,25,25
86,1,2:43.0,,R. Barrett misses 3-pt jump shot from 25 ft,25,25
87,1,2:42.0,Defensive rebound by J. Harden,,25,25
88,1,2:37.0,J. Harden misses 3-pt jump shot from 26 ft,,25,25
89,1,2:35.0,,Defensive rebound by J. Randle,25,25
90,1,2:27.0,,Turnover by F. Ntilikina (bad pass; steal by J. Harden),25,25
91,1,2:16.0,B. McLemore misses 3-pt jump shot from 27 ft,,25,25
92,1,2:14.0,,Defensive rebound by M. Robinson,25,25
93,1,2:05.0,,Turnover by J. Randle (lost ball; steal by J. Harden),25,25
94,1,2:00.0,Turnover by J. Harden (bad pass),,25,25
95,1,2:00.0,,New York full timeout,25,25
96,1,2:00.0,R. Westbrook enters the game for J. Harden,,25,25
97,1,2:00.0,,B. Portis enters the game for J. Randle,25,25
98,1,1:41.0,,R. Barrett makes 2-pt layup from 3 ft,25,27
99,1,1:29.0,B. McLemore misses 3-pt jump shot from 26 ft,,25,27
100,1,1:27.0,,Defensive rebound by M. Robinson,25,27
101,1,1:20.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by R. Barrett),25,29
102,1,1:07.0,Personal foul by M. Robinson (drawn by J. Green),,25,29
103,1,1:07.0,Violation by Team (delay of game),,25,29
104,1,1:07.0,J. Green makes free throw 1 of 2,,26,29
105,1,1:07.0,J. Green makes free throw 2 of 2,,27,29
106,1,0:55.0,,K. Knox makes 3-pt jump shot from 26 ft (assist by R. Barrett),27,32
107,1,0:44.0,R. Westbrook makes 2-pt layup from 1 ft,,29,32
108,1,0:33.0,,K. Knox misses 2-pt jump shot from 22 ft,29,32
109,1,0:31.0,,Offensive rebound by M. Robinson,29,32
110,1,0:31.0,,M. Robinson makes 2-pt dunk from 1 ft,29,34
111,1,0:27.0,Personal foul by F. Ntilikina (drawn by R. Westbrook),,29,34
112,1,0:27.0,R. Westbrook makes free throw 1 of 2,,30,34
113,1,0:27.0,R. Westbrook makes free throw 2 of 2,,31,34
114,1,0:07.0,,Shooting foul by B. McLemore (drawn by R. Barrett),31,34
115,1,0:07.0,,R. Barrett makes free throw 1 of 2,31,35
116,1,0:07.0,,R. Barrett makes free throw 2 of 2,31,36
117,1,0:00.0,Turnover by R. Westbrook (lost ball; steal by R. Barrett),,31,36
118,2,11:42.0,,F. Ntilikina makes 2-pt jump shot from 15 ft,31,38
119,2,11:21.0,E. Gordon misses 3-pt jump shot from 29 ft,,31,38
120,2,11:19.0,,Defensive rebound by Team,31,38
121,2,11:02.0,,B. Portis makes 3-pt jump shot from 27 ft (assist by F. Ntilikina),31,41
122,2,10:49.0,B. McLemore misses 3-pt jump shot from 25 ft,,31,41
123,2,10:47.0,,Defensive rebound by M. Robinson,31,41
124,2,10:34.0,,B. Portis misses 2-pt jump shot from 5 ft,31,41
125,2,10:32.0,,Offensive rebound by M. Robinson,31,41
126,2,10:32.0,,M. Robinson makes 2-pt layup from 1 ft,31,43
127,2,10:29.0,Houston full timeout,,31,43
128,2,10:29.0,R. Covington enters the game for B. McLemore,,31,43
129,2,10:29.0,D. House enters the game for A. Rivers,,31,43
130,2,10:22.0,Turnover by R. Westbrook (out of bounds lost ball),,31,43
131,2,10:14.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by K. Knox),31,46
132,2,10:01.0,Turnover by J. Green (out of bounds lost ball),,31,46
133,2,9:52.0,,K. Knox misses 2-pt jump shot from 23 ft,31,46
134,2,9:51.0,Defensive rebound by E. Gordon,,31,46
135,2,9:47.0,R. Covington makes 3-pt jump shot from 28 ft (assist by E. Gordon),,34,46
136,2,9:27.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),34,49
137,2,9:14.0,J. Green misses 3-pt jump shot from 26 ft,,34,49
138,2,9:12.0,,Defensive rebound by M. Robinson,34,49
139,2,9:06.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,34,49
140,2,9:04.0,Defensive rebound by R. Covington,,34,49
141,2,8:56.0,R. Westbrook makes 2-pt jump shot from 16 ft,,36,49
142,2,8:41.0,,K. Knox misses 2-pt layup from 1 ft,36,49
143,2,8:39.0,Defensive rebound by R. Covington,,36,49
144,2,8:34.0,E. Gordon misses 3-pt jump shot from 22 ft,,36,49
145,2,8:32.0,Offensive rebound by R. Westbrook,,36,49
146,2,8:30.0,Turnover by R. Westbrook (bad pass; steal by F. Ntilikina),,36,49
147,2,8:27.0,,K. Knox makes 2-pt layup from 4 ft,36,51
148,2,8:27.0,,Shooting foul by D. House (drawn by K. Knox),36,51
149,2,8:27.0,J. Harden enters the game for E. Gordon,,36,51
150,2,8:27.0,P. Tucker enters the game for J. Green,,36,51
151,2,8:27.0,,K. Knox makes free throw 1 of 1,36,52
152,2,8:17.0,R. Covington makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,39,52
153,2,7:59.0,,Turnover by B. Portis (traveling),39,52
154,2,7:51.0,R. Covington misses 2-pt layup from 1 ft (block by W. Ellington),,39,52
155,2,7:49.0,,Defensive rebound by M. Robinson,39,52
156,2,7:41.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by F. Ntilikina),39,55
157,2,7:29.0,J. Harden misses 3-pt jump shot from 27 ft,,39,55
158,2,7:27.0,,Defensive rebound by W. Ellington,39,55
159,2,7:27.0,A. Rivers enters the game for R. Westbrook,,39,55
160,2,7:27.0,,T. Gibson enters the game for M. Robinson,39,55
161,2,7:10.0,,B. Portis misses 2-pt jump shot from 19 ft,39,55
162,2,7:08.0,,Offensive rebound by T. Gibson,39,55
163,2,7:05.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,39,55
164,2,7:04.0,,Offensive rebound by Team,39,55
165,2,6:55.0,,Turnover by K. Knox (lost ball; steal by J. Harden),39,55
166,2,6:44.0,J. Harden misses 2-pt layup from 5 ft,,39,55
167,2,6:43.0,Offensive rebound by J. Harden,,39,55
168,2,6:42.0,J. Harden makes 2-pt layup from 1 ft,,41,55
169,2,6:35.0,,New York full timeout,41,55
170,2,6:35.0,,E. Payton enters the game for F. Ntilikina,41,55
171,2,6:21.0,,B. Portis makes 2-pt hook shot from 6 ft,41,57
172,2,6:04.0,A. Rivers misses 2-pt layup from 8 ft (block by K. Knox),,41,57
173,2,6:02.0,Offensive rebound by A. Rivers,,41,57
174,2,6:01.0,A. Rivers misses 2-pt layup from 1 ft (block by B. Portis),,41,57
175,2,5:59.0,,Defensive rebound by B. Portis,41,57
176,2,5:56.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by E. Payton),41,60
177,2,5:40.0,J. Harden misses 3-pt jump shot from 25 ft,,41,60
178,2,5:39.0,,Defensive rebound by E. Payton,41,60
179,2,5:26.0,,B. Portis makes 2-pt jump shot from 10 ft (assist by E. Payton),41,62
180,2,5:15.0,J. Harden makes 2-pt jump shot from 6 ft,,43,62
181,2,5:06.0,,W. Ellington misses 3-pt jump shot from 23 ft,43,62
182,2,5:05.0,Defensive rebound by Team,,43,62
183,2,5:05.0,,Loose ball foul by T. Gibson (drawn by R. Covington),43,62
184,2,5:05.0,R. Westbrook enters the game for A. Rivers,,43,62
185,2,5:05.0,,R. Barrett enters the game for K. Knox,43,62
186,2,4:59.0,Personal foul by E. Payton (drawn by J. Harden),,43,62
187,2,4:59.0,,J. Randle enters the game for B. Portis,43,62
188,2,4:44.0,D. House makes 3-pt jump shot from 28 ft (assist by R. Covington),,46,62
189,2,4:27.0,,T. Gibson makes 2-pt layup from 2 ft (assist by W. Ellington),46,64
190,2,4:17.0,R. Westbrook misses 2-pt layup from 1 ft,,46,64
191,2,4:15.0,,Defensive rebound by R. Barrett,46,64
192,2,4:03.0,,Turnover by J. Randle (lost ball; steal by P. Tucker),46,64
193,2,3:57.0,D. House makes 3-pt jump shot from 23 ft (assist by J. Harden),,49,64
194,2,3:45.0,,E. Payton misses 2-pt layup from 1 ft,49,64
195,2,3:44.0,Defensive rebound by R. Covington,,49,64
196,2,3:35.0,R. Covington misses 3-pt jump shot from 26 ft,,49,64
197,2,3:33.0,,Defensive rebound by W. Ellington,49,64
198,2,3:26.0,,Personal foul by J. Harden (drawn by T. Gibson),49,64
199,2,3:26.0,,M. Harkless enters the game for W. Ellington,49,64
200,2,3:21.0,,E. Payton misses 2-pt jump shot from 14 ft,49,64
201,2,3:19.0,,Offensive rebound by T. Gibson,49,64
202,2,3:19.0,,T. Gibson misses 2-pt layup at rim,49,64
203,2,3:18.0,Defensive rebound by R. Covington,,49,64
204,2,3:07.0,D. House makes 2-pt dunk from 1 ft (assist by P. Tucker),,51,64
205,2,3:06.0,,New York full timeout,51,64
206,2,3:06.0,,F. Ntilikina enters the game for E. Payton,51,64
207,2,2:49.0,,R. Barrett makes 3-pt jump shot from 26 ft (assist by J. Randle),51,67
208,2,2:32.0,R. Covington makes 3-pt jump shot from 25 ft (assist by P. Tucker),,54,67
209,2,2:16.0,,Offensive foul by T. Gibson (drawn by R. Covington),54,67
210,2,2:16.0,,Turnover by T. Gibson (offensive foul),54,67
211,2,2:03.0,J. Harden misses 3-pt jump shot from 29 ft,,54,67
212,2,2:01.0,Offensive rebound by P. Tucker,,54,67
213,2,1:57.0,R. Covington makes 3-pt jump shot from 25 ft (assist by P. Tucker),,57,67
214,2,1:44.0,,J. Randle misses 3-pt jump shot from 24 ft,57,67
215,2,1:42.0,,Offensive rebound by J. Randle,57,67
216,2,1:40.0,,J. Randle misses 2-pt layup from 4 ft,57,67
217,2,1:39.0,Defensive rebound by Team,,57,67
218,2,1:23.0,D. House misses 3-pt jump shot from 25 ft,,57,67
219,2,1:21.0,Offensive rebound by R. Covington,,57,67
220,2,1:18.0,R. Covington makes 2-pt layup at rim,,59,67
221,2,1:01.0,,J. Randle misses 2-pt layup from 2 ft,59,67
222,2,1:00.0,,Offensive rebound by J. Randle,59,67
223,2,0:59.0,,Shooting foul by P. Tucker (drawn by J. Randle),59,67
224,2,0:59.0,,J. Randle makes free throw 1 of 2,59,68
225,2,0:59.0,,J. Randle makes free throw 2 of 2,59,69
226,2,0:53.0,R. Westbrook makes 2-pt layup from 2 ft (assist by D. House),,61,69
227,2,0:38.0,,R. Barrett makes 2-pt layup from 2 ft,61,71
228,2,0:34.0,Shooting foul by M. Harkless (drawn by J. Harden),,61,71
229,2,0:34.0,J. Harden makes free throw 1 of 2,,62,71
230,2,0:34.0,J. Harden makes free throw 2 of 2,,63,71
231,2,0:31.0,,F. Ntilikina makes 2-pt layup from 1 ft,63,73
232,2,0:26.0,R. Westbrook misses 2-pt layup from 1 ft,,63,73
233,2,0:24.0,,Defensive rebound by J. Randle,63,73
234,2,0:03.0,,R. Barrett misses 3-pt jump shot from 27 ft,63,73
235,2,0:02.0,,Offensive rebound by Team,63,73
236,2,0:02.0,,Turnover by Team (shot clock),63,73
237,2,0:00.0,D. House misses 3-pt jump shot from 25 ft,,63,73
238,2,0:00.0,Offensive rebound by Team,,63,73
239,3,11:47.0,,R. Barrett makes 2-pt hook shot from 5 ft (assist by T. Gibson),63,75
240,3,11:47.0,,Shooting foul by D. House (drawn by R. Barrett),63,75
241,3,11:47.0,,R. Barrett misses free throw 1 of 1,63,75
242,3,11:45.0,,Offensive rebound by T. Gibson,63,75
243,3,11:45.0,,Shooting foul by P. Tucker (drawn by R. Barrett),63,75
244,3,11:45.0,,R. Barrett makes free throw 1 of 2,63,76
245,3,11:45.0,,R. Barrett makes free throw 2 of 2,63,77
246,3,11:35.0,R. Covington misses 3-pt jump shot from 26 ft,,63,77
247,3,11:34.0,,Defensive rebound by R. Barrett,63,77
248,3,11:20.0,,Personal foul by J. Harden (drawn by R. Barrett),63,77
249,3,11:13.0,,M. Harkless misses 3-pt jump shot from 26 ft,63,77
250,3,11:12.0,Defensive rebound by Team,,63,77
251,3,11:12.0,,Loose ball foul by J. Randle (drawn by R. Westbrook),63,77
252,3,11:01.0,R. Westbrook misses 2-pt layup from 2 ft,,63,77
253,3,10:59.0,,Defensive rebound by T. Gibson,63,77
254,3,10:56.0,,R. Barrett misses 2-pt layup from 1 ft,63,77
255,3,10:54.0,Defensive rebound by R. Covington,,63,77
256,3,10:45.0,Shooting foul by M. Harkless (drawn by J. Harden),,63,77
257,3,10:45.0,J. Harden makes free throw 1 of 2,,64,77
258,3,10:45.0,J. Harden makes free throw 2 of 2,,65,77
259,3,10:22.0,,E. Payton misses 2-pt jump shot from 19 ft,65,77
260,3,10:20.0,,Offensive rebound by T. Gibson,65,77
261,3,10:17.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by T. Gibson),65,79
262,3,10:02.0,P. Tucker misses 3-pt jump shot from 24 ft,,65,79
263,3,10:00.0,,Defensive rebound by E. Payton,65,79
264,3,9:51.0,,R. Barrett misses 3-pt jump shot from 25 ft,65,79
265,3,9:49.0,Defensive rebound by R. Covington,,65,79
266,3,9:44.0,R. Westbrook misses 2-pt jump shot from 22 ft,,65,79
267,3,9:43.0,,Defensive rebound by J. Randle,65,79
268,3,9:35.0,,Personal foul by P. Tucker (drawn by E. Payton),65,79
269,3,9:21.0,,Turnover by Team (shot clock),65,79
270,3,9:15.0,J. Harden misses 3-pt jump shot from 25 ft,,65,79
271,3,9:13.0,,Defensive rebound by R. Barrett,65,79
272,3,9:01.0,,R. Barrett makes 2-pt jump shot from 9 ft,65,81
273,3,8:49.0,R. Covington misses 2-pt layup from 1 ft,,65,81
274,3,8:47.0,,Defensive rebound by T. Gibson,65,81
275,3,8:44.0,,Turnover by E. Payton (bad pass; steal by J. Harden),65,81
276,3,8:40.0,D. House misses 3-pt jump shot from 23 ft,,65,81
277,3,8:38.0,,Defensive rebound by E. Payton,65,81
278,3,8:28.0,,T. Gibson makes 2-pt dunk at rim (assist by E. Payton),65,83
279,3,8:17.0,D. House makes 2-pt dunk from 1 ft (assist by J. Harden),,67,83
280,3,8:06.0,,E. Payton makes 2-pt layup from 2 ft (assist by R. Barrett),67,85
281,3,7:48.0,D. House makes 3-pt jump shot from 24 ft (assist by J. Harden),,70,85
282,3,7:29.0,,E. Payton makes 2-pt layup from 1 ft,70,87
283,3,7:11.0,D. House misses 3-pt jump shot from 24 ft,,70,87
284,3,7:09.0,,Defensive rebound by E. Payton,70,87
285,3,6:55.0,,J. Randle misses 2-pt hook shot from 2 ft,70,87
286,3,6:53.0,,Offensive rebound by M. Harkless,70,87
287,3,6:53.0,,M. Harkless misses 2-pt layup at rim,70,87
288,3,6:51.0,Defensive rebound by P. Tucker,,70,87
289,3,6:43.0,D. House misses 3-pt jump shot from 24 ft,,70,87
290,3,6:41.0,,Defensive rebound by J. Randle,70,87
291,3,6:27.0,,Turnover by M. Harkless (bad pass; steal by D. House),70,87
292,3,6:23.0,D. House makes 2-pt dunk from 1 ft (assist by J. Harden),,72,87
293,3,6:22.0,,New York full timeout,72,87
294,3,6:22.0,E. Gordon enters the game for R. Covington,,72,87
295,3,6:22.0,B. McLemore enters the game for D. House,,72,87
296,3,6:22.0,,M. Robinson enters the game for T. Gibson,72,87
297,3,6:10.0,,Personal foul by R. Westbrook (drawn by R. Barrett),72,87
298,3,6:10.0,,R. Barrett misses free throw 1 of 2,72,87
299,3,6:10.0,,Offensive rebound by Team,72,87
300,3,6:10.0,,R. Barrett misses free throw 2 of 2,72,87
301,3,6:08.0,Defensive rebound by R. Westbrook,,72,87
302,3,5:51.0,R. Westbrook misses 3-pt jump shot from 23 ft,,72,87
303,3,5:49.0,,Defensive rebound by J. Randle,72,87
304,3,5:38.0,,J. Randle makes 2-pt dunk at rim (assist by M. Harkless),72,89
305,3,5:25.0,J. Harden misses 3-pt jump shot from 27 ft,,72,89
306,3,5:23.0,,Defensive rebound by E. Payton,72,89
307,3,5:07.0,,J. Randle makes 2-pt jump shot from 6 ft,72,91
308,3,4:58.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),,75,91
309,3,4:39.0,,Turnover by R. Barrett (lost ball; steal by B. McLemore),75,91
310,3,4:36.0,Shooting foul by R. Barrett (drawn by R. Westbrook),,75,91
311,3,4:36.0,R. Westbrook makes free throw 1 of 2,,76,91
312,3,4:36.0,R. Westbrook misses free throw 2 of 2,,76,91
313,3,4:35.0,,Defensive rebound by J. Randle,76,91
314,3,4:24.0,,M. Harkless misses 2-pt layup from 3 ft,76,91
315,3,4:22.0,,Offensive rebound by J. Randle,76,91
316,3,4:22.0,,J. Randle makes 2-pt layup at rim,76,93
317,3,4:10.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),,79,93
318,3,3:58.0,,M. Robinson makes 2-pt dunk at rim (assist by E. Payton),79,95
319,3,3:48.0,E. Gordon misses 3-pt jump shot from 27 ft,,79,95
320,3,3:46.0,,Defensive rebound by J. Randle,79,95
321,3,3:25.0,,Turnover by E. Payton (bad pass),79,95
322,3,3:25.0,A. Rivers enters the game for R. Westbrook,,79,95
323,3,3:25.0,,K. Knox enters the game for M. Harkless,79,95
324,3,3:25.0,,F. Ntilikina enters the game for E. Payton,79,95
325,3,3:06.0,A. Rivers misses 3-pt jump shot from 25 ft,,79,95
326,3,3:04.0,,Defensive rebound by R. Barrett,79,95
327,3,2:58.0,,Turnover by R. Barrett (bad pass),79,95
328,3,2:58.0,Houston full timeout,,79,95
329,3,2:58.0,,W. Ellington enters the game for R. Barrett,79,95
330,3,2:44.0,E. Gordon misses 3-pt jump shot from 29 ft,,79,95
331,3,2:42.0,,Defensive rebound by M. Robinson,79,95
332,3,2:22.0,,F. Ntilikina makes 3-pt jump shot from 25 ft (assist by J. Randle),79,98
333,3,2:08.0,J. Harden makes 3-pt jump shot from 26 ft,,82,98
334,3,1:45.0,,K. Knox misses 3-pt jump shot from 24 ft,82,98
335,3,1:43.0,Defensive rebound by P. Tucker,,82,98
336,3,1:40.0,J. Harden makes 2-pt layup from 1 ft,,84,98
337,3,1:40.0,Shooting foul by W. Ellington (drawn by J. Harden),,84,98
338,3,1:40.0,J. Harden makes free throw 1 of 1,,85,98
339,3,1:25.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,85,98
340,3,1:24.0,,Offensive rebound by Team,85,98
341,3,1:24.0,Loose ball foul by B. McLemore (drawn by M. Robinson),,85,98
342,3,1:24.0,,M. Robinson misses free throw 1 of 2,85,98
343,3,1:24.0,J. Green enters the game for P. Tucker,,85,98
344,3,1:24.0,,B. Portis enters the game for J. Randle,85,98
345,3,1:24.0,,Offensive rebound by Team,85,98
346,3,1:24.0,,M. Robinson makes free throw 2 of 2,85,99
347,3,1:13.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by J. Harden),,88,99
348,3,1:00.0,,F. Ntilikina makes 2-pt jump shot from 10 ft,88,101
349,3,0:46.0,J. Harden misses 2-pt layup from 1 ft,,88,101
350,3,0:44.0,,Defensive rebound by B. Portis,88,101
351,3,0:26.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,88,101
352,3,0:24.0,Defensive rebound by B. McLemore,,88,101
353,3,0:00.0,J. Harden makes 3-pt jump shot from 28 ft (assist by A. Rivers),,91,101
354,3,0:00.0,Instant Replay (Request: Ruling Stands),,91,101
355,4,11:47.0,R. Westbrook makes 2-pt layup from 2 ft,,93,101
356,4,11:47.0,Shooting foul by K. Knox (drawn by R. Westbrook),,93,101
357,4,11:47.0,R. Westbrook misses free throw 1 of 1,,93,101
358,4,11:45.0,,Defensive rebound by B. Portis,93,101
359,4,11:28.0,,K. Knox misses 2-pt layup from 10 ft (block by J. Green),93,101
360,4,11:27.0,,Offensive rebound by Team,93,101
361,4,11:25.0,,Turnover by B. Portis (lost ball; steal by J. Green),93,101
362,4,11:21.0,J. Green makes 2-pt dunk from 1 ft,,95,101
363,4,11:06.0,,Shooting foul by R. Covington (drawn by B. Portis),95,101
364,4,11:06.0,,B. Portis misses free throw 1 of 2,95,101
365,4,11:06.0,,Offensive rebound by Team,95,101
366,4,11:06.0,,B. Portis makes free throw 2 of 2,95,102
367,4,10:59.0,Turnover by R. Westbrook (lost ball; steal by B. Portis),,95,102
368,4,10:52.0,,Turnover by F. Ntilikina (traveling),95,102
369,4,10:52.0,,Violation by Team (delay of game),95,102
370,4,10:41.0,E. Gordon misses 2-pt layup from 3 ft (block by B. Portis),,95,102
371,4,10:40.0,Offensive rebound by Team,,95,102
372,4,10:32.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,98,102
373,4,10:30.0,,New York full timeout,98,102
374,4,10:20.0,,M. Robinson misses 2-pt layup from 2 ft,98,102
375,4,10:19.0,,Offensive rebound by M. Robinson,98,102
376,4,10:18.0,,Shooting foul by R. Covington (drawn by M. Robinson),98,102
377,4,10:18.0,,M. Robinson makes free throw 1 of 2,98,103
378,4,10:18.0,,M. Robinson misses free throw 2 of 2,98,103
379,4,10:16.0,Defensive rebound by R. Westbrook,,98,103
380,4,10:08.0,R. Covington makes 3-pt jump shot from 28 ft (assist by J. Green),,101,103
381,4,9:51.0,,W. Ellington makes 3-pt jump shot from 25 ft,101,106
382,4,9:31.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by B. McLemore),,104,106
383,4,9:07.0,,B. Portis makes 3-pt jump shot from 28 ft (assist by W. Ellington),104,109
384,4,8:53.0,R. Covington misses 3-pt jump shot from 23 ft,,104,109
385,4,8:51.0,,Defensive rebound by K. Knox,104,109
386,4,8:43.0,,B. Portis misses 3-pt jump shot from 29 ft,104,109
387,4,8:41.0,Defensive rebound by Team,,104,109
