,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CLEVELAND_ACTION,WASHINGTON_SCORE,CLEVELAND_SCORE
387,4,5:20.0,,Shooting foul by I. Smith (drawn by C. Sexton),112,97
388,4,5:20.0,,C. Sexton makes free throw 1 of 2,112,98
389,4,5:20.0,I. Mahinmi enters the game for T. Bryant,,112,98
390,4,5:20.0,,C. Sexton makes free throw 2 of 2,112,99
391,4,4:58.0,B. Beal makes 2-pt layup from 1 ft (assist by D. Bertāns),,114,99
392,4,4:45.0,,L. Nance makes 2-pt layup from 1 ft,114,101
393,4,4:30.0,Personal foul by C. Osman (drawn by B. Beal),,114,101
394,4,4:30.0,I. Bonga enters the game for D. Bertāns,,114,101
395,4,4:21.0,T. Brown makes 2-pt layup from 1 ft,,116,101
396,4,4:09.0,,Turnover by D. Garland (traveling),116,101
397,4,3:57.0,B. Beal misses 3-pt jump shot from 25 ft,,116,101
398,4,3:54.0,,Defensive rebound by C. Osman,116,101
399,4,3:37.0,,C. Osman misses 3-pt jump shot from 26 ft,116,101
400,4,3:35.0,Defensive rebound by I. Bonga,,116,101
401,4,3:19.0,Shooting foul by L. Nance (drawn by I. Mahinmi),,116,101
402,4,3:19.0,I. Mahinmi makes free throw 1 of 2,,117,101
403,4,3:19.0,I. Mahinmi makes free throw 2 of 2,,118,101
404,4,3:12.0,,C. Sexton misses 2-pt jump shot from 16 ft,118,101
405,4,3:11.0,Defensive rebound by T. Brown,,118,101
406,4,3:11.0,Washington full timeout,,118,101
407,4,2:52.0,I. Smith makes 2-pt layup from 1 ft,,120,101
408,4,2:32.0,,K. Love makes 3-pt jump shot from 23 ft (assist by L. Nance),120,104
409,4,2:04.0,I. Smith misses 3-pt jump shot from 25 ft,,120,104
410,4,2:02.0,,Defensive rebound by C. Sexton,120,104
411,4,1:52.0,,D. Garland makes 3-pt jump shot from 25 ft (assist by L. Nance),120,107
412,4,1:30.0,Turnover by I. Mahinmi (bad pass; steal by C. Osman),,120,107
413,4,1:28.0,,C. Osman makes 2-pt layup from 1 ft,120,109
414,4,1:28.0,Washington full timeout,,120,109
415,4,1:05.0,T. Brown makes 2-pt jump shot from 15 ft (assist by B. Beal),,122,109
416,4,0:54.0,,L. Nance makes 3-pt jump shot from 25 ft (assist by C. Sexton),122,112
417,4,0:48.0,Personal foul by D. Garland (drawn by I. Smith),,122,112
418,4,0:48.0,I. Smith makes free throw 1 of 2,,123,112
419,4,0:48.0,G. Payton enters the game for B. Beal,,123,112
420,4,0:48.0,I. Smith makes free throw 2 of 2,,124,112
421,4,0:39.0,,D. Garland misses 3-pt jump shot from 26 ft,124,112
422,4,0:36.0,Defensive rebound by G. Payton,,124,112
423,4,0:13.0,I. Smith misses 3-pt jump shot from 23 ft,,124,112
424,4,0:11.0,,Defensive rebound by L. Nance,124,112
425,4,0:07.0,,C. Osman misses 3-pt jump shot from 25 ft (block by I. Bonga),124,112
426,4,0:03.0,Defensive rebound by I. Bonga,,124,112
