,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MIAMI_ACTION,LA CLIPPERS_SCORE,MIAMI_SCORE
37,1,7:26.0,Turnover by L. Shamet (bad pass; steal by D. Robinson),,4,11
38,1,7:18.0,,B. Adebayo makes 2-pt dunk from 4 ft (assist by D. Robinson),4,13
39,1,6:59.0,Personal foul by D. Robinson (drawn by L. Shamet),,4,13
40,1,6:59.0,L. Williams enters the game for J. Robinson,,4,13
41,1,6:48.0,L. Shamet makes 2-pt layup from 3 ft (assist by L. Williams),,6,13
42,1,6:22.0,,T. Herro misses 3-pt jump shot from 25 ft,6,13
43,1,6:21.0,,Offensive rebound by Team,6,13
44,1,6:19.0,,B. Adebayo makes 2-pt jump shot from 16 ft (assist by J. Butler),6,15
45,1,6:05.0,L. Shamet makes 3-pt jump shot from 23 ft (assist by I. Zubac),,9,15
46,1,5:49.0,,D. Robinson makes 3-pt jump shot from 27 ft (assist by J. Butler),9,18
47,1,5:36.0,K. Leonard misses 3-pt jump shot from 27 ft,,9,18
48,1,5:31.0,,Defensive rebound by T. Herro,9,18
49,1,5:24.0,,T. Herro makes 3-pt jump shot from 27 ft,9,21
50,1,5:10.0,K. Leonard misses 2-pt layup from 3 ft,,9,21
51,1,5:08.0,Offensive rebound by I. Zubac,,9,21
52,1,5:08.0,I. Zubac misses 2-pt layup from 4 ft,,9,21
53,1,5:07.0,,Defensive rebound by D. Robinson,9,21
54,1,5:03.0,,D. Robinson makes 3-pt jump shot from 27 ft,9,24
55,1,4:59.0,LA Clippers full timeout,,9,24
56,1,4:59.0,J. Green enters the game for M. Harkless,,9,24
57,1,4:59.0,M. Harrell enters the game for I. Zubac,,9,24
58,1,4:59.0,,D. Jones enters the game for D. Robinson,9,24
59,1,4:46.0,Turnover by L. Williams (traveling),,9,24
60,1,4:26.0,,T. Herro misses 2-pt jump shot from 12 ft,9,24
61,1,4:24.0,Defensive rebound by J. Green,,9,24
62,1,4:20.0,K. Leonard makes 2-pt layup from 4 ft,,11,24
63,1,4:20.0,Shooting foul by J. Butler (drawn by K. Leonard),,11,24
64,1,4:20.0,K. Leonard makes free throw 1 of 1,,12,24
65,1,4:05.0,,B. Adebayo misses 2-pt hook shot from 7 ft,12,24
66,1,4:04.0,,Offensive rebound by Team,12,24
67,1,4:04.0,R. McGruder enters the game for L. Shamet,,12,24
68,1,4:04.0,,J. Johnson enters the game for B. Adebayo,12,24
69,1,3:53.0,,J. Johnson misses 3-pt jump shot from 26 ft,12,24
70,1,3:50.0,Defensive rebound by J. Green,,12,24
71,1,3:36.0,Shooting foul by D. Jones (drawn by R. McGruder),,12,24
72,1,3:36.0,R. McGruder makes free throw 1 of 2,,13,24
73,1,3:36.0,,K. Olynyk enters the game for M. Leonard,13,24
74,1,3:36.0,R. McGruder misses free throw 2 of 2,,13,24
75,1,3:32.0,,Defensive rebound by K. Olynyk,13,24
76,1,3:21.0,,J. Butler misses 3-pt jump shot from 25 ft,13,24
77,1,3:17.0,Defensive rebound by J. Green,,13,24
78,1,3:11.0,K. Leonard misses 2-pt jump shot from 15 ft,,13,24
79,1,3:09.0,,Defensive rebound by J. Johnson,13,24
80,1,2:56.0,,Shooting foul by J. Green (drawn by T. Herro),13,24
81,1,2:56.0,,T. Herro misses free throw 1 of 2,13,24
82,1,2:56.0,,Offensive rebound by Team,13,24
83,1,2:56.0,,T. Herro misses free throw 2 of 2,13,24
84,1,2:53.0,Defensive rebound by M. Harrell,,13,24
85,1,2:41.0,J. Green makes 2-pt jump shot from 5 ft (assist by L. Williams),,15,24
86,1,2:28.0,,J. Johnson misses 2-pt layup from 6 ft,15,24
87,1,2:26.0,Defensive rebound by M. Harrell,,15,24
88,1,2:13.0,M. Harrell makes 2-pt layup from 6 ft (assist by L. Williams),,17,24
89,1,2:13.0,Shooting foul by D. Jones (drawn by M. Harrell),,17,24
90,1,2:13.0,,Miami full timeout,17,24
91,1,2:13.0,L. Shamet enters the game for K. Leonard,,17,24
92,1,2:13.0,,D. Robinson enters the game for T. Herro,17,24
93,1,2:13.0,M. Harrell misses free throw 1 of 1,,17,24
94,1,2:10.0,,Defensive rebound by K. Olynyk,17,24
95,1,1:58.0,,J. Butler misses 2-pt layup from 3 ft,17,24
96,1,1:52.0,,Offensive rebound by D. Jones,17,24
97,1,1:52.0,,D. Jones makes 2-pt layup at rim,17,26
98,1,1:39.0,R. McGruder misses 3-pt jump shot from 25 ft,,17,26
99,1,1:38.0,,Defensive rebound by Team,17,26
100,1,1:38.0,,D. Waiters enters the game for J. Butler,17,26
101,1,1:20.0,,D. Waiters misses 3-pt jump shot from 26 ft,17,26
102,1,1:16.0,,Offensive rebound by K. Olynyk,17,26
103,1,1:14.0,,K. Olynyk makes 2-pt layup from 3 ft,17,28
104,1,1:09.0,Personal foul by D. Robinson (drawn by L. Williams),,17,28
105,1,1:09.0,L. Williams makes free throw 1 of 2,,18,28
106,1,1:09.0,,T. Herro enters the game for D. Robinson,18,28
107,1,1:09.0,L. Williams makes free throw 2 of 2,,19,28
108,1,0:57.0,,J. Johnson misses 2-pt dunk from 4 ft,19,28
109,1,0:57.0,Defensive rebound by R. McGruder,,19,28
110,1,0:48.0,L. Williams makes 2-pt jump shot from 12 ft,,21,28
111,1,0:32.0,,J. Johnson misses 3-pt jump shot from 24 ft,21,28
112,1,0:32.0,Defensive rebound by Team,,21,28
113,1,0:32.0,,Loose ball foul by K. Olynyk (drawn by M. Harrell),21,28
114,1,0:32.0,M. Harrell makes free throw 1 of 2,,22,28
115,1,0:32.0,M. Harrell misses free throw 2 of 2,,22,28
116,1,0:31.0,Offensive rebound by Team,,22,28
117,1,0:30.0,L. Williams misses 3-pt jump shot from 30 ft,,22,28
118,1,0:27.0,,Defensive rebound by Team,22,28
119,1,0:09.0,,T. Herro makes 2-pt layup from 4 ft,22,30
120,1,0:00.0,Turnover by L. Shamet (lost ball; steal by J. Johnson),,22,30
121,1,0:00.0,,J. Johnson misses 3-pt jump shot from 55 ft,22,30
122,1,0:00.0,,Offensive rebound by Team,22,30
123,2,11:49.0,,D. Waiters makes 3-pt jump shot from 26 ft (assist by K. Olynyk),22,33
124,2,11:32.0,J. Green makes 2-pt dunk from 3 ft (assist by M. Harrell),,24,33
125,2,11:32.0,Shooting foul by K. Olynyk (drawn by J. Green),,24,33
126,2,11:32.0,J. Green makes free throw 1 of 1,,25,33
127,2,11:15.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by J. Johnson),25,36
128,2,11:15.0,,Shooting foul by R. McGruder (drawn by D. Waiters),25,36
129,2,11:15.0,,D. Waiters misses free throw 1 of 1,25,36
130,2,11:11.0,Defensive rebound by J. Green,,25,36
131,2,11:03.0,R. McGruder misses 3-pt jump shot from 24 ft,,25,36
132,2,11:00.0,,Defensive rebound by D. Jones,25,36
133,2,10:53.0,,T. Herro misses 2-pt jump shot from 11 ft,25,36
134,2,10:48.0,Defensive rebound by L. Shamet,,25,36
135,2,10:46.0,L. Williams misses 2-pt jump shot from 15 ft,,25,36
136,2,10:42.0,,Defensive rebound by K. Olynyk,25,36
137,2,10:36.0,,Shooting foul by J. Green (drawn by K. Olynyk),25,36
138,2,10:36.0,,K. Olynyk makes free throw 1 of 3,25,37
139,2,10:36.0,,K. Olynyk makes free throw 2 of 3,25,38
140,2,10:36.0,,K. Olynyk makes free throw 3 of 3,25,39
141,2,10:25.0,Def 3 sec tech foul by Team,,25,39
142,2,10:25.0,L. Williams makes technical free throw,,26,39
143,2,10:11.0,L. Shamet makes 3-pt jump shot from 28 ft (assist by L. Williams),,29,39
144,2,9:57.0,,D. Waiters misses 2-pt jump shot from 17 ft,29,39
145,2,9:55.0,Defensive rebound by M. Harrell,,29,39
146,2,9:50.0,L. Williams misses 2-pt layup from 4 ft (block by D. Jones),,29,39
147,2,9:46.0,,Defensive rebound by D. Waiters,29,39
148,2,9:44.0,,Turnover by D. Waiters (lost ball; steal by M. Harrell),29,39
149,2,9:39.0,M. Harrell makes 2-pt layup from 4 ft,,31,39
150,2,9:36.0,,Miami full timeout,31,39
151,2,9:36.0,,B. Adebayo enters the game for D. Jones,31,39
152,2,9:23.0,,T. Herro makes 2-pt layup from 4 ft (assist by B. Adebayo),31,41
153,2,9:06.0,J. Green makes 2-pt jump shot from 9 ft (assist by L. Shamet),,33,41
154,2,8:48.0,Violation by Team (kicked ball),,33,41
155,2,8:48.0,K. Leonard enters the game for L. Williams,,33,41
156,2,8:48.0,,J. Butler enters the game for J. Johnson,33,41
157,2,8:41.0,,K. Olynyk misses 3-pt jump shot from 26 ft,33,41
158,2,8:38.0,Defensive rebound by K. Leonard,,33,41
159,2,8:30.0,L. Shamet misses 3-pt jump shot from 23 ft,,33,41
160,2,8:26.0,Offensive rebound by J. Green,,33,41
161,2,8:25.0,J. Green makes 2-pt layup from 3 ft,,35,41
162,2,8:13.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Butler),35,44
163,2,7:57.0,M. Harrell makes 2-pt dunk from 3 ft (assist by L. Shamet),,37,44
164,2,7:29.0,,K. Olynyk misses 2-pt layup from 4 ft,37,44
165,2,7:27.0,Defensive rebound by K. Leonard,,37,44
166,2,7:23.0,R. McGruder misses 2-pt jump shot from 6 ft (block by B. Adebayo),,37,44
167,2,7:18.0,Offensive rebound by J. Green,,37,44
168,2,7:18.0,K. Leonard misses 3-pt jump shot from 27 ft,,37,44
169,2,7:18.0,,Defensive rebound by Team,37,44
170,2,7:18.0,M. Harkless enters the game for R. McGruder,,37,44
171,2,7:18.0,,D. Robinson enters the game for D. Waiters,37,44
172,2,7:00.0,,D. Robinson misses 3-pt jump shot from 26 ft,37,44
173,2,6:55.0,Defensive rebound by M. Harkless,,37,44
174,2,6:50.0,M. Harrell makes 2-pt layup from 3 ft (assist by M. Harkless),,39,44
175,2,6:36.0,,T. Herro makes 2-pt layup from 2 ft,39,46
176,2,6:21.0,J. Green misses 3-pt jump shot from 25 ft,,39,46
177,2,6:18.0,,Defensive rebound by T. Herro,39,46
178,2,6:08.0,,J. Butler misses 2-pt layup from 3 ft (block by K. Leonard),39,46
179,2,6:04.0,Defensive rebound by M. Harrell,,39,46
180,2,5:55.0,J. Green makes 2-pt hook shot from 9 ft (assist by M. Harrell),,41,46
181,2,5:46.0,,J. Butler makes 2-pt layup from 4 ft (assist by D. Robinson),41,48
182,2,5:46.0,,Shooting foul by M. Harrell (drawn by J. Butler),41,48
183,2,5:46.0,P. Patterson enters the game for J. Green,,41,48
184,2,5:46.0,,M. Leonard enters the game for K. Olynyk,41,48
185,2,5:46.0,,J. Butler makes free throw 1 of 1,41,49
186,2,5:30.0,M. Harrell misses 2-pt layup from 6 ft,,41,49
187,2,5:29.0,Offensive rebound by M. Harrell,,41,49
188,2,5:28.0,M. Harrell misses 2-pt layup from 4 ft,,41,49
189,2,5:27.0,,Defensive rebound by J. Butler,41,49
190,2,5:26.0,,Personal foul by M. Harrell (drawn by J. Butler),41,49
191,2,5:26.0,,Miami full timeout,41,49
192,2,5:26.0,,D. Jones enters the game for T. Herro,41,49
193,2,5:13.0,,Turnover by M. Leonard (bad pass; steal by K. Leonard),41,49
194,2,5:02.0,M. Harkless makes 3-pt jump shot from 23 ft (assist by K. Leonard),,44,49
195,2,4:47.0,,B. Adebayo makes 2-pt layup from 2 ft,44,51
196,2,4:25.0,M. Harrell makes 2-pt dunk from 3 ft (assist by K. Leonard),,46,51
197,2,4:06.0,,B. Adebayo makes 2-pt dunk from 3 ft (assist by D. Robinson),46,53
198,2,4:06.0,,Shooting foul by M. Harkless (drawn by B. Adebayo),46,53
199,2,4:06.0,I. Zubac enters the game for M. Harrell,,46,53
200,2,4:06.0,,T. Herro enters the game for J. Butler,46,53
201,2,4:06.0,,B. Adebayo makes free throw 1 of 1,46,54
202,2,3:52.0,Turnover by P. Patterson (bad pass; steal by D. Robinson),,46,54
203,2,3:49.0,,Turnover by D. Robinson (bad pass),46,54
204,2,3:36.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by I. Zubac),,49,54
205,2,3:25.0,,M. Leonard misses 3-pt jump shot from 27 ft,49,54
206,2,3:22.0,Defensive rebound by K. Leonard,,49,54
207,2,3:15.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by K. Leonard),,52,54
208,2,2:56.0,,D. Robinson makes 3-pt jump shot from 25 ft (assist by B. Adebayo),52,57
209,2,2:46.0,Shooting foul by M. Leonard (drawn by K. Leonard),,52,57
210,2,2:46.0,K. Leonard makes free throw 1 of 2,,53,57
211,2,2:46.0,K. Leonard makes free throw 2 of 2,,54,57
212,2,2:33.0,,T. Herro makes 2-pt jump shot from 15 ft (assist by B. Adebayo),54,59
213,2,2:22.0,Shooting foul by B. Adebayo (drawn by P. Patterson),,54,59
214,2,2:22.0,P. Patterson makes free throw 1 of 2,,55,59
215,2,2:22.0,P. Patterson makes free throw 2 of 2,,56,59
216,2,2:08.0,,M. Leonard makes 2-pt dunk from 3 ft (assist by B. Adebayo),56,61
217,2,1:54.0,I. Zubac makes 2-pt dunk from 3 ft (assist by M. Harkless),,58,61
218,2,1:44.0,,T. Herro misses 3-pt jump shot from 27 ft,58,61
219,2,1:41.0,,Offensive rebound by B. Adebayo,58,61
220,2,1:38.0,,Turnover by B. Adebayo (bad pass; steal by M. Harkless),58,61
221,2,1:32.0,L. Shamet makes 2-pt layup from 2 ft (assist by K. Leonard),,60,61
222,2,1:17.0,,D. Robinson misses 3-pt jump shot from 26 ft,60,61
223,2,1:13.0,Defensive rebound by I. Zubac,,60,61
224,2,1:05.0,Turnover by K. Leonard (lost ball; steal by D. Jones),,60,61
225,2,1:04.0,,Personal foul by P. Patterson (drawn by D. Jones),60,61
226,2,1:04.0,,Instant Replay (Request: Ruling Stands),60,61
227,2,1:04.0,,D. Jones makes free throw 1 of 2,60,62
228,2,1:04.0,L. Williams enters the game for P. Patterson,,60,62
229,2,1:04.0,,J. Johnson enters the game for D. Robinson,60,62
230,2,1:04.0,,D. Jones makes free throw 2 of 2,60,63
231,2,0:55.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by K. Leonard),,63,63
232,2,0:38.0,,B. Adebayo misses 2-pt dunk from 2 ft,63,63
233,2,0:38.0,,Offensive rebound by B. Adebayo,63,63
234,2,0:38.0,,Shooting foul by M. Harkless (drawn by B. Adebayo),63,63
235,2,0:38.0,,B. Adebayo makes free throw 1 of 2,63,64
236,2,0:38.0,J. Green enters the game for M. Harkless,,63,64
237,2,0:38.0,,D. Waiters enters the game for D. Jones,63,64
238,2,0:38.0,,B. Adebayo makes free throw 2 of 2,63,65
239,2,0:29.0,K. Leonard misses 3-pt jump shot from 26 ft,,63,65
240,2,0:26.0,,Defensive rebound by D. Waiters,63,65
241,2,0:09.0,,D. Waiters misses 3-pt jump shot from 26 ft,63,65
242,2,0:07.0,Defensive rebound by Team,,63,65
243,2,0:07.0,M. Harrell enters the game for J. Green,,63,65
244,2,0:07.0,P. Patterson enters the game for I. Zubac,,63,65
245,2,0:02.0,M. Harrell misses 2-pt layup from 3 ft,,63,65
246,2,0:02.0,Offensive rebound by K. Leonard,,63,65
247,2,0:00.0,K. Leonard misses 2-pt layup from 1 ft,,63,65
248,2,0:00.0,,Defensive rebound by J. Johnson,63,65
249,3,11:42.0,,Turnover by B. Adebayo (lost ball; steal by M. Harkless),63,65
250,3,11:38.0,M. Harkless misses 2-pt layup from 4 ft,,63,65
251,3,11:34.0,Offensive rebound by I. Zubac,,63,65
252,3,11:29.0,L. Shamet misses 3-pt jump shot from 26 ft,,63,65
253,3,11:21.0,,Defensive rebound by B. Adebayo,63,65
254,3,11:09.0,,Shooting foul by P. Patterson (drawn by B. Adebayo),63,65
255,3,11:09.0,,Instant Replay (Request: Ruling Stands),63,65
256,3,11:09.0,,B. Adebayo makes free throw 1 of 2,63,66
257,3,11:09.0,,B. Adebayo misses free throw 2 of 2,63,66
258,3,11:06.0,Defensive rebound by K. Leonard,,63,66
259,3,10:53.0,P. Patterson makes 2-pt layup from 1 ft (assist by L. Shamet),,65,66
260,3,10:32.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),65,69
261,3,10:18.0,Turnover by K. Leonard (bad pass),,65,69
262,3,10:06.0,,Personal foul by L. Shamet (drawn by J. Butler),65,69
263,3,9:52.0,,J. Butler makes 2-pt jump shot from 8 ft,65,71
264,3,9:44.0,Personal foul by T. Herro (drawn by I. Zubac),,65,71
265,3,9:37.0,K. Leonard makes 2-pt jump shot from 15 ft,,67,71
266,3,9:08.0,,D. Robinson misses 3-pt jump shot from 27 ft,67,71
267,3,9:05.0,Defensive rebound by L. Shamet,,67,71
268,3,8:53.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by K. Leonard),,70,71
269,3,8:39.0,,Turnover by B. Adebayo (bad pass; steal by K. Leonard),70,71
270,3,8:30.0,I. Zubac misses 2-pt jump shot from 6 ft,,70,71
271,3,8:26.0,,Defensive rebound by B. Adebayo,70,71
272,3,8:13.0,,T. Herro misses 2-pt jump shot from 11 ft,70,71
273,3,8:08.0,Defensive rebound by I. Zubac,,70,71
274,3,8:00.0,M. Harkless misses 2-pt jump shot from 18 ft,,70,71
275,3,7:57.0,,Defensive rebound by D. Robinson,70,71
276,3,7:40.0,,B. Adebayo misses 2-pt hook shot from 8 ft,70,71
277,3,7:40.0,,Offensive rebound by M. Leonard,70,71
278,3,7:40.0,,M. Leonard makes 2-pt layup from 4 ft,70,73
279,3,7:40.0,,Shooting foul by P. Patterson (drawn by M. Leonard),70,73
280,3,7:40.0,,M. Leonard makes free throw 1 of 1,70,74
281,3,7:23.0,P. Patterson misses 3-pt jump shot from 26 ft,,70,74
282,3,7:19.0,,Defensive rebound by J. Butler,70,74
283,3,7:14.0,,J. Butler misses 2-pt layup from 4 ft (block by I. Zubac),70,74
284,3,7:11.0,Defensive rebound by K. Leonard,,70,74
285,3,7:08.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by K. Leonard),,73,74
286,3,6:51.0,,J. Butler makes 2-pt jump shot from 7 ft,73,76
287,3,6:41.0,Personal foul by J. Butler (drawn by K. Leonard),,73,76
288,3,6:41.0,,Miami full timeout,73,76
289,3,6:26.0,I. Zubac misses 2-pt layup from 5 ft,,73,76
290,3,6:22.0,Offensive rebound by I. Zubac,,73,76
291,3,6:21.0,I. Zubac misses 2-pt layup from 3 ft,,73,76
292,3,6:20.0,Offensive rebound by P. Patterson,,73,76
293,3,6:17.0,P. Patterson makes 2-pt layup from 4 ft,,75,76
294,3,5:57.0,,T. Herro misses 3-pt jump shot from 28 ft,75,76
295,3,5:54.0,Defensive rebound by Team,,75,76
296,3,5:54.0,,Violation by Team (delay of game),75,76
297,3,5:43.0,K. Leonard makes 3-pt jump shot from 26 ft,,78,76
298,3,5:31.0,,Flagrant foul type 1 by M. Harkless (drawn by J. Butler),78,76
299,3,5:31.0,,Instant Replay (Request: Ruling Stands),78,76
300,3,5:31.0,,J. Butler makes flagrant free throw 1 of 3,78,77
301,3,5:31.0,,J. Butler makes flagrant free throw 2 of 3,78,78
302,3,5:31.0,,J. Butler makes flagrant free throw 3 of 3,78,79
303,3,5:31.0,,Turnover by J. Butler (bad pass),78,79
304,3,5:14.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by K. Leonard),,81,79
305,3,4:49.0,,J. Butler misses 2-pt jump shot from 16 ft,81,79
306,3,4:46.0,,Offensive rebound by J. Butler,81,79
307,3,4:45.0,,J. Butler makes 2-pt layup from 4 ft,81,81
308,3,4:31.0,Personal foul by M. Leonard (drawn by M. Harkless),,81,81
309,3,4:31.0,L. Williams enters the game for P. Patterson,,81,81
310,3,4:31.0,,D. Jones enters the game for D. Robinson,81,81
311,3,4:19.0,L. Shamet misses 3-pt jump shot from 25 ft,,81,81
312,3,4:17.0,Offensive rebound by Team,,81,81
313,3,4:17.0,J. Green enters the game for M. Harkless,,81,81
314,3,4:17.0,M. Harrell enters the game for I. Zubac,,81,81
315,3,4:09.0,K. Leonard makes 2-pt hook shot from 8 ft (assist by L. Shamet),,83,81
316,3,3:50.0,,M. Leonard makes 2-pt layup from 3 ft,83,83
317,3,3:34.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by M. Harrell),,86,83
318,3,3:20.0,,Personal foul by L. Shamet (drawn by J. Butler),86,83
319,3,3:20.0,,J. Butler makes free throw 1 of 2,86,84
320,3,3:20.0,,J. Johnson enters the game for B. Adebayo,86,84
321,3,3:20.0,,J. Butler makes free throw 2 of 2,86,85
322,3,3:08.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by L. Williams),,89,85
323,3,2:46.0,,J. Johnson misses 3-pt jump shot from 26 ft,89,85
324,3,2:42.0,Defensive rebound by J. Green,,89,85
325,3,2:38.0,Personal foul by J. Johnson (drawn by K. Leonard),,89,85
326,3,2:38.0,LA Clippers full timeout,,89,85
327,3,2:27.0,L. Shamet misses 3-pt jump shot from 26 ft,,89,85
328,3,2:26.0,,Defensive rebound by Team,89,85
329,3,2:06.0,,M. Leonard misses 2-pt hook shot from 7 ft,89,85
330,3,2:02.0,Defensive rebound by J. Green,,89,85
331,3,1:57.0,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),,91,85
332,3,1:43.0,,J. Johnson misses 3-pt jump shot from 27 ft,91,85
333,3,1:40.0,Defensive rebound by J. Green,,91,85
334,3,1:35.0,M. Harrell misses 2-pt jump shot from 7 ft,,91,85
335,3,1:31.0,,Defensive rebound by J. Butler,91,85
336,3,1:28.0,,J. Butler misses 3-pt jump shot from 27 ft,91,85
337,3,1:28.0,,Offensive rebound by D. Jones,91,85
338,3,1:25.0,,D. Jones misses 2-pt layup from 4 ft,91,85
339,3,1:23.0,,Offensive rebound by D. Jones,91,85
340,3,1:22.0,,D. Jones misses 2-pt layup from 6 ft,91,85
341,3,1:22.0,Defensive rebound by M. Harrell,,91,85
342,3,1:11.0,J. Green makes 3-pt jump shot from 25 ft (assist by L. Shamet),,94,85
343,3,0:55.0,,T. Herro misses 3-pt jump shot from 27 ft,94,85
344,3,0:51.0,Defensive rebound by K. Leonard,,94,85
345,3,0:43.0,L. Williams makes 3-pt jump shot from 24 ft (assist by K. Leonard),,97,85
346,3,0:34.0,,J. Johnson misses 3-pt jump shot from 26 ft,97,85
347,3,0:30.0,Defensive rebound by J. Green,,97,85
348,3,0:26.0,Personal foul by J. Johnson (drawn by K. Leonard),,97,85
349,3,0:26.0,K. Leonard makes free throw 1 of 2,,98,85
350,3,0:26.0,M. Harkless enters the game for L. Shamet,,98,85
351,3,0:26.0,R. McGruder enters the game for L. Williams,,98,85
352,3,0:26.0,,K. Olynyk enters the game for T. Herro,98,85
353,3,0:26.0,,D. Robinson enters the game for M. Leonard,98,85
354,3,0:26.0,K. Leonard makes free throw 2 of 2,,99,85
355,3,0:07.0,,J. Johnson misses 3-pt jump shot from 22 ft,99,85
356,3,0:04.0,Defensive rebound by M. Harrell,,99,85
357,3,0:04.0,Personal foul by J. Johnson (drawn by K. Leonard),,99,85
358,3,0:04.0,K. Leonard makes free throw 1 of 2,,100,85
359,3,0:04.0,K. Leonard makes free throw 2 of 2,,101,85
360,3,0:00.0,,J. Butler misses 3-pt jump shot from 33 ft,101,85
361,3,0:00.0,,Offensive rebound by Team,101,85
362,4,11:51.0,L. Williams misses 3-pt jump shot from 26 ft,,101,85
363,4,11:46.0,,Defensive rebound by D. Jones,101,85
364,4,11:26.0,,D. Waiters makes 2-pt jump shot from 16 ft (assist by K. Olynyk),101,87
365,4,11:10.0,Turnover by L. Williams (traveling),,101,87
366,4,10:56.0,,K. Olynyk misses 3-pt jump shot from 25 ft,101,87
367,4,10:54.0,Defensive rebound by M. Harkless,,101,87
368,4,10:46.0,M. Harrell misses 2-pt layup from 3 ft,,101,87
369,4,10:44.0,,Defensive rebound by K. Olynyk,101,87
370,4,10:43.0,,D. Waiters misses 2-pt layup from 3 ft (block by M. Harrell),101,87
371,4,10:42.0,,Offensive rebound by Team,101,87
372,4,10:41.0,,Away from play foul by R. McGruder (drawn by D. Robinson),101,87
373,4,10:41.0,,Instant Replay (Request: Stands),101,87
374,4,10:41.0,,D. Robinson makes free throw 1 of 1,101,88
375,4,10:41.0,,Offensive foul by D. Waiters (drawn by R. McGruder),101,88
376,4,10:41.0,,Turnover by D. Waiters (offensive foul),101,88
377,4,10:24.0,M. Harkless misses 2-pt layup from 4 ft,,101,88
378,4,10:21.0,,Defensive rebound by K. Olynyk,101,88
379,4,10:13.0,,D. Waiters makes 3-pt jump shot from 28 ft (assist by B. Adebayo),101,91
380,4,9:52.0,L. Williams makes 2-pt jump shot from 13 ft,,103,91
381,4,9:32.0,,Turnover by B. Adebayo (traveling),103,91
382,4,9:32.0,L. Shamet enters the game for R. McGruder,,103,91
383,4,9:32.0,Technical foul by E. Spoelstra,,103,91
384,4,9:32.0,L. Williams makes technical free throw,,104,91
385,4,9:16.0,L. Williams makes 3-pt jump shot from 23 ft (assist by M. Harrell),,107,91
