,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ORLANDO_ACTION,MEMPHIS_SCORE,ORLANDO_SCORE
374,4,8:15.0,J. Morant misses 2-pt jump shot from 22 ft,,78,94
375,4,8:12.0,,Defensive rebound by N. Vučević,78,94
376,4,8:00.0,Violation by Team (kicked ball),,78,94
377,4,8:00.0,B. Clarke enters the game for J. Valančiūnas,,78,94
378,4,7:49.0,,N. Vučević makes 2-pt layup from 1 ft (assist by D. Augustin),78,96
379,4,7:49.0,,Shooting foul by J. Jackson (drawn by N. Vučević),78,96
380,4,7:49.0,M. Guduric enters the game for D. Brooks,,78,96
381,4,7:49.0,,N. Vučević makes free throw 1 of 1,78,97
382,4,7:35.0,J. Jackson misses 2-pt jump shot from 2 ft,,78,97
383,4,7:35.0,Offensive rebound by Team,,78,97
384,4,7:28.0,J. Jackson misses 2-pt jump shot from 4 ft (block by A. Aminu),,78,97
385,4,7:28.0,Offensive rebound by Team,,78,97
386,4,7:25.0,J. Morant misses 3-pt jump shot from 22 ft,,78,97
387,4,7:22.0,,Defensive rebound by N. Vučević,78,97
388,4,7:07.0,,D. Augustin misses 2-pt layup from 7 ft,78,97
389,4,7:07.0,,Offensive rebound by Team,78,97
390,4,7:03.0,,A. Gordon misses 2-pt jump shot from 19 ft,78,97
391,4,7:02.0,Defensive rebound by Team,,78,97
392,4,7:02.0,,Loose ball foul by M. Carter-Williams (drawn by B. Clarke),78,97
393,4,6:49.0,J. Morant misses 2-pt dunk from 2 ft,,78,97
394,4,6:46.0,Offensive rebound by J. Crowder,,78,97
395,4,6:44.0,J. Jackson makes 2-pt layup from 2 ft (assist by J. Crowder),,80,97
396,4,6:21.0,,A. Aminu misses 3-pt jump shot from 26 ft,80,97
397,4,6:17.0,,Offensive rebound by D. Augustin,80,97
398,4,6:13.0,,D. Augustin misses 3-pt jump shot from 26 ft,80,97
399,4,6:10.0,Defensive rebound by J. Jackson,,80,97
400,4,6:00.0,Turnover by J. Morant (bad pass; steal by N. Vučević),,80,97
401,4,5:55.0,,Shooting foul by J. Crowder (drawn by A. Aminu),80,97
402,4,5:55.0,,A. Aminu makes free throw 1 of 2,80,98
403,4,5:55.0,,E. Fournier enters the game for M. Carter-Williams,80,98
404,4,5:55.0,,M. Fultz enters the game for A. Gordon,80,98
405,4,5:55.0,,A. Aminu makes free throw 2 of 2,80,99
406,4,5:33.0,J. Crowder misses 3-pt jump shot from 24 ft,,80,99
407,4,5:29.0,,Defensive rebound by N. Vučević,80,99
408,4,5:18.0,,N. Vučević misses 2-pt layup from 1 ft,80,99
409,4,5:16.0,,Offensive rebound by N. Vučević,80,99
410,4,5:16.0,,N. Vučević makes 2-pt layup at rim,80,101
411,4,5:16.0,Memphis full timeout,,80,101
412,4,5:16.0,K. Anderson enters the game for J. Crowder,,80,101
413,4,5:16.0,S. Hill enters the game for J. Jackson,,80,101
414,4,5:16.0,D. Melton enters the game for J. Morant,,80,101
415,4,5:16.0,,J. Isaac enters the game for A. Aminu,80,101
416,4,5:02.0,B. Clarke misses 2-pt jump shot from 14 ft,,80,101
417,4,4:57.0,,Defensive rebound by D. Augustin,80,101
418,4,4:43.0,,M. Fultz makes 2-pt jump shot from 10 ft (assist by E. Fournier),80,103
419,4,4:30.0,K. Anderson misses 3-pt jump shot from 23 ft,,80,103
420,4,4:27.0,,Defensive rebound by N. Vučević,80,103
421,4,4:19.0,,Shooting foul by B. Clarke (drawn by M. Fultz),80,103
422,4,4:19.0,,M. Fultz makes free throw 1 of 2,80,104
423,4,4:19.0,,M. Fultz makes free throw 2 of 2,80,105
424,4,4:09.0,B. Clarke makes 3-pt jump shot from 23 ft (assist by M. Guduric),,83,105
425,4,3:52.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),83,107
426,4,3:36.0,D. Melton misses 3-pt jump shot from 25 ft,,83,107
427,4,3:32.0,,Defensive rebound by N. Vučević,83,107
428,4,3:28.0,,J. Isaac makes 2-pt dunk from 1 ft (assist by D. Augustin),83,109
429,4,3:18.0,K. Anderson misses 2-pt jump shot from 17 ft,,83,109
430,4,3:18.0,,Defensive rebound by M. Fultz,83,109
431,4,3:07.0,,J. Isaac makes 2-pt layup from 1 ft (assist by N. Vučević),83,111
432,4,3:07.0,Memphis full timeout,,83,111
433,4,3:07.0,B. Caboclo enters the game for K. Anderson,,83,111
434,4,3:07.0,,K. Birch enters the game for D. Augustin,83,111
435,4,3:07.0,,M. Carter-Williams enters the game for E. Fournier,83,111
436,4,3:07.0,,W. Iwundu enters the game for M. Fultz,83,111
437,4,3:07.0,,A. Jefferson enters the game for N. Vučević,83,111
438,4,2:43.0,B. Clarke misses 2-pt jump shot from 10 ft,,83,111
439,4,2:41.0,,Defensive rebound by W. Iwundu,83,111
440,4,2:28.0,,M. Carter-Williams misses 2-pt jump shot from 8 ft,83,111
441,4,2:24.0,Defensive rebound by S. Hill,,83,111
442,4,2:16.0,B. Caboclo misses 3-pt jump shot from 26 ft,,83,111
443,4,2:12.0,,Defensive rebound by W. Iwundu,83,111
444,4,2:06.0,,Shooting foul by B. Caboclo (drawn by M. Carter-Williams),83,111
445,4,2:06.0,,M. Carter-Williams makes free throw 1 of 2,83,112
446,4,2:06.0,,M. Carter-Williams misses free throw 2 of 2,83,112
447,4,2:03.0,Defensive rebound by B. Clarke,,83,112
448,4,1:44.0,B. Clarke misses 3-pt jump shot from 27 ft,,83,112
449,4,1:41.0,,Defensive rebound by J. Isaac,83,112
450,4,1:30.0,,J. Isaac makes 2-pt jump shot from 19 ft,83,114
451,4,1:16.0,D. Melton misses 2-pt jump shot from 6 ft,,83,114
452,4,1:14.0,,Defensive rebound by A. Jefferson,83,114
453,4,1:07.0,,W. Iwundu misses 2-pt jump shot from 22 ft,83,114
454,4,1:06.0,,Offensive rebound by A. Jefferson,83,114
455,4,1:06.0,,A. Jefferson makes 2-pt layup from 3 ft,83,116
456,4,0:49.0,S. Hill misses 2-pt layup from 3 ft,,83,116
457,4,0:45.0,Offensive rebound by B. Clarke,,83,116
458,4,0:45.0,B. Clarke misses 2-pt layup from 1 ft,,83,116
459,4,0:44.0,,Defensive rebound by M. Carter-Williams,83,116
460,4,0:25.0,,J. Isaac makes 2-pt layup from 2 ft (assist by W. Iwundu),83,118
461,4,0:18.0,S. Hill makes 3-pt jump shot from 26 ft,,86,118
