,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
0,1,11:49.0,,B. Simmons makes 2-pt layup from 1 ft,0,2
1,1,11:36.0,Shooting foul by M. Thybulle (drawn by J. Allen),,0,2
2,1,11:36.0,J. Allen makes free throw 1 of 2,,1,2
3,1,11:36.0,J. Allen makes free throw 2 of 2,,2,2
4,1,11:27.0,,B. Simmons misses 2-pt layup from 3 ft,2,2
5,1,11:24.0,Defensive rebound by T. Prince,,2,2
6,1,11:10.0,K. Irving misses 2-pt jump shot from 19 ft,,2,2
7,1,11:07.0,,Defensive rebound by B. Simmons,2,2
8,1,11:02.0,,A. Horford misses 3-pt jump shot from 25 ft,2,2
9,1,10:59.0,Defensive rebound by J. Harris,,2,2
10,1,10:47.0,Turnover by T. Prince (bad pass; steal by A. Horford),,2,2
11,1,10:41.0,,T. Harris misses 3-pt jump shot from 26 ft,2,2
12,1,10:37.0,,Offensive rebound by A. Horford,2,2
13,1,10:37.0,,Turnover by A. Horford (bad pass),2,2
14,1,10:25.0,J. Harris misses 3-pt jump shot from 25 ft (block by M. Thybulle),,2,2
15,1,10:20.0,,Defensive rebound by J. Richardson,2,2
16,1,10:18.0,,M. Thybulle makes 2-pt layup from 1 ft (assist by J. Richardson),2,4
17,1,10:02.0,J. Allen misses 2-pt layup from 3 ft (block by B. Simmons),,2,4
18,1,9:59.0,,Defensive rebound by A. Horford,2,4
19,1,9:54.0,,M. Thybulle misses 3-pt jump shot from 26 ft,2,4
20,1,9:51.0,Defensive rebound by S. Dinwiddie,,2,4
21,1,9:44.0,Offensive foul by J. Allen (drawn by M. Thybulle),,2,4
22,1,9:44.0,Turnover by J. Allen (offensive foul),,2,4
23,1,9:27.0,,J. Richardson misses 2-pt jump shot from 18 ft,2,4
24,1,9:24.0,,Offensive rebound by A. Horford,2,4
25,1,9:22.0,,A. Horford misses 2-pt layup from 2 ft,2,4
26,1,9:18.0,Defensive rebound by T. Prince,,2,4
27,1,9:12.0,J. Allen makes 2-pt layup from 3 ft (assist by S. Dinwiddie),,4,4
28,1,8:53.0,,Turnover by B. Simmons (lost ball; steal by K. Irving),4,4
29,1,8:46.0,S. Dinwiddie makes 2-pt layup from 2 ft (assist by K. Irving),,6,4
30,1,8:22.0,,A. Horford misses 3-pt jump shot from 25 ft,6,4
31,1,8:19.0,Defensive rebound by T. Prince,,6,4
32,1,8:08.0,K. Irving misses 2-pt layup from 2 ft,,6,4
33,1,8:06.0,Offensive rebound by K. Irving,,6,4
34,1,8:04.0,Turnover by J. Harris (lost ball; steal by M. Thybulle),,6,4
35,1,7:54.0,,T. Harris makes 2-pt layup from 2 ft,6,6
36,1,7:36.0,S. Dinwiddie makes 3-pt jump shot from 27 ft,,9,6
37,1,7:24.0,,M. Thybulle misses 3-pt jump shot from 24 ft,9,6
38,1,7:21.0,,Offensive rebound by J. Richardson,9,6
39,1,7:20.0,,Turnover by J. Richardson (lost ball; steal by T. Prince),9,6
40,1,7:18.0,Shooting foul by T. Harris (drawn by T. Prince),,9,6
41,1,7:18.0,T. Prince makes free throw 1 of 2,,10,6
42,1,7:18.0,T. Prince makes free throw 2 of 2,,11,6
43,1,7:02.0,,J. Richardson misses 2-pt jump shot from 6 ft,11,6
44,1,7:00.0,,Offensive rebound by B. Simmons,11,6
45,1,6:52.0,,T. Harris makes 2-pt hook shot from 6 ft (assist by A. Horford),11,8
46,1,6:30.0,T. Prince misses 2-pt jump shot from 7 ft,,11,8
47,1,6:27.0,,Defensive rebound by T. Harris,11,8
48,1,6:22.0,,B. Simmons makes 2-pt layup from 2 ft,11,10
49,1,6:21.0,Brooklyn full timeout,,11,10
50,1,6:21.0,,F. Korkmaz enters the game for J. Richardson,11,10
51,1,5:58.0,T. Prince makes 3-pt jump shot from 24 ft,,14,10
52,1,5:41.0,,B. Simmons makes 2-pt layup from 2 ft (assist by A. Horford),14,12
53,1,5:28.0,Turnover by K. Irving (bad pass; steal by A. Horford),,14,12
54,1,5:24.0,,B. Simmons makes 2-pt layup from 1 ft (assist by A. Horford),14,14
55,1,5:14.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,17,14
56,1,5:00.0,Violation by Team (kicked ball),,17,14
