,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHOENIX_ACTION,ORLANDO_SCORE,PHOENIX_SCORE
213,2,1:00.0,,Turnover by D. Ayton (offensive foul),48,55
214,2,0:44.0,N. Vučević misses 2-pt jump shot from 11 ft,,48,55
215,2,0:42.0,,Defensive rebound by M. Bridges,48,55
216,2,0:33.0,,D. Booker makes 3-pt jump shot from 26 ft,48,58
217,2,0:10.0,N. Vučević misses 2-pt hook shot from 4 ft (block by M. Bridges),,48,58
218,2,0:07.0,,Defensive rebound by R. Rubio,48,58
219,2,0:01.0,,D. Booker misses 3-pt jump shot from 28 ft,48,58
220,2,0:01.0,,Offensive rebound by Team,48,58
221,3,11:41.0,N. Vučević makes 2-pt jump shot from 10 ft,,50,58
222,3,11:22.0,,K. Oubre makes 2-pt jump shot from 6 ft,50,60
223,3,10:56.0,N. Vučević makes 2-pt hook shot from 8 ft,,52,60
224,3,10:49.0,,Personal foul by K. Birch (drawn by D. Šarić),52,60
225,3,10:44.0,,Turnover by A. Baynes (bad pass; steal by N. Vučević),52,60
226,3,10:34.0,N. Vučević misses 3-pt jump shot from 26 ft,,52,60
227,3,10:31.0,,Defensive rebound by K. Oubre,52,60
228,3,10:24.0,,D. Booker misses 2-pt jump shot from 14 ft,52,60
229,3,10:21.0,,Offensive rebound by A. Baynes,52,60
230,3,10:16.0,,R. Rubio makes 2-pt jump shot from 18 ft,52,62
231,3,10:16.0,,Shooting foul by E. Fournier (drawn by R. Rubio),52,62
232,3,10:16.0,,R. Rubio makes free throw 1 of 1,52,63
233,3,10:01.0,Turnover by M. Fultz (lost ball; steal by R. Rubio),,52,63
234,3,9:56.0,,D. Booker misses 2-pt layup from 2 ft,52,63
235,3,9:55.0,Defensive rebound by M. Fultz,,52,63
236,3,9:47.0,E. Fournier misses 3-pt jump shot from 26 ft,,52,63
237,3,9:46.0,,Defensive rebound by Team,52,63
238,3,9:32.0,,R. Rubio misses 2-pt jump shot from 17 ft,52,63
239,3,9:29.0,Defensive rebound by E. Fournier,,52,63
240,3,9:20.0,W. Iwundu makes 2-pt jump shot from 20 ft (assist by K. Birch),,54,63
241,3,9:09.0,,D. Šarić misses 3-pt jump shot from 26 ft,54,63
242,3,9:06.0,Defensive rebound by N. Vučević,,54,63
243,3,8:59.0,Shooting foul by A. Baynes (drawn by E. Fournier),,54,63
244,3,8:59.0,E. Fournier makes free throw 1 of 2,,55,63
245,3,8:59.0,E. Fournier makes free throw 2 of 2,,56,63
246,3,8:52.0,,Personal foul by W. Iwundu (drawn by A. Baynes),56,63
247,3,8:38.0,,D. Šarić makes 2-pt layup from 5 ft,56,65
248,3,8:16.0,K. Birch misses 2-pt layup from 2 ft,,56,65
249,3,8:16.0,Offensive rebound by N. Vučević,,56,65
250,3,8:16.0,N. Vučević makes 2-pt layup from 1 ft,,58,65
251,3,8:16.0,Shooting foul by A. Baynes (drawn by N. Vučević),,58,65
252,3,8:16.0,,D. Ayton enters the game for A. Baynes,58,65
253,3,8:16.0,N. Vučević misses free throw 1 of 1,,58,65
254,3,8:14.0,,Defensive rebound by K. Oubre,58,65
255,3,8:00.0,,Personal foul by W. Iwundu (drawn by D. Booker),58,65
256,3,8:00.0,T. Ross enters the game for W. Iwundu,,58,65
257,3,7:48.0,,K. Oubre misses 3-pt jump shot from 25 ft,58,65
258,3,7:46.0,Defensive rebound by Team,,58,65
259,3,7:32.0,E. Fournier makes 2-pt layup from 1 ft,,60,65
260,3,7:23.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by R. Rubio),60,68
261,3,7:07.0,N. Vučević misses 3-pt jump shot from 25 ft,,60,68
262,3,7:05.0,,Defensive rebound by K. Oubre,60,68
263,3,6:57.0,,Turnover by K. Oubre (bad pass; steal by T. Ross),60,68
264,3,6:53.0,T. Ross misses 3-pt jump shot from 24 ft (block by K. Oubre),,60,68
265,3,6:53.0,Offensive rebound by Team,,60,68
266,3,6:53.0,,Phoenix full timeout,60,68
267,3,6:41.0,M. Fultz makes 2-pt jump shot from 11 ft (assist by N. Vučević),,62,68
268,3,6:24.0,,Turnover by D. Šarić (bad pass; steal by E. Fournier),62,68
269,3,6:21.0,T. Ross makes 2-pt layup at rim,,64,68
270,3,6:04.0,,K. Oubre misses 3-pt jump shot from 25 ft,64,68
271,3,6:02.0,Defensive rebound by N. Vučević,,64,68
272,3,5:59.0,E. Fournier makes 3-pt jump shot from 27 ft (assist by M. Fultz),,67,68
273,3,5:38.0,,D. Ayton misses 2-pt hook shot from 10 ft,67,68
274,3,5:36.0,Defensive rebound by E. Fournier,,67,68
275,3,5:29.0,Shooting foul by D. Ayton (drawn by E. Fournier),,67,68
276,3,5:29.0,E. Fournier makes free throw 1 of 2,,68,68
277,3,5:29.0,,C. Johnson enters the game for K. Oubre,68,68
278,3,5:29.0,E. Fournier makes free throw 2 of 2,,69,68
279,3,5:18.0,,Shooting foul by M. Fultz (drawn by R. Rubio),69,68
280,3,5:18.0,,R. Rubio makes free throw 1 of 2,69,69
281,3,5:18.0,,M. Bridges enters the game for D. Šarić,69,69
282,3,5:18.0,,R. Rubio misses free throw 2 of 2,69,69
283,3,5:16.0,Defensive rebound by N. Vučević,,69,69
284,3,5:01.0,T. Ross misses 3-pt jump shot from 26 ft,,69,69
285,3,4:57.0,Offensive rebound by K. Birch,,69,69
286,3,4:53.0,Turnover by K. Birch (bad pass; steal by D. Booker),,69,69
287,3,4:50.0,,D. Booker makes 2-pt layup at rim,69,71
288,3,4:33.0,M. Fultz misses 2-pt jump shot from 16 ft,,69,71
289,3,4:32.0,,Defensive rebound by C. Johnson,69,71
290,3,4:24.0,,D. Ayton misses 2-pt jump shot from 13 ft,69,71
291,3,4:21.0,Defensive rebound by K. Birch,,69,71
292,3,4:08.0,N. Vučević misses 2-pt hook shot from 10 ft,,69,71
293,3,4:06.0,,Defensive rebound by D. Ayton,69,71
294,3,4:01.0,,Personal foul by M. Fultz (drawn by R. Rubio),69,71
295,3,4:01.0,,R. Rubio makes free throw 1 of 2,69,72
296,3,4:01.0,A. Jefferson enters the game for K. Birch,,69,72
297,3,4:01.0,J. Magette enters the game for M. Fultz,,69,72
298,3,4:01.0,,R. Rubio makes free throw 2 of 2,69,73
299,3,3:45.0,Personal foul by R. Rubio (drawn by E. Fournier),,69,73
300,3,3:45.0,W. Iwundu enters the game for E. Fournier,,69,73
301,3,3:45.0,,E. Okobo enters the game for R. Rubio,69,73
302,3,3:33.0,W. Iwundu misses 2-pt jump shot from 14 ft,,69,73
303,3,3:31.0,Offensive rebound by A. Jefferson,,69,73
304,3,3:31.0,A. Jefferson misses 2-pt layup from 2 ft,,69,73
305,3,3:29.0,,Defensive rebound by D. Ayton,69,73
306,3,3:22.0,,C. Johnson misses 3-pt jump shot from 23 ft,69,73
307,3,3:21.0,Defensive rebound by N. Vučević,,69,73
308,3,3:14.0,T. Ross misses 3-pt jump shot from 25 ft,,69,73
309,3,3:10.0,,Defensive rebound by D. Ayton,69,73
310,3,2:54.0,,D. Booker misses 2-pt jump shot from 10 ft,69,73
311,3,2:53.0,Defensive rebound by A. Jefferson,,69,73
312,3,2:43.0,T. Ross makes 2-pt jump shot from 17 ft,,71,73
313,3,2:25.0,,E. Okobo misses 3-pt jump shot from 26 ft,71,73
314,3,2:23.0,Defensive rebound by W. Iwundu,,71,73
315,3,2:11.0,T. Ross misses 2-pt jump shot from 13 ft,,71,73
316,3,2:09.0,Offensive rebound by W. Iwundu,,71,73
317,3,2:09.0,Personal foul by E. Okobo (drawn by W. Iwundu),,71,73
318,3,2:09.0,Orlando full timeout,,71,73
319,3,2:09.0,M. Bamba enters the game for N. Vučević,,71,73
320,3,2:09.0,,T. Johnson enters the game for D. Booker,71,73
321,3,2:09.0,W. Iwundu makes free throw 1 of 2,,72,73
322,3,2:09.0,W. Iwundu makes free throw 2 of 2,,73,73
323,3,1:54.0,,D. Ayton misses 2-pt jump shot from 6 ft,73,73
324,3,1:52.0,Defensive rebound by J. Magette,,73,73
325,3,1:34.0,J. Magette misses 3-pt jump shot from 27 ft,,73,73
326,3,1:30.0,,Defensive rebound by M. Bridges,73,73
327,3,1:13.0,,T. Johnson misses 3-pt jump shot from 25 ft,73,73
328,3,1:09.0,Defensive rebound by A. Jefferson,,73,73
329,3,0:52.0,T. Ross makes 2-pt layup from 1 ft,,75,73
330,3,0:39.0,,T. Johnson makes 2-pt layup from 1 ft (assist by D. Ayton),75,75
331,3,0:25.0,W. Iwundu misses 3-pt jump shot from 26 ft,,75,75
332,3,0:22.0,,Defensive rebound by M. Bridges,75,75
333,3,0:00.0,,D. Ayton makes 2-pt hook shot from 2 ft (assist by E. Okobo),75,77
334,3,0:00.0,,Instant Replay (Request: Ruling Stands),75,77
335,4,11:46.0,,T. Johnson misses 3-pt jump shot from 23 ft,75,77
336,4,11:42.0,Defensive rebound by K. Birch,,75,77
337,4,11:28.0,E. Fournier makes 3-pt jump shot from 25 ft,,78,77
338,4,11:12.0,,R. Rubio misses 2-pt jump shot from 12 ft (block by M. Bamba),78,77
339,4,11:10.0,Defensive rebound by T. Ross,,78,77
340,4,11:03.0,T. Ross misses 3-pt jump shot from 26 ft,,78,77
341,4,11:00.0,,Defensive rebound by Team,78,77
342,4,10:48.0,,C. Johnson misses 3-pt jump shot from 25 ft,78,77
343,4,10:44.0,Defensive rebound by J. Magette,,78,77
344,4,10:35.0,J. Magette makes 3-pt jump shot from 28 ft (assist by M. Bamba),,81,77
345,4,10:35.0,,K. Oubre enters the game for C. Johnson,81,77
346,4,10:14.0,,R. Rubio misses 2-pt jump shot from 21 ft,81,77
347,4,10:13.0,Defensive rebound by M. Bamba,,81,77
348,4,9:55.0,Turnover by E. Fournier (bad pass; steal by M. Bridges),,81,77
349,4,9:49.0,,Turnover by M. Bridges (bad pass; steal by T. Ross),81,77
350,4,9:49.0,Personal take foul by M. Bridges (drawn by E. Fournier),,81,77
351,4,9:49.0,,A. Baynes enters the game for D. Ayton,81,77
352,4,9:49.0,,D. Booker enters the game for T. Johnson,81,77
353,4,9:34.0,M. Bamba misses 2-pt jump shot from 8 ft (block by M. Bridges),,81,77
354,4,9:31.0,,Defensive rebound by R. Rubio,81,77
355,4,9:20.0,,K. Oubre makes 2-pt jump shot from 12 ft,81,79
356,4,8:55.0,E. Fournier misses 2-pt jump shot from 18 ft,,81,79
357,4,8:54.0,Offensive rebound by Team,,81,79
358,4,8:47.0,E. Fournier misses 3-pt jump shot from 26 ft,,81,79
359,4,8:44.0,,Defensive rebound by K. Oubre,81,79
360,4,8:32.0,,K. Oubre misses 3-pt jump shot from 23 ft,81,79
361,4,8:29.0,,Offensive rebound by R. Rubio,81,79
362,4,8:21.0,,Shooting foul by M. Bamba (drawn by K. Oubre),81,79
363,4,8:21.0,,K. Oubre makes free throw 1 of 2,81,80
364,4,8:21.0,N. Vučević enters the game for M. Bamba,,81,80
365,4,8:21.0,,K. Oubre makes free throw 2 of 2,81,81
366,4,8:03.0,Shooting foul by K. Oubre (drawn by K. Birch),,81,81
367,4,8:03.0,K. Birch makes free throw 1 of 2,,82,81
368,4,8:03.0,K. Birch misses free throw 2 of 2,,82,81
369,4,8:00.0,,Defensive rebound by K. Oubre,82,81
370,4,7:50.0,,D. Booker misses 2-pt layup from 1 ft,82,81
371,4,7:49.0,,Offensive rebound by A. Baynes,82,81
372,4,7:49.0,,A. Baynes misses 2-pt layup at rim (block by J. Magette),82,81
373,4,7:47.0,,Offensive rebound by A. Baynes,82,81
374,4,7:42.0,,D. Booker misses 3-pt jump shot from 23 ft,82,81
375,4,7:39.0,Defensive rebound by K. Birch,,82,81
376,4,7:17.0,N. Vučević misses 2-pt hook shot from 5 ft,,82,81
377,4,7:14.0,,Defensive rebound by K. Oubre,82,81
378,4,7:09.0,,Turnover by R. Rubio (bad pass; steal by T. Ross),82,81
379,4,7:00.0,J. Magette misses 3-pt jump shot from 27 ft,,82,81
380,4,6:57.0,,Defensive rebound by K. Oubre,82,81
381,4,6:45.0,,Turnover by D. Booker (bad pass; steal by E. Fournier),82,81
382,4,6:31.0,Turnover by T. Ross (bad pass; steal by M. Bridges),,82,81
383,4,6:22.0,,Shooting foul by N. Vučević (drawn by A. Baynes),82,81
384,4,6:22.0,,Phoenix full timeout,82,81
385,4,6:22.0,M. Fultz enters the game for K. Birch,,82,81
386,4,6:22.0,W. Iwundu enters the game for J. Magette,,82,81
