,QUARTER,TIME_REMAINING,PHOENIX_ACTION,HOUSTON_ACTION,PHOENIX_SCORE,HOUSTON_SCORE
31,1,8:08.0,,C. Capela makes 2-pt dunk from 2 ft (assist by R. Westbrook),4,7
32,1,7:54.0,R. Rubio misses 2-pt jump shot from 14 ft,,4,7
33,1,7:51.0,,Defensive rebound by C. Capela,4,7
34,1,7:45.0,,J. Harden misses 3-pt jump shot from 27 ft,4,7
35,1,7:42.0,Defensive rebound by D. Booker,,4,7
36,1,7:38.0,Personal foul by P. Tucker (drawn by D. Booker),,4,7
37,1,7:38.0,,Loose ball foul by D. House (drawn by D. Booker),4,7
38,1,7:29.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by R. Rubio),,7,7
39,1,7:11.0,,P. Tucker misses 2-pt jump shot from 11 ft,7,7
40,1,7:11.0,Defensive rebound by Team,,7,7
41,1,6:59.0,D. Booker makes 2-pt jump shot from 15 ft (assist by D. Šarić),,9,7
42,1,6:47.0,Violation by Team (kicked ball),,9,7
43,1,6:47.0,,Houston full timeout,9,7
44,1,6:47.0,,B. McLemore enters the game for D. House,9,7
45,1,6:38.0,,C. Capela misses 2-pt jump shot from 4 ft (block by R. Rubio),9,7
46,1,6:35.0,Defensive rebound by R. Rubio,,9,7
47,1,6:32.0,K. Oubre makes 2-pt dunk from 1 ft (assist by R. Rubio),,11,7
48,1,6:15.0,,Turnover by C. Capela (3 sec),11,7
49,1,6:02.0,R. Rubio misses 3-pt jump shot from 25 ft,,11,7
50,1,5:57.0,,Defensive rebound by C. Capela,11,7
51,1,5:51.0,,J. Harden misses 2-pt layup from 2 ft,11,7
52,1,5:49.0,Defensive rebound by F. Kaminsky,,11,7
53,1,5:45.0,Turnover by R. Rubio (bad pass; steal by R. Westbrook),,11,7
54,1,5:43.0,,Shooting foul by D. Booker (drawn by J. Harden),11,7
55,1,5:43.0,,J. Harden makes free throw 1 of 2,11,8
56,1,5:43.0,M. Bridges enters the game for F. Kaminsky,,11,8
57,1,5:43.0,,I. Hartenstein enters the game for C. Capela,11,8
58,1,5:43.0,,A. Rivers enters the game for R. Westbrook,11,8
59,1,5:43.0,,J. Harden makes free throw 2 of 2,11,9
60,1,5:28.0,K. Oubre misses 3-pt jump shot from 24 ft,,11,9
61,1,5:27.0,Offensive rebound by D. Šarić,,11,9
62,1,5:24.0,D. Booker makes 3-pt jump shot from 25 ft (assist by D. Šarić),,14,9
63,1,5:04.0,,J. Harden misses 2-pt jump shot from 8 ft,14,9
64,1,5:01.0,Defensive rebound by K. Oubre,,14,9
65,1,4:54.0,M. Bridges makes 3-pt jump shot from 22 ft (assist by R. Rubio),,17,9
66,1,4:34.0,,A. Rivers misses 2-pt jump shot from 10 ft,17,9
67,1,4:33.0,Defensive rebound by K. Oubre,,17,9
68,1,4:31.0,Turnover by K. Oubre (bad pass; steal by A. Rivers),,17,9
69,1,4:26.0,,A. Rivers misses 3-pt jump shot from 23 ft,17,9
70,1,4:24.0,Defensive rebound by R. Rubio,,17,9
71,1,4:19.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by M. Bridges),,20,9
72,1,4:19.0,,Houston full timeout,20,9
73,1,4:19.0,T. Jerome enters the game for R. Rubio,,20,9
74,1,3:55.0,,J. Harden misses 3-pt jump shot from 29 ft,20,9
75,1,3:55.0,,Offensive rebound by Team,20,9
76,1,3:55.0,,Turnover by Team (shot clock),20,9
77,1,3:40.0,K. Oubre misses 2-pt layup from 7 ft,,20,9
78,1,3:38.0,,Defensive rebound by I. Hartenstein,20,9
79,1,3:28.0,,J. Harden makes 2-pt jump shot from 7 ft,20,11
80,1,3:19.0,Personal foul by I. Hartenstein (drawn by D. Šarić),,20,11
81,1,3:19.0,,D. House enters the game for I. Hartenstein,20,11
82,1,3:17.0,Personal foul by A. Rivers (drawn by D. Booker),,20,11
83,1,3:17.0,D. Booker misses free throw 1 of 2,,20,11
84,1,3:17.0,Offensive rebound by Team,,20,11
85,1,3:17.0,D. Booker makes free throw 2 of 2,,21,11
86,1,3:08.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by D. House),21,14
87,1,2:44.0,Offensive foul by D. Booker (drawn by B. McLemore),,21,14
88,1,2:44.0,Turnover by D. Booker (offensive foul),,21,14
89,1,2:44.0,C. Diallo enters the game for D. Booker,,21,14
90,1,2:44.0,C. Johnson enters the game for D. Šarić,,21,14
91,1,2:44.0,,R. Westbrook enters the game for P. Tucker,21,14
92,1,2:38.0,,Shooting foul by C. Diallo (drawn by J. Harden),21,14
93,1,2:38.0,,J. Harden misses free throw 1 of 2,21,14
94,1,2:38.0,,Offensive rebound by Team,21,14
95,1,2:38.0,,J. Harden makes free throw 2 of 2,21,15
96,1,2:26.0,M. Bridges makes 2-pt dunk from 1 ft (assist by C. Diallo),,23,15
97,1,2:15.0,,B. McLemore makes 2-pt layup from 1 ft (assist by J. Harden),23,17
98,1,2:01.0,C. Diallo makes 2-pt jump shot from 10 ft,,25,17
99,1,1:55.0,,R. Westbrook makes 2-pt layup from 1 ft,25,19
100,1,1:44.0,K. Oubre misses 3-pt jump shot from 23 ft,,25,19
101,1,1:41.0,,Defensive rebound by J. Harden,25,19
102,1,1:35.0,,J. Harden misses 2-pt layup from 3 ft (block by K. Oubre),25,19
103,1,1:32.0,,Offensive rebound by J. Harden,25,19
104,1,1:31.0,,Turnover by R. Westbrook (lost ball; steal by M. Bridges),25,19
105,1,1:28.0,Shooting foul by A. Rivers (drawn by K. Oubre),,25,19
106,1,1:28.0,K. Oubre makes free throw 1 of 2,,26,19
107,1,1:28.0,,P. Tucker enters the game for J. Harden,26,19
108,1,1:28.0,K. Oubre misses free throw 2 of 2,,26,19
109,1,1:28.0,,Defensive rebound by D. House,26,19
110,1,1:16.0,,R. Westbrook makes 2-pt layup from 3 ft (assist by A. Rivers),26,21
111,1,1:00.0,T. Jerome makes 3-pt jump shot from 25 ft,,29,21
112,1,0:40.0,,D. House misses 2-pt jump shot from 8 ft,29,21
113,1,0:38.0,Defensive rebound by M. Bridges,,29,21
114,1,0:32.0,K. Oubre makes 2-pt layup from 2 ft,,31,21
115,1,0:26.0,,R. Westbrook makes 2-pt jump shot from 2 ft,31,23
116,1,0:03.0,T. Jerome misses 2-pt jump shot from 13 ft (block by A. Rivers),,31,23
117,1,0:03.0,,Defensive rebound by P. Tucker,31,23
118,1,0:02.0,,Personal foul by T. Jerome (drawn by R. Westbrook),31,23
119,1,0:00.0,,D. House misses 2-pt jump shot from 11 ft,31,23
120,1,0:00.0,,Offensive rebound by Team,31,23
121,2,11:49.0,C. Diallo misses 2-pt jump shot from 12 ft,,31,23
122,2,11:47.0,,Defensive rebound by R. Westbrook,31,23
123,2,11:42.0,,B. McLemore makes 2-pt dunk from 3 ft (assist by R. Westbrook),31,25
124,2,11:39.0,Phoenix full timeout,,31,25
125,2,11:39.0,T. Johnson enters the game for C. Diallo,,31,25
126,2,11:24.0,T. Johnson misses 3-pt jump shot from 26 ft,,31,25
127,2,11:20.0,Offensive rebound by F. Kaminsky,,31,25
128,2,11:12.0,M. Bridges makes 2-pt dunk from 1 ft (assist by F. Kaminsky),,33,25
129,2,10:55.0,,Turnover by B. McLemore (lost ball; steal by C. Johnson),33,25
130,2,10:47.0,F. Kaminsky misses 2-pt jump shot from 3 ft,,33,25
131,2,10:45.0,,Defensive rebound by D. House,33,25
132,2,10:40.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by D. House),33,28
133,2,10:20.0,Turnover by M. Bridges (bad pass; steal by R. Westbrook),,33,28
134,2,10:04.0,,R. Westbrook makes 2-pt layup from 2 ft,33,30
135,2,9:44.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by R. Rubio),,35,30
136,2,9:28.0,,A. Rivers makes 2-pt layup at rim (assist by R. Westbrook),35,32
137,2,9:11.0,R. Rubio misses 2-pt jump shot from 21 ft,,35,32
138,2,9:09.0,,Defensive rebound by A. Rivers,35,32
139,2,9:02.0,,A. Rivers misses 2-pt layup from 1 ft,35,32
140,2,9:00.0,Defensive rebound by M. Bridges,,35,32
141,2,8:55.0,C. Johnson misses 3-pt jump shot from 23 ft,,35,32
142,2,8:55.0,,Defensive rebound by D. House,35,32
143,2,8:47.0,,P. Tucker misses 3-pt jump shot from 23 ft,35,32
144,2,8:47.0,Defensive rebound by C. Johnson,,35,32
145,2,8:39.0,R. Rubio makes 2-pt layup from 2 ft,,37,32
146,2,8:23.0,,B. McLemore misses 3-pt jump shot from 26 ft,37,32
147,2,8:19.0,Defensive rebound by F. Kaminsky,,37,32
148,2,8:09.0,F. Kaminsky misses 2-pt layup from 2 ft,,37,32
149,2,8:06.0,,Defensive rebound by R. Westbrook,37,32
150,2,8:05.0,,Shooting foul by C. Johnson (drawn by B. McLemore),37,32
151,2,8:05.0,,B. McLemore makes free throw 1 of 2,37,33
152,2,8:05.0,D. Booker enters the game for M. Bridges,,37,33
153,2,8:05.0,K. Oubre enters the game for C. Johnson,,37,33
154,2,8:05.0,,C. Capela enters the game for D. House,37,33
155,2,8:05.0,,J. Harden enters the game for P. Tucker,37,33
156,2,8:05.0,,T. Sefolosha enters the game for R. Westbrook,37,33
157,2,8:05.0,,B. McLemore makes free throw 2 of 2,37,34
158,2,7:50.0,K. Oubre misses 2-pt jump shot from 5 ft (block by C. Capela),,37,34
159,2,7:47.0,,Defensive rebound by T. Sefolosha,37,34
160,2,7:43.0,,J. Harden makes 2-pt jump shot from 9 ft,37,36
161,2,7:43.0,,Shooting foul by R. Rubio (drawn by J. Harden),37,36
162,2,7:43.0,D. Šarić enters the game for T. Johnson,,37,36
163,2,7:43.0,,J. Harden makes free throw 1 of 1,37,37
164,2,7:35.0,K. Oubre makes 2-pt layup from 1 ft (assist by R. Rubio),,39,37
165,2,7:35.0,Shooting foul by B. McLemore (drawn by K. Oubre),,39,37
166,2,7:35.0,K. Oubre makes free throw 1 of 1,,40,37
167,2,7:23.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by A. Rivers),40,40
168,2,7:13.0,D. Šarić misses 3-pt jump shot from 25 ft,,40,40
169,2,7:07.0,,Defensive rebound by T. Sefolosha,40,40
170,2,6:58.0,,J. Harden misses 3-pt jump shot from 25 ft,40,40
171,2,6:56.0,Defensive rebound by R. Rubio,,40,40
172,2,6:53.0,K. Oubre makes 2-pt layup from 3 ft (assist by R. Rubio),,42,40
173,2,6:33.0,,A. Rivers makes 3-pt jump shot from 26 ft,42,43
174,2,6:20.0,R. Rubio makes 2-pt layup from 3 ft (assist by F. Kaminsky),,44,43
175,2,6:04.0,,B. McLemore misses 3-pt jump shot from 23 ft,44,43
176,2,6:02.0,Defensive rebound by D. Šarić,,44,43
177,2,5:50.0,R. Rubio misses 3-pt jump shot from 23 ft,,44,43
178,2,5:49.0,,Defensive rebound by Team,44,43
179,2,5:49.0,C. Diallo enters the game for F. Kaminsky,,44,43
180,2,5:49.0,T. Jerome enters the game for R. Rubio,,44,43
181,2,5:49.0,,R. Westbrook enters the game for B. McLemore,44,43
182,2,5:36.0,,A. Rivers misses 3-pt jump shot from 26 ft,44,43
183,2,5:33.0,,Offensive rebound by R. Westbrook,44,43
184,2,5:29.0,,A. Rivers makes 2-pt layup from 3 ft (assist by R. Westbrook),44,45
185,2,5:17.0,Turnover by K. Oubre (bad pass; steal by R. Westbrook),,44,45
186,2,5:13.0,,Turnover by R. Westbrook (lost ball; steal by T. Jerome),44,45
187,2,5:07.0,D. Šarić misses 3-pt jump shot from 23 ft,,44,45
188,2,5:05.0,Offensive rebound by D. Šarić,,44,45
189,2,5:00.0,C. Diallo misses 2-pt layup from 2 ft (block by R. Westbrook),,44,45
190,2,4:57.0,,Defensive rebound by C. Capela,44,45
191,2,4:54.0,,J. Harden misses 3-pt jump shot from 25 ft,44,45
192,2,4:51.0,Defensive rebound by T. Jerome,,44,45
193,2,4:34.0,C. Diallo misses 2-pt jump shot from 17 ft,,44,45
194,2,4:31.0,Offensive rebound by D. Šarić,,44,45
195,2,4:29.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Šarić),,47,45
196,2,4:23.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by J. Harden),47,47
197,2,4:23.0,,Shooting foul by D. Šarić (drawn by T. Sefolosha),47,47
198,2,4:23.0,Phoenix full timeout,,47,47
199,2,4:23.0,,D. House enters the game for A. Rivers,47,47
200,2,4:23.0,,T. Sefolosha misses free throw 1 of 1,47,47
201,2,4:20.0,Defensive rebound by C. Diallo,,47,47
202,2,3:59.0,T. Jerome misses 3-pt jump shot from 27 ft,,47,47
203,2,3:56.0,,Defensive rebound by R. Westbrook,47,47
204,2,3:51.0,,C. Capela makes 2-pt dunk from 3 ft (assist by R. Westbrook),47,49
205,2,3:41.0,Turnover by D. Šarić (bad pass; steal by T. Sefolosha),,47,49
206,2,3:35.0,,T. Sefolosha makes 2-pt layup from 1 ft,47,51
207,2,3:29.0,Personal foul by D. House (drawn by D. Booker),,47,51
208,2,3:29.0,F. Kaminsky enters the game for C. Diallo,,47,51
209,2,3:29.0,R. Rubio enters the game for T. Jerome,,47,51
210,2,3:29.0,,P. Tucker enters the game for T. Sefolosha,47,51
211,2,3:06.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,47,51
212,2,3:04.0,,Defensive rebound by J. Harden,47,51
213,2,2:56.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),47,53
214,2,2:43.0,D. Booker makes 3-pt jump shot from 27 ft (assist by D. Šarić),,50,53
215,2,2:27.0,,R. Westbrook misses 2-pt jump shot from 10 ft,50,53
216,2,2:25.0,Defensive rebound by R. Rubio,,50,53
217,2,2:15.0,F. Kaminsky misses 2-pt layup from 2 ft,,50,53
218,2,2:14.0,,Defensive rebound by C. Capela,50,53
219,2,2:12.0,,Offensive foul by C. Capela (drawn by R. Rubio),50,53
220,2,2:12.0,,Turnover by C. Capela (offensive foul),50,53
221,2,1:58.0,D. Šarić misses 3-pt jump shot from 23 ft,,50,53
222,2,1:54.0,,Defensive rebound by R. Westbrook,50,53
223,2,1:38.0,,D. House makes 3-pt jump shot from 23 ft (assist by R. Westbrook),50,56
224,2,1:24.0,Turnover by R. Rubio (bad pass),,50,56
225,2,1:05.0,,Shooting foul by K. Oubre (drawn by C. Capela),50,56
226,2,1:05.0,,C. Capela misses free throw 1 of 2,50,56
227,2,1:05.0,,Offensive rebound by Team,50,56
228,2,1:05.0,,C. Capela makes free throw 2 of 2,50,57
229,2,0:51.0,D. Booker makes 2-pt jump shot from 11 ft (assist by R. Rubio),,52,57
230,2,0:38.0,,C. Capela makes 2-pt layup from 2 ft (assist by R. Westbrook),52,59
231,2,0:33.0,R. Rubio misses 2-pt jump shot from 3 ft,,52,59
232,2,0:31.0,,Defensive rebound by C. Capela,52,59
233,2,0:28.0,,J. Harden misses 3-pt jump shot from 29 ft,52,59
234,2,0:25.0,,Offensive rebound by R. Westbrook,52,59
235,2,0:25.0,,Personal foul by F. Kaminsky (drawn by R. Westbrook),52,59
236,2,0:25.0,,R. Westbrook misses free throw 1 of 2,52,59
237,2,0:25.0,,Offensive rebound by Team,52,59
238,2,0:25.0,,R. Westbrook makes free throw 2 of 2,52,60
239,2,0:03.0,K. Oubre misses 3-pt jump shot from 25 ft,,52,60
240,2,0:01.0,Offensive rebound by F. Kaminsky,,52,60
241,3,11:45.0,F. Kaminsky misses 2-pt layup from 7 ft,,52,60
242,3,11:43.0,,Defensive rebound by C. Capela,52,60
243,3,11:37.0,,R. Westbrook makes 2-pt jump shot from 4 ft,52,62
244,3,11:21.0,D. Šarić misses 3-pt jump shot from 23 ft,,52,62
245,3,11:19.0,,Defensive rebound by J. Harden,52,62
246,3,11:12.0,,Personal foul by F. Kaminsky (drawn by C. Capela),52,62
247,3,10:57.0,,P. Tucker misses 3-pt jump shot from 26 ft,52,62
248,3,10:55.0,Defensive rebound by F. Kaminsky,,52,62
249,3,10:51.0,Personal foul by D. House (drawn by D. Šarić),,52,62
250,3,10:48.0,D. Booker misses 3-pt jump shot from 27 ft,,52,62
251,3,10:45.0,,Defensive rebound by R. Westbrook,52,62
252,3,10:38.0,,Shooting foul by F. Kaminsky (drawn by C. Capela),52,62
253,3,10:38.0,,C. Capela makes free throw 1 of 2,52,63
254,3,10:38.0,,C. Capela misses free throw 2 of 2,52,63
255,3,10:36.0,Defensive rebound by D. Šarić,,52,63
256,3,10:22.0,Personal foul by C. Capela (drawn by D. Booker),,52,63
257,3,10:09.0,K. Oubre makes 2-pt jump shot from 13 ft,,54,63
258,3,10:02.0,,Turnover by P. Tucker (bad pass),54,63
259,3,9:47.0,F. Kaminsky misses 2-pt hook shot from 6 ft,,54,63
260,3,9:45.0,,Defensive rebound by R. Westbrook,54,63
261,3,9:40.0,,J. Harden misses 3-pt jump shot from 28 ft,54,63
262,3,9:37.0,Defensive rebound by F. Kaminsky,,54,63
263,3,9:33.0,Personal foul by J. Harden (drawn by D. Šarić),,54,63
264,3,9:19.0,F. Kaminsky makes 2-pt jump shot from 2 ft (assist by D. Booker),,56,63
265,3,8:59.0,,Personal foul by K. Oubre (drawn by J. Harden),56,63
266,3,8:55.0,,Offensive foul by R. Westbrook (drawn by F. Kaminsky),56,63
267,3,8:55.0,,Turnover by R. Westbrook (offensive foul),56,63
268,3,8:41.0,D. Booker makes 2-pt jump shot from 2 ft (assist by R. Rubio),,58,63
269,3,8:41.0,Shooting foul by R. Westbrook (drawn by D. Booker),,58,63
270,3,8:41.0,D. Booker makes free throw 1 of 1,,59,63
271,3,8:28.0,,P. Tucker misses 3-pt jump shot from 23 ft,59,63
272,3,8:26.0,Defensive rebound by D. Booker,,59,63
273,3,8:16.0,D. Šarić misses 3-pt jump shot from 24 ft,,59,63
274,3,8:14.0,,Defensive rebound by R. Westbrook,59,63
275,3,8:09.0,,C. Capela makes 2-pt dunk from 2 ft,59,65
276,3,7:50.0,D. Booker makes 2-pt layup from 1 ft,,61,65
277,3,7:47.0,,Offensive foul by D. House (drawn by F. Kaminsky),61,65
278,3,7:47.0,,Turnover by D. House (offensive foul),61,65
279,3,7:47.0,,B. McLemore enters the game for D. House,61,65
280,3,7:25.0,D. Booker makes 2-pt jump shot from 23 ft (assist by D. Šarić),,63,65
281,3,7:01.0,,J. Harden misses 3-pt jump shot from 28 ft,63,65
282,3,7:00.0,Defensive rebound by D. Šarić,,63,65
283,3,6:46.0,D. Booker misses 3-pt jump shot from 32 ft,,63,65
284,3,6:42.0,,Defensive rebound by R. Westbrook,63,65
285,3,6:37.0,,B. McLemore misses 3-pt jump shot from 24 ft,63,65
286,3,6:35.0,Defensive rebound by D. Šarić,,63,65
287,3,6:28.0,R. Rubio makes 2-pt layup from 2 ft,,65,65
288,3,6:26.0,,Houston full timeout,65,65
289,3,6:16.0,,R. Westbrook misses 2-pt jump shot from 6 ft,65,65
290,3,6:16.0,,Offensive rebound by Team,65,65
291,3,6:05.0,,J. Harden misses 2-pt layup from 6 ft,65,65
292,3,6:03.0,,Offensive rebound by J. Harden,65,65
293,3,6:01.0,,J. Harden makes 2-pt layup from 1 ft,65,67
294,3,5:48.0,D. Booker misses 2-pt layup from 2 ft (block by C. Capela),,65,67
295,3,5:48.0,Offensive rebound by Team,,65,67
296,3,5:41.0,D. Booker makes 2-pt jump shot from 16 ft,,67,67
297,3,5:22.0,,P. Tucker makes 2-pt layup from 1 ft (assist by J. Harden),67,69
298,3,5:11.0,R. Rubio misses 2-pt layup from 2 ft,,67,69
299,3,5:09.0,,Defensive rebound by C. Capela,67,69
300,3,5:05.0,,B. McLemore makes 2-pt layup from 2 ft (assist by R. Westbrook),67,71
301,3,5:01.0,Turnover by K. Oubre (out of bounds lost ball),,67,71
302,3,4:49.0,,Personal foul by K. Oubre (drawn by J. Harden),67,71
303,3,4:49.0,T. Jerome enters the game for F. Kaminsky,,67,71
304,3,4:49.0,C. Johnson enters the game for R. Rubio,,67,71
305,3,4:49.0,,A. Rivers enters the game for R. Westbrook,67,71
306,3,4:45.0,,Personal foul by T. Jerome (drawn by C. Capela),67,71
307,3,4:45.0,,C. Capela misses free throw 1 of 2,67,71
308,3,4:45.0,,Offensive rebound by Team,67,71
309,3,4:45.0,,Violation by A. Rivers (double lane),67,71
310,3,4:45.0,Violation by C. Johnson (double lane),,67,71
311,3,4:33.0,,J. Harden makes 3-pt jump shot from 25 ft,67,74
312,3,4:22.0,Personal foul by A. Rivers (drawn by D. Booker),,67,74
313,3,4:22.0,D. Booker makes free throw 1 of 2,,68,74
314,3,4:22.0,,D. House enters the game for C. Capela,68,74
315,3,4:22.0,D. Booker misses free throw 2 of 2,,68,74
316,3,4:22.0,,Defensive rebound by P. Tucker,68,74
317,3,4:05.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by P. Tucker),68,77
318,3,3:42.0,C. Johnson misses 3-pt jump shot from 25 ft,,68,77
319,3,3:40.0,,Defensive rebound by D. House,68,77
320,3,3:33.0,,J. Harden makes 2-pt jump shot from 11 ft,68,79
321,3,3:33.0,,Shooting foul by D. Booker (drawn by J. Harden),68,79
322,3,3:33.0,,J. Harden makes free throw 1 of 1,68,80
323,3,3:19.0,Shooting foul by D. House (drawn by K. Oubre),,68,80
324,3,3:19.0,K. Oubre misses free throw 1 of 2,,68,80
325,3,3:19.0,Offensive rebound by Team,,68,80
326,3,3:19.0,C. Diallo enters the game for D. Šarić,,68,80
327,3,3:19.0,,T. Sefolosha enters the game for D. House,68,80
328,3,3:19.0,K. Oubre makes free throw 2 of 2,,69,80
329,3,3:19.0,M. Bridges enters the game for K. Oubre,,69,80
330,3,3:13.0,,Offensive foul by P. Tucker (drawn by C. Johnson),69,80
331,3,3:13.0,,Turnover by P. Tucker (offensive foul),69,80
332,3,2:56.0,Personal foul by P. Tucker (drawn by M. Bridges),,69,80
333,3,2:56.0,Phoenix full timeout,,69,80
334,3,2:56.0,,R. Westbrook enters the game for A. Rivers,69,80
335,3,2:56.0,M. Bridges misses free throw 1 of 2,,69,80
336,3,2:56.0,Offensive rebound by Team,,69,80
337,3,2:56.0,M. Bridges makes free throw 2 of 2,,70,80
338,3,2:48.0,,B. McLemore makes 3-pt jump shot from 26 ft (assist by R. Westbrook),70,83
339,3,2:22.0,C. Diallo misses 2-pt jump shot from 3 ft (block by P. Tucker),,70,83
340,3,2:19.0,,Defensive rebound by B. McLemore,70,83
341,3,2:09.0,,J. Harden misses 2-pt jump shot from 8 ft,70,83
342,3,2:09.0,Defensive rebound by M. Bridges,,70,83
343,3,1:49.0,D. Booker misses 2-pt layup from 4 ft,,70,83
344,3,1:48.0,Offensive rebound by C. Diallo,,70,83
345,3,1:46.0,C. Diallo misses 2-pt layup from 3 ft,,70,83
346,3,1:45.0,Offensive rebound by C. Johnson,,70,83
347,3,1:45.0,Personal foul by J. Harden (drawn by D. Booker),,70,83
348,3,1:45.0,D. Booker makes free throw 1 of 2,,71,83
349,3,1:45.0,D. Booker makes free throw 2 of 2,,72,83
350,3,1:31.0,,B. McLemore misses 2-pt layup from 4 ft (block by C. Johnson),72,83
351,3,1:28.0,,Offensive rebound by R. Westbrook,72,83
352,3,1:25.0,,P. Tucker misses 3-pt jump shot from 26 ft,72,83
353,3,1:24.0,,Offensive rebound by R. Westbrook,72,83
354,3,1:21.0,,Turnover by B. McLemore (traveling),72,83
355,3,1:21.0,,A. Rivers enters the game for J. Harden,72,83
356,3,1:10.0,Personal foul by B. McLemore (drawn by D. Booker),,72,83
357,3,1:10.0,D. Booker misses free throw 1 of 2,,72,83
358,3,1:10.0,Offensive rebound by Team,,72,83
359,3,1:10.0,D. Booker misses free throw 2 of 2,,72,83
360,3,1:10.0,Offensive rebound by C. Diallo,,72,83
361,3,1:05.0,Turnover by C. Johnson (bad pass; steal by B. McLemore),,72,83
362,3,1:02.0,,Turnover by B. McLemore (bad pass; steal by D. Booker),72,83
363,3,0:56.0,T. Jerome makes 3-pt jump shot from 25 ft (assist by D. Booker),,75,83
364,3,0:49.0,,Turnover by B. McLemore (out of bounds lost ball),75,83
365,3,0:29.0,C. Johnson misses 3-pt jump shot from 24 ft,,75,83
366,3,0:28.0,Offensive rebound by Team,,75,83
367,3,0:22.0,C. Johnson makes 3-pt jump shot from 23 ft (assist by D. Booker),,78,83
368,3,0:02.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,78,83
369,3,0:00.0,,Offensive rebound by Team,78,83
370,4,11:48.0,,R. Westbrook makes 2-pt layup from 2 ft,78,85
371,4,11:32.0,K. Oubre misses 2-pt jump shot from 5 ft,,78,85
372,4,11:27.0,,Defensive rebound by Team,78,85
373,4,11:19.0,,A. Rivers misses 3-pt jump shot from 25 ft,78,85
374,4,11:16.0,Defensive rebound by M. Bridges,,78,85
375,4,11:10.0,R. Rubio makes 2-pt jump shot from 10 ft (assist by C. Johnson),,80,85
376,4,10:54.0,,R. Westbrook misses 2-pt jump shot from 18 ft,80,85
377,4,10:51.0,Defensive rebound by C. Diallo,,80,85
378,4,10:46.0,Offensive foul by C. Diallo (drawn by C. Capela),,80,85
379,4,10:46.0,Turnover by C. Diallo (offensive foul),,80,85
380,4,10:35.0,,B. McLemore misses 3-pt jump shot from 26 ft,80,85
381,4,10:31.0,,Offensive rebound by C. Capela,80,85
382,4,10:30.0,,C. Capela misses 2-pt layup from 4 ft,80,85
383,4,10:27.0,Defensive rebound by C. Diallo,,80,85
384,4,10:22.0,Shooting foul by B. McLemore (drawn by K. Oubre),,80,85
