,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:34.0,J. Jackson misses 2-pt jump shot from 5 ft,,0,0
1,1,11:31.0,,Defensive rebound by C. Paul,0,0
2,1,11:19.0,,D. Bazley makes 3-pt jump shot from 26 ft (assist by S. Adams),0,3
3,1,11:03.0,J. Morant misses 2-pt layup from 6 ft,,0,3
4,1,11:02.0,,Defensive rebound by D. Bazley,0,3
5,1,10:56.0,,C. Paul misses 2-pt jump shot from 17 ft,0,3
6,1,10:52.0,Defensive rebound by J. Valančiūnas,,0,3
7,1,10:46.0,Turnover by D. Brooks (lost ball; steal by S. Gilgeous-Alexander),,0,3
8,1,10:34.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,0,5
9,1,10:15.0,J. Jackson makes 2-pt layup from 3 ft,,2,5
10,1,9:59.0,,Turnover by T. Ferguson (out of bounds lost ball),2,5
11,1,9:37.0,Turnover by J. Crowder (lost ball; steal by S. Adams),,2,5
12,1,9:24.0,,T. Ferguson misses 3-pt jump shot from 24 ft,2,5
13,1,9:22.0,Defensive rebound by D. Brooks,,2,5
14,1,9:12.0,Personal foul by S. Adams (drawn by J. Valančiūnas),,2,5
15,1,9:05.0,J. Morant misses 2-pt jump shot from 14 ft,,2,5
16,1,9:01.0,,Defensive rebound by S. Adams,2,5
17,1,8:45.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,2,5
18,1,8:44.0,Defensive rebound by J. Crowder,,2,5
19,1,8:38.0,D. Brooks misses 2-pt jump shot from 12 ft,,2,5
20,1,8:34.0,,Defensive rebound by S. Adams,2,5
21,1,8:27.0,,S. Adams makes 2-pt layup from 1 ft (assist by C. Paul),2,7
22,1,8:14.0,J. Valančiūnas makes 2-pt hook shot from 6 ft (assist by J. Jackson),,4,7
23,1,7:55.0,,S. Adams makes 2-pt jump shot from 7 ft (assist by T. Ferguson),4,9
24,1,7:34.0,J. Morant misses 3-pt jump shot from 28 ft,,4,9
25,1,7:31.0,,Defensive rebound by S. Gilgeous-Alexander,4,9
26,1,7:22.0,,Oklahoma City full timeout,4,9
27,1,7:22.0,,N. Noel enters the game for S. Adams,4,9
28,1,7:07.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,4,9
29,1,7:04.0,Defensive rebound by J. Crowder,,4,9
30,1,6:56.0,J. Crowder misses 2-pt layup from 6 ft (block by N. Noel),,4,9
31,1,6:54.0,,Defensive rebound by D. Bazley,4,9
32,1,6:38.0,,D. Bazley misses 3-pt jump shot from 25 ft,4,9
33,1,6:35.0,,Offensive rebound by N. Noel,4,9
34,1,6:33.0,,T. Ferguson misses 3-pt jump shot from 22 ft,4,9
35,1,6:30.0,Defensive rebound by J. Crowder,,4,9
36,1,6:22.0,Shooting foul by N. Noel (drawn by J. Valančiūnas),,4,9
37,1,6:22.0,J. Valančiūnas makes free throw 1 of 2,,5,9
38,1,6:22.0,T. Jones enters the game for J. Morant,,5,9
39,1,6:22.0,J. Valančiūnas makes free throw 2 of 2,,6,9
40,1,6:02.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 27 ft (assist by C. Paul),6,12
41,1,5:40.0,J. Valančiūnas misses 2-pt hook shot from 5 ft,,6,12
42,1,5:38.0,Offensive rebound by J. Jackson,,6,12
43,1,5:37.0,J. Jackson makes 2-pt dunk at rim,,8,12
44,1,5:25.0,,C. Paul makes 2-pt jump shot from 16 ft,8,14
45,1,5:10.0,Shooting foul by T. Ferguson (drawn by D. Brooks),,8,14
46,1,5:10.0,D. Brooks misses free throw 1 of 2,,8,14
47,1,5:10.0,Offensive rebound by Team,,8,14
48,1,5:10.0,K. Anderson enters the game for J. Crowder,,8,14
49,1,5:10.0,B. Clarke enters the game for J. Valančiūnas,,8,14
50,1,5:10.0,,D. Schröder enters the game for C. Paul,8,14
51,1,5:10.0,D. Brooks makes free throw 2 of 2,,9,14
52,1,5:05.0,,Personal foul by J. Jackson (drawn by S. Gilgeous-Alexander),9,14
53,1,5:05.0,D. Melton enters the game for D. Brooks,,9,14
54,1,4:57.0,,D. Bazley misses 3-pt jump shot from 23 ft,9,14
55,1,4:54.0,Defensive rebound by K. Anderson,,9,14
56,1,4:49.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by K. Anderson),,12,14
57,1,4:38.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by K. Anderson),12,14
58,1,4:34.0,Defensive rebound by J. Jackson,,12,14
59,1,4:30.0,Personal foul by N. Noel (drawn by J. Jackson),,12,14
60,1,4:30.0,,M. Muscala enters the game for D. Bazley,12,14
61,1,4:22.0,Turnover by B. Clarke (lost ball; steal by S. Gilgeous-Alexander),,12,14
62,1,4:09.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,12,16
63,1,3:57.0,J. Jackson misses 3-pt jump shot from 26 ft,,12,16
64,1,3:54.0,,Defensive rebound by S. Gilgeous-Alexander,12,16
65,1,3:43.0,,Turnover by D. Schröder (lost ball; steal by D. Melton),12,16
66,1,3:39.0,D. Melton makes 2-pt dunk from 1 ft (assist by K. Anderson),,14,16
67,1,3:23.0,,Shooting foul by K. Anderson (drawn by S. Gilgeous-Alexander),14,16
68,1,3:23.0,,S. Gilgeous-Alexander makes free throw 1 of 2,14,17
69,1,3:23.0,,D. Burton enters the game for T. Ferguson,14,17
70,1,3:23.0,,A. Nader enters the game for N. Noel,14,17
71,1,3:23.0,,S. Gilgeous-Alexander makes free throw 2 of 2,14,18
72,1,3:09.0,T. Jones makes 2-pt jump shot from 11 ft (assist by D. Melton),,16,18
73,1,2:56.0,,D. Burton misses 3-pt jump shot from 24 ft,16,18
74,1,2:54.0,Defensive rebound by T. Jones,,16,18
75,1,2:48.0,J. Jackson misses 3-pt jump shot from 25 ft,,16,18
76,1,2:45.0,,Defensive rebound by D. Schröder,16,18
77,1,2:37.0,,M. Muscala misses 3-pt jump shot from 26 ft,16,18
78,1,2:34.0,Defensive rebound by K. Anderson,,16,18
79,1,2:22.0,J. Jackson makes 2-pt layup from 4 ft,,18,18
80,1,2:04.0,,D. Schröder misses 2-pt jump shot from 19 ft (block by J. Jackson),18,18
81,1,2:02.0,Defensive rebound by D. Melton,,18,18
82,1,1:54.0,J. Jackson misses 3-pt jump shot from 27 ft,,18,18
83,1,1:50.0,,Defensive rebound by M. Muscala,18,18
84,1,1:43.0,,D. Schröder misses 2-pt layup from 4 ft (block by J. Jackson),18,18
85,1,1:41.0,Defensive rebound by D. Melton,,18,18
86,1,1:37.0,B. Clarke makes 2-pt jump shot from 6 ft (assist by D. Melton),,20,18
87,1,1:22.0,,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,20,18
88,1,1:20.0,Defensive rebound by D. Melton,,20,18
89,1,1:16.0,T. Jones makes 3-pt jump shot from 23 ft (assist by K. Anderson),,23,18
90,1,0:56.0,,A. Nader misses 3-pt jump shot from 23 ft,23,18
91,1,0:52.0,Defensive rebound by D. Melton,,23,18
92,1,0:48.0,Memphis full timeout,,23,18
93,1,0:48.0,S. Hill enters the game for B. Clarke,,23,18
94,1,0:48.0,J. Valančiūnas enters the game for J. Jackson,,23,18
95,1,0:48.0,,S. Adams enters the game for D. Burton,23,18
96,1,0:48.0,,C. Paul enters the game for S. Gilgeous-Alexander,23,18
97,1,0:33.0,D. Melton misses 2-pt layup from 1 ft (block by S. Adams),,23,18
98,1,0:29.0,,Defensive rebound by D. Schröder,23,18
99,1,0:27.0,,A. Nader misses 2-pt layup from 2 ft (block by S. Hill),23,18
100,1,0:24.0,Defensive rebound by S. Hill,,23,18
101,1,0:02.0,T. Jones misses 3-pt jump shot from 27 ft,,23,18
102,1,0:02.0,,Defensive rebound by M. Muscala,23,18
103,2,11:45.0,,S. Adams misses 2-pt jump shot from 13 ft,23,18
104,2,11:43.0,Defensive rebound by K. Anderson,,23,18
105,2,11:32.0,S. Hill misses 3-pt jump shot from 24 ft,,23,18
106,2,11:29.0,Offensive rebound by D. Melton,,23,18
107,2,11:28.0,D. Melton makes 2-pt layup from 1 ft,,25,18
108,2,11:18.0,,D. Schröder misses 2-pt jump shot from 18 ft,25,18
109,2,11:16.0,Defensive rebound by K. Anderson,,25,18
110,2,11:07.0,Turnover by D. Melton (lost ball),,25,18
111,2,11:07.0,Loose ball foul by D. Melton (drawn by A. Nader),,25,18
112,2,11:07.0,G. Allen enters the game for K. Anderson,,25,18
113,2,10:54.0,,S. Adams misses 2-pt hook shot from 7 ft,25,18
114,2,10:52.0,Defensive rebound by S. Hill,,25,18
115,2,10:38.0,J. Valančiūnas makes 2-pt layup from 6 ft (assist by G. Allen),,27,18
116,2,10:15.0,,S. Adams makes 2-pt dunk from 2 ft (assist by D. Schröder),27,20
117,2,9:49.0,D. Melton misses 2-pt layup from 4 ft,,27,20
118,2,9:48.0,Offensive rebound by J. Valančiūnas,,27,20
119,2,9:48.0,Turnover by Team (shot clock),,27,20
120,2,9:41.0,,C. Paul makes 2-pt jump shot from 13 ft,27,22
121,2,9:28.0,G. Allen makes 2-pt jump shot from 14 ft,,29,22
122,2,9:15.0,,A. Nader misses 2-pt layup from 3 ft,29,22
123,2,9:13.0,Defensive rebound by D. Melton,,29,22
124,2,9:07.0,J. Morant makes 2-pt layup from 1 ft (assist by D. Melton),,31,22
125,2,9:07.0,,Oklahoma City full timeout,31,22
126,2,9:07.0,D. Brooks enters the game for D. Melton,,31,22
127,2,8:56.0,,Personal foul by D. Brooks (drawn by C. Paul),31,22
128,2,8:41.0,,C. Paul makes 2-pt jump shot from 17 ft (assist by D. Schröder),31,24
129,2,8:20.0,D. Brooks misses 3-pt jump shot from 26 ft,,31,24
130,2,8:20.0,,Defensive rebound by A. Nader,31,24
131,2,8:00.0,,D. Burton misses 2-pt jump shot from 17 ft (block by S. Hill),31,24
132,2,7:56.0,,Offensive rebound by D. Burton,31,24
133,2,7:55.0,,A. Nader makes 3-pt jump shot from 27 ft (assist by C. Paul),31,27
134,2,7:34.0,J. Valančiūnas makes 2-pt dunk from 1 ft (assist by S. Hill),,33,27
135,2,7:25.0,,D. Schröder makes 2-pt jump shot from 18 ft,33,29
136,2,7:14.0,Turnover by D. Brooks (palming),,33,29
137,2,7:14.0,,T. Ferguson enters the game for C. Paul,33,29
138,2,7:00.0,,D. Schröder misses 2-pt jump shot from 15 ft,33,29
139,2,6:58.0,Defensive rebound by S. Hill,,33,29
140,2,6:50.0,Personal foul by D. Burton (drawn by J. Morant),,33,29
141,2,6:50.0,T. Jones enters the game for J. Morant,,33,29
142,2,6:50.0,,S. Gilgeous-Alexander enters the game for S. Adams,33,29
143,2,6:50.0,,N. Noel enters the game for A. Nader,33,29
144,2,6:41.0,J. Valančiūnas misses 2-pt jump shot from 12 ft,,33,29
145,2,6:38.0,,Defensive rebound by S. Gilgeous-Alexander,33,29
146,2,6:26.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 17 ft,33,31
147,2,6:26.0,Memphis full timeout,,33,31
148,2,6:26.0,J. Jackson enters the game for J. Valančiūnas,,33,31
149,2,6:26.0,,D. Bazley enters the game for D. Burton,33,31
150,2,6:09.0,Turnover by S. Hill (lost ball; steal by N. Noel),,33,31
151,2,6:06.0,,N. Noel makes 2-pt dunk from 2 ft,33,33
152,2,5:55.0,G. Allen makes 3-pt jump shot from 25 ft,,36,33
153,2,5:39.0,,Personal foul by D. Brooks (drawn by D. Schröder),36,33
154,2,5:39.0,B. Clarke enters the game for G. Allen,,36,33
155,2,5:39.0,J. Crowder enters the game for S. Hill,,36,33
156,2,5:28.0,,D. Bazley misses 2-pt layup from 3 ft (block by B. Clarke),36,33
157,2,5:24.0,Defensive rebound by J. Crowder,,36,33
158,2,5:14.0,Turnover by B. Clarke (bad pass; steal by N. Noel),,36,33
159,2,5:08.0,,T. Ferguson makes 3-pt jump shot from 22 ft (assist by D. Schröder),36,36
160,2,4:52.0,D. Brooks misses 2-pt layup from 4 ft,,36,36
161,2,4:49.0,Offensive rebound by D. Brooks,,36,36
162,2,4:49.0,D. Brooks misses 2-pt layup at rim,,36,36
163,2,4:48.0,,Defensive rebound by D. Bazley,36,36
164,2,4:45.0,,D. Schröder misses 3-pt jump shot from 27 ft,36,36
165,2,4:42.0,Defensive rebound by J. Crowder,,36,36
166,2,4:26.0,J. Jackson makes 2-pt layup from 4 ft,,38,36
167,2,4:16.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,38,36
168,2,4:12.0,Defensive rebound by B. Clarke,,38,36
169,2,4:08.0,T. Jones makes 2-pt jump shot from 9 ft (assist by B. Clarke),,40,36
170,2,3:49.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 9 ft,40,36
171,2,3:47.0,Defensive rebound by J. Crowder,,40,36
172,2,3:44.0,J. Crowder misses 3-pt jump shot from 26 ft,,40,36
173,2,3:40.0,,Defensive rebound by D. Bazley,40,36
174,2,3:31.0,,Turnover by D. Schröder (bad pass; steal by B. Clarke),40,36
175,2,3:28.0,T. Jones makes 2-pt layup at rim (assist by B. Clarke),,42,36
