,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CLEVELAND_ACTION,ORLANDO_SCORE,CLEVELAND_SCORE
62,1,4:50.0,,J. Clarkson enters the game for C. Sexton,19,16
63,1,4:33.0,,Turnover by D. Garland (bad pass; steal by D. Augustin),19,16
64,1,4:33.0,Personal take foul by K. Love (drawn by D. Augustin),,19,16
65,1,4:17.0,T. Ross makes 2-pt jump shot from 15 ft (assist by A. Aminu),,21,16
66,1,4:05.0,,K. Love makes 3-pt jump shot from 25 ft (assist by J. Clarkson),21,19
67,1,3:42.0,W. Iwundu misses 3-pt jump shot from 23 ft,,21,19
68,1,3:41.0,,Defensive rebound by K. Love,21,19
69,1,3:35.0,,Turnover by D. Garland (traveling),21,19
70,1,3:35.0,M. Bamba enters the game for K. Birch,,21,19
71,1,3:35.0,,L. Nance enters the game for K. Love,21,19
72,1,3:35.0,,K. Porter enters the game for C. Osman,21,19
73,1,3:23.0,T. Ross misses 3-pt jump shot from 26 ft,,21,19
74,1,3:21.0,,Defensive rebound by K. Porter,21,19
75,1,3:10.0,,T. Thompson makes 2-pt hook shot from 6 ft (assist by K. Porter),21,21
76,1,2:57.0,W. Iwundu makes 2-pt dunk from 2 ft (assist by D. Augustin),,23,21
77,1,2:46.0,,J. Clarkson misses 3-pt jump shot from 29 ft,23,21
78,1,2:40.0,Defensive rebound by T. Ross,,23,21
79,1,2:36.0,W. Iwundu misses 2-pt layup from 6 ft,,23,21
80,1,2:34.0,,Defensive rebound by L. Nance,23,21
81,1,2:21.0,,T. Thompson makes 2-pt hook shot from 7 ft (assist by K. Porter),23,23
82,1,2:07.0,T. Ross makes 2-pt layup from 2 ft (assist by D. Augustin),,25,23
83,1,1:42.0,,K. Porter misses 3-pt jump shot from 26 ft,25,23
84,1,1:39.0,,Offensive rebound by L. Nance,25,23
85,1,1:31.0,,J. Clarkson misses 2-pt layup from 1 ft,25,23
86,1,1:29.0,Defensive rebound by T. Ross,,25,23
87,1,1:28.0,Shooting foul by K. Porter (drawn by W. Iwundu),,25,23
88,1,1:28.0,Orlando full timeout,,25,23
89,1,1:28.0,,M. Dellavedova enters the game for D. Garland,25,23
90,1,1:28.0,,A. McKinnie enters the game for T. Thompson,25,23
91,1,1:28.0,W. Iwundu makes free throw 1 of 2,,26,23
92,1,1:28.0,W. Iwundu makes free throw 2 of 2,,27,23
93,1,1:14.0,,Offensive foul by M. Dellavedova (drawn by D. Augustin),27,23
94,1,1:14.0,,Turnover by M. Dellavedova (offensive foul),27,23
95,1,1:14.0,E. Fournier enters the game for W. Iwundu,,27,23
96,1,0:57.0,A. Aminu misses 2-pt jump shot from 7 ft,,27,23
97,1,0:54.0,,Defensive rebound by L. Nance,27,23
98,1,0:52.0,,A. McKinnie makes 2-pt layup from 1 ft (assist by J. Clarkson),27,25
99,1,0:27.0,M. Bamba misses 2-pt layup from 1 ft,,27,25
100,1,0:25.0,,Defensive rebound by J. Clarkson,27,25
101,1,0:11.0,,K. Porter misses 2-pt layup from 1 ft (block by A. Aminu),27,25
102,1,0:09.0,,Offensive rebound by L. Nance,27,25
103,1,0:08.0,,L. Nance makes 2-pt layup at rim,27,27
104,1,0:00.0,D. Augustin misses 3-pt jump shot from 26 ft,,27,27
105,1,0:00.0,Offensive rebound by Team,,27,27
106,2,11:45.0,,J. Clarkson misses 2-pt jump shot from 2 ft (block by M. Bamba),27,27
107,2,11:42.0,Defensive rebound by T. Ross,,27,27
108,2,11:37.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by T. Ross),,30,27
109,2,11:24.0,,L. Nance misses 2-pt jump shot from 7 ft,30,27
110,2,11:22.0,Defensive rebound by M. Bamba,,30,27
111,2,11:15.0,M. Bamba makes 3-pt jump shot from 26 ft (assist by D. Augustin),,33,27
112,2,11:01.0,,Personal foul by A. Aminu (drawn by L. Nance),33,27
113,2,10:51.0,,K. Porter makes 2-pt layup from 1 ft,33,29
114,2,10:38.0,E. Fournier misses 3-pt jump shot from 28 ft,,33,29
115,2,10:35.0,,Defensive rebound by A. McKinnie,33,29
116,2,10:27.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Nance),33,32
117,2,10:10.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by D. Augustin),,36,32
118,2,9:57.0,,M. Dellavedova misses 3-pt jump shot from 30 ft,36,32
119,2,9:55.0,Defensive rebound by Team,,36,32
120,2,9:37.0,D. Augustin misses 3-pt jump shot from 25 ft,,36,32
121,2,9:35.0,,Defensive rebound by L. Nance,36,32
122,2,9:28.0,,L. Nance makes 3-pt jump shot from 27 ft (assist by K. Porter),36,35
123,2,9:12.0,T. Ross makes 2-pt jump shot from 6 ft (assist by D. Augustin),,38,35
124,2,9:00.0,,Turnover by J. Clarkson (traveling),38,35
125,2,8:46.0,T. Ross misses 3-pt jump shot from 25 ft,,38,35
126,2,8:42.0,,Defensive rebound by K. Porter,38,35
127,2,8:32.0,,Turnover by A. McKinnie (bad pass; steal by D. Augustin),38,35
128,2,8:23.0,Offensive foul by M. Bamba (drawn by M. Dellavedova),,38,35
129,2,8:23.0,Turnover by M. Bamba (offensive foul),,38,35
130,2,8:05.0,,Turnover by J. Clarkson (bad pass; steal by E. Fournier),38,35
131,2,8:03.0,E. Fournier makes 2-pt layup from 1 ft,,40,35
132,2,8:03.0,,Violation by Team (def goaltending),40,35
133,2,7:50.0,,L. Nance misses 3-pt jump shot from 27 ft,40,35
134,2,7:46.0,Defensive rebound by M. Bamba,,40,35
135,2,7:35.0,Turnover by D. Augustin (lost ball; steal by L. Nance),,40,35
136,2,7:26.0,,J. Clarkson misses 3-pt jump shot from 25 ft,40,35
137,2,7:25.0,,Offensive rebound by Team,40,35
138,2,7:25.0,Loose ball foul by M. Bamba (drawn by L. Nance),,40,35
139,2,7:25.0,J. Isaac enters the game for A. Aminu,,40,35
140,2,7:25.0,W. Iwundu enters the game for E. Fournier,,40,35
141,2,7:25.0,,C. Sexton enters the game for J. Clarkson,40,35
142,2,7:19.0,,K. Porter makes 2-pt layup from 2 ft (assist by M. Dellavedova),40,37
143,2,6:55.0,T. Ross makes 3-pt jump shot from 26 ft (assist by W. Iwundu),,43,37
144,2,6:55.0,Shooting foul by K. Porter (drawn by T. Ross),,43,37
145,2,6:55.0,,Cleveland full timeout,43,37
146,2,6:55.0,K. Birch enters the game for M. Bamba,,43,37
147,2,6:55.0,,K. Love enters the game for A. McKinnie,43,37
148,2,6:55.0,T. Ross makes free throw 1 of 1,,44,37
149,2,6:41.0,,K. Porter makes 2-pt jump shot from 19 ft,44,39
150,2,6:25.0,K. Birch makes 2-pt dunk from 1 ft (assist by D. Augustin),,46,39
151,2,5:57.0,,K. Love misses 3-pt jump shot from 23 ft,46,39
152,2,5:55.0,Defensive rebound by T. Ross,,46,39
153,2,5:47.0,D. Augustin makes 2-pt jump shot from 12 ft,,48,39
154,2,5:42.0,,Cleveland full timeout,48,39
155,2,5:42.0,M. Fultz enters the game for T. Ross,,48,39
156,2,5:42.0,,D. Garland enters the game for M. Dellavedova,48,39
157,2,5:42.0,,C. Osman enters the game for L. Nance,48,39
158,2,5:42.0,,T. Thompson enters the game for K. Porter,48,39
159,2,5:19.0,,T. Thompson misses 2-pt hook shot from 10 ft,48,39
160,2,5:12.0,Defensive rebound by K. Birch,,48,39
161,2,4:58.0,W. Iwundu makes 2-pt jump shot from 12 ft,,50,39
162,2,4:42.0,,D. Garland makes 2-pt jump shot from 17 ft,50,41
163,2,4:28.0,D. Augustin misses 2-pt jump shot from 18 ft,,50,41
164,2,4:22.0,,Defensive rebound by T. Thompson,50,41
165,2,4:20.0,,Personal foul by M. Fultz (drawn by T. Thompson),50,41
166,2,4:20.0,E. Fournier enters the game for D. Augustin,,50,41
167,2,4:14.0,,Shooting foul by K. Birch (drawn by C. Sexton),50,41
168,2,4:14.0,,C. Sexton makes free throw 1 of 2,50,42
169,2,4:14.0,,C. Sexton makes free throw 2 of 2,50,43
170,2,4:03.0,J. Isaac makes 2-pt layup from 1 ft,,52,43
171,2,3:54.0,,T. Thompson makes 2-pt layup from 12 ft (assist by C. Sexton),52,45
172,2,3:44.0,J. Isaac misses 3-pt jump shot from 26 ft,,52,45
173,2,3:42.0,Offensive rebound by Team,,52,45
174,2,3:38.0,J. Isaac misses 2-pt jump shot from 15 ft,,52,45
175,2,3:35.0,,Defensive rebound by K. Love,52,45
176,2,3:25.0,,Turnover by D. Garland (traveling),52,45
177,2,3:14.0,E. Fournier misses 2-pt jump shot from 12 ft,,52,45
178,2,3:11.0,,Defensive rebound by C. Sexton,52,45
179,2,3:06.0,,Personal foul by J. Isaac (drawn by T. Thompson),52,45
180,2,3:06.0,,T. Thompson misses free throw 1 of 2,52,45
181,2,3:06.0,,Offensive rebound by Team,52,45
182,2,3:06.0,T. Ross enters the game for W. Iwundu,,52,45
183,2,3:06.0,,T. Thompson makes free throw 2 of 2,52,46
184,2,2:50.0,K. Birch misses 2-pt jump shot from 8 ft,,52,46
185,2,2:48.0,,Defensive rebound by T. Thompson,52,46
186,2,2:44.0,,Turnover by C. Sexton (out of bounds lost ball),52,46
187,2,2:44.0,,Loose ball foul by C. Sexton (drawn by E. Fournier),52,46
188,2,2:32.0,M. Fultz misses 2-pt layup at rim,,52,46
189,2,2:29.0,Offensive rebound by M. Fultz,,52,46
190,2,2:29.0,M. Fultz misses 2-pt layup at rim,,52,46
191,2,2:28.0,Offensive rebound by K. Birch,,52,46
192,2,2:23.0,E. Fournier misses 2-pt jump shot from 23 ft,,52,46
193,2,2:20.0,Offensive rebound by Team,,52,46
194,2,2:20.0,A. Aminu enters the game for K. Birch,,52,46
195,2,2:20.0,M. Bamba enters the game for J. Isaac,,52,46
196,2,2:15.0,E. Fournier misses 2-pt jump shot from 19 ft,,52,46
197,2,2:12.0,,Defensive rebound by K. Love,52,46
198,2,2:04.0,,C. Osman misses 3-pt jump shot from 25 ft,52,46
199,2,2:01.0,,Offensive rebound by T. Thompson,52,46
200,2,1:55.0,,D. Garland makes 2-pt layup at rim,52,48
201,2,1:41.0,M. Fultz misses 2-pt jump shot from 8 ft,,52,48
202,2,1:38.0,,Defensive rebound by T. Thompson,52,48
203,2,1:34.0,,Turnover by D. Garland (bad pass; steal by A. Aminu),52,48
204,2,1:27.0,E. Fournier misses 3-pt jump shot from 22 ft,,52,48
205,2,1:24.0,,Defensive rebound by K. Love,52,48
206,2,1:23.0,,Turnover by K. Love (bad pass; steal by A. Aminu),52,48
207,2,1:15.0,M. Bamba makes 3-pt jump shot from 23 ft (assist by T. Ross),,55,48
208,2,1:03.0,,Turnover by D. Garland (step out of bounds),55,48
209,2,0:52.0,E. Fournier makes 2-pt jump shot from 18 ft (assist by M. Bamba),,57,48
210,2,0:39.0,,Personal foul by T. Ross (drawn by C. Osman),57,48
211,2,0:39.0,,C. Osman makes free throw 1 of 2,57,49
212,2,0:39.0,,C. Osman makes free throw 2 of 2,57,50
213,2,0:30.0,Shooting foul by C. Sexton (drawn by E. Fournier),,57,50
214,2,0:30.0,E. Fournier makes free throw 1 of 2,,58,50
215,2,0:30.0,E. Fournier makes free throw 2 of 2,,59,50
216,2,0:10.0,,T. Thompson makes 2-pt hook shot from 9 ft (assist by C. Sexton),59,52
217,2,0:03.0,E. Fournier misses 3-pt jump shot from 25 ft,,59,52
218,2,0:00.0,,Defensive rebound by Team,59,52
219,3,11:50.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by T. Thompson),59,55
220,3,11:36.0,M. Fultz makes 2-pt jump shot from 11 ft,,61,55
221,3,11:18.0,,C. Osman misses 2-pt hook shot from 12 ft,61,55
222,3,11:16.0,,Offensive rebound by T. Thompson,61,55
223,3,11:13.0,,K. Love misses 3-pt jump shot from 25 ft,61,55
224,3,11:11.0,,Offensive rebound by C. Osman,61,55
225,3,11:09.0,,K. Love misses 3-pt jump shot from 25 ft,61,55
226,3,11:05.0,Defensive rebound by W. Iwundu,,61,55
227,3,10:56.0,K. Birch misses 2-pt jump shot from 8 ft,,61,55
228,3,10:51.0,Offensive rebound by J. Isaac,,61,55
229,3,10:50.0,K. Birch makes 2-pt dunk at rim,,63,55
230,3,10:34.0,,Turnover by K. Love (bad pass; steal by W. Iwundu),63,55
231,3,10:30.0,W. Iwundu makes 2-pt layup at rim,,65,55
232,3,10:16.0,,Turnover by C. Osman (bad pass; steal by J. Isaac),65,55
233,3,10:10.0,J. Isaac makes 2-pt layup at rim,,67,55
234,3,10:10.0,,Cleveland full timeout,67,55
235,3,9:58.0,,C. Sexton misses 2-pt jump shot from 16 ft,67,55
236,3,9:55.0,Defensive rebound by J. Isaac,,67,55
237,3,9:40.0,J. Isaac misses 2-pt layup at rim,,67,55
238,3,9:38.0,,Defensive rebound by C. Osman,67,55
239,3,9:33.0,,D. Garland misses 3-pt jump shot from 25 ft,67,55
240,3,9:29.0,Defensive rebound by J. Isaac,,67,55
241,3,9:26.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by J. Isaac),,70,55
242,3,9:04.0,,C. Sexton misses 2-pt jump shot from 11 ft,70,55
243,3,9:02.0,Defensive rebound by K. Birch,,70,55
244,3,8:54.0,K. Birch misses 2-pt layup from 2 ft,,70,55
245,3,8:49.0,Offensive rebound by J. Isaac,,70,55
246,3,8:49.0,J. Isaac makes 2-pt layup from 1 ft,,72,55
247,3,8:38.0,,K. Love makes 3-pt jump shot from 27 ft (assist by T. Thompson),72,58
248,3,8:13.0,M. Fultz misses 2-pt layup from 1 ft,,72,58
249,3,8:10.0,,Defensive rebound by T. Thompson,72,58
250,3,8:07.0,,C. Sexton makes 2-pt layup from 1 ft,72,60
251,3,8:07.0,,Shooting foul by W. Iwundu (drawn by C. Sexton),72,60
252,3,8:07.0,,L. Nance enters the game for K. Love,72,60
253,3,8:07.0,,C. Sexton makes free throw 1 of 1,72,61
254,3,7:56.0,E. Fournier makes 2-pt jump shot from 11 ft,,74,61
255,3,7:38.0,,Personal foul by M. Fultz (drawn by D. Garland),74,61
256,3,7:27.0,,Turnover by T. Thompson (bad pass; steal by J. Isaac),74,61
257,3,7:23.0,M. Fultz makes 2-pt layup at rim,,76,61
258,3,7:10.0,,Shooting foul by K. Birch (drawn by T. Thompson),76,61
259,3,7:10.0,,T. Thompson makes free throw 1 of 2,76,62
260,3,7:10.0,,T. Thompson makes free throw 2 of 2,76,63
261,3,6:56.0,E. Fournier makes 2-pt jump shot from 12 ft,,78,63
262,3,6:42.0,,Turnover by C. Sexton (traveling),78,63
263,3,6:33.0,E. Fournier misses 2-pt layup from 1 ft,,78,63
264,3,6:30.0,,Defensive rebound by T. Thompson,78,63
265,3,6:24.0,,D. Garland misses 2-pt layup from 2 ft,78,63
266,3,6:19.0,Defensive rebound by K. Birch,,78,63
267,3,6:09.0,J. Isaac misses 3-pt jump shot from 26 ft,,78,63
268,3,6:06.0,,Defensive rebound by T. Thompson,78,63
269,3,5:59.0,,C. Osman misses 3-pt jump shot from 28 ft,78,63
270,3,5:56.0,Defensive rebound by W. Iwundu,,78,63
271,3,5:48.0,E. Fournier misses 2-pt jump shot from 16 ft,,78,63
272,3,5:44.0,,Defensive rebound by C. Sexton,78,63
273,3,5:40.0,,C. Osman misses 3-pt jump shot from 26 ft,78,63
274,3,5:35.0,,Offensive rebound by T. Thompson,78,63
275,3,5:25.0,,Turnover by D. Garland (traveling),78,63
276,3,5:25.0,A. Aminu enters the game for E. Fournier,,78,63
277,3,5:25.0,Orlando full timeout,,78,63
278,3,5:25.0,,J. Clarkson enters the game for D. Garland,78,63
279,3,5:25.0,,M. Dellavedova enters the game for C. Osman,78,63
280,3,5:25.0,,A. McKinnie enters the game for C. Sexton,78,63
281,3,5:25.0,,K. Porter enters the game for T. Thompson,78,63
282,3,5:13.0,Turnover by M. Fultz (lost ball; steal by K. Porter),,78,63
283,3,5:08.0,,K. Porter misses 2-pt layup from 2 ft (block by K. Birch),78,63
284,3,5:05.0,Defensive rebound by A. Aminu,,78,63
285,3,5:03.0,Offensive foul by K. Birch (drawn by L. Nance),,78,63
286,3,5:03.0,Turnover by K. Birch (offensive foul),,78,63
287,3,5:03.0,D. Augustin enters the game for K. Birch,,78,63
288,3,5:03.0,M. Bamba enters the game for M. Fultz,,78,63
289,3,5:03.0,T. Ross enters the game for J. Isaac,,78,63
290,3,4:48.0,,J. Clarkson makes 2-pt jump shot from 9 ft,78,65
291,3,4:31.0,W. Iwundu misses 2-pt layup from 2 ft,,78,65
292,3,4:29.0,,Defensive rebound by L. Nance,78,65
293,3,4:20.0,,J. Clarkson misses 3-pt jump shot from 26 ft,78,65
294,3,4:18.0,Defensive rebound by D. Augustin,,78,65
295,3,4:08.0,A. Aminu misses 3-pt jump shot from 23 ft,,78,65
296,3,4:06.0,,Defensive rebound by J. Clarkson,78,65
297,3,4:02.0,,J. Clarkson makes 2-pt layup from 3 ft,78,67
298,3,4:02.0,Violation by Team (def goaltending),,78,67
299,3,3:46.0,T. Ross makes 2-pt jump shot from 17 ft (assist by D. Augustin),,80,67
300,3,3:26.0,,J. Clarkson misses 3-pt jump shot from 25 ft,80,67
301,3,3:24.0,Defensive rebound by D. Augustin,,80,67
302,3,3:16.0,Personal foul by J. Clarkson (drawn by M. Bamba),,80,67
303,3,3:16.0,E. Fournier enters the game for W. Iwundu,,80,67
304,3,2:59.0,T. Ross makes 2-pt hook shot at rim,,82,67
305,3,2:35.0,,A. McKinnie makes 3-pt jump shot from 23 ft (assist by J. Clarkson),82,70
306,3,2:14.0,M. Bamba makes 3-pt jump shot from 25 ft (assist by D. Augustin),,85,70
307,3,1:51.0,,K. Porter misses 3-pt jump shot from 25 ft,85,70
308,3,1:49.0,Defensive rebound by M. Bamba,,85,70
309,3,1:37.0,D. Augustin misses 3-pt jump shot from 27 ft,,85,70
310,3,1:33.0,,Defensive rebound by J. Clarkson,85,70
311,3,1:29.0,,Personal foul by T. Ross (drawn by L. Nance),85,70
312,3,1:21.0,,Turnover by J. Clarkson (traveling),85,70
313,3,1:06.0,D. Augustin misses 3-pt jump shot from 23 ft,,85,70
314,3,1:04.0,,Defensive rebound by L. Nance,85,70
315,3,0:58.0,,L. Nance misses 3-pt jump shot from 26 ft,85,70
316,3,0:57.0,Defensive rebound by Team,,85,70
317,3,0:49.0,,Loose ball foul by M. Dellavedova (drawn by A. Aminu),85,70
318,3,0:46.0,Personal foul by K. Porter (drawn by E. Fournier),,85,70
319,3,0:46.0,E. Fournier makes free throw 1 of 2,,86,70
320,3,0:46.0,E. Fournier makes free throw 2 of 2,,87,70
321,3,0:37.0,,Def 3 sec tech foul by Team,87,70
322,3,0:37.0,,J. Clarkson makes technical free throw,87,71
323,3,0:25.0,,M. Dellavedova makes 2-pt layup from 1 ft (assist by K. Porter),87,73
324,3,0:11.0,Turnover by D. Augustin (traveling),,87,73
325,3,0:01.0,,J. Clarkson misses 3-pt jump shot from 26 ft,87,73
326,3,0:01.0,,Offensive rebound by Team,87,73
327,4,11:40.0,T. Ross misses 2-pt layup from 1 ft,,87,73
328,4,11:38.0,,Defensive rebound by K. Porter,87,73
329,4,11:29.0,,Turnover by K. Porter (bad pass; steal by T. Ross),87,73
330,4,11:26.0,T. Ross makes 2-pt dunk from 1 ft,,89,73
331,4,11:08.0,,J. Clarkson misses 2-pt layup from 3 ft,89,73
332,4,11:03.0,Defensive rebound by A. Aminu,,89,73
333,4,11:02.0,Shooting foul by A. McKinnie (drawn by A. Aminu),,89,73
334,4,11:02.0,A. Aminu misses free throw 1 of 2,,89,73
335,4,11:02.0,Offensive rebound by Team,,89,73
336,4,11:02.0,,C. Osman enters the game for J. Clarkson,89,73
337,4,11:02.0,,C. Sexton enters the game for A. McKinnie,89,73
338,4,11:02.0,A. Aminu misses free throw 2 of 2,,89,73
339,4,11:00.0,,Defensive rebound by L. Nance,89,73
340,4,10:53.0,,Shooting foul by M. Bamba (drawn by L. Nance),89,73
341,4,10:53.0,,L. Nance misses free throw 1 of 2,89,73
342,4,10:53.0,,Offensive rebound by Team,89,73
343,4,10:53.0,,L. Nance makes free throw 2 of 2,89,74
344,4,10:41.0,Offensive foul by M. Bamba (drawn by L. Nance),,89,74
345,4,10:41.0,Turnover by M. Bamba (offensive foul),,89,74
346,4,10:30.0,,M. Dellavedova misses 3-pt jump shot from 28 ft,89,74
347,4,10:28.0,Defensive rebound by M. Bamba,,89,74
348,4,10:14.0,T. Ross misses 3-pt jump shot from 26 ft,,89,74
349,4,10:10.0,,Defensive rebound by L. Nance,89,74
350,4,10:03.0,,L. Nance makes 3-pt jump shot from 26 ft (assist by C. Sexton),89,77
351,4,9:44.0,D. Augustin makes 2-pt jump shot from 18 ft,,91,77
352,4,9:24.0,,K. Porter misses 2-pt dunk from 1 ft (block by M. Bamba),91,77
353,4,9:20.0,,Offensive rebound by L. Nance,91,77
354,4,9:19.0,,L. Nance makes 2-pt layup from 1 ft,91,79
355,4,9:02.0,Turnover by E. Fournier (lost ball; steal by L. Nance),,91,79
356,4,8:53.0,,Turnover by K. Porter (bad pass; steal by E. Fournier),91,79
357,4,8:41.0,T. Ross misses 3-pt jump shot from 25 ft,,91,79
358,4,8:39.0,,Defensive rebound by K. Porter,91,79
359,4,8:34.0,,C. Sexton makes 2-pt layup from 2 ft,91,81
360,4,8:34.0,Orlando full timeout,,91,81
361,4,8:34.0,M. Fultz enters the game for A. Aminu,,91,81
362,4,8:34.0,J. Isaac enters the game for T. Ross,,91,81
363,4,8:34.0,,D. Garland enters the game for M. Dellavedova,91,81
364,4,8:34.0,,K. Love enters the game for L. Nance,91,81
365,4,8:34.0,,T. Thompson enters the game for K. Porter,91,81
366,4,8:19.0,M. Bamba makes 3-pt jump shot from 25 ft (assist by D. Augustin),,94,81
367,4,8:03.0,,Personal foul by D. Augustin (drawn by C. Sexton),94,81
368,4,7:53.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by C. Sexton),94,84
369,4,7:34.0,M. Fultz makes 2-pt jump shot from 13 ft (assist by D. Augustin),,96,84
370,4,7:16.0,,K. Love misses 2-pt jump shot from 12 ft,96,84
371,4,7:14.0,,Offensive rebound by T. Thompson,96,84
372,4,7:08.0,,C. Sexton makes 2-pt jump shot from 9 ft (assist by D. Garland),96,86
373,4,6:47.0,E. Fournier misses 2-pt jump shot from 6 ft,,96,86
374,4,6:44.0,,Defensive rebound by T. Thompson,96,86
375,4,6:39.0,,C. Sexton makes 2-pt jump shot from 7 ft,96,88
376,4,6:17.0,D. Augustin makes 2-pt layup from 2 ft,,98,88
377,4,6:04.0,,C. Sexton makes 2-pt jump shot from 8 ft,98,90
378,4,5:43.0,M. Fultz makes 3-pt jump shot from 27 ft (assist by M. Bamba),,101,90
379,4,5:17.0,,Turnover by C. Sexton (lost ball; steal by D. Augustin),101,90
380,4,5:08.0,M. Bamba makes 3-pt jump shot from 26 ft (assist by M. Fultz),,104,90
381,4,5:07.0,,Cleveland full timeout,104,90
382,4,5:07.0,K. Birch enters the game for M. Bamba,,104,90
383,4,4:52.0,,K. Love misses 3-pt jump shot from 25 ft,104,90
384,4,4:49.0,,Offensive rebound by C. Sexton,104,90
385,4,4:42.0,,C. Sexton misses 2-pt jump shot from 17 ft,104,90
386,4,4:40.0,,Offensive rebound by C. Sexton,104,90
