,QUARTER,TIME_REMAINING,DENVER_ACTION,MEMPHIS_ACTION,DENVER_SCORE,MEMPHIS_SCORE
28,1,8:00.0,,Shooting foul by G. Harris (drawn by J. Valančiūnas),11,10
29,1,8:00.0,,J. Valančiūnas makes free throw 1 of 2,11,11
30,1,8:00.0,,J. Valančiūnas makes free throw 2 of 2,11,12
31,1,7:48.0,W. Barton misses 2-pt jump shot from 11 ft,,11,12
32,1,7:47.0,,Defensive rebound by J. Jackson,11,12
33,1,7:34.0,,J. Jackson misses 2-pt hook shot from 4 ft,11,12
34,1,7:29.0,Defensive rebound by G. Harris,,11,12
35,1,7:23.0,Shooting foul by D. Brooks (drawn by P. Millsap),,11,12
36,1,7:23.0,P. Millsap makes free throw 1 of 2,,12,12
37,1,7:23.0,P. Millsap misses free throw 2 of 2,,12,12
38,1,7:21.0,,Defensive rebound by J. Valančiūnas,12,12
39,1,7:06.0,,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by J. Morant),12,15
40,1,6:54.0,J. Murray misses 3-pt jump shot from 27 ft,,12,15
41,1,6:52.0,,Defensive rebound by J. Valančiūnas,12,15
42,1,6:46.0,,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by D. Brooks),12,18
43,1,6:45.0,Denver full timeout,,12,18
44,1,6:31.0,G. Harris misses 2-pt jump shot from 11 ft,,12,18
45,1,6:28.0,,Defensive rebound by J. Crowder,12,18
46,1,6:21.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by J. Morant),12,20
47,1,6:01.0,W. Barton misses 3-pt jump shot from 25 ft,,12,20
48,1,5:58.0,,Defensive rebound by J. Valančiūnas,12,20
49,1,5:47.0,,J. Morant makes 3-pt jump shot from 26 ft,12,23
50,1,5:37.0,N. Jokić makes 3-pt jump shot from 25 ft,,15,23
51,1,5:24.0,,Personal foul by N. Jokić (drawn by J. Valančiūnas),15,23
52,1,5:24.0,M. Plumlee enters the game for P. Millsap,,15,23
53,1,5:24.0,,B. Clarke enters the game for J. Morant,15,23
54,1,5:24.0,,T. Jones enters the game for J. Valančiūnas,15,23
55,1,5:14.0,,J. Jackson misses 2-pt layup from 1 ft,15,23
56,1,5:11.0,Defensive rebound by M. Plumlee,,15,23
57,1,5:06.0,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),,18,23
58,1,5:06.0,,K. Anderson enters the game for D. Brooks,18,23
59,1,5:06.0,,M. Guduric enters the game for J. Crowder,18,23
60,1,4:48.0,,M. Guduric misses 2-pt jump shot from 19 ft,18,23
61,1,4:44.0,Defensive rebound by N. Jokić,,18,23
62,1,4:21.0,G. Harris misses 3-pt jump shot from 26 ft,,18,23
63,1,4:18.0,,Defensive rebound by B. Clarke,18,23
64,1,4:11.0,,B. Clarke makes 2-pt dunk at rim (assist by T. Jones),18,25
65,1,3:58.0,W. Barton makes 2-pt dunk at rim,,20,25
66,1,3:39.0,,J. Jackson misses 2-pt layup from 1 ft (block by G. Harris),20,25
67,1,3:36.0,Defensive rebound by N. Jokić,,20,25
68,1,3:34.0,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),,22,25
69,1,3:16.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by K. Anderson),22,28
70,1,3:02.0,W. Barton misses 2-pt jump shot from 2 ft,,22,28
71,1,2:59.0,,Defensive rebound by J. Jackson,22,28
72,1,2:51.0,,M. Guduric misses 3-pt jump shot from 25 ft,22,28
73,1,2:48.0,Defensive rebound by W. Barton,,22,28
74,1,2:36.0,J. Murray misses 2-pt jump shot from 18 ft,,22,28
75,1,2:36.0,Offensive rebound by M. Plumlee,,22,28
76,1,2:32.0,J. Murray misses 3-pt jump shot from 25 ft,,22,28
77,1,2:32.0,Offensive rebound by Team,,22,28
78,1,2:31.0,,Loose ball foul by B. Clarke (drawn by N. Jokić),22,28
79,1,2:31.0,J. Grant enters the game for W. Barton,,22,28
80,1,2:31.0,J. Hernangómez enters the game for G. Harris,,22,28
81,1,2:31.0,M. Morris enters the game for N. Jokić,,22,28
82,1,2:31.0,,J. Valančiūnas enters the game for J. Jackson,22,28
83,1,2:21.0,Shooting foul by K. Anderson (drawn by J. Murray),,22,28
84,1,2:21.0,J. Murray makes free throw 1 of 2,,23,28
85,1,2:21.0,J. Murray makes free throw 2 of 2,,24,28
86,1,2:05.0,,T. Jones misses 3-pt jump shot from 24 ft,24,28
87,1,2:02.0,,Offensive rebound by K. Anderson,24,28
88,1,1:59.0,,K. Anderson makes 2-pt jump shot from 8 ft,24,30
89,1,1:53.0,Personal foul by M. Guduric (drawn by J. Murray),,24,30
90,1,1:48.0,M. Plumlee misses 2-pt layup from 1 ft,,24,30
91,1,1:45.0,,Defensive rebound by K. Anderson,24,30
92,1,1:42.0,,K. Anderson misses 2-pt layup from 1 ft,24,30
93,1,1:42.0,,Offensive rebound by M. Guduric,24,30
94,1,1:35.0,,K. Anderson misses 2-pt layup from 2 ft (block by M. Plumlee),24,30
95,1,1:35.0,,Offensive rebound by J. Valančiūnas,24,30
96,1,1:28.0,,J. Valančiūnas misses 2-pt jump shot from 16 ft,24,30
97,1,1:25.0,Defensive rebound by M. Plumlee,,24,30
98,1,1:19.0,M. Plumlee makes 2-pt layup from 1 ft (assist by J. Murray),,26,30
99,1,1:06.0,,M. Guduric makes 2-pt layup from 2 ft (assist by K. Anderson),26,32
100,1,0:51.0,J. Grant makes 2-pt layup from 1 ft (assist by M. Morris),,28,32
101,1,0:32.0,,T. Jones misses 2-pt jump shot from 15 ft,28,32
102,1,0:30.0,Defensive rebound by M. Morris,,28,32
103,1,0:10.0,J. Murray misses 2-pt jump shot from 7 ft,,28,32
104,1,0:07.0,,Defensive rebound by M. Guduric,28,32
105,1,0:00.0,,M. Guduric misses 3-pt jump shot from 26 ft,28,32
106,1,0:00.0,,Offensive rebound by Team,28,32
107,2,11:43.0,,J. Valančiūnas makes 2-pt hook shot from 1 ft (assist by K. Anderson),28,34
108,2,11:26.0,M. Morris misses 2-pt jump shot from 10 ft,,28,34
109,2,11:24.0,,Defensive rebound by J. Valančiūnas,28,34
110,2,11:19.0,,M. Guduric misses 2-pt layup from 2 ft (block by M. Plumlee),28,34
111,2,11:16.0,,Offensive rebound by M. Guduric,28,34
112,2,11:07.0,,J. Valančiūnas makes 2-pt layup from 2 ft,28,36
113,2,10:48.0,J. Grant makes 3-pt jump shot from 26 ft (assist by J. Hernangómez),,31,36
114,2,10:31.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,31,36
115,2,10:28.0,Defensive rebound by M. Porter,,31,36
116,2,10:16.0,M. Plumlee misses 2-pt jump shot from 3 ft,,31,36
117,2,10:12.0,Offensive rebound by M. Plumlee,,31,36
118,2,10:12.0,M. Plumlee makes 2-pt layup from 1 ft,,33,36
119,2,10:00.0,,Turnover by J. Morant (bad pass; steal by M. Morris),33,36
120,2,9:52.0,M. Porter misses 2-pt dunk from 2 ft (block by M. Guduric),,33,36
121,2,9:52.0,,Defensive rebound by J. Morant,33,36
122,2,9:52.0,,Personal foul by M. Plumlee (drawn by J. Morant),33,36
123,2,9:52.0,,D. Brooks enters the game for M. Guduric,33,36
124,2,9:35.0,,J. Valančiūnas misses 2-pt hook shot from 6 ft (block by J. Hernangómez),33,36
125,2,9:32.0,Defensive rebound by M. Plumlee,,33,36
126,2,9:32.0,Shooting foul by J. Morant (drawn by M. Morris),,33,36
127,2,9:32.0,M. Morris makes free throw 1 of 2,,34,36
128,2,9:32.0,M. Morris misses free throw 2 of 2,,34,36
129,2,9:31.0,Offensive rebound by Team,,34,36
130,2,9:31.0,Offensive foul by J. Grant (drawn by S. Hill),,34,36
131,2,9:31.0,Turnover by J. Grant (offensive foul),,34,36
132,2,9:20.0,,Turnover by J. Valančiūnas (bad pass; steal by M. Plumlee),34,36
133,2,9:16.0,M. Morris makes 2-pt layup from 1 ft (assist by M. Plumlee),,36,36
134,2,9:16.0,,Memphis full timeout,36,36
135,2,9:16.0,,J. Crowder enters the game for K. Anderson,36,36
136,2,8:58.0,,D. Brooks misses 2-pt jump shot from 13 ft,36,36
137,2,8:55.0,Defensive rebound by J. Hernangómez,,36,36
138,2,8:45.0,M. Plumlee misses 2-pt jump shot from 9 ft,,36,36
139,2,8:43.0,,Defensive rebound by J. Valančiūnas,36,36
140,2,8:35.0,,Shooting foul by M. Plumlee (drawn by D. Brooks),36,36
141,2,8:35.0,,D. Brooks makes free throw 1 of 2,36,37
142,2,8:35.0,,D. Brooks makes free throw 2 of 2,36,38
143,2,8:25.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Grant),,38,38
144,2,8:06.0,,S. Hill misses 3-pt jump shot from 25 ft,38,38
145,2,8:01.0,Defensive rebound by J. Grant,,38,38
146,2,7:54.0,Shooting foul by J. Valančiūnas (drawn by J. Hernangómez),,38,38
147,2,7:54.0,J. Hernangómez misses free throw 1 of 2,,38,38
148,2,7:54.0,Offensive rebound by Team,,38,38
149,2,7:54.0,,J. Jackson enters the game for J. Valančiūnas,38,38
150,2,7:54.0,J. Hernangómez misses free throw 2 of 2,,38,38
151,2,7:52.0,,Defensive rebound by S. Hill,38,38
152,2,7:40.0,,Shooting foul by M. Plumlee (drawn by J. Jackson),38,38
153,2,7:40.0,,J. Jackson makes free throw 1 of 2,38,39
154,2,7:40.0,N. Jokić enters the game for M. Plumlee,,38,39
155,2,7:40.0,,J. Jackson makes free throw 2 of 2,38,40
156,2,7:23.0,Turnover by N. Jokić (bad pass; steal by S. Hill),,38,40
157,2,7:19.0,,J. Morant misses 2-pt layup from 2 ft (block by M. Porter),38,40
158,2,7:15.0,Defensive rebound by J. Hernangómez,,38,40
159,2,7:13.0,J. Hernangómez makes 2-pt layup from 1 ft (assist by M. Porter),,40,40
160,2,7:13.0,Shooting foul by J. Crowder (drawn by J. Hernangómez),,40,40
161,2,7:13.0,J. Murray enters the game for M. Morris,,40,40
162,2,7:13.0,J. Hernangómez makes free throw 1 of 1,,41,40
163,2,6:57.0,,D. Brooks misses 3-pt jump shot from 26 ft,41,40
164,2,6:53.0,Defensive rebound by M. Porter,,41,40
165,2,6:49.0,Turnover by M. Porter (bad pass),,41,40
166,2,6:49.0,,T. Jones enters the game for J. Morant,41,40
167,2,6:32.0,,J. Jackson misses 2-pt jump shot from 5 ft (block by M. Porter),41,40
168,2,6:28.0,Defensive rebound by J. Murray,,41,40
169,2,6:25.0,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by J. Murray),,44,40
170,2,6:07.0,,S. Hill misses 3-pt jump shot from 27 ft,44,40
171,2,6:04.0,Defensive rebound by N. Jokić,,44,40
172,2,5:56.0,J. Murray makes 2-pt dunk from 1 ft (assist by N. Jokić),,46,40
173,2,5:56.0,,Memphis full timeout,46,40
174,2,5:56.0,P. Millsap enters the game for J. Grant,,46,40
175,2,5:56.0,,B. Clarke enters the game for S. Hill,46,40
176,2,5:41.0,,J. Jackson misses 3-pt jump shot from 26 ft,46,40
177,2,5:37.0,Defensive rebound by N. Jokić,,46,40
178,2,5:28.0,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),,48,40
179,2,5:17.0,,D. Brooks misses 2-pt layup from 1 ft,48,40
180,2,5:14.0,Defensive rebound by P. Millsap,,48,40
181,2,5:10.0,M. Porter misses 2-pt jump shot from 22 ft,,48,40
182,2,5:10.0,,Defensive rebound by Team,48,40
183,2,5:00.0,,Turnover by J. Crowder (bad pass; steal by P. Millsap),48,40
184,2,4:56.0,P. Millsap makes 2-pt layup at rim,,50,40
185,2,4:44.0,,Turnover by J. Jackson (traveling),50,40
186,2,4:44.0,W. Barton enters the game for M. Porter,,50,40
187,2,4:34.0,W. Barton makes 3-pt jump shot from 23 ft (assist by N. Jokić),,53,40
188,2,4:24.0,,T. Jones makes 2-pt jump shot from 11 ft,53,42
189,2,4:11.0,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),,55,42
190,2,4:11.0,Shooting foul by B. Clarke (drawn by J. Murray),,55,42
191,2,4:11.0,,M. Guduric enters the game for D. Brooks,55,42
192,2,4:11.0,J. Murray makes free throw 1 of 1,,56,42
193,2,3:48.0,,Turnover by T. Jones (bad pass; steal by P. Millsap),56,42
194,2,3:38.0,Shooting foul by J. Jackson (drawn by P. Millsap),,56,42
195,2,3:38.0,P. Millsap makes free throw 1 of 2,,57,42
196,2,3:38.0,,K. Anderson enters the game for B. Clarke,57,42
197,2,3:38.0,,J. Morant enters the game for T. Jones,57,42
198,2,3:38.0,P. Millsap makes free throw 2 of 2,,58,42
199,2,3:29.0,,Turnover by J. Morant (bad pass; steal by P. Millsap),58,42
200,2,3:26.0,P. Millsap makes 2-pt dunk from 1 ft (assist by W. Barton),,60,42
201,2,3:26.0,,Memphis full timeout,60,42
202,2,3:26.0,,J. Valančiūnas enters the game for J. Jackson,60,42
203,2,3:02.0,,K. Anderson misses 2-pt jump shot from 8 ft,60,42
204,2,2:57.0,Defensive rebound by W. Barton,,60,42
205,2,2:48.0,N. Jokić makes 2-pt hook shot from 6 ft,,62,42
206,2,2:35.0,,J. Morant misses 2-pt jump shot from 9 ft,62,42
207,2,2:32.0,Defensive rebound by P. Millsap,,62,42
208,2,2:21.0,N. Jokić misses 3-pt jump shot from 26 ft,,62,42
209,2,2:16.0,,Defensive rebound by J. Crowder,62,42
210,2,2:16.0,,Personal foul by N. Jokić (drawn by J. Crowder),62,42
211,2,2:06.0,,J. Morant makes 2-pt layup from 2 ft,62,44
212,2,1:48.0,P. Millsap misses 3-pt jump shot from 26 ft,,62,44
213,2,1:44.0,Offensive rebound by W. Barton,,62,44
214,2,1:42.0,P. Millsap misses 2-pt layup from 2 ft,,62,44
215,2,1:38.0,Offensive rebound by P. Millsap,,62,44
216,2,1:38.0,P. Millsap makes 2-pt layup from 1 ft,,64,44
217,2,1:33.0,,J. Morant makes 2-pt layup from 1 ft,64,46
218,2,1:19.0,J. Murray makes 3-pt jump shot from 26 ft,,67,46
219,2,1:09.0,,Shooting foul by N. Jokić (drawn by J. Morant),67,46
220,2,1:09.0,,J. Morant misses free throw 1 of 2,67,46
221,2,1:09.0,,Offensive rebound by Team,67,46
222,2,1:09.0,J. Grant enters the game for N. Jokić,,67,46
223,2,1:09.0,,J. Morant makes free throw 2 of 2,67,47
224,2,0:56.0,J. Murray makes 2-pt jump shot from 15 ft (assist by J. Grant),,69,47
225,2,0:49.0,,Turnover by J. Valančiūnas (lost ball; steal by P. Millsap),69,47
226,2,0:45.0,W. Barton misses 2-pt layup from 1 ft (block by J. Crowder),,69,47
227,2,0:45.0,,Defensive rebound by Team,69,47
228,2,0:31.0,,J. Morant misses 2-pt layup from 1 ft,69,47
229,2,0:27.0,Defensive rebound by W. Barton,,69,47
230,2,0:07.0,P. Millsap makes 3-pt jump shot from 26 ft (assist by J. Murray),,72,47
231,2,0:01.0,,Shooting foul by P. Millsap (drawn by J. Morant),72,47
232,2,0:01.0,,J. Morant makes free throw 1 of 2,72,48
233,2,0:01.0,,J. Morant makes free throw 2 of 2,72,49
234,2,0:01.0,Turnover by J. Hernangómez (bad pass; steal by M. Guduric),,72,49
235,3,11:49.0,,Turnover by J. Valančiūnas (bad pass),72,49
236,3,11:35.0,J. Murray misses 2-pt jump shot from 7 ft,,72,49
237,3,11:32.0,,Defensive rebound by J. Jackson,72,49
238,3,11:11.0,,D. Brooks misses 3-pt jump shot from 26 ft,72,49
239,3,11:08.0,Defensive rebound by W. Barton,,72,49
240,3,11:00.0,N. Jokić misses 3-pt jump shot from 25 ft,,72,49
241,3,10:57.0,,Defensive rebound by J. Crowder,72,49
242,3,10:48.0,,J. Jackson misses 3-pt jump shot from 25 ft,72,49
243,3,10:44.0,Defensive rebound by J. Murray,,72,49
244,3,10:34.0,P. Millsap makes 2-pt jump shot from 19 ft,,74,49
245,3,10:27.0,,Personal foul by J. Murray (drawn by J. Morant),74,49
246,3,10:18.0,,J. Morant misses 3-pt jump shot from 26 ft,74,49
247,3,10:16.0,Defensive rebound by N. Jokić,,74,49
248,3,10:04.0,J. Murray makes 3-pt jump shot from 25 ft (assist by P. Millsap),,77,49
249,3,9:49.0,,Turnover by J. Morant (bad pass),77,49
250,3,9:40.0,G. Harris makes 2-pt jump shot from 16 ft (assist by N. Jokić),,79,49
251,3,9:40.0,,Memphis full timeout,79,49
252,3,9:34.0,,Personal foul by G. Harris (drawn by D. Brooks),79,49
253,3,9:28.0,,J. Valančiūnas misses 2-pt jump shot from 6 ft,79,49
254,3,9:24.0,,Offensive rebound by J. Jackson,79,49
255,3,9:24.0,,Turnover by J. Jackson (lost ball; steal by J. Murray),79,49
256,3,9:17.0,Def 3 sec tech foul by Team,,79,49
257,3,9:17.0,J. Murray makes technical free throw,,80,49
258,3,9:07.0,G. Harris makes 2-pt jump shot from 6 ft (assist by J. Murray),,82,49
259,3,8:55.0,,Shooting foul by P. Millsap (drawn by J. Jackson),82,49
260,3,8:55.0,,J. Jackson misses free throw 1 of 2,82,49
261,3,8:55.0,,Offensive rebound by Team,82,49
262,3,8:55.0,,J. Jackson makes free throw 2 of 2,82,50
263,3,8:44.0,J. Murray misses 3-pt jump shot from 26 ft,,82,50
264,3,8:40.0,,Defensive rebound by J. Crowder,82,50
265,3,8:27.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Morant),82,53
266,3,8:16.0,Shooting foul by J. Jackson (drawn by W. Barton),,82,53
267,3,8:16.0,W. Barton makes free throw 1 of 2,,83,53
268,3,8:16.0,W. Barton misses free throw 2 of 2,,83,53
269,3,8:14.0,,Defensive rebound by J. Valančiūnas,83,53
270,3,8:01.0,,Turnover by J. Morant (bad pass; steal by J. Murray),83,53
271,3,7:56.0,J. Murray misses 3-pt jump shot from 25 ft,,83,53
272,3,7:53.0,,Defensive rebound by J. Morant,83,53
273,3,7:43.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Crowder),83,56
274,3,7:29.0,P. Millsap makes 2-pt dunk from 1 ft (assist by W. Barton),,85,56
275,3,7:21.0,,Shooting foul by W. Barton (drawn by D. Brooks),85,56
276,3,7:21.0,,D. Brooks makes free throw 1 of 2,85,57
277,3,7:21.0,,D. Brooks makes free throw 2 of 2,85,58
278,3,7:00.0,G. Harris makes 2-pt jump shot from 20 ft (assist by J. Murray),,87,58
279,3,6:37.0,,D. Brooks misses 3-pt jump shot from 26 ft,87,58
280,3,6:35.0,Defensive rebound by J. Murray,,87,58
281,3,6:30.0,J. Murray misses 2-pt jump shot from 5 ft,,87,58
282,3,6:28.0,,Defensive rebound by J. Valančiūnas,87,58
283,3,6:22.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Morant),87,61
284,3,6:21.0,Denver full timeout,,87,61
285,3,6:21.0,,K. Anderson enters the game for D. Brooks,87,61
286,3,6:21.0,,B. Clarke enters the game for J. Morant,87,61
287,3,6:21.0,,T. Jones enters the game for J. Valančiūnas,87,61
288,3,6:02.0,Shooting foul by K. Anderson (drawn by P. Millsap),,87,61
289,3,6:02.0,P. Millsap makes free throw 1 of 2,,88,61
290,3,6:02.0,P. Millsap makes free throw 2 of 2,,89,61
291,3,5:48.0,,J. Crowder misses 3-pt jump shot from 26 ft,89,61
292,3,5:44.0,,Offensive rebound by K. Anderson,89,61
293,3,5:33.0,,Personal foul by G. Harris (drawn by J. Jackson),89,61
294,3,5:33.0,,J. Jackson makes free throw 1 of 2,89,62
295,3,5:33.0,,J. Jackson makes free throw 2 of 2,89,63
296,3,5:22.0,P. Millsap makes 2-pt dunk from 1 ft (assist by N. Jokić),,91,63
297,3,5:13.0,,B. Clarke makes 2-pt jump shot from 10 ft (assist by T. Jones),91,65
298,3,4:55.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by W. Barton),,94,65
299,3,4:38.0,,B. Clarke makes 3-pt jump shot from 23 ft (assist by T. Jones),94,68
300,3,4:38.0,J. Grant enters the game for P. Millsap,,94,68
301,3,4:14.0,J. Murray makes 3-pt jump shot from 26 ft,,97,68
302,3,3:56.0,,J. Jackson makes 3-pt jump shot from 27 ft (assist by J. Crowder),97,71
303,3,3:32.0,J. Murray misses 3-pt jump shot from 27 ft,,97,71
304,3,3:28.0,,Defensive rebound by T. Jones,97,71
305,3,3:28.0,,Offensive foul by K. Anderson (drawn by J. Murray),97,71
306,3,3:28.0,,Turnover by K. Anderson (offensive foul),97,71
307,3,3:13.0,N. Jokić makes 2-pt layup from 2 ft,,99,71
308,3,3:00.0,,T. Jones misses 2-pt jump shot from 8 ft (block by J. Grant),99,71
309,3,2:58.0,Defensive rebound by J. Grant,,99,71
310,3,2:56.0,J. Murray makes 3-pt jump shot from 25 ft (assist by J. Grant),,102,71
311,3,2:41.0,,J. Crowder makes 2-pt layup from 1 ft (assist by K. Anderson),102,73
312,3,2:26.0,Turnover by N. Jokić (bad pass),,102,73
313,3,2:26.0,J. Hernangómez enters the game for W. Barton,,102,73
314,3,2:26.0,M. Plumlee enters the game for N. Jokić,,102,73
315,3,2:26.0,,S. Hill enters the game for J. Jackson,102,73
316,3,2:16.0,,B. Clarke makes 2-pt jump shot from 15 ft (assist by J. Crowder),102,75
317,3,1:53.0,J. Grant makes 3-pt jump shot from 25 ft (assist by J. Murray),,105,75
318,3,1:34.0,,J. Crowder makes 3-pt jump shot from 27 ft (assist by T. Jones),105,78
319,3,1:34.0,Denver full timeout,,105,78
320,3,1:34.0,,M. Guduric enters the game for J. Crowder,105,78
321,3,1:21.0,J. Murray makes 3-pt jump shot from 26 ft (assist by J. Grant),,108,78
322,3,0:57.0,,K. Anderson misses 3-pt jump shot from 22 ft,108,78
323,3,0:52.0,,Offensive rebound by S. Hill,108,78
324,3,0:50.0,,T. Jones misses 3-pt jump shot from 26 ft,108,78
325,3,0:48.0,Defensive rebound by M. Plumlee,,108,78
326,3,0:29.0,G. Harris misses 3-pt jump shot from 25 ft,,108,78
327,3,0:26.0,,Defensive rebound by T. Jones,108,78
328,3,0:20.0,,T. Jones makes 2-pt jump shot from 9 ft (assist by B. Clarke),108,80
329,3,0:00.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,108,80
330,3,0:00.0,Offensive rebound by Team,,108,80
331,4,11:49.0,J. Grant makes 2-pt dunk from 1 ft (assist by J. Hernangómez),,110,80
332,4,11:40.0,,Personal foul by M. Porter (drawn by S. Hill),110,80
333,4,11:34.0,,M. Guduric misses 3-pt jump shot from 24 ft,110,80
334,4,11:31.0,Defensive rebound by J. Grant,,110,80
335,4,11:23.0,M. Plumlee makes 2-pt dunk at rim (assist by M. Morris),,112,80
336,4,11:02.0,,M. Guduric misses 2-pt layup from 4 ft (block by M. Plumlee),112,80
337,4,10:59.0,,Offensive rebound by K. Anderson,112,80
338,4,10:56.0,,K. Anderson makes 2-pt jump shot from 15 ft,112,82
339,4,10:50.0,Offensive foul by M. Morris (drawn by B. Caboclo),,112,82
340,4,10:50.0,Turnover by M. Morris (offensive foul),,112,82
341,4,10:50.0,,D. Melton enters the game for M. Guduric,112,82
342,4,10:39.0,,Personal foul by M. Porter (drawn by S. Hill),112,82
343,4,10:32.0,,B. Caboclo misses 3-pt jump shot from 23 ft,112,82
344,4,10:31.0,Defensive rebound by M. Porter,,112,82
345,4,10:26.0,J. Hernangómez makes 3-pt jump shot from 27 ft (assist by M. Porter),,115,82
346,4,10:18.0,,Personal foul by M. Porter (drawn by K. Anderson),115,82
347,4,10:10.0,,B. Caboclo makes 2-pt layup from 1 ft (assist by T. Jones),115,84
348,4,10:10.0,Denver full timeout,,115,84
349,4,10:10.0,,B. Clarke enters the game for K. Anderson,115,84
350,4,10:01.0,Offensive foul by M. Plumlee (drawn by B. Caboclo),,115,84
351,4,10:01.0,Turnover by M. Plumlee (offensive foul),,115,84
352,4,9:49.0,,T. Jones misses 2-pt layup from 1 ft,115,84
353,4,9:47.0,Defensive rebound by J. Grant,,115,84
354,4,9:40.0,Shooting foul by B. Caboclo (drawn by J. Grant),,115,84
355,4,9:40.0,J. Grant makes free throw 1 of 2,,116,84
356,4,9:40.0,J. Grant misses free throw 2 of 2,,116,84
357,4,9:37.0,,Defensive rebound by B. Clarke,116,84
358,4,9:27.0,,B. Caboclo makes 3-pt jump shot from 23 ft (assist by T. Jones),116,87
359,4,9:06.0,Turnover by J. Grant (bad pass; steal by D. Melton),,116,87
360,4,8:58.0,,Shooting foul by J. Grant (drawn by S. Hill),116,87
361,4,8:58.0,,S. Hill makes free throw 1 of 2,116,88
362,4,8:58.0,,S. Hill makes free throw 2 of 2,116,89
363,4,8:40.0,Shooting foul by S. Hill (drawn by J. Grant),,116,89
364,4,8:40.0,J. Grant makes free throw 1 of 2,,117,89
365,4,8:40.0,J. Grant misses free throw 2 of 2,,117,89
366,4,8:38.0,,Defensive rebound by B. Clarke,117,89
367,4,8:28.0,,S. Hill makes 2-pt jump shot from 17 ft (assist by T. Jones),117,91
368,4,8:07.0,Shooting foul by B. Caboclo (drawn by M. Plumlee),,117,91
369,4,8:07.0,M. Plumlee makes free throw 1 of 2,,118,91
370,4,8:07.0,,M. Guduric enters the game for T. Jones,118,91
371,4,8:07.0,M. Plumlee misses free throw 2 of 2,,118,91
372,4,8:04.0,,Defensive rebound by B. Clarke,118,91
373,4,7:51.0,,Offensive foul by B. Clarke (drawn by J. Hernangómez),118,91
374,4,7:51.0,,Turnover by B. Clarke (offensive foul),118,91
375,4,7:38.0,M. Porter misses 3-pt jump shot from 26 ft,,118,91
376,4,7:36.0,,Defensive rebound by B. Clarke,118,91
377,4,7:27.0,,S. Hill misses 3-pt jump shot from 25 ft,118,91
